sequence,v115@KhA8FeA8BeA8FeF8AeC8Jem/IvhFRhBfoB6oB0kBTm?BNsB,v115@KhA8FeA8BeA8FeF8AeC8Je/EJvhFalBRhBGjBTmBNs?BUtB,v115@KhA8FeA8BeA8FeF8AeC8Jem/IvhFRhB3iB9oB0kBTm?BisB,v115@KhA8FeA8BeA8FeF8AeC8JeT/IvhFelBamBRiB9oBfs?B0sB
JSIZOTL,X,X,X,X
JSIZOLT,X,X,X,X
JSIOTLZ,X,X,X,X
JSIOTZL,X,X,X,X
JSIOLTZ,X,X,X,X
JSIOLZT,X,X,X,X
JSIOZTL,X,X,X,X
JSIOZLT,X,X,X,X
JSLTIZO,X,X,X,X
JSLTIOZ,X,X,X,O
JSLTZIO,X,X,X,O
JSLTZOI,X,X,X,O
JSLTOIZ,X,X,X,O
JSLTOZI,X,X,X,O
JSLITZO,X,X,X,X
JSLITOZ,X,X,X,X
JSLIZTO,X,X,X,X
JSLIZOT,X,X,X,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,X,X,X
JSLZTIO,X,X,X,O
JSLZTOI,X,X,X,O
JSLZITO,X,X,X,X
JSLZIOT,X,X,X,X
JSLZOTI,X,X,X,O
JSLZOIT,X,X,X,X
JSLOTIZ,X,X,X,O
JSLOTZI,X,X,X,O
JSLOITZ,X,X,X,X
JSLOIZT,X,X,X,X
JSLOZTI,X,X,X,O
JSLOZIT,X,X,X,X
JSZTILO,X,X,X,O
JSZTIOL,X,X,X,O
JSZTLIO,X,X,X,O
JSZTLOI,X,X,X,O
JSZTOIL,X,X,X,O
JSZTOLI,X,X,X,O
JSZITLO,X,X,X,X
JSZITOL,X,X,X,X
JSZILTO,X,X,X,X
JSZILOT,X,X,X,X
JSZIOTL,X,X,X,X
JSZIOLT,X,X,X,X
JSZLTIO,X,X,X,O
JSZLTOI,X,X,X,O
JSZLITO,X,X,X,X
JSZLIOT,X,X,X,X
JSZLOTI,X,X,X,O
JSZLOIT,X,X,X,X
JSZOTIL,X,X,X,O
JSZOTLI,X,X,X,O
JSZOITL,X,X,X,X
JSZOILT,X,X,X,X
JSZOLTI,X,X,X,O
JSZOLIT,X,X,X,X
JSOTILZ,X,X,X,O
JSOTIZL,X,X,X,X
JSOTLIZ,X,X,X,O
JSOTLZI,X,X,X,O
JSOTZIL,X,X,X,O
JSOTZLI,X,X,X,O
JSOITLZ,X,X,X,X
JSOITZL,X,X,X,X
JSOILTZ,X,X,X,X
JSOILZT,X,X,X,X
JSOIZTL,X,X,X,X
JSOIZLT,X,X,X,X
JSOLTIZ,X,X,X,O
JSOLTZI,X,X,X,O
JSOLITZ,X,X,X,X
JSOLIZT,X,X,X,X
JSOLZTI,X,X,X,O
JSOLZIT,X,X,X,X
JSOZTIL,X,X,X,O
JSOZTLI,X,X,X,O
JSOZITL,X,X,X,X
JSOZILT,X,X,X,X
JSOZLTI,X,X,X,O
JSOZLIT,X,X,X,X
JZTILSO,X,X,X,X
JZTILOS,X,X,X,X
JZTISLO,X,X,X,X
JZTISOL,X,X,X,X
JZTIOLS,X,X,X,X
JZTIOSL,X,X,X,X
JZTLISO,X,X,X,X
JZTLIOS,X,X,X,X
JZTLSIO,X,X,X,X
JZTLSOI,X,X,X,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,X,X,X,X
JZTSIOL,X,X,X,X
JZTSLIO,X,X,X,X
JZTSLOI,X,X,X,X
JZTSOIL,X,X,X,X
JZTSOLI,X,X,X,X
JZTOILS,X,X,X,X
JZTOISL,X,X,X,X
JZTOLIS,X,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,X,X,X,X
JZTOSLI,X,X,X,X
JZITLSO,X,X,X,X
JZITLOS,X,X,X,X
JZITSLO,X,X,X,X
JZITSOL,X,X,X,X
JZITOLS,X,X,X,X
JZITOSL,X,X,X,X
JZILTSO,X,X,X,X
JZILTOS,X,X,X,X
JZILSTO,X,X,X,X
JZILSOT,X,X,X,X
JZILOTS,X,X,X,X
JZILOST,X,X,X,X
JZISTLO,X,X,X,X
JZISTOL,X,X,X,X
JZISLTO,X,X,X,X
JZISLOT,X,X,X,X
JZISOTL,X,X,X,X
JZISOLT,X,X,X,X
JZIOTLS,X,X,X,X
JZIOTSL,X,X,X,X
JZIOLTS,X,X,X,X
JZIOLST,X,X,X,X
JZIOSTL,X,X,X,X
JZIOSLT,X,X,X,X
JZLTISO,X,X,X,X
JZLTIOS,X,X,X,X
JZLTSIO,X,X,X,X
JZLTSOI,X,X,X,X
JZLTOIS,X,X,X,X
JZLTOSI,X,X,X,X
JZLITSO,X,X,X,X
JZLITOS,X,X,X,X
JZLISTO,X,X,X,X
JZLISOT,X,X,X,X
JZLIOTS,X,X,X,X
JZLIOST,X,X,X,X
JZLSTIO,X,X,X,X
JZLSTOI,X,X,X,X
JZLSITO,X,X,X,X
JZLSIOT,X,X,X,X
JZLSOTI,X,X,X,X
JZLSOIT,X,X,X,X
JZLOTIS,X,X,X,X
JZLOTSI,X,X,X,X
JZLOITS,X,X,X,X
JZLOIST,X,X,X,X
JZLOSTI,X,X,X,X
JZLOSIT,X,X,X,X
JZSTILO,X,X,X,X
JZSTIOL,X,X,X,X
JZSTLIO,X,X,X,X
JZSTLOI,X,X,X,X
JZSTOIL,X,X,X,X
JZSTOLI,X,X,X,X
JZSITLO,X,X,X,X
JZSITOL,X,X,X,X
JZSILTO,X,X,X,X
JZSILOT,X,X,X,X
JZSIOTL,X,X,X,X
JZSIOLT,X,X,X,X
JZSLTIO,X,X,X,X
JZSLTOI,X,X,X,X
JZSLITO,X,X,X,X
JZSLIOT,X,X,X,X
JZSLOTI,X,X,X,X
JZSLOIT,X,X,X,X
JZSOTIL,X,X,X,X
JZSOTLI,X,X,X,X
JZSOITL,X,X,X,X
JZSOILT,X,X,X,X
JZSOLTI,X,X,X,X
JZSOLIT,X,X,X,X
JZOTILS,X,X,X,X
JZOTISL,X,X,X,X
JZOTLIS,X,X,X,X
JZOTLSI,X,X,X,X
JZOTSIL,X,X,X,X
JZOTSLI,X,X,X,X
JZOITLS,X,X,X,X
JZOITSL,X,X,X,X
JZOILTS,X,X,X,X
JZOILST,X,X,X,X
JZOISTL,X,X,X,X
JZOISLT,X,X,X,X
JZOLTIS,X,X,X,X
JZOLTSI,X,X,X,X
JZOLITS,X,X,X,X
JZOLIST,X,X,X,X
JZOLSTI,X,X,X,X
JZOLSIT,X,X,X,X
JZOSTIL,X,X,X,X
JZOSTLI,X,X,X,X
JZOSITL,X,X,X,X
JZOSILT,X,X,X,X
JZOSLTI,X,X,X,X
JZOSLIT,X,X,X,X
JOTILSZ,X,X,X,O
JOTILZS,X,X,X,X
JOTISLZ,X,X,X,X
JOTISZL,X,X,X,X
JOTIZLS,X,X,X,X
JOTIZSL,X,X,X,X
JOTLISZ,X,X,X,O
JOTLIZS,X,X,X,X
JOTLSIZ,X,X,X,O
JOTLSZI,X,X,X,O
JOTLZIS,X,X,X,X
JOTLZSI,X,X,X,X
JOTSILZ,X,X,X,O
JOTSIZL,X,X,X,X
JOTSLIZ,X,X,X,O
JOTSLZI,X,X,X,O
JOTSZIL,X,X,X,O
JOTSZLI,X,X,X,O
JOTZILS,X,X,X,X
JOTZISL,X,X,X,X
JOTZLIS,X,X,X,X
JOTZLSI,X,X,X,X
JOTZSIL,X,X,X,X
JOTZSLI,X,X,X,X
JOITLSZ,X,X,X,X
JOITLZS,X,X,X,X
JOITSLZ,X,X,X,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,X,X,X
JOILTSZ,X,X,X,X
JOILTZS,X,X,X,X
JOILSTZ,X,X,X,X
JOILSZT,X,X,X,X
JOILZTS,X,X,X,X
JOILZST,X,X,X,X
JOISTLZ,X,X,X,X
JOISTZL,X,X,X,X
JOISLTZ,X,X,X,X
JOISLZT,X,X,X,X
JOISZTL,X,X,X,X
JOISZLT,X,X,X,X
JOIZTLS,X,X,X,X
JOIZTSL,X,X,X,X
JOIZLTS,X,X,X,X
JOIZLST,X,X,X,X
JOIZSTL,X,X,X,X
JOIZSLT,X,X,X,X
JOLTISZ,X,X,X,O
JOLTIZS,X,X,X,X
JOLTSIZ,X,X,X,O
JOLTSZI,X,X,X,O
JOLTZIS,X,X,X,X
JOLTZSI,X,X,X,X
JOLITSZ,X,X,X,X
JOLITZS,X,X,X,X
JOLISTZ,X,X,X,X
JOLISZT,X,X,X,X
JOLIZTS,X,X,X,X
JOLIZST,X,X,X,X
JOLSTIZ,X,X,X,O
JOLSTZI,X,X,X,O
JOLSITZ,X,X,X,X
JOLSIZT,X,X,X,X
JOLSZTI,X,X,X,O
JOLSZIT,X,X,X,X
JOLZTIS,X,X,X,X
JOLZTSI,X,X,X,X
JOLZITS,X,X,X,X
JOLZIST,X,X,X,X
JOLZSTI,X,X,X,X
JOLZSIT,X,X,X,X
JOSTILZ,X,X,X,O
JOSTIZL,X,X,X,X
JOSTLIZ,X,X,X,O
JOSTLZI,X,X,X,O
JOSTZIL,X,X,X,O
JOSTZLI,X,X,X,O
JOSITLZ,X,X,X,X
JOSITZL,X,X,X,X
JOSILTZ,X,X,X,X
JOSILZT,X,X,X,X
JOSIZTL,X,X,X,X
JOSIZLT,X,X,X,X
JOSLTIZ,X,X,X,O
JOSLTZI,X,X,X,O
JOSLITZ,X,X,X,X
JOSLIZT,X,X,X,X
JOSLZTI,X,X,X,O
JOSLZIT,X,X,X,X
JOSZTIL,X,X,X,O
JOSZTLI,X,X,X,O
JOSZITL,X,X,X,X
JOSZILT,X,X,X,X
JOSZLTI,X,X,X,O
JOSZLIT,X,X,X,X
JOZTILS,X,X,X,X
JOZTISL,X,X,X,X
JOZTLIS,X,X,X,X
JOZTLSI,X,X,X,X
JOZTSIL,X,X,X,X
JOZTSLI,X,X,X,X
JOZITLS,X,X,X,X
JOZITSL,X,X,X,X
JOZILTS,X,X,X,X
JOZILST,X,X,X,X
JOZISTL,X,X,X,X
JOZISLT,X,X,X,X
JOZLTIS,X,X,X,X
JOZLTSI,X,X,X,X
JOZLITS,X,X,X,X
JOZLIST,X,X,X,X
JOZLSTI,X,X,X,X
JOZLSIT,X,X,X,X
JOZSTIL,X,X,X,X
JOZSTLI,X,X,X,X
JOZSITL,X,X,X,X
JOZSILT,X,X,X,X
JOZSLTI,X,X,X,X
JOZSLIT,X,X,X,X
STILJZO,X,X,X,X
STILJOZ,X,X,X,O
STILZJO,O,O,X,X
STILZOJ,X,X,X,X
STILOJZ,X,X,X,X
STILOZJ,X,X,X,X
STIJLZO,X,X,X,X
STIJLOZ,X,X,X,O
STIJZLO,X,X,X,X
STIJZOL,X,X,X,X
STIJOLZ,X,X,X,O
STIJOZL,X,X,X,X
STIZLJO,O,O,X,X
STIZLOJ,X,X,X,X
STIZJLO,O,O,X,X
STIZJOL,X,X,X,X
STIZOLJ,X,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,X
STIOJLZ,X,X,X,O
STIOJZL,X,X,X,X
STIOZLJ,X,X,X,X
STIOZJL,X,X,X,X
STLIJZO,X,X,X,X
STLIJOZ,X,X,X,O
STLIZJO,O,O,X,X
STLIZOJ,X,X,X,X
STLIOJZ,X,X,X,X
STLIOZJ,X,X,X,X
STLJIZO,X,X,X,X
STLJIOZ,X,X,X,O
STLJZIO,X,X,X,O
STLJZOI,X,X,X,O
STLJOIZ,X,X,X,O
STLJOZI,X,X,X,O
STLZIJO,O,O,X,O
STLZIOJ,X,X,X,X
STLZJIO,O,O,X,O
STLZJOI,O,O,X,O
STLZOIJ,O,O,X,X
STLZOJI,O,O,X,X
STLOIJZ,X,X,X,X
STLOIZJ,O,O,X,X
STLOJIZ,X,X,X,X
STLOJZI,X,X,X,X
STLOZIJ,O,O,X,X
STLOZJI,O,O,X,X
STJILZO,X,X,X,X
STJILOZ,X,X,X,O
STJIZLO,X,X,X,X
STJIZOL,X,X,X,X
STJIOLZ,X,X,X,O
STJIOZL,X,X,X,X
STJLIZO,X,X,X,X
STJLIOZ,X,X,X,O
STJLZIO,X,X,X,O
STJLZOI,X,X,X,O
STJLOIZ,X,X,X,O
STJLOZI,X,X,X,O
STJZILO,X,X,X,O
STJZIOL,X,X,X,O
STJZLIO,X,X,X,O
STJZLOI,X,X,X,O
STJZOIL,X,X,X,O
STJZOLI,X,X,X,O
STJOILZ,X,X,X,O
STJOIZL,X,X,X,X
STJOLIZ,X,X,X,O
STJOLZI,X,X,X,O
STJOZIL,X,X,X,O
STJOZLI,X,X,X,O
STZILJO,O,O,X,O
STZILOJ,X,X,X,X
STZIJLO,O,O,X,O
STZIJOL,X,X,X,O
STZIOLJ,X,X,X,X
STZIOJL,X,X,X,O
STZLIJO,O,O,X,O
STZLIOJ,X,X,X,X
STZLJIO,O,O,X,O
STZLJOI,O,O,X,O
STZLOIJ,O,O,X,X
STZLOJI,O,O,X,X
STZJILO,O,O,X,O
STZJIOL,X,X,X,O
STZJLIO,O,O,X,O
STZJLOI,O,O,X,O
STZJOIL,O,O,X,O
STZJOLI,O,O,X,O
STZOILJ,O,O,X,X
STZOIJL,O,O,X,O
STZOLIJ,O,O,X,X
STZOLJI,O,O,X,X
STZOJIL,O,O,X,O
STZOJLI,O,O,X,O
STOILJZ,X,X,X,X
STOILZJ,O,O,X,X
STOIJLZ,X,X,X,O
STOIJZL,X,X,X,X
STOIZLJ,O,O,X,X
STOIZJL,O,O,X,X
STOLIJZ,X,X,X,X
STOLIZJ,O,O,X,X
STOLJIZ,X,X,X,X
STOLJZI,X,X,X,X
STOLZIJ,O,O,X,X
STOLZJI,O,O,X,X
STOJILZ,X,X,X,O
STOJIZL,X,X,X,X
STOJLIZ,X,X,X,O
STOJLZI,X,X,X,O
STOJZIL,X,X,X,O
STOJZLI,X,X,X,O
STOZILJ,O,O,X,X
STOZIJL,O,O,X,O
STOZLIJ,O,O,X,X
STOZLJI,O,O,X,X
STOZJIL,O,O,X,O
STOZJLI,O,O,X,O
SITLJZO,X,X,X,X
SITLJOZ,X,X,X,X
SITLZJO,X,O,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,X,X,X
SITJLOZ,X,X,X,X
SITJZLO,X,X,X,X
SITJZOL,X,X,X,X
SITJOLZ,X,X,X,X
SITJOZL,X,X,X,X
SITZLJO,X,O,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,O,X,X
SITZJOL,X,X,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,X,X,X,X
SITOJZL,X,X,X,X
SITOZLJ,X,X,X,X
SITOZJL,X,X,X,X
SILTJZO,X,X,X,X
SILTJOZ,X,X,X,X
SILTZJO,X,O,X,X
SILTZOJ,X,X,X,X
SILTOJZ,X,X,X,X
SILTOZJ,X,X,X,X
SILJTZO,X,X,X,X
SILJTOZ,X,X,X,X
SILJZTO,X,X,X,X
SILJZOT,X,X,X,X
SILJOTZ,X,X,X,X
SILJOZT,X,X,X,X
SILZTJO,X,X,X,X
SILZTOJ,X,X,X,X
SILZJTO,O,O,X,X
SILZJOT,X,X,X,X
SILZOTJ,X,X,X,X
SILZOJT,X,X,X,X
SILOTJZ,X,X,X,X
SILOTZJ,X,O,X,X
SILOJTZ,X,X,X,X
SILOJZT,X,X,X,X
SILOZTJ,X,X,X,X
SILOZJT,X,X,X,X
SIJTLZO,X,X,X,X
SIJTLOZ,X,X,X,X
SIJTZLO,X,X,X,X
SIJTZOL,X,X,X,X
SIJTOLZ,X,X,X,X
SIJTOZL,X,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,X,X,X,X
SIJLZTO,X,X,X,X
SIJLZOT,X,X,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,X,X,X,X
SIJZTLO,X,X,X,X
SIJZTOL,X,X,X,X
SIJZLTO,X,X,X,X
SIJZLOT,X,X,X,X
SIJZOTL,X,X,X,X
SIJZOLT,X,X,X,X
SIJOTLZ,X,X,X,X
SIJOTZL,X,X,X,X
SIJOLTZ,X,X,X,X
SIJOLZT,X,X,X,X
SIJOZTL,X,X,X,X
SIJOZLT,X,X,X,X
SIZTLJO,X,X,X,X
SIZTLOJ,X,X,X,X
SIZTJLO,X,X,X,X
SIZTJOL,X,X,X,X
SIZTOLJ,X,X,X,X
SIZTOJL,X,X,X,X
SIZLTJO,X,X,X,X
SIZLTOJ,X,X,X,X
SIZLJTO,O,O,X,X
SIZLJOT,X,X,X,X
SIZLOTJ,X,X,X,X
SIZLOJT,X,X,X,X
SIZJTLO,X,X,X,X
SIZJTOL,X,X,X,X
SIZJLTO,O,O,X,X
SIZJLOT,X,X,X,X
SIZJOTL,X,X,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,X,X,X,X
SIZOTJL,X,X,X,X
SIZOLTJ,X,X,X,X
SIZOLJT,X,X,X,X
SIZOJTL,X,X,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,X,X,X,X
SIOTLZJ,X,O,X,X
SIOTJLZ,X,X,X,X
SIOTJZL,X,X,X,X
SIOTZLJ,X,O,X,X
SIOTZJL,X,O,X,X
SIOLTJZ,X,X,X,X
SIOLTZJ,X,O,X,X
SIOLJTZ,X,X,X,X
SIOLJZT,X,X,X,X
SIOLZTJ,X,X,X,X
SIOLZJT,X,X,X,X
SIOJTLZ,X,X,X,X
SIOJTZL,X,X,X,X
SIOJLTZ,X,X,X,X
SIOJLZT,X,X,X,X
SIOJZTL,X,X,X,X
SIOJZLT,X,X,X,X
SIOZTLJ,X,X,X,X
SIOZTJL,X,X,X,X
SIOZLTJ,X,X,X,X
SIOZLJT,X,X,X,X
SIOZJTL,X,X,X,X
SIOZJLT,X,X,X,X
SLTIJZO,X,X,X,X
SLTIJOZ,X,X,X,O
SLTIZJO,O,O,X,X
SLTIZOJ,X,X,X,X
SLTIOJZ,X,X,X,X
SLTIOZJ,X,X,X,X
SLTJIZO,X,X,X,X
SLTJIOZ,X,X,X,O
SLTJZIO,X,X,X,O
SLTJZOI,X,X,X,O
SLTJOIZ,X,X,X,O
SLTJOZI,X,X,X,O
SLTZIJO,O,O,X,O
SLTZIOJ,X,X,X,X
SLTZJIO,O,O,X,O
SLTZJOI,O,O,X,O
SLTZOIJ,O,O,X,X
SLTZOJI,O,O,X,X
SLTOIJZ,X,X,X,X
SLTOIZJ,O,O,X,X
SLTOJIZ,X,X,X,X
SLTOJZI,X,X,X,X
SLTOZIJ,O,O,X,X
SLTOZJI,O,O,X,X
SLITJZO,X,X,X,X
SLITJOZ,X,X,X,X
SLITZJO,X,O,X,X
SLITZOJ,X,X,X,X
SLITOJZ,X,X,X,X
SLITOZJ,X,X,X,X
SLIJTZO,X,X,X,X
SLIJTOZ,X,X,X,X
SLIJZTO,X,X,X,X
SLIJZOT,X,X,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,X,X,X,X
SLIZTJO,X,X,X,X
SLIZTOJ,X,X,X,X
SLIZJTO,O,O,X,X
SLIZJOT,X,X,X,X
SLIZOTJ,X,X,X,X
SLIZOJT,X,X,X,X
SLIOTJZ,X,X,X,X
SLIOTZJ,X,O,X,X
SLIOJTZ,X,X,X,X
SLIOJZT,X,X,X,X
SLIOZTJ,X,X,X,X
SLIOZJT,X,X,X,X
SLJTIZO,X,X,X,X
SLJTIOZ,X,X,X,O
SLJTZIO,X,X,X,O
SLJTZOI,X,X,X,O
SLJTOIZ,X,X,X,O
SLJTOZI,X,X,X,O
SLJITZO,X,X,X,X
SLJITOZ,X,X,X,X
SLJIZTO,X,X,X,X
SLJIZOT,X,X,X,X
SLJIOTZ,X,X,X,X
SLJIOZT,X,X,X,X
SLJZTIO,X,X,X,O
SLJZTOI,X,X,X,O
SLJZITO,X,X,X,X
SLJZIOT,X,X,X,X
SLJZOTI,X,X,X,O
SLJZOIT,X,X,X,X
SLJOTIZ,X,X,X,O
SLJOTZI,X,X,X,O
SLJOITZ,X,X,X,X
SLJOIZT,X,X,X,X
SLJOZTI,X,X,X,O
SLJOZIT,X,X,X,X
SLZTIJO,O,O,X,O
SLZTIOJ,X,X,X,X
SLZTJIO,O,O,X,O
SLZTJOI,O,O,X,O
SLZTOIJ,O,O,X,X
SLZTOJI,O,O,X,X
SLZITJO,X,X,X,X
SLZITOJ,X,X,X,X
SLZIJTO,O,O,X,X
SLZIJOT,X,X,X,X
SLZIOTJ,X,X,X,X
SLZIOJT,X,X,X,X
SLZJTIO,O,O,X,O
SLZJTOI,O,O,X,O
SLZJITO,O,O,X,X
SLZJIOT,X,X,X,X
SLZJOTI,X,X,X,O
SLZJOIT,X,X,X,X
SLZOTIJ,X,X,X,X
SLZOTJI,X,X,X,X
SLZOITJ,X,X,X,X
SLZOIJT,X,X,X,X
SLZOJTI,X,X,X,X
SLZOJIT,X,X,X,X
SLOTIJZ,X,X,X,X
SLOTIZJ,X,O,X,X
SLOTJIZ,X,X,X,X
SLOTJZI,X,X,X,X
SLOTZIJ,X,O,X,X
SLOTZJI,X,O,X,X
SLOITJZ,X,X,X,X
SLOITZJ,X,O,X,X
SLOIJTZ,X,X,X,X
SLOIJZT,X,X,X,X
SLOIZTJ,X,X,X,X
SLOIZJT,X,X,X,X
SLOJTIZ,X,X,X,X
SLOJTZI,X,X,X,X
SLOJITZ,X,X,X,X
SLOJIZT,X,X,X,X
SLOJZTI,X,X,X,X
SLOJZIT,X,X,X,X
SLOZTIJ,X,X,X,X
SLOZTJI,X,X,X,X
SLOZITJ,X,X,X,X
SLOZIJT,X,X,X,X
SLOZJTI,X,X,X,X
SLOZJIT,X,X,X,X
SJTILZO,X,X,X,X
SJTILOZ,X,X,X,O
SJTIZLO,X,X,X,X
SJTIZOL,X,X,X,X
SJTIOLZ,X,X,X,O
SJTIOZL,X,X,X,X
SJTLIZO,X,X,X,X
SJTLIOZ,X,X,X,O
SJTLZIO,X,X,X,O
SJTLZOI,X,X,X,O
SJTLOIZ,X,X,X,O
SJTLOZI,X,X,X,O
SJTZILO,X,X,X,O
SJTZIOL,X,X,X,O
SJTZLIO,X,X,X,O
SJTZLOI,X,X,X,O
SJTZOIL,X,X,X,O
SJTZOLI,X,X,X,O
SJTOILZ,X,X,X,O
SJTOIZL,X,X,X,X
SJTOLIZ,X,X,X,O
SJTOLZI,X,X,X,O
SJTOZIL,X,X,X,O
SJTOZLI,X,X,X,O
SJITLZO,X,X,X,X
SJITLOZ,X,X,X,X
SJITZLO,X,X,X,X
SJITZOL,X,X,X,X
SJITOLZ,X,X,X,X
SJITOZL,X,X,X,X
SJILTZO,X,X,X,X
SJILTOZ,X,X,X,X
SJILZTO,X,X,X,X
SJILZOT,X,X,X,X
SJILOTZ,X,X,X,X
SJILOZT,X,X,X,X
SJIZTLO,X,X,X,X
SJIZTOL,X,X,X,X
SJIZLTO,X,X,X,X
SJIZLOT,X,X,X,X
SJIZOTL,X,X,X,X
SJIZOLT,X,X,X,X
SJIOTLZ,X,X,X,X
SJIOTZL,X,X,X,X
SJIOLTZ,X,X,X,X
SJIOLZT,X,X,X,X
SJIOZTL,X,X,X,X
SJIOZLT,X,X,X,X
SJLTIZO,X,X,X,X
SJLTIOZ,X,X,X,O
SJLTZIO,X,X,X,O
SJLTZOI,X,X,X,O
SJLTOIZ,X,X,X,O
SJLTOZI,X,X,X,O
SJLITZO,X,X,X,X
SJLITOZ,X,X,X,X
SJLIZTO,X,X,X,X
SJLIZOT,X,X,X,X
SJLIOTZ,X,X,X,X
SJLIOZT,X,X,X,X
SJLZTIO,X,X,X,O
SJLZTOI,X,X,X,O
SJLZITO,X,X,X,X
SJLZIOT,X,X,X,X
SJLZOTI,X,X,X,O
SJLZOIT,X,X,X,X
SJLOTIZ,X,X,X,O
SJLOTZI,X,X,X,O
SJLOITZ,X,X,X,X
SJLOIZT,X,X,X,X
SJLOZTI,X,X,X,O
SJLOZIT,X,X,X,X
SJZTILO,X,X,X,O
SJZTIOL,X,X,X,O
SJZTLIO,X,X,X,O
SJZTLOI,X,X,X,O
SJZTOIL,X,X,X,O
SJZTOLI,X,X,X,O
SJZITLO,X,X,X,X
SJZITOL,X,X,X,X
SJZILTO,X,X,X,X
SJZILOT,X,X,X,X
SJZIOTL,X,X,X,X
SJZIOLT,X,X,X,X
SJZLTIO,X,X,X,O
SJZLTOI,X,X,X,O
SJZLITO,X,X,X,X
SJZLIOT,X,X,X,X
SJZLOTI,X,X,X,O
SJZLOIT,X,X,X,X
SJZOTIL,X,X,X,O
SJZOTLI,X,X,X,O
SJZOITL,X,X,X,X
SJZOILT,X,X,X,X
SJZOLTI,X,X,X,O
SJZOLIT,X,X,X,X
SJOTILZ,X,X,X,O
SJOTIZL,X,X,X,X
SJOTLIZ,X,X,X,O
SJOTLZI,X,X,X,O
SJOTZIL,X,X,X,O
SJOTZLI,X,X,X,O
SJOITLZ,X,X,X,X
SJOITZL,X,X,X,X
SJOILTZ,X,X,X,X
SJOILZT,X,X,X,X
SJOIZTL,X,X,X,X
SJOIZLT,X,X,X,X
SJOLTIZ,X,X,X,O
SJOLTZI,X,X,X,O
SJOLITZ,X,X,X,X
SJOLIZT,X,X,X,X
SJOLZTI,X,X,X,O
SJOLZIT,X,X,X,X
SJOZTIL,X,X,X,O
SJOZTLI,X,X,X,O
SJOZITL,X,X,X,X
SJOZILT,X,X,X,X
SJOZLTI,X,X,X,O
SJOZLIT,X,X,X,X
SZTILJO,O,O,X,O
SZTILOJ,X,X,X,X
SZTIJLO,O,O,X,O
SZTIJOL,X,X,X,O
SZTIOLJ,X,X,X,X
SZTIOJL,X,X,X,O
SZTLIJO,O,O,X,O
SZTLIOJ,X,X,X,X
SZTLJIO,O,O,X,O
SZTLJOI,O,O,X,O
SZTLOIJ,O,O,X,X
SZTLOJI,O,O,X,X
SZTJILO,O,O,X,O
SZTJIOL,X,X,X,O
SZTJLIO,O,O,X,O
SZTJLOI,O,O,X,O
SZTJOIL,O,O,X,O
SZTJOLI,O,O,X,O
SZTOILJ,O,O,X,X
SZTOIJL,O,O,X,O
SZTOLIJ,O,O,X,X
SZTOLJI,O,O,X,X
SZTOJIL,O,O,X,O
SZTOJLI,O,O,X,O
SZITLJO,X,X,X,X
SZITLOJ,X,X,X,X
SZITJLO,X,X,X,X
SZITJOL,X,X,X,X
SZITOLJ,X,X,X,X
SZITOJL,X,X,X,X
SZILTJO,X,X,X,X
SZILTOJ,X,X,X,X
SZILJTO,O,O,X,X
SZILJOT,X,X,X,X
SZILOTJ,X,X,X,X
SZILOJT,X,X,X,X
SZIJTLO,X,X,X,X
SZIJTOL,X,X,X,X
SZIJLTO,O,O,X,X
SZIJLOT,X,X,X,X
SZIJOTL,X,X,X,X
SZIJOLT,X,X,X,X
SZIOTLJ,X,X,X,X
SZIOTJL,X,X,X,X
SZIOLTJ,X,X,X,X
SZIOLJT,X,X,X,X
SZIOJTL,X,X,X,X
SZIOJLT,X,X,X,X
SZLTIJO,O,O,X,O
SZLTIOJ,X,X,X,X
SZLTJIO,O,O,X,O
SZLTJOI,O,O,X,O
SZLTOIJ,O,O,X,X
SZLTOJI,O,O,X,X
SZLITJO,X,X,X,X
SZLITOJ,X,X,X,X
SZLIJTO,O,O,X,X
SZLIJOT,X,X,X,X
SZLIOTJ,X,X,X,X
SZLIOJT,X,X,X,X
SZLJTIO,O,O,X,O
SZLJTOI,O,O,X,O
SZLJITO,O,O,X,X
SZLJIOT,X,X,X,X
SZLJOTI,X,X,X,O
SZLJOIT,X,X,X,X
SZLOTIJ,X,X,X,X
SZLOTJI,X,X,X,X
SZLOITJ,X,X,X,X
SZLOIJT,X,X,X,X
SZLOJTI,X,X,X,X
SZLOJIT,X,X,X,X
SZJTILO,O,O,X,O
