sequence,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBfmB6mB0?iBesBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFukB3gB1mB0?iBiqBzrB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBGhBUmBi?nBFqBXsB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFFgB6mB0iBf?qBzlBesB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFXhB0iBzkBa?sBGrBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8Jei/IvhFRhB1nBcpBO?qBXmBzrB
LZOTJIS,X,X,X,X,X,X
LZOTJSI,X,X,X,X,X,X
LZOTSIJ,X,X,X,X,X,X
LZOTSJI,X,X,X,X,X,X
LZOITJS,X,X,X,X,X,X
LZOITSJ,X,X,X,X,X,X
LZOIJTS,X,X,X,X,X,X
LZOIJST,X,X,X,X,O,X
LZOISTJ,X,X,X,X,X,X
LZOISJT,X,X,X,X,O,X
LZOJTIS,X,X,X,X,X,X
LZOJTSI,X,X,X,X,X,X
LZOJITS,X,X,X,X,X,X
LZOJIST,X,X,X,X,O,X
LZOJSTI,X,X,X,X,X,X
LZOJSIT,X,X,X,X,O,X
LZOSTIJ,X,X,X,X,X,X
LZOSTJI,X,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X
LZOSIJT,X,X,X,X,O,X
LZOSJTI,X,X,X,X,X,X
LZOSJIT,X,X,X,X,X,X
LOTIJSZ,X,O,X,X,X,X
LOTIJZS,X,O,X,X,X,X
LOTISJZ,X,O,X,X,X,X
LOTISZJ,X,O,X,X,X,X
LOTIZJS,X,O,X,X,X,X
LOTIZSJ,X,O,X,X,X,X
LOTJISZ,X,O,X,X,X,X
LOTJIZS,X,O,X,X,X,X
LOTJSIZ,X,O,X,X,X,X
LOTJSZI,X,O,X,X,X,X
LOTJZIS,X,O,X,X,X,X
LOTJZSI,X,O,X,X,X,X
LOTSIJZ,X,O,X,X,X,X
LOTSIZJ,X,O,X,X,X,X
LOTSJIZ,X,O,X,X,X,X
LOTSJZI,X,O,X,X,X,X
LOTSZIJ,X,O,X,X,X,X
LOTSZJI,X,O,X,X,X,X
LOTZIJS,X,O,X,X,X,X
LOTZISJ,X,O,X,X,X,X
LOTZJIS,X,O,X,X,X,X
LOTZJSI,X,O,X,X,X,X
LOTZSIJ,X,O,X,X,X,X
LOTZSJI,X,O,X,X,X,X
LOITJSZ,X,O,X,X,X,X
LOITJZS,X,O,X,X,X,X
LOITSJZ,X,O,X,X,X,X
LOITSZJ,X,O,X,X,X,X
LOITZJS,X,O,X,X,X,X
LOITZSJ,X,O,X,X,X,X
LOIJTSZ,X,O,X,X,X,X
LOIJTZS,X,O,X,X,X,X
LOIJSTZ,X,O,X,X,X,X
LOIJSZT,X,X,X,X,O,X
LOIJZTS,X,O,X,X,X,X
LOIJZST,X,X,X,X,O,X
LOISTJZ,X,O,X,X,X,X
LOISTZJ,X,O,X,X,X,X
LOISJTZ,X,O,X,X,X,X
LOISJZT,X,X,X,X,X,X
LOISZTJ,X,X,X,X,X,X
LOISZJT,X,X,X,X,O,X
LOIZTJS,X,O,X,X,X,X
LOIZTSJ,X,O,X,X,X,X
LOIZJTS,X,O,X,X,X,X
LOIZJST,X,X,X,X,O,X
LOIZSTJ,X,X,X,X,X,X
LOIZSJT,X,X,X,X,O,X
LOJTISZ,X,O,X,X,X,X
LOJTIZS,X,O,X,X,X,X
LOJTSIZ,X,O,X,X,X,X
LOJTSZI,X,O,X,X,X,X
LOJTZIS,X,O,X,X,X,X
LOJTZSI,X,O,X,X,X,X
LOJITSZ,X,O,X,X,X,X
LOJITZS,X,O,X,X,X,X
LOJISTZ,X,O,X,X,X,X
LOJISZT,X,X,X,X,O,X
LOJIZTS,X,O,X,X,X,X
LOJIZST,X,X,X,X,O,X
LOJSTIZ,X,O,X,X,X,X
LOJSTZI,X,O,X,X,X,X
LOJSITZ,X,O,X,X,X,X
LOJSIZT,X,X,X,X,O,X
LOJSZTI,X,X,X,X,X,X
LOJSZIT,X,X,X,X,O,X
LOJZTIS,X,O,X,X,X,X
LOJZTSI,X,O,X,X,X,X
LOJZITS,X,O,X,X,X,X
LOJZIST,X,X,X,X,O,X
LOJZSTI,X,X,X,X,X,X
LOJZSIT,X,X,X,X,O,X
LOSTIJZ,X,O,X,X,X,X
LOSTIZJ,X,O,X,X,X,X
LOSTJIZ,X,O,X,X,X,X
LOSTJZI,X,O,X,X,X,X
LOSTZIJ,X,O,X,X,X,X
LOSTZJI,X,O,X,X,X,X
LOSITJZ,X,O,X,X,X,X
LOSITZJ,X,O,X,X,X,X
LOSIJTZ,X,O,X,X,X,X
LOSIJZT,X,X,X,X,X,X
LOSIZTJ,X,X,X,X,X,X
LOSIZJT,X,X,X,X,O,X
LOSJTIZ,X,O,X,X,X,X
LOSJTZI,X,O,X,X,X,X
LOSJITZ,X,O,X,X,X,X
LOSJIZT,X,X,X,X,X,X
LOSJZTI,X,X,X,X,X,X
LOSJZIT,X,X,X,X,X,X
LOSZTIJ,X,X,X,X,X,X
LOSZTJI,X,X,X,X,X,X
LOSZITJ,X,X,X,X,X,X
LOSZIJT,X,X,X,X,O,X
LOSZJTI,X,X,X,X,X,X
LOSZJIT,X,X,X,X,X,X
LOZTIJS,X,O,X,X,X,X
LOZTISJ,X,O,X,X,X,X
LOZTJIS,X,O,X,X,X,X
LOZTJSI,X,O,X,X,X,X
LOZTSIJ,X,O,X,X,X,X
LOZTSJI,X,O,X,X,X,X
LOZITJS,X,O,X,X,X,X
LOZITSJ,X,O,X,X,X,X
LOZIJTS,X,O,X,X,X,X
LOZIJST,X,X,X,X,O,X
LOZISTJ,X,X,X,X,X,X
LOZISJT,X,X,X,X,O,X
LOZJTIS,X,O,X,X,X,X
LOZJTSI,X,O,X,X,X,X
LOZJITS,X,O,X,X,X,X
LOZJIST,X,X,X,X,O,X
LOZJSTI,X,X,X,X,X,X
LOZJSIT,X,X,X,X,O,X
LOZSTIJ,X,X,X,X,X,X
LOZSTJI,X,X,X,X,X,X
LOZSITJ,X,X,X,X,X,X
LOZSIJT,X,X,X,X,O,X
LOZSJTI,X,X,X,X,X,X
LOZSJIT,X,X,X,X,X,X
JTILSZO,X,X,X,X,X,X
JTILSOZ,X,X,X,X,X,X
JTILZSO,X,X,X,X,X,X
JTILZOS,X,X,X,X,X,X
JTILOSZ,X,X,X,X,X,X
JTILOZS,X,X,X,X,X,X
JTISLZO,O,X,X,X,X,X
JTISLOZ,O,X,X,X,X,X
JTISZLO,O,X,X,X,X,X
JTISZOL,O,X,X,X,X,X
JTISOLZ,O,X,X,X,X,X
JTISOZL,O,X,X,X,X,X
JTIZLSO,X,X,X,X,X,O
JTIZLOS,X,X,X,X,X,X
JTIZSLO,O,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X
JTIZOLS,X,X,X,X,X,X
JTIZOSL,O,X,X,X,X,X
JTIOLSZ,X,X,X,X,X,X
JTIOLZS,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,X
JTIOSZL,O,X,X,X,X,X
JTIOZLS,X,X,X,X,X,X
JTIOZSL,O,X,X,X,X,X
JTLISZO,X,X,X,X,X,X
JTLISOZ,X,X,X,X,X,X
JTLIZSO,X,X,X,X,X,X
JTLIZOS,X,X,X,X,X,X
JTLIOSZ,X,X,X,X,X,X
JTLIOZS,X,X,X,X,X,X
JTLSIZO,X,X,X,X,X,X
JTLSIOZ,X,X,X,X,X,X
JTLSZIO,X,X,X,X,X,X
JTLSZOI,X,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,X
JTLSOZI,X,X,X,X,X,X
JTLZISO,X,X,X,X,X,X
JTLZIOS,X,X,X,X,X,X
JTLZSIO,X,X,X,X,X,X
JTLZSOI,X,X,X,X,X,X
JTLZOIS,X,X,X,X,X,X
JTLZOSI,X,X,X,X,X,X
JTLOISZ,X,X,X,X,X,X
JTLOIZS,X,X,X,X,X,X
JTLOSIZ,X,X,X,X,X,X
JTLOSZI,X,X,X,X,X,X
JTLOZIS,X,X,X,X,X,X
JTLOZSI,X,X,X,X,X,X
JTSILZO,O,X,X,X,X,X
JTSILOZ,O,X,X,X,X,X
JTSIZLO,O,X,X,X,X,O
JTSIZOL,O,X,X,X,X,X
JTSIOLZ,O,X,X,X,X,X
JTSIOZL,O,X,X,X,X,X
JTSLIZO,O,X,X,X,X,X
JTSLIOZ,O,X,X,X,X,X
JTSLZIO,O,X,X,X,X,X
JTSLZOI,O,X,X,X,X,X
JTSLOIZ,O,X,X,X,X,X
JTSLOZI,O,X,X,X,X,X
JTSZILO,O,X,X,X,X,O
JTSZIOL,O,X,X,X,X,X
JTSZLIO,O,X,X,X,X,O
JTSZLOI,O,X,X,X,X,O
JTSZOIL,O,X,X,X,X,X
JTSZOLI,O,X,X,X,X,X
JTSOILZ,O,X,X,X,X,X
JTSOIZL,O,X,X,X,X,X
JTSOLIZ,O,X,X,X,X,X
JTSOLZI,O,X,X,X,X,X
JTSOZIL,O,X,X,X,X,X
JTSOZLI,O,X,X,X,X,X
JTZILSO,X,X,X,X,X,O
JTZILOS,X,X,X,X,X,X
JTZISLO,O,X,X,X,X,X
JTZISOL,O,X,X,X,X,X
JTZIOLS,X,X,X,X,X,X
JTZIOSL,O,X,X,X,X,X
JTZLISO,X,X,X,X,X,O
JTZLIOS,X,X,X,X,X,X
JTZLSIO,X,X,X,X,X,O
JTZLSOI,X,X,X,X,X,O
JTZLOIS,X,X,X,X,X,X
JTZLOSI,X,X,X,X,X,X
JTZSILO,O,X,X,X,X,O
JTZSIOL,O,X,X,X,X,X
JTZSLIO,O,X,X,X,X,O
JTZSLOI,O,X,X,X,X,O
JTZSOIL,O,X,X,X,X,X
JTZSOLI,O,X,X,X,X,X
JTZOILS,X,X,X,X,X,X
JTZOISL,O,X,X,X,X,X
JTZOLIS,X,X,X,X,X,X
JTZOLSI,X,X,X,X,X,X
JTZOSIL,O,X,X,X,X,X
JTZOSLI,O,X,X,X,X,X
JTOILSZ,X,X,X,X,X,X
JTOILZS,X,X,X,X,X,X
JTOISLZ,O,X,X,X,X,X
JTOISZL,O,X,X,X,X,X
JTOIZLS,X,X,X,X,X,X
JTOIZSL,O,X,X,X,X,X
JTOLISZ,X,X,X,X,X,X
JTOLIZS,X,X,X,X,X,X
JTOLSIZ,X,X,X,X,X,X
JTOLSZI,X,X,X,X,X,X
JTOLZIS,X,X,X,X,X,X
JTOLZSI,X,X,X,X,X,X
JTOSILZ,O,X,X,X,X,X
JTOSIZL,O,X,X,X,X,X
JTOSLIZ,O,X,X,X,X,X
JTOSLZI,O,X,X,X,X,X
JTOSZIL,O,X,X,X,X,X
JTOSZLI,O,X,X,X,X,X
JTOZILS,X,X,X,X,X,X
JTOZISL,O,X,X,X,X,X
JTOZLIS,X,X,X,X,X,X
JTOZLSI,X,X,X,X,X,X
JTOZSIL,O,X,X,X,X,X
JTOZSLI,O,X,X,X,X,X
JITLSZO,X,X,X,X,X,X
JITLSOZ,X,X,X,X,X,X
JITLZSO,X,X,X,X,X,X
JITLZOS,X,X,X,X,X,X
JITLOSZ,X,X,X,X,X,X
JITLOZS,X,X,X,X,X,X
JITSLZO,O,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X
JITSZLO,O,X,X,X,X,X
JITSZOL,O,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X
JITSOZL,O,X,X,X,X,X
JITZLSO,X,X,X,X,X,X
JITZLOS,X,X,X,X,X,X
JITZSLO,O,X,X,X,X,X
JITZSOL,O,X,X,X,X,X
JITZOLS,X,X,X,X,X,X
JITZOSL,O,X,X,X,X,X
JITOLSZ,X,X,X,X,X,X
JITOLZS,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X
JITOSZL,O,X,X,X,X,X
JITOZLS,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,X
JILTSZO,X,O,X,X,X,X
JILTSOZ,X,X,X,X,X,X
JILTZSO,X,O,X,X,X,X
JILTZOS,X,X,X,X,X,X
JILTOSZ,X,X,X,X,X,X
JILTOZS,X,X,X,X,X,X
JILSTZO,O,O,X,O,X,X
JILSTOZ,O,X,X,X,X,X
JILSZTO,O,X,X,O,X,X
JILSZOT,X,X,X,X,O,X
JILSOTZ,X,O,X,X,X,X
JILSOZT,X,X,X,X,O,X
JILZTSO,X,O,X,X,X,X
JILZTOS,X,X,X,X,X,X
JILZSTO,O,X,X,O,X,X
JILZSOT,X,X,X,X,O,X
JILZOTS,X,X,X,X,X,X
JILZOST,X,X,X,O,O,X
JILOTSZ,X,O,X,X,X,X
JILOTZS,X,O,X,X,X,X
JILOSTZ,X,O,X,O,X,X
JILOSZT,X,X,X,O,O,X
JILOZTS,X,O,X,X,X,X
JILOZST,X,X,X,O,O,X
JISTLZO,O,X,X,O,X,X
JISTLOZ,O,X,X,X,X,X
JISTZLO,O,X,X,O,X,X
JISTZOL,O,X,X,O,X,X
JISTOLZ,O,X,X,O,X,X
JISTOZL,O,X,X,O,X,X
JISLTZO,O,X,X,O,X,X
JISLTOZ,O,X,X,X,X,X
JISLZTO,O,X,X,O,X,X
JISLZOT,X,X,X,X,X,X
JISLOTZ,X,X,X,X,X,X
JISLOZT,X,X,X,X,X,X
JISZTLO,O,X,X,O,X,X
JISZTOL,O,X,X,O,X,X
JISZLTO,O,X,X,O,X,X
JISZLOT,X,X,X,X,X,X
JISZOTL,X,X,X,O,X,X
JISZOLT,X,X,X,O,X,X
JISOTLZ,X,X,X,O,X,X
JISOTZL,X,X,X,O,X,X
JISOLTZ,X,X,X,O,X,X
JISOLZT,X,X,X,O,X,X
JISOZTL,X,X,X,O,X,X
JISOZLT,X,X,X,O,X,X
JIZTLSO,X,X,X,X,X,X
JIZTLOS,X,X,X,X,X,X
JIZTSLO,O,X,X,X,X,X
JIZTSOL,O,X,X,X,X,X
JIZTOLS,X,X,X,X,X,X
JIZTOSL,O,X,X,X,X,X
JIZLTSO,X,O,X,X,X,X
JIZLTOS,X,X,X,X,X,X
JIZLSTO,O,X,X,O,X,X
JIZLSOT,X,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X
JIZLOST,X,X,X,O,X,X
JIZSTLO,O,X,X,O,X,X
JIZSTOL,O,X,X,O,X,X
JIZSLTO,O,X,X,O,X,X
JIZSLOT,X,X,X,X,X,X
JIZSOTL,X,X,X,O,X,X
JIZSOLT,X,X,X,O,X,X
JIZOTLS,X,X,X,X,X,X
JIZOTSL,X,O,X,X,X,X
JIZOLTS,X,O,X,X,X,X
JIZOLST,X,X,X,O,X,X
JIZOSTL,X,X,X,O,X,X
JIZOSLT,X,X,X,O,X,X
JIOTLSZ,X,X,X,X,X,X
JIOTLZS,X,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,X
JIOTSZL,X,O,X,X,X,X
JIOTZLS,X,X,X,X,X,X
JIOTZSL,X,O,X,X,X,X
JIOLTSZ,X,O,X,X,X,X
JIOLTZS,X,O,X,X,X,X
JIOLSTZ,X,O,X,O,X,X
JIOLSZT,X,X,X,O,O,X
JIOLZTS,X,O,X,X,X,X
JIOLZST,X,X,X,O,O,X
JIOSTLZ,X,X,X,O,X,X
JIOSTZL,X,X,X,O,X,X
JIOSLTZ,X,X,X,O,X,X
JIOSLZT,X,X,X,O,X,X
JIOSZTL,X,X,X,O,X,X
JIOSZLT,X,X,X,O,X,X
JIOZTLS,X,X,X,X,X,X
JIOZTSL,X,O,X,X,X,X
JIOZLTS,X,O,X,X,X,X
JIOZLST,X,X,X,O,X,X
JIOZSTL,X,X,X,O,X,X
JIOZSLT,X,X,X,O,X,X
JLTISZO,X,O,X,X,X,X
JLTISOZ,X,X,X,X,X,X
JLTIZSO,X,O,X,X,X,X
JLTIZOS,X,X,X,X,X,X
JLTIOSZ,X,X,X,X,X,X
JLTIOZS,X,X,X,X,X,X
JLTSIZO,X,O,X,X,X,X
JLTSIOZ,X,X,X,X,X,X
JLTSZIO,X,O,X,X,X,X
JLTSZOI,X,X,X,X,X,X
JLTSOIZ,X,X,X,X,X,X
JLTSOZI,X,X,X,X,X,X
JLTZISO,X,O,X,X,X,X
JLTZIOS,X,X,X,X,X,X
JLTZSIO,X,O,X,X,X,X
JLTZSOI,X,X,X,X,X,X
JLTZOIS,X,X,X,X,X,X
JLTZOSI,X,X,X,X,X,X
JLTOISZ,X,X,X,X,X,X
JLTOIZS,X,X,X,X,X,X
JLTOSIZ,X,X,X,X,X,X
JLTOSZI,X,X,X,X,X,X
JLTOZIS,X,X,X,X,X,X
JLTOZSI,X,X,X,X,X,X
JLITSZO,X,O,X,X,X,X
JLITSOZ,X,X,X,X,X,X
JLITZSO,X,O,X,X,X,X
JLITZOS,X,X,X,X,X,X
JLITOSZ,X,X,X,X,X,X
JLITOZS,X,X,X,X,X,X
JLISTZO,O,O,X,O,X,X
JLISTOZ,O,X,X,X,X,X
JLISZTO,O,X,X,O,X,X
JLISZOT,X,X,X,X,O,X
JLISOTZ,X,O,X,X,X,X
JLISOZT,X,X,X,X,O,X
JLIZTSO,X,O,X,X,X,X
JLIZTOS,X,X,X,X,X,X
JLIZSTO,O,X,X,O,X,X
JLIZSOT,X,X,X,X,O,X
JLIZOTS,X,X,X,X,X,X
JLIZOST,X,X,X,O,O,X
JLIOTSZ,X,O,X,X,X,X
JLIOTZS,X,O,X,X,X,X
JLIOSTZ,X,O,X,O,X,X
JLIOSZT,X,X,X,O,O,X
JLIOZTS,X,O,X,X,X,X
JLIOZST,X,X,X,O,O,X
JLSTIZO,O,O,X,O,X,X
JLSTIOZ,O,X,X,X,X,X
JLSTZIO,O,O,X,O,X,X
JLSTZOI,O,X,X,X,X,X
JLSTOIZ,O,X,X,X,X,X
JLSTOZI,O,X,X,X,X,X
JLSITZO,O,O,X,O,X,X
JLSITOZ,O,X,X,X,X,X
JLSIZTO,O,X,X,O,X,X
JLSIZOT,X,X,X,X,O,X
JLSIOTZ,X,O,X,X,X,X
JLSIOZT,X,X,X,X,O,X
JLSZTIO,O,X,X,O,X,X
JLSZTOI,O,X,X,X,X,X
JLSZITO,O,X,X,O,X,X
JLSZIOT,X,X,X,X,O,X
JLSZOTI,X,X,X,X,X,X
JLSZOIT,X,X,X,X,O,X
JLSOTIZ,X,O,X,X,X,X
JLSOTZI,X,O,X,X,X,X
JLSOITZ,X,O,X,X,X,X
JLSOIZT,X,X,X,X,O,X
JLSOZTI,X,X,X,X,X,X
JLSOZIT,X,X,X,X,O,X
JLZTISO,X,O,X,X,X,X
JLZTIOS,X,X,X,X,X,X
JLZTSIO,X,O,X,X,X,X
JLZTSOI,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X
JLZITSO,X,O,X,X,X,X
JLZITOS,X,X,X,X,X,X
JLZISTO,O,X,X,O,X,X
JLZISOT,X,X,X,X,O,X
JLZIOTS,X,X,X,X,X,X
JLZIOST,X,X,X,O,O,X
JLZSTIO,O,X,X,O,X,X
JLZSTOI,O,X,X,X,X,X
JLZSITO,O,X,X,O,X,X
JLZSIOT,X,X,X,X,O,X
JLZSOTI,X,X,X,X,X,X
JLZSOIT,X,X,X,X,O,X
JLZOTIS,X,X,X,X,X,X
JLZOTSI,X,X,X,X,X,X
JLZOITS,X,X,X,X,X,X
JLZOIST,X,X,X,O,O,X
JLZOSTI,X,X,X,O,X,X
JLZOSIT,X,X,X,O,O,X
JLOTISZ,X,O,X,X,X,X
JLOTIZS,X,O,X,X,X,X
JLOTSIZ,X,O,X,X,X,X
JLOTSZI,X,O,X,X,X,X
JLOTZIS,X,O,X,X,X,X
JLOTZSI,X,O,X,X,X,X
JLOITSZ,X,O,X,X,X,X
JLOITZS,X,O,X,X,X,X
JLOISTZ,X,O,X,O,X,X
JLOISZT,X,X,X,O,O,X
JLOIZTS,X,O,X,X,X,X
JLOIZST,X,X,X,O,O,X
JLOSTIZ,X,O,X,O,X,X
JLOSTZI,X,O,X,O,X,X
JLOSITZ,X,O,X,O,X,X
JLOSIZT,X,X,X,O,O,X
JLOSZTI,X,X,X,O,X,X
JLOSZIT,X,X,X,O,O,X
JLOZTIS,X,O,X,X,X,X
JLOZTSI,X,O,X,X,X,X
JLOZITS,X,O,X,X,X,X
JLOZIST,X,X,X,O,O,X
JLOZSTI,X,X,X,O,X,X
JLOZSIT,X,X,X,O,O,X
JSTILZO,O,X,X,O,X,X
JSTILOZ,O,X,X,X,X,X
JSTIZLO,O,X,X,O,X,O
JSTIZOL,O,X,X,O,X,X
JSTIOLZ,O,X,X,O,X,X
JSTIOZL,O,X,X,O,X,X
JSTLIZO,O,X,X,O,X,X
JSTLIOZ,O,X,X,X,X,X
JSTLZIO,O,X,X,O,X,X
JSTLZOI,O,X,X,X,X,X
JSTLOIZ,O,X,X,X,X,X
JSTLOZI,O,X,X,X,X,X
JSTZILO,O,X,X,O,X,O
JSTZIOL,O,X,X,O,X,X
JSTZLIO,O,X,X,O,X,O
JSTZLOI,O,X,X,X,X,O
JSTZOIL,O,X,X,O,X,X
JSTZOLI,O,X,X,O,X,X
JSTOILZ,O,X,X,O,X,X
JSTOIZL,O,X,X,O,X,X
JSTOLIZ,O,X,X,O,X,X
JSTOLZI,O,X,X,O,X,X
JSTOZIL,O,X,X,O,X,X
JSTOZLI,O,X,X,O,X,X
JSITLZO,O,X,X,O,X,X
JSITLOZ,O,X,X,X,X,X
JSITZLO,O,X,X,O,X,X
JSITZOL,O,X,X,O,X,X
JSITOLZ,O,X,X,O,X,X
JSITOZL,O,X,X,O,X,X
JSILTZO,O,X,X,O,X,X
JSILTOZ,O,X,X,X,X,X
JSILZTO,O,X,X,O,X,X
JSILZOT,X,X,X,X,X,X
JSILOTZ,X,X,X,X,X,X
JSILOZT,X,X,X,X,X,X
JSIZTLO,O,X,X,O,X,X
JSIZTOL,O,X,X,O,X,X
JSIZLTO,O,X,X,O,X,X
JSIZLOT,X,X,X,X,X,X
JSIZOTL,X,X,X,O,X,X
JSIZOLT,X,X,X,O,X,X
JSIOTLZ,X,X,X,O,X,X
JSIOTZL,X,X,X,O,X,X
JSIOLTZ,X,X,X,O,X,X
JSIOLZT,X,X,X,O,X,X
JSIOZTL,X,X,X,O,X,X
JSIOZLT,X,X,X,O,X,X
JSLTIZO,O,X,X,O,X,X
JSLTIOZ,O,X,X,X,X,X
JSLTZIO,O,X,X,O,X,X
JSLTZOI,O,X,X,X,X,X
JSLTOIZ,O,X,X,X,X,X
JSLTOZI,O,X,X,X,X,X
JSLITZO,O,X,X,O,X,X
JSLITOZ,O,X,X,X,X,X
JSLIZTO,O,X,X,O,X,X
JSLIZOT,X,X,X,X,X,X
JSLIOTZ,X,X,X,X,X,X
JSLIOZT,X,X,X,X,X,X
JSLZTIO,O,X,X,O,X,X
JSLZTOI,O,X,X,X,X,X
JSLZITO,O,X,X,O,X,X
JSLZIOT,X,X,X,X,X,X
JSLZOTI,X,X,X,X,X,X
JSLZOIT,X,X,X,X,X,X
JSLOTIZ,X,X,X,X,X,X
JSLOTZI,X,X,X,X,X,X
JSLOITZ,X,X,X,X,X,X
JSLOIZT,X,X,X,X,X,X
JSLOZTI,X,X,X,X,X,X
JSLOZIT,X,X,X,X,X,X
JSZTILO,O,X,X,O,X,O
JSZTIOL,O,X,X,O,X,X
JSZTLIO,O,X,X,O,X,O
JSZTLOI,O,X,X,X,X,O
JSZTOIL,O,X,X,O,X,X
JSZTOLI,O,X,X,O,X,X
JSZITLO,O,X,X,O,X,X
JSZITOL,O,X,X,O,X,X
JSZILTO,O,X,X,O,X,X
JSZILOT,X,X,X,X,X,X
JSZIOTL,X,X,X,O,X,X
JSZIOLT,X,X,X,O,X,X
JSZLTIO,O,X,X,O,X,O
JSZLTOI,O,X,X,X,X,O
JSZLITO,O,X,X,O,X,X
JSZLIOT,X,X,X,X,X,X
JSZLOTI,X,X,X,X,X,X
JSZLOIT,X,X,X,X,X,X
JSZOTIL,X,X,X,O,X,X
JSZOTLI,X,X,X,O,X,X
JSZOITL,X,X,X,O,X,X
JSZOILT,X,X,X,O,X,X
JSZOLTI,X,X,X,O,X,X
JSZOLIT,X,X,X,O,X,X
JSOTILZ,X,X,X,O,X,X
JSOTIZL,X,X,X,O,X,X
JSOTLIZ,X,X,X,O,X,X
JSOTLZI,X,X,X,O,X,X
JSOTZIL,X,X,X,O,X,X
JSOTZLI,X,X,X,O,X,X
JSOITLZ,X,X,X,O,X,X
JSOITZL,X,X,X,O,X,X
JSOILTZ,X,X,X,O,X,X
JSOILZT,X,X,X,O,X,X
JSOIZTL,X,X,X,O,X,X
JSOIZLT,X,X,X,O,X,X
JSOLTIZ,X,X,X,O,X,X
JSOLTZI,X,X,X,O,X,X
JSOLITZ,X,X,X,O,X,X
JSOLIZT,X,X,X,O,X,X
JSOLZTI,X,X,X,O,X,X
JSOLZIT,X,X,X,O,X,X
JSOZTIL,X,X,X,O,X,X
JSOZTLI,X,X,X,O,X,X
JSOZITL,X,X,X,O,X,X
JSOZILT,X,X,X,O,X,X
JSOZLTI,X,X,X,O,X,X
JSOZLIT,X,X,X,O,X,X
JZTILSO,X,X,X,X,X,O
JZTILOS,X,X,X,X,X,X
JZTISLO,O,X,X,X,X,X
JZTISOL,O,X,X,X,X,X
JZTIOLS,X,X,X,X,X,X
JZTIOSL,O,X,X,X,X,X
JZTLISO,X,X,X,X,X,O
JZTLIOS,X,X,X,X,X,X
JZTLSIO,X,X,X,X,X,O
JZTLSOI,X,X,X,X,X,O
JZTLOIS,X,X,X,X,X,X
JZTLOSI,X,X,X,X,X,X
JZTSILO,O,X,X,X,X,O
JZTSIOL,O,X,X,X,X,X
JZTSLIO,O,X,X,X,X,O
JZTSLOI,O,X,X,X,X,O
JZTSOIL,O,X,X,X,X,X
JZTSOLI,O,X,X,X,X,X
JZTOILS,X,X,X,X,X,X
JZTOISL,O,X,X,X,X,X
JZTOLIS,X,X,X,X,X,X
JZTOLSI,X,X,X,X,X,X
JZTOSIL,O,X,X,X,X,X
JZTOSLI,O,X,X,X,X,X
JZITLSO,X,X,X,X,X,X
JZITLOS,X,X,X,X,X,X
JZITSLO,O,X,X,X,X,X
JZITSOL,O,X,X,X,X,X
JZITOLS,X,X,X,X,X,X
JZITOSL,O,X,X,X,X,X
JZILTSO,X,O,X,X,X,X
JZILTOS,X,X,X,X,X,X
JZILSTO,O,X,X,O,X,X
JZILSOT,X,X,X,X,X,X
JZILOTS,X,X,X,X,X,X
JZILOST,X,X,X,O,X,X
JZISTLO,O,X,X,O,X,X
JZISTOL,O,X,X,O,X,X
JZISLTO,O,X,X,O,X,X
JZISLOT,X,X,X,X,X,X
JZISOTL,X,X,X,O,X,X
JZISOLT,X,X,X,O,X,X
JZIOTLS,X,X,X,X,X,X
JZIOTSL,X,O,X,X,X,X
JZIOLTS,X,O,X,X,X,X
JZIOLST,X,X,X,O,X,X
JZIOSTL,X,X,X,O,X,X
JZIOSLT,X,X,X,O,X,X
JZLTISO,X,O,X,X,X,O
JZLTIOS,X,X,X,X,X,X
JZLTSIO,X,O,X,X,X,O
JZLTSOI,X,X,X,X,X,O
JZLTOIS,X,X,X,X,X,X
JZLTOSI,X,X,X,X,X,X
JZLITSO,X,O,X,X,X,X
JZLITOS,X,X,X,X,X,X
JZLISTO,O,X,X,O,X,X
JZLISOT,X,X,X,X,X,X
JZLIOTS,X,X,X,X,X,X
JZLIOST,X,X,X,O,X,X
JZLSTIO,O,X,X,O,X,O
JZLSTOI,O,X,X,X,X,O
JZLSITO,O,X,X,O,X,X
JZLSIOT,X,X,X,X,X,X
JZLSOTI,X,X,X,X,X,X
JZLSOIT,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,O
