sequence,v115@JhA8IeA8DeB8BeC8AeE8JeZEJvhFukBzgBfnB0iB6o?BFrB,v115@JhA8IeA8DeB8BeC8AeE8Jei/IvhFzgBfnBxiBcpBGo?BFrB,v115@JhA8IeA8DeB8BeC8AeE8JeZEJvhFukBFhB0iB6oBfr?BzrB
STJOZIL,O,O,X
STJOZLI,O,O,X
STZILJO,O,X,O
STZILOJ,O,O,X
STZIJLO,O,X,O
STZIJOL,O,X,X
STZIOLJ,O,O,X
STZIOJL,O,X,X
STZLIJO,O,X,O
STZLIOJ,O,O,X
STZLJIO,O,O,O
STZLJOI,O,O,X
STZLOIJ,O,O,X
STZLOJI,O,O,X
STZJILO,O,O,O
STZJIOL,O,O,X
STZJLIO,O,O,O
STZJLOI,O,O,X
STZJOIL,O,O,X
STZJOLI,O,O,X
STZOILJ,O,O,X
STZOIJL,O,X,X
STZOLIJ,O,O,X
STZOLJI,O,O,X
STZOJIL,O,O,X
STZOJLI,O,O,X
STOILJZ,O,X,X
STOILZJ,O,X,X
STOIJLZ,O,X,X
STOIJZL,O,X,X
STOIZLJ,O,O,X
STOIZJL,O,X,X
STOLIJZ,O,X,X
STOLIZJ,O,X,X
STOLJIZ,O,X,X
STOLJZI,O,X,X
STOLZIJ,O,X,X
STOLZJI,O,X,X
STOJILZ,O,X,X
STOJIZL,O,O,X
STOJLIZ,O,X,X
STOJLZI,O,X,X
STOJZIL,O,O,X
STOJZLI,O,O,X
STOZILJ,O,O,X
STOZIJL,O,X,X
STOZLIJ,O,O,X
STOZLJI,O,O,X
STOZJIL,O,O,X
STOZJLI,O,O,X
SITLJZO,O,X,O
SITLJOZ,O,X,X
SITLZJO,O,X,O
SITLZOJ,O,X,X
SITLOJZ,O,X,X
SITLOZJ,O,X,X
SITJLZO,O,X,O
SITJLOZ,O,X,X
SITJZLO,O,X,O
SITJZOL,O,X,X
SITJOLZ,O,X,X
SITJOZL,O,X,X
SITZLJO,O,X,O
SITZLOJ,O,O,X
SITZJLO,O,X,O
SITZJOL,O,X,X
SITZOLJ,O,O,X
SITZOJL,O,X,X
SITOLJZ,O,X,X
SITOLZJ,O,X,X
SITOJLZ,O,X,X
SITOJZL,O,X,X
SITOZLJ,O,O,X
SITOZJL,O,X,X
SILTJZO,O,X,O
SILTJOZ,O,X,X
SILTZJO,O,X,O
SILTZOJ,O,X,X
SILTOJZ,O,X,X
SILTOZJ,O,X,X
SILJTZO,O,X,O
SILJTOZ,O,X,X
SILJZTO,O,X,O
SILJZOT,X,X,X
SILJOTZ,X,X,O
SILJOZT,X,X,O
SILZTJO,O,X,O
SILZTOJ,O,X,X
SILZJTO,O,X,O
SILZJOT,X,X,X
SILZOTJ,X,X,X
SILZOJT,X,X,X
SILOTJZ,X,X,O
SILOTZJ,X,X,O
SILOJTZ,X,X,O
SILOJZT,X,X,O
SILOZTJ,X,X,O
SILOZJT,X,X,O
SIJTLZO,O,X,O
SIJTLOZ,O,X,X
SIJTZLO,O,X,O
SIJTZOL,O,X,X
SIJTOLZ,O,X,X
SIJTOZL,O,X,X
SIJLTZO,O,X,O
SIJLTOZ,O,X,X
SIJLZTO,O,X,O
SIJLZOT,X,X,X
SIJLOTZ,X,X,O
SIJLOZT,X,X,O
SIJZTLO,O,X,O
SIJZTOL,O,X,X
SIJZLTO,O,X,O
SIJZLOT,X,X,X
SIJZOTL,X,X,X
SIJZOLT,X,X,X
SIJOTLZ,X,X,O
SIJOTZL,X,X,O
SIJOLTZ,X,X,O
SIJOLZT,X,X,O
SIJOZTL,X,X,O
SIJOZLT,X,X,O
SIZTLJO,O,X,O
SIZTLOJ,O,O,X
SIZTJLO,O,X,O
SIZTJOL,O,X,X
SIZTOLJ,O,O,X
SIZTOJL,O,X,X
SIZLTJO,O,X,O
SIZLTOJ,O,O,X
SIZLJTO,O,X,O
SIZLJOT,X,X,X
SIZLOTJ,X,X,X
SIZLOJT,X,X,X
SIZJTLO,O,X,O
SIZJTOL,O,X,X
SIZJLTO,O,X,O
SIZJLOT,X,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,X,X,O
SIOTLZJ,X,X,O
SIOTJLZ,X,X,O
SIOTJZL,X,X,O
SIOTZLJ,X,X,O
SIOTZJL,X,X,O
SIOLTJZ,X,X,O
SIOLTZJ,X,X,O
SIOLJTZ,X,X,O
SIOLJZT,X,X,O
SIOLZTJ,X,X,O
SIOLZJT,X,X,O
SIOJTLZ,X,X,O
SIOJTZL,X,X,O
SIOJLTZ,X,X,O
SIOJLZT,X,X,O
SIOJZTL,X,X,O
SIOJZLT,X,X,O
SIOZTLJ,X,X,O
SIOZTJL,X,X,O
SIOZLTJ,X,X,O
SIOZLJT,X,X,O
SIOZJTL,X,X,O
SIOZJLT,X,X,O
SLTIJZO,O,X,O
SLTIJOZ,O,X,X
SLTIZJO,O,X,O
SLTIZOJ,O,X,X
SLTIOJZ,O,X,X
SLTIOZJ,O,X,X
SLTJIZO,O,X,O
SLTJIOZ,O,X,X
SLTJZIO,O,X,O
SLTJZOI,O,X,X
SLTJOIZ,O,X,X
SLTJOZI,O,X,X
SLTZIJO,O,X,O
SLTZIOJ,O,X,X
SLTZJIO,O,X,O
SLTZJOI,O,X,X
SLTZOIJ,O,X,X
SLTZOJI,O,X,X
SLTOIJZ,O,X,X
SLTOIZJ,O,X,X
SLTOJIZ,O,X,X
SLTOJZI,O,X,X
SLTOZIJ,O,X,X
SLTOZJI,O,X,X
SLITJZO,O,X,O
SLITJOZ,O,X,X
SLITZJO,O,X,O
SLITZOJ,O,X,X
SLITOJZ,O,X,X
SLITOZJ,O,X,X
SLIJTZO,O,X,O
SLIJTOZ,O,X,X
SLIJZTO,O,X,O
SLIJZOT,X,X,X
SLIJOTZ,X,X,O
SLIJOZT,X,X,O
SLIZTJO,O,X,O
SLIZTOJ,O,X,X
SLIZJTO,O,X,O
SLIZJOT,X,X,X
SLIZOTJ,X,X,X
SLIZOJT,X,X,X
SLIOTJZ,X,X,O
SLIOTZJ,X,X,O
SLIOJTZ,X,X,O
SLIOJZT,X,X,O
SLIOZTJ,X,X,O
SLIOZJT,X,X,O
SLJTIZO,O,X,O
SLJTIOZ,O,X,X
SLJTZIO,O,X,O
SLJTZOI,O,X,X
SLJTOIZ,O,X,X
SLJTOZI,O,X,X
SLJITZO,O,X,O
SLJITOZ,O,X,X
SLJIZTO,O,X,O
SLJIZOT,X,X,X
SLJIOTZ,X,X,O
SLJIOZT,X,X,O
SLJZTIO,O,X,O
SLJZTOI,O,X,X
SLJZITO,O,X,O
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,X,X
SLJOTIZ,X,X,O
SLJOTZI,X,X,O
SLJOITZ,X,X,O
SLJOIZT,X,X,O
SLJOZTI,X,X,O
SLJOZIT,X,X,O
SLZTIJO,O,X,O
SLZTIOJ,O,X,X
SLZTJIO,O,X,O
SLZTJOI,O,X,X
SLZTOIJ,O,X,X
SLZTOJI,O,X,X
SLZITJO,O,X,O
SLZITOJ,O,X,X
SLZIJTO,O,X,O
SLZIJOT,X,X,X
SLZIOTJ,X,X,X
SLZIOJT,X,X,X
SLZJTIO,O,X,O
SLZJTOI,O,X,X
SLZJITO,O,X,O
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,X,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,X,X,X
SLZOJTI,X,X,X
SLZOJIT,X,X,X
SLOTIJZ,X,X,O
SLOTIZJ,X,X,O
SLOTJIZ,X,X,O
SLOTJZI,X,X,O
SLOTZIJ,X,X,O
SLOTZJI,X,X,O
SLOITJZ,X,X,O
SLOITZJ,X,X,O
SLOIJTZ,X,X,O
SLOIJZT,X,X,O
SLOIZTJ,X,X,O
SLOIZJT,X,X,O
SLOJTIZ,X,X,O
SLOJTZI,X,X,O
SLOJITZ,X,X,O
SLOJIZT,X,X,O
SLOJZTI,X,X,O
SLOJZIT,X,X,O
SLOZTIJ,X,X,O
SLOZTJI,X,X,O
SLOZITJ,X,X,O
SLOZIJT,X,X,O
SLOZJTI,X,X,O
SLOZJIT,X,X,O
SJTILZO,O,X,O
SJTILOZ,O,X,X
SJTIZLO,O,O,O
SJTIZOL,O,O,X
SJTIOLZ,O,X,X
SJTIOZL,O,O,X
SJTLIZO,O,X,O
SJTLIOZ,O,X,X
SJTLZIO,O,X,O
SJTLZOI,O,X,X
SJTLOIZ,O,X,X
SJTLOZI,O,X,X
SJTZILO,O,O,O
SJTZIOL,O,O,X
SJTZLIO,O,O,O
SJTZLOI,O,O,X
SJTZOIL,O,O,X
SJTZOLI,O,O,X
SJTOILZ,O,X,X
SJTOIZL,O,O,X
SJTOLIZ,O,X,X
SJTOLZI,O,X,X
SJTOZIL,O,O,X
SJTOZLI,O,O,X
SJITLZO,O,X,O
SJITLOZ,O,X,X
SJITZLO,O,O,O
SJITZOL,O,O,X
SJITOLZ,O,X,X
SJITOZL,O,O,X
SJILTZO,O,X,O
SJILTOZ,O,X,X
SJILZTO,O,X,O
SJILZOT,X,X,X
SJILOTZ,X,X,O
SJILOZT,X,X,O
SJIZTLO,O,O,O
SJIZTOL,O,O,X
SJIZLTO,O,O,O
SJIZLOT,X,X,X
SJIZOTL,X,X,X
SJIZOLT,X,X,X
SJIOTLZ,X,X,O
SJIOTZL,X,X,O
SJIOLTZ,X,X,O
SJIOLZT,X,X,O
SJIOZTL,X,X,O
SJIOZLT,X,X,O
SJLTIZO,O,X,O
SJLTIOZ,O,X,X
SJLTZIO,O,X,O
SJLTZOI,O,X,X
SJLTOIZ,O,X,X
SJLTOZI,O,X,X
SJLITZO,O,X,O
SJLITOZ,O,X,X
SJLIZTO,O,X,O
SJLIZOT,X,X,X
SJLIOTZ,X,X,O
SJLIOZT,X,X,O
SJLZTIO,O,X,O
SJLZTOI,O,X,X
SJLZITO,O,X,O
SJLZIOT,X,X,X
SJLZOTI,X,X,X
SJLZOIT,X,X,X
SJLOTIZ,X,X,O
SJLOTZI,X,X,O
SJLOITZ,X,X,O
SJLOIZT,X,X,O
SJLOZTI,X,X,O
SJLOZIT,X,X,O
SJZTILO,O,O,O
SJZTIOL,O,O,X
SJZTLIO,O,O,O
SJZTLOI,O,O,X
SJZTOIL,O,O,X
SJZTOLI,O,O,X
SJZITLO,O,O,O
SJZITOL,O,O,X
SJZILTO,O,O,O
SJZILOT,X,X,X
SJZIOTL,X,X,X
SJZIOLT,X,X,X
SJZLTIO,O,O,O
SJZLTOI,O,O,X
SJZLITO,O,O,O
SJZLIOT,X,X,X
SJZLOTI,X,X,X
SJZLOIT,X,X,X
SJZOTIL,X,X,X
SJZOTLI,X,X,X
SJZOITL,X,X,X
SJZOILT,X,X,X
SJZOLTI,X,X,X
SJZOLIT,X,X,X
SJOTILZ,X,X,O
SJOTIZL,X,X,O
SJOTLIZ,X,X,O
SJOTLZI,X,X,O
SJOTZIL,X,X,O
SJOTZLI,X,X,O
SJOITLZ,X,X,O
SJOITZL,X,X,O
SJOILTZ,X,X,O
SJOILZT,X,X,O
SJOIZTL,X,X,O
SJOIZLT,X,X,O
SJOLTIZ,X,X,O
SJOLTZI,X,X,O
SJOLITZ,X,X,O
SJOLIZT,X,X,O
SJOLZTI,X,X,O
SJOLZIT,X,X,O
SJOZTIL,X,X,O
SJOZTLI,X,X,O
SJOZITL,X,X,O
SJOZILT,X,X,O
SJOZLTI,X,X,O
SJOZLIT,X,X,O
SZTILJO,O,X,O
SZTILOJ,O,O,X
SZTIJLO,O,X,O
SZTIJOL,O,X,X
SZTIOLJ,O,O,X
SZTIOJL,O,X,X
SZTLIJO,O,X,O
SZTLIOJ,O,O,X
SZTLJIO,O,O,O
SZTLJOI,O,O,X
SZTLOIJ,O,O,X
SZTLOJI,O,O,X
SZTJILO,O,O,O
SZTJIOL,O,O,X
SZTJLIO,O,O,O
SZTJLOI,O,O,X
SZTJOIL,O,O,X
SZTJOLI,O,O,X
SZTOILJ,O,O,X
SZTOIJL,O,X,X
SZTOLIJ,O,O,X
SZTOLJI,O,O,X
SZTOJIL,O,O,X
SZTOJLI,O,O,X
SZITLJO,O,X,O
SZITLOJ,O,O,X
SZITJLO,O,X,O
SZITJOL,O,X,X
SZITOLJ,O,O,X
SZITOJL,O,X,X
SZILTJO,O,X,O
SZILTOJ,O,O,X
SZILJTO,O,X,O
SZILJOT,X,X,X
SZILOTJ,X,X,X
SZILOJT,X,X,X
SZIJTLO,O,X,O
SZIJTOL,O,X,X
SZIJLTO,O,X,O
SZIJLOT,X,X,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,O,X,O
SZLTIOJ,O,O,X
SZLTJIO,O,O,O
SZLTJOI,O,O,X
SZLTOIJ,O,O,X
SZLTOJI,O,O,X
SZLITJO,O,X,O
SZLITOJ,O,O,X
SZLIJTO,O,X,O
SZLIJOT,X,X,X
SZLIOTJ,X,X,X
SZLIOJT,X,X,X
SZLJTIO,O,O,O
SZLJTOI,O,O,X
SZLJITO,O,O,O
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,X,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,X,X,X
SZLOJTI,X,X,X
SZLOJIT,X,X,X
SZJTILO,O,O,O
SZJTIOL,O,O,X
SZJTLIO,O,O,O
SZJTLOI,O,O,X
SZJTOIL,O,O,X
SZJTOLI,O,O,X
SZJITLO,O,O,O
SZJITOL,O,O,X
SZJILTO,O,O,O
SZJILOT,X,X,X
SZJIOTL,X,X,X
SZJIOLT,X,X,X
SZJLTIO,O,O,O
SZJLTOI,O,O,X
SZJLITO,O,O,O
SZJLIOT,X,X,X
SZJLOTI,X,X,X
SZJLOIT,X,X,X
SZJOTIL,X,X,X
SZJOTLI,X,X,X
SZJOITL,X,X,X
SZJOILT,X,X,X
SZJOLTI,X,X,X
SZJOLIT,X,X,X
SZOTILJ,X,X,X
SZOTIJL,X,X,X
SZOTLIJ,X,X,X
SZOTLJI,X,X,X
SZOTJIL,X,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,X
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,X,X
SZOJTIL,X,X,X
SZOJTLI,X,X,X
SZOJITL,X,X,X
SZOJILT,X,X,X
SZOJLTI,X,X,X
SZOJLIT,X,X,X
SOTILJZ,X,X,O
SOTILZJ,X,X,O
SOTIJLZ,X,X,O
SOTIJZL,X,X,O
SOTIZLJ,X,X,O
SOTIZJL,X,X,O
SOTLIJZ,X,X,O
SOTLIZJ,X,X,O
SOTLJIZ,X,X,O
SOTLJZI,X,X,O
SOTLZIJ,X,X,O
SOTLZJI,X,X,O
SOTJILZ,X,X,O
SOTJIZL,X,X,O
SOTJLIZ,X,X,O
SOTJLZI,X,X,O
SOTJZIL,X,X,O
SOTJZLI,X,X,O
SOTZILJ,X,X,O
SOTZIJL,X,X,O
SOTZLIJ,X,X,O
SOTZLJI,X,X,O
SOTZJIL,X,X,O
SOTZJLI,X,X,O
SOITLJZ,X,X,O
SOITLZJ,X,X,O
SOITJLZ,X,X,O
SOITJZL,X,X,O
SOITZLJ,X,X,O
SOITZJL,X,X,O
SOILTJZ,X,X,O
SOILTZJ,X,X,O
SOILJTZ,X,X,O
SOILJZT,X,X,O
SOILZTJ,X,X,O
SOILZJT,X,X,O
SOIJTLZ,X,X,O
SOIJTZL,X,X,O
SOIJLTZ,X,X,O
SOIJLZT,X,X,O
SOIJZTL,X,X,O
SOIJZLT,X,X,O
SOIZTLJ,X,X,O
SOIZTJL,X,X,O
SOIZLTJ,X,X,O
SOIZLJT,X,X,O
SOIZJTL,X,X,O
SOIZJLT,X,X,O
SOLTIJZ,X,X,O
SOLTIZJ,X,X,O
SOLTJIZ,X,X,O
SOLTJZI,X,X,O
SOLTZIJ,X,X,O
SOLTZJI,X,X,O
SOLITJZ,X,X,O
SOLITZJ,X,X,O
SOLIJTZ,X,X,O
SOLIJZT,X,X,O
SOLIZTJ,X,X,O
SOLIZJT,X,X,O
SOLJTIZ,X,X,O
SOLJTZI,X,X,O
SOLJITZ,X,X,O
SOLJIZT,X,X,O
SOLJZTI,X,X,O
SOLJZIT,X,X,O
SOLZTIJ,X,X,O
SOLZTJI,X,X,O
SOLZITJ,X,X,O
SOLZIJT,X,X,O
SOLZJTI,X,X,O
SOLZJIT,X,X,O
SOJTILZ,X,X,O
SOJTIZL,X,X,O
SOJTLIZ,X,X,O
SOJTLZI,X,X,O
SOJTZIL,X,X,O
SOJTZLI,X,X,O
SOJITLZ,X,X,O
SOJITZL,X,X,O
SOJILTZ,X,X,O
SOJILZT,X,X,O
SOJIZTL,X,X,O
SOJIZLT,X,X,O
SOJLTIZ,X,X,O
SOJLTZI,X,X,O
SOJLITZ,X,X,O
SOJLIZT,X,X,O
SOJLZTI,X,X,O
SOJLZIT,X,X,O
SOJZTIL,X,X,O
SOJZTLI,X,X,O
SOJZITL,X,X,O
SOJZILT,X,X,O
SOJZLTI,X,X,O
SOJZLIT,X,X,O
SOZTILJ,X,X,O
SOZTIJL,X,X,O
SOZTLIJ,X,X,O
SOZTLJI,X,X,O
SOZTJIL,X,X,O
SOZTJLI,X,X,O
SOZITLJ,X,X,O
SOZITJL,X,X,O
SOZILTJ,X,X,O
SOZILJT,X,X,O
SOZIJTL,X,X,O
SOZIJLT,X,X,O
SOZLTIJ,X,X,O
SOZLTJI,X,X,O
SOZLITJ,X,X,O
SOZLIJT,X,X,O
SOZLJTI,X,X,O
SOZLJIT,X,X,O
SOZJTIL,X,X,O
SOZJTLI,X,X,O
SOZJITL,X,X,O
SOZJILT,X,X,O
SOZJLTI,X,X,O
SOZJLIT,X,X,O
ZTILJSO,X,X,X
ZTILJOS,X,X,X
ZTILSJO,X,X,X
ZTILSOJ,X,X,X
ZTILOJS,X,X,X
ZTILOSJ,X,X,X
ZTIJLSO,X,X,X
ZTIJLOS,X,X,X
ZTIJSLO,X,X,X
ZTIJSOL,X,X,X
ZTIJOLS,X,X,X
ZTIJOSL,X,X,X
ZTISLJO,X,X,X
ZTISLOJ,X,X,X
ZTISJLO,X,X,X
ZTISJOL,X,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,X,X,X
ZTIOLSJ,X,X,X
ZTIOJLS,X,X,X
ZTIOJSL,X,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,X,X,X
ZTLIJSO,X,X,X
ZTLIJOS,X,X,X
ZTLISJO,X,X,X
ZTLISOJ,X,X,X
ZTLIOJS,X,X,X
ZTLIOSJ,X,X,X
ZTLJISO,X,X,X
ZTLJIOS,X,X,X
ZTLJSIO,X,O,X
ZTLJSOI,X,O,X
ZTLJOIS,X,X,X
ZTLJOSI,X,O,X
ZTLSIJO,X,X,X
ZTLSIOJ,X,O,X
ZTLSJIO,X,O,X
ZTLSJOI,X,O,X
ZTLSOIJ,X,O,X
ZTLSOJI,X,O,X
ZTLOIJS,X,X,X
ZTLOISJ,X,X,X
ZTLOJIS,X,X,X
ZTLOJSI,X,O,X
ZTLOSIJ,X,O,X
ZTLOSJI,X,O,X
ZTJILSO,X,X,X
ZTJILOS,X,X,X
ZTJISLO,X,X,X
ZTJISOL,X,X,X
ZTJIOLS,X,X,X
ZTJIOSL,X,X,X
ZTJLISO,X,X,X
ZTJLIOS,X,X,X
ZTJLSIO,X,O,X
ZTJLSOI,X,O,X
ZTJLOIS,X,X,X
ZTJLOSI,X,O,X
ZTJSILO,X,O,X
ZTJSIOL,X,O,X
ZTJSLIO,X,O,X
ZTJSLOI,X,O,X
ZTJSOIL,X,O,X
ZTJSOLI,X,O,X
ZTJOILS,X,X,X
ZTJOISL,X,X,X
ZTJOLIS,X,X,X
ZTJOLSI,X,O,X
ZTJOSIL,X,O,X
ZTJOSLI,X,O,X
ZTSILJO,X,X,X
ZTSILOJ,X,O,X
ZTSIJLO,X,X,X
ZTSIJOL,X,X,X
ZTSIOLJ,X,O,X
ZTSIOJL,X,X,X
ZTSLIJO,X,X,X
ZTSLIOJ,X,O,X
ZTSLJIO,X,O,X
ZTSLJOI,X,O,X
ZTSLOIJ,X,O,X
ZTSLOJI,X,O,X
ZTSJILO,X,O,X
ZTSJIOL,X,O,X
ZTSJLIO,X,O,X
ZTSJLOI,X,O,X
ZTSJOIL,X,O,X
ZTSJOLI,X,O,X
ZTSOILJ,X,O,X
ZTSOIJL,X,X,X
ZTSOLIJ,X,O,X
ZTSOLJI,X,O,X
ZTSOJIL,X,O,X
ZTSOJLI,X,O,X
ZTOILJS,X,X,X
ZTOILSJ,X,X,X
ZTOIJLS,X,X,X
ZTOIJSL,X,X,X
ZTOISLJ,X,X,X
ZTOISJL,X,X,X
ZTOLIJS,X,X,X
ZTOLISJ,X,X,X
ZTOLJIS,X,X,X
ZTOLJSI,X,O,X
ZTOLSIJ,X,O,X
ZTOLSJI,X,O,X
ZTOJILS,X,X,X
ZTOJISL,X,X,X
ZTOJLIS,X,X,X
ZTOJLSI,X,O,X
ZTOJSIL,X,O,X
ZTOJSLI,X,O,X
ZTOSILJ,X,O,X
ZTOSIJL,X,X,X
ZTOSLIJ,X,O,X
ZTOSLJI,X,O,X
ZTOSJIL,X,O,X
ZTOSJLI,X,O,X
ZITLJSO,X,X,X
ZITLJOS,X,X,X
ZITLSJO,X,X,X
ZITLSOJ,X,X,X
ZITLOJS,X,X,X
ZITLOSJ,X,X,X
ZITJLSO,X,X,X
ZITJLOS,X,X,X
ZITJSLO,X,X,X
ZITJSOL,X,X,X
ZITJOLS,X,X,X
ZITJOSL,X,X,X
ZITSLJO,X,X,X
ZITSLOJ,X,X,X
ZITSJLO,X,X,X
ZITSJOL,X,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,X,X,X
ZITOLSJ,X,X,X
ZITOJLS,X,X,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,X,X,X
ZILTJOS,X,X,X
ZILTSJO,X,X,X
ZILTSOJ,X,X,X
ZILTOJS,X,X,X
ZILTOSJ,X,X,X
ZILJTSO,X,X,X
ZILJTOS,X,X,X
ZILJSTO,O,X,O
ZILJSOT,X,X,X
ZILJOTS,X,X,X
ZILJOST,X,X,O
ZILSTJO,O,X,O
ZILSTOJ,O,X,X
ZILSJTO,O,X,O
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,X,X,X
ZILOTSJ,X,X,X
ZILOJTS,X,X,X
ZILOJST,X,X,O
ZILOSTJ,X,X,O
ZILOSJT,X,X,O
ZIJTLSO,X,X,X
ZIJTLOS,X,X,X
ZIJTSLO,X,X,X
ZIJTSOL,X,X,X
ZIJTOLS,X,X,X
ZIJTOSL,X,X,X
ZIJLTSO,X,X,X
ZIJLTOS,X,X,X
ZIJLSTO,O,X,O
ZIJLSOT,X,X,X
ZIJLOTS,X,X,X
ZIJLOST,X,X,O
ZIJSTLO,O,X,O
ZIJSTOL,O,X,X
ZIJSLTO,O,X,O
ZIJSLOT,X,X,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,X
ZIJOTSL,X,X,X
ZIJOLTS,X,X,X
ZIJOLST,X,X,O
ZIJOSTL,X,X,O
ZIJOSLT,X,X,O
ZISTLJO,O,X,O
ZISTLOJ,O,X,X
ZISTJLO,O,X,O
ZISTJOL,O,X,X
ZISTOLJ,O,X,X
ZISTOJL,O,X,X
ZISLTJO,O,X,O
ZISLTOJ,O,X,X
ZISLJTO,O,X,O
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,O,X,O
ZISJTOL,O,X,X
ZISJLTO,O,X,O
ZISJLOT,X,X,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,X,X
ZIOTLSJ,X,X,X
ZIOTJLS,X,X,X
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,X,X,X
ZIOLTJS,X,X,X
ZIOLTSJ,X,X,X
ZIOLJTS,X,X,X
ZIOLJST,X,X,O
ZIOLSTJ,X,X,O
ZIOLSJT,X,X,O
ZIOJTLS,X,X,X
ZIOJTSL,X,X,X
ZIOJLTS,X,X,X
ZIOJLST,X,X,O
ZIOJSTL,X,X,O
ZIOJSLT,X,X,O
ZIOSTLJ,X,X,O
ZIOSTJL,X,X,O
ZIOSLTJ,X,X,O
ZIOSLJT,X,X,O
ZIOSJTL,X,X,O
ZIOSJLT,X,X,O
ZLTIJSO,X,X,X
ZLTIJOS,X,X,X
ZLTISJO,X,X,X
ZLTISOJ,X,X,X
ZLTIOJS,X,X,X
ZLTIOSJ,X,X,X
ZLTJISO,X,X,X
ZLTJIOS,X,X,X
ZLTJSIO,X,O,X
ZLTJSOI,X,O,X
ZLTJOIS,X,X,X
ZLTJOSI,X,O,X
ZLTSIJO,X,X,X
ZLTSIOJ,X,O,X
ZLTSJIO,X,O,X
ZLTSJOI,X,O,X
ZLTSOIJ,X,O,X
ZLTSOJI,X,O,X
ZLTOIJS,X,X,X
ZLTOISJ,X,X,X
ZLTOJIS,X,X,X
ZLTOJSI,X,O,X
ZLTOSIJ,X,O,X
ZLTOSJI,X,O,X
ZLITJSO,X,X,X
ZLITJOS,X,X,X
ZLITSJO,X,X,X
ZLITSOJ,X,X,X
ZLITOJS,X,X,X
ZLITOSJ,X,X,X
ZLIJTSO,X,X,X
ZLIJTOS,X,X,X
ZLIJSTO,O,X,O
ZLIJSOT,X,X,X
ZLIJOTS,X,X,X
ZLIJOST,X,X,O
ZLISTJO,O,X,O
ZLISTOJ,O,X,X
ZLISJTO,O,X,O
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,X,X,X
ZLIOTSJ,X,X,X
ZLIOJTS,X,X,X
ZLIOJST,X,X,O
ZLIOSTJ,X,X,O
ZLIOSJT,X,X,O
ZLJTISO,X,X,X
ZLJTIOS,X,X,X
ZLJTSIO,X,O,X
ZLJTSOI,X,O,X
ZLJTOIS,X,X,X
ZLJTOSI,X,O,X
ZLJITSO,X,X,X
ZLJITOS,X,X,X
ZLJISTO,O,O,O
ZLJISOT,X,X,X
ZLJIOTS,X,X,X
ZLJIOST,X,X,O
ZLJSTIO,O,O,O
ZLJSTOI,O,O,X
ZLJSITO,O,O,O
ZLJSIOT,X,X,X
ZLJSOTI,X,X,X
ZLJSOIT,X,X,X
ZLJOTIS,X,X,X
ZLJOTSI,X,X,X
ZLJOITS,X,X,X
ZLJOIST,X,X,O
ZLJOSTI,X,X,O
ZLJOSIT,X,X,O
ZLSTIJO,O,X,O
ZLSTIOJ,O,O,X
ZLSTJIO,O,O,O
ZLSTJOI,O,O,X
ZLSTOIJ,O,O,X
ZLSTOJI,O,O,X
ZLSITJO,O,X,O
ZLSITOJ,O,O,X
ZLSIJTO,O,X,O
ZLSIJOT,X,X,X
ZLSIOTJ,X,X,X
