sequence,v115@vhFRQJ+tBiqBsmBTpBHhB,v115@vhFRQJ+tB3mBihBMqBDpB
OLIJSZT,O,O
OLIJZTS,O,X
OLIJZST,O,O
OLISTJZ,O,O
OLISTZJ,O,O
OLISJTZ,O,O
OLISJZT,O,O
OLISZTJ,O,O
OLISZJT,O,O
OLIZTJS,O,X
OLIZTSJ,O,X
OLIZJTS,O,X
OLIZJST,O,O
OLIZSTJ,O,O
OLIZSJT,O,O
OLJTISZ,O,X
OLJTIZS,O,X
OLJTSIZ,O,X
OLJTSZI,X,X
OLJTZIS,X,X
OLJTZSI,X,X
OLJITSZ,O,X
OLJITZS,O,X
OLJISTZ,O,O
OLJISZT,O,O
OLJIZTS,O,X
OLJIZST,O,O
OLJSTIZ,O,X
OLJSTZI,X,X
OLJSITZ,O,X
OLJSIZT,O,X
OLJSZTI,X,X
OLJSZIT,O,X
OLJZTIS,X,X
OLJZTSI,X,X
OLJZITS,O,X
OLJZIST,O,O
OLJZSTI,X,X
OLJZSIT,O,X
OLSTIJZ,O,X
OLSTIZJ,O,X
OLSTJIZ,O,X
OLSTJZI,X,X
OLSTZIJ,X,X
OLSTZJI,X,X
OLSITJZ,O,X
OLSITZJ,O,X
OLSIJTZ,O,X
OLSIJZT,O,X
OLSIZTJ,O,X
OLSIZJT,O,X
OLSJTIZ,O,X
OLSJTZI,X,X
OLSJITZ,O,X
OLSJIZT,O,X
OLSJZTI,X,X
OLSJZIT,O,X
OLSZTIJ,X,X
OLSZTJI,X,X
OLSZITJ,O,X
OLSZIJT,O,X
OLSZJTI,X,X
OLSZJIT,O,X
OLZTIJS,X,X
OLZTISJ,X,X
OLZTJIS,X,X
OLZTJSI,X,X
OLZTSIJ,X,X
OLZTSJI,X,X
OLZITJS,O,X
OLZITSJ,O,X
OLZIJTS,O,X
OLZIJST,O,O
OLZISTJ,O,O
OLZISJT,O,O
OLZJTIS,X,X
OLZJTSI,X,X
OLZJITS,O,X
OLZJIST,O,O
OLZJSTI,X,X
OLZJSIT,O,X
OLZSTIJ,X,X
OLZSTJI,X,X
OLZSITJ,O,X
OLZSIJT,O,X
OLZSJTI,X,X
OLZSJIT,O,X
OJTILSZ,O,X
OJTILZS,O,X
OJTISLZ,X,O
OJTISZL,X,O
OJTIZLS,O,X
OJTIZSL,O,O
OJTLISZ,O,X
OJTLIZS,O,X
OJTLSIZ,O,X
OJTLSZI,X,X
OJTLZIS,X,X
OJTLZSI,X,X
OJTSILZ,X,X
OJTSIZL,X,X
OJTSLIZ,X,X
OJTSLZI,X,X
OJTSZIL,X,X
OJTSZLI,X,X
OJTZILS,X,X
OJTZISL,X,O
OJTZLIS,X,X
OJTZLSI,X,X
OJTZSIL,X,X
OJTZSLI,X,X
OJITLSZ,O,X
OJITLZS,O,X
OJITSLZ,X,O
OJITSZL,X,O
OJITZLS,O,X
OJITZSL,O,O
OJILTSZ,O,X
OJILTZS,O,X
OJILSTZ,O,O
OJILSZT,O,O
OJILZTS,O,X
OJILZST,O,O
OJISTLZ,X,O
OJISTZL,X,O
OJISLTZ,O,O
OJISLZT,O,O
OJISZTL,O,O
OJISZLT,O,O
OJIZTLS,O,X
OJIZTSL,O,O
OJIZLTS,O,X
OJIZLST,O,O
OJIZSTL,O,O
OJIZSLT,O,O
OJLTISZ,O,X
OJLTIZS,O,X
OJLTSIZ,O,X
OJLTSZI,X,X
OJLTZIS,X,X
OJLTZSI,X,X
OJLITSZ,O,X
OJLITZS,O,X
OJLISTZ,O,O
OJLISZT,O,O
OJLIZTS,O,X
OJLIZST,O,O
OJLSTIZ,O,X
OJLSTZI,X,X
OJLSITZ,O,X
OJLSIZT,O,X
OJLSZTI,X,X
OJLSZIT,O,X
OJLZTIS,X,X
OJLZTSI,X,X
OJLZITS,O,X
OJLZIST,O,O
OJLZSTI,X,X
OJLZSIT,O,X
OJSTILZ,X,X
OJSTIZL,X,X
OJSTLIZ,X,X
OJSTLZI,X,X
OJSTZIL,X,X
OJSTZLI,X,X
OJSITLZ,X,O
OJSITZL,X,O
OJSILTZ,O,O
OJSILZT,O,O
OJSIZTL,O,O
OJSIZLT,O,O
OJSLTIZ,O,X
OJSLTZI,X,X
OJSLITZ,O,X
OJSLIZT,O,X
OJSLZTI,X,X
OJSLZIT,O,X
OJSZTIL,X,X
OJSZTLI,X,X
OJSZITL,X,O
OJSZILT,X,O
OJSZLTI,X,X
OJSZLIT,X,X
OJZTILS,X,X
OJZTISL,X,O
OJZTLIS,X,X
OJZTLSI,X,X
OJZTSIL,X,X
OJZTSLI,X,X
OJZITLS,O,X
OJZITSL,O,O
OJZILTS,O,X
OJZILST,O,O
OJZISTL,O,O
OJZISLT,O,O
OJZLTIS,X,X
OJZLTSI,X,X
OJZLITS,O,X
OJZLIST,O,O
OJZLSTI,X,X
OJZLSIT,O,X
OJZSTIL,X,X
OJZSTLI,X,X
OJZSITL,X,O
OJZSILT,X,O
OJZSLTI,X,X
OJZSLIT,X,X
OSTILJZ,X,X
OSTILZJ,X,X
OSTIJLZ,X,X
OSTIJZL,X,X
OSTIZLJ,X,X
OSTIZJL,X,X
OSTLIJZ,X,X
OSTLIZJ,X,X
OSTLJIZ,X,X
OSTLJZI,X,X
OSTLZIJ,X,X
OSTLZJI,X,X
OSTJILZ,X,X
OSTJIZL,X,X
OSTJLIZ,X,X
OSTJLZI,X,X
OSTJZIL,X,X
OSTJZLI,X,X
OSTZILJ,X,X
OSTZIJL,X,X
OSTZLIJ,X,X
OSTZLJI,X,X
OSTZJIL,X,X
OSTZJLI,X,X
OSITLJZ,X,O
OSITLZJ,X,O
OSITJLZ,X,O
OSITJZL,X,O
OSITZLJ,X,O
OSITZJL,X,O
OSILTJZ,O,O
OSILTZJ,O,O
OSILJTZ,O,O
OSILJZT,O,O
OSILZTJ,O,O
OSILZJT,O,O
OSIJTLZ,X,O
OSIJTZL,X,O
OSIJLTZ,O,O
OSIJLZT,O,O
OSIJZTL,O,O
OSIJZLT,O,O
OSIZTLJ,O,O
OSIZTJL,O,O
OSIZLTJ,O,O
OSIZLJT,O,O
OSIZJTL,O,O
OSIZJLT,O,O
OSLTIJZ,O,X
OSLTIZJ,O,X
OSLTJIZ,O,X
OSLTJZI,X,X
OSLTZIJ,X,X
OSLTZJI,X,X
OSLITJZ,O,X
OSLITZJ,O,X
OSLIJTZ,O,X
OSLIJZT,O,X
OSLIZTJ,O,X
OSLIZJT,O,X
OSLJTIZ,O,X
OSLJTZI,X,X
OSLJITZ,O,X
OSLJIZT,O,X
OSLJZTI,X,X
OSLJZIT,O,X
OSLZTIJ,X,X
OSLZTJI,X,X
OSLZITJ,O,X
OSLZIJT,O,X
OSLZJTI,X,X
OSLZJIT,O,X
OSJTILZ,X,X
OSJTIZL,X,X
OSJTLIZ,X,X
OSJTLZI,X,X
OSJTZIL,X,X
OSJTZLI,X,X
OSJITLZ,X,O
OSJITZL,X,O
OSJILTZ,O,O
OSJILZT,O,O
OSJIZTL,O,O
OSJIZLT,O,O
OSJLTIZ,O,X
OSJLTZI,X,X
OSJLITZ,O,X
OSJLIZT,O,X
OSJLZTI,X,X
OSJLZIT,O,X
OSJZTIL,X,X
OSJZTLI,X,X
OSJZITL,X,O
OSJZILT,X,O
OSJZLTI,X,X
OSJZLIT,X,X
OSZTILJ,X,X
OSZTIJL,X,X
OSZTLIJ,X,X
OSZTLJI,X,X
OSZTJIL,X,X
OSZTJLI,X,X
OSZITLJ,X,O
OSZITJL,X,O
OSZILTJ,X,O
OSZILJT,X,O
OSZIJTL,X,O
OSZIJLT,X,O
OSZLTIJ,X,X
OSZLTJI,X,X
OSZLITJ,X,X
OSZLIJT,X,X
OSZLJTI,X,X
OSZLJIT,X,X
OSZJTIL,X,X
OSZJTLI,X,X
OSZJITL,X,O
OSZJILT,X,O
OSZJLTI,X,X
OSZJLIT,X,X
OZTILJS,X,X
OZTILSJ,X,X
OZTIJLS,X,X
OZTIJSL,X,O
OZTISLJ,X,O
OZTISJL,X,O
OZTLIJS,X,X
OZTLISJ,X,X
OZTLJIS,X,X
OZTLJSI,X,X
OZTLSIJ,X,X
OZTLSJI,X,X
OZTJILS,X,X
OZTJISL,X,O
OZTJLIS,X,X
OZTJLSI,X,X
OZTJSIL,X,X
OZTJSLI,X,X
OZTSILJ,X,X
OZTSIJL,X,X
OZTSLIJ,X,X
OZTSLJI,X,X
OZTSJIL,X,X
OZTSJLI,X,X
OZITLJS,O,X
OZITLSJ,O,X
OZITJLS,O,X
OZITJSL,O,O
OZITSLJ,O,O
OZITSJL,O,O
OZILTJS,O,X
OZILTSJ,O,X
OZILJTS,O,X
OZILJST,O,O
OZILSTJ,O,O
OZILSJT,O,O
OZIJTLS,O,X
OZIJTSL,O,O
OZIJLTS,O,X
OZIJLST,O,O
OZIJSTL,O,O
OZIJSLT,O,O
OZISTLJ,O,O
OZISTJL,O,O
OZISLTJ,O,O
OZISLJT,O,O
OZISJTL,O,O
OZISJLT,O,O
OZLTIJS,X,X
OZLTISJ,X,X
OZLTJIS,X,X
OZLTJSI,X,X
OZLTSIJ,X,X
OZLTSJI,X,X
OZLITJS,O,X
OZLITSJ,O,X
OZLIJTS,O,X
OZLIJST,O,O
OZLISTJ,O,O
OZLISJT,O,O
OZLJTIS,X,X
OZLJTSI,X,X
OZLJITS,O,X
OZLJIST,O,O
OZLJSTI,X,X
OZLJSIT,O,X
OZLSTIJ,X,X
OZLSTJI,X,X
OZLSITJ,O,X
OZLSIJT,O,X
OZLSJTI,X,X
OZLSJIT,O,X
OZJTILS,X,X
OZJTISL,X,O
OZJTLIS,X,X
OZJTLSI,X,X
OZJTSIL,X,X
OZJTSLI,X,X
OZJITLS,O,X
OZJITSL,O,O
OZJILTS,O,X
OZJILST,O,O
OZJISTL,O,O
OZJISLT,O,O
OZJLTIS,X,X
OZJLTSI,X,X
OZJLITS,O,X
OZJLIST,O,O
OZJLSTI,X,X
OZJLSIT,O,X
OZJSTIL,X,X
OZJSTLI,X,X
OZJSITL,X,O
OZJSILT,X,O
OZJSLTI,X,X
OZJSLIT,X,X
OZSTILJ,X,X
OZSTIJL,X,X
OZSTLIJ,X,X
OZSTLJI,X,X
OZSTJIL,X,X
OZSTJLI,X,X
OZSITLJ,X,O
OZSITJL,X,O
OZSILTJ,X,O
OZSILJT,X,O
OZSIJTL,X,O
OZSIJLT,X,O
OZSLTIJ,X,X
OZSLTJI,X,X
OZSLITJ,X,X
OZSLIJT,X,X
OZSLJTI,X,X
OZSLJIT,X,X
OZSJTIL,X,X
OZSJTLI,X,X
OZSJITL,X,O
OZSJILT,X,O
OZSJLTI,X,X
OZSJLIT,X,X
