sequence,v115@2gA8CeG8DeI8AeH8BeI8AeB8Je9MJvhFUjB2wBvmBJ?fBqkBTgB,v115@2gA8CeG8DeI8AeH8BeI8AeB8Je9MJvhFUjBJmBqrB2?pBTgBvfB,v115@2gA8CeG8DeI8AeH8BeI8AeB8Je9MJvhFUjBJmBqrBz?kBOkBvgB
STJOILZ,O,O,O
STJOIZL,O,O,O
STJOLIZ,O,O,O
STJOLZI,O,O,O
STJOZIL,O,O,O
STJOZLI,O,O,O
STZILJO,O,O,O
STZILOJ,O,O,O
STZIJLO,O,O,O
STZIJOL,O,O,O
STZIOLJ,X,O,O
STZIOJL,X,O,O
STZLIJO,O,O,O
STZLIOJ,O,O,O
STZLJIO,O,O,O
STZLJOI,O,O,O
STZLOIJ,O,O,O
STZLOJI,O,O,O
STZJILO,O,O,O
STZJIOL,O,O,O
STZJLIO,O,O,O
STZJLOI,O,O,O
STZJOIL,O,O,O
STZJOLI,O,O,O
STZOILJ,X,O,O
STZOIJL,X,O,O
STZOLIJ,O,O,O
STZOLJI,O,O,O
STZOJIL,O,O,O
STZOJLI,O,O,O
STOILJZ,X,O,O
STOILZJ,X,O,O
STOIJLZ,X,O,O
STOIJZL,X,O,O
STOIZLJ,X,O,O
STOIZJL,X,O,O
STOLIJZ,O,O,O
STOLIZJ,O,O,O
STOLJIZ,O,O,O
STOLJZI,O,O,O
STOLZIJ,O,O,O
STOLZJI,O,O,O
STOJILZ,O,O,O
STOJIZL,O,O,O
STOJLIZ,O,O,O
STOJLZI,O,O,O
STOJZIL,O,O,O
STOJZLI,O,O,O
STOZILJ,X,O,O
STOZIJL,X,O,O
STOZLIJ,O,O,O
STOZLJI,O,O,O
STOZJIL,O,O,O
STOZJLI,O,O,O
SITLJZO,O,O,O
SITLJOZ,O,O,O
SITLZJO,O,O,O
SITLZOJ,O,O,O
SITLOJZ,O,O,O
SITLOZJ,O,O,O
SITJLZO,O,O,O
SITJLOZ,O,O,O
SITJZLO,O,O,O
SITJZOL,O,O,O
SITJOLZ,O,O,O
SITJOZL,O,O,O
SITZLJO,O,O,O
SITZLOJ,O,O,O
SITZJLO,O,O,O
SITZJOL,O,O,O
SITZOLJ,X,O,O
SITZOJL,X,O,O
SITOLJZ,X,O,O
SITOLZJ,X,O,O
SITOJLZ,X,O,O
SITOJZL,X,O,O
SITOZLJ,X,O,O
SITOZJL,X,O,O
SILTJZO,O,X,O
SILTJOZ,O,X,O
SILTZJO,O,X,O
SILTZOJ,O,X,O
SILTOJZ,O,X,O
SILTOZJ,O,X,O
SILJTZO,X,X,X
SILJTOZ,X,X,X
SILJZTO,X,X,X
SILJZOT,X,X,X
SILJOTZ,X,X,X
SILJOZT,X,X,X
SILZTJO,O,X,O
SILZTOJ,O,X,O
SILZJTO,X,X,X
SILZJOT,X,X,X
SILZOTJ,O,X,O
SILZOJT,X,X,O
SILOTJZ,O,X,O
SILOTZJ,O,X,O
SILOJTZ,X,X,O
SILOJZT,X,X,O
SILOZTJ,O,X,O
SILOZJT,X,X,O
SIJTLZO,X,O,O
SIJTLOZ,X,O,O
SIJTZLO,X,O,O
SIJTZOL,X,O,O
SIJTOLZ,X,O,O
SIJTOZL,X,O,O
SIJLTZO,X,O,X
SIJLTOZ,X,O,X
SIJLZTO,X,O,X
SIJLZOT,X,O,X
SIJLOTZ,X,O,X
SIJLOZT,X,O,X
SIJZTLO,X,O,O
SIJZTOL,X,O,O
SIJZLTO,X,O,X
SIJZLOT,X,O,X
SIJZOTL,X,O,O
SIJZOLT,X,O,O
SIJOTLZ,X,O,O
SIJOTZL,X,O,O
SIJOLTZ,X,O,O
SIJOLZT,X,O,O
SIJOZTL,X,O,O
SIJOZLT,X,O,O
SIZTLJO,O,O,O
SIZTLOJ,O,O,O
SIZTJLO,O,O,O
SIZTJOL,O,O,O
SIZTOLJ,X,O,O
SIZTOJL,X,O,O
SIZLTJO,O,X,O
SIZLTOJ,O,X,O
SIZLJTO,X,X,X
SIZLJOT,X,X,X
SIZLOTJ,O,X,O
SIZLOJT,X,X,O
SIZJTLO,X,O,O
SIZJTOL,X,O,O
SIZJLTO,X,O,X
SIZJLOT,X,O,X
SIZJOTL,X,O,O
SIZJOLT,X,O,O
SIZOTLJ,X,O,O
SIZOTJL,X,O,O
SIZOLTJ,X,X,O
SIZOLJT,X,X,O
SIZOJTL,X,O,O
SIZOJLT,X,O,O
SIOTLJZ,X,O,O
SIOTLZJ,X,O,O
SIOTJLZ,X,O,O
SIOTJZL,X,O,O
SIOTZLJ,X,O,O
SIOTZJL,X,O,O
SIOLTJZ,X,X,O
SIOLTZJ,X,X,O
SIOLJTZ,X,X,O
SIOLJZT,X,X,O
SIOLZTJ,X,X,O
SIOLZJT,X,X,O
SIOJTLZ,X,O,O
SIOJTZL,X,O,O
SIOJLTZ,X,O,O
SIOJLZT,X,O,O
SIOJZTL,X,O,O
SIOJZLT,X,O,O
SIOZTLJ,X,O,O
SIOZTJL,X,O,O
SIOZLTJ,X,X,O
SIOZLJT,X,X,O
SIOZJTL,X,O,O
SIOZJLT,X,O,O
SLTIJZO,O,X,O
SLTIJOZ,O,X,O
SLTIZJO,O,X,O
SLTIZOJ,O,X,O
SLTIOJZ,O,X,O
SLTIOZJ,O,X,O
SLTJIZO,O,X,O
SLTJIOZ,O,X,O
SLTJZIO,O,X,O
SLTJZOI,O,X,O
SLTJOIZ,O,X,O
SLTJOZI,O,X,O
SLTZIJO,O,X,O
SLTZIOJ,O,X,O
SLTZJIO,O,X,O
SLTZJOI,O,X,O
SLTZOIJ,O,X,O
SLTZOJI,O,X,O
SLTOIJZ,O,X,O
SLTOIZJ,O,X,O
SLTOJIZ,O,X,O
SLTOJZI,O,X,O
SLTOZIJ,O,X,O
SLTOZJI,O,X,O
SLITJZO,O,X,O
SLITJOZ,O,X,O
SLITZJO,O,X,O
SLITZOJ,O,X,O
SLITOJZ,O,X,O
SLITOZJ,O,X,O
SLIJTZO,X,X,X
SLIJTOZ,X,X,X
SLIJZTO,X,X,X
SLIJZOT,X,X,X
SLIJOTZ,X,X,X
SLIJOZT,X,X,X
SLIZTJO,O,X,O
SLIZTOJ,O,X,O
SLIZJTO,X,X,X
SLIZJOT,X,X,X
SLIZOTJ,O,X,O
SLIZOJT,X,X,O
SLIOTJZ,O,X,O
SLIOTZJ,O,X,O
SLIOJTZ,X,X,O
SLIOJZT,X,X,O
SLIOZTJ,O,X,O
SLIOZJT,X,X,O
SLJTIZO,X,X,X
SLJTIOZ,X,X,X
SLJTZIO,X,X,X
SLJTZOI,X,X,X
SLJTOIZ,X,X,X
SLJTOZI,X,X,X
SLJITZO,X,X,X
SLJITOZ,X,X,X
SLJIZTO,X,X,X
SLJIZOT,X,X,X
SLJIOTZ,X,X,X
SLJIOZT,X,X,X
SLJZTIO,X,X,X
SLJZTOI,X,X,X
SLJZITO,X,X,X
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,X,X
SLJOTIZ,X,X,X
SLJOTZI,X,X,X
SLJOITZ,X,X,X
SLJOIZT,X,X,X
SLJOZTI,X,X,X
SLJOZIT,X,X,X
SLZTIJO,O,X,O
SLZTIOJ,O,X,O
SLZTJIO,O,X,O
SLZTJOI,O,X,O
SLZTOIJ,O,X,O
SLZTOJI,O,X,O
SLZITJO,O,X,O
SLZITOJ,O,X,O
SLZIJTO,X,X,X
SLZIJOT,X,X,X
SLZIOTJ,O,X,O
SLZIOJT,X,X,O
SLZJTIO,X,X,X
SLZJTOI,X,X,X
SLZJITO,X,X,X
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,X,X
SLZOTIJ,O,X,O
SLZOTJI,O,X,O
SLZOITJ,O,X,O
SLZOIJT,X,X,O
SLZOJTI,X,X,O
SLZOJIT,X,X,O
SLOTIJZ,O,X,O
SLOTIZJ,O,X,O
SLOTJIZ,O,X,O
SLOTJZI,O,X,O
SLOTZIJ,O,X,O
SLOTZJI,O,X,O
SLOITJZ,O,X,O
SLOITZJ,O,X,O
SLOIJTZ,X,X,O
SLOIJZT,X,X,O
SLOIZTJ,O,X,O
SLOIZJT,X,X,O
SLOJTIZ,X,X,O
SLOJTZI,X,X,O
SLOJITZ,X,X,O
SLOJIZT,X,X,O
SLOJZTI,X,X,O
SLOJZIT,X,X,O
SLOZTIJ,O,X,O
SLOZTJI,O,X,O
SLOZITJ,O,X,O
SLOZIJT,X,X,O
SLOZJTI,X,X,O
SLOZJIT,X,X,O
SJTILZO,X,O,O
SJTILOZ,X,O,O
SJTIZLO,X,O,O
SJTIZOL,X,O,O
SJTIOLZ,X,O,O
SJTIOZL,X,O,O
SJTLIZO,X,O,O
SJTLIOZ,X,O,O
SJTLZIO,X,O,O
SJTLZOI,X,O,O
SJTLOIZ,X,O,O
SJTLOZI,X,O,O
SJTZILO,X,O,O
SJTZIOL,X,O,O
SJTZLIO,X,O,O
SJTZLOI,X,O,O
SJTZOIL,X,O,O
SJTZOLI,X,O,O
SJTOILZ,X,O,O
SJTOIZL,X,O,O
SJTOLIZ,X,O,O
SJTOLZI,X,O,O
SJTOZIL,X,O,O
SJTOZLI,X,O,O
SJITLZO,X,O,O
SJITLOZ,X,O,O
SJITZLO,X,O,O
SJITZOL,X,O,O
SJITOLZ,X,O,O
SJITOZL,X,O,O
SJILTZO,X,O,X
SJILTOZ,X,O,X
SJILZTO,X,O,X
SJILZOT,X,O,X
SJILOTZ,X,O,X
SJILOZT,X,O,X
SJIZTLO,X,O,O
SJIZTOL,X,O,O
SJIZLTO,X,O,X
SJIZLOT,X,O,X
SJIZOTL,X,O,O
SJIZOLT,X,O,O
SJIOTLZ,X,O,O
SJIOTZL,X,O,O
SJIOLTZ,X,O,O
SJIOLZT,X,O,O
SJIOZTL,X,O,O
SJIOZLT,X,O,O
SJLTIZO,X,O,X
SJLTIOZ,X,O,X
SJLTZIO,X,O,X
SJLTZOI,X,O,X
SJLTOIZ,X,O,X
SJLTOZI,X,O,X
SJLITZO,X,O,X
SJLITOZ,X,O,X
SJLIZTO,X,O,X
SJLIZOT,X,O,X
SJLIOTZ,X,O,X
SJLIOZT,X,O,X
SJLZTIO,X,O,X
SJLZTOI,X,O,X
SJLZITO,X,O,X
SJLZIOT,X,O,X
SJLZOTI,X,O,X
SJLZOIT,X,O,X
SJLOTIZ,X,O,X
SJLOTZI,X,O,X
SJLOITZ,X,O,X
SJLOIZT,X,O,X
SJLOZTI,X,O,X
SJLOZIT,X,O,X
SJZTILO,X,O,O
SJZTIOL,X,O,O
SJZTLIO,X,O,O
SJZTLOI,X,O,O
SJZTOIL,X,O,O
SJZTOLI,X,O,O
SJZITLO,X,O,O
SJZITOL,X,O,O
SJZILTO,X,O,X
SJZILOT,X,O,X
SJZIOTL,X,O,O
SJZIOLT,X,O,O
SJZLTIO,X,O,X
SJZLTOI,X,O,X
SJZLITO,X,O,X
SJZLIOT,X,O,X
SJZLOTI,X,O,X
SJZLOIT,X,O,X
SJZOTIL,X,O,O
SJZOTLI,X,O,O
SJZOITL,X,O,O
SJZOILT,X,O,O
SJZOLTI,X,O,O
SJZOLIT,X,O,O
SJOTILZ,X,O,O
SJOTIZL,X,O,O
SJOTLIZ,X,O,O
SJOTLZI,X,O,O
SJOTZIL,X,O,O
SJOTZLI,X,O,O
SJOITLZ,X,O,O
SJOITZL,X,O,O
SJOILTZ,X,O,O
SJOILZT,X,O,O
SJOIZTL,X,O,O
SJOIZLT,X,O,O
SJOLTIZ,X,O,O
SJOLTZI,X,O,O
SJOLITZ,X,O,O
SJOLIZT,X,O,O
SJOLZTI,X,O,O
SJOLZIT,X,O,O
SJOZTIL,X,O,O
SJOZTLI,X,O,O
SJOZITL,X,O,O
SJOZILT,X,O,O
SJOZLTI,X,O,O
SJOZLIT,X,O,O
SZTILJO,O,O,O
SZTILOJ,O,O,O
SZTIJLO,O,O,O
SZTIJOL,O,O,O
SZTIOLJ,X,O,O
SZTIOJL,X,O,O
SZTLIJO,O,O,O
SZTLIOJ,O,O,O
SZTLJIO,O,O,O
SZTLJOI,O,O,O
SZTLOIJ,O,O,O
SZTLOJI,O,O,O
SZTJILO,O,O,O
SZTJIOL,O,O,O
SZTJLIO,O,O,O
SZTJLOI,O,O,O
SZTJOIL,O,O,O
SZTJOLI,O,O,O
SZTOILJ,X,O,O
SZTOIJL,X,O,O
SZTOLIJ,O,O,O
SZTOLJI,O,O,O
SZTOJIL,O,O,O
SZTOJLI,O,O,O
SZITLJO,O,O,O
SZITLOJ,O,O,O
SZITJLO,O,O,O
SZITJOL,O,O,O
SZITOLJ,X,O,O
SZITOJL,X,O,O
SZILTJO,O,X,O
SZILTOJ,O,X,O
SZILJTO,X,X,X
SZILJOT,X,X,X
SZILOTJ,O,X,O
SZILOJT,X,X,O
SZIJTLO,X,O,O
SZIJTOL,X,O,O
SZIJLTO,X,O,X
SZIJLOT,X,O,X
SZIJOTL,X,O,O
SZIJOLT,X,O,O
SZIOTLJ,X,O,O
SZIOTJL,X,O,O
SZIOLTJ,X,X,O
SZIOLJT,X,X,O
SZIOJTL,X,O,O
SZIOJLT,X,O,O
SZLTIJO,O,X,O
SZLTIOJ,O,X,O
SZLTJIO,O,X,O
SZLTJOI,O,X,O
SZLTOIJ,O,X,O
SZLTOJI,O,X,O
SZLITJO,O,X,O
SZLITOJ,O,X,O
SZLIJTO,X,X,X
SZLIJOT,X,X,X
SZLIOTJ,O,X,O
SZLIOJT,X,X,O
SZLJTIO,X,X,X
SZLJTOI,X,X,X
SZLJITO,X,X,X
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,X,X
SZLOTIJ,O,X,O
SZLOTJI,O,X,O
SZLOITJ,O,X,O
SZLOIJT,X,X,O
SZLOJTI,X,X,O
SZLOJIT,X,X,O
SZJTILO,X,O,O
SZJTIOL,X,O,O
SZJTLIO,X,O,O
SZJTLOI,X,O,O
SZJTOIL,X,O,O
SZJTOLI,X,O,O
SZJITLO,X,O,O
SZJITOL,X,O,O
SZJILTO,X,O,X
SZJILOT,X,O,X
SZJIOTL,X,O,O
SZJIOLT,X,O,O
SZJLTIO,X,O,X
SZJLTOI,X,O,X
SZJLITO,X,O,X
SZJLIOT,X,O,X
SZJLOTI,X,O,X
SZJLOIT,X,O,X
SZJOTIL,X,O,O
SZJOTLI,X,O,O
SZJOITL,X,O,O
SZJOILT,X,O,O
SZJOLTI,X,O,O
SZJOLIT,X,O,O
SZOTILJ,X,O,O
SZOTIJL,X,O,O
SZOTLIJ,O,O,O
SZOTLJI,O,O,O
SZOTJIL,O,O,O
SZOTJLI,O,O,O
SZOITLJ,X,O,O
SZOITJL,X,O,O
SZOILTJ,X,X,O
SZOILJT,X,X,O
SZOIJTL,X,O,O
SZOIJLT,X,O,O
SZOLTIJ,O,X,O
SZOLTJI,O,X,O
SZOLITJ,O,X,O
SZOLIJT,X,X,O
SZOLJTI,X,X,O
SZOLJIT,X,X,O
SZOJTIL,X,O,O
SZOJTLI,X,O,O
SZOJITL,X,O,O
SZOJILT,X,O,O
SZOJLTI,X,O,O
SZOJLIT,X,O,O
SOTILJZ,X,O,O
SOTILZJ,X,O,O
SOTIJLZ,X,O,O
SOTIJZL,X,O,O
SOTIZLJ,X,O,O
SOTIZJL,X,O,O
SOTLIJZ,O,O,O
SOTLIZJ,O,O,O
SOTLJIZ,O,O,O
SOTLJZI,O,O,O
SOTLZIJ,O,O,O
SOTLZJI,O,O,O
SOTJILZ,O,O,O
SOTJIZL,O,O,O
SOTJLIZ,O,O,O
SOTJLZI,O,O,O
SOTJZIL,O,O,O
SOTJZLI,O,O,O
SOTZILJ,X,O,O
SOTZIJL,X,O,O
SOTZLIJ,O,O,O
SOTZLJI,O,O,O
SOTZJIL,O,O,O
SOTZJLI,O,O,O
SOITLJZ,X,O,O
SOITLZJ,X,O,O
SOITJLZ,X,O,O
SOITJZL,X,O,O
SOITZLJ,X,O,O
SOITZJL,X,O,O
SOILTJZ,X,X,O
SOILTZJ,X,X,O
SOILJTZ,X,X,O
SOILJZT,X,X,O
SOILZTJ,X,X,O
SOILZJT,X,X,O
SOIJTLZ,X,O,O
SOIJTZL,X,O,O
SOIJLTZ,X,O,O
SOIJLZT,X,O,O
SOIJZTL,X,O,O
SOIJZLT,X,O,O
SOIZTLJ,X,O,O
SOIZTJL,X,O,O
SOIZLTJ,X,X,O
SOIZLJT,X,X,O
SOIZJTL,X,O,O
SOIZJLT,X,O,O
SOLTIJZ,O,X,O
SOLTIZJ,O,X,O
SOLTJIZ,O,X,O
SOLTJZI,O,X,O
SOLTZIJ,O,X,O
SOLTZJI,O,X,O
SOLITJZ,O,X,O
SOLITZJ,O,X,O
SOLIJTZ,X,X,O
SOLIJZT,X,X,O
SOLIZTJ,O,X,O
SOLIZJT,X,X,O
SOLJTIZ,X,X,O
SOLJTZI,X,X,O
SOLJITZ,X,X,O
SOLJIZT,X,X,O
SOLJZTI,X,X,O
SOLJZIT,X,X,O
SOLZTIJ,O,X,O
SOLZTJI,O,X,O
SOLZITJ,O,X,O
SOLZIJT,X,X,O
SOLZJTI,X,X,O
SOLZJIT,X,X,O
SOJTILZ,X,O,O
SOJTIZL,X,O,O
SOJTLIZ,X,O,O
SOJTLZI,X,O,O
SOJTZIL,X,O,O
SOJTZLI,X,O,O
SOJITLZ,X,O,O
SOJITZL,X,O,O
SOJILTZ,X,O,O
SOJILZT,X,O,O
SOJIZTL,X,O,O
SOJIZLT,X,O,O
SOJLTIZ,X,O,O
SOJLTZI,X,O,O
SOJLITZ,X,O,O
SOJLIZT,X,O,O
SOJLZTI,X,O,O
SOJLZIT,X,O,O
SOJZTIL,X,O,O
SOJZTLI,X,O,O
SOJZITL,X,O,O
SOJZILT,X,O,O
SOJZLTI,X,O,O
SOJZLIT,X,O,O
SOZTILJ,X,O,O
SOZTIJL,X,O,O
SOZTLIJ,O,O,O
SOZTLJI,O,O,O
SOZTJIL,O,O,O
SOZTJLI,O,O,O
SOZITLJ,X,O,O
SOZITJL,X,O,O
SOZILTJ,X,X,O
SOZILJT,X,X,O
SOZIJTL,X,O,O
SOZIJLT,X,O,O
SOZLTIJ,O,X,O
SOZLTJI,O,X,O
SOZLITJ,O,X,O
SOZLIJT,X,X,O
SOZLJTI,X,X,O
SOZLJIT,X,X,O
SOZJTIL,X,O,O
SOZJTLI,X,O,O
SOZJITL,X,O,O
SOZJILT,X,O,O
SOZJLTI,X,O,O
SOZJLIT,X,O,O
ZTILJSO,O,O,O
ZTILJOS,O,O,O
ZTILSJO,O,O,O
ZTILSOJ,O,O,O
ZTILOJS,O,O,O
ZTILOSJ,O,O,O
ZTIJLSO,O,O,O
ZTIJLOS,O,O,O
ZTIJSLO,O,O,O
ZTIJSOL,O,O,O
ZTIJOLS,O,O,O
ZTIJOSL,O,O,O
ZTISLJO,O,O,O
ZTISLOJ,O,O,O
ZTISJLO,O,O,O
ZTISJOL,O,O,O
ZTISOLJ,X,O,O
ZTISOJL,X,O,O
ZTIOLJS,O,O,O
ZTIOLSJ,O,O,O
ZTIOJLS,O,O,O
ZTIOJSL,O,O,O
ZTIOSLJ,X,O,O
ZTIOSJL,X,O,O
ZTLIJSO,O,O,O
ZTLIJOS,O,O,O
ZTLISJO,O,O,O
ZTLISOJ,O,O,O
ZTLIOJS,O,O,O
ZTLIOSJ,O,O,O
ZTLJISO,O,O,O
ZTLJIOS,O,O,O
ZTLJSIO,O,O,O
ZTLJSOI,O,O,O
ZTLJOIS,O,O,O
ZTLJOSI,O,O,O
ZTLSIJO,O,O,O
ZTLSIOJ,O,O,O
ZTLSJIO,O,O,O
ZTLSJOI,O,O,O
ZTLSOIJ,O,O,O
ZTLSOJI,O,O,O
ZTLOIJS,O,O,O
ZTLOISJ,O,O,O
ZTLOJIS,O,O,O
ZTLOJSI,O,O,O
ZTLOSIJ,O,O,O
ZTLOSJI,O,O,O
ZTJILSO,O,O,O
ZTJILOS,O,O,O
ZTJISLO,O,O,O
ZTJISOL,O,O,O
ZTJIOLS,O,O,O
ZTJIOSL,O,O,O
ZTJLISO,O,O,O
ZTJLIOS,O,O,O
ZTJLSIO,O,O,O
ZTJLSOI,O,O,O
ZTJLOIS,O,O,O
ZTJLOSI,O,O,O
ZTJSILO,O,O,O
ZTJSIOL,O,O,O
ZTJSLIO,O,O,O
ZTJSLOI,O,O,O
ZTJSOIL,O,O,O
ZTJSOLI,O,O,O
ZTJOILS,O,O,O
ZTJOISL,O,O,O
ZTJOLIS,O,O,O
ZTJOLSI,O,O,O
ZTJOSIL,O,O,O
ZTJOSLI,O,O,O
ZTSILJO,O,O,O
ZTSILOJ,O,O,O
ZTSIJLO,O,O,O
ZTSIJOL,O,O,O
ZTSIOLJ,X,O,O
ZTSIOJL,X,O,O
ZTSLIJO,O,O,O
ZTSLIOJ,O,O,O
ZTSLJIO,O,O,O
ZTSLJOI,O,O,O
ZTSLOIJ,O,O,O
ZTSLOJI,O,O,O
ZTSJILO,O,O,O
ZTSJIOL,O,O,O
ZTSJLIO,O,O,O
ZTSJLOI,O,O,O
ZTSJOIL,O,O,O
ZTSJOLI,O,O,O
ZTSOILJ,X,O,O
ZTSOIJL,X,O,O
ZTSOLIJ,O,O,O
ZTSOLJI,O,O,O
ZTSOJIL,O,O,O
ZTSOJLI,O,O,O
ZTOILJS,O,O,O
ZTOILSJ,O,O,O
ZTOIJLS,O,O,O
ZTOIJSL,O,O,O
ZTOISLJ,X,O,O
ZTOISJL,X,O,O
ZTOLIJS,O,O,O
ZTOLISJ,O,O,O
ZTOLJIS,O,O,O
ZTOLJSI,O,O,O
ZTOLSIJ,O,O,O
ZTOLSJI,O,O,O
ZTOJILS,O,O,O
ZTOJISL,O,O,O
ZTOJLIS,O,O,O
ZTOJLSI,O,O,O
ZTOJSIL,O,O,O
ZTOJSLI,O,O,O
ZTOSILJ,X,O,O
ZTOSIJL,X,O,O
ZTOSLIJ,O,O,O
ZTOSLJI,O,O,O
ZTOSJIL,O,O,O
ZTOSJLI,O,O,O
ZITLJSO,O,O,O
ZITLJOS,O,O,O
ZITLSJO,O,O,O
ZITLSOJ,O,O,O
ZITLOJS,O,O,O
ZITLOSJ,O,O,O
ZITJLSO,O,O,O
ZITJLOS,O,O,O
ZITJSLO,O,O,O
ZITJSOL,O,O,O
ZITJOLS,O,O,O
ZITJOSL,O,O,O
ZITSLJO,O,O,O
ZITSLOJ,O,O,O
ZITSJLO,O,O,O
ZITSJOL,O,O,O
ZITSOLJ,X,O,O
ZITSOJL,X,O,O
ZITOLJS,O,O,O
ZITOLSJ,O,O,O
ZITOJLS,O,O,O
ZITOJSL,O,O,O
ZITOSLJ,X,O,O
ZITOSJL,X,O,O
ZILTJSO,O,O,O
ZILTJOS,O,O,O
ZILTSJO,O,O,O
ZILTSOJ,O,O,O
ZILTOJS,O,O,O
ZILTOSJ,O,O,O
ZILJTSO,O,O,X
ZILJTOS,O,O,X
ZILJSTO,X,O,X
ZILJSOT,X,O,X
ZILJOTS,O,O,X
ZILJOST,X,O,X
ZILSTJO,O,X,O
ZILSTOJ,O,X,O
ZILSJTO,X,X,X
ZILSJOT,X,X,X
ZILSOTJ,O,X,O
ZILSOJT,X,X,O
ZILOTJS,O,O,O
ZILOTSJ,O,O,O
ZILOJTS,O,O,O
ZILOJST,X,O,O
ZILOSTJ,O,X,O
ZILOSJT,X,X,O
ZIJTLSO,O,O,O
ZIJTLOS,O,O,O
ZIJTSLO,O,O,O
ZIJTSOL,O,O,O
ZIJTOLS,O,O,O
ZIJTOSL,O,O,O
ZIJLTSO,O,O,X
ZIJLTOS,O,O,X
ZIJLSTO,X,O,X
ZIJLSOT,X,O,X
ZIJLOTS,O,O,X
ZIJLOST,X,O,X
ZIJSTLO,X,O,O
ZIJSTOL,X,O,O
ZIJSLTO,X,O,X
ZIJSLOT,X,O,X
ZIJSOTL,X,O,O
ZIJSOLT,X,O,O
ZIJOTLS,X,O,O
ZIJOTSL,X,O,O
ZIJOLTS,X,O,O
ZIJOLST,X,O,O
ZIJOSTL,X,O,O
ZIJOSLT,X,O,O
ZISTLJO,O,O,O
ZISTLOJ,O,O,O
ZISTJLO,O,O,O
ZISTJOL,O,O,O
ZISTOLJ,X,O,O
ZISTOJL,X,O,O
ZISLTJO,O,X,O
ZISLTOJ,O,X,O
ZISLJTO,X,X,X
ZISLJOT,X,X,X
ZISLOTJ,O,X,O
ZISLOJT,X,X,O
ZISJTLO,X,O,O
ZISJTOL,X,O,O
ZISJLTO,X,O,X
ZISJLOT,X,O,X
ZISJOTL,X,O,O
ZISJOLT,X,O,O
ZISOTLJ,X,O,O
ZISOTJL,X,O,O
ZISOLTJ,X,X,O
ZISOLJT,X,X,O
ZISOJTL,X,O,O
ZISOJLT,X,O,O
ZIOTLJS,O,O,O
ZIOTLSJ,O,O,O
ZIOTJLS,O,O,O
ZIOTJSL,O,O,O
ZIOTSLJ,X,O,O
ZIOTSJL,X,O,O
ZIOLTJS,O,O,O
ZIOLTSJ,O,O,O
ZIOLJTS,O,O,O
ZIOLJST,X,O,O
ZIOLSTJ,O,X,O
ZIOLSJT,X,X,O
ZIOJTLS,X,O,O
ZIOJTSL,X,O,O
ZIOJLTS,X,O,O
ZIOJLST,X,O,O
ZIOJSTL,X,O,O
ZIOJSLT,X,O,O
ZIOSTLJ,X,O,O
ZIOSTJL,X,O,O
ZIOSLTJ,X,X,O
ZIOSLJT,X,X,O
ZIOSJTL,X,O,O
ZIOSJLT,X,O,O
ZLTIJSO,O,O,O
ZLTIJOS,O,O,O
ZLTISJO,O,O,O
ZLTISOJ,O,O,O
ZLTIOJS,O,O,O
ZLTIOSJ,O,O,O
ZLTJISO,O,O,O
ZLTJIOS,O,O,O
ZLTJSIO,O,O,O
ZLTJSOI,O,O,O
ZLTJOIS,O,O,O
ZLTJOSI,O,O,O
ZLTSIJO,O,O,O
ZLTSIOJ,O,O,O
ZLTSJIO,O,O,O
ZLTSJOI,O,O,O
ZLTSOIJ,O,O,O
ZLTSOJI,O,O,O
ZLTOIJS,O,O,O
ZLTOISJ,O,O,O
ZLTOJIS,O,O,O
ZLTOJSI,O,O,O
ZLTOSIJ,O,O,O
ZLTOSJI,O,O,O
ZLITJSO,O,O,O
ZLITJOS,O,O,O
ZLITSJO,O,O,O
ZLITSOJ,O,O,O
ZLITOJS,O,O,O
ZLITOSJ,O,O,O
ZLIJTSO,O,O,X
ZLIJTOS,O,O,X
ZLIJSTO,X,O,X
ZLIJSOT,X,O,X
ZLIJOTS,O,O,X
ZLIJOST,X,O,X
ZLISTJO,O,X,O
ZLISTOJ,O,X,O
ZLISJTO,X,X,X
ZLISJOT,X,X,X
ZLISOTJ,O,X,O
ZLISOJT,X,X,O
ZLIOTJS,O,O,O
ZLIOTSJ,O,O,O
ZLIOJTS,O,O,O
ZLIOJST,X,O,O
ZLIOSTJ,O,X,O
ZLIOSJT,X,X,O
ZLJTISO,O,O,X
ZLJTIOS,O,O,X
ZLJTSIO,O,O,X
ZLJTSOI,O,O,X
ZLJTOIS,O,O,X
ZLJTOSI,O,O,X
ZLJITSO,O,O,X
ZLJITOS,O,O,X
ZLJISTO,X,O,X
ZLJISOT,X,O,X
ZLJIOTS,O,O,X
ZLJIOST,X,O,X
ZLJSTIO,X,O,X
ZLJSTOI,X,O,X
ZLJSITO,X,O,X
ZLJSIOT,X,O,X
ZLJSOTI,X,O,X
ZLJSOIT,X,O,X
ZLJOTIS,O,O,X
ZLJOTSI,O,O,X
ZLJOITS,O,O,X
ZLJOIST,X,O,X
ZLJOSTI,X,O,X
ZLJOSIT,X,O,X
ZLSTIJO,O,X,O
ZLSTIOJ,O,X,O
ZLSTJIO,O,X,O
ZLSTJOI,O,X,O
ZLSTOIJ,O,X,O
ZLSTOJI,O,X,O
