sequence,v115@MhA8HeB8BeA8BeH8KeT/IvhF/lBFhBOnB8nB5oBipB,v115@MhA8HeB8BeA8BeH8Ke/FJvhFFhBKnBziB5oBOpB0pB,v115@MhA8HeB8BeA8BeH8Kei/IvhFFhB2nB5oBcpBTqB3sB
STZIJLO,O,X,X
STZIJOL,X,X,X
STZIOLJ,X,X,X
STZIOJL,X,X,X
STZLIJO,O,X,X
STZLIOJ,O,X,X
STZLJIO,O,X,X
STZLJOI,O,X,X
STZLOIJ,O,X,X
STZLOJI,O,X,X
STZJILO,O,X,X
STZJIOL,X,X,X
STZJLIO,O,X,X
STZJLOI,O,X,X
STZJOIL,X,X,X
STZJOLI,X,X,X
STZOILJ,X,X,X
STZOIJL,X,X,X
STZOLIJ,X,X,X
STZOLJI,X,X,X
STZOJIL,X,X,X
STZOJLI,X,X,X
STOILJZ,X,X,X
STOILZJ,X,X,X
STOIJLZ,X,X,X
STOIJZL,X,X,X
STOIZLJ,X,X,X
STOIZJL,X,X,X
STOLIJZ,X,X,X
STOLIZJ,X,X,X
STOLJIZ,X,X,X
STOLJZI,X,X,X
STOLZIJ,X,X,X
STOLZJI,X,X,X
STOJILZ,X,X,X
STOJIZL,X,X,X
STOJLIZ,X,X,X
STOJLZI,X,X,X
STOJZIL,X,X,X
STOJZLI,X,X,X
STOZILJ,X,X,X
STOZIJL,X,X,X
STOZLIJ,X,X,X
STOZLJI,X,X,X
STOZJIL,X,X,X
STOZJLI,X,X,X
SITLJZO,X,X,X
SITLJOZ,X,O,X
SITLZJO,O,X,X
SITLZOJ,O,X,X
SITLOJZ,X,O,X
SITLOZJ,O,X,X
SITJLZO,X,X,X
SITJLOZ,X,O,X
SITJZLO,X,X,X
SITJZOL,X,X,X
SITJOLZ,X,X,X
SITJOZL,X,X,X
SITZLJO,O,X,X
SITZLOJ,O,X,X
SITZJLO,O,X,X
SITZJOL,X,X,X
SITZOLJ,X,X,X
SITZOJL,X,X,X
SITOLJZ,X,X,X
SITOLZJ,X,X,X
SITOJLZ,X,X,X
SITOJZL,X,X,X
SITOZLJ,X,X,X
SITOZJL,X,X,X
SILTJZO,X,X,X
SILTJOZ,X,O,X
SILTZJO,O,X,X
SILTZOJ,O,X,X
SILTOJZ,X,O,X
SILTOZJ,O,X,X
SILJTZO,X,X,X
SILJTOZ,X,O,X
SILJZTO,X,X,X
SILJZOT,X,X,X
SILJOTZ,X,O,X
SILJOZT,X,X,X
SILZTJO,O,X,X
SILZTOJ,O,X,X
SILZJTO,O,X,X
SILZJOT,O,X,X
SILZOTJ,O,X,X
SILZOJT,O,X,X
SILOTJZ,X,O,X
SILOTZJ,O,X,X
SILOJTZ,X,O,X
SILOJZT,X,X,X
SILOZTJ,O,X,X
SILOZJT,O,X,X
SIJTLZO,X,X,X
SIJTLOZ,X,O,X
SIJTZLO,X,X,X
SIJTZOL,X,X,X
SIJTOLZ,X,X,X
SIJTOZL,X,X,X
SIJLTZO,X,X,X
SIJLTOZ,X,O,X
SIJLZTO,X,X,X
SIJLZOT,X,X,X
SIJLOTZ,X,O,X
SIJLOZT,X,X,X
SIJZTLO,X,X,X
SIJZTOL,X,X,X
SIJZLTO,X,X,X
SIJZLOT,X,X,X
SIJZOTL,X,X,X
SIJZOLT,X,X,X
SIJOTLZ,X,X,X
SIJOTZL,X,X,X
SIJOLTZ,X,O,X
SIJOLZT,X,X,X
SIJOZTL,X,X,X
SIJOZLT,X,X,X
SIZTLJO,O,X,X
SIZTLOJ,O,X,X
SIZTJLO,O,X,X
SIZTJOL,X,X,X
SIZTOLJ,X,X,X
SIZTOJL,X,X,X
SIZLTJO,O,X,X
SIZLTOJ,O,X,X
SIZLJTO,O,X,X
SIZLJOT,O,X,X
SIZLOTJ,O,X,X
SIZLOJT,O,X,X
SIZJTLO,O,X,X
SIZJTOL,X,X,X
SIZJLTO,O,X,X
SIZJLOT,O,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,X,X,X
SIOTLZJ,X,X,X
SIOTJLZ,X,X,X
SIOTJZL,X,X,X
SIOTZLJ,X,X,X
SIOTZJL,X,X,X
SIOLTJZ,X,O,X
SIOLTZJ,X,X,X
SIOLJTZ,X,O,X
SIOLJZT,X,X,X
SIOLZTJ,X,X,X
SIOLZJT,X,X,X
SIOJTLZ,X,X,X
SIOJTZL,X,X,X
SIOJLTZ,X,O,X
SIOJLZT,X,X,X
SIOJZTL,X,X,X
SIOJZLT,X,X,X
SIOZTLJ,X,X,X
SIOZTJL,X,X,X
SIOZLTJ,X,X,X
SIOZLJT,X,X,X
SIOZJTL,X,X,X
SIOZJLT,X,X,X
SLTIJZO,X,X,X
SLTIJOZ,X,O,X
SLTIZJO,O,X,X
SLTIZOJ,O,X,X
SLTIOJZ,X,O,X
SLTIOZJ,O,X,X
SLTJIZO,X,X,X
SLTJIOZ,X,O,X
SLTJZIO,X,X,X
SLTJZOI,X,X,X
SLTJOIZ,X,O,X
SLTJOZI,X,X,X
SLTZIJO,O,X,X
SLTZIOJ,O,X,X
SLTZJIO,O,X,X
SLTZJOI,O,X,X
SLTZOIJ,O,X,X
SLTZOJI,O,X,X
SLTOIJZ,X,O,X
SLTOIZJ,O,X,X
SLTOJIZ,X,O,X
SLTOJZI,X,X,X
SLTOZIJ,O,X,X
SLTOZJI,O,X,X
SLITJZO,X,X,X
SLITJOZ,X,O,X
SLITZJO,O,X,X
SLITZOJ,O,X,X
SLITOJZ,X,O,X
SLITOZJ,O,X,X
SLIJTZO,X,X,X
SLIJTOZ,X,O,X
SLIJZTO,X,X,X
SLIJZOT,X,X,X
SLIJOTZ,X,O,X
SLIJOZT,X,X,X
SLIZTJO,O,X,X
SLIZTOJ,O,X,X
SLIZJTO,O,X,X
SLIZJOT,O,X,X
SLIZOTJ,O,X,X
SLIZOJT,O,X,X
SLIOTJZ,X,O,X
SLIOTZJ,O,X,X
SLIOJTZ,X,O,X
SLIOJZT,X,X,X
SLIOZTJ,O,X,X
SLIOZJT,O,X,X
SLJTIZO,X,X,X
SLJTIOZ,X,O,X
SLJTZIO,X,X,X
SLJTZOI,X,X,X
SLJTOIZ,X,O,X
SLJTOZI,X,X,X
SLJITZO,X,X,X
SLJITOZ,X,O,X
SLJIZTO,X,X,X
SLJIZOT,X,X,X
SLJIOTZ,X,O,X
SLJIOZT,X,X,X
SLJZTIO,X,X,X
SLJZTOI,X,X,X
SLJZITO,X,X,X
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,X,X
SLJOTIZ,X,O,X
SLJOTZI,X,X,X
SLJOITZ,X,O,X
SLJOIZT,X,X,X
SLJOZTI,X,X,X
SLJOZIT,X,X,X
SLZTIJO,O,X,X
SLZTIOJ,O,X,X
SLZTJIO,O,X,X
SLZTJOI,O,X,X
SLZTOIJ,O,X,X
SLZTOJI,O,X,X
SLZITJO,O,X,X
SLZITOJ,O,X,X
SLZIJTO,O,X,X
SLZIJOT,O,X,X
SLZIOTJ,O,X,X
SLZIOJT,O,X,X
SLZJTIO,O,X,X
SLZJTOI,O,X,X
SLZJITO,O,X,X
SLZJIOT,O,X,X
SLZJOTI,O,X,X
SLZJOIT,O,X,X
SLZOTIJ,O,X,X
SLZOTJI,O,X,X
SLZOITJ,O,X,X
SLZOIJT,O,X,X
SLZOJTI,O,X,X
SLZOJIT,O,X,X
SLOTIJZ,X,O,X
SLOTIZJ,O,X,X
SLOTJIZ,X,O,X
SLOTJZI,X,X,X
SLOTZIJ,O,X,X
SLOTZJI,O,X,X
SLOITJZ,X,O,X
SLOITZJ,O,X,X
SLOIJTZ,X,O,X
SLOIJZT,X,X,X
SLOIZTJ,O,X,X
SLOIZJT,O,X,X
SLOJTIZ,X,O,X
SLOJTZI,X,X,X
SLOJITZ,X,O,X
SLOJIZT,X,X,X
SLOJZTI,X,X,X
SLOJZIT,X,X,X
SLOZTIJ,O,X,X
SLOZTJI,O,X,X
SLOZITJ,O,X,X
SLOZIJT,O,X,X
SLOZJTI,O,X,X
SLOZJIT,O,X,X
SJTILZO,X,X,X
SJTILOZ,X,O,X
SJTIZLO,X,X,X
SJTIZOL,X,X,X
SJTIOLZ,X,X,X
SJTIOZL,X,X,X
SJTLIZO,X,X,X
SJTLIOZ,X,O,X
SJTLZIO,X,X,X
SJTLZOI,X,X,X
SJTLOIZ,X,O,X
SJTLOZI,X,X,X
SJTZILO,X,X,X
SJTZIOL,X,X,X
SJTZLIO,X,X,X
SJTZLOI,X,X,X
SJTZOIL,X,X,X
SJTZOLI,X,X,X
SJTOILZ,X,X,X
SJTOIZL,X,X,X
SJTOLIZ,X,X,X
SJTOLZI,X,X,X
SJTOZIL,X,X,X
SJTOZLI,X,X,X
SJITLZO,X,X,X
SJITLOZ,X,O,X
SJITZLO,X,X,X
SJITZOL,X,X,X
SJITOLZ,X,X,X
SJITOZL,X,X,X
SJILTZO,X,X,X
SJILTOZ,X,O,X
SJILZTO,X,X,X
SJILZOT,X,X,X
SJILOTZ,X,O,X
SJILOZT,X,X,X
SJIZTLO,X,X,X
SJIZTOL,X,X,X
SJIZLTO,X,X,X
SJIZLOT,X,X,X
SJIZOTL,X,X,X
SJIZOLT,X,X,X
SJIOTLZ,X,X,X
SJIOTZL,X,X,X
SJIOLTZ,X,O,X
SJIOLZT,X,X,X
SJIOZTL,X,X,X
SJIOZLT,X,X,X
SJLTIZO,X,X,X
SJLTIOZ,X,O,X
SJLTZIO,X,X,X
SJLTZOI,X,X,X
SJLTOIZ,X,O,X
SJLTOZI,X,X,X
SJLITZO,X,X,X
SJLITOZ,X,O,X
SJLIZTO,X,X,X
SJLIZOT,X,X,X
SJLIOTZ,X,O,X
SJLIOZT,X,X,X
SJLZTIO,X,X,X
SJLZTOI,X,X,X
SJLZITO,X,X,X
SJLZIOT,X,X,X
SJLZOTI,X,X,X
SJLZOIT,X,X,X
SJLOTIZ,X,O,X
SJLOTZI,X,X,X
SJLOITZ,X,O,X
SJLOIZT,X,X,X
SJLOZTI,X,X,X
SJLOZIT,X,X,X
SJZTILO,X,X,X
SJZTIOL,X,X,X
SJZTLIO,X,X,X
SJZTLOI,X,X,X
SJZTOIL,X,X,X
SJZTOLI,X,X,X
SJZITLO,X,X,X
SJZITOL,X,X,X
SJZILTO,X,X,X
SJZILOT,X,X,X
SJZIOTL,X,X,X
SJZIOLT,X,X,X
SJZLTIO,X,X,X
SJZLTOI,X,X,X
SJZLITO,X,X,X
SJZLIOT,X,X,X
SJZLOTI,X,X,X
SJZLOIT,X,X,X
SJZOTIL,X,X,X
SJZOTLI,X,X,X
SJZOITL,X,X,X
SJZOILT,X,X,X
SJZOLTI,X,X,X
SJZOLIT,X,X,X
SJOTILZ,X,X,X
SJOTIZL,X,X,X
SJOTLIZ,X,X,X
SJOTLZI,X,X,X
SJOTZIL,X,X,X
SJOTZLI,X,X,X
SJOITLZ,X,X,X
SJOITZL,X,X,X
SJOILTZ,X,O,X
SJOILZT,X,X,X
SJOIZTL,X,X,X
SJOIZLT,X,X,X
SJOLTIZ,X,O,X
SJOLTZI,X,X,X
SJOLITZ,X,O,X
SJOLIZT,X,X,X
SJOLZTI,X,X,X
SJOLZIT,X,X,X
SJOZTIL,X,X,X
SJOZTLI,X,X,X
SJOZITL,X,X,X
SJOZILT,X,X,X
SJOZLTI,X,X,X
SJOZLIT,X,X,X
SZTILJO,O,X,X
SZTILOJ,O,X,X
SZTIJLO,O,X,X
SZTIJOL,X,X,X
SZTIOLJ,X,X,X
SZTIOJL,X,X,X
SZTLIJO,O,X,X
SZTLIOJ,O,X,X
SZTLJIO,O,X,X
SZTLJOI,O,X,X
SZTLOIJ,O,X,X
SZTLOJI,O,X,X
SZTJILO,O,X,X
SZTJIOL,X,X,X
SZTJLIO,O,X,X
SZTJLOI,O,X,X
SZTJOIL,X,X,X
SZTJOLI,X,X,X
SZTOILJ,X,X,X
SZTOIJL,X,X,X
SZTOLIJ,X,X,X
SZTOLJI,X,X,X
SZTOJIL,X,X,X
SZTOJLI,X,X,X
SZITLJO,O,X,X
SZITLOJ,O,X,X
SZITJLO,O,X,X
SZITJOL,X,X,X
SZITOLJ,X,X,X
SZITOJL,X,X,X
SZILTJO,O,X,X
SZILTOJ,O,X,X
SZILJTO,O,X,X
SZILJOT,O,X,X
SZILOTJ,O,X,X
SZILOJT,O,X,X
SZIJTLO,O,X,X
SZIJTOL,X,X,X
SZIJLTO,O,X,X
SZIJLOT,O,X,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,O,X,X
SZLTIOJ,O,X,X
SZLTJIO,O,X,X
SZLTJOI,O,X,X
SZLTOIJ,O,X,X
SZLTOJI,O,X,X
SZLITJO,O,X,X
SZLITOJ,O,X,X
SZLIJTO,O,X,X
SZLIJOT,O,X,X
SZLIOTJ,O,X,X
SZLIOJT,O,X,X
SZLJTIO,O,X,X
SZLJTOI,O,X,X
SZLJITO,O,X,X
SZLJIOT,O,X,X
SZLJOTI,O,X,X
SZLJOIT,O,X,X
SZLOTIJ,O,X,X
SZLOTJI,O,X,X
SZLOITJ,O,X,X
SZLOIJT,O,X,X
SZLOJTI,O,X,X
SZLOJIT,O,X,X
SZJTILO,O,X,X
SZJTIOL,X,X,X
SZJTLIO,O,X,X
SZJTLOI,O,X,X
SZJTOIL,X,X,X
SZJTOLI,X,X,X
SZJITLO,O,X,X
SZJITOL,X,X,X
SZJILTO,O,X,X
SZJILOT,O,X,X
SZJIOTL,X,X,X
SZJIOLT,X,X,X
SZJLTIO,O,X,X
SZJLTOI,O,X,X
SZJLITO,O,X,X
SZJLIOT,O,X,X
SZJLOTI,O,X,X
SZJLOIT,O,X,X
SZJOTIL,X,X,X
SZJOTLI,X,X,X
SZJOITL,X,X,X
SZJOILT,X,X,X
SZJOLTI,X,X,X
SZJOLIT,X,X,X
SZOTILJ,X,X,X
SZOTIJL,X,X,X
SZOTLIJ,X,X,X
SZOTLJI,X,X,X
SZOTJIL,X,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,X
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,X,X
SZOJTIL,X,X,X
SZOJTLI,X,X,X
SZOJITL,X,X,X
SZOJILT,X,X,X
SZOJLTI,X,X,X
SZOJLIT,X,X,X
SOTILJZ,X,X,X
SOTILZJ,X,X,X
SOTIJLZ,X,X,X
SOTIJZL,X,X,X
SOTIZLJ,X,X,X
SOTIZJL,X,X,X
SOTLIJZ,X,X,X
SOTLIZJ,X,X,X
SOTLJIZ,X,X,X
SOTLJZI,X,X,X
SOTLZIJ,X,X,X
SOTLZJI,X,X,X
SOTJILZ,X,X,X
SOTJIZL,X,X,X
SOTJLIZ,X,X,X
SOTJLZI,X,X,X
SOTJZIL,X,X,X
SOTJZLI,X,X,X
SOTZILJ,X,X,X
SOTZIJL,X,X,X
SOTZLIJ,X,X,X
SOTZLJI,X,X,X
SOTZJIL,X,X,X
SOTZJLI,X,X,X
SOITLJZ,X,X,X
SOITLZJ,X,X,X
SOITJLZ,X,X,X
SOITJZL,X,X,X
SOITZLJ,X,X,X
SOITZJL,X,X,X
SOILTJZ,X,O,X
SOILTZJ,X,X,X
SOILJTZ,X,O,X
SOILJZT,X,X,X
SOILZTJ,X,X,X
SOILZJT,X,X,X
SOIJTLZ,X,X,X
SOIJTZL,X,X,X
SOIJLTZ,X,O,X
SOIJLZT,X,X,X
SOIJZTL,X,X,X
SOIJZLT,X,X,X
SOIZTLJ,X,X,X
SOIZTJL,X,X,X
SOIZLTJ,X,X,X
SOIZLJT,X,X,X
SOIZJTL,X,X,X
SOIZJLT,X,X,X
SOLTIJZ,X,O,X
SOLTIZJ,X,X,X
SOLTJIZ,X,O,X
SOLTJZI,X,X,X
SOLTZIJ,X,X,X
SOLTZJI,X,X,X
SOLITJZ,X,O,X
SOLITZJ,X,X,X
SOLIJTZ,X,O,X
SOLIJZT,X,X,X
SOLIZTJ,X,X,X
SOLIZJT,X,X,X
SOLJTIZ,X,O,X
SOLJTZI,X,X,X
SOLJITZ,X,O,X
SOLJIZT,X,X,X
SOLJZTI,X,X,X
SOLJZIT,X,X,X
SOLZTIJ,X,X,X
SOLZTJI,X,X,X
SOLZITJ,X,X,X
SOLZIJT,X,X,X
SOLZJTI,X,X,X
SOLZJIT,X,X,X
SOJTILZ,X,X,X
SOJTIZL,X,X,X
SOJTLIZ,X,X,X
SOJTLZI,X,X,X
SOJTZIL,X,X,X
SOJTZLI,X,X,X
SOJITLZ,X,X,X
SOJITZL,X,X,X
SOJILTZ,X,O,X
SOJILZT,X,X,X
SOJIZTL,X,X,X
SOJIZLT,X,X,X
SOJLTIZ,X,O,X
SOJLTZI,X,X,X
SOJLITZ,X,O,X
SOJLIZT,X,X,X
SOJLZTI,X,X,X
SOJLZIT,X,X,X
SOJZTIL,X,X,X
SOJZTLI,X,X,X
SOJZITL,X,X,X
SOJZILT,X,X,X
SOJZLTI,X,X,X
SOJZLIT,X,X,X
SOZTILJ,X,X,X
SOZTIJL,X,X,X
SOZTLIJ,X,X,X
SOZTLJI,X,X,X
SOZTJIL,X,X,X
SOZTJLI,X,X,X
SOZITLJ,X,X,X
SOZITJL,X,X,X
SOZILTJ,X,X,X
SOZILJT,X,X,X
SOZIJTL,X,X,X
SOZIJLT,X,X,X
SOZLTIJ,X,X,X
SOZLTJI,X,X,X
SOZLITJ,X,X,X
SOZLIJT,X,X,X
SOZLJTI,X,X,X
SOZLJIT,X,X,X
SOZJTIL,X,X,X
SOZJTLI,X,X,X
SOZJITL,X,X,X
SOZJILT,X,X,X
SOZJLTI,X,X,X
SOZJLIT,X,X,X
ZTILJSO,X,X,X
ZTILJOS,X,X,X
ZTILSJO,X,X,X
ZTILSOJ,X,X,X
ZTILOJS,X,X,X
ZTILOSJ,X,X,X
ZTIJLSO,X,X,X
ZTIJLOS,X,X,X
ZTIJSLO,O,X,X
ZTIJSOL,X,X,X
ZTIJOLS,X,X,X
ZTIJOSL,X,X,X
ZTISLJO,O,X,X
ZTISLOJ,O,X,X
ZTISJLO,O,X,X
ZTISJOL,X,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,X,X,X
ZTIOLSJ,X,X,X
ZTIOJLS,X,X,X
ZTIOJSL,X,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,X,X,X
ZTLIJSO,X,X,X
ZTLIJOS,X,X,X
ZTLISJO,X,X,X
ZTLISOJ,X,X,X
ZTLIOJS,X,X,X
ZTLIOSJ,X,X,X
ZTLJISO,X,X,X
ZTLJIOS,X,X,X
ZTLJSIO,X,X,X
ZTLJSOI,X,X,X
ZTLJOIS,X,X,X
ZTLJOSI,X,X,X
ZTLSIJO,X,X,X
ZTLSIOJ,X,X,X
ZTLSJIO,X,X,X
ZTLSJOI,X,X,X
ZTLSOIJ,X,X,X
ZTLSOJI,X,X,X
ZTLOIJS,X,X,X
ZTLOISJ,X,X,X
ZTLOJIS,X,X,X
ZTLOJSI,X,X,X
ZTLOSIJ,X,X,X
ZTLOSJI,X,X,X
ZTJILSO,X,X,X
ZTJILOS,X,X,X
ZTJISLO,O,X,X
ZTJISOL,X,X,X
ZTJIOLS,X,X,X
ZTJIOSL,X,X,X
ZTJLISO,X,X,X
ZTJLIOS,X,X,X
ZTJLSIO,X,X,X
ZTJLSOI,X,X,X
ZTJLOIS,X,X,X
ZTJLOSI,X,X,X
ZTJSILO,O,X,X
ZTJSIOL,X,X,X
ZTJSLIO,O,X,X
ZTJSLOI,O,X,X
ZTJSOIL,X,X,X
ZTJSOLI,X,X,X
ZTJOILS,X,X,X
ZTJOISL,X,X,X
ZTJOLIS,X,X,X
ZTJOLSI,X,X,X
ZTJOSIL,X,X,X
ZTJOSLI,X,X,X
ZTSILJO,O,X,X
ZTSILOJ,O,X,X
ZTSIJLO,O,X,X
ZTSIJOL,X,X,X
ZTSIOLJ,X,X,X
ZTSIOJL,X,X,X
ZTSLIJO,O,X,X
ZTSLIOJ,O,X,X
ZTSLJIO,O,X,X
ZTSLJOI,O,X,X
ZTSLOIJ,O,X,X
ZTSLOJI,O,X,X
ZTSJILO,O,X,X
ZTSJIOL,X,X,X
ZTSJLIO,O,X,X
ZTSJLOI,O,X,X
ZTSJOIL,X,X,X
ZTSJOLI,X,X,X
ZTSOILJ,X,X,X
ZTSOIJL,X,X,X
ZTSOLIJ,X,X,X
ZTSOLJI,X,X,X
ZTSOJIL,X,X,X
ZTSOJLI,X,X,X
ZTOILJS,X,X,X
ZTOILSJ,X,X,X
ZTOIJLS,X,X,X
ZTOIJSL,X,X,X
ZTOISLJ,X,X,X
ZTOISJL,X,X,X
ZTOLIJS,X,X,X
ZTOLISJ,X,X,X
ZTOLJIS,X,X,X
ZTOLJSI,X,X,X
ZTOLSIJ,X,X,X
ZTOLSJI,X,X,X
ZTOJILS,X,X,X
ZTOJISL,X,X,X
ZTOJLIS,X,X,X
ZTOJLSI,X,X,X
ZTOJSIL,X,X,X
ZTOJSLI,X,X,X
ZTOSILJ,X,X,X
ZTOSIJL,X,X,X
ZTOSLIJ,X,X,X
ZTOSLJI,X,X,X
ZTOSJIL,X,X,X
ZTOSJLI,X,X,X
ZITLJSO,X,X,X
ZITLJOS,X,X,X
ZITLSJO,X,X,X
ZITLSOJ,X,X,X
ZITLOJS,X,X,X
ZITLOSJ,X,X,X
ZITJLSO,X,X,X
ZITJLOS,X,X,X
ZITJSLO,O,X,X
ZITJSOL,X,X,X
ZITJOLS,X,X,X
ZITJOSL,X,X,X
ZITSLJO,O,X,X
ZITSLOJ,O,X,X
ZITSJLO,O,X,X
ZITSJOL,X,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,X,X,X
ZITOLSJ,X,X,X
ZITOJLS,X,X,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,X,X,X
ZILTJOS,X,X,X
ZILTSJO,X,X,X
ZILTSOJ,X,X,X
ZILTOJS,X,X,X
ZILTOSJ,X,X,X
ZILJTSO,X,X,X
ZILJTOS,X,X,X
ZILJSTO,O,X,X
ZILJSOT,O,X,X
ZILJOTS,X,X,X
ZILJOST,O,X,X
ZILSTJO,O,X,X
ZILSTOJ,O,X,X
ZILSJTO,O,X,X
ZILSJOT,O,X,X
ZILSOTJ,O,X,X
ZILSOJT,O,X,X
ZILOTJS,X,X,X
ZILOTSJ,X,X,X
ZILOJTS,X,X,X
ZILOJST,O,X,X
ZILOSTJ,O,X,X
ZILOSJT,O,X,X
ZIJTLSO,X,X,X
ZIJTLOS,X,X,X
ZIJTSLO,O,X,X
ZIJTSOL,X,X,X
ZIJTOLS,X,X,X
ZIJTOSL,X,X,X
ZIJLTSO,X,X,X
ZIJLTOS,X,X,X
ZIJLSTO,O,X,X
ZIJLSOT,O,X,X
ZIJLOTS,X,X,X
ZIJLOST,O,X,X
ZIJSTLO,O,X,X
ZIJSTOL,X,X,X
ZIJSLTO,O,X,X
ZIJSLOT,O,X,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,O
ZIJOTSL,X,X,X
ZIJOLTS,X,X,O
ZIJOLST,X,X,X
ZIJOSTL,X,X,X
ZIJOSLT,X,X,X
ZISTLJO,O,X,X
ZISTLOJ,O,X,X
ZISTJLO,O,X,X
ZISTJOL,X,X,X
ZISTOLJ,X,X,X
ZISTOJL,X,X,X
ZISLTJO,O,X,X
ZISLTOJ,O,X,X
ZISLJTO,O,X,X
ZISLJOT,O,X,X
ZISLOTJ,O,X,X
ZISLOJT,O,X,X
ZISJTLO,O,X,X
ZISJTOL,X,X,X
ZISJLTO,O,X,X
ZISJLOT,O,X,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,X,O
ZIOTLSJ,X,X,X
ZIOTJLS,X,X,O
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,X,X,X
ZIOLTJS,X,X,O
ZIOLTSJ,X,X,X
ZIOLJTS,X,X,O
ZIOLJST,X,X,X
ZIOLSTJ,X,X,X
ZIOLSJT,X,X,X
ZIOJTLS,X,X,O
ZIOJTSL,X,X,X
ZIOJLTS,X,X,O
ZIOJLST,X,X,X
ZIOJSTL,X,X,X
ZIOJSLT,X,X,X
ZIOSTLJ,X,X,X
ZIOSTJL,X,X,X
ZIOSLTJ,X,X,X
ZIOSLJT,X,X,X
ZIOSJTL,X,X,X
ZIOSJLT,X,X,X
ZLTIJSO,X,X,X
ZLTIJOS,X,X,X
ZLTISJO,X,X,X
ZLTISOJ,X,X,X
ZLTIOJS,X,X,X
ZLTIOSJ,X,X,X
ZLTJISO,X,X,X
ZLTJIOS,X,X,X
ZLTJSIO,X,X,X
ZLTJSOI,X,X,X
ZLTJOIS,X,X,X
ZLTJOSI,X,X,X
ZLTSIJO,X,X,X
ZLTSIOJ,X,X,X
ZLTSJIO,X,X,X
ZLTSJOI,X,X,X
ZLTSOIJ,X,X,X
ZLTSOJI,X,X,X
ZLTOIJS,X,X,X
ZLTOISJ,X,X,X
ZLTOJIS,X,X,X
ZLTOJSI,X,X,X
ZLTOSIJ,X,X,X
ZLTOSJI,X,X,X
ZLITJSO,X,X,X
ZLITJOS,X,X,X
ZLITSJO,X,X,X
ZLITSOJ,X,X,X
ZLITOJS,X,X,X
ZLITOSJ,X,X,X
ZLIJTSO,X,X,X
ZLIJTOS,X,X,X
ZLIJSTO,O,X,X
ZLIJSOT,O,X,X
ZLIJOTS,X,X,X
ZLIJOST,O,X,X
ZLISTJO,O,X,X
ZLISTOJ,O,X,X
ZLISJTO,O,X,X
ZLISJOT,O,X,X
ZLISOTJ,O,X,X
ZLISOJT,O,X,X
ZLIOTJS,X,X,X
ZLIOTSJ,X,X,X
ZLIOJTS,X,X,X
ZLIOJST,O,X,X
ZLIOSTJ,O,X,X
ZLIOSJT,O,X,X
ZLJTISO,X,X,X
ZLJTIOS,X,X,X
ZLJTSIO,X,X,X
ZLJTSOI,X,X,X
ZLJTOIS,X,X,X
ZLJTOSI,X,X,X
ZLJITSO,X,X,X
ZLJITOS,X,X,X
ZLJISTO,O,X,X
ZLJISOT,O,X,X
ZLJIOTS,X,X,X
ZLJIOST,O,X,X
ZLJSTIO,O,X,X
ZLJSTOI,O,X,X
ZLJSITO,O,X,X
ZLJSIOT,O,X,X
ZLJSOTI,O,X,X
ZLJSOIT,O,X,X
ZLJOTIS,X,X,X
ZLJOTSI,X,X,X
ZLJOITS,X,X,X
ZLJOIST,O,X,X
ZLJOSTI,O,X,X
ZLJOSIT,O,X,X
ZLSTIJO,O,X,X
ZLSTIOJ,O,X,X
ZLSTJIO,O,X,X
ZLSTJOI,O,X,X
ZLSTOIJ,O,X,X
ZLSTOJI,O,X,X
ZLSITJO,O,X,X
ZLSITOJ,O,X,X
ZLSIJTO,O,X,X
ZLSIJOT,O,X,X
ZLSIOTJ,O,X,X
ZLSIOJT,O,X,X
ZLSJTIO,O,X,X
ZLSJTOI,O,X,X
ZLSJITO,O,X,X
