sequence,v115@ThB8BeA8DeI8JeZEJvhFupB3lBUnBFoBTrBSyB,v115@ThB8BeA8DeI8Jei/IvhF1lBxhBTjBcpB3rBWyB,v115@ThB8BeA8DeI8Je0AJvhFxhB6oBlkB3mBznBOpB
STZLIJO,X,O,X
STZLIOJ,X,X,X
STZLJIO,X,O,X
STZLJOI,X,O,X
STZLOIJ,X,X,X
STZLOJI,X,X,X
STZJILO,X,O,X
STZJIOL,X,O,X
STZJLIO,X,O,X
STZJLOI,X,O,X
STZJOIL,X,O,X
STZJOLI,X,O,X
STZOILJ,X,X,O
STZOIJL,X,X,X
STZOLIJ,X,X,O
STZOLJI,X,X,O
STZOJIL,X,X,X
STZOJLI,X,X,X
STOILJZ,X,X,X
STOILZJ,X,X,O
STOIJLZ,X,X,X
STOIJZL,X,X,X
STOIZLJ,X,X,O
STOIZJL,X,X,X
STOLIJZ,X,X,X
STOLIZJ,X,X,O
STOLJIZ,X,X,X
STOLJZI,X,X,X
STOLZIJ,X,X,O
STOLZJI,X,X,O
STOJILZ,X,X,X
STOJIZL,X,X,X
STOJLIZ,X,X,X
STOJLZI,X,X,X
STOJZIL,X,X,X
STOJZLI,X,X,X
STOZILJ,X,X,O
STOZIJL,X,X,X
STOZLIJ,X,X,O
STOZLJI,X,X,O
STOZJIL,X,X,X
STOZJLI,X,X,X
SITLJZO,X,X,X
SITLJOZ,X,X,X
SITLZJO,X,X,X
SITLZOJ,X,X,X
SITLOJZ,X,X,X
SITLOZJ,X,X,X
SITJLZO,X,X,X
SITJLOZ,X,X,X
SITJZLO,X,O,X
SITJZOL,X,O,X
SITJOLZ,X,X,X
SITJOZL,X,O,X
SITZLJO,X,O,X
SITZLOJ,X,X,X
SITZJLO,X,O,X
SITZJOL,X,O,X
SITZOLJ,X,X,O
SITZOJL,X,X,X
SITOLJZ,X,X,X
SITOLZJ,X,X,O
SITOJLZ,X,X,X
SITOJZL,X,X,X
SITOZLJ,X,X,O
SITOZJL,X,X,X
SILTJZO,O,X,X
SILTJOZ,X,X,X
SILTZJO,O,X,X
SILTZOJ,X,X,X
SILTOJZ,X,X,X
SILTOZJ,X,X,X
SILJTZO,O,X,X
SILJTOZ,X,X,X
SILJZTO,O,X,X
SILJZOT,X,X,X
SILJOTZ,X,X,X
SILJOZT,X,X,X
SILZTJO,O,X,X
SILZTOJ,X,X,X
SILZJTO,O,X,X
SILZJOT,X,X,X
SILZOTJ,X,X,X
SILZOJT,X,X,X
SILOTJZ,X,X,X
SILOTZJ,X,X,X
SILOJTZ,X,X,X
SILOJZT,X,X,X
SILOZTJ,X,X,X
SILOZJT,X,X,X
SIJTLZO,X,X,X
SIJTLOZ,X,X,X
SIJTZLO,X,O,X
SIJTZOL,X,O,X
SIJTOLZ,X,X,X
SIJTOZL,X,O,X
SIJLTZO,O,X,X
SIJLTOZ,X,X,X
SIJLZTO,O,X,X
SIJLZOT,X,X,X
SIJLOTZ,X,X,X
SIJLOZT,X,X,X
SIJZTLO,O,X,X
SIJZTOL,O,X,X
SIJZLTO,O,X,X
SIJZLOT,X,X,X
SIJZOTL,X,X,X
SIJZOLT,X,X,X
SIJOTLZ,X,X,X
SIJOTZL,X,O,X
SIJOLTZ,X,X,X
SIJOLZT,X,X,X
SIJOZTL,X,X,X
SIJOZLT,X,X,X
SIZTLJO,X,X,X
SIZTLOJ,X,X,X
SIZTJLO,O,X,X
SIZTJOL,O,X,X
SIZTOLJ,X,X,O
SIZTOJL,X,X,X
SIZLTJO,O,X,X
SIZLTOJ,X,X,X
SIZLJTO,O,X,X
SIZLJOT,X,X,X
SIZLOTJ,X,X,X
SIZLOJT,X,X,X
SIZJTLO,O,X,X
SIZJTOL,O,X,X
SIZJLTO,O,X,X
SIZJLOT,X,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,O
SIZOTJL,X,X,X
SIZOLTJ,X,X,O
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,X,X,X
SIOTLZJ,X,X,O
SIOTJLZ,X,X,X
SIOTJZL,X,X,X
SIOTZLJ,X,X,O
SIOTZJL,X,X,X
SIOLTJZ,X,X,X
SIOLTZJ,X,X,O
SIOLJTZ,X,X,X
SIOLJZT,X,X,X
SIOLZTJ,X,X,O
SIOLZJT,X,X,X
SIOJTLZ,X,X,X
SIOJTZL,X,X,X
SIOJLTZ,X,X,X
SIOJLZT,X,X,X
SIOJZTL,X,X,X
SIOJZLT,X,X,X
SIOZTLJ,X,X,O
SIOZTJL,X,X,X
SIOZLTJ,X,X,O
SIOZLJT,X,X,X
SIOZJTL,X,X,X
SIOZJLT,X,X,X
SLTIJZO,O,X,X
SLTIJOZ,X,X,X
SLTIZJO,O,X,X
SLTIZOJ,X,X,X
SLTIOJZ,X,X,X
SLTIOZJ,X,X,X
SLTJIZO,O,X,X
SLTJIOZ,X,X,X
SLTJZIO,O,X,X
SLTJZOI,X,X,X
SLTJOIZ,X,X,X
SLTJOZI,X,X,X
SLTZIJO,O,X,X
SLTZIOJ,X,X,X
SLTZJIO,O,X,X
SLTZJOI,X,X,X
SLTZOIJ,X,X,X
SLTZOJI,X,X,X
SLTOIJZ,X,X,X
SLTOIZJ,X,X,X
SLTOJIZ,X,X,X
SLTOJZI,X,X,X
SLTOZIJ,X,X,X
SLTOZJI,X,X,X
SLITJZO,O,X,X
SLITJOZ,X,X,X
SLITZJO,O,X,X
SLITZOJ,X,X,X
SLITOJZ,X,X,X
SLITOZJ,X,X,X
SLIJTZO,O,X,X
SLIJTOZ,X,X,X
SLIJZTO,O,X,X
SLIJZOT,X,X,X
SLIJOTZ,X,X,X
SLIJOZT,X,X,X
SLIZTJO,O,X,X
SLIZTOJ,X,X,X
SLIZJTO,O,X,X
SLIZJOT,X,X,X
SLIZOTJ,X,X,X
SLIZOJT,X,X,X
SLIOTJZ,X,X,X
SLIOTZJ,X,X,X
SLIOJTZ,X,X,X
SLIOJZT,X,X,X
SLIOZTJ,X,X,X
SLIOZJT,X,X,X
SLJTIZO,O,X,X
SLJTIOZ,X,X,X
SLJTZIO,O,X,X
SLJTZOI,X,X,X
SLJTOIZ,X,X,X
SLJTOZI,X,X,X
SLJITZO,O,X,X
SLJITOZ,X,X,X
SLJIZTO,O,X,X
SLJIZOT,X,X,X
SLJIOTZ,X,X,X
SLJIOZT,X,X,X
SLJZTIO,O,X,X
SLJZTOI,X,X,X
SLJZITO,O,X,X
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,X,X
SLJOTIZ,X,X,X
SLJOTZI,X,X,X
SLJOITZ,X,X,X
SLJOIZT,X,X,X
SLJOZTI,X,X,X
SLJOZIT,X,X,X
SLZTIJO,O,X,X
SLZTIOJ,X,X,X
SLZTJIO,O,X,X
SLZTJOI,X,X,X
SLZTOIJ,X,X,X
SLZTOJI,X,X,X
SLZITJO,O,X,X
SLZITOJ,X,X,X
SLZIJTO,O,X,X
SLZIJOT,X,X,X
SLZIOTJ,X,X,X
SLZIOJT,X,X,X
SLZJTIO,O,X,X
SLZJTOI,X,X,X
SLZJITO,O,X,X
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,X,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,X,X,X
SLZOJTI,X,X,X
SLZOJIT,X,X,X
SLOTIJZ,X,X,X
SLOTIZJ,X,X,X
SLOTJIZ,X,X,X
SLOTJZI,X,X,X
SLOTZIJ,X,X,X
SLOTZJI,X,X,X
SLOITJZ,X,X,X
SLOITZJ,X,X,X
SLOIJTZ,X,X,X
SLOIJZT,X,X,X
SLOIZTJ,X,X,X
SLOIZJT,X,X,X
SLOJTIZ,X,X,X
SLOJTZI,X,X,X
SLOJITZ,X,X,X
SLOJIZT,X,X,X
SLOJZTI,X,X,X
SLOJZIT,X,X,X
SLOZTIJ,X,X,X
SLOZTJI,X,X,X
SLOZITJ,X,X,X
SLOZIJT,X,X,X
SLOZJTI,X,X,X
SLOZJIT,X,X,X
SJTILZO,X,X,X
SJTILOZ,X,X,X
SJTIZLO,X,O,X
SJTIZOL,X,O,X
SJTIOLZ,X,X,X
SJTIOZL,X,O,X
SJTLIZO,X,X,X
SJTLIOZ,X,X,X
SJTLZIO,X,X,X
SJTLZOI,X,X,X
SJTLOIZ,X,X,X
SJTLOZI,X,X,X
SJTZILO,X,O,X
SJTZIOL,X,O,X
SJTZLIO,X,O,X
SJTZLOI,X,O,X
SJTZOIL,X,O,X
SJTZOLI,X,O,X
SJTOILZ,X,X,X
SJTOIZL,X,O,X
SJTOLIZ,X,X,X
SJTOLZI,X,X,X
SJTOZIL,X,O,X
SJTOZLI,X,O,X
SJITLZO,X,X,X
SJITLOZ,X,X,X
SJITZLO,X,O,X
SJITZOL,X,O,X
SJITOLZ,X,X,X
SJITOZL,X,O,X
SJILTZO,O,X,X
SJILTOZ,X,X,X
SJILZTO,O,X,X
SJILZOT,X,X,X
SJILOTZ,X,X,X
SJILOZT,X,X,X
SJIZTLO,O,X,X
SJIZTOL,O,X,X
SJIZLTO,O,X,X
SJIZLOT,X,X,X
SJIZOTL,X,X,X
SJIZOLT,X,X,X
SJIOTLZ,X,X,X
SJIOTZL,X,O,X
SJIOLTZ,X,X,X
SJIOLZT,X,X,X
SJIOZTL,X,X,X
SJIOZLT,X,X,X
SJLTIZO,O,X,X
SJLTIOZ,X,X,X
SJLTZIO,O,X,X
SJLTZOI,X,X,X
SJLTOIZ,X,X,X
SJLTOZI,X,X,X
SJLITZO,O,X,X
SJLITOZ,X,X,X
SJLIZTO,O,X,X
SJLIZOT,X,X,X
SJLIOTZ,X,X,X
SJLIOZT,X,X,X
SJLZTIO,O,X,X
SJLZTOI,X,X,X
SJLZITO,O,X,X
SJLZIOT,X,X,X
SJLZOTI,X,X,X
SJLZOIT,X,X,X
SJLOTIZ,X,X,X
SJLOTZI,X,X,X
SJLOITZ,X,X,X
SJLOIZT,X,X,X
SJLOZTI,X,X,X
SJLOZIT,X,X,X
SJZTILO,O,O,X
SJZTIOL,O,O,X
SJZTLIO,X,O,X
SJZTLOI,X,O,X
SJZTOIL,X,O,X
SJZTOLI,X,O,X
SJZITLO,O,X,X
SJZITOL,O,X,X
SJZILTO,O,X,X
SJZILOT,X,X,X
SJZIOTL,X,X,X
SJZIOLT,X,X,X
SJZLTIO,O,X,X
SJZLTOI,X,X,X
SJZLITO,O,X,X
SJZLIOT,X,X,X
SJZLOTI,X,X,X
SJZLOIT,X,X,X
SJZOTIL,X,O,X
SJZOTLI,X,O,X
SJZOITL,X,X,X
SJZOILT,X,X,X
SJZOLTI,X,X,X
SJZOLIT,X,X,X
SJOTILZ,X,X,X
SJOTIZL,X,O,X
SJOTLIZ,X,X,X
SJOTLZI,X,X,X
SJOTZIL,X,O,X
SJOTZLI,X,O,X
SJOITLZ,X,X,X
SJOITZL,X,O,X
SJOILTZ,X,X,X
SJOILZT,X,X,X
SJOIZTL,X,X,X
SJOIZLT,X,X,X
SJOLTIZ,X,X,X
SJOLTZI,X,X,X
SJOLITZ,X,X,X
SJOLIZT,X,X,X
SJOLZTI,X,X,X
SJOLZIT,X,X,X
SJOZTIL,X,O,X
SJOZTLI,X,O,X
SJOZITL,X,X,X
SJOZILT,X,X,X
SJOZLTI,X,X,X
SJOZLIT,X,X,X
SZTILJO,X,O,X
SZTILOJ,X,X,X
SZTIJLO,O,O,X
SZTIJOL,O,O,X
SZTIOLJ,X,X,O
SZTIOJL,X,X,X
SZTLIJO,X,O,X
SZTLIOJ,X,X,X
SZTLJIO,X,O,X
SZTLJOI,X,O,X
SZTLOIJ,X,X,X
SZTLOJI,X,X,X
SZTJILO,O,O,X
SZTJIOL,O,O,X
SZTJLIO,X,O,X
SZTJLOI,X,O,X
SZTJOIL,X,O,X
SZTJOLI,X,O,X
SZTOILJ,X,X,O
SZTOIJL,X,X,X
SZTOLIJ,X,X,O
SZTOLJI,X,X,O
SZTOJIL,X,X,X
SZTOJLI,X,X,X
SZITLJO,X,X,X
SZITLOJ,X,X,X
SZITJLO,O,X,X
SZITJOL,O,X,X
SZITOLJ,X,X,O
SZITOJL,X,X,X
SZILTJO,O,X,X
SZILTOJ,X,X,X
SZILJTO,O,X,X
SZILJOT,X,X,X
SZILOTJ,X,X,X
SZILOJT,X,X,X
SZIJTLO,O,X,X
SZIJTOL,O,X,X
SZIJLTO,O,X,X
SZIJLOT,X,X,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,X,O
SZIOTJL,X,X,X
SZIOLTJ,X,X,O
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,O,X,X
SZLTIOJ,X,X,X
SZLTJIO,O,X,X
SZLTJOI,X,X,X
SZLTOIJ,X,X,X
SZLTOJI,X,X,X
SZLITJO,O,X,X
SZLITOJ,X,X,X
SZLIJTO,O,X,X
SZLIJOT,X,X,X
SZLIOTJ,X,X,X
SZLIOJT,X,X,X
SZLJTIO,O,X,X
SZLJTOI,X,X,X
SZLJITO,O,X,X
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,X,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,X,X,X
SZLOJTI,X,X,X
SZLOJIT,X,X,X
SZJTILO,O,O,X
SZJTIOL,O,O,X
SZJTLIO,X,O,X
SZJTLOI,X,O,X
SZJTOIL,X,O,X
SZJTOLI,X,O,X
SZJITLO,O,X,X
SZJITOL,O,X,X
SZJILTO,O,X,X
SZJILOT,X,X,X
SZJIOTL,X,X,X
SZJIOLT,X,X,X
SZJLTIO,O,X,X
SZJLTOI,X,X,X
SZJLITO,O,X,X
SZJLIOT,X,X,X
SZJLOTI,X,X,X
SZJLOIT,X,X,X
SZJOTIL,X,O,X
SZJOTLI,X,O,X
SZJOITL,X,X,X
SZJOILT,X,X,X
SZJOLTI,X,X,X
SZJOLIT,X,X,X
SZOTILJ,X,X,O
SZOTIJL,X,X,X
SZOTLIJ,X,X,O
SZOTLJI,X,X,O
SZOTJIL,X,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,O
SZOITJL,X,X,X
SZOILTJ,X,X,O
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,X,O
SZOLTJI,X,X,O
SZOLITJ,X,X,O
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,X,X
SZOJTIL,X,X,X
SZOJTLI,X,X,X
SZOJITL,X,X,X
SZOJILT,X,X,X
SZOJLTI,X,X,X
SZOJLIT,X,X,X
SOTILJZ,X,X,X
SOTILZJ,X,X,O
SOTIJLZ,X,X,X
SOTIJZL,X,X,X
SOTIZLJ,X,X,O
SOTIZJL,X,X,X
SOTLIJZ,X,X,X
SOTLIZJ,X,X,O
SOTLJIZ,X,X,X
SOTLJZI,X,X,X
SOTLZIJ,X,X,O
SOTLZJI,X,X,O
SOTJILZ,X,X,X
SOTJIZL,X,X,X
SOTJLIZ,X,X,X
SOTJLZI,X,X,X
SOTJZIL,X,X,X
SOTJZLI,X,X,X
SOTZILJ,X,X,O
SOTZIJL,X,X,X
SOTZLIJ,X,X,O
SOTZLJI,X,X,O
SOTZJIL,X,X,X
SOTZJLI,X,X,X
SOITLJZ,X,X,X
SOITLZJ,X,X,O
SOITJLZ,X,X,X
SOITJZL,X,X,X
SOITZLJ,X,X,O
SOITZJL,X,X,X
SOILTJZ,X,X,X
SOILTZJ,X,X,O
SOILJTZ,X,X,X
SOILJZT,X,X,X
SOILZTJ,X,X,O
SOILZJT,X,X,X
SOIJTLZ,X,X,X
SOIJTZL,X,X,X
SOIJLTZ,X,X,X
SOIJLZT,X,X,X
SOIJZTL,X,X,X
SOIJZLT,X,X,X
SOIZTLJ,X,X,O
SOIZTJL,X,X,X
SOIZLTJ,X,X,O
SOIZLJT,X,X,X
SOIZJTL,X,X,X
SOIZJLT,X,X,X
SOLTIJZ,X,X,X
SOLTIZJ,X,X,O
SOLTJIZ,X,X,X
SOLTJZI,X,X,X
SOLTZIJ,X,X,O
SOLTZJI,X,X,O
SOLITJZ,X,X,X
SOLITZJ,X,X,O
SOLIJTZ,X,X,X
SOLIJZT,X,X,X
SOLIZTJ,X,X,O
SOLIZJT,X,X,X
SOLJTIZ,X,X,X
SOLJTZI,X,X,X
SOLJITZ,X,X,X
SOLJIZT,X,X,X
SOLJZTI,X,X,X
SOLJZIT,X,X,X
SOLZTIJ,X,X,O
SOLZTJI,X,X,O
SOLZITJ,X,X,O
SOLZIJT,X,X,X
SOLZJTI,X,X,X
SOLZJIT,X,X,X
SOJTILZ,X,X,X
SOJTIZL,X,X,X
SOJTLIZ,X,X,X
SOJTLZI,X,X,X
SOJTZIL,X,X,X
SOJTZLI,X,X,X
SOJITLZ,X,X,X
SOJITZL,X,X,X
SOJILTZ,X,X,X
SOJILZT,X,X,X
SOJIZTL,X,X,X
SOJIZLT,X,X,X
SOJLTIZ,X,X,X
SOJLTZI,X,X,X
SOJLITZ,X,X,X
SOJLIZT,X,X,X
SOJLZTI,X,X,X
SOJLZIT,X,X,X
SOJZTIL,X,X,X
SOJZTLI,X,X,X
SOJZITL,X,X,X
SOJZILT,X,X,X
SOJZLTI,X,X,X
SOJZLIT,X,X,X
SOZTILJ,X,X,O
SOZTIJL,X,X,X
SOZTLIJ,X,X,O
SOZTLJI,X,X,O
SOZTJIL,X,X,X
SOZTJLI,X,X,X
SOZITLJ,X,X,O
SOZITJL,X,X,X
SOZILTJ,X,X,O
SOZILJT,X,X,X
SOZIJTL,X,X,X
SOZIJLT,X,X,X
SOZLTIJ,X,X,O
SOZLTJI,X,X,O
SOZLITJ,X,X,O
SOZLIJT,X,X,X
SOZLJTI,X,X,X
SOZLJIT,X,X,X
SOZJTIL,X,X,X
SOZJTLI,X,X,X
SOZJITL,X,X,X
SOZJILT,X,X,X
SOZJLTI,X,X,X
SOZJLIT,X,X,X
ZTILJSO,X,X,X
ZTILJOS,X,O,X
ZTILSJO,X,X,X
ZTILSOJ,X,X,X
ZTILOJS,X,X,X
ZTILOSJ,X,X,X
ZTIJLSO,X,X,X
ZTIJLOS,X,O,X
ZTIJSLO,O,X,X
ZTIJSOL,O,X,X
ZTIJOLS,X,O,X
ZTIJOSL,X,X,X
ZTISLJO,X,X,X
ZTISLOJ,X,X,X
ZTISJLO,O,X,X
ZTISJOL,O,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,X,X,X
ZTIOLSJ,X,X,X
ZTIOJLS,X,X,X
ZTIOJSL,X,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,X,X,X
ZTLIJSO,X,X,X
ZTLIJOS,X,O,X
ZTLISJO,X,X,X
ZTLISOJ,X,X,X
ZTLIOJS,X,X,X
ZTLIOSJ,X,X,X
ZTLJISO,X,X,X
ZTLJIOS,X,O,X
ZTLJSIO,X,O,X
ZTLJSOI,X,O,X
ZTLJOIS,X,O,X
ZTLJOSI,X,O,X
ZTLSIJO,X,O,X
ZTLSIOJ,X,X,X
ZTLSJIO,X,O,X
ZTLSJOI,X,O,X
ZTLSOIJ,X,X,X
ZTLSOJI,X,X,X
ZTLOIJS,X,X,X
ZTLOISJ,X,X,X
ZTLOJIS,X,X,X
ZTLOJSI,X,X,X
ZTLOSIJ,X,X,X
ZTLOSJI,X,X,X
ZTJILSO,X,X,X
ZTJILOS,X,O,X
ZTJISLO,O,X,X
ZTJISOL,O,X,X
ZTJIOLS,X,O,X
ZTJIOSL,X,X,X
ZTJLISO,X,X,X
ZTJLIOS,X,O,X
ZTJLSIO,X,O,X
ZTJLSOI,X,O,X
ZTJLOIS,X,O,X
ZTJLOSI,X,O,X
ZTJSILO,O,O,X
ZTJSIOL,O,O,X
ZTJSLIO,X,O,X
ZTJSLOI,X,O,X
ZTJSOIL,X,O,X
ZTJSOLI,X,O,X
ZTJOILS,X,O,X
ZTJOISL,X,X,X
ZTJOLIS,X,O,X
ZTJOLSI,X,O,X
ZTJOSIL,X,O,X
ZTJOSLI,X,O,X
ZTSILJO,X,O,X
ZTSILOJ,X,X,X
ZTSIJLO,O,O,X
ZTSIJOL,O,O,X
ZTSIOLJ,X,X,O
ZTSIOJL,X,X,X
ZTSLIJO,X,O,X
ZTSLIOJ,X,X,X
ZTSLJIO,X,O,X
ZTSLJOI,X,O,X
ZTSLOIJ,X,X,X
ZTSLOJI,X,X,X
ZTSJILO,O,O,X
ZTSJIOL,O,O,X
ZTSJLIO,X,O,X
ZTSJLOI,X,O,X
ZTSJOIL,X,O,X
ZTSJOLI,X,O,X
ZTSOILJ,X,X,O
ZTSOIJL,X,X,X
ZTSOLIJ,X,X,O
ZTSOLJI,X,X,O
ZTSOJIL,X,X,X
ZTSOJLI,X,X,X
ZTOILJS,X,X,X
ZTOILSJ,X,X,X
ZTOIJLS,X,X,X
ZTOIJSL,X,X,X
ZTOISLJ,X,X,X
ZTOISJL,X,X,X
ZTOLIJS,X,X,X
ZTOLISJ,X,X,X
ZTOLJIS,X,X,X
ZTOLJSI,X,X,X
ZTOLSIJ,X,X,O
ZTOLSJI,X,X,O
ZTOJILS,X,X,X
ZTOJISL,X,X,X
ZTOJLIS,X,X,X
ZTOJLSI,X,X,X
ZTOJSIL,X,X,X
ZTOJSLI,X,X,X
ZTOSILJ,X,X,O
ZTOSIJL,X,X,X
ZTOSLIJ,X,X,O
ZTOSLJI,X,X,O
ZTOSJIL,X,X,X
ZTOSJLI,X,X,X
ZITLJSO,X,X,X
ZITLJOS,X,X,X
ZITLSJO,X,X,X
ZITLSOJ,X,X,X
ZITLOJS,X,X,X
ZITLOSJ,X,X,X
ZITJLSO,X,X,X
ZITJLOS,X,X,X
ZITJSLO,O,X,X
ZITJSOL,O,X,X
ZITJOLS,X,X,X
ZITJOSL,X,X,X
ZITSLJO,X,X,X
ZITSLOJ,X,X,X
ZITSJLO,O,X,X
ZITSJOL,O,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,X,X,X
ZITOLSJ,X,X,X
ZITOJLS,X,X,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,O,X,X
ZILTJOS,X,X,X
ZILTSJO,O,X,X
ZILTSOJ,X,X,X
ZILTOJS,X,X,X
ZILTOSJ,X,X,X
ZILJTSO,O,X,X
ZILJTOS,X,X,X
ZILJSTO,O,X,X
ZILJSOT,X,X,X
ZILJOTS,X,X,X
ZILJOST,X,X,X
ZILSTJO,O,X,X
ZILSTOJ,X,X,X
ZILSJTO,O,X,X
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,X,X,X
ZILOTSJ,X,X,X
ZILOJTS,X,X,X
ZILOJST,X,X,X
ZILOSTJ,X,X,X
ZILOSJT,X,X,X
ZIJTLSO,X,X,X
ZIJTLOS,X,X,X
ZIJTSLO,O,X,X
ZIJTSOL,O,X,X
ZIJTOLS,X,X,X
ZIJTOSL,X,X,X
ZIJLTSO,O,X,X
ZIJLTOS,X,X,X
ZIJLSTO,O,X,X
ZIJLSOT,X,X,X
ZIJLOTS,X,X,X
ZIJLOST,X,X,X
ZIJSTLO,O,X,X
ZIJSTOL,O,X,X
ZIJSLTO,O,X,X
ZIJSLOT,X,X,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,X
ZIJOTSL,X,X,X
ZIJOLTS,X,X,X
ZIJOLST,X,X,X
ZIJOSTL,X,X,X
ZIJOSLT,X,X,X
ZISTLJO,X,X,X
ZISTLOJ,X,X,X
ZISTJLO,O,X,X
ZISTJOL,O,X,X
ZISTOLJ,X,X,X
ZISTOJL,X,X,X
ZISLTJO,O,X,X
ZISLTOJ,X,X,X
ZISLJTO,O,X,X
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,O,X,X
ZISJTOL,O,X,X
ZISJLTO,O,X,X
ZISJLOT,X,X,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,X,X
ZIOTLSJ,X,X,X
ZIOTJLS,X,X,X
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,X,X,X
ZIOLTJS,X,X,X
ZIOLTSJ,X,X,X
ZIOLJTS,X,X,X
ZIOLJST,X,X,X
ZIOLSTJ,X,X,X
ZIOLSJT,X,X,X
ZIOJTLS,X,X,X
ZIOJTSL,X,X,X
ZIOJLTS,X,X,X
ZIOJLST,X,X,X
ZIOJSTL,X,X,X
ZIOJSLT,X,X,X
ZIOSTLJ,X,X,X
ZIOSTJL,X,X,X
ZIOSLTJ,X,X,X
ZIOSLJT,X,X,X
ZIOSJTL,X,X,X
ZIOSJLT,X,X,X
ZLTIJSO,O,X,X
ZLTIJOS,X,O,X
ZLTISJO,O,X,X
ZLTISOJ,X,X,X
ZLTIOJS,X,X,X
ZLTIOSJ,X,X,X
ZLTJISO,O,X,X
ZLTJIOS,X,O,X
ZLTJSIO,O,O,X
ZLTJSOI,X,O,X
ZLTJOIS,X,O,X
ZLTJOSI,X,O,X
ZLTSIJO,O,O,X
ZLTSIOJ,X,X,X
ZLTSJIO,O,O,X
ZLTSJOI,X,O,X
ZLTSOIJ,X,X,X
ZLTSOJI,X,X,X
ZLTOIJS,X,X,X
ZLTOISJ,X,X,X
ZLTOJIS,X,X,X
ZLTOJSI,X,X,X
ZLTOSIJ,X,X,X
ZLTOSJI,X,X,X
ZLITJSO,O,X,X
ZLITJOS,X,X,X
ZLITSJO,O,X,X
ZLITSOJ,X,X,X
ZLITOJS,X,X,X
ZLITOSJ,X,X,X
ZLIJTSO,O,X,X
ZLIJTOS,X,X,X
ZLIJSTO,O,X,X
ZLIJSOT,X,X,X
ZLIJOTS,X,X,X
ZLIJOST,X,X,X
ZLISTJO,O,X,X
ZLISTOJ,X,X,X
ZLISJTO,O,X,X
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,X,X,X
ZLIOTSJ,X,X,X
ZLIOJTS,X,X,X
ZLIOJST,X,X,X
ZLIOSTJ,X,X,X
ZLIOSJT,X,X,X
ZLJTISO,O,X,X
ZLJTIOS,X,O,X
ZLJTSIO,O,O,X
ZLJTSOI,X,O,X
ZLJTOIS,X,O,X
ZLJTOSI,X,O,X
ZLJITSO,O,X,X
ZLJITOS,X,X,X
ZLJISTO,O,X,X
ZLJISOT,X,X,X
ZLJIOTS,X,X,X
ZLJIOST,X,X,X
ZLJSTIO,O,X,X
ZLJSTOI,X,X,X
ZLJSITO,O,X,X
ZLJSIOT,X,X,X
ZLJSOTI,X,X,X
ZLJSOIT,X,X,X
ZLJOTIS,X,O,X
ZLJOTSI,X,O,X
ZLJOITS,X,X,X
ZLJOIST,X,X,X
ZLJOSTI,X,X,X
ZLJOSIT,X,X,X
ZLSTIJO,O,X,X
ZLSTIOJ,X,X,X
ZLSTJIO,O,X,X
ZLSTJOI,X,X,X
ZLSTOIJ,X,X,X
ZLSTOJI,X,X,X
ZLSITJO,O,X,X
ZLSITOJ,X,X,X
ZLSIJTO,O,X,X
ZLSIJOT,X,X,X
ZLSIOTJ,X,X,X
ZLSIOJT,X,X,X
ZLSJTIO,O,X,X
ZLSJTOI,X,X,X
ZLSJITO,O,X,X
ZLSJIOT,X,X,X
ZLSJOTI,X,X,X
ZLSJOIT,X,X,X
ZLSOTIJ,X,X,X
