sequence,v115@LhA8IeB8DeI8KeOEJvhF6lBxhBXjBzkBUnB9tB,v115@LhA8IeB8DeI8KeOEJvhF6lB0hBxiBzkB3nB9tB,v115@LhA8IeB8DeI8KeKEJvhFzfB+lBxhBXjBUnB9tB
ZLSOTJI,O,O,O
ZLSOITJ,O,X,X
ZLSOIJT,O,O,X
ZLSOJTI,O,O,O
ZLSOJIT,O,O,O
ZLOTIJS,O,O,O
ZLOTISJ,O,O,O
ZLOTJIS,O,O,O
ZLOTJSI,O,O,O
ZLOTSIJ,O,O,O
ZLOTSJI,O,O,O
ZLOITJS,O,O,O
ZLOITSJ,O,O,O
ZLOIJTS,O,O,O
ZLOIJST,O,O,O
ZLOISTJ,O,X,X
ZLOISJT,O,O,X
ZLOJTIS,O,O,O
ZLOJTSI,O,O,O
ZLOJITS,O,O,O
ZLOJIST,O,O,O
ZLOJSTI,O,O,O
ZLOJSIT,O,O,O
ZLOSTIJ,O,O,O
ZLOSTJI,O,O,O
ZLOSITJ,O,X,X
ZLOSIJT,O,O,X
ZLOSJTI,O,O,O
ZLOSJIT,O,O,O
ZJTILSO,O,O,O
ZJTILOS,O,O,O
ZJTISLO,O,O,O
ZJTISOL,O,O,O
ZJTIOLS,O,O,O
ZJTIOSL,O,O,O
ZJTLISO,O,O,O
ZJTLIOS,O,O,O
ZJTLSIO,O,O,O
ZJTLSOI,O,O,O
ZJTLOIS,O,O,O
ZJTLOSI,O,O,O
ZJTSILO,O,O,O
ZJTSIOL,O,O,O
ZJTSLIO,O,O,O
ZJTSLOI,O,O,O
ZJTSOIL,O,O,O
ZJTSOLI,O,O,O
ZJTOILS,O,O,O
ZJTOISL,O,O,O
ZJTOLIS,O,O,O
ZJTOLSI,O,O,O
ZJTOSIL,O,O,O
ZJTOSLI,O,O,O
ZJITLSO,O,O,O
ZJITLOS,O,O,O
ZJITSLO,O,O,O
ZJITSOL,O,O,O
ZJITOLS,O,O,O
ZJITOSL,O,O,O
ZJILTSO,O,O,O
ZJILTOS,O,O,O
ZJILSTO,O,O,O
ZJILSOT,X,O,O
ZJILOTS,O,O,O
ZJILOST,O,O,O
ZJISTLO,O,X,O
ZJISTOL,O,X,O
ZJISLTO,O,O,O
ZJISLOT,X,O,O
ZJISOTL,O,X,X
ZJISOLT,O,O,X
ZJIOTLS,O,O,O
ZJIOTSL,O,O,O
ZJIOLTS,O,O,O
ZJIOLST,O,O,O
ZJIOSTL,O,X,X
ZJIOSLT,O,O,X
ZJLTISO,O,O,O
ZJLTIOS,O,O,O
ZJLTSIO,O,O,O
ZJLTSOI,O,O,O
ZJLTOIS,O,O,O
ZJLTOSI,O,O,O
ZJLITSO,O,O,O
ZJLITOS,O,O,O
ZJLISTO,O,O,O
ZJLISOT,X,O,O
ZJLIOTS,O,O,O
ZJLIOST,O,O,O
ZJLSTIO,O,O,O
ZJLSTOI,O,O,O
ZJLSITO,O,O,O
ZJLSIOT,X,O,O
ZJLSOTI,X,X,O
ZJLSOIT,X,X,O
ZJLOTIS,O,O,O
ZJLOTSI,O,O,O
ZJLOITS,O,O,O
ZJLOIST,O,O,O
ZJLOSTI,O,O,O
ZJLOSIT,O,O,O
ZJSTILO,O,O,O
ZJSTIOL,O,O,O
ZJSTLIO,O,O,O
ZJSTLOI,O,O,O
ZJSTOIL,O,O,O
ZJSTOLI,O,O,O
ZJSITLO,O,X,O
ZJSITOL,O,X,O
ZJSILTO,O,O,O
ZJSILOT,X,O,O
ZJSIOTL,O,X,X
ZJSIOLT,O,O,X
ZJSLTIO,O,O,O
ZJSLTOI,O,O,O
ZJSLITO,O,O,O
ZJSLIOT,X,O,O
ZJSLOTI,X,X,O
ZJSLOIT,X,X,O
ZJSOTIL,O,O,X
ZJSOTLI,O,O,X
ZJSOITL,O,X,X
ZJSOILT,O,O,X
ZJSOLTI,O,O,X
ZJSOLIT,O,O,X
ZJOTILS,O,O,O
ZJOTISL,O,O,O
ZJOTLIS,O,O,O
ZJOTLSI,O,O,O
ZJOTSIL,O,O,O
ZJOTSLI,O,O,O
ZJOITLS,O,O,O
ZJOITSL,O,O,O
ZJOILTS,O,O,O
ZJOILST,O,O,O
ZJOISTL,O,X,X
ZJOISLT,O,O,X
ZJOLTIS,O,O,O
ZJOLTSI,O,O,O
ZJOLITS,O,O,O
ZJOLIST,O,O,O
ZJOLSTI,O,O,O
ZJOLSIT,O,O,O
ZJOSTIL,O,O,X
ZJOSTLI,O,O,X
ZJOSITL,O,X,X
ZJOSILT,O,O,X
ZJOSLTI,O,O,X
ZJOSLIT,O,O,X
ZSTILJO,O,O,O
ZSTILOJ,O,O,O
ZSTIJLO,O,O,O
ZSTIJOL,O,O,O
ZSTIOLJ,O,O,O
ZSTIOJL,O,O,O
ZSTLIJO,O,O,O
ZSTLIOJ,O,O,O
ZSTLJIO,O,O,O
ZSTLJOI,O,O,O
ZSTLOIJ,O,O,O
ZSTLOJI,O,O,O
ZSTJILO,O,O,O
ZSTJIOL,O,O,O
ZSTJLIO,O,O,O
ZSTJLOI,O,O,O
ZSTJOIL,O,O,O
ZSTJOLI,O,O,O
ZSTOILJ,O,O,O
ZSTOIJL,O,O,O
ZSTOLIJ,O,O,O
ZSTOLJI,O,O,O
ZSTOJIL,O,O,O
ZSTOJLI,O,O,O
ZSITLJO,O,X,O
ZSITLOJ,O,X,O
ZSITJLO,O,X,O
ZSITJOL,O,X,O
ZSITOLJ,O,X,O
ZSITOJL,O,X,O
ZSILTJO,O,X,O
ZSILTOJ,O,X,O
ZSILJTO,O,O,O
ZSILJOT,X,O,O
ZSILOTJ,O,X,X
ZSILOJT,O,O,X
ZSIJTLO,O,X,O
ZSIJTOL,O,X,O
ZSIJLTO,O,O,O
ZSIJLOT,X,O,O
ZSIJOTL,O,X,X
ZSIJOLT,O,O,X
ZSIOTLJ,O,X,X
ZSIOTJL,O,X,X
ZSIOLTJ,O,X,X
ZSIOLJT,O,O,X
ZSIOJTL,O,X,X
ZSIOJLT,O,O,X
ZSLTIJO,O,O,O
ZSLTIOJ,O,O,O
ZSLTJIO,O,O,O
ZSLTJOI,O,O,O
ZSLTOIJ,O,O,O
ZSLTOJI,O,O,O
ZSLITJO,O,X,O
ZSLITOJ,O,X,O
ZSLIJTO,O,O,O
ZSLIJOT,X,O,O
ZSLIOTJ,O,X,X
ZSLIOJT,O,O,X
ZSLJTIO,O,O,O
ZSLJTOI,O,O,O
ZSLJITO,O,O,O
ZSLJIOT,X,O,O
ZSLJOTI,X,X,O
ZSLJOIT,X,X,O
ZSLOTIJ,O,O,O
ZSLOTJI,O,O,O
ZSLOITJ,O,X,X
ZSLOIJT,O,O,X
ZSLOJTI,O,O,O
ZSLOJIT,O,O,O
ZSJTILO,O,O,O
ZSJTIOL,O,O,O
ZSJTLIO,O,O,O
ZSJTLOI,O,O,O
ZSJTOIL,O,O,O
ZSJTOLI,O,O,O
ZSJITLO,O,X,O
ZSJITOL,O,X,O
ZSJILTO,O,O,O
ZSJILOT,X,O,O
ZSJIOTL,O,X,X
ZSJIOLT,O,O,X
ZSJLTIO,O,O,O
ZSJLTOI,O,O,O
ZSJLITO,O,O,O
ZSJLIOT,X,O,O
ZSJLOTI,X,X,O
ZSJLOIT,X,X,O
ZSJOTIL,O,O,X
ZSJOTLI,O,O,X
ZSJOITL,O,X,X
ZSJOILT,O,O,X
ZSJOLTI,O,O,X
ZSJOLIT,O,O,X
ZSOTILJ,O,O,X
ZSOTIJL,O,O,X
ZSOTLIJ,O,O,X
ZSOTLJI,O,O,X
ZSOTJIL,O,O,X
ZSOTJLI,O,O,X
ZSOITLJ,O,X,X
ZSOITJL,O,X,X
ZSOILTJ,O,X,X
ZSOILJT,O,O,X
ZSOIJTL,O,X,X
ZSOIJLT,O,O,X
ZSOLTIJ,O,O,X
ZSOLTJI,O,O,X
ZSOLITJ,O,X,X
ZSOLIJT,O,O,X
ZSOLJTI,O,O,X
ZSOLJIT,O,O,X
ZSOJTIL,O,O,X
ZSOJTLI,O,O,X
ZSOJITL,O,X,X
ZSOJILT,O,O,X
ZSOJLTI,O,O,X
ZSOJLIT,O,O,X
ZOTILJS,O,O,O
ZOTILSJ,O,O,O
ZOTIJLS,O,O,O
ZOTIJSL,O,O,O
ZOTISLJ,O,O,O
ZOTISJL,O,O,O
ZOTLIJS,O,O,O
ZOTLISJ,O,O,O
ZOTLJIS,O,O,O
ZOTLJSI,O,O,O
ZOTLSIJ,O,O,O
ZOTLSJI,O,O,O
ZOTJILS,O,O,O
ZOTJISL,O,O,O
ZOTJLIS,O,O,O
ZOTJLSI,O,O,O
ZOTJSIL,O,O,O
ZOTJSLI,O,O,O
ZOTSILJ,O,O,O
ZOTSIJL,O,O,O
ZOTSLIJ,O,O,O
ZOTSLJI,O,O,O
ZOTSJIL,O,O,O
ZOTSJLI,O,O,O
ZOITLJS,O,O,O
ZOITLSJ,O,O,O
ZOITJLS,O,O,O
ZOITJSL,O,O,O
ZOITSLJ,O,O,O
ZOITSJL,O,O,O
ZOILTJS,O,O,O
ZOILTSJ,O,O,O
ZOILJTS,O,O,O
ZOILJST,O,O,O
ZOILSTJ,O,X,X
ZOILSJT,O,O,X
ZOIJTLS,O,O,O
ZOIJTSL,O,O,O
ZOIJLTS,O,O,O
ZOIJLST,O,O,O
ZOIJSTL,O,X,X
ZOIJSLT,O,O,X
ZOISTLJ,O,X,X
ZOISTJL,O,X,X
ZOISLTJ,O,X,X
ZOISLJT,O,O,X
ZOISJTL,O,X,X
ZOISJLT,O,O,X
ZOLTIJS,O,O,O
ZOLTISJ,O,O,O
ZOLTJIS,O,O,O
ZOLTJSI,O,O,O
ZOLTSIJ,O,O,O
ZOLTSJI,O,O,O
ZOLITJS,O,O,O
ZOLITSJ,O,O,O
ZOLIJTS,O,O,O
ZOLIJST,O,O,O
ZOLISTJ,O,X,X
ZOLISJT,O,O,X
ZOLJTIS,O,O,O
ZOLJTSI,O,O,O
ZOLJITS,O,O,O
ZOLJIST,O,O,O
ZOLJSTI,O,O,O
ZOLJSIT,O,O,O
ZOLSTIJ,O,O,O
ZOLSTJI,O,O,O
ZOLSITJ,O,X,X
ZOLSIJT,O,O,X
ZOLSJTI,O,O,O
ZOLSJIT,O,O,O
ZOJTILS,O,O,O
ZOJTISL,O,O,O
ZOJTLIS,O,O,O
ZOJTLSI,O,O,O
ZOJTSIL,O,O,O
ZOJTSLI,O,O,O
ZOJITLS,O,O,O
ZOJITSL,O,O,O
ZOJILTS,O,O,O
ZOJILST,O,O,O
ZOJISTL,O,X,X
ZOJISLT,O,O,X
ZOJLTIS,O,O,O
ZOJLTSI,O,O,O
ZOJLITS,O,O,O
ZOJLIST,O,O,O
ZOJLSTI,O,O,O
ZOJLSIT,O,O,O
ZOJSTIL,O,O,X
ZOJSTLI,O,O,X
ZOJSITL,O,X,X
ZOJSILT,O,O,X
ZOJSLTI,O,O,X
ZOJSLIT,O,O,X
ZOSTILJ,O,O,X
ZOSTIJL,O,O,X
ZOSTLIJ,O,O,X
ZOSTLJI,O,O,X
ZOSTJIL,O,O,X
ZOSTJLI,O,O,X
ZOSITLJ,O,X,X
ZOSITJL,O,X,X
ZOSILTJ,O,X,X
ZOSILJT,O,O,X
ZOSIJTL,O,X,X
ZOSIJLT,O,O,X
ZOSLTIJ,O,O,X
ZOSLTJI,O,O,X
ZOSLITJ,O,X,X
ZOSLIJT,O,O,X
ZOSLJTI,O,O,X
ZOSLJIT,O,O,X
ZOSJTIL,O,O,X
ZOSJTLI,O,O,X
ZOSJITL,O,X,X
ZOSJILT,O,O,X
ZOSJLTI,O,O,X
ZOSJLIT,O,O,X
OTILJSZ,O,O,O
OTILJZS,O,O,O
OTILSJZ,O,O,O
OTILSZJ,O,O,X
OTILZJS,O,O,X
OTILZSJ,O,O,X
OTIJLSZ,O,O,O
OTIJLZS,O,O,O
OTIJSLZ,O,O,O
OTIJSZL,O,O,X
OTIJZLS,O,O,X
OTIJZSL,O,O,X
OTISLJZ,O,O,O
OTISLZJ,O,O,X
OTISJLZ,O,O,O
OTISJZL,O,O,X
OTISZLJ,O,O,X
OTISZJL,O,O,X
OTIZLJS,O,O,X
OTIZLSJ,O,O,X
OTIZJLS,O,O,X
OTIZJSL,O,O,X
OTIZSLJ,O,O,X
OTIZSJL,O,O,X
OTLIJSZ,O,O,O
OTLIJZS,O,O,O
OTLISJZ,O,O,O
OTLISZJ,O,O,O
OTLIZJS,O,O,O
OTLIZSJ,O,O,O
OTLJISZ,O,O,O
OTLJIZS,O,O,O
OTLJSIZ,O,O,O
OTLJSZI,O,O,O
OTLJZIS,O,O,O
OTLJZSI,O,O,O
OTLSIJZ,O,O,O
OTLSIZJ,O,O,O
OTLSJIZ,O,O,O
OTLSJZI,O,O,O
OTLSZIJ,O,O,O
OTLSZJI,O,O,O
OTLZIJS,O,O,O
OTLZISJ,O,O,O
OTLZJIS,O,O,O
OTLZJSI,O,O,O
OTLZSIJ,O,O,O
OTLZSJI,O,O,O
OTJILSZ,O,O,O
OTJILZS,O,O,O
OTJISLZ,O,O,O
OTJISZL,O,O,X
OTJIZLS,O,O,X
OTJIZSL,O,O,X
OTJLISZ,O,O,O
OTJLIZS,O,O,O
OTJLSIZ,O,O,O
OTJLSZI,O,O,O
OTJLZIS,O,O,O
OTJLZSI,O,O,O
OTJSILZ,O,O,O
OTJSIZL,O,O,X
OTJSLIZ,O,O,O
OTJSLZI,O,O,O
OTJSZIL,O,O,O
OTJSZLI,O,O,O
OTJZILS,O,O,O
OTJZISL,O,O,O
OTJZLIS,O,O,O
OTJZLSI,O,O,O
OTJZSIL,O,O,O
OTJZSLI,O,O,O
OTSILJZ,O,O,O
OTSILZJ,O,O,X
OTSIJLZ,O,O,O
OTSIJZL,O,O,X
OTSIZLJ,O,O,X
OTSIZJL,O,O,X
OTSLIJZ,O,O,O
OTSLIZJ,O,O,O
OTSLJIZ,O,O,O
OTSLJZI,O,O,O
OTSLZIJ,O,O,O
OTSLZJI,O,O,O
OTSJILZ,O,O,O
OTSJIZL,O,O,X
OTSJLIZ,O,O,O
OTSJLZI,O,O,O
OTSJZIL,O,O,O
OTSJZLI,O,O,O
OTSZILJ,O,O,O
OTSZIJL,O,O,O
OTSZLIJ,O,O,O
OTSZLJI,O,O,O
OTSZJIL,O,O,O
OTSZJLI,O,O,O
OTZILJS,O,O,O
OTZILSJ,O,O,O
OTZIJLS,O,O,O
OTZIJSL,O,O,O
OTZISLJ,O,O,O
OTZISJL,O,O,O
OTZLIJS,O,O,O
OTZLISJ,O,O,O
OTZLJIS,O,O,O
OTZLJSI,O,O,O
OTZLSIJ,O,O,O
OTZLSJI,O,O,O
OTZJILS,O,O,O
OTZJISL,O,O,O
OTZJLIS,O,O,O
OTZJLSI,O,O,O
OTZJSIL,O,O,O
OTZJSLI,O,O,O
OTZSILJ,O,O,O
OTZSIJL,O,O,O
OTZSLIJ,O,O,O
OTZSLJI,O,O,O
OTZSJIL,O,O,O
OTZSJLI,O,O,O
OITLJSZ,O,O,O
OITLJZS,O,O,O
OITLSJZ,O,O,O
OITLSZJ,O,O,X
OITLZJS,O,O,X
OITLZSJ,O,O,X
OITJLSZ,O,O,O
OITJLZS,O,O,O
OITJSLZ,O,O,O
OITJSZL,O,O,X
OITJZLS,O,O,X
OITJZSL,O,O,X
OITSLJZ,O,O,O
OITSLZJ,O,O,X
OITSJLZ,O,O,O
OITSJZL,O,O,X
OITSZLJ,O,O,X
OITSZJL,O,O,X
OITZLJS,O,O,X
OITZLSJ,O,O,X
OITZJLS,O,O,X
OITZJSL,O,O,X
OITZSLJ,O,O,X
OITZSJL,O,O,X
OILTJSZ,O,O,O
OILTJZS,O,O,O
OILTSJZ,O,O,O
OILTSZJ,O,O,X
OILTZJS,O,O,X
OILTZSJ,O,O,X
OILJTSZ,O,O,O
OILJTZS,O,O,O
OILJSTZ,O,X,O
OILJSZT,O,X,O
OILJZTS,O,O,O
OILJZST,O,O,O
OILSTJZ,O,X,X
OILSTZJ,O,X,X
OILSJTZ,O,X,X
OILSJZT,O,X,X
OILSZTJ,O,X,X
OILSZJT,O,X,X
OILZTJS,O,O,O
OILZTSJ,O,O,O
OILZJTS,O,O,O
OILZJST,O,O,O
OILZSTJ,O,X,X
OILZSJT,O,O,X
OIJTLSZ,O,O,O
OIJTLZS,O,O,O
OIJTSLZ,O,O,O
OIJTSZL,O,O,X
OIJTZLS,O,O,X
OIJTZSL,O,O,X
OIJLTSZ,O,O,O
OIJLTZS,O,O,O
OIJLSTZ,O,X,O
OIJLSZT,O,X,O
OIJLZTS,O,O,O
OIJLZST,O,O,O
OIJSTLZ,O,X,X
OIJSTZL,O,X,X
OIJSLTZ,O,X,X
OIJSLZT,O,X,X
OIJSZTL,O,X,X
OIJSZLT,O,X,X
OIJZTLS,O,O,O
OIJZTSL,O,O,O
OIJZLTS,O,O,O
OIJZLST,O,O,O
OIJZSTL,O,X,X
OIJZSLT,O,O,X
OISTLJZ,O,X,X
OISTLZJ,O,X,X
OISTJLZ,O,X,X
OISTJZL,O,X,X
OISTZLJ,O,X,X
OISTZJL,O,X,X
OISLTJZ,O,X,X
OISLTZJ,O,X,X
OISLJTZ,O,X,X
OISLJZT,O,X,X
OISLZTJ,O,X,X
OISLZJT,O,X,X
OISJTLZ,O,X,X
OISJTZL,O,X,X
OISJLTZ,O,X,X
OISJLZT,O,X,X
OISJZTL,O,X,X
OISJZLT,O,X,X
OISZTLJ,O,X,X
OISZTJL,O,X,X
OISZLTJ,O,X,X
OISZLJT,O,X,X
OISZJTL,O,X,X
OISZJLT,O,X,X
OIZTLJS,O,O,O
OIZTLSJ,O,O,O
OIZTJLS,O,O,O
OIZTJSL,O,O,O
OIZTSLJ,O,O,O
OIZTSJL,O,O,O
OIZLTJS,O,O,O
OIZLTSJ,O,O,O
OIZLJTS,O,O,O
OIZLJST,O,O,O
OIZLSTJ,O,X,X
OIZLSJT,O,O,X
OIZJTLS,O,O,O
OIZJTSL,O,O,O
OIZJLTS,O,O,O
OIZJLST,O,O,O
OIZJSTL,O,X,X
OIZJSLT,O,O,X
OIZSTLJ,O,X,X
OIZSTJL,O,X,X
OIZSLTJ,O,X,X
OIZSLJT,O,O,X
OIZSJTL,O,X,X
OIZSJLT,O,O,X
OLTIJSZ,O,O,O
OLTIJZS,O,O,O
OLTISJZ,O,O,O
OLTISZJ,O,O,O
OLTIZJS,O,O,O
OLTIZSJ,O,O,O
OLTJISZ,O,O,O
OLTJIZS,O,O,O
OLTJSIZ,O,O,O
OLTJSZI,O,O,O
OLTJZIS,O,O,O
OLTJZSI,O,O,O
OLTSIJZ,O,O,O
OLTSIZJ,O,O,O
OLTSJIZ,O,O,O
OLTSJZI,O,O,O
OLTSZIJ,O,O,O
OLTSZJI,O,O,O
OLTZIJS,O,O,O
OLTZISJ,O,O,O
OLTZJIS,O,O,O
OLTZJSI,O,O,O
OLTZSIJ,O,O,O
OLTZSJI,O,O,O
OLITJSZ,O,O,O
OLITJZS,O,O,O
OLITSJZ,O,O,O
OLITSZJ,O,O,O
OLITZJS,O,O,O
OLITZSJ,O,O,O
OLIJTSZ,O,O,O
OLIJTZS,O,O,O
OLIJSTZ,O,X,O
OLIJSZT,O,X,O
OLIJZTS,O,O,O
OLIJZST,O,O,O
OLISTJZ,O,X,X
OLISTZJ,O,X,X
OLISJTZ,O,X,X
OLISJZT,O,X,X
OLISZTJ,O,X,X
OLISZJT,O,X,X
OLIZTJS,O,O,O
OLIZTSJ,O,O,O
OLIZJTS,O,O,O
OLIZJST,O,O,O
OLIZSTJ,O,X,X
OLIZSJT,O,O,X
OLJTISZ,O,O,O
OLJTIZS,O,O,O
OLJTSIZ,O,O,O
OLJTSZI,O,O,O
OLJTZIS,O,O,O
OLJTZSI,O,O,O
OLJITSZ,O,O,O
OLJITZS,O,O,O
OLJISTZ,O,X,O
OLJISZT,O,X,O
OLJIZTS,O,O,O
OLJIZST,O,O,O
OLJSTIZ,O,O,O
OLJSTZI,O,O,O
OLJSITZ,O,X,O
OLJSIZT,O,X,O
OLJSZTI,O,O,O
OLJSZIT,O,O,O
OLJZTIS,O,O,O
OLJZTSI,O,O,O
OLJZITS,O,O,O
OLJZIST,O,O,O
OLJZSTI,O,O,O
OLJZSIT,O,O,O
OLSTIJZ,O,O,O
OLSTIZJ,O,O,O
OLSTJIZ,O,O,O
OLSTJZI,O,O,O
OLSTZIJ,O,O,O
OLSTZJI,O,O,O
OLSITJZ,O,X,X
OLSITZJ,O,X,X
OLSIJTZ,O,X,X
OLSIJZT,O,X,X
OLSIZTJ,O,X,X
OLSIZJT,O,X,X
OLSJTIZ,O,O,O
OLSJTZI,O,O,O
OLSJITZ,O,X,O
OLSJIZT,O,X,O
OLSJZTI,O,O,O
OLSJZIT,O,O,O
OLSZTIJ,O,O,O
OLSZTJI,O,O,O
OLSZITJ,O,X,X
OLSZIJT,O,O,X
OLSZJTI,O,O,O
OLSZJIT,O,O,O
OLZTIJS,O,O,O
OLZTISJ,O,O,O
OLZTJIS,O,O,O
OLZTJSI,O,O,O
OLZTSIJ,O,O,O
OLZTSJI,O,O,O
OLZITJS,O,O,O
OLZITSJ,O,O,O
OLZIJTS,O,O,O
OLZIJST,O,O,O
OLZISTJ,O,X,X
OLZISJT,O,O,X
OLZJTIS,O,O,O
OLZJTSI,O,O,O
OLZJITS,O,O,O
OLZJIST,O,O,O
OLZJSTI,O,O,O
OLZJSIT,O,O,O
OLZSTIJ,O,O,O
OLZSTJI,O,O,O
OLZSITJ,O,X,X
OLZSIJT,O,O,X
OLZSJTI,O,O,O
OLZSJIT,O,O,O
OJTILSZ,O,O,O
OJTILZS,O,O,O
OJTISLZ,O,O,O
OJTISZL,O,O,X
OJTIZLS,O,O,X
OJTIZSL,O,O,X
OJTLISZ,O,O,O
OJTLIZS,O,O,O
OJTLSIZ,O,O,O
OJTLSZI,O,O,O
OJTLZIS,O,O,O
OJTLZSI,O,O,O
OJTSILZ,O,O,O
OJTSIZL,O,O,X
OJTSLIZ,O,O,O
OJTSLZI,O,O,O
OJTSZIL,O,O,O
OJTSZLI,O,O,O
OJTZILS,O,O,O
OJTZISL,O,O,O
OJTZLIS,O,O,O
OJTZLSI,O,O,O
OJTZSIL,O,O,O
OJTZSLI,O,O,O
OJITLSZ,O,O,O
OJITLZS,O,O,O
OJITSLZ,O,O,O
OJITSZL,O,O,X
OJITZLS,O,O,X
OJITZSL,O,O,X
OJILTSZ,O,O,O
OJILTZS,O,O,O
OJILSTZ,O,X,O
OJILSZT,O,X,O
OJILZTS,O,O,O
OJILZST,O,O,O
OJISTLZ,O,X,X
OJISTZL,O,X,X
OJISLTZ,O,X,X
OJISLZT,O,X,X
OJISZTL,O,X,X
OJISZLT,O,X,X
OJIZTLS,O,O,O
OJIZTSL,O,O,O
OJIZLTS,O,O,O
OJIZLST,O,O,O
OJIZSTL,O,X,X
OJIZSLT,O,O,X
OJLTISZ,O,O,O
OJLTIZS,O,O,O
OJLTSIZ,O,O,O
OJLTSZI,O,O,O
OJLTZIS,O,O,O
OJLTZSI,O,O,O
OJLITSZ,O,O,O
OJLITZS,O,O,O
OJLISTZ,O,X,O
OJLISZT,O,X,O
OJLIZTS,O,O,O
OJLIZST,O,O,O
OJLSTIZ,O,O,O
OJLSTZI,O,O,O
OJLSITZ,O,X,O
OJLSIZT,O,X,O
OJLSZTI,O,O,O
OJLSZIT,O,O,O
OJLZTIS,O,O,O
OJLZTSI,O,O,O
OJLZITS,O,O,O
OJLZIST,O,O,O
OJLZSTI,O,O,O
OJLZSIT,O,O,O
OJSTILZ,O,O,X
OJSTIZL,O,O,X
OJSTLIZ,O,O,X
OJSTLZI,O,O,X
OJSTZIL,O,O,X
OJSTZLI,O,O,X
OJSITLZ,O,X,X
OJSITZL,O,X,X
OJSILTZ,O,X,X
OJSILZT,O,X,X
OJSIZTL,O,X,X
OJSIZLT,O,X,X
OJSLTIZ,O,O,X
OJSLTZI,O,O,X
OJSLITZ,O,X,X
OJSLIZT,O,X,X
OJSLZTI,O,O,X
OJSLZIT,O,O,X
OJSZTIL,O,O,X
OJSZTLI,O,O,X
OJSZITL,O,X,X
OJSZILT,O,O,X
OJSZLTI,O,O,X
OJSZLIT,O,O,X
OJZTILS,O,O,O
OJZTISL,O,O,O
OJZTLIS,O,O,O
OJZTLSI,O,O,O
OJZTSIL,O,O,O
OJZTSLI,O,O,O
OJZITLS,O,O,O
OJZITSL,O,O,O
OJZILTS,O,O,O
OJZILST,O,O,O
OJZISTL,O,X,X
OJZISLT,O,O,X
OJZLTIS,O,O,O
OJZLTSI,O,O,O
OJZLITS,O,O,O
OJZLIST,O,O,O
OJZLSTI,O,O,O
OJZLSIT,O,O,O
OJZSTIL,O,O,X
OJZSTLI,O,O,X
OJZSITL,O,X,X
OJZSILT,O,O,X
OJZSLTI,O,O,X
OJZSLIT,O,O,X
OSTILJZ,O,O,X
OSTILZJ,O,O,X
OSTIJLZ,O,O,X
OSTIJZL,O,O,X
OSTIZLJ,O,O,X
OSTIZJL,O,O,X
OSTLIJZ,O,O,X
OSTLIZJ,O,O,X
OSTLJIZ,O,O,X
OSTLJZI,O,O,X
OSTLZIJ,O,O,X
OSTLZJI,O,O,X
OSTJILZ,O,O,X
OSTJIZL,O,O,X
OSTJLIZ,O,O,X
OSTJLZI,O,O,X
OSTJZIL,O,O,X
OSTJZLI,O,O,X
OSTZILJ,O,O,X
OSTZIJL,O,O,X
OSTZLIJ,O,O,X
OSTZLJI,O,O,X
OSTZJIL,O,O,X
OSTZJLI,O,O,X
OSITLJZ,O,X,X
OSITLZJ,O,X,X
OSITJLZ,O,X,X
OSITJZL,O,X,X
OSITZLJ,O,X,X
OSITZJL,O,X,X
OSILTJZ,O,X,X
OSILTZJ,O,X,X
OSILJTZ,O,X,X
OSILJZT,O,X,X
OSILZTJ,O,X,X
OSILZJT,O,X,X
OSIJTLZ,O,X,X
OSIJTZL,O,X,X
OSIJLTZ,O,X,X
OSIJLZT,O,X,X
OSIJZTL,O,X,X
OSIJZLT,O,X,X
OSIZTLJ,O,X,X
OSIZTJL,O,X,X
OSIZLTJ,O,X,X
OSIZLJT,O,X,X
OSIZJTL,O,X,X
OSIZJLT,O,X,X
OSLTIJZ,O,O,X
OSLTIZJ,O,O,X
OSLTJIZ,O,O,X
OSLTJZI,O,O,X
OSLTZIJ,O,O,X
OSLTZJI,O,O,X
OSLITJZ,O,X,X
OSLITZJ,O,X,X
OSLIJTZ,O,X,X
OSLIJZT,O,X,X
OSLIZTJ,O,X,X
OSLIZJT,O,X,X
OSLJTIZ,O,O,X
OSLJTZI,O,O,X
OSLJITZ,O,X,X
OSLJIZT,O,X,X
OSLJZTI,O,O,X
OSLJZIT,O,O,X
OSLZTIJ,O,O,X
OSLZTJI,O,O,X
OSLZITJ,O,X,X
OSLZIJT,O,O,X
OSLZJTI,O,O,X
OSLZJIT,O,O,X
OSJTILZ,O,O,X
OSJTIZL,O,O,X
OSJTLIZ,O,O,X
OSJTLZI,O,O,X
OSJTZIL,O,O,X
OSJTZLI,O,O,X
OSJITLZ,O,X,X
OSJITZL,O,X,X
OSJILTZ,O,X,X
OSJILZT,O,X,X
OSJIZTL,O,X,X
OSJIZLT,O,X,X
OSJLTIZ,O,O,X
OSJLTZI,O,O,X
OSJLITZ,O,X,X
OSJLIZT,O,X,X
OSJLZTI,O,O,X
OSJLZIT,O,O,X
OSJZTIL,O,O,X
OSJZTLI,O,O,X
OSJZITL,O,X,X
OSJZILT,O,O,X
OSJZLTI,O,O,X
OSJZLIT,O,O,X
OSZTILJ,O,O,X
OSZTIJL,O,O,X
OSZTLIJ,O,O,X
OSZTLJI,O,O,X
OSZTJIL,O,O,X
OSZTJLI,O,O,X
OSZITLJ,O,X,X
