sequence,v115@QhA8EeB8BeA8AeA8AeG8JeZEJvhFzfBfmB0hB6nBOo?BFqB,v115@QhA8EeB8BeA8AeA8AeG8JeZEJvhFFgB0hB6nBOoBfq?BzqB,v115@QhA8EeB8BeA8AeA8AeG8JeyEJvhFfmB0hBxiBznBOp?BFqB
STJOZIL,O,X,X
STJOZLI,O,X,X
STZILJO,O,O,X
STZILOJ,O,X,X
STZIJLO,O,O,X
STZIJOL,O,X,X
STZIOLJ,O,X,X
STZIOJL,O,X,X
STZLIJO,O,O,X
STZLIOJ,O,X,X
STZLJIO,O,O,X
STZLJOI,O,X,X
STZLOIJ,O,X,O
STZLOJI,O,X,O
STZJILO,O,O,X
STZJIOL,O,X,X
STZJLIO,O,O,X
STZJLOI,O,X,X
STZJOIL,O,X,X
STZJOLI,O,X,X
STZOILJ,O,X,O
STZOIJL,O,X,X
STZOLIJ,O,X,O
STZOLJI,O,X,O
STZOJIL,O,X,X
STZOJLI,O,X,X
STOILJZ,O,X,X
STOILZJ,O,X,O
STOIJLZ,O,X,X
STOIJZL,O,X,X
STOIZLJ,O,X,O
STOIZJL,O,X,X
STOLIJZ,O,X,X
STOLIZJ,O,X,O
STOLJIZ,O,X,X
STOLJZI,O,X,X
STOLZIJ,O,X,O
STOLZJI,O,X,O
STOJILZ,O,X,X
STOJIZL,O,X,X
STOJLIZ,O,X,X
STOJLZI,O,X,X
STOJZIL,O,X,X
STOJZLI,O,X,X
STOZILJ,O,X,O
STOZIJL,O,X,X
STOZLIJ,O,X,O
STOZLJI,O,X,O
STOZJIL,O,X,X
STOZJLI,O,X,X
SITLJZO,O,O,X
SITLJOZ,O,X,X
SITLZJO,O,O,X
SITLZOJ,O,X,X
SITLOJZ,O,X,X
SITLOZJ,O,X,X
SITJLZO,O,O,X
SITJLOZ,O,X,X
SITJZLO,O,O,X
SITJZOL,O,X,X
SITJOLZ,O,X,X
SITJOZL,O,X,X
SITZLJO,O,O,X
SITZLOJ,O,X,X
SITZJLO,O,O,X
SITZJOL,O,X,X
SITZOLJ,O,X,X
SITZOJL,O,X,X
SITOLJZ,O,X,X
SITOLZJ,O,X,X
SITOJLZ,O,X,X
SITOJZL,O,X,X
SITOZLJ,O,X,X
SITOZJL,O,X,X
SILTJZO,O,O,X
SILTJOZ,O,X,X
SILTZJO,O,O,X
SILTZOJ,O,X,X
SILTOJZ,O,X,X
SILTOZJ,O,X,X
SILJTZO,O,O,X
SILJTOZ,O,X,X
SILJZTO,O,O,X
SILJZOT,X,X,X
SILJOTZ,X,O,X
SILJOZT,X,O,X
SILZTJO,O,O,X
SILZTOJ,O,X,X
SILZJTO,O,O,X
SILZJOT,X,X,X
SILZOTJ,X,X,X
SILZOJT,X,X,X
SILOTJZ,X,O,X
SILOTZJ,X,O,X
SILOJTZ,X,O,X
SILOJZT,X,O,X
SILOZTJ,X,O,X
SILOZJT,X,O,X
SIJTLZO,O,O,X
SIJTLOZ,O,X,X
SIJTZLO,O,O,X
SIJTZOL,O,X,X
SIJTOLZ,O,X,X
SIJTOZL,O,X,X
SIJLTZO,O,O,X
SIJLTOZ,O,X,X
SIJLZTO,O,O,X
SIJLZOT,X,X,X
SIJLOTZ,X,O,X
SIJLOZT,X,O,X
SIJZTLO,O,O,X
SIJZTOL,O,X,X
SIJZLTO,O,O,X
SIJZLOT,X,X,X
SIJZOTL,X,X,X
SIJZOLT,X,X,X
SIJOTLZ,X,O,X
SIJOTZL,X,O,X
SIJOLTZ,X,O,X
SIJOLZT,X,O,X
SIJOZTL,X,O,X
SIJOZLT,X,O,X
SIZTLJO,O,O,X
SIZTLOJ,O,X,X
SIZTJLO,O,O,X
SIZTJOL,O,X,X
SIZTOLJ,O,X,X
SIZTOJL,O,X,X
SIZLTJO,O,O,X
SIZLTOJ,O,X,X
SIZLJTO,O,O,X
SIZLJOT,X,X,X
SIZLOTJ,X,X,X
SIZLOJT,X,X,X
SIZJTLO,O,O,X
SIZJTOL,O,X,X
SIZJLTO,O,O,X
SIZJLOT,X,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,X,O,X
SIOTLZJ,X,O,X
SIOTJLZ,X,O,X
SIOTJZL,X,O,X
SIOTZLJ,X,O,X
SIOTZJL,X,O,X
SIOLTJZ,X,O,X
SIOLTZJ,X,O,X
SIOLJTZ,X,O,X
SIOLJZT,X,O,X
SIOLZTJ,X,O,X
SIOLZJT,X,O,X
SIOJTLZ,X,O,X
SIOJTZL,X,O,X
SIOJLTZ,X,O,X
SIOJLZT,X,O,X
SIOJZTL,X,O,X
SIOJZLT,X,O,X
SIOZTLJ,X,O,X
SIOZTJL,X,O,X
SIOZLTJ,X,O,X
SIOZLJT,X,O,X
SIOZJTL,X,O,X
SIOZJLT,X,O,X
SLTIJZO,O,O,X
SLTIJOZ,O,X,X
SLTIZJO,O,O,X
SLTIZOJ,O,X,X
SLTIOJZ,O,X,X
SLTIOZJ,O,X,X
SLTJIZO,O,O,X
SLTJIOZ,O,X,X
SLTJZIO,O,O,X
SLTJZOI,O,X,X
SLTJOIZ,O,X,X
SLTJOZI,O,X,X
SLTZIJO,O,O,X
SLTZIOJ,O,X,X
SLTZJIO,O,O,X
SLTZJOI,O,X,X
SLTZOIJ,O,X,X
SLTZOJI,O,X,X
SLTOIJZ,O,X,X
SLTOIZJ,O,X,X
SLTOJIZ,O,X,X
SLTOJZI,O,X,X
SLTOZIJ,O,X,X
SLTOZJI,O,X,X
SLITJZO,O,O,X
SLITJOZ,O,X,X
SLITZJO,O,O,X
SLITZOJ,O,X,X
SLITOJZ,O,X,X
SLITOZJ,O,X,X
SLIJTZO,O,O,X
SLIJTOZ,O,X,X
SLIJZTO,O,O,X
SLIJZOT,X,X,X
SLIJOTZ,X,O,X
SLIJOZT,X,O,X
SLIZTJO,O,O,X
SLIZTOJ,O,X,X
SLIZJTO,O,O,X
SLIZJOT,X,X,X
SLIZOTJ,X,X,X
SLIZOJT,X,X,X
SLIOTJZ,X,O,X
SLIOTZJ,X,O,X
SLIOJTZ,X,O,X
SLIOJZT,X,O,X
SLIOZTJ,X,O,X
SLIOZJT,X,O,X
SLJTIZO,O,O,X
SLJTIOZ,O,X,X
SLJTZIO,O,O,X
SLJTZOI,O,X,X
SLJTOIZ,O,X,X
SLJTOZI,O,X,X
SLJITZO,O,O,X
SLJITOZ,O,X,X
SLJIZTO,O,O,X
SLJIZOT,X,X,X
SLJIOTZ,X,O,X
SLJIOZT,X,O,X
SLJZTIO,O,O,X
SLJZTOI,O,X,X
SLJZITO,O,O,X
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,X,X
SLJOTIZ,X,O,X
SLJOTZI,X,O,X
SLJOITZ,X,O,X
SLJOIZT,X,O,X
SLJOZTI,X,O,X
SLJOZIT,X,O,X
SLZTIJO,O,O,X
SLZTIOJ,O,X,X
SLZTJIO,O,O,X
SLZTJOI,O,X,X
SLZTOIJ,O,X,X
SLZTOJI,O,X,X
SLZITJO,O,O,X
SLZITOJ,O,X,X
SLZIJTO,O,O,X
SLZIJOT,X,X,X
SLZIOTJ,X,X,X
SLZIOJT,X,X,X
SLZJTIO,O,O,X
SLZJTOI,O,X,X
SLZJITO,O,O,X
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,X,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,X,X,X
SLZOJTI,X,X,X
SLZOJIT,X,X,X
SLOTIJZ,X,O,X
SLOTIZJ,X,O,X
SLOTJIZ,X,O,X
SLOTJZI,X,O,X
SLOTZIJ,X,O,X
SLOTZJI,X,O,X
SLOITJZ,X,O,X
SLOITZJ,X,O,X
SLOIJTZ,X,O,X
SLOIJZT,X,O,X
SLOIZTJ,X,O,X
SLOIZJT,X,O,X
SLOJTIZ,X,O,X
SLOJTZI,X,O,X
SLOJITZ,X,O,X
SLOJIZT,X,O,X
SLOJZTI,X,O,X
SLOJZIT,X,O,X
SLOZTIJ,X,O,X
SLOZTJI,X,O,X
SLOZITJ,X,O,X
SLOZIJT,X,O,X
SLOZJTI,X,O,X
SLOZJIT,X,O,X
SJTILZO,O,O,X
SJTILOZ,O,X,X
SJTIZLO,O,O,X
SJTIZOL,O,X,X
SJTIOLZ,O,X,X
SJTIOZL,O,X,X
SJTLIZO,O,O,X
SJTLIOZ,O,X,X
SJTLZIO,O,O,X
SJTLZOI,O,X,X
SJTLOIZ,O,X,X
SJTLOZI,O,X,X
SJTZILO,O,O,X
SJTZIOL,O,X,X
SJTZLIO,O,O,X
SJTZLOI,O,X,X
SJTZOIL,O,X,X
SJTZOLI,O,X,X
SJTOILZ,O,X,X
SJTOIZL,O,X,X
SJTOLIZ,O,X,X
SJTOLZI,O,X,X
SJTOZIL,O,X,X
SJTOZLI,O,X,X
SJITLZO,O,O,X
SJITLOZ,O,X,X
SJITZLO,O,O,X
SJITZOL,O,X,X
SJITOLZ,O,X,X
SJITOZL,O,X,X
SJILTZO,O,O,X
SJILTOZ,O,X,X
SJILZTO,O,O,X
SJILZOT,X,X,X
SJILOTZ,X,O,X
SJILOZT,X,O,X
SJIZTLO,O,O,X
SJIZTOL,O,X,X
SJIZLTO,O,O,X
SJIZLOT,X,X,X
SJIZOTL,X,X,X
SJIZOLT,X,X,X
SJIOTLZ,X,O,X
SJIOTZL,X,O,X
SJIOLTZ,X,O,X
SJIOLZT,X,O,X
SJIOZTL,X,O,X
SJIOZLT,X,O,X
SJLTIZO,O,O,X
SJLTIOZ,O,X,X
SJLTZIO,O,O,X
SJLTZOI,O,X,X
SJLTOIZ,O,X,X
SJLTOZI,O,X,X
SJLITZO,O,O,X
SJLITOZ,O,X,X
SJLIZTO,O,O,X
SJLIZOT,X,X,X
SJLIOTZ,X,O,X
SJLIOZT,X,O,X
SJLZTIO,O,O,X
SJLZTOI,O,X,X
SJLZITO,O,O,X
SJLZIOT,X,X,X
SJLZOTI,X,X,X
SJLZOIT,X,X,X
SJLOTIZ,X,O,X
SJLOTZI,X,O,X
SJLOITZ,X,O,X
SJLOIZT,X,O,X
SJLOZTI,X,O,X
SJLOZIT,X,O,X
SJZTILO,O,O,X
SJZTIOL,O,X,X
SJZTLIO,O,O,X
SJZTLOI,O,X,X
SJZTOIL,O,X,X
SJZTOLI,O,X,X
SJZITLO,O,O,X
SJZITOL,O,X,X
SJZILTO,O,O,X
SJZILOT,X,X,X
SJZIOTL,X,X,X
SJZIOLT,X,X,X
SJZLTIO,O,O,X
SJZLTOI,O,X,X
SJZLITO,O,O,X
SJZLIOT,X,X,X
SJZLOTI,X,X,X
SJZLOIT,X,X,X
SJZOTIL,X,X,X
SJZOTLI,X,X,X
SJZOITL,X,X,X
SJZOILT,X,X,X
SJZOLTI,X,X,X
SJZOLIT,X,X,X
SJOTILZ,X,O,X
SJOTIZL,X,O,X
SJOTLIZ,X,O,X
SJOTLZI,X,O,X
SJOTZIL,X,O,X
SJOTZLI,X,O,X
SJOITLZ,X,O,X
SJOITZL,X,O,X
SJOILTZ,X,O,X
SJOILZT,X,O,X
SJOIZTL,X,O,X
SJOIZLT,X,O,X
SJOLTIZ,X,O,X
SJOLTZI,X,O,X
SJOLITZ,X,O,X
SJOLIZT,X,O,X
SJOLZTI,X,O,X
SJOLZIT,X,O,X
SJOZTIL,X,O,X
SJOZTLI,X,O,X
SJOZITL,X,O,X
SJOZILT,X,O,X
SJOZLTI,X,O,X
SJOZLIT,X,O,X
SZTILJO,O,O,X
SZTILOJ,O,X,X
SZTIJLO,O,O,X
SZTIJOL,O,X,X
SZTIOLJ,O,X,X
SZTIOJL,O,X,X
SZTLIJO,O,O,X
SZTLIOJ,O,X,X
SZTLJIO,O,O,X
SZTLJOI,O,X,X
SZTLOIJ,O,X,O
SZTLOJI,O,X,O
SZTJILO,O,O,X
SZTJIOL,O,X,X
SZTJLIO,O,O,X
SZTJLOI,O,X,X
SZTJOIL,O,X,X
SZTJOLI,O,X,X
SZTOILJ,O,X,O
SZTOIJL,O,X,X
SZTOLIJ,O,X,O
SZTOLJI,O,X,O
SZTOJIL,O,X,X
SZTOJLI,O,X,X
SZITLJO,O,O,X
SZITLOJ,O,X,X
SZITJLO,O,O,X
SZITJOL,O,X,X
SZITOLJ,O,X,X
SZITOJL,O,X,X
SZILTJO,O,O,X
SZILTOJ,O,X,X
SZILJTO,O,O,X
SZILJOT,X,X,X
SZILOTJ,X,X,X
SZILOJT,X,X,X
SZIJTLO,O,O,X
SZIJTOL,O,X,X
SZIJLTO,O,O,X
SZIJLOT,X,X,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,O,O,X
SZLTIOJ,O,X,X
SZLTJIO,O,O,X
SZLTJOI,O,X,X
SZLTOIJ,O,X,X
SZLTOJI,O,X,X
SZLITJO,O,O,X
SZLITOJ,O,X,X
SZLIJTO,O,O,X
SZLIJOT,X,X,X
SZLIOTJ,X,X,X
SZLIOJT,X,X,X
SZLJTIO,O,O,X
SZLJTOI,O,X,X
SZLJITO,O,O,X
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,X,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,X,X,X
SZLOJTI,X,X,X
SZLOJIT,X,X,X
SZJTILO,O,O,X
SZJTIOL,O,X,X
SZJTLIO,O,O,X
SZJTLOI,O,X,X
SZJTOIL,O,X,X
SZJTOLI,O,X,X
SZJITLO,O,O,X
SZJITOL,O,X,X
SZJILTO,O,O,X
SZJILOT,X,X,X
SZJIOTL,X,X,X
SZJIOLT,X,X,X
SZJLTIO,O,O,X
SZJLTOI,O,X,X
SZJLITO,O,O,X
SZJLIOT,X,X,X
SZJLOTI,X,X,X
SZJLOIT,X,X,X
SZJOTIL,X,X,X
SZJOTLI,X,X,X
SZJOITL,X,X,X
SZJOILT,X,X,X
SZJOLTI,X,X,X
SZJOLIT,X,X,X
SZOTILJ,X,X,O
SZOTIJL,X,X,X
SZOTLIJ,X,X,O
SZOTLJI,X,X,O
SZOTJIL,X,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,O
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,X,X
SZOJTIL,X,X,X
SZOJTLI,X,X,X
SZOJITL,X,X,X
SZOJILT,X,X,X
SZOJLTI,X,X,X
SZOJLIT,X,X,X
SOTILJZ,X,O,X
SOTILZJ,X,O,O
SOTIJLZ,X,O,X
SOTIJZL,X,O,X
SOTIZLJ,X,O,O
SOTIZJL,X,O,X
SOTLIJZ,X,O,X
SOTLIZJ,X,O,O
SOTLJIZ,X,O,X
SOTLJZI,X,O,X
SOTLZIJ,X,O,O
SOTLZJI,X,O,O
SOTJILZ,X,O,X
SOTJIZL,X,O,X
SOTJLIZ,X,O,X
SOTJLZI,X,O,X
SOTJZIL,X,O,X
SOTJZLI,X,O,X
SOTZILJ,X,O,O
SOTZIJL,X,O,X
SOTZLIJ,X,O,O
SOTZLJI,X,O,O
SOTZJIL,X,O,X
SOTZJLI,X,O,X
SOITLJZ,X,O,X
SOITLZJ,X,O,O
SOITJLZ,X,O,X
SOITJZL,X,O,X
SOITZLJ,X,O,O
SOITZJL,X,O,X
SOILTJZ,X,O,X
SOILTZJ,X,O,X
SOILJTZ,X,O,X
SOILJZT,X,O,X
SOILZTJ,X,O,X
SOILZJT,X,O,X
SOIJTLZ,X,O,X
SOIJTZL,X,O,X
SOIJLTZ,X,O,X
SOIJLZT,X,O,X
SOIJZTL,X,O,X
SOIJZLT,X,O,X
SOIZTLJ,X,O,O
SOIZTJL,X,O,X
SOIZLTJ,X,O,X
SOIZLJT,X,O,X
SOIZJTL,X,O,X
SOIZJLT,X,O,X
SOLTIJZ,X,O,X
SOLTIZJ,X,O,X
SOLTJIZ,X,O,X
SOLTJZI,X,O,X
SOLTZIJ,X,O,X
SOLTZJI,X,O,X
SOLITJZ,X,O,X
SOLITZJ,X,O,X
SOLIJTZ,X,O,X
SOLIJZT,X,O,X
SOLIZTJ,X,O,X
SOLIZJT,X,O,X
SOLJTIZ,X,O,X
SOLJTZI,X,O,X
SOLJITZ,X,O,X
SOLJIZT,X,O,X
SOLJZTI,X,O,X
SOLJZIT,X,O,X
SOLZTIJ,X,O,X
SOLZTJI,X,O,X
SOLZITJ,X,O,X
SOLZIJT,X,O,X
SOLZJTI,X,O,X
SOLZJIT,X,O,X
SOJTILZ,X,O,X
SOJTIZL,X,O,X
SOJTLIZ,X,O,X
SOJTLZI,X,O,X
SOJTZIL,X,O,X
SOJTZLI,X,O,X
SOJITLZ,X,O,X
SOJITZL,X,O,X
SOJILTZ,X,O,X
SOJILZT,X,O,X
SOJIZTL,X,O,X
SOJIZLT,X,O,X
SOJLTIZ,X,O,X
SOJLTZI,X,O,X
SOJLITZ,X,O,X
SOJLIZT,X,O,X
SOJLZTI,X,O,X
SOJLZIT,X,O,X
SOJZTIL,X,O,X
SOJZTLI,X,O,X
SOJZITL,X,O,X
SOJZILT,X,O,X
SOJZLTI,X,O,X
SOJZLIT,X,O,X
SOZTILJ,X,O,O
SOZTIJL,X,O,X
SOZTLIJ,X,O,O
SOZTLJI,X,O,O
SOZTJIL,X,O,X
SOZTJLI,X,O,X
SOZITLJ,X,O,O
SOZITJL,X,O,X
SOZILTJ,X,O,X
SOZILJT,X,O,X
SOZIJTL,X,O,X
SOZIJLT,X,O,X
SOZLTIJ,X,O,X
SOZLTJI,X,O,X
SOZLITJ,X,O,X
SOZLIJT,X,O,X
SOZLJTI,X,O,X
SOZLJIT,X,O,X
SOZJTIL,X,O,X
SOZJTLI,X,O,X
SOZJITL,X,O,X
SOZJILT,X,O,X
SOZJLTI,X,O,X
SOZJLIT,X,O,X
ZTILJSO,X,X,X
ZTILJOS,X,X,X
ZTILSJO,X,X,X
ZTILSOJ,X,X,X
ZTILOJS,X,X,X
ZTILOSJ,X,X,X
ZTIJLSO,X,X,X
ZTIJLOS,X,X,X
ZTIJSLO,X,X,X
ZTIJSOL,X,X,X
ZTIJOLS,X,X,X
ZTIJOSL,X,X,X
ZTISLJO,X,X,X
ZTISLOJ,X,X,X
ZTISJLO,X,X,X
ZTISJOL,X,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,X,X,X
ZTIOLSJ,X,X,X
ZTIOJLS,X,X,X
ZTIOJSL,X,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,X,X,X
ZTLIJSO,X,X,X
ZTLIJOS,X,X,X
ZTLISJO,X,X,X
ZTLISOJ,X,X,X
ZTLIOJS,X,X,X
ZTLIOSJ,X,X,X
ZTLJISO,X,X,X
ZTLJIOS,X,X,X
ZTLJSIO,X,X,X
ZTLJSOI,X,X,X
ZTLJOIS,X,X,X
ZTLJOSI,X,X,X
ZTLSIJO,X,X,X
ZTLSIOJ,X,X,X
ZTLSJIO,X,X,X
ZTLSJOI,X,X,X
ZTLSOIJ,X,X,X
ZTLSOJI,X,X,X
ZTLOIJS,X,X,X
ZTLOISJ,X,X,X
ZTLOJIS,X,X,X
ZTLOJSI,X,X,X
ZTLOSIJ,X,X,X
ZTLOSJI,X,X,X
ZTJILSO,X,X,X
ZTJILOS,X,X,X
ZTJISLO,X,X,X
ZTJISOL,X,X,X
ZTJIOLS,X,X,X
ZTJIOSL,X,X,X
ZTJLISO,X,X,X
ZTJLIOS,X,X,X
ZTJLSIO,X,X,X
ZTJLSOI,X,X,X
ZTJLOIS,X,X,X
ZTJLOSI,X,X,X
ZTJSILO,X,X,X
ZTJSIOL,X,X,X
ZTJSLIO,X,X,X
ZTJSLOI,X,X,X
ZTJSOIL,X,X,X
ZTJSOLI,X,X,X
ZTJOILS,X,X,X
ZTJOISL,X,X,X
ZTJOLIS,X,X,X
ZTJOLSI,X,X,X
ZTJOSIL,X,X,X
ZTJOSLI,X,X,X
ZTSILJO,X,X,X
ZTSILOJ,X,X,X
ZTSIJLO,X,X,X
ZTSIJOL,X,X,X
ZTSIOLJ,X,X,X
ZTSIOJL,X,X,X
ZTSLIJO,X,X,X
ZTSLIOJ,X,X,X
ZTSLJIO,X,X,X
ZTSLJOI,X,X,X
ZTSLOIJ,X,X,X
ZTSLOJI,X,X,X
ZTSJILO,X,X,X
ZTSJIOL,X,X,X
ZTSJLIO,X,X,X
ZTSJLOI,X,X,X
ZTSJOIL,X,X,X
ZTSJOLI,X,X,X
ZTSOILJ,X,X,X
ZTSOIJL,X,X,X
ZTSOLIJ,X,X,X
ZTSOLJI,X,X,X
ZTSOJIL,X,X,X
ZTSOJLI,X,X,X
ZTOILJS,X,X,X
ZTOILSJ,X,X,X
ZTOIJLS,X,X,X
ZTOIJSL,X,X,X
ZTOISLJ,X,X,X
ZTOISJL,X,X,X
ZTOLIJS,X,X,X
ZTOLISJ,X,X,X
ZTOLJIS,X,X,X
ZTOLJSI,X,X,X
ZTOLSIJ,X,X,X
ZTOLSJI,X,X,X
ZTOJILS,X,X,X
ZTOJISL,X,X,X
ZTOJLIS,X,X,X
ZTOJLSI,X,X,X
ZTOJSIL,X,X,X
ZTOJSLI,X,X,X
ZTOSILJ,X,X,X
ZTOSIJL,X,X,X
ZTOSLIJ,X,X,X
ZTOSLJI,X,X,X
ZTOSJIL,X,X,X
ZTOSJLI,X,X,X
ZITLJSO,X,X,X
ZITLJOS,X,X,X
ZITLSJO,X,X,X
ZITLSOJ,X,X,X
ZITLOJS,X,X,X
ZITLOSJ,X,X,X
ZITJLSO,X,X,X
ZITJLOS,X,X,X
ZITJSLO,X,X,X
ZITJSOL,X,X,X
ZITJOLS,X,X,X
ZITJOSL,X,X,X
ZITSLJO,X,X,X
ZITSLOJ,X,X,X
ZITSJLO,X,X,X
ZITSJOL,X,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,X,X,X
ZITOLSJ,X,X,X
ZITOJLS,X,X,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,X,X,X
ZILTJOS,X,X,X
ZILTSJO,X,X,X
ZILTSOJ,X,X,X
ZILTOJS,X,X,X
ZILTOSJ,X,X,X
ZILJTSO,X,X,X
ZILJTOS,X,X,X
ZILJSTO,O,O,X
ZILJSOT,X,X,X
ZILJOTS,X,X,X
ZILJOST,X,O,X
ZILSTJO,O,O,X
ZILSTOJ,O,X,X
ZILSJTO,O,O,X
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,X,X,X
ZILOTSJ,X,X,X
ZILOJTS,X,X,X
ZILOJST,X,O,X
ZILOSTJ,X,O,X
ZILOSJT,X,O,X
ZIJTLSO,X,X,X
ZIJTLOS,X,X,X
ZIJTSLO,X,X,X
ZIJTSOL,X,X,X
ZIJTOLS,X,X,X
ZIJTOSL,X,X,X
ZIJLTSO,X,X,X
ZIJLTOS,X,X,X
ZIJLSTO,O,O,X
ZIJLSOT,X,X,X
ZIJLOTS,X,X,X
ZIJLOST,X,O,X
ZIJSTLO,O,O,X
ZIJSTOL,O,X,X
ZIJSLTO,O,O,X
ZIJSLOT,X,X,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,X
ZIJOTSL,X,X,X
ZIJOLTS,X,X,X
ZIJOLST,X,O,X
ZIJOSTL,X,O,X
ZIJOSLT,X,O,X
ZISTLJO,O,O,X
ZISTLOJ,O,X,X
ZISTJLO,O,O,X
ZISTJOL,O,X,X
ZISTOLJ,O,X,X
ZISTOJL,O,X,X
ZISLTJO,O,O,X
ZISLTOJ,O,X,X
ZISLJTO,O,O,X
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,O,O,X
ZISJTOL,O,X,X
ZISJLTO,O,O,X
ZISJLOT,X,X,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,X,X
ZIOTLSJ,X,X,X
ZIOTJLS,X,X,X
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,X,X,X
ZIOLTJS,X,X,X
ZIOLTSJ,X,X,X
ZIOLJTS,X,X,X
ZIOLJST,X,O,X
ZIOLSTJ,X,O,X
ZIOLSJT,X,O,X
ZIOJTLS,X,X,X
ZIOJTSL,X,X,X
ZIOJLTS,X,X,X
ZIOJLST,X,O,X
ZIOJSTL,X,O,X
ZIOJSLT,X,O,X
ZIOSTLJ,X,O,X
ZIOSTJL,X,O,X
ZIOSLTJ,X,O,X
ZIOSLJT,X,O,X
ZIOSJTL,X,O,X
ZIOSJLT,X,O,X
ZLTIJSO,X,X,X
ZLTIJOS,X,X,X
ZLTISJO,X,X,X
ZLTISOJ,X,X,X
ZLTIOJS,X,X,X
ZLTIOSJ,X,X,X
ZLTJISO,X,X,X
ZLTJIOS,X,X,X
ZLTJSIO,X,X,X
ZLTJSOI,X,X,X
ZLTJOIS,X,X,X
ZLTJOSI,X,X,X
ZLTSIJO,X,X,X
ZLTSIOJ,X,X,X
ZLTSJIO,X,X,X
ZLTSJOI,X,X,X
ZLTSOIJ,X,X,X
ZLTSOJI,X,X,X
ZLTOIJS,X,X,X
ZLTOISJ,X,X,X
ZLTOJIS,X,X,X
ZLTOJSI,X,X,X
ZLTOSIJ,X,X,X
ZLTOSJI,X,X,X
ZLITJSO,X,X,X
ZLITJOS,X,X,X
ZLITSJO,X,X,X
ZLITSOJ,X,X,X
ZLITOJS,X,X,X
ZLITOSJ,X,X,X
ZLIJTSO,X,X,X
ZLIJTOS,X,X,X
ZLIJSTO,O,O,X
ZLIJSOT,X,X,X
ZLIJOTS,X,X,X
ZLIJOST,X,O,X
ZLISTJO,O,O,X
ZLISTOJ,O,X,X
ZLISJTO,O,O,X
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,X,X,X
ZLIOTSJ,X,X,X
ZLIOJTS,X,X,X
ZLIOJST,X,O,X
ZLIOSTJ,X,O,X
ZLIOSJT,X,O,X
ZLJTISO,X,X,X
ZLJTIOS,X,X,X
ZLJTSIO,X,X,X
ZLJTSOI,X,X,X
ZLJTOIS,X,X,X
ZLJTOSI,X,X,X
ZLJITSO,X,X,X
ZLJITOS,X,X,X
ZLJISTO,O,O,X
ZLJISOT,X,X,X
ZLJIOTS,X,X,X
ZLJIOST,X,O,X
ZLJSTIO,O,O,X
ZLJSTOI,O,X,X
ZLJSITO,O,O,X
ZLJSIOT,X,X,X
ZLJSOTI,X,X,X
ZLJSOIT,X,X,X
ZLJOTIS,X,X,X
ZLJOTSI,X,X,X
ZLJOITS,X,X,X
ZLJOIST,X,O,X
ZLJOSTI,X,O,X
ZLJOSIT,X,O,X
ZLSTIJO,O,O,X
ZLSTIOJ,O,X,X
ZLSTJIO,O,O,X
ZLSTJOI,O,X,X
ZLSTOIJ,O,X,X
ZLSTOJI,O,X,X
ZLSITJO,O,O,X
ZLSITOJ,O,X,X
ZLSIJTO,O,O,X
ZLSIJOT,X,X,X
ZLSIOTJ,X,X,X
