sequence,v115@QhA8GeC8AeC8AeE8JeZEJvhFukBUhBFiBXjBTlBirB,v115@QhA8GeC8AeC8AeE8JeZEJvhFzfBFhBOnBXjBSqBcrB,v115@QhA8GeC8AeC8AeE8JecFJvhFxhBXjBTkBmmBFrBipB
ZLSJOIT,X,O,X
ZLSOTIJ,X,O,X
ZLSOTJI,X,O,X
ZLSOITJ,X,O,X
ZLSOIJT,X,O,X
ZLSOJTI,X,O,X
ZLSOJIT,X,O,X
ZLOTIJS,X,O,X
ZLOTISJ,X,O,X
ZLOTJIS,X,O,X
ZLOTJSI,X,O,X
ZLOTSIJ,X,O,X
ZLOTSJI,X,O,X
ZLOITJS,X,O,X
ZLOITSJ,X,O,X
ZLOIJTS,X,O,X
ZLOIJST,X,O,X
ZLOISTJ,X,O,X
ZLOISJT,X,O,X
ZLOJTIS,X,O,X
ZLOJTSI,X,O,X
ZLOJITS,X,O,X
ZLOJIST,X,O,X
ZLOJSTI,X,O,X
ZLOJSIT,X,O,X
ZLOSTIJ,X,O,X
ZLOSTJI,X,O,X
ZLOSITJ,X,O,X
ZLOSIJT,X,O,X
ZLOSJTI,X,O,X
ZLOSJIT,X,O,X
ZJTILSO,X,O,X
ZJTILOS,X,O,X
ZJTISLO,X,O,X
ZJTISOL,X,X,X
ZJTIOLS,X,X,X
ZJTIOSL,X,X,X
ZJTLISO,X,O,X
ZJTLIOS,X,O,X
ZJTLSIO,X,O,X
ZJTLSOI,X,O,X
ZJTLOIS,X,O,X
ZJTLOSI,X,O,X
ZJTSILO,X,O,X
ZJTSIOL,X,X,X
ZJTSLIO,X,O,X
ZJTSLOI,X,O,X
ZJTSOIL,X,X,X
ZJTSOLI,X,X,X
ZJTOILS,X,X,X
ZJTOISL,X,X,X
ZJTOLIS,X,X,X
ZJTOLSI,X,X,X
ZJTOSIL,X,X,X
ZJTOSLI,X,X,X
ZJITLSO,X,O,X
ZJITLOS,X,O,X
ZJITSLO,X,O,X
ZJITSOL,X,X,X
ZJITOLS,X,X,X
ZJITOSL,X,X,X
ZJILTSO,X,O,X
ZJILTOS,X,O,X
ZJILSTO,X,O,X
ZJILSOT,X,O,X
ZJILOTS,X,O,X
ZJILOST,X,O,X
ZJISTLO,X,O,X
ZJISTOL,X,X,X
ZJISLTO,X,O,X
ZJISLOT,X,O,X
ZJISOTL,X,X,X
ZJISOLT,X,X,X
ZJIOTLS,X,X,X
ZJIOTSL,X,X,X
ZJIOLTS,X,X,X
ZJIOLST,X,X,X
ZJIOSTL,X,X,X
ZJIOSLT,X,X,X
ZJLTISO,X,O,X
ZJLTIOS,X,O,X
ZJLTSIO,X,O,X
ZJLTSOI,X,O,X
ZJLTOIS,X,O,X
ZJLTOSI,X,O,X
ZJLITSO,X,O,X
ZJLITOS,X,O,X
ZJLISTO,X,O,X
ZJLISOT,X,O,X
ZJLIOTS,X,O,X
ZJLIOST,X,O,X
ZJLSTIO,X,O,X
ZJLSTOI,X,O,X
ZJLSITO,X,O,X
ZJLSIOT,X,O,X
ZJLSOTI,X,O,X
ZJLSOIT,X,O,X
ZJLOTIS,X,O,X
ZJLOTSI,X,O,X
ZJLOITS,X,O,X
ZJLOIST,X,O,X
ZJLOSTI,X,O,X
ZJLOSIT,X,O,X
ZJSTILO,X,O,X
ZJSTIOL,X,X,X
ZJSTLIO,X,O,X
ZJSTLOI,X,O,X
ZJSTOIL,X,X,X
ZJSTOLI,X,X,X
ZJSITLO,X,O,X
ZJSITOL,X,X,X
ZJSILTO,X,O,X
ZJSILOT,X,O,X
ZJSIOTL,X,X,X
ZJSIOLT,X,X,X
ZJSLTIO,X,O,X
ZJSLTOI,X,O,X
ZJSLITO,X,O,X
ZJSLIOT,X,O,X
ZJSLOTI,X,O,X
ZJSLOIT,X,O,X
ZJSOTIL,X,X,O
ZJSOTLI,X,X,O
ZJSOITL,X,X,X
ZJSOILT,X,X,X
ZJSOLTI,X,X,X
ZJSOLIT,X,X,X
ZJOTILS,X,X,X
ZJOTISL,X,X,X
ZJOTLIS,X,X,X
ZJOTLSI,X,X,X
ZJOTSIL,X,X,X
ZJOTSLI,X,X,X
ZJOITLS,X,X,X
ZJOITSL,X,X,X
ZJOILTS,X,X,X
ZJOILST,X,X,X
ZJOISTL,X,X,X
ZJOISLT,X,X,X
ZJOLTIS,X,X,X
ZJOLTSI,X,X,X
ZJOLITS,X,X,X
ZJOLIST,X,X,X
ZJOLSTI,X,X,X
ZJOLSIT,X,X,X
ZJOSTIL,X,X,O
ZJOSTLI,X,X,O
ZJOSITL,X,X,X
ZJOSILT,X,X,X
ZJOSLTI,X,X,X
ZJOSLIT,X,X,X
ZSTILJO,X,O,X
ZSTILOJ,X,O,X
ZSTIJLO,X,O,X
ZSTIJOL,X,X,X
ZSTIOLJ,X,X,X
ZSTIOJL,X,X,X
ZSTLIJO,X,O,X
ZSTLIOJ,X,O,X
ZSTLJIO,X,O,X
ZSTLJOI,X,O,X
ZSTLOIJ,X,O,X
ZSTLOJI,X,O,X
ZSTJILO,X,O,X
ZSTJIOL,X,X,O
ZSTJLIO,X,O,X
ZSTJLOI,X,O,X
ZSTJOIL,X,X,O
ZSTJOLI,X,X,O
ZSTOILJ,X,X,X
ZSTOIJL,X,X,X
ZSTOLIJ,X,X,X
ZSTOLJI,X,X,X
ZSTOJIL,X,X,O
ZSTOJLI,X,X,O
ZSITLJO,X,O,X
ZSITLOJ,X,O,X
ZSITJLO,X,O,X
ZSITJOL,X,X,X
ZSITOLJ,X,X,X
ZSITOJL,X,X,X
ZSILTJO,X,O,X
ZSILTOJ,X,O,X
ZSILJTO,X,O,X
ZSILJOT,X,O,X
ZSILOTJ,X,O,X
ZSILOJT,X,O,X
ZSIJTLO,X,O,X
ZSIJTOL,X,X,X
ZSIJLTO,X,O,X
ZSIJLOT,X,O,X
ZSIJOTL,X,X,X
ZSIJOLT,X,X,X
ZSIOTLJ,X,X,X
ZSIOTJL,X,X,X
ZSIOLTJ,X,X,X
ZSIOLJT,X,X,X
ZSIOJTL,X,X,X
ZSIOJLT,X,X,X
ZSLTIJO,X,O,X
ZSLTIOJ,X,O,X
ZSLTJIO,X,O,X
ZSLTJOI,X,O,X
ZSLTOIJ,X,O,X
ZSLTOJI,X,O,X
ZSLITJO,X,O,X
ZSLITOJ,X,O,X
ZSLIJTO,X,O,X
ZSLIJOT,X,O,X
ZSLIOTJ,X,O,X
ZSLIOJT,X,O,X
ZSLJTIO,X,O,X
ZSLJTOI,X,O,X
ZSLJITO,X,O,X
ZSLJIOT,X,O,X
ZSLJOTI,X,O,X
ZSLJOIT,X,O,X
ZSLOTIJ,X,O,X
ZSLOTJI,X,O,X
ZSLOITJ,X,O,X
ZSLOIJT,X,O,X
ZSLOJTI,X,O,X
ZSLOJIT,X,O,X
ZSJTILO,X,O,X
ZSJTIOL,X,X,X
ZSJTLIO,X,O,X
ZSJTLOI,X,O,X
ZSJTOIL,X,X,X
ZSJTOLI,X,X,X
ZSJITLO,X,O,X
ZSJITOL,X,X,X
ZSJILTO,X,O,X
ZSJILOT,X,O,X
ZSJIOTL,X,X,X
ZSJIOLT,X,X,X
ZSJLTIO,X,O,X
ZSJLTOI,X,O,X
ZSJLITO,X,O,X
ZSJLIOT,X,O,X
ZSJLOTI,X,O,X
ZSJLOIT,X,O,X
ZSJOTIL,X,X,O
ZSJOTLI,X,X,O
ZSJOITL,X,X,X
ZSJOILT,X,X,X
ZSJOLTI,X,X,X
ZSJOLIT,X,X,X
ZSOTILJ,X,X,X
ZSOTIJL,X,X,X
ZSOTLIJ,X,X,X
ZSOTLJI,X,X,X
ZSOTJIL,X,X,O
ZSOTJLI,X,X,O
ZSOITLJ,X,X,X
ZSOITJL,X,X,X
ZSOILTJ,X,X,X
ZSOILJT,X,X,X
ZSOIJTL,X,X,X
ZSOIJLT,X,X,X
ZSOLTIJ,X,X,X
ZSOLTJI,X,X,X
ZSOLITJ,X,X,X
ZSOLIJT,X,X,X
ZSOLJTI,X,X,X
ZSOLJIT,X,X,X
ZSOJTIL,X,X,O
ZSOJTLI,X,X,O
ZSOJITL,X,X,X
ZSOJILT,X,X,X
ZSOJLTI,X,X,X
ZSOJLIT,X,X,X
ZOTILJS,X,X,X
ZOTILSJ,X,X,X
ZOTIJLS,X,X,X
ZOTIJSL,X,X,X
ZOTISLJ,X,X,X
ZOTISJL,X,X,X
ZOTLIJS,X,X,X
ZOTLISJ,X,X,X
ZOTLJIS,X,X,X
ZOTLJSI,X,X,X
ZOTLSIJ,X,X,X
ZOTLSJI,X,X,X
ZOTJILS,X,X,X
ZOTJISL,X,X,O
ZOTJLIS,X,X,X
ZOTJLSI,X,X,X
ZOTJSIL,X,X,O
ZOTJSLI,X,X,O
ZOTSILJ,X,X,X
ZOTSIJL,X,X,X
ZOTSLIJ,X,X,X
ZOTSLJI,X,X,X
ZOTSJIL,X,X,O
ZOTSJLI,X,X,O
ZOITLJS,X,X,X
ZOITLSJ,X,X,X
ZOITJLS,X,X,X
ZOITJSL,X,X,X
ZOITSLJ,X,X,X
ZOITSJL,X,X,X
ZOILTJS,X,X,X
ZOILTSJ,X,X,X
ZOILJTS,X,X,X
ZOILJST,X,X,X
ZOILSTJ,X,X,X
ZOILSJT,X,X,X
ZOIJTLS,X,X,X
ZOIJTSL,X,X,X
ZOIJLTS,X,X,X
ZOIJLST,X,X,X
ZOIJSTL,X,X,X
ZOIJSLT,X,X,X
ZOISTLJ,X,X,X
ZOISTJL,X,X,X
ZOISLTJ,X,X,X
ZOISLJT,X,X,X
ZOISJTL,X,X,X
ZOISJLT,X,X,X
ZOLTIJS,X,X,X
ZOLTISJ,X,X,X
ZOLTJIS,X,X,X
ZOLTJSI,X,X,X
ZOLTSIJ,X,X,X
ZOLTSJI,X,X,X
ZOLITJS,X,X,X
ZOLITSJ,X,X,X
ZOLIJTS,X,X,X
ZOLIJST,X,X,X
ZOLISTJ,X,X,X
ZOLISJT,X,X,X
ZOLJTIS,X,X,X
ZOLJTSI,X,X,X
ZOLJITS,X,X,X
ZOLJIST,X,X,X
ZOLJSTI,X,X,X
ZOLJSIT,X,X,X
ZOLSTIJ,X,X,X
ZOLSTJI,X,X,X
ZOLSITJ,X,X,X
ZOLSIJT,X,X,X
ZOLSJTI,X,X,X
ZOLSJIT,X,X,X
ZOJTILS,X,X,X
ZOJTISL,X,X,X
ZOJTLIS,X,X,X
ZOJTLSI,X,X,X
ZOJTSIL,X,X,X
ZOJTSLI,X,X,X
ZOJITLS,X,X,X
ZOJITSL,X,X,X
ZOJILTS,X,X,X
ZOJILST,X,X,X
ZOJISTL,X,X,X
ZOJISLT,X,X,X
ZOJLTIS,X,X,X
ZOJLTSI,X,X,X
ZOJLITS,X,X,X
ZOJLIST,X,X,X
ZOJLSTI,X,X,X
ZOJLSIT,X,X,X
ZOJSTIL,X,X,O
ZOJSTLI,X,X,O
ZOJSITL,X,X,X
ZOJSILT,X,X,X
ZOJSLTI,X,X,X
ZOJSLIT,X,X,X
ZOSTILJ,X,X,X
ZOSTIJL,X,X,X
ZOSTLIJ,X,X,X
ZOSTLJI,X,X,X
ZOSTJIL,X,X,O
ZOSTJLI,X,X,O
ZOSITLJ,X,X,X
ZOSITJL,X,X,X
ZOSILTJ,X,X,X
ZOSILJT,X,X,X
ZOSIJTL,X,X,X
ZOSIJLT,X,X,X
ZOSLTIJ,X,X,X
ZOSLTJI,X,X,X
ZOSLITJ,X,X,X
ZOSLIJT,X,X,X
ZOSLJTI,X,X,X
ZOSLJIT,X,X,X
ZOSJTIL,X,X,O
ZOSJTLI,X,X,O
ZOSJITL,X,X,X
ZOSJILT,X,X,X
ZOSJLTI,X,X,X
ZOSJLIT,X,X,X
OTILJSZ,X,X,X
OTILJZS,X,X,X
OTILSJZ,X,X,X
OTILSZJ,X,X,X
OTILZJS,X,X,X
OTILZSJ,X,X,X
OTIJLSZ,X,X,X
OTIJLZS,X,X,X
OTIJSLZ,X,X,X
OTIJSZL,X,X,X
OTIJZLS,X,X,X
OTIJZSL,X,X,X
OTISLJZ,X,X,X
OTISLZJ,X,X,X
OTISJLZ,X,X,X
OTISJZL,X,X,X
OTISZLJ,X,X,X
OTISZJL,X,X,X
OTIZLJS,X,X,X
OTIZLSJ,X,X,X
OTIZJLS,X,X,X
OTIZJSL,X,X,X
OTIZSLJ,X,X,X
OTIZSJL,X,X,X
OTLIJSZ,X,X,X
OTLIJZS,X,X,X
OTLISJZ,X,X,X
OTLISZJ,X,X,X
OTLIZJS,X,X,X
OTLIZSJ,X,X,X
OTLJISZ,X,X,X
OTLJIZS,X,X,X
OTLJSIZ,X,X,X
OTLJSZI,X,X,X
OTLJZIS,X,X,X
OTLJZSI,X,X,X
OTLSIJZ,X,X,X
OTLSIZJ,X,X,X
OTLSJIZ,X,X,X
OTLSJZI,X,X,X
OTLSZIJ,X,X,X
OTLSZJI,X,X,X
OTLZIJS,X,X,X
OTLZISJ,X,X,X
OTLZJIS,X,X,X
OTLZJSI,X,X,X
OTLZSIJ,X,X,X
OTLZSJI,X,X,X
OTJILSZ,X,X,X
OTJILZS,X,X,X
OTJISLZ,X,X,X
OTJISZL,X,X,O
OTJIZLS,X,X,X
OTJIZSL,X,X,O
OTJLISZ,X,X,X
OTJLIZS,X,X,X
OTJLSIZ,X,X,X
OTJLSZI,X,X,X
OTJLZIS,X,X,X
OTJLZSI,X,X,X
OTJSILZ,X,X,X
OTJSIZL,X,X,O
OTJSLIZ,X,X,X
OTJSLZI,X,X,X
OTJSZIL,X,X,O
OTJSZLI,X,X,O
OTJZILS,X,X,X
OTJZISL,X,X,O
OTJZLIS,X,X,X
OTJZLSI,X,X,X
OTJZSIL,X,X,O
OTJZSLI,X,X,O
OTSILJZ,X,X,X
OTSILZJ,X,X,X
OTSIJLZ,X,X,X
OTSIJZL,X,X,O
OTSIZLJ,X,X,X
OTSIZJL,X,X,X
OTSLIJZ,X,X,X
OTSLIZJ,X,X,X
OTSLJIZ,X,X,X
OTSLJZI,X,X,X
OTSLZIJ,X,X,X
OTSLZJI,X,X,X
OTSJILZ,X,X,X
OTSJIZL,X,X,O
OTSJLIZ,X,X,X
OTSJLZI,X,X,X
OTSJZIL,X,X,O
OTSJZLI,X,X,O
OTSZILJ,X,X,X
OTSZIJL,X,X,X
OTSZLIJ,X,X,X
OTSZLJI,X,X,X
OTSZJIL,X,X,O
OTSZJLI,X,X,O
OTZILJS,X,X,X
OTZILSJ,X,X,X
OTZIJLS,X,X,X
OTZIJSL,X,X,X
OTZISLJ,X,X,X
OTZISJL,X,X,X
OTZLIJS,X,X,X
OTZLISJ,X,X,X
OTZLJIS,X,X,X
OTZLJSI,X,X,X
OTZLSIJ,X,X,X
OTZLSJI,X,X,X
OTZJILS,X,X,X
OTZJISL,X,X,O
OTZJLIS,X,X,X
OTZJLSI,X,X,X
OTZJSIL,X,X,O
OTZJSLI,X,X,O
OTZSILJ,X,X,X
OTZSIJL,X,X,X
OTZSLIJ,X,X,X
OTZSLJI,X,X,X
OTZSJIL,X,X,O
OTZSJLI,X,X,O
OITLJSZ,X,X,X
OITLJZS,X,X,X
OITLSJZ,X,X,X
OITLSZJ,X,X,X
OITLZJS,X,X,X
OITLZSJ,X,X,X
OITJLSZ,X,X,X
OITJLZS,X,X,X
OITJSLZ,X,X,X
OITJSZL,X,X,X
OITJZLS,X,X,X
OITJZSL,X,X,X
OITSLJZ,X,X,X
OITSLZJ,X,X,X
OITSJLZ,X,X,X
OITSJZL,X,X,X
OITSZLJ,X,X,X
OITSZJL,X,X,X
OITZLJS,X,X,X
OITZLSJ,X,X,X
OITZJLS,X,X,X
OITZJSL,X,X,X
OITZSLJ,X,X,X
OITZSJL,X,X,X
OILTJSZ,O,X,X
OILTJZS,O,X,X
OILTSJZ,O,X,X
OILTSZJ,O,X,X
OILTZJS,O,X,X
OILTZSJ,O,X,X
OILJTSZ,O,X,X
OILJTZS,O,X,X
OILJSTZ,O,X,X
OILJSZT,O,X,X
OILJZTS,O,X,X
OILJZST,O,X,X
OILSTJZ,O,X,X
OILSTZJ,O,X,X
OILSJTZ,O,X,X
OILSJZT,O,X,X
OILSZTJ,O,X,X
OILSZJT,O,X,X
OILZTJS,O,X,X
OILZTSJ,O,X,X
OILZJTS,O,X,X
OILZJST,O,X,X
OILZSTJ,O,X,X
OILZSJT,O,X,X
OIJTLSZ,X,X,X
OIJTLZS,X,X,X
OIJTSLZ,X,X,X
OIJTSZL,X,X,X
OIJTZLS,X,X,X
OIJTZSL,X,X,X
OIJLTSZ,O,X,X
OIJLTZS,O,X,X
OIJLSTZ,O,X,X
OIJLSZT,O,X,X
OIJLZTS,O,X,X
OIJLZST,O,X,X
OIJSTLZ,O,X,X
OIJSTZL,O,X,X
OIJSLTZ,O,X,X
OIJSLZT,O,X,X
OIJSZTL,O,X,X
OIJSZLT,O,X,X
OIJZTLS,X,X,X
OIJZTSL,O,X,X
OIJZLTS,O,X,X
OIJZLST,O,X,X
OIJZSTL,O,X,X
OIJZSLT,O,X,X
OISTLJZ,O,X,X
OISTLZJ,O,X,X
OISTJLZ,O,X,X
OISTJZL,O,X,X
OISTZLJ,X,X,X
OISTZJL,O,X,X
OISLTJZ,O,X,X
OISLTZJ,O,X,X
OISLJTZ,O,X,X
OISLJZT,O,X,X
OISLZTJ,O,X,X
OISLZJT,O,X,X
OISJTLZ,O,X,X
OISJTZL,O,X,X
OISJLTZ,O,X,X
OISJLZT,O,X,X
OISJZTL,O,X,X
OISJZLT,O,X,X
OISZTLJ,X,X,X
OISZTJL,O,X,X
OISZLTJ,O,X,X
OISZLJT,O,X,X
OISZJTL,O,X,X
OISZJLT,O,X,X
OIZTLJS,X,X,X
OIZTLSJ,X,X,X
OIZTJLS,X,X,X
OIZTJSL,O,X,X
OIZTSLJ,X,X,X
OIZTSJL,O,X,X
OIZLTJS,O,X,X
OIZLTSJ,O,X,X
OIZLJTS,O,X,X
OIZLJST,O,X,X
OIZLSTJ,O,X,X
OIZLSJT,O,X,X
OIZJTLS,X,X,X
OIZJTSL,O,X,X
OIZJLTS,O,X,X
OIZJLST,O,X,X
OIZJSTL,O,X,X
OIZJSLT,O,X,X
OIZSTLJ,X,X,X
OIZSTJL,O,X,X
OIZSLTJ,O,X,X
OIZSLJT,O,X,X
OIZSJTL,O,X,X
OIZSJLT,O,X,X
OLTIJSZ,O,X,X
OLTIJZS,O,X,X
OLTISJZ,O,X,X
OLTISZJ,O,X,X
OLTIZJS,O,X,X
OLTIZSJ,O,X,X
OLTJISZ,O,X,X
OLTJIZS,O,X,X
OLTJSIZ,O,X,X
OLTJSZI,O,X,X
OLTJZIS,O,X,X
OLTJZSI,O,X,X
OLTSIJZ,O,X,X
OLTSIZJ,O,X,X
OLTSJIZ,O,X,X
OLTSJZI,O,X,X
OLTSZIJ,O,X,X
OLTSZJI,O,X,X
OLTZIJS,O,X,X
OLTZISJ,O,X,X
OLTZJIS,O,X,X
OLTZJSI,O,X,X
OLTZSIJ,O,X,X
OLTZSJI,O,X,X
OLITJSZ,O,X,X
OLITJZS,O,X,X
OLITSJZ,O,X,X
OLITSZJ,O,X,X
OLITZJS,O,X,X
OLITZSJ,O,X,X
OLIJTSZ,O,X,X
OLIJTZS,O,X,X
OLIJSTZ,O,X,X
OLIJSZT,O,X,X
OLIJZTS,O,X,X
OLIJZST,O,X,X
OLISTJZ,O,X,X
OLISTZJ,O,X,X
OLISJTZ,O,X,X
OLISJZT,O,X,X
OLISZTJ,O,X,X
OLISZJT,O,X,X
OLIZTJS,O,X,X
OLIZTSJ,O,X,X
OLIZJTS,O,X,X
OLIZJST,O,X,X
OLIZSTJ,O,X,X
OLIZSJT,O,X,X
OLJTISZ,O,X,X
OLJTIZS,O,X,X
OLJTSIZ,O,X,X
OLJTSZI,O,X,X
OLJTZIS,O,X,X
OLJTZSI,O,X,X
OLJITSZ,O,X,X
OLJITZS,O,X,X
OLJISTZ,O,X,X
OLJISZT,O,X,X
OLJIZTS,O,X,X
OLJIZST,O,X,X
OLJSTIZ,O,X,X
OLJSTZI,O,X,X
OLJSITZ,O,X,X
OLJSIZT,O,X,X
OLJSZTI,O,X,X
OLJSZIT,O,X,X
OLJZTIS,O,X,X
OLJZTSI,O,X,X
OLJZITS,O,X,X
OLJZIST,O,X,X
OLJZSTI,O,X,X
OLJZSIT,O,X,X
OLSTIJZ,O,X,X
OLSTIZJ,O,X,X
OLSTJIZ,O,X,X
OLSTJZI,O,X,X
OLSTZIJ,O,X,X
OLSTZJI,O,X,X
OLSITJZ,O,X,X
OLSITZJ,O,X,X
OLSIJTZ,O,X,X
OLSIJZT,O,X,X
OLSIZTJ,O,X,X
OLSIZJT,O,X,X
OLSJTIZ,O,X,X
OLSJTZI,O,X,X
OLSJITZ,O,X,X
OLSJIZT,O,X,X
OLSJZTI,O,X,X
OLSJZIT,O,X,X
OLSZTIJ,O,X,X
OLSZTJI,O,X,X
OLSZITJ,O,X,X
OLSZIJT,O,X,X
OLSZJTI,O,X,X
OLSZJIT,O,X,X
OLZTIJS,O,X,X
OLZTISJ,O,X,X
OLZTJIS,O,X,X
OLZTJSI,O,X,X
OLZTSIJ,O,X,X
OLZTSJI,O,X,X
OLZITJS,O,X,X
OLZITSJ,O,X,X
OLZIJTS,O,X,X
OLZIJST,O,X,X
OLZISTJ,O,X,X
OLZISJT,O,X,X
OLZJTIS,O,X,X
OLZJTSI,O,X,X
OLZJITS,O,X,X
OLZJIST,O,X,X
OLZJSTI,O,X,X
OLZJSIT,O,X,X
OLZSTIJ,O,X,X
OLZSTJI,O,X,X
OLZSITJ,O,X,X
OLZSIJT,O,X,X
OLZSJTI,O,X,X
OLZSJIT,O,X,X
OJTILSZ,X,X,X
OJTILZS,X,X,X
OJTISLZ,X,X,X
OJTISZL,X,X,O
OJTIZLS,X,X,X
OJTIZSL,X,X,O
OJTLISZ,X,X,X
OJTLIZS,X,X,X
OJTLSIZ,X,X,X
OJTLSZI,X,X,X
OJTLZIS,X,X,X
OJTLZSI,X,X,X
OJTSILZ,X,X,X
OJTSIZL,X,X,O
OJTSLIZ,X,X,X
OJTSLZI,X,X,X
OJTSZIL,X,X,O
OJTSZLI,X,X,O
OJTZILS,X,X,X
OJTZISL,X,X,O
OJTZLIS,X,X,X
OJTZLSI,X,X,X
OJTZSIL,X,X,O
OJTZSLI,X,X,O
OJITLSZ,X,X,X
OJITLZS,X,X,X
OJITSLZ,X,X,X
OJITSZL,X,X,O
OJITZLS,X,X,X
OJITZSL,X,X,O
OJILTSZ,O,X,X
OJILTZS,O,X,X
OJILSTZ,O,X,X
OJILSZT,O,X,X
OJILZTS,O,X,X
OJILZST,O,X,X
OJISTLZ,O,X,X
OJISTZL,O,X,O
OJISLTZ,O,X,X
OJISLZT,O,X,X
OJISZTL,O,X,X
OJISZLT,O,X,X
OJIZTLS,X,X,X
OJIZTSL,O,X,X
OJIZLTS,O,X,X
OJIZLST,O,X,X
OJIZSTL,O,X,X
OJIZSLT,O,X,X
OJLTISZ,O,X,X
OJLTIZS,O,X,X
OJLTSIZ,O,X,X
OJLTSZI,O,X,X
OJLTZIS,O,X,X
OJLTZSI,O,X,X
OJLITSZ,O,X,X
OJLITZS,O,X,X
OJLISTZ,O,X,X
OJLISZT,O,X,X
OJLIZTS,O,X,X
OJLIZST,O,X,X
OJLSTIZ,O,X,X
OJLSTZI,O,X,X
OJLSITZ,O,X,X
OJLSIZT,O,X,X
OJLSZTI,O,X,X
OJLSZIT,O,X,X
OJLZTIS,O,X,X
OJLZTSI,O,X,X
OJLZITS,O,X,X
OJLZIST,O,X,X
OJLZSTI,O,X,X
OJLZSIT,O,X,X
OJSTILZ,O,X,X
OJSTIZL,O,X,O
OJSTLIZ,O,X,X
OJSTLZI,O,X,X
OJSTZIL,O,X,O
OJSTZLI,X,X,O
OJSITLZ,O,X,X
OJSITZL,O,X,O
OJSILTZ,O,X,X
OJSILZT,O,X,X
OJSIZTL,O,X,X
OJSIZLT,O,X,X
OJSLTIZ,O,X,X
OJSLTZI,O,X,X
OJSLITZ,O,X,X
OJSLIZT,O,X,X
OJSLZTI,O,X,X
OJSLZIT,O,X,X
OJSZTIL,O,X,O
OJSZTLI,X,X,O
OJSZITL,O,X,X
OJSZILT,O,X,X
OJSZLTI,O,X,X
OJSZLIT,O,X,X
OJZTILS,X,X,X
OJZTISL,O,X,X
OJZTLIS,X,X,X
OJZTLSI,X,X,X
OJZTSIL,O,X,X
OJZTSLI,X,X,X
OJZITLS,X,X,X
OJZITSL,O,X,X
OJZILTS,O,X,X
OJZILST,O,X,X
OJZISTL,O,X,X
OJZISLT,O,X,X
OJZLTIS,O,X,X
OJZLTSI,O,X,X
OJZLITS,O,X,X
OJZLIST,O,X,X
OJZLSTI,O,X,X
OJZLSIT,O,X,X
OJZSTIL,O,X,O
OJZSTLI,X,X,O
OJZSITL,O,X,X
OJZSILT,O,X,X
OJZSLTI,O,X,X
OJZSLIT,O,X,X
OSTILJZ,O,X,X
OSTILZJ,O,X,X
OSTIJLZ,O,X,X
OSTIJZL,O,X,O
OSTIZLJ,X,X,X
OSTIZJL,O,X,X
OSTLIJZ,O,X,X
OSTLIZJ,O,X,X
OSTLJIZ,O,X,X
OSTLJZI,O,X,X
OSTLZIJ,O,X,X
OSTLZJI,O,X,X
OSTJILZ,O,X,X
OSTJIZL,O,X,O
OSTJLIZ,O,X,X
OSTJLZI,O,X,X
OSTJZIL,O,X,O
OSTJZLI,X,X,O
OSTZILJ,X,X,X
OSTZIJL,O,X,X
OSTZLIJ,X,X,X
OSTZLJI,X,X,X
OSTZJIL,O,X,O
OSTZJLI,X,X,O
OSITLJZ,O,X,X
OSITLZJ,O,X,X
OSITJLZ,O,X,X
OSITJZL,O,X,O
OSITZLJ,X,X,X
OSITZJL,O,X,X
OSILTJZ,O,X,X
OSILTZJ,O,X,X
OSILJTZ,O,X,X
OSILJZT,O,X,X
OSILZTJ,O,X,X
OSILZJT,O,X,X
OSIJTLZ,O,X,X
OSIJTZL,O,X,O
OSIJLTZ,O,X,X
OSIJLZT,O,X,X
OSIJZTL,O,X,X
OSIJZLT,O,X,X
OSIZTLJ,X,X,X
OSIZTJL,O,X,X
OSIZLTJ,O,X,X
OSIZLJT,O,X,X
OSIZJTL,O,X,X
OSIZJLT,O,X,X
OSLTIJZ,O,X,X
OSLTIZJ,O,X,X
OSLTJIZ,O,X,X
OSLTJZI,O,X,X
OSLTZIJ,O,X,X
OSLTZJI,O,X,X
OSLITJZ,O,X,X
OSLITZJ,O,X,X
OSLIJTZ,O,X,X
OSLIJZT,O,X,X
OSLIZTJ,O,X,X
OSLIZJT,O,X,X
OSLJTIZ,O,X,X
OSLJTZI,O,X,X
OSLJITZ,O,X,X
OSLJIZT,O,X,X
OSLJZTI,O,X,X
OSLJZIT,O,X,X
OSLZTIJ,O,X,X
OSLZTJI,O,X,X
OSLZITJ,O,X,X
OSLZIJT,O,X,X
OSLZJTI,O,X,X
OSLZJIT,O,X,X
OSJTILZ,O,X,X
OSJTIZL,O,X,O
OSJTLIZ,O,X,X
OSJTLZI,O,X,X
OSJTZIL,O,X,O
OSJTZLI,X,X,O
OSJITLZ,O,X,X
OSJITZL,O,X,O
OSJILTZ,O,X,X
OSJILZT,O,X,X
OSJIZTL,O,X,X
OSJIZLT,O,X,X
OSJLTIZ,O,X,X
OSJLTZI,O,X,X
OSJLITZ,O,X,X
OSJLIZT,O,X,X
OSJLZTI,O,X,X
OSJLZIT,O,X,X
OSJZTIL,O,X,O
OSJZTLI,X,X,O
OSJZITL,O,X,X
OSJZILT,O,X,X
OSJZLTI,O,X,X
OSJZLIT,O,X,X
OSZTILJ,X,X,X
OSZTIJL,O,X,X
OSZTLIJ,X,X,X
OSZTLJI,X,X,X
