sequence,v115@MhA8HeB8EeI8Je0/IvhFxgBOnB6oBNpB3qBzsB,v115@MhA8HeB8EeI8Jex/IvhFXhBOnB6oBNpBUqBzsB,v115@MhA8HeB8EeI8Je0/IvhFxgBKnBziB+oBNpB3qB
ZLSOTJI,O,O,X
ZLSOITJ,O,X,X
ZLSOIJT,O,O,X
ZLSOJTI,O,O,X
ZLSOJIT,O,O,X
ZLOTIJS,O,O,X
ZLOTISJ,O,O,X
ZLOTJIS,O,O,X
ZLOTJSI,O,O,X
ZLOTSIJ,O,O,X
ZLOTSJI,O,O,X
ZLOITJS,O,X,X
ZLOITSJ,O,X,X
ZLOIJTS,O,X,X
ZLOIJST,O,X,X
ZLOISTJ,O,X,X
ZLOISJT,O,X,X
ZLOJTIS,O,O,X
ZLOJTSI,O,O,X
ZLOJITS,O,X,X
ZLOJIST,O,X,X
ZLOJSTI,O,O,X
ZLOJSIT,O,O,X
ZLOSTIJ,O,O,X
ZLOSTJI,O,O,X
ZLOSITJ,O,X,X
ZLOSIJT,O,O,X
ZLOSJTI,O,O,X
ZLOSJIT,O,O,X
ZJTILSO,O,O,O
ZJTILOS,O,O,O
ZJTISLO,O,O,O
ZJTISOL,O,O,O
ZJTIOLS,O,O,O
ZJTIOSL,O,O,O
ZJTLISO,O,O,O
ZJTLIOS,O,O,O
ZJTLSIO,O,O,O
ZJTLSOI,O,O,O
ZJTLOIS,O,O,O
ZJTLOSI,O,O,O
ZJTSILO,O,O,O
ZJTSIOL,O,O,O
ZJTSLIO,O,O,O
ZJTSLOI,O,O,O
ZJTSOIL,O,O,O
ZJTSOLI,O,O,O
ZJTOILS,O,O,O
ZJTOISL,O,O,O
ZJTOLIS,O,O,O
ZJTOLSI,O,O,O
ZJTOSIL,O,O,O
ZJTOSLI,O,O,O
ZJITLSO,O,X,O
ZJITLOS,O,X,O
ZJITSLO,O,X,O
ZJITSOL,O,X,X
ZJITOLS,O,X,O
ZJITOSL,O,X,X
ZJILTSO,O,X,O
ZJILTOS,O,X,O
ZJILSTO,O,X,O
ZJILSOT,X,X,O
ZJILOTS,X,X,O
ZJILOST,X,X,O
ZJISTLO,O,X,O
ZJISTOL,O,X,O
ZJISLTO,O,X,O
ZJISLOT,X,X,O
ZJISOTL,O,X,X
ZJISOLT,O,X,X
ZJIOTLS,O,X,X
ZJIOTSL,O,X,X
ZJIOLTS,O,X,X
ZJIOLST,O,X,X
ZJIOSTL,O,X,X
ZJIOSLT,O,X,X
ZJLTISO,O,O,O
ZJLTIOS,O,O,O
ZJLTSIO,O,O,O
ZJLTSOI,O,O,O
ZJLTOIS,O,O,O
ZJLTOSI,O,O,O
ZJLITSO,O,X,O
ZJLITOS,O,X,O
ZJLISTO,O,X,O
ZJLISOT,X,X,O
ZJLIOTS,X,X,O
ZJLIOST,X,X,O
ZJLSTIO,O,O,O
ZJLSTOI,O,O,O
ZJLSITO,O,O,O
ZJLSIOT,X,O,O
ZJLSOTI,X,X,O
ZJLSOIT,X,X,O
ZJLOTIS,X,X,O
ZJLOTSI,X,X,O
ZJLOITS,X,X,O
ZJLOIST,X,X,O
ZJLOSTI,X,X,O
ZJLOSIT,X,X,O
ZJSTILO,O,O,O
ZJSTIOL,O,O,O
ZJSTLIO,O,O,O
ZJSTLOI,O,O,O
ZJSTOIL,O,O,O
ZJSTOLI,O,O,O
ZJSITLO,O,X,O
ZJSITOL,O,X,O
ZJSILTO,O,O,O
ZJSILOT,X,O,O
ZJSIOTL,O,X,X
ZJSIOLT,O,O,X
ZJSLTIO,O,O,O
ZJSLTOI,O,O,O
ZJSLITO,O,O,O
ZJSLIOT,X,O,O
ZJSLOTI,X,X,O
ZJSLOIT,X,X,O
ZJSOTIL,O,O,O
ZJSOTLI,O,O,O
ZJSOITL,O,X,X
ZJSOILT,O,O,X
ZJSOLTI,O,O,O
ZJSOLIT,O,O,O
ZJOTILS,O,O,O
ZJOTISL,O,O,O
ZJOTLIS,O,O,O
ZJOTLSI,O,O,O
ZJOTSIL,O,O,O
ZJOTSLI,O,O,O
ZJOITLS,O,X,X
ZJOITSL,O,X,X
ZJOILTS,O,X,X
ZJOILST,O,X,X
ZJOISTL,O,X,X
ZJOISLT,O,X,X
ZJOLTIS,O,O,O
ZJOLTSI,O,O,O
ZJOLITS,O,X,O
ZJOLIST,O,X,O
ZJOLSTI,O,O,O
ZJOLSIT,O,O,O
ZJOSTIL,O,O,O
ZJOSTLI,O,O,O
ZJOSITL,O,X,X
ZJOSILT,O,O,X
ZJOSLTI,O,O,O
ZJOSLIT,O,O,O
ZSTILJO,O,O,O
ZSTILOJ,O,O,O
ZSTIJLO,O,O,O
ZSTIJOL,O,O,O
ZSTIOLJ,O,O,O
ZSTIOJL,O,O,O
ZSTLIJO,O,O,O
ZSTLIOJ,O,O,O
ZSTLJIO,O,O,O
ZSTLJOI,O,O,O
ZSTLOIJ,O,O,O
ZSTLOJI,O,O,O
ZSTJILO,O,O,O
ZSTJIOL,O,O,O
ZSTJLIO,O,O,O
ZSTJLOI,O,O,O
ZSTJOIL,O,O,O
ZSTJOLI,O,O,O
ZSTOILJ,O,O,O
ZSTOIJL,O,O,O
ZSTOLIJ,O,O,O
ZSTOLJI,O,O,O
ZSTOJIL,O,O,O
ZSTOJLI,O,O,O
ZSITLJO,O,X,O
ZSITLOJ,O,X,O
ZSITJLO,O,X,O
ZSITJOL,O,X,O
ZSITOLJ,O,X,O
ZSITOJL,O,X,O
ZSILTJO,O,X,O
ZSILTOJ,O,X,O
ZSILJTO,O,O,O
ZSILJOT,X,O,O
ZSILOTJ,O,X,X
ZSILOJT,O,O,X
ZSIJTLO,O,X,O
ZSIJTOL,O,X,O
ZSIJLTO,O,O,O
ZSIJLOT,X,O,O
ZSIJOTL,O,X,X
ZSIJOLT,O,O,X
ZSIOTLJ,O,X,X
ZSIOTJL,O,X,X
ZSIOLTJ,O,X,X
ZSIOLJT,O,O,X
ZSIOJTL,O,X,X
ZSIOJLT,O,O,X
ZSLTIJO,O,O,O
ZSLTIOJ,O,O,O
ZSLTJIO,O,O,O
ZSLTJOI,O,O,O
ZSLTOIJ,O,O,O
ZSLTOJI,O,O,O
ZSLITJO,O,X,O
ZSLITOJ,O,X,O
ZSLIJTO,O,O,O
ZSLIJOT,X,O,O
ZSLIOTJ,O,X,X
ZSLIOJT,O,O,X
ZSLJTIO,O,O,O
ZSLJTOI,O,O,O
ZSLJITO,O,O,O
ZSLJIOT,X,O,O
ZSLJOTI,X,X,O
ZSLJOIT,X,X,O
ZSLOTIJ,O,O,X
ZSLOTJI,O,O,X
ZSLOITJ,O,X,X
ZSLOIJT,O,O,X
ZSLOJTI,O,O,X
ZSLOJIT,O,O,X
ZSJTILO,O,O,O
ZSJTIOL,O,O,O
ZSJTLIO,O,O,O
ZSJTLOI,O,O,O
ZSJTOIL,O,O,O
ZSJTOLI,O,O,O
ZSJITLO,O,X,O
ZSJITOL,O,X,O
ZSJILTO,O,O,O
ZSJILOT,X,O,O
ZSJIOTL,O,X,X
ZSJIOLT,O,O,X
ZSJLTIO,O,O,O
ZSJLTOI,O,O,O
ZSJLITO,O,O,O
ZSJLIOT,X,O,O
ZSJLOTI,X,X,O
ZSJLOIT,X,X,O
ZSJOTIL,O,O,O
ZSJOTLI,O,O,O
ZSJOITL,O,X,X
ZSJOILT,O,O,X
ZSJOLTI,O,O,O
ZSJOLIT,O,O,O
ZSOTILJ,O,O,X
ZSOTIJL,O,O,X
ZSOTLIJ,O,O,X
ZSOTLJI,O,O,X
ZSOTJIL,O,O,X
ZSOTJLI,O,O,X
ZSOITLJ,O,X,X
ZSOITJL,O,X,X
ZSOILTJ,O,X,X
ZSOILJT,O,O,X
ZSOIJTL,O,X,X
ZSOIJLT,O,O,X
ZSOLTIJ,O,O,X
ZSOLTJI,O,O,X
ZSOLITJ,O,X,X
ZSOLIJT,O,O,X
ZSOLJTI,O,O,X
ZSOLJIT,O,O,X
ZSOJTIL,O,O,X
ZSOJTLI,O,O,X
ZSOJITL,O,X,X
ZSOJILT,O,O,X
ZSOJLTI,O,O,X
ZSOJLIT,O,O,X
ZOTILJS,O,O,X
ZOTILSJ,O,O,X
ZOTIJLS,O,O,X
ZOTIJSL,O,O,X
ZOTISLJ,O,O,X
ZOTISJL,O,O,X
ZOTLIJS,O,O,X
ZOTLISJ,O,O,X
ZOTLJIS,O,O,X
ZOTLJSI,O,O,X
ZOTLSIJ,O,O,X
ZOTLSJI,O,O,X
ZOTJILS,O,O,X
ZOTJISL,O,O,X
ZOTJLIS,O,O,X
ZOTJLSI,O,O,X
ZOTJSIL,O,O,X
ZOTJSLI,O,O,X
ZOTSILJ,O,O,X
ZOTSIJL,O,O,X
ZOTSLIJ,O,O,X
ZOTSLJI,O,O,X
ZOTSJIL,O,O,X
ZOTSJLI,O,O,X
ZOITLJS,O,X,X
ZOITLSJ,O,X,X
ZOITJLS,O,X,X
ZOITJSL,O,X,X
ZOITSLJ,O,X,X
ZOITSJL,O,X,X
ZOILTJS,O,X,X
ZOILTSJ,O,X,X
ZOILJTS,O,X,X
ZOILJST,O,X,X
ZOILSTJ,O,X,X
ZOILSJT,O,X,X
ZOIJTLS,O,X,X
ZOIJTSL,O,X,X
ZOIJLTS,O,X,X
ZOIJLST,O,X,X
ZOIJSTL,O,X,X
ZOIJSLT,O,X,X
ZOISTLJ,O,X,X
ZOISTJL,O,X,X
ZOISLTJ,O,X,X
ZOISLJT,O,X,X
ZOISJTL,O,X,X
ZOISJLT,O,X,X
ZOLTIJS,O,O,X
ZOLTISJ,O,O,X
ZOLTJIS,O,O,X
ZOLTJSI,O,O,X
ZOLTSIJ,O,O,X
ZOLTSJI,O,O,X
ZOLITJS,O,X,X
ZOLITSJ,O,X,X
ZOLIJTS,O,X,X
ZOLIJST,O,X,X
ZOLISTJ,O,X,X
ZOLISJT,O,X,X
ZOLJTIS,O,O,X
ZOLJTSI,O,O,X
ZOLJITS,O,X,X
ZOLJIST,O,X,X
ZOLJSTI,O,O,X
ZOLJSIT,O,O,X
ZOLSTIJ,O,O,X
ZOLSTJI,O,O,X
ZOLSITJ,O,X,X
ZOLSIJT,O,O,X
ZOLSJTI,O,O,X
ZOLSJIT,O,O,X
ZOJTILS,O,O,X
ZOJTISL,O,O,X
ZOJTLIS,O,O,X
ZOJTLSI,O,O,X
ZOJTSIL,O,O,X
ZOJTSLI,O,O,X
ZOJITLS,O,X,X
ZOJITSL,O,X,X
ZOJILTS,O,X,X
ZOJILST,O,X,X
ZOJISTL,O,X,X
ZOJISLT,O,X,X
ZOJLTIS,O,O,X
ZOJLTSI,O,O,X
ZOJLITS,O,X,X
ZOJLIST,O,X,X
ZOJLSTI,O,O,X
ZOJLSIT,O,O,X
ZOJSTIL,O,O,X
ZOJSTLI,O,O,X
ZOJSITL,O,X,X
ZOJSILT,O,O,X
ZOJSLTI,O,O,X
ZOJSLIT,O,O,X
ZOSTILJ,O,O,X
ZOSTIJL,O,O,X
ZOSTLIJ,O,O,X
ZOSTLJI,O,O,X
ZOSTJIL,O,O,X
ZOSTJLI,O,O,X
ZOSITLJ,O,X,X
ZOSITJL,O,X,X
ZOSILTJ,O,X,X
ZOSILJT,O,O,X
ZOSIJTL,O,X,X
ZOSIJLT,O,O,X
ZOSLTIJ,O,O,X
ZOSLTJI,O,O,X
ZOSLITJ,O,X,X
ZOSLIJT,O,O,X
ZOSLJTI,O,O,X
ZOSLJIT,O,O,X
ZOSJTIL,O,O,X
ZOSJTLI,O,O,X
ZOSJITL,O,X,X
ZOSJILT,O,O,X
ZOSJLTI,O,O,X
ZOSJLIT,O,O,X
OTILJSZ,O,O,O
OTILJZS,O,O,O
OTILSJZ,O,O,X
OTILSZJ,O,O,X
OTILZJS,O,O,O
OTILZSJ,O,O,X
OTIJLSZ,O,O,O
OTIJLZS,O,O,O
OTIJSLZ,O,O,X
OTIJSZL,O,O,X
OTIJZLS,O,O,O
OTIJZSL,O,O,X
OTISLJZ,O,O,X
OTISLZJ,O,O,X
OTISJLZ,O,O,X
OTISJZL,O,O,X
OTISZLJ,O,O,X
OTISZJL,O,O,X
OTIZLJS,O,O,O
OTIZLSJ,O,O,X
OTIZJLS,O,O,O
OTIZJSL,O,O,X
OTIZSLJ,O,O,X
OTIZSJL,O,O,X
OTLIJSZ,O,O,O
OTLIJZS,O,O,O
OTLISJZ,O,O,X
OTLISZJ,O,O,X
OTLIZJS,O,O,O
OTLIZSJ,O,O,X
OTLJISZ,O,O,O
OTLJIZS,O,O,O
OTLJSIZ,O,O,O
OTLJSZI,O,O,O
OTLJZIS,O,O,O
OTLJZSI,O,O,O
OTLSIJZ,O,O,O
OTLSIZJ,O,O,O
OTLSJIZ,O,O,O
OTLSJZI,O,O,O
OTLSZIJ,O,O,O
OTLSZJI,O,O,O
OTLZIJS,O,O,O
OTLZISJ,O,O,X
OTLZJIS,O,O,O
OTLZJSI,O,O,O
OTLZSIJ,O,O,O
OTLZSJI,O,O,O
OTJILSZ,O,O,O
OTJILZS,O,O,O
OTJISLZ,O,O,O
OTJISZL,O,O,O
OTJIZLS,O,O,O
OTJIZSL,O,O,O
OTJLISZ,O,O,O
OTJLIZS,O,O,O
OTJLSIZ,O,O,O
OTJLSZI,O,O,O
OTJLZIS,O,O,O
OTJLZSI,O,O,O
OTJSILZ,O,O,O
OTJSIZL,O,O,O
OTJSLIZ,O,O,O
OTJSLZI,O,O,O
OTJSZIL,O,O,O
OTJSZLI,O,O,O
OTJZILS,O,O,O
OTJZISL,O,O,O
OTJZLIS,O,O,O
OTJZLSI,O,O,O
OTJZSIL,O,O,O
OTJZSLI,O,O,O
OTSILJZ,O,O,O
OTSILZJ,O,O,O
OTSIJLZ,O,O,O
OTSIJZL,O,O,O
OTSIZLJ,O,O,O
OTSIZJL,O,O,O
OTSLIJZ,O,O,O
OTSLIZJ,O,O,O
OTSLJIZ,O,O,O
OTSLJZI,O,O,O
OTSLZIJ,O,O,O
OTSLZJI,O,O,O
OTSJILZ,O,O,O
OTSJIZL,O,O,O
OTSJLIZ,O,O,O
OTSJLZI,O,O,O
OTSJZIL,O,O,O
OTSJZLI,O,O,O
OTSZILJ,O,O,O
OTSZIJL,O,O,O
OTSZLIJ,O,O,O
OTSZLJI,O,O,O
OTSZJIL,O,O,O
OTSZJLI,O,O,O
OTZILJS,O,O,O
OTZILSJ,O,O,X
OTZIJLS,O,O,O
OTZIJSL,O,O,X
OTZISLJ,O,O,X
OTZISJL,O,O,X
OTZLIJS,O,O,O
OTZLISJ,O,O,X
OTZLJIS,O,O,O
OTZLJSI,O,O,O
OTZLSIJ,O,O,O
OTZLSJI,O,O,O
OTZJILS,O,O,O
OTZJISL,O,O,O
OTZJLIS,O,O,O
OTZJLSI,O,O,O
OTZJSIL,O,O,O
OTZJSLI,O,O,O
OTZSILJ,O,O,O
OTZSIJL,O,O,O
OTZSLIJ,O,O,O
OTZSLJI,O,O,O
OTZSJIL,O,O,O
OTZSJLI,O,O,O
OITLJSZ,O,O,O
OITLJZS,O,O,O
OITLSJZ,O,O,X
OITLSZJ,O,O,X
OITLZJS,O,O,O
OITLZSJ,O,O,X
OITJLSZ,O,O,O
OITJLZS,O,O,O
OITJSLZ,O,O,X
OITJSZL,O,O,X
OITJZLS,O,O,O
OITJZSL,O,O,X
OITSLJZ,O,O,X
OITSLZJ,O,O,X
OITSJLZ,O,O,X
OITSJZL,O,O,X
OITSZLJ,O,O,X
OITSZJL,O,O,X
OITZLJS,O,O,O
OITZLSJ,O,O,X
OITZJLS,O,O,O
OITZJSL,O,O,X
OITZSLJ,O,O,X
OITZSJL,O,O,X
OILTJSZ,O,O,O
OILTJZS,O,O,O
OILTSJZ,O,O,X
OILTSZJ,O,O,X
OILTZJS,O,O,O
OILTZSJ,O,O,X
OILJTSZ,O,O,O
OILJTZS,O,O,O
OILJSTZ,O,O,O
OILJSZT,O,O,O
OILJZTS,O,X,O
OILJZST,O,X,O
OILSTJZ,O,O,O
OILSTZJ,O,O,O
OILSJTZ,O,O,O
OILSJZT,O,O,O
OILSZTJ,O,X,X
OILSZJT,O,O,X
OILZTJS,O,X,X
OILZTSJ,O,X,X
OILZJTS,O,X,X
OILZJST,O,X,X
OILZSTJ,O,X,X
OILZSJT,O,X,X
OIJTLSZ,O,O,O
OIJTLZS,O,O,O
OIJTSLZ,O,O,X
OIJTSZL,O,O,X
OIJTZLS,O,O,O
OIJTZSL,O,O,X
OIJLTSZ,O,O,O
OIJLTZS,O,O,O
OIJLSTZ,O,O,O
OIJLSZT,O,O,O
OIJLZTS,O,X,O
OIJLZST,O,X,O
OIJSTLZ,O,O,O
OIJSTZL,O,O,O
OIJSLTZ,O,O,O
OIJSLZT,O,O,O
OIJSZTL,O,X,X
OIJSZLT,O,O,X
OIJZTLS,O,X,X
OIJZTSL,O,X,X
OIJZLTS,O,X,X
OIJZLST,O,X,X
OIJZSTL,O,X,X
OIJZSLT,O,X,X
OISTLJZ,O,O,O
OISTLZJ,O,O,O
OISTJLZ,O,O,O
OISTJZL,O,O,O
OISTZLJ,O,O,O
OISTZJL,O,O,O
OISLTJZ,O,O,O
OISLTZJ,O,O,O
OISLJTZ,O,O,O
OISLJZT,O,O,O
OISLZTJ,O,X,X
OISLZJT,O,O,X
OISJTLZ,O,O,O
OISJTZL,O,O,O
OISJLTZ,O,O,O
OISJLZT,O,O,O
OISJZTL,O,X,X
OISJZLT,O,O,X
OISZTLJ,O,X,X
OISZTJL,O,X,X
OISZLTJ,O,X,X
OISZLJT,O,O,X
OISZJTL,O,X,X
OISZJLT,O,O,X
OIZTLJS,O,X,X
OIZTLSJ,O,X,X
OIZTJLS,O,X,X
OIZTJSL,O,X,X
OIZTSLJ,O,X,X
OIZTSJL,O,X,X
OIZLTJS,O,X,X
OIZLTSJ,O,X,X
OIZLJTS,O,X,X
OIZLJST,O,X,X
OIZLSTJ,O,X,X
OIZLSJT,O,X,X
OIZJTLS,O,X,X
OIZJTSL,O,X,X
OIZJLTS,O,X,X
OIZJLST,O,X,X
OIZJSTL,O,X,X
OIZJSLT,O,X,X
OIZSTLJ,O,X,X
OIZSTJL,O,X,X
OIZSLTJ,O,X,X
OIZSLJT,O,X,X
OIZSJTL,O,X,X
OIZSJLT,O,X,X
OLTIJSZ,O,O,O
OLTIJZS,O,O,O
OLTISJZ,O,O,X
OLTISZJ,O,O,X
OLTIZJS,O,O,O
OLTIZSJ,O,O,X
OLTJISZ,O,O,O
OLTJIZS,O,O,O
OLTJSIZ,O,O,O
OLTJSZI,O,O,O
OLTJZIS,O,O,O
OLTJZSI,O,O,O
OLTSIJZ,O,O,O
OLTSIZJ,O,O,O
OLTSJIZ,O,O,O
OLTSJZI,O,O,O
OLTSZIJ,O,O,O
OLTSZJI,O,O,O
OLTZIJS,O,O,O
OLTZISJ,O,O,X
OLTZJIS,O,O,O
OLTZJSI,O,O,O
OLTZSIJ,O,O,O
OLTZSJI,O,O,O
OLITJSZ,O,O,O
OLITJZS,O,O,O
OLITSJZ,O,O,X
OLITSZJ,O,O,X
OLITZJS,O,O,O
OLITZSJ,O,O,X
OLIJTSZ,O,O,O
OLIJTZS,O,O,O
OLIJSTZ,O,O,O
OLIJSZT,O,O,O
OLIJZTS,O,X,O
OLIJZST,O,X,O
OLISTJZ,O,O,O
OLISTZJ,O,O,O
OLISJTZ,O,O,O
OLISJZT,O,O,O
OLISZTJ,O,X,X
OLISZJT,O,O,X
OLIZTJS,O,X,X
OLIZTSJ,O,X,X
OLIZJTS,O,X,X
OLIZJST,O,X,X
OLIZSTJ,O,X,X
OLIZSJT,O,X,X
OLJTISZ,O,O,O
OLJTIZS,O,O,O
OLJTSIZ,O,O,O
OLJTSZI,O,O,O
OLJTZIS,O,O,O
OLJTZSI,O,O,O
OLJITSZ,O,O,O
OLJITZS,O,O,O
OLJISTZ,O,O,O
OLJISZT,O,O,O
OLJIZTS,O,X,O
OLJIZST,O,X,O
OLJSTIZ,O,O,O
OLJSTZI,O,O,O
OLJSITZ,O,O,O
OLJSIZT,O,O,O
OLJSZTI,O,O,O
OLJSZIT,O,O,O
OLJZTIS,O,O,O
OLJZTSI,O,O,O
OLJZITS,O,X,O
OLJZIST,O,X,O
OLJZSTI,O,O,O
OLJZSIT,O,O,O
OLSTIJZ,O,O,O
OLSTIZJ,O,O,O
OLSTJIZ,O,O,O
OLSTJZI,O,O,O
OLSTZIJ,O,O,O
OLSTZJI,O,O,O
OLSITJZ,O,O,O
OLSITZJ,O,O,O
OLSIJTZ,O,O,O
OLSIJZT,O,O,O
OLSIZTJ,O,X,X
OLSIZJT,O,O,X
OLSJTIZ,O,O,O
OLSJTZI,O,O,O
OLSJITZ,O,O,O
OLSJIZT,O,O,O
OLSJZTI,O,O,O
OLSJZIT,O,O,O
OLSZTIJ,O,O,X
OLSZTJI,O,O,X
OLSZITJ,O,X,X
OLSZIJT,O,O,X
OLSZJTI,O,O,X
OLSZJIT,O,O,X
OLZTIJS,O,O,X
OLZTISJ,O,O,X
OLZTJIS,O,O,X
OLZTJSI,O,O,X
OLZTSIJ,O,O,X
OLZTSJI,O,O,X
OLZITJS,O,X,X
OLZITSJ,O,X,X
OLZIJTS,O,X,X
OLZIJST,O,X,X
OLZISTJ,O,X,X
OLZISJT,O,X,X
OLZJTIS,O,O,X
OLZJTSI,O,O,X
OLZJITS,O,X,X
OLZJIST,O,X,X
OLZJSTI,O,O,X
OLZJSIT,O,O,X
OLZSTIJ,O,O,X
OLZSTJI,O,O,X
OLZSITJ,O,X,X
OLZSIJT,O,O,X
OLZSJTI,O,O,X
OLZSJIT,O,O,X
OJTILSZ,O,O,O
OJTILZS,O,O,O
OJTISLZ,O,O,O
OJTISZL,O,O,O
OJTIZLS,O,O,O
OJTIZSL,O,O,O
OJTLISZ,O,O,O
OJTLIZS,O,O,O
OJTLSIZ,O,O,O
OJTLSZI,O,O,O
OJTLZIS,O,O,O
OJTLZSI,O,O,O
OJTSILZ,O,O,O
OJTSIZL,O,O,O
OJTSLIZ,O,O,O
OJTSLZI,O,O,O
OJTSZIL,O,O,O
OJTSZLI,O,O,O
OJTZILS,O,O,O
OJTZISL,O,O,O
OJTZLIS,O,O,O
OJTZLSI,O,O,O
OJTZSIL,O,O,O
OJTZSLI,O,O,O
OJITLSZ,O,O,O
OJITLZS,O,O,O
OJITSLZ,O,O,O
OJITSZL,O,O,O
OJITZLS,O,O,O
OJITZSL,O,O,O
OJILTSZ,O,O,O
OJILTZS,O,O,O
OJILSTZ,O,O,O
OJILSZT,O,O,O
OJILZTS,O,X,O
OJILZST,O,X,O
OJISTLZ,O,O,O
OJISTZL,O,O,O
OJISLTZ,O,O,O
OJISLZT,O,O,O
OJISZTL,O,X,X
OJISZLT,O,O,X
OJIZTLS,O,X,X
OJIZTSL,O,X,X
OJIZLTS,O,X,X
OJIZLST,O,X,X
OJIZSTL,O,X,X
OJIZSLT,O,X,X
OJLTISZ,O,O,O
OJLTIZS,O,O,O
OJLTSIZ,O,O,O
OJLTSZI,O,O,O
OJLTZIS,O,O,O
OJLTZSI,O,O,O
OJLITSZ,O,O,O
OJLITZS,O,O,O
OJLISTZ,O,O,O
OJLISZT,O,O,O
OJLIZTS,O,X,O
OJLIZST,O,X,O
OJLSTIZ,O,O,O
OJLSTZI,O,O,O
OJLSITZ,O,O,O
OJLSIZT,O,O,O
OJLSZTI,O,O,O
OJLSZIT,O,O,O
OJLZTIS,O,O,O
OJLZTSI,O,O,O
OJLZITS,O,X,O
OJLZIST,O,X,O
OJLZSTI,O,O,O
OJLZSIT,O,O,O
OJSTILZ,O,O,O
OJSTIZL,O,O,O
OJSTLIZ,O,O,O
OJSTLZI,O,O,O
OJSTZIL,O,O,O
OJSTZLI,O,O,O
OJSITLZ,O,O,O
OJSITZL,O,O,O
OJSILTZ,O,O,O
OJSILZT,O,O,O
OJSIZTL,O,X,X
OJSIZLT,O,O,X
OJSLTIZ,O,O,O
OJSLTZI,O,O,O
OJSLITZ,O,O,O
OJSLIZT,O,O,O
OJSLZTI,O,O,O
OJSLZIT,O,O,O
OJSZTIL,O,O,O
OJSZTLI,O,O,O
OJSZITL,O,X,X
OJSZILT,O,O,X
OJSZLTI,O,O,O
OJSZLIT,O,O,O
OJZTILS,O,O,O
OJZTISL,O,O,O
OJZTLIS,O,O,O
OJZTLSI,O,O,O
OJZTSIL,O,O,O
OJZTSLI,O,O,O
OJZITLS,O,X,X
OJZITSL,O,X,X
OJZILTS,O,X,X
OJZILST,O,X,X
OJZISTL,O,X,X
OJZISLT,O,X,X
OJZLTIS,O,O,O
OJZLTSI,O,O,O
OJZLITS,O,X,O
OJZLIST,O,X,O
OJZLSTI,O,O,O
OJZLSIT,O,O,O
OJZSTIL,O,O,O
OJZSTLI,O,O,O
OJZSITL,O,X,X
OJZSILT,O,O,X
OJZSLTI,O,O,O
OJZSLIT,O,O,O
OSTILJZ,O,O,O
OSTILZJ,O,O,O
OSTIJLZ,O,O,O
OSTIJZL,O,O,O
OSTIZLJ,O,O,O
OSTIZJL,O,O,O
OSTLIJZ,O,O,O
OSTLIZJ,O,O,O
OSTLJIZ,O,O,O
OSTLJZI,O,O,O
OSTLZIJ,O,O,O
OSTLZJI,O,O,O
OSTJILZ,O,O,O
OSTJIZL,O,O,O
OSTJLIZ,O,O,O
OSTJLZI,O,O,O
OSTJZIL,O,O,O
OSTJZLI,O,O,O
OSTZILJ,O,O,O
OSTZIJL,O,O,O
OSTZLIJ,O,O,O
OSTZLJI,O,O,O
OSTZJIL,O,O,O
OSTZJLI,O,O,O
OSITLJZ,O,O,O
OSITLZJ,O,O,O
OSITJLZ,O,O,O
OSITJZL,O,O,O
OSITZLJ,O,O,O
OSITZJL,O,O,O
OSILTJZ,O,O,O
OSILTZJ,O,O,O
OSILJTZ,O,O,O
OSILJZT,O,O,O
OSILZTJ,O,X,X
OSILZJT,O,O,X
OSIJTLZ,O,O,O
OSIJTZL,O,O,O
OSIJLTZ,O,O,O
OSIJLZT,O,O,O
OSIJZTL,O,X,X
OSIJZLT,O,O,X
OSIZTLJ,O,X,X
OSIZTJL,O,X,X
OSIZLTJ,O,X,X
OSIZLJT,O,O,X
OSIZJTL,O,X,X
OSIZJLT,O,O,X
OSLTIJZ,O,O,O
OSLTIZJ,O,O,O
OSLTJIZ,O,O,O
OSLTJZI,O,O,O
OSLTZIJ,O,O,O
OSLTZJI,O,O,O
OSLITJZ,O,O,O
OSLITZJ,O,O,O
OSLIJTZ,O,O,O
OSLIJZT,O,O,O
OSLIZTJ,O,X,X
OSLIZJT,O,O,X
OSLJTIZ,O,O,O
OSLJTZI,O,O,O
OSLJITZ,O,O,O
OSLJIZT,O,O,O
OSLJZTI,O,O,O
OSLJZIT,O,O,O
OSLZTIJ,O,O,X
OSLZTJI,O,O,X
OSLZITJ,O,X,X
OSLZIJT,O,O,X
OSLZJTI,O,O,X
OSLZJIT,O,O,X
OSJTILZ,O,O,O
OSJTIZL,O,O,O
OSJTLIZ,O,O,O
OSJTLZI,O,O,O
OSJTZIL,O,O,O
OSJTZLI,O,O,O
OSJITLZ,O,O,O
OSJITZL,O,O,O
OSJILTZ,O,O,O
OSJILZT,O,O,O
OSJIZTL,O,X,X
OSJIZLT,O,O,X
OSJLTIZ,O,O,O
OSJLTZI,O,O,O
OSJLITZ,O,O,O
OSJLIZT,O,O,O
OSJLZTI,O,O,O
OSJLZIT,O,O,O
OSJZTIL,O,O,O
OSJZTLI,O,O,O
OSJZITL,O,X,X
OSJZILT,O,O,X
OSJZLTI,O,O,O
OSJZLIT,O,O,O
OSZTILJ,O,O,X
OSZTIJL,O,O,X
OSZTLIJ,O,O,X
OSZTLJI,O,O,X
OSZTJIL,O,O,X
OSZTJLI,O,O,X
OSZITLJ,O,X,X
