sequence,v115@+gA8IeB8HeB8HeB8AeE8KeZEJvhF0gBlhBGjBTnB/t?BCrB,v115@+gA8IeB8HeB8HeB8AeE8KeZEJvhFlgB3hBcnBTjBCr?BGtB,v115@+gA8IeB8HeB8HeB8AeE8KeZEJvhFlgBCiBTjB8qBXn?BGtB,v115@+gA8IeB8HeB8HeB8AeE8KeZEJvhFlgBzhBGjB8qBSs?B/tB
SZLOJTI,O,X,X,O
SZLOJIT,O,X,X,O
SZJTILO,O,X,O,O
SZJTIOL,O,X,O,X
SZJTLIO,X,X,O,O
SZJTLOI,X,X,O,O
SZJTOIL,X,X,O,X
SZJTOLI,X,X,O,X
SZJITLO,O,X,O,O
SZJITOL,O,X,O,X
SZJILTO,O,X,O,O
SZJILOT,X,X,O,O
SZJIOTL,O,X,O,X
SZJIOLT,O,X,O,X
SZJLTIO,O,X,O,O
SZJLTOI,X,X,O,O
SZJLITO,O,X,O,O
SZJLIOT,X,X,O,O
SZJLOTI,X,X,O,O
SZJLOIT,X,X,O,O
SZJOTIL,O,X,O,X
SZJOTLI,X,X,O,X
SZJOITL,O,X,O,X
SZJOILT,O,X,O,X
SZJOLTI,O,X,O,X
SZJOLIT,O,X,O,X
SZOTILJ,X,X,X,X
SZOTIJL,O,X,X,X
SZOTLIJ,X,X,X,X
SZOTLJI,X,X,X,X
SZOTJIL,O,X,X,X
SZOTJLI,X,X,X,X
SZOITLJ,X,X,X,X
SZOITJL,O,X,X,X
SZOILTJ,O,X,X,X
SZOILJT,O,X,X,X
SZOIJTL,O,X,X,X
SZOIJLT,O,X,X,X
SZOLTIJ,O,X,X,X
SZOLTJI,O,X,X,X
SZOLITJ,O,X,X,X
SZOLIJT,O,X,X,X
SZOLJTI,O,X,X,X
SZOLJIT,O,X,X,X
SZOJTIL,O,X,X,X
SZOJTLI,X,X,X,X
SZOJITL,O,X,X,X
SZOJILT,O,X,X,X
SZOJLTI,O,X,X,X
SZOJLIT,O,X,X,X
SOTILJZ,O,X,X,X
SOTILZJ,O,X,X,X
SOTIJLZ,O,X,X,X
SOTIJZL,O,X,X,X
SOTIZLJ,X,X,X,X
SOTIZJL,O,X,X,X
SOTLIJZ,O,X,X,X
SOTLIZJ,O,X,X,X
SOTLJIZ,O,X,X,X
SOTLJZI,O,X,X,X
SOTLZIJ,O,X,X,X
SOTLZJI,O,X,X,X
SOTJILZ,O,X,X,X
SOTJIZL,O,X,X,X
SOTJLIZ,O,X,X,X
SOTJLZI,O,X,X,X
SOTJZIL,O,X,X,X
SOTJZLI,X,X,X,X
SOTZILJ,X,X,X,X
SOTZIJL,O,X,X,X
SOTZLIJ,X,X,X,X
SOTZLJI,X,X,X,X
SOTZJIL,O,X,X,X
SOTZJLI,X,X,X,X
SOITLJZ,O,X,X,X
SOITLZJ,O,X,X,X
SOITJLZ,O,X,X,X
SOITJZL,O,X,X,X
SOITZLJ,X,X,X,X
SOITZJL,O,X,X,X
SOILTJZ,O,X,X,X
SOILTZJ,O,X,X,X
SOILJTZ,O,X,X,X
SOILJZT,O,X,X,X
SOILZTJ,O,X,X,X
SOILZJT,O,X,X,X
SOIJTLZ,O,X,X,X
SOIJTZL,O,X,X,X
SOIJLTZ,O,X,X,X
SOIJLZT,O,X,X,X
SOIJZTL,O,X,X,X
SOIJZLT,O,X,X,X
SOIZTLJ,X,X,X,X
SOIZTJL,O,X,X,X
SOIZLTJ,O,X,X,X
SOIZLJT,O,X,X,X
SOIZJTL,O,X,X,X
SOIZJLT,O,X,X,X
SOLTIJZ,O,X,X,X
SOLTIZJ,O,X,X,X
SOLTJIZ,O,X,X,X
SOLTJZI,O,X,X,X
SOLTZIJ,O,X,X,X
SOLTZJI,O,X,X,X
SOLITJZ,O,X,X,X
SOLITZJ,O,X,X,X
SOLIJTZ,O,X,X,X
SOLIJZT,O,X,X,X
SOLIZTJ,O,X,X,X
SOLIZJT,O,X,X,X
SOLJTIZ,O,X,X,X
SOLJTZI,O,X,X,X
SOLJITZ,O,X,X,X
SOLJIZT,O,X,X,X
SOLJZTI,O,X,X,X
SOLJZIT,O,X,X,X
SOLZTIJ,O,X,X,X
SOLZTJI,O,X,X,X
SOLZITJ,O,X,X,X
SOLZIJT,O,X,X,X
SOLZJTI,O,X,X,X
SOLZJIT,O,X,X,X
SOJTILZ,O,X,X,X
SOJTIZL,O,X,X,X
SOJTLIZ,O,X,X,X
SOJTLZI,O,X,X,X
SOJTZIL,O,X,X,X
SOJTZLI,X,X,X,X
SOJITLZ,O,X,X,X
SOJITZL,O,X,X,X
SOJILTZ,O,X,X,X
SOJILZT,O,X,X,X
SOJIZTL,O,X,X,X
SOJIZLT,O,X,X,X
SOJLTIZ,O,X,X,X
SOJLTZI,O,X,X,X
SOJLITZ,O,X,X,X
SOJLIZT,O,X,X,X
SOJLZTI,O,X,X,X
SOJLZIT,O,X,X,X
SOJZTIL,O,X,X,X
SOJZTLI,X,X,X,X
SOJZITL,O,X,X,X
SOJZILT,O,X,X,X
SOJZLTI,O,X,X,X
SOJZLIT,O,X,X,X
SOZTILJ,X,X,X,X
SOZTIJL,O,X,X,X
SOZTLIJ,X,X,X,X
SOZTLJI,X,X,X,X
SOZTJIL,O,X,X,X
SOZTJLI,X,X,X,X
SOZITLJ,X,X,X,X
SOZITJL,O,X,X,X
SOZILTJ,O,X,X,X
SOZILJT,O,X,X,X
SOZIJTL,O,X,X,X
SOZIJLT,O,X,X,X
SOZLTIJ,O,X,X,X
SOZLTJI,O,X,X,X
SOZLITJ,O,X,X,X
SOZLIJT,O,X,X,X
SOZLJTI,O,X,X,X
SOZLJIT,O,X,X,X
SOZJTIL,O,X,X,X
SOZJTLI,X,X,X,X
SOZJITL,O,X,X,X
SOZJILT,O,X,X,X
SOZJLTI,O,X,X,X
SOZJLIT,O,X,X,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,O,X,X,O
ZTILSOJ,X,X,X,O
ZTILOJS,X,X,X,X
ZTILOSJ,O,X,X,O
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,X,X,O,X
ZTIJSOL,X,O,O,X
ZTIJOLS,X,X,X,X
ZTIJOSL,X,O,O,X
ZTISLJO,X,X,O,O
ZTISLOJ,X,X,X,O
ZTISJLO,O,X,O,O
ZTISJOL,O,O,O,X
ZTISOLJ,X,X,X,X
ZTISOJL,X,X,X,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,O,X,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,X,X
ZTLISJO,O,X,X,O
ZTLISOJ,X,X,X,O
ZTLIOJS,X,X,X,X
ZTLIOSJ,O,X,X,O
ZTLJISO,X,X,X,X
ZTLJIOS,X,X,X,X
ZTLJSIO,X,X,X,X
ZTLJSOI,X,X,X,X
ZTLJOIS,X,X,X,X
ZTLJOSI,X,X,X,X
ZTLSIJO,O,X,X,O
ZTLSIOJ,X,X,X,O
ZTLSJIO,O,X,X,O
ZTLSJOI,X,X,X,O
ZTLSOIJ,X,X,X,O
ZTLSOJI,X,X,X,O
ZTLOIJS,X,X,X,X
ZTLOISJ,O,X,X,O
ZTLOJIS,X,X,X,X
ZTLOJSI,X,X,X,X
ZTLOSIJ,O,X,X,O
ZTLOSJI,O,X,X,O
ZTJILSO,X,X,X,X
ZTJILOS,X,X,X,X
ZTJISLO,X,X,O,X
ZTJISOL,X,O,O,X
ZTJIOLS,X,X,X,X
ZTJIOSL,X,O,O,X
ZTJLISO,X,X,X,X
ZTJLIOS,X,X,X,X
ZTJLSIO,X,X,X,X
ZTJLSOI,X,X,X,X
ZTJLOIS,X,X,X,X
ZTJLOSI,X,X,X,X
ZTJSILO,X,X,O,X
ZTJSIOL,X,O,O,X
ZTJSLIO,X,X,O,X
ZTJSLOI,X,X,O,X
ZTJSOIL,X,O,O,X
ZTJSOLI,X,X,O,X
ZTJOILS,X,X,X,X
ZTJOISL,X,O,O,X
ZTJOLIS,X,X,X,X
ZTJOLSI,X,X,X,X
ZTJOSIL,X,O,O,X
ZTJOSLI,X,X,O,X
ZTSILJO,X,X,O,O
ZTSILOJ,X,X,X,O
ZTSIJLO,O,X,O,O
ZTSIJOL,O,O,O,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,X,X,X,X
ZTSLIJO,X,X,O,O
ZTSLIOJ,X,X,X,O
ZTSLJIO,X,X,O,O
ZTSLJOI,X,X,O,O
ZTSLOIJ,X,X,X,O
ZTSLOJI,X,X,X,O
ZTSJILO,O,X,O,O
ZTSJIOL,O,O,O,X
ZTSJLIO,X,X,O,O
ZTSJLOI,X,X,O,O
ZTSJOIL,X,O,O,X
ZTSJOLI,X,X,O,X
ZTSOILJ,X,X,X,X
ZTSOIJL,X,X,X,X
ZTSOLIJ,X,X,X,X
ZTSOLJI,X,X,X,X
ZTSOJIL,X,X,X,X
ZTSOJLI,X,X,X,X
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,X,X,X
ZTOISLJ,X,X,X,X
ZTOISJL,O,X,X,X
ZTOLIJS,X,X,X,X
ZTOLISJ,X,X,X,X
ZTOLJIS,X,X,X,X
ZTOLJSI,X,X,X,X
ZTOLSIJ,X,X,X,X
ZTOLSJI,X,X,X,X
ZTOJILS,X,X,X,X
ZTOJISL,X,X,X,X
ZTOJLIS,X,X,X,X
ZTOJLSI,X,X,X,X
ZTOJSIL,X,X,X,X
ZTOJSLI,X,X,X,X
ZTOSILJ,X,X,X,X
ZTOSIJL,O,X,X,X
ZTOSLIJ,X,X,X,X
ZTOSLJI,X,X,X,X
ZTOSJIL,O,X,X,X
ZTOSJLI,X,X,X,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,O,X,X,O
ZITLSOJ,X,X,X,O
ZITLOJS,X,X,X,X
ZITLOSJ,O,X,X,O
ZITJLSO,X,X,X,X
ZITJLOS,X,X,X,X
ZITJSLO,X,X,O,X
ZITJSOL,X,O,O,X
ZITJOLS,X,X,X,X
ZITJOSL,X,O,O,X
ZITSLJO,X,X,O,O
ZITSLOJ,X,X,X,O
ZITSJLO,O,X,O,O
ZITSJOL,O,O,O,X
ZITSOLJ,X,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,O,X,X,X
ZILTJSO,X,O,X,X
ZILTJOS,X,O,X,X
ZILTSJO,O,O,X,O
ZILTSOJ,X,X,X,O
ZILTOJS,X,X,X,X
ZILTOSJ,O,X,X,O
ZILJTSO,X,O,X,X
ZILJTOS,X,O,X,X
ZILJSTO,X,O,X,X
ZILJSOT,X,O,X,X
ZILJOTS,X,O,X,X
ZILJOST,X,O,X,X
ZILSTJO,O,O,X,O
ZILSTOJ,X,X,X,O
ZILSJTO,O,O,X,O
ZILSJOT,X,O,X,O
ZILSOTJ,O,X,X,O
ZILSOJT,O,X,X,O
ZILOTJS,X,X,X,X
ZILOTSJ,O,X,X,O
ZILOJTS,X,X,X,X
ZILOJST,X,X,X,X
ZILOSTJ,O,X,X,O
ZILOSJT,O,X,X,O
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,X
ZIJTSLO,X,X,O,X
ZIJTSOL,X,O,O,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,O,O,X
ZIJLTSO,X,O,X,X
ZIJLTOS,X,O,X,X
ZIJLSTO,X,O,X,X
ZIJLSOT,X,O,X,X
ZIJLOTS,X,O,X,X
ZIJLOST,X,O,X,X
ZIJSTLO,X,X,O,X
ZIJSTOL,X,O,O,X
ZIJSLTO,X,O,O,X
ZIJSLOT,X,O,O,X
ZIJSOTL,X,O,O,X
ZIJSOLT,X,O,O,X
ZIJOTLS,X,X,X,X
ZIJOTSL,X,O,O,X
ZIJOLTS,X,O,X,X
ZIJOLST,X,O,X,X
ZIJOSTL,X,O,O,X
ZIJOSLT,X,O,O,X
ZISTLJO,X,X,O,O
ZISTLOJ,X,X,X,O
ZISTJLO,O,X,O,O
ZISTJOL,O,O,O,X
ZISTOLJ,X,X,X,X
ZISTOJL,X,X,X,X
ZISLTJO,O,O,O,O
ZISLTOJ,X,X,X,O
ZISLJTO,O,O,O,O
ZISLJOT,X,O,O,O
ZISLOTJ,O,X,X,O
ZISLOJT,O,X,X,O
ZISJTLO,O,X,O,O
ZISJTOL,O,O,O,X
ZISJLTO,O,O,O,O
ZISJLOT,X,O,O,O
ZISJOTL,O,O,O,X
ZISJOLT,O,O,O,X
ZISOTLJ,X,X,X,X
ZISOTJL,O,X,X,X
ZISOLTJ,O,X,X,X
ZISOLJT,O,X,X,X
ZISOJTL,O,X,X,X
ZISOJLT,O,X,X,X
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,X,X,X,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,O,X,X,X
ZIOLTJS,X,X,X,X
ZIOLTSJ,O,X,X,X
ZIOLJTS,X,X,X,X
ZIOLJST,X,X,X,X
ZIOLSTJ,O,X,X,X
ZIOLSJT,O,X,X,X
ZIOJTLS,X,X,X,X
ZIOJTSL,X,X,X,X
ZIOJLTS,X,X,X,X
ZIOJLST,X,X,X,X
ZIOJSTL,X,X,X,X
ZIOJSLT,X,X,X,X
ZIOSTLJ,X,X,X,X
ZIOSTJL,O,X,X,X
ZIOSLTJ,O,X,X,X
ZIOSLJT,O,X,X,X
ZIOSJTL,O,X,X,X
ZIOSJLT,O,X,X,X
ZLTIJSO,X,O,X,X
ZLTIJOS,X,O,X,X
ZLTISJO,O,O,X,O
ZLTISOJ,X,X,X,O
ZLTIOJS,X,X,X,X
ZLTIOSJ,O,X,X,O
ZLTJISO,X,O,X,X
ZLTJIOS,X,O,X,X
ZLTJSIO,X,O,X,X
ZLTJSOI,X,O,X,X
ZLTJOIS,X,O,X,X
ZLTJOSI,X,O,X,X
ZLTSIJO,O,O,X,O
ZLTSIOJ,X,X,X,O
ZLTSJIO,O,O,X,O
ZLTSJOI,X,O,X,O
ZLTSOIJ,X,X,X,O
ZLTSOJI,X,X,X,O
ZLTOIJS,X,X,X,X
ZLTOISJ,O,X,X,O
ZLTOJIS,X,X,X,X
ZLTOJSI,X,X,X,X
ZLTOSIJ,O,X,X,O
ZLTOSJI,O,X,X,O
ZLITJSO,X,O,X,X
ZLITJOS,X,O,X,X
ZLITSJO,O,O,X,O
ZLITSOJ,X,X,X,O
ZLITOJS,X,X,X,X
ZLITOSJ,O,X,X,O
ZLIJTSO,X,O,X,X
ZLIJTOS,X,O,X,X
ZLIJSTO,X,O,X,X
ZLIJSOT,X,O,X,X
ZLIJOTS,X,O,X,X
ZLIJOST,X,O,X,X
ZLISTJO,O,O,X,O
ZLISTOJ,X,X,X,O
ZLISJTO,O,O,X,O
ZLISJOT,X,O,X,O
ZLISOTJ,O,X,X,O
ZLISOJT,O,X,X,O
ZLIOTJS,X,X,X,X
ZLIOTSJ,O,X,X,O
ZLIOJTS,X,X,X,X
ZLIOJST,X,X,X,X
ZLIOSTJ,O,X,X,O
ZLIOSJT,O,X,X,O
ZLJTISO,X,O,X,X
ZLJTIOS,X,O,X,X
ZLJTSIO,X,O,X,X
ZLJTSOI,X,O,X,X
ZLJTOIS,X,O,X,X
ZLJTOSI,X,O,X,X
ZLJITSO,X,O,X,X
ZLJITOS,X,O,X,X
ZLJISTO,X,O,X,X
ZLJISOT,X,O,X,X
ZLJIOTS,X,O,X,X
ZLJIOST,X,O,X,X
ZLJSTIO,X,O,X,X
ZLJSTOI,X,O,X,X
ZLJSITO,X,O,X,X
ZLJSIOT,X,O,X,X
ZLJSOTI,X,O,X,X
ZLJSOIT,X,O,X,X
ZLJOTIS,X,O,X,X
ZLJOTSI,X,O,X,X
ZLJOITS,X,O,X,X
ZLJOIST,X,O,X,X
ZLJOSTI,X,O,X,X
ZLJOSIT,X,O,X,X
ZLSTIJO,O,O,X,O
ZLSTIOJ,X,X,X,O
ZLSTJIO,O,O,X,O
ZLSTJOI,X,O,X,O
ZLSTOIJ,X,X,X,O
ZLSTOJI,X,X,X,O
ZLSITJO,O,O,X,O
ZLSITOJ,X,X,X,O
ZLSIJTO,O,O,X,O
ZLSIJOT,X,O,X,O
ZLSIOTJ,O,X,X,O
ZLSIOJT,O,X,X,O
ZLSJTIO,O,O,X,O
ZLSJTOI,X,O,X,O
ZLSJITO,O,O,X,O
ZLSJIOT,X,O,X,O
ZLSJOTI,X,O,X,O
ZLSJOIT,X,O,X,O
ZLSOTIJ,O,X,X,O
ZLSOTJI,O,X,X,O
ZLSOITJ,O,X,X,O
ZLSOIJT,O,X,X,O
ZLSOJTI,O,X,X,O
ZLSOJIT,O,X,X,O
ZLOTIJS,X,X,X,X
ZLOTISJ,O,X,X,O
ZLOTJIS,X,X,X,X
ZLOTJSI,X,X,X,X
ZLOTSIJ,O,X,X,O
ZLOTSJI,O,X,X,O
ZLOITJS,X,X,X,X
ZLOITSJ,O,X,X,O
ZLOIJTS,X,X,X,X
ZLOIJST,X,X,X,X
ZLOISTJ,O,X,X,O
ZLOISJT,O,X,X,O
ZLOJTIS,X,X,X,X
ZLOJTSI,X,X,X,X
ZLOJITS,X,X,X,X
ZLOJIST,X,X,X,X
ZLOJSTI,X,X,X,X
ZLOJSIT,X,X,X,X
ZLOSTIJ,O,X,X,O
ZLOSTJI,O,X,X,O
ZLOSITJ,O,X,X,O
ZLOSIJT,O,X,X,O
ZLOSJTI,O,X,X,O
ZLOSJIT,O,X,X,O
ZJTILSO,X,X,X,X
ZJTILOS,X,X,X,X
ZJTISLO,X,X,O,X
ZJTISOL,X,O,O,X
ZJTIOLS,X,X,X,X
ZJTIOSL,X,O,O,X
ZJTLISO,X,X,X,X
ZJTLIOS,X,X,X,X
ZJTLSIO,X,X,X,X
ZJTLSOI,X,X,X,X
ZJTLOIS,X,X,X,X
ZJTLOSI,X,X,X,X
ZJTSILO,X,X,O,X
ZJTSIOL,X,O,O,X
ZJTSLIO,X,X,O,X
ZJTSLOI,X,X,O,X
ZJTSOIL,X,O,O,X
ZJTSOLI,X,X,O,X
ZJTOILS,X,X,X,X
ZJTOISL,X,O,O,X
ZJTOLIS,X,X,X,X
ZJTOLSI,X,X,X,X
ZJTOSIL,X,O,O,X
ZJTOSLI,X,X,O,X
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,X
ZJITSLO,X,X,O,X
ZJITSOL,X,O,O,X
ZJITOLS,X,X,X,X
ZJITOSL,X,O,O,X
ZJILTSO,X,O,X,X
ZJILTOS,X,O,X,X
ZJILSTO,X,O,X,X
ZJILSOT,X,O,X,X
ZJILOTS,X,O,X,X
ZJILOST,X,O,X,X
ZJISTLO,X,X,O,X
ZJISTOL,X,O,O,X
ZJISLTO,X,O,O,X
ZJISLOT,X,O,O,X
ZJISOTL,X,O,O,X
ZJISOLT,X,O,O,X
ZJIOTLS,X,X,X,X
ZJIOTSL,X,O,O,X
ZJIOLTS,X,O,X,X
ZJIOLST,X,O,X,X
ZJIOSTL,X,O,O,X
ZJIOSLT,X,O,O,X
ZJLTISO,X,O,X,X
ZJLTIOS,X,O,X,X
ZJLTSIO,X,O,X,X
ZJLTSOI,X,O,X,X
ZJLTOIS,X,O,X,X
ZJLTOSI,X,O,X,X
ZJLITSO,X,O,X,X
ZJLITOS,X,O,X,X
ZJLISTO,X,O,X,X
ZJLISOT,X,O,X,X
ZJLIOTS,X,O,X,X
ZJLIOST,X,O,X,X
ZJLSTIO,X,O,X,X
ZJLSTOI,X,O,X,X
ZJLSITO,X,O,X,X
ZJLSIOT,X,O,X,X
ZJLSOTI,X,O,X,X
ZJLSOIT,X,O,X,X
ZJLOTIS,X,O,X,X
ZJLOTSI,X,O,X,X
ZJLOITS,X,O,X,X
ZJLOIST,X,O,X,X
ZJLOSTI,X,O,X,X
ZJLOSIT,X,O,X,X
ZJSTILO,X,X,O,X
ZJSTIOL,X,O,O,X
ZJSTLIO,X,X,O,X
ZJSTLOI,X,X,O,X
ZJSTOIL,X,O,O,X
ZJSTOLI,X,X,O,X
ZJSITLO,X,X,O,X
ZJSITOL,X,O,O,X
ZJSILTO,X,O,O,X
ZJSILOT,X,O,O,X
ZJSIOTL,X,O,O,X
ZJSIOLT,X,O,O,X
ZJSLTIO,X,O,O,X
ZJSLTOI,X,O,O,X
ZJSLITO,X,O,O,X
ZJSLIOT,X,O,O,X
ZJSLOTI,X,O,O,X
ZJSLOIT,X,O,O,X
ZJSOTIL,X,O,O,X
ZJSOTLI,X,X,O,X
ZJSOITL,X,O,O,X
ZJSOILT,X,O,O,X
ZJSOLTI,X,O,O,X
ZJSOLIT,X,O,O,X
ZJOTILS,X,X,X,X
ZJOTISL,X,O,O,X
ZJOTLIS,X,X,X,X
ZJOTLSI,X,X,X,X
ZJOTSIL,X,O,O,X
ZJOTSLI,X,X,O,X
ZJOITLS,X,X,X,X
ZJOITSL,X,O,O,X
ZJOILTS,X,O,X,X
ZJOILST,X,O,X,X
ZJOISTL,X,O,O,X
ZJOISLT,X,O,O,X
ZJOLTIS,X,O,X,X
ZJOLTSI,X,O,X,X
ZJOLITS,X,O,X,X
ZJOLIST,X,O,X,X
ZJOLSTI,X,O,X,X
ZJOLSIT,X,O,X,X
ZJOSTIL,X,O,O,X
ZJOSTLI,X,X,O,X
ZJOSITL,X,O,O,X
ZJOSILT,X,O,O,X
ZJOSLTI,X,O,O,X
ZJOSLIT,X,O,O,X
ZSTILJO,X,X,O,O
ZSTILOJ,X,X,X,O
ZSTIJLO,O,X,O,O
ZSTIJOL,O,O,O,X
ZSTIOLJ,X,X,X,X
ZSTIOJL,X,X,X,X
ZSTLIJO,X,X,O,O
ZSTLIOJ,X,X,X,O
ZSTLJIO,X,X,O,O
ZSTLJOI,X,X,O,O
ZSTLOIJ,X,X,X,O
ZSTLOJI,X,X,X,O
ZSTJILO,O,X,O,O
ZSTJIOL,O,O,O,X
ZSTJLIO,X,X,O,O
ZSTJLOI,X,X,O,O
ZSTJOIL,X,O,O,X
ZSTJOLI,X,X,O,X
ZSTOILJ,X,X,X,X
ZSTOIJL,X,X,X,X
ZSTOLIJ,X,X,X,X
ZSTOLJI,X,X,X,X
ZSTOJIL,X,X,X,X
ZSTOJLI,X,X,X,X
ZSITLJO,X,X,O,O
ZSITLOJ,X,X,X,O
ZSITJLO,O,X,O,O
ZSITJOL,O,O,O,X
ZSITOLJ,X,X,X,X
ZSITOJL,X,X,X,X
ZSILTJO,O,O,O,O
ZSILTOJ,X,X,X,O
ZSILJTO,O,O,O,O
ZSILJOT,X,O,O,O
ZSILOTJ,O,X,X,O
ZSILOJT,O,X,X,O
ZSIJTLO,O,X,O,O
ZSIJTOL,O,O,O,X
ZSIJLTO,O,O,O,O
ZSIJLOT,X,O,O,O
ZSIJOTL,O,O,O,X
ZSIJOLT,O,O,O,X
ZSIOTLJ,X,X,X,X
ZSIOTJL,O,X,X,X
ZSIOLTJ,O,X,X,X
ZSIOLJT,O,X,X,X
ZSIOJTL,O,X,X,X
ZSIOJLT,O,X,X,X
ZSLTIJO,O,O,O,O
ZSLTIOJ,X,X,X,O
ZSLTJIO,O,O,O,O
ZSLTJOI,X,O,O,O
ZSLTOIJ,X,X,X,O
ZSLTOJI,X,X,X,O
ZSLITJO,O,O,O,O
ZSLITOJ,X,X,X,O
ZSLIJTO,O,O,O,O
ZSLIJOT,X,O,O,O
ZSLIOTJ,O,X,X,O
ZSLIOJT,O,X,X,O
ZSLJTIO,O,O,O,O
ZSLJTOI,X,O,O,O
ZSLJITO,O,O,O,O
ZSLJIOT,X,O,O,O
ZSLJOTI,X,O,O,O
ZSLJOIT,X,O,O,O
ZSLOTIJ,O,X,X,O
ZSLOTJI,O,X,X,O
ZSLOITJ,O,X,X,O
ZSLOIJT,O,X,X,O
ZSLOJTI,O,X,X,O
ZSLOJIT,O,X,X,O
ZSJTILO,O,X,O,O
ZSJTIOL,O,O,O,X
ZSJTLIO,X,X,O,O
ZSJTLOI,X,X,O,O
ZSJTOIL,X,O,O,X
ZSJTOLI,X,X,O,X
ZSJITLO,O,X,O,O
ZSJITOL,O,O,O,X
ZSJILTO,O,O,O,O
ZSJILOT,X,O,O,O
ZSJIOTL,O,O,O,X
ZSJIOLT,O,O,O,X
ZSJLTIO,O,O,O,O
ZSJLTOI,X,O,O,O
ZSJLITO,O,O,O,O
ZSJLIOT,X,O,O,O
ZSJLOTI,X,O,O,O
ZSJLOIT,X,O,O,O
ZSJOTIL,O,O,O,X
ZSJOTLI,X,X,O,X
ZSJOITL,O,O,O,X
ZSJOILT,O,O,O,X
ZSJOLTI,O,O,O,X
ZSJOLIT,O,O,O,X
ZSOTILJ,X,X,X,X
ZSOTIJL,O,X,X,X
ZSOTLIJ,X,X,X,X
ZSOTLJI,X,X,X,X
ZSOTJIL,O,X,X,X
ZSOTJLI,X,X,X,X
ZSOITLJ,X,X,X,X
ZSOITJL,O,X,X,X
ZSOILTJ,O,X,X,X
ZSOILJT,O,X,X,X
ZSOIJTL,O,X,X,X
ZSOIJLT,O,X,X,X
ZSOLTIJ,O,X,X,X
ZSOLTJI,O,X,X,X
ZSOLITJ,O,X,X,X
ZSOLIJT,O,X,X,X
ZSOLJTI,O,X,X,X
ZSOLJIT,O,X,X,X
ZSOJTIL,O,X,X,X
ZSOJTLI,X,X,X,X
ZSOJITL,O,X,X,X
ZSOJILT,O,X,X,X
ZSOJLTI,O,X,X,X
ZSOJLIT,O,X,X,X
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,X,X,X,X
ZOTISLJ,X,X,X,X
ZOTISJL,O,X,X,X
ZOTLIJS,X,X,X,X
ZOTLISJ,X,X,X,X
ZOTLJIS,X,X,X,X
ZOTLJSI,X,X,X,X
ZOTLSIJ,X,X,X,X
ZOTLSJI,X,X,X,X
ZOTJILS,X,X,X,X
ZOTJISL,X,X,X,X
ZOTJLIS,X,X,X,X
ZOTJLSI,X,X,X,X
ZOTJSIL,X,X,X,X
ZOTJSLI,X,X,X,X
ZOTSILJ,X,X,X,X
ZOTSIJL,O,X,X,X
ZOTSLIJ,X,X,X,X
ZOTSLJI,X,X,X,X
ZOTSJIL,O,X,X,X
ZOTSJLI,X,X,X,X
ZOITLJS,X,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,X,X,X,X
ZOITSLJ,X,X,X,X
ZOITSJL,O,X,X,X
ZOILTJS,X,X,X,X
ZOILTSJ,O,X,X,X
ZOILJTS,X,X,X,X
ZOILJST,X,X,X,X
ZOILSTJ,O,X,X,X
ZOILSJT,O,X,X,X
ZOIJTLS,X,X,X,X
ZOIJTSL,X,X,X,X
ZOIJLTS,X,X,X,X
ZOIJLST,X,X,X,X
ZOIJSTL,X,X,X,X
ZOIJSLT,X,X,X,X
ZOISTLJ,X,X,X,X
ZOISTJL,O,X,X,X
ZOISLTJ,O,X,X,X
ZOISLJT,O,X,X,X
ZOISJTL,O,X,X,X
ZOISJLT,O,X,X,X
ZOLTIJS,X,X,X,X
ZOLTISJ,O,X,X,X
ZOLTJIS,X,X,X,X
ZOLTJSI,X,X,X,X
ZOLTSIJ,O,X,X,X
ZOLTSJI,O,X,X,X
ZOLITJS,X,X,X,X
ZOLITSJ,O,X,X,X
ZOLIJTS,X,X,X,X
ZOLIJST,X,X,X,X
ZOLISTJ,O,X,X,X
ZOLISJT,O,X,X,X
ZOLJTIS,X,X,X,X
