sequence,v115@IhA8GeA8AeA8FeB8AeC8AeB8AeB8JeZEJvhFalBzgB?XjBUnBFrBGsB,v115@IhA8GeA8AeA8FeB8AeC8AeB8AeB8JeZEJvhFUgBFhB?XjBzmB6sBmqB
SZOTILJ,O,O
SZOTIJL,O,O
SZOTLIJ,O,O
SZOTLJI,O,X
SZOTJIL,O,O
SZOTJLI,O,O
SZOITLJ,O,O
SZOITJL,O,O
SZOILTJ,O,O
SZOILJT,X,O
SZOIJTL,X,O
SZOIJLT,X,O
SZOLTIJ,O,O
SZOLTJI,O,X
SZOLITJ,O,O
SZOLIJT,X,O
SZOLJTI,X,O
SZOLJIT,X,O
SZOJTIL,X,O
SZOJTLI,X,O
SZOJITL,X,O
SZOJILT,X,O
SZOJLTI,X,O
SZOJLIT,X,O
SOTILJZ,O,X
SOTILZJ,O,O
SOTIJLZ,O,O
SOTIJZL,O,O
SOTIZLJ,O,O
SOTIZJL,O,O
SOTLIJZ,O,X
SOTLIZJ,O,O
SOTLJIZ,O,X
SOTLJZI,O,X
SOTLZIJ,O,O
SOTLZJI,O,X
SOTJILZ,O,O
SOTJIZL,O,O
SOTJLIZ,O,O
SOTJLZI,O,O
SOTJZIL,O,O
SOTJZLI,O,O
SOTZILJ,O,O
SOTZIJL,O,O
SOTZLIJ,O,O
SOTZLJI,O,X
SOTZJIL,O,O
SOTZJLI,O,O
SOITLJZ,O,X
SOITLZJ,O,O
SOITJLZ,O,O
SOITJZL,O,O
SOITZLJ,O,O
SOITZJL,O,O
SOILTJZ,O,X
SOILTZJ,O,O
SOILJTZ,X,O
SOILJZT,X,O
SOILZTJ,O,O
SOILZJT,X,O
SOIJTLZ,X,O
SOIJTZL,X,O
SOIJLTZ,X,O
SOIJLZT,X,O
SOIJZTL,X,O
SOIJZLT,X,O
SOIZTLJ,O,O
SOIZTJL,O,O
SOIZLTJ,O,O
SOIZLJT,X,O
SOIZJTL,X,O
SOIZJLT,X,O
SOLTIJZ,O,X
SOLTIZJ,O,O
SOLTJIZ,O,X
SOLTJZI,O,X
SOLTZIJ,O,O
SOLTZJI,O,X
SOLITJZ,O,X
SOLITZJ,O,O
SOLIJTZ,X,O
SOLIJZT,X,O
SOLIZTJ,O,O
SOLIZJT,X,O
SOLJTIZ,X,O
SOLJTZI,X,O
SOLJITZ,X,O
SOLJIZT,X,O
SOLJZTI,X,O
SOLJZIT,X,O
SOLZTIJ,O,O
SOLZTJI,O,X
SOLZITJ,O,O
SOLZIJT,X,O
SOLZJTI,X,O
SOLZJIT,X,O
SOJTILZ,X,O
SOJTIZL,X,O
SOJTLIZ,X,O
SOJTLZI,X,O
SOJTZIL,X,O
SOJTZLI,X,O
SOJITLZ,X,O
SOJITZL,X,O
SOJILTZ,X,O
SOJILZT,X,O
SOJIZTL,X,O
SOJIZLT,X,O
SOJLTIZ,X,O
SOJLTZI,X,O
SOJLITZ,X,O
SOJLIZT,X,O
SOJLZTI,X,O
SOJLZIT,X,O
SOJZTIL,X,O
SOJZTLI,X,O
SOJZITL,X,O
SOJZILT,X,O
SOJZLTI,X,O
SOJZLIT,X,O
SOZTILJ,O,O
SOZTIJL,O,O
SOZTLIJ,O,O
SOZTLJI,O,X
SOZTJIL,O,O
SOZTJLI,O,O
SOZITLJ,O,O
SOZITJL,O,O
SOZILTJ,O,O
SOZILJT,X,O
SOZIJTL,X,O
SOZIJLT,X,O
SOZLTIJ,O,O
SOZLTJI,O,X
SOZLITJ,O,O
SOZLIJT,X,O
SOZLJTI,X,O
SOZLJIT,X,O
SOZJTIL,X,O
SOZJTLI,X,O
SOZJITL,X,O
SOZJILT,X,O
SOZJLTI,X,O
SOZJLIT,X,O
ZTILJSO,O,X
ZTILJOS,O,X
ZTILSJO,O,X
ZTILSOJ,O,X
ZTILOJS,O,X
ZTILOSJ,O,O
ZTIJLSO,O,X
ZTIJLOS,O,O
ZTIJSLO,O,X
ZTIJSOL,O,O
ZTIJOLS,O,O
ZTIJOSL,O,O
ZTISLJO,O,X
ZTISLOJ,O,X
ZTISJLO,O,X
ZTISJOL,O,O
ZTISOLJ,O,O
ZTISOJL,O,O
ZTIOLJS,O,X
ZTIOLSJ,O,O
ZTIOJLS,O,O
ZTIOJSL,O,O
ZTIOSLJ,O,O
ZTIOSJL,O,O
ZTLIJSO,O,X
ZTLIJOS,O,X
ZTLISJO,O,X
ZTLISOJ,O,X
ZTLIOJS,O,X
ZTLIOSJ,O,O
ZTLJISO,O,X
ZTLJIOS,O,X
ZTLJSIO,O,X
ZTLJSOI,O,X
ZTLJOIS,O,X
ZTLJOSI,O,X
ZTLSIJO,O,X
ZTLSIOJ,O,X
ZTLSJIO,O,X
ZTLSJOI,O,X
ZTLSOIJ,O,X
ZTLSOJI,O,X
ZTLOIJS,O,X
ZTLOISJ,O,O
ZTLOJIS,O,X
ZTLOJSI,O,X
ZTLOSIJ,O,O
ZTLOSJI,O,X
ZTJILSO,O,X
ZTJILOS,O,O
ZTJISLO,O,X
ZTJISOL,O,O
ZTJIOLS,O,O
ZTJIOSL,O,O
ZTJLISO,O,X
ZTJLIOS,O,O
ZTJLSIO,O,X
ZTJLSOI,O,X
ZTJLOIS,O,O
ZTJLOSI,O,O
ZTJSILO,O,X
ZTJSIOL,O,O
ZTJSLIO,O,X
ZTJSLOI,O,X
ZTJSOIL,O,O
ZTJSOLI,O,O
ZTJOILS,O,O
ZTJOISL,O,O
ZTJOLIS,O,O
ZTJOLSI,O,O
ZTJOSIL,O,O
ZTJOSLI,O,O
ZTSILJO,O,X
ZTSILOJ,O,X
ZTSIJLO,O,X
ZTSIJOL,O,O
ZTSIOLJ,O,O
ZTSIOJL,O,O
ZTSLIJO,O,X
ZTSLIOJ,O,X
ZTSLJIO,O,X
ZTSLJOI,O,X
ZTSLOIJ,O,X
ZTSLOJI,O,X
ZTSJILO,O,X
ZTSJIOL,O,O
ZTSJLIO,O,X
ZTSJLOI,O,X
ZTSJOIL,O,O
ZTSJOLI,O,O
ZTSOILJ,O,O
ZTSOIJL,O,O
ZTSOLIJ,O,O
ZTSOLJI,O,X
ZTSOJIL,O,O
ZTSOJLI,O,O
ZTOILJS,O,X
ZTOILSJ,O,O
ZTOIJLS,O,O
ZTOIJSL,O,O
ZTOISLJ,O,O
ZTOISJL,O,O
ZTOLIJS,O,X
ZTOLISJ,O,O
ZTOLJIS,O,X
ZTOLJSI,O,X
ZTOLSIJ,O,O
ZTOLSJI,O,X
ZTOJILS,O,O
ZTOJISL,O,O
ZTOJLIS,O,O
ZTOJLSI,O,O
ZTOJSIL,O,O
ZTOJSLI,O,O
ZTOSILJ,O,O
ZTOSIJL,O,O
ZTOSLIJ,O,O
ZTOSLJI,O,X
ZTOSJIL,O,O
ZTOSJLI,O,O
ZITLJSO,O,X
ZITLJOS,O,X
ZITLSJO,O,X
ZITLSOJ,O,X
ZITLOJS,O,X
ZITLOSJ,O,O
ZITJLSO,O,X
ZITJLOS,O,O
ZITJSLO,O,X
ZITJSOL,O,O
ZITJOLS,O,O
ZITJOSL,O,O
ZITSLJO,O,X
ZITSLOJ,O,X
ZITSJLO,O,X
ZITSJOL,O,O
ZITSOLJ,O,O
ZITSOJL,O,O
ZITOLJS,O,X
ZITOLSJ,O,O
ZITOJLS,O,O
ZITOJSL,O,O
ZITOSLJ,O,O
ZITOSJL,O,O
ZILTJSO,O,X
ZILTJOS,O,X
ZILTSJO,O,X
ZILTSOJ,O,X
ZILTOJS,O,X
ZILTOSJ,O,O
ZILJTSO,O,X
ZILJTOS,O,O
ZILJSTO,O,X
ZILJSOT,X,O
ZILJOTS,X,O
ZILJOST,X,O
ZILSTJO,O,X
ZILSTOJ,O,X
ZILSJTO,O,X
ZILSJOT,X,O
ZILSOTJ,O,O
ZILSOJT,X,O
ZILOTJS,O,X
ZILOTSJ,O,O
ZILOJTS,X,O
ZILOJST,X,O
ZILOSTJ,O,O
ZILOSJT,X,O
ZIJTLSO,O,X
ZIJTLOS,O,O
ZIJTSLO,O,X
ZIJTSOL,O,O
ZIJTOLS,O,O
ZIJTOSL,O,O
ZIJLTSO,O,X
ZIJLTOS,O,O
ZIJLSTO,O,X
ZIJLSOT,X,O
ZIJLOTS,X,O
ZIJLOST,X,O
ZIJSTLO,O,X
ZIJSTOL,O,O
ZIJSLTO,O,X
ZIJSLOT,X,O
ZIJSOTL,X,O
ZIJSOLT,X,O
ZIJOTLS,X,O
ZIJOTSL,X,O
ZIJOLTS,X,O
ZIJOLST,X,O
ZIJOSTL,X,O
ZIJOSLT,X,O
ZISTLJO,O,X
ZISTLOJ,O,X
ZISTJLO,O,X
ZISTJOL,O,O
ZISTOLJ,O,O
ZISTOJL,O,O
ZISLTJO,O,X
ZISLTOJ,O,X
ZISLJTO,O,X
ZISLJOT,X,O
ZISLOTJ,O,O
ZISLOJT,X,O
ZISJTLO,O,X
ZISJTOL,O,O
ZISJLTO,O,X
ZISJLOT,X,O
ZISJOTL,X,O
ZISJOLT,X,O
ZISOTLJ,O,O
ZISOTJL,O,O
ZISOLTJ,O,O
ZISOLJT,X,O
ZISOJTL,X,O
ZISOJLT,X,O
ZIOTLJS,O,X
ZIOTLSJ,O,O
ZIOTJLS,O,O
ZIOTJSL,O,O
ZIOTSLJ,O,O
ZIOTSJL,O,O
ZIOLTJS,O,X
ZIOLTSJ,O,O
ZIOLJTS,X,O
ZIOLJST,X,O
ZIOLSTJ,O,O
ZIOLSJT,X,O
ZIOJTLS,X,O
ZIOJTSL,X,O
ZIOJLTS,X,O
ZIOJLST,X,O
ZIOJSTL,X,O
ZIOJSLT,X,O
ZIOSTLJ,O,O
ZIOSTJL,O,O
ZIOSLTJ,O,O
ZIOSLJT,X,O
ZIOSJTL,X,O
ZIOSJLT,X,O
ZLTIJSO,O,X
ZLTIJOS,O,X
ZLTISJO,O,X
ZLTISOJ,O,X
ZLTIOJS,O,X
ZLTIOSJ,O,O
ZLTJISO,O,X
ZLTJIOS,O,X
ZLTJSIO,O,X
ZLTJSOI,O,X
ZLTJOIS,O,X
ZLTJOSI,O,X
ZLTSIJO,O,X
ZLTSIOJ,O,X
ZLTSJIO,O,X
ZLTSJOI,O,X
ZLTSOIJ,O,X
ZLTSOJI,O,X
ZLTOIJS,O,X
ZLTOISJ,O,O
ZLTOJIS,O,X
ZLTOJSI,O,X
ZLTOSIJ,O,O
ZLTOSJI,O,X
ZLITJSO,O,X
ZLITJOS,O,X
ZLITSJO,O,X
ZLITSOJ,O,X
ZLITOJS,O,X
ZLITOSJ,O,O
ZLIJTSO,O,X
ZLIJTOS,O,O
ZLIJSTO,O,X
ZLIJSOT,X,O
ZLIJOTS,X,O
ZLIJOST,X,O
ZLISTJO,O,X
ZLISTOJ,O,X
ZLISJTO,O,X
ZLISJOT,X,O
ZLISOTJ,O,O
ZLISOJT,X,O
ZLIOTJS,O,X
ZLIOTSJ,O,O
ZLIOJTS,X,O
ZLIOJST,X,O
ZLIOSTJ,O,O
ZLIOSJT,X,O
ZLJTISO,O,X
ZLJTIOS,O,O
ZLJTSIO,O,X
ZLJTSOI,O,X
ZLJTOIS,O,O
ZLJTOSI,O,O
ZLJITSO,O,X
ZLJITOS,O,O
ZLJISTO,O,X
ZLJISOT,X,O
ZLJIOTS,X,O
ZLJIOST,X,O
ZLJSTIO,O,X
ZLJSTOI,O,X
ZLJSITO,O,X
ZLJSIOT,X,O
ZLJSOTI,X,O
ZLJSOIT,X,O
ZLJOTIS,X,O
ZLJOTSI,X,O
ZLJOITS,X,O
ZLJOIST,X,O
ZLJOSTI,X,O
ZLJOSIT,X,O
ZLSTIJO,O,X
ZLSTIOJ,O,X
ZLSTJIO,O,X
ZLSTJOI,O,X
ZLSTOIJ,O,X
ZLSTOJI,O,X
ZLSITJO,O,X
ZLSITOJ,O,X
ZLSIJTO,O,X
ZLSIJOT,X,O
ZLSIOTJ,O,O
ZLSIOJT,X,O
ZLSJTIO,O,X
ZLSJTOI,O,X
ZLSJITO,O,X
ZLSJIOT,X,O
ZLSJOTI,X,O
ZLSJOIT,X,O
ZLSOTIJ,O,O
ZLSOTJI,O,X
ZLSOITJ,O,O
ZLSOIJT,X,O
ZLSOJTI,X,O
ZLSOJIT,X,O
ZLOTIJS,O,X
ZLOTISJ,O,O
ZLOTJIS,O,X
ZLOTJSI,O,X
ZLOTSIJ,O,O
ZLOTSJI,O,X
ZLOITJS,O,X
ZLOITSJ,O,O
ZLOIJTS,X,O
ZLOIJST,X,O
ZLOISTJ,O,O
ZLOISJT,X,O
ZLOJTIS,X,O
ZLOJTSI,X,O
ZLOJITS,X,O
ZLOJIST,X,O
ZLOJSTI,X,O
ZLOJSIT,X,O
ZLOSTIJ,O,O
ZLOSTJI,O,X
ZLOSITJ,O,O
ZLOSIJT,X,O
ZLOSJTI,X,O
ZLOSJIT,X,O
ZJTILSO,O,X
ZJTILOS,O,O
ZJTISLO,O,X
ZJTISOL,O,O
ZJTIOLS,O,O
ZJTIOSL,O,O
ZJTLISO,O,X
ZJTLIOS,O,O
ZJTLSIO,O,X
ZJTLSOI,O,X
ZJTLOIS,O,O
ZJTLOSI,O,O
ZJTSILO,O,X
ZJTSIOL,O,O
ZJTSLIO,O,X
ZJTSLOI,O,X
ZJTSOIL,O,O
ZJTSOLI,O,O
ZJTOILS,O,O
ZJTOISL,O,O
ZJTOLIS,O,O
ZJTOLSI,O,O
ZJTOSIL,O,O
ZJTOSLI,O,O
ZJITLSO,O,X
ZJITLOS,O,O
ZJITSLO,O,X
ZJITSOL,O,O
ZJITOLS,O,O
ZJITOSL,O,O
ZJILTSO,O,X
ZJILTOS,O,O
ZJILSTO,O,X
ZJILSOT,X,O
ZJILOTS,X,O
ZJILOST,X,O
ZJISTLO,O,X
ZJISTOL,O,O
ZJISLTO,O,X
ZJISLOT,X,O
ZJISOTL,X,O
ZJISOLT,X,O
ZJIOTLS,X,O
ZJIOTSL,X,O
ZJIOLTS,X,O
ZJIOLST,X,O
ZJIOSTL,X,O
ZJIOSLT,X,O
ZJLTISO,O,X
ZJLTIOS,O,O
ZJLTSIO,O,X
ZJLTSOI,O,X
ZJLTOIS,O,O
ZJLTOSI,O,O
ZJLITSO,O,X
ZJLITOS,O,O
ZJLISTO,O,X
ZJLISOT,X,O
ZJLIOTS,X,O
ZJLIOST,X,O
ZJLSTIO,O,X
ZJLSTOI,O,X
ZJLSITO,O,X
ZJLSIOT,X,O
ZJLSOTI,X,O
ZJLSOIT,X,O
ZJLOTIS,X,O
ZJLOTSI,X,O
ZJLOITS,X,O
ZJLOIST,X,O
ZJLOSTI,X,O
ZJLOSIT,X,O
ZJSTILO,O,X
ZJSTIOL,O,O
ZJSTLIO,O,X
ZJSTLOI,O,X
ZJSTOIL,O,O
ZJSTOLI,O,O
ZJSITLO,O,X
ZJSITOL,O,O
ZJSILTO,O,X
ZJSILOT,X,O
ZJSIOTL,X,O
ZJSIOLT,X,O
ZJSLTIO,O,X
ZJSLTOI,O,X
ZJSLITO,O,X
ZJSLIOT,X,O
ZJSLOTI,X,O
ZJSLOIT,X,O
ZJSOTIL,X,O
ZJSOTLI,X,O
ZJSOITL,X,O
ZJSOILT,X,O
ZJSOLTI,X,O
ZJSOLIT,X,O
ZJOTILS,X,O
ZJOTISL,X,O
ZJOTLIS,X,O
ZJOTLSI,X,O
ZJOTSIL,X,O
ZJOTSLI,X,O
ZJOITLS,X,O
ZJOITSL,X,O
ZJOILTS,X,O
ZJOILST,X,O
ZJOISTL,X,O
ZJOISLT,X,O
ZJOLTIS,X,O
ZJOLTSI,X,O
ZJOLITS,X,O
ZJOLIST,X,O
ZJOLSTI,X,O
ZJOLSIT,X,O
ZJOSTIL,X,O
ZJOSTLI,X,O
ZJOSITL,X,O
ZJOSILT,X,O
ZJOSLTI,X,O
ZJOSLIT,X,O
ZSTILJO,O,X
ZSTILOJ,O,X
ZSTIJLO,O,X
ZSTIJOL,O,O
ZSTIOLJ,O,O
ZSTIOJL,O,O
ZSTLIJO,O,X
ZSTLIOJ,O,X
ZSTLJIO,O,X
ZSTLJOI,O,X
ZSTLOIJ,O,X
ZSTLOJI,O,X
ZSTJILO,O,X
ZSTJIOL,O,O
ZSTJLIO,O,X
ZSTJLOI,O,X
ZSTJOIL,O,O
ZSTJOLI,O,O
ZSTOILJ,O,O
ZSTOIJL,O,O
ZSTOLIJ,O,O
ZSTOLJI,O,X
ZSTOJIL,O,O
ZSTOJLI,O,O
ZSITLJO,O,X
ZSITLOJ,O,X
ZSITJLO,O,X
ZSITJOL,O,O
ZSITOLJ,O,O
ZSITOJL,O,O
ZSILTJO,O,X
ZSILTOJ,O,X
ZSILJTO,O,X
ZSILJOT,X,O
ZSILOTJ,O,O
ZSILOJT,X,O
ZSIJTLO,O,X
ZSIJTOL,O,O
ZSIJLTO,O,X
ZSIJLOT,X,O
ZSIJOTL,X,O
ZSIJOLT,X,O
ZSIOTLJ,O,O
ZSIOTJL,O,O
ZSIOLTJ,O,O
ZSIOLJT,X,O
ZSIOJTL,X,O
ZSIOJLT,X,O
ZSLTIJO,O,X
ZSLTIOJ,O,X
ZSLTJIO,O,X
ZSLTJOI,O,X
ZSLTOIJ,O,X
ZSLTOJI,O,X
ZSLITJO,O,X
ZSLITOJ,O,X
ZSLIJTO,O,X
ZSLIJOT,X,O
ZSLIOTJ,O,O
ZSLIOJT,X,O
ZSLJTIO,O,X
ZSLJTOI,O,X
ZSLJITO,O,X
ZSLJIOT,X,O
ZSLJOTI,X,O
ZSLJOIT,X,O
ZSLOTIJ,O,O
ZSLOTJI,O,X
ZSLOITJ,O,O
ZSLOIJT,X,O
ZSLOJTI,X,O
ZSLOJIT,X,O
ZSJTILO,O,X
ZSJTIOL,O,O
ZSJTLIO,O,X
ZSJTLOI,O,X
ZSJTOIL,O,O
ZSJTOLI,O,O
ZSJITLO,O,X
ZSJITOL,O,O
ZSJILTO,O,X
ZSJILOT,X,O
ZSJIOTL,X,O
ZSJIOLT,X,O
ZSJLTIO,O,X
ZSJLTOI,O,X
ZSJLITO,O,X
ZSJLIOT,X,O
ZSJLOTI,X,O
ZSJLOIT,X,O
ZSJOTIL,X,O
ZSJOTLI,X,O
ZSJOITL,X,O
ZSJOILT,X,O
ZSJOLTI,X,O
ZSJOLIT,X,O
ZSOTILJ,O,O
ZSOTIJL,O,O
ZSOTLIJ,O,O
ZSOTLJI,O,X
ZSOTJIL,O,O
ZSOTJLI,O,O
ZSOITLJ,O,O
ZSOITJL,O,O
ZSOILTJ,O,O
ZSOILJT,X,O
ZSOIJTL,X,O
ZSOIJLT,X,O
ZSOLTIJ,O,O
ZSOLTJI,O,X
ZSOLITJ,O,O
ZSOLIJT,X,O
ZSOLJTI,X,O
ZSOLJIT,X,O
ZSOJTIL,X,O
ZSOJTLI,X,O
ZSOJITL,X,O
ZSOJILT,X,O
ZSOJLTI,X,O
ZSOJLIT,X,O
ZOTILJS,O,X
ZOTILSJ,O,O
ZOTIJLS,O,O
ZOTIJSL,O,O
ZOTISLJ,O,O
ZOTISJL,O,O
ZOTLIJS,O,X
ZOTLISJ,O,O
ZOTLJIS,O,X
ZOTLJSI,O,X
ZOTLSIJ,O,O
ZOTLSJI,O,X
ZOTJILS,O,O
ZOTJISL,O,O
ZOTJLIS,O,O
ZOTJLSI,O,O
ZOTJSIL,O,O
ZOTJSLI,O,O
ZOTSILJ,O,O
ZOTSIJL,O,O
ZOTSLIJ,O,O
ZOTSLJI,O,X
ZOTSJIL,O,O
ZOTSJLI,O,O
ZOITLJS,O,X
ZOITLSJ,O,O
ZOITJLS,O,O
ZOITJSL,O,O
ZOITSLJ,O,O
ZOITSJL,O,O
ZOILTJS,O,X
ZOILTSJ,O,O
ZOILJTS,X,O
ZOILJST,X,O
ZOILSTJ,O,O
ZOILSJT,X,O
ZOIJTLS,X,O
ZOIJTSL,X,O
ZOIJLTS,X,O
ZOIJLST,X,O
ZOIJSTL,X,O
ZOIJSLT,X,O
ZOISTLJ,O,O
ZOISTJL,O,O
ZOISLTJ,O,O
ZOISLJT,X,O
ZOISJTL,X,O
ZOISJLT,X,O
ZOLTIJS,O,X
ZOLTISJ,O,O
ZOLTJIS,O,X
ZOLTJSI,O,X
ZOLTSIJ,O,O
ZOLTSJI,O,X
ZOLITJS,O,X
ZOLITSJ,O,O
ZOLIJTS,X,O
ZOLIJST,X,O
ZOLISTJ,O,O
ZOLISJT,X,O
ZOLJTIS,X,O
ZOLJTSI,X,O
ZOLJITS,X,O
ZOLJIST,X,O
ZOLJSTI,X,O
ZOLJSIT,X,O
ZOLSTIJ,O,O
ZOLSTJI,O,X
ZOLSITJ,O,O
ZOLSIJT,X,O
ZOLSJTI,X,O
ZOLSJIT,X,O
ZOJTILS,X,O
ZOJTISL,X,O
ZOJTLIS,X,O
ZOJTLSI,X,O
ZOJTSIL,X,O
ZOJTSLI,X,O
ZOJITLS,X,O
ZOJITSL,X,O
ZOJILTS,X,O
ZOJILST,X,O
ZOJISTL,X,O
ZOJISLT,X,O
ZOJLTIS,X,O
ZOJLTSI,X,O
ZOJLITS,X,O
ZOJLIST,X,O
ZOJLSTI,X,O
ZOJLSIT,X,O
ZOJSTIL,X,O
ZOJSTLI,X,O
ZOJSITL,X,O
ZOJSILT,X,O
ZOJSLTI,X,O
ZOJSLIT,X,O
ZOSTILJ,O,O
ZOSTIJL,O,O
ZOSTLIJ,O,O
ZOSTLJI,O,X
ZOSTJIL,O,O
ZOSTJLI,O,O
ZOSITLJ,O,O
ZOSITJL,O,O
ZOSILTJ,O,O
ZOSILJT,X,O
ZOSIJTL,X,O
ZOSIJLT,X,O
ZOSLTIJ,O,O
ZOSLTJI,O,X
ZOSLITJ,O,O
ZOSLIJT,X,O
ZOSLJTI,X,O
ZOSLJIT,X,O
ZOSJTIL,X,O
ZOSJTLI,X,O
ZOSJITL,X,O
ZOSJILT,X,O
ZOSJLTI,X,O
ZOSJLIT,X,O
OTILJSZ,O,X
OTILJZS,O,X
OTILSJZ,O,X
OTILSZJ,O,O
OTILZJS,O,X
OTILZSJ,O,O
OTIJLSZ,O,O
OTIJLZS,O,O
OTIJSLZ,O,O
OTIJSZL,O,O
OTIJZLS,O,O
OTIJZSL,O,O
OTISLJZ,O,X
OTISLZJ,O,O
OTISJLZ,O,O
OTISJZL,O,O
OTISZLJ,O,O
OTISZJL,O,O
OTIZLJS,O,X
OTIZLSJ,O,O
OTIZJLS,O,O
OTIZJSL,O,O
OTIZSLJ,O,O
OTIZSJL,O,O
OTLIJSZ,O,X
OTLIJZS,O,X
OTLISJZ,O,X
OTLISZJ,O,O
OTLIZJS,O,X
OTLIZSJ,O,O
OTLJISZ,O,X
OTLJIZS,O,X
OTLJSIZ,O,X
OTLJSZI,O,X
OTLJZIS,O,X
OTLJZSI,O,X
OTLSIJZ,O,X
OTLSIZJ,O,O
OTLSJIZ,O,X
OTLSJZI,O,X
OTLSZIJ,O,O
OTLSZJI,O,X
OTLZIJS,O,X
OTLZISJ,O,O
OTLZJIS,O,X
OTLZJSI,O,X
OTLZSIJ,O,O
OTLZSJI,O,X
OTJILSZ,O,O
OTJILZS,O,O
OTJISLZ,O,O
OTJISZL,O,O
OTJIZLS,O,O
OTJIZSL,O,O
OTJLISZ,O,O
OTJLIZS,O,O
OTJLSIZ,O,O
OTJLSZI,O,O
OTJLZIS,O,O
OTJLZSI,O,O
OTJSILZ,O,O
OTJSIZL,O,O
OTJSLIZ,O,O
OTJSLZI,O,O
OTJSZIL,O,O
OTJSZLI,O,O
OTJZILS,O,O
OTJZISL,O,O
OTJZLIS,O,O
OTJZLSI,O,O
OTJZSIL,O,O
OTJZSLI,O,O
OTSILJZ,O,X
OTSILZJ,O,O
OTSIJLZ,O,O
OTSIJZL,O,O
OTSIZLJ,O,O
OTSIZJL,O,O
OTSLIJZ,O,X
OTSLIZJ,O,O
OTSLJIZ,O,X
OTSLJZI,O,X
OTSLZIJ,O,O
OTSLZJI,O,X
OTSJILZ,O,O
OTSJIZL,O,O
OTSJLIZ,O,O
OTSJLZI,O,O
OTSJZIL,O,O
OTSJZLI,O,O
OTSZILJ,O,O
OTSZIJL,O,O
OTSZLIJ,O,O
OTSZLJI,O,X
OTSZJIL,O,O
OTSZJLI,O,O
OTZILJS,O,X
OTZILSJ,O,O
OTZIJLS,O,O
OTZIJSL,O,O
OTZISLJ,O,O
OTZISJL,O,O
OTZLIJS,O,X
OTZLISJ,O,O
OTZLJIS,O,X
OTZLJSI,O,X
OTZLSIJ,O,O
OTZLSJI,O,X
OTZJILS,O,O
OTZJISL,O,O
OTZJLIS,O,O
OTZJLSI,O,O
OTZJSIL,O,O
OTZJSLI,O,O
OTZSILJ,O,O
OTZSIJL,O,O
OTZSLIJ,O,O
OTZSLJI,O,X
OTZSJIL,O,O
OTZSJLI,O,O
OITLJSZ,O,X
OITLJZS,O,X
OITLSJZ,O,X
OITLSZJ,O,O
OITLZJS,O,X
OITLZSJ,O,O
OITJLSZ,O,O
OITJLZS,O,O
OITJSLZ,O,O
OITJSZL,O,O
OITJZLS,O,O
OITJZSL,O,O
OITSLJZ,O,X
OITSLZJ,O,O
OITSJLZ,O,O
OITSJZL,O,O
OITSZLJ,O,O
OITSZJL,O,O
OITZLJS,O,X
OITZLSJ,O,O
OITZJLS,O,O
OITZJSL,O,O
OITZSLJ,O,O
OITZSJL,O,O
OILTJSZ,O,X
OILTJZS,O,X
OILTSJZ,O,X
OILTSZJ,O,O
OILTZJS,O,X
OILTZSJ,O,O
OILJTSZ,X,O
OILJTZS,X,O
OILJSTZ,X,O
OILJSZT,X,O
OILJZTS,X,O
OILJZST,X,O
OILSTJZ,O,X
OILSTZJ,O,O
OILSJTZ,X,O
OILSJZT,X,O
OILSZTJ,O,O
OILSZJT,X,O
OILZTJS,O,X
OILZTSJ,O,O
OILZJTS,X,O
OILZJST,X,O
OILZSTJ,O,O
OILZSJT,X,O
OIJTLSZ,X,O
OIJTLZS,X,O
OIJTSLZ,X,O
OIJTSZL,X,O
OIJTZLS,X,O
OIJTZSL,X,O
OIJLTSZ,X,O
OIJLTZS,X,O
OIJLSTZ,X,O
OIJLSZT,X,O
OIJLZTS,X,O
OIJLZST,X,O
OIJSTLZ,X,O
OIJSTZL,X,O
OIJSLTZ,X,O
OIJSLZT,X,O
OIJSZTL,X,O
OIJSZLT,X,O
OIJZTLS,X,O
OIJZTSL,X,O
OIJZLTS,X,O
OIJZLST,X,O
OIJZSTL,X,O
OIJZSLT,X,O
OISTLJZ,O,X
OISTLZJ,O,O
OISTJLZ,O,O
OISTJZL,O,O
OISTZLJ,O,O
OISTZJL,O,O
OISLTJZ,O,X
OISLTZJ,O,O
OISLJTZ,X,O
OISLJZT,X,O
OISLZTJ,O,O
OISLZJT,X,O
OISJTLZ,X,O
OISJTZL,X,O
OISJLTZ,X,O
OISJLZT,X,O
OISJZTL,X,O
OISJZLT,X,O
OISZTLJ,O,O
OISZTJL,O,O
OISZLTJ,O,O
OISZLJT,X,O
OISZJTL,X,O
OISZJLT,X,O
OIZTLJS,O,X
OIZTLSJ,O,O
OIZTJLS,O,O
OIZTJSL,O,O
OIZTSLJ,O,O
OIZTSJL,O,O
OIZLTJS,O,X
OIZLTSJ,O,O
OIZLJTS,X,O
OIZLJST,X,O
OIZLSTJ,O,O
OIZLSJT,X,O
OIZJTLS,X,O
OIZJTSL,X,O
OIZJLTS,X,O
OIZJLST,X,O
OIZJSTL,X,O
OIZJSLT,X,O
OIZSTLJ,O,O
OIZSTJL,O,O
OIZSLTJ,O,O
OIZSLJT,X,O
OIZSJTL,X,O
OIZSJLT,X,O
OLTIJSZ,O,X
OLTIJZS,O,X
OLTISJZ,O,X
OLTISZJ,O,O
OLTIZJS,O,X
OLTIZSJ,O,O
OLTJISZ,O,X
OLTJIZS,O,X
