sequence,v115@NhA8IeC8AeC8AeE8Ke0/IvhFlgB3hBziB5oB2pBCrB,v115@NhA8IeC8AeC8AeE8Kei/IvhF3gBumBziB5oB1pB8qB,v115@NhA8IeC8AeC8AeE8KeKEJvhFflBlgBumBziB5oB8qB
ZLSJOIT,O,O,O
ZLSOTIJ,O,O,O
ZLSOTJI,O,O,O
ZLSOITJ,O,O,O
ZLSOIJT,O,O,O
ZLSOJTI,O,O,O
ZLSOJIT,O,O,O
ZLOTIJS,O,O,O
ZLOTISJ,O,O,O
ZLOTJIS,O,O,O
ZLOTJSI,O,O,O
ZLOTSIJ,O,O,O
ZLOTSJI,O,O,O
ZLOITJS,O,O,O
ZLOITSJ,O,O,O
ZLOIJTS,O,O,O
ZLOIJST,O,O,O
ZLOISTJ,O,O,O
ZLOISJT,O,O,O
ZLOJTIS,O,O,O
ZLOJTSI,O,O,O
ZLOJITS,O,O,O
ZLOJIST,O,O,O
ZLOJSTI,O,O,O
ZLOJSIT,O,O,O
ZLOSTIJ,O,O,O
ZLOSTJI,O,O,O
ZLOSITJ,O,O,O
ZLOSIJT,O,O,O
ZLOSJTI,O,O,O
ZLOSJIT,O,O,O
ZJTILSO,O,O,O
ZJTILOS,O,O,O
ZJTISLO,O,O,X
ZJTISOL,O,O,X
ZJTIOLS,O,O,O
ZJTIOSL,O,O,X
ZJTLISO,O,O,O
ZJTLIOS,O,O,O
ZJTLSIO,O,O,O
ZJTLSOI,O,O,O
ZJTLOIS,O,O,O
ZJTLOSI,O,O,O
ZJTSILO,O,O,X
ZJTSIOL,O,O,X
ZJTSLIO,O,O,X
ZJTSLOI,O,O,X
ZJTSOIL,O,O,X
ZJTSOLI,O,O,X
ZJTOILS,O,O,O
ZJTOISL,O,O,X
ZJTOLIS,O,O,O
ZJTOLSI,O,O,O
ZJTOSIL,O,O,X
ZJTOSLI,O,O,X
ZJITLSO,O,O,O
ZJITLOS,O,O,O
ZJITSLO,O,O,X
ZJITSOL,O,O,X
ZJITOLS,O,O,O
ZJITOSL,O,O,X
ZJILTSO,O,O,O
ZJILTOS,O,O,O
ZJILSTO,O,O,O
ZJILSOT,O,O,O
ZJILOTS,O,O,O
ZJILOST,O,O,O
ZJISTLO,O,O,X
ZJISTOL,O,O,X
ZJISLTO,O,O,O
ZJISLOT,O,O,O
ZJISOTL,O,O,X
ZJISOLT,O,O,O
ZJIOTLS,O,O,O
ZJIOTSL,O,O,X
ZJIOLTS,O,O,O
ZJIOLST,O,O,O
ZJIOSTL,O,O,X
ZJIOSLT,O,O,O
ZJLTISO,O,O,O
ZJLTIOS,O,O,O
ZJLTSIO,O,O,O
ZJLTSOI,O,O,O
ZJLTOIS,O,O,O
ZJLTOSI,O,O,O
ZJLITSO,O,O,O
ZJLITOS,O,O,O
ZJLISTO,O,O,O
ZJLISOT,O,O,O
ZJLIOTS,O,O,O
ZJLIOST,O,O,O
ZJLSTIO,O,O,O
ZJLSTOI,O,O,O
ZJLSITO,O,O,O
ZJLSIOT,O,O,O
ZJLSOTI,O,O,O
ZJLSOIT,O,O,O
ZJLOTIS,O,O,O
ZJLOTSI,O,O,O
ZJLOITS,O,O,O
ZJLOIST,O,O,O
ZJLOSTI,O,O,O
ZJLOSIT,O,O,O
ZJSTILO,O,O,X
ZJSTIOL,O,O,X
ZJSTLIO,O,O,X
ZJSTLOI,O,O,X
ZJSTOIL,O,O,X
ZJSTOLI,O,O,X
ZJSITLO,O,O,X
ZJSITOL,O,O,X
ZJSILTO,O,O,O
ZJSILOT,O,O,O
ZJSIOTL,O,O,X
ZJSIOLT,O,O,O
ZJSLTIO,O,O,O
ZJSLTOI,O,O,O
ZJSLITO,O,O,O
ZJSLIOT,O,O,O
ZJSLOTI,O,O,O
ZJSLOIT,O,O,O
ZJSOTIL,O,O,X
ZJSOTLI,O,O,X
ZJSOITL,O,O,X
ZJSOILT,O,O,O
ZJSOLTI,O,O,O
ZJSOLIT,O,O,O
ZJOTILS,O,O,O
ZJOTISL,O,O,X
ZJOTLIS,O,O,O
ZJOTLSI,O,O,O
ZJOTSIL,O,O,X
ZJOTSLI,O,O,X
ZJOITLS,O,O,O
ZJOITSL,O,O,X
ZJOILTS,O,O,O
ZJOILST,O,O,O
ZJOISTL,O,O,X
ZJOISLT,O,O,O
ZJOLTIS,O,O,O
ZJOLTSI,O,O,O
ZJOLITS,O,O,O
ZJOLIST,O,O,O
ZJOLSTI,O,O,O
ZJOLSIT,O,O,O
ZJOSTIL,O,O,X
ZJOSTLI,O,O,X
ZJOSITL,O,O,X
ZJOSILT,O,O,O
ZJOSLTI,O,O,O
ZJOSLIT,O,O,O
ZSTILJO,X,O,X
ZSTILOJ,X,O,X
ZSTIJLO,O,O,X
ZSTIJOL,O,O,X
ZSTIOLJ,X,O,X
ZSTIOJL,O,O,X
ZSTLIJO,X,O,X
ZSTLIOJ,X,O,X
ZSTLJIO,X,O,X
ZSTLJOI,X,O,X
ZSTLOIJ,X,O,X
ZSTLOJI,X,O,X
ZSTJILO,O,O,X
ZSTJIOL,O,O,X
ZSTJLIO,O,O,X
ZSTJLOI,O,O,X
ZSTJOIL,O,O,X
ZSTJOLI,O,O,X
ZSTOILJ,X,O,X
ZSTOIJL,O,O,X
ZSTOLIJ,X,O,X
ZSTOLJI,X,O,X
ZSTOJIL,O,O,X
ZSTOJLI,O,O,X
ZSITLJO,X,O,X
ZSITLOJ,X,O,X
ZSITJLO,O,O,X
ZSITJOL,O,O,X
ZSITOLJ,X,O,X
ZSITOJL,O,O,X
ZSILTJO,O,O,O
ZSILTOJ,O,O,O
ZSILJTO,O,O,O
ZSILJOT,O,O,O
ZSILOTJ,O,O,O
ZSILOJT,O,O,O
ZSIJTLO,O,O,X
ZSIJTOL,O,O,X
ZSIJLTO,O,O,O
ZSIJLOT,O,O,O
ZSIJOTL,O,O,X
ZSIJOLT,O,O,O
ZSIOTLJ,X,O,X
ZSIOTJL,O,O,X
ZSIOLTJ,O,O,O
ZSIOLJT,O,O,O
ZSIOJTL,O,O,X
ZSIOJLT,O,O,O
ZSLTIJO,O,O,O
ZSLTIOJ,O,O,O
ZSLTJIO,O,O,O
ZSLTJOI,O,O,O
ZSLTOIJ,O,O,O
ZSLTOJI,O,O,O
ZSLITJO,O,O,O
ZSLITOJ,O,O,O
ZSLIJTO,O,O,O
ZSLIJOT,O,O,O
ZSLIOTJ,O,O,O
ZSLIOJT,O,O,O
ZSLJTIO,O,O,O
ZSLJTOI,O,O,O
ZSLJITO,O,O,O
ZSLJIOT,O,O,O
ZSLJOTI,O,O,O
ZSLJOIT,O,O,O
ZSLOTIJ,O,O,O
ZSLOTJI,O,O,O
ZSLOITJ,O,O,O
ZSLOIJT,O,O,O
ZSLOJTI,O,O,O
ZSLOJIT,O,O,O
ZSJTILO,O,O,X
ZSJTIOL,O,O,X
ZSJTLIO,O,O,X
ZSJTLOI,O,O,X
ZSJTOIL,O,O,X
ZSJTOLI,O,O,X
ZSJITLO,O,O,X
ZSJITOL,O,O,X
ZSJILTO,O,O,O
ZSJILOT,O,O,O
ZSJIOTL,O,O,X
ZSJIOLT,O,O,O
ZSJLTIO,O,O,O
ZSJLTOI,O,O,O
ZSJLITO,O,O,O
ZSJLIOT,O,O,O
ZSJLOTI,O,O,O
ZSJLOIT,O,O,O
ZSJOTIL,O,O,X
ZSJOTLI,O,O,X
ZSJOITL,O,O,X
ZSJOILT,O,O,O
ZSJOLTI,O,O,O
ZSJOLIT,O,O,O
ZSOTILJ,X,O,X
ZSOTIJL,O,O,X
ZSOTLIJ,X,O,X
ZSOTLJI,X,O,X
ZSOTJIL,O,O,X
ZSOTJLI,O,O,X
ZSOITLJ,X,O,X
ZSOITJL,O,O,X
ZSOILTJ,O,O,O
ZSOILJT,O,O,O
ZSOIJTL,O,O,X
ZSOIJLT,O,O,O
ZSOLTIJ,O,O,O
ZSOLTJI,O,O,O
ZSOLITJ,O,O,O
ZSOLIJT,O,O,O
ZSOLJTI,O,O,O
ZSOLJIT,O,O,O
ZSOJTIL,O,O,X
ZSOJTLI,O,O,X
ZSOJITL,O,O,X
ZSOJILT,O,O,O
ZSOJLTI,O,O,O
ZSOJLIT,O,O,O
ZOTILJS,X,O,O
ZOTILSJ,X,O,O
ZOTIJLS,X,O,O
ZOTIJSL,X,O,X
ZOTISLJ,X,O,X
ZOTISJL,X,O,X
ZOTLIJS,X,O,O
ZOTLISJ,X,O,O
ZOTLJIS,X,O,O
ZOTLJSI,X,O,O
ZOTLSIJ,X,O,O
ZOTLSJI,X,O,O
ZOTJILS,X,O,O
ZOTJISL,X,O,X
ZOTJLIS,X,O,O
ZOTJLSI,X,O,O
ZOTJSIL,X,O,X
ZOTJSLI,X,O,X
ZOTSILJ,X,O,X
ZOTSIJL,X,O,X
ZOTSLIJ,X,O,X
ZOTSLJI,X,O,X
ZOTSJIL,X,O,X
ZOTSJLI,X,O,X
ZOITLJS,X,O,O
ZOITLSJ,X,O,O
ZOITJLS,X,O,O
ZOITJSL,X,O,X
ZOITSLJ,X,O,X
ZOITSJL,X,O,X
ZOILTJS,O,O,O
ZOILTSJ,O,O,O
ZOILJTS,O,O,O
ZOILJST,O,O,O
ZOILSTJ,O,O,O
ZOILSJT,O,O,O
ZOIJTLS,O,O,O
ZOIJTSL,O,O,X
ZOIJLTS,O,O,O
ZOIJLST,O,O,O
ZOIJSTL,O,O,X
ZOIJSLT,O,O,O
ZOISTLJ,X,O,X
ZOISTJL,O,O,X
ZOISLTJ,O,O,O
ZOISLJT,O,O,O
ZOISJTL,O,O,X
ZOISJLT,O,O,O
ZOLTIJS,O,O,O
ZOLTISJ,O,O,O
ZOLTJIS,O,O,O
ZOLTJSI,O,O,O
ZOLTSIJ,O,O,O
ZOLTSJI,O,O,O
ZOLITJS,O,O,O
ZOLITSJ,O,O,O
ZOLIJTS,O,O,O
ZOLIJST,O,O,O
ZOLISTJ,O,O,O
ZOLISJT,O,O,O
ZOLJTIS,O,O,O
ZOLJTSI,O,O,O
ZOLJITS,O,O,O
ZOLJIST,O,O,O
ZOLJSTI,O,O,O
ZOLJSIT,O,O,O
ZOLSTIJ,O,O,O
ZOLSTJI,O,O,O
ZOLSITJ,O,O,O
ZOLSIJT,O,O,O
ZOLSJTI,O,O,O
ZOLSJIT,O,O,O
ZOJTILS,O,O,O
ZOJTISL,O,O,X
ZOJTLIS,O,O,O
ZOJTLSI,O,O,O
ZOJTSIL,O,O,X
ZOJTSLI,O,O,X
ZOJITLS,O,O,O
ZOJITSL,O,O,X
ZOJILTS,O,O,O
ZOJILST,O,O,O
ZOJISTL,O,O,X
ZOJISLT,O,O,O
ZOJLTIS,O,O,O
ZOJLTSI,O,O,O
ZOJLITS,O,O,O
ZOJLIST,O,O,O
ZOJLSTI,O,O,O
ZOJLSIT,O,O,O
ZOJSTIL,O,O,X
ZOJSTLI,O,O,X
ZOJSITL,O,O,X
ZOJSILT,O,O,O
ZOJSLTI,O,O,O
ZOJSLIT,O,O,O
ZOSTILJ,X,O,X
ZOSTIJL,O,O,X
ZOSTLIJ,X,O,X
ZOSTLJI,X,O,X
ZOSTJIL,O,O,X
ZOSTJLI,O,O,X
ZOSITLJ,X,O,X
ZOSITJL,O,O,X
ZOSILTJ,O,O,O
ZOSILJT,O,O,O
ZOSIJTL,O,O,X
ZOSIJLT,O,O,O
ZOSLTIJ,O,O,O
ZOSLTJI,O,O,O
ZOSLITJ,O,O,O
ZOSLIJT,O,O,O
ZOSLJTI,O,O,O
ZOSLJIT,O,O,O
ZOSJTIL,O,O,X
ZOSJTLI,O,O,X
ZOSJITL,O,O,X
ZOSJILT,O,O,O
ZOSJLTI,O,O,O
ZOSJLIT,O,O,O
OTILJSZ,O,O,O
OTILJZS,O,O,O
OTILSJZ,O,O,O
OTILSZJ,O,O,O
OTILZJS,O,O,O
OTILZSJ,O,O,O
OTIJLSZ,O,O,O
OTIJLZS,O,O,O
OTIJSLZ,O,O,X
OTIJSZL,O,O,X
OTIJZLS,O,O,O
OTIJZSL,O,O,X
OTISLJZ,O,O,X
OTISLZJ,O,O,X
OTISJLZ,O,O,X
OTISJZL,O,O,X
OTISZLJ,X,O,X
OTISZJL,O,O,X
OTIZLJS,X,O,O
OTIZLSJ,X,O,O
OTIZJLS,X,O,O
OTIZJSL,X,O,X
OTIZSLJ,X,O,X
OTIZSJL,X,O,X
OTLIJSZ,O,O,O
OTLIJZS,O,O,O
OTLISJZ,O,O,O
OTLISZJ,O,O,O
OTLIZJS,O,O,O
OTLIZSJ,O,O,O
OTLJISZ,O,O,O
OTLJIZS,O,O,O
OTLJSIZ,O,O,O
OTLJSZI,O,O,O
OTLJZIS,O,O,O
OTLJZSI,O,O,O
OTLSIJZ,O,O,O
OTLSIZJ,O,O,O
OTLSJIZ,O,O,O
OTLSJZI,O,O,O
OTLSZIJ,O,O,O
OTLSZJI,O,O,O
OTLZIJS,O,O,O
OTLZISJ,O,O,O
OTLZJIS,O,O,O
OTLZJSI,O,O,O
OTLZSIJ,O,O,O
OTLZSJI,O,O,O
OTJILSZ,O,O,O
OTJILZS,O,O,O
OTJISLZ,O,O,X
OTJISZL,O,O,X
OTJIZLS,O,O,O
OTJIZSL,O,O,X
OTJLISZ,O,O,O
OTJLIZS,O,O,O
OTJLSIZ,O,O,O
OTJLSZI,O,O,O
OTJLZIS,O,O,O
OTJLZSI,O,O,O
OTJSILZ,O,O,X
OTJSIZL,O,O,X
OTJSLIZ,O,O,X
OTJSLZI,O,O,X
OTJSZIL,O,O,X
OTJSZLI,O,O,X
OTJZILS,O,O,O
OTJZISL,O,O,X
OTJZLIS,O,O,O
OTJZLSI,O,O,O
OTJZSIL,O,O,X
OTJZSLI,O,O,X
OTSILJZ,O,O,X
OTSILZJ,O,O,X
OTSIJLZ,O,O,X
OTSIJZL,O,O,X
OTSIZLJ,X,O,X
OTSIZJL,O,O,X
OTSLIJZ,O,O,X
OTSLIZJ,O,O,X
OTSLJIZ,O,O,X
OTSLJZI,O,O,X
OTSLZIJ,O,O,X
OTSLZJI,O,O,X
OTSJILZ,O,O,X
OTSJIZL,O,O,X
OTSJLIZ,O,O,X
OTSJLZI,O,O,X
OTSJZIL,O,O,X
OTSJZLI,O,O,X
OTSZILJ,X,O,X
OTSZIJL,O,O,X
OTSZLIJ,X,O,X
OTSZLJI,X,O,X
OTSZJIL,O,O,X
OTSZJLI,O,O,X
OTZILJS,X,O,O
OTZILSJ,X,O,O
OTZIJLS,X,O,O
OTZIJSL,X,O,X
OTZISLJ,X,O,X
OTZISJL,X,O,X
OTZLIJS,X,O,O
OTZLISJ,X,O,O
OTZLJIS,X,O,O
OTZLJSI,X,O,O
OTZLSIJ,X,O,O
OTZLSJI,X,O,O
OTZJILS,X,O,O
OTZJISL,X,O,X
OTZJLIS,X,O,O
OTZJLSI,X,O,O
OTZJSIL,X,O,X
OTZJSLI,X,O,X
OTZSILJ,X,O,X
OTZSIJL,X,O,X
OTZSLIJ,X,O,X
OTZSLJI,X,O,X
OTZSJIL,X,O,X
OTZSJLI,X,O,X
OITLJSZ,O,O,O
OITLJZS,O,O,O
OITLSJZ,O,O,O
OITLSZJ,O,O,O
OITLZJS,O,O,O
OITLZSJ,O,O,O
OITJLSZ,O,O,O
OITJLZS,O,O,O
OITJSLZ,O,O,X
OITJSZL,O,O,X
OITJZLS,O,O,O
OITJZSL,O,O,X
OITSLJZ,O,O,X
OITSLZJ,O,O,X
OITSJLZ,O,O,X
OITSJZL,O,O,X
OITSZLJ,X,O,X
OITSZJL,O,O,X
OITZLJS,X,O,O
OITZLSJ,X,O,O
OITZJLS,X,O,O
OITZJSL,X,O,X
OITZSLJ,X,O,X
OITZSJL,X,O,X
OILTJSZ,O,O,O
OILTJZS,O,O,O
OILTSJZ,O,O,O
OILTSZJ,O,O,O
OILTZJS,O,O,O
OILTZSJ,O,O,O
OILJTSZ,O,O,O
OILJTZS,O,O,O
OILJSTZ,O,X,O
OILJSZT,O,X,O
OILJZTS,O,O,O
OILJZST,O,O,O
OILSTJZ,O,X,O
OILSTZJ,O,X,O
OILSJTZ,O,X,O
OILSJZT,O,X,O
OILSZTJ,O,X,O
OILSZJT,O,X,O
OILZTJS,O,O,O
OILZTSJ,O,O,O
OILZJTS,O,O,O
OILZJST,O,O,O
OILZSTJ,O,O,O
OILZSJT,O,O,O
OIJTLSZ,O,O,O
OIJTLZS,O,O,O
OIJTSLZ,O,O,X
OIJTSZL,O,O,X
OIJTZLS,O,O,O
OIJTZSL,O,O,X
OIJLTSZ,O,O,O
OIJLTZS,O,O,O
OIJLSTZ,O,X,O
OIJLSZT,O,X,O
OIJLZTS,O,O,O
OIJLZST,O,O,O
OIJSTLZ,O,O,X
OIJSTZL,O,O,X
OIJSLTZ,O,X,O
OIJSLZT,O,X,O
OIJSZTL,O,O,X
OIJSZLT,O,O,O
OIJZTLS,O,O,O
OIJZTSL,O,O,X
OIJZLTS,O,O,O
OIJZLST,O,O,O
OIJZSTL,O,O,X
OIJZSLT,O,O,O
OISTLJZ,O,O,X
OISTLZJ,O,O,X
OISTJLZ,O,O,X
OISTJZL,O,O,X
OISTZLJ,X,O,X
OISTZJL,O,O,X
OISLTJZ,O,X,O
OISLTZJ,O,X,O
OISLJTZ,O,X,O
OISLJZT,O,X,O
OISLZTJ,O,X,O
OISLZJT,O,X,O
OISJTLZ,O,O,X
OISJTZL,O,O,X
OISJLTZ,O,X,O
OISJLZT,O,X,O
OISJZTL,O,O,X
OISJZLT,O,O,O
OISZTLJ,X,O,X
OISZTJL,O,O,X
OISZLTJ,O,O,O
OISZLJT,O,O,O
OISZJTL,O,O,X
OISZJLT,O,O,O
OIZTLJS,X,O,O
OIZTLSJ,X,O,O
OIZTJLS,X,O,O
OIZTJSL,X,O,X
OIZTSLJ,X,O,X
OIZTSJL,X,O,X
OIZLTJS,O,O,O
OIZLTSJ,O,O,O
OIZLJTS,O,O,O
OIZLJST,O,O,O
OIZLSTJ,O,O,O
OIZLSJT,O,O,O
OIZJTLS,O,O,O
OIZJTSL,O,O,X
OIZJLTS,O,O,O
OIZJLST,O,O,O
OIZJSTL,O,O,X
OIZJSLT,O,O,O
OIZSTLJ,X,O,X
OIZSTJL,O,O,X
OIZSLTJ,O,O,O
OIZSLJT,O,O,O
OIZSJTL,O,O,X
OIZSJLT,O,O,O
OLTIJSZ,O,O,O
OLTIJZS,O,O,O
OLTISJZ,O,O,O
OLTISZJ,O,O,O
OLTIZJS,O,O,O
OLTIZSJ,O,O,O
OLTJISZ,O,O,O
OLTJIZS,O,O,O
OLTJSIZ,O,O,O
OLTJSZI,O,O,O
OLTJZIS,O,O,O
OLTJZSI,O,O,O
OLTSIJZ,O,O,O
OLTSIZJ,O,O,O
OLTSJIZ,O,O,O
OLTSJZI,O,O,O
OLTSZIJ,O,O,O
OLTSZJI,O,O,O
OLTZIJS,O,O,O
OLTZISJ,O,O,O
OLTZJIS,O,O,O
OLTZJSI,O,O,O
OLTZSIJ,O,O,O
OLTZSJI,O,O,O
OLITJSZ,O,O,O
OLITJZS,O,O,O
OLITSJZ,O,O,O
OLITSZJ,O,O,O
OLITZJS,O,O,O
OLITZSJ,O,O,O
OLIJTSZ,O,O,O
OLIJTZS,O,O,O
OLIJSTZ,O,X,O
OLIJSZT,O,X,O
OLIJZTS,O,O,O
OLIJZST,O,O,O
OLISTJZ,O,X,O
OLISTZJ,O,X,O
OLISJTZ,O,X,O
OLISJZT,O,X,O
OLISZTJ,O,X,O
OLISZJT,O,X,O
OLIZTJS,O,O,O
OLIZTSJ,O,O,O
OLIZJTS,O,O,O
OLIZJST,O,O,O
OLIZSTJ,O,O,O
OLIZSJT,O,O,O
OLJTISZ,O,O,O
OLJTIZS,O,O,O
OLJTSIZ,O,O,O
OLJTSZI,O,O,O
OLJTZIS,O,O,O
OLJTZSI,O,O,O
OLJITSZ,O,O,O
OLJITZS,O,O,O
OLJISTZ,O,X,O
OLJISZT,O,X,O
OLJIZTS,O,O,O
OLJIZST,O,O,O
OLJSTIZ,O,X,O
OLJSTZI,O,X,O
OLJSITZ,O,X,O
OLJSIZT,O,X,O
OLJSZTI,O,X,O
OLJSZIT,O,X,O
OLJZTIS,O,O,O
OLJZTSI,O,O,O
OLJZITS,O,O,O
OLJZIST,O,O,O
OLJZSTI,O,O,O
OLJZSIT,O,O,O
OLSTIJZ,O,X,O
OLSTIZJ,O,X,O
OLSTJIZ,O,X,O
OLSTJZI,O,X,O
OLSTZIJ,O,X,O
OLSTZJI,O,X,O
OLSITJZ,O,X,O
OLSITZJ,O,X,O
OLSIJTZ,O,X,O
OLSIJZT,O,X,O
OLSIZTJ,O,X,O
OLSIZJT,O,X,O
OLSJTIZ,O,X,O
OLSJTZI,O,X,O
OLSJITZ,O,X,O
OLSJIZT,O,X,O
OLSJZTI,O,X,O
OLSJZIT,O,X,O
OLSZTIJ,O,X,O
OLSZTJI,O,X,O
OLSZITJ,O,X,O
OLSZIJT,O,X,O
OLSZJTI,O,X,O
OLSZJIT,O,X,O
OLZTIJS,O,O,O
OLZTISJ,O,O,O
OLZTJIS,O,O,O
OLZTJSI,O,O,O
OLZTSIJ,O,O,O
OLZTSJI,O,O,O
OLZITJS,O,O,O
OLZITSJ,O,O,O
OLZIJTS,O,O,O
OLZIJST,O,O,O
OLZISTJ,O,O,O
OLZISJT,O,O,O
OLZJTIS,O,O,O
OLZJTSI,O,O,O
OLZJITS,O,O,O
OLZJIST,O,O,O
OLZJSTI,O,O,O
OLZJSIT,O,O,O
OLZSTIJ,O,O,O
OLZSTJI,O,O,O
OLZSITJ,O,O,O
OLZSIJT,O,O,O
OLZSJTI,O,O,O
OLZSJIT,O,O,O
OJTILSZ,O,O,O
OJTILZS,O,O,O
OJTISLZ,O,O,X
OJTISZL,O,O,X
OJTIZLS,O,O,O
OJTIZSL,O,O,X
OJTLISZ,O,O,O
OJTLIZS,O,O,O
OJTLSIZ,O,O,O
OJTLSZI,O,O,O
OJTLZIS,O,O,O
OJTLZSI,O,O,O
OJTSILZ,O,O,X
OJTSIZL,O,O,X
OJTSLIZ,O,O,X
OJTSLZI,O,O,X
OJTSZIL,O,O,X
OJTSZLI,O,O,X
OJTZILS,O,O,O
OJTZISL,O,O,X
OJTZLIS,O,O,O
OJTZLSI,O,O,O
OJTZSIL,O,O,X
OJTZSLI,O,O,X
OJITLSZ,O,O,O
OJITLZS,O,O,O
OJITSLZ,O,O,X
OJITSZL,O,O,X
OJITZLS,O,O,O
OJITZSL,O,O,X
OJILTSZ,O,O,O
OJILTZS,O,O,O
OJILSTZ,O,X,O
OJILSZT,O,X,O
OJILZTS,O,O,O
OJILZST,O,O,O
OJISTLZ,O,O,X
OJISTZL,O,O,X
OJISLTZ,O,X,O
OJISLZT,O,X,O
OJISZTL,O,O,X
OJISZLT,O,O,O
OJIZTLS,O,O,O
OJIZTSL,O,O,X
OJIZLTS,O,O,O
OJIZLST,O,O,O
OJIZSTL,O,O,X
OJIZSLT,O,O,O
OJLTISZ,O,O,O
OJLTIZS,O,O,O
OJLTSIZ,O,O,O
OJLTSZI,O,O,O
OJLTZIS,O,O,O
OJLTZSI,O,O,O
OJLITSZ,O,O,O
OJLITZS,O,O,O
OJLISTZ,O,X,O
OJLISZT,O,X,O
OJLIZTS,O,O,O
OJLIZST,O,O,O
OJLSTIZ,O,X,O
OJLSTZI,O,X,O
OJLSITZ,O,X,O
OJLSIZT,O,X,O
OJLSZTI,O,X,O
OJLSZIT,O,X,O
OJLZTIS,O,O,O
OJLZTSI,O,O,O
OJLZITS,O,O,O
OJLZIST,O,O,O
OJLZSTI,O,O,O
OJLZSIT,O,O,O
OJSTILZ,O,O,X
OJSTIZL,O,O,X
OJSTLIZ,O,O,X
OJSTLZI,O,O,X
OJSTZIL,O,O,X
OJSTZLI,O,O,X
OJSITLZ,O,O,X
OJSITZL,O,O,X
OJSILTZ,O,X,O
OJSILZT,O,X,O
OJSIZTL,O,O,X
OJSIZLT,O,O,O
OJSLTIZ,O,X,O
OJSLTZI,O,X,O
OJSLITZ,O,X,O
OJSLIZT,O,X,O
OJSLZTI,O,X,O
OJSLZIT,O,X,O
OJSZTIL,O,O,X
OJSZTLI,O,O,X
OJSZITL,O,O,X
OJSZILT,O,O,O
OJSZLTI,O,O,O
OJSZLIT,O,O,O
OJZTILS,O,O,O
OJZTISL,O,O,X
OJZTLIS,O,O,O
OJZTLSI,O,O,O
OJZTSIL,O,O,X
OJZTSLI,O,O,X
OJZITLS,O,O,O
OJZITSL,O,O,X
OJZILTS,O,O,O
OJZILST,O,O,O
OJZISTL,O,O,X
OJZISLT,O,O,O
OJZLTIS,O,O,O
OJZLTSI,O,O,O
OJZLITS,O,O,O
OJZLIST,O,O,O
OJZLSTI,O,O,O
OJZLSIT,O,O,O
OJZSTIL,O,O,X
OJZSTLI,O,O,X
OJZSITL,O,O,X
OJZSILT,O,O,O
OJZSLTI,O,O,O
OJZSLIT,O,O,O
OSTILJZ,O,O,X
OSTILZJ,O,O,X
OSTIJLZ,O,O,X
OSTIJZL,O,O,X
OSTIZLJ,X,O,X
OSTIZJL,O,O,X
OSTLIJZ,O,O,X
OSTLIZJ,O,O,X
OSTLJIZ,O,O,X
OSTLJZI,O,O,X
OSTLZIJ,O,O,X
OSTLZJI,O,O,X
OSTJILZ,O,O,X
OSTJIZL,O,O,X
OSTJLIZ,O,O,X
OSTJLZI,O,O,X
OSTJZIL,O,O,X
OSTJZLI,O,O,X
OSTZILJ,X,O,X
OSTZIJL,O,O,X
OSTZLIJ,X,O,X
OSTZLJI,X,O,X
OSTZJIL,O,O,X
OSTZJLI,O,O,X
OSITLJZ,O,O,X
OSITLZJ,O,O,X
OSITJLZ,O,O,X
OSITJZL,O,O,X
OSITZLJ,X,O,X
OSITZJL,O,O,X
OSILTJZ,O,X,O
OSILTZJ,O,X,O
OSILJTZ,O,X,O
OSILJZT,O,X,O
OSILZTJ,O,X,O
OSILZJT,O,X,O
OSIJTLZ,O,O,X
OSIJTZL,O,O,X
OSIJLTZ,O,X,O
OSIJLZT,O,X,O
OSIJZTL,O,O,X
OSIJZLT,O,O,O
OSIZTLJ,X,O,X
OSIZTJL,O,O,X
OSIZLTJ,O,O,O
OSIZLJT,O,O,O
OSIZJTL,O,O,X
OSIZJLT,O,O,O
OSLTIJZ,O,X,O
OSLTIZJ,O,X,O
OSLTJIZ,O,X,O
OSLTJZI,O,X,O
OSLTZIJ,O,X,O
OSLTZJI,O,X,O
OSLITJZ,O,X,O
OSLITZJ,O,X,O
OSLIJTZ,O,X,O
OSLIJZT,O,X,O
OSLIZTJ,O,X,O
OSLIZJT,O,X,O
OSLJTIZ,O,X,O
OSLJTZI,O,X,O
OSLJITZ,O,X,O
OSLJIZT,O,X,O
OSLJZTI,O,X,O
OSLJZIT,O,X,O
OSLZTIJ,O,X,O
OSLZTJI,O,X,O
OSLZITJ,O,X,O
OSLZIJT,O,X,O
OSLZJTI,O,X,O
OSLZJIT,O,X,O
OSJTILZ,O,O,X
OSJTIZL,O,O,X
OSJTLIZ,O,O,X
OSJTLZI,O,O,X
OSJTZIL,O,O,X
OSJTZLI,O,O,X
OSJITLZ,O,O,X
OSJITZL,O,O,X
OSJILTZ,O,X,O
OSJILZT,O,X,O
OSJIZTL,O,O,X
OSJIZLT,O,O,O
OSJLTIZ,O,X,O
OSJLTZI,O,X,O
OSJLITZ,O,X,O
OSJLIZT,O,X,O
OSJLZTI,O,X,O
OSJLZIT,O,X,O
OSJZTIL,O,O,X
OSJZTLI,O,O,X
OSJZITL,O,O,X
OSJZILT,O,O,O
OSJZLTI,O,O,O
OSJZLIT,O,O,O
OSZTILJ,X,O,X
OSZTIJL,O,O,X
OSZTLIJ,X,O,X
OSZTLJI,X,O,X
