sequence,v115@UhC8AeB8AeA8BeF8KeUBJvhFanBziB5oB/pBFlBmpB,v115@UhC8AeB8AeA8BeF8Kel/IvhFUhBanBziB5oB/pBOqB,v115@UhC8AeB8AeA8BeF8KeT/IvhFOlBXhBxiBFnB6tB0pB,v115@UhC8AeB8AeA8BeF8KeOFJvhFXhBxiBTkBFnB6tB0pB
SZJITLO,X,X,X,X
SZJITOL,X,X,X,X
SZJILTO,X,X,X,X
SZJILOT,X,X,X,X
SZJIOTL,X,X,X,X
SZJIOLT,X,X,X,X
SZJLTIO,X,X,O,X
SZJLTOI,X,X,O,X
SZJLITO,X,X,X,X
SZJLIOT,X,X,O,X
SZJLOTI,X,X,O,X
SZJLOIT,X,X,O,X
SZJOTIL,X,X,O,X
SZJOTLI,X,X,O,X
SZJOITL,X,X,X,X
SZJOILT,X,X,X,X
SZJOLTI,X,X,O,X
SZJOLIT,X,X,O,X
SZOTILJ,O,O,X,X
SZOTIJL,X,X,O,X
SZOTLIJ,O,O,O,X
SZOTLJI,X,X,O,X
SZOTJIL,X,X,O,X
SZOTJLI,X,X,O,X
SZOITLJ,O,O,X,X
SZOITJL,X,X,X,X
SZOILTJ,O,O,X,X
SZOILJT,X,X,X,X
SZOIJTL,X,X,X,X
SZOIJLT,X,X,X,X
SZOLTIJ,O,O,O,X
SZOLTJI,X,X,O,X
SZOLITJ,O,O,X,X
SZOLIJT,X,X,O,X
SZOLJTI,X,X,O,X
SZOLJIT,X,X,O,X
SZOJTIL,X,X,O,X
SZOJTLI,X,X,O,X
SZOJITL,X,X,X,X
SZOJILT,X,X,X,X
SZOJLTI,X,X,O,X
SZOJLIT,X,X,O,X
SOTILJZ,X,X,X,X
SOTILZJ,O,O,X,X
SOTIJLZ,X,X,X,X
SOTIJZL,X,X,X,X
SOTIZLJ,O,O,X,X
SOTIZJL,X,X,X,X
SOTLIJZ,X,X,X,O
SOTLIZJ,O,O,X,X
SOTLJIZ,X,X,X,O
SOTLJZI,X,X,X,O
SOTLZIJ,O,O,X,X
SOTLZJI,X,X,X,X
SOTJILZ,X,X,X,X
SOTJIZL,X,X,X,X
SOTJLIZ,X,X,X,O
SOTJLZI,X,X,X,O
SOTJZIL,X,X,X,X
SOTJZLI,X,X,X,X
SOTZILJ,O,O,X,X
SOTZIJL,X,X,X,X
SOTZLIJ,O,O,X,X
SOTZLJI,X,X,X,X
SOTZJIL,X,X,X,X
SOTZJLI,X,X,X,X
SOITLJZ,X,X,X,X
SOITLZJ,O,O,X,X
SOITJLZ,X,X,X,X
SOITJZL,X,X,X,X
SOITZLJ,O,O,X,X
SOITZJL,X,X,X,X
SOILTJZ,X,X,X,X
SOILTZJ,O,O,X,X
SOILJTZ,X,O,X,X
SOILJZT,X,O,X,X
SOILZTJ,O,O,X,X
SOILZJT,X,X,X,X
SOIJTLZ,X,O,X,X
SOIJTZL,X,O,X,X
SOIJLTZ,X,O,X,X
SOIJLZT,X,O,X,X
SOIJZTL,X,O,X,X
SOIJZLT,X,O,X,X
SOIZTLJ,O,O,X,X
SOIZTJL,X,X,X,X
SOIZLTJ,O,O,X,X
SOIZLJT,X,X,X,X
SOIZJTL,X,X,X,X
SOIZJLT,X,X,X,X
SOLTIJZ,X,X,X,O
SOLTIZJ,O,O,X,X
SOLTJIZ,X,X,X,O
SOLTJZI,X,X,X,O
SOLTZIJ,O,O,X,X
SOLTZJI,X,X,X,X
SOLITJZ,X,X,X,X
SOLITZJ,O,O,X,X
SOLIJTZ,X,O,X,X
SOLIJZT,X,O,X,X
SOLIZTJ,O,O,X,X
SOLIZJT,X,X,X,X
SOLJTIZ,X,O,X,O
SOLJTZI,X,O,X,O
SOLJITZ,X,O,X,X
SOLJIZT,X,O,X,X
SOLJZTI,X,O,X,X
SOLJZIT,X,O,X,X
SOLZTIJ,O,O,X,X
SOLZTJI,X,X,X,X
SOLZITJ,O,O,X,X
SOLZIJT,X,X,X,X
SOLZJTI,X,X,X,X
SOLZJIT,X,X,X,X
SOJTILZ,X,O,X,X
SOJTIZL,X,O,X,X
SOJTLIZ,X,O,X,O
SOJTLZI,X,O,X,O
SOJTZIL,X,O,X,X
SOJTZLI,X,O,X,X
SOJITLZ,X,O,X,X
SOJITZL,X,O,X,X
SOJILTZ,X,O,X,X
SOJILZT,X,O,X,X
SOJIZTL,X,O,X,X
SOJIZLT,X,O,X,X
SOJLTIZ,X,O,X,O
SOJLTZI,X,O,X,O
SOJLITZ,X,O,X,X
SOJLIZT,X,O,X,X
SOJLZTI,X,O,X,X
SOJLZIT,X,O,X,X
SOJZTIL,X,O,X,X
SOJZTLI,X,O,X,X
SOJZITL,X,O,X,X
SOJZILT,X,O,X,X
SOJZLTI,X,O,X,X
SOJZLIT,X,O,X,X
SOZTILJ,O,O,X,X
SOZTIJL,X,X,X,X
SOZTLIJ,O,O,X,X
SOZTLJI,X,X,X,X
SOZTJIL,X,X,X,X
SOZTJLI,X,X,X,X
SOZITLJ,O,O,X,X
SOZITJL,X,X,X,X
SOZILTJ,O,O,X,X
SOZILJT,X,X,X,X
SOZIJTL,X,X,X,X
SOZIJLT,X,X,X,X
SOZLTIJ,O,O,X,X
SOZLTJI,X,X,X,X
SOZLITJ,O,O,X,X
SOZLIJT,X,X,X,X
SOZLJTI,X,X,X,X
SOZLJIT,X,X,X,X
SOZJTIL,X,X,X,X
SOZJTLI,X,X,X,X
SOZJITL,X,X,X,X
SOZJILT,X,X,X,X
SOZJLTI,X,X,X,X
SOZJLIT,X,X,X,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,X,X,X,X
ZTILSOJ,X,X,X,X
ZTILOJS,X,X,X,X
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,X,X,X,X
ZTIJSOL,X,X,O,X
ZTIJOLS,X,X,X,X
ZTIJOSL,X,X,O,X
ZTISLJO,X,X,X,X
ZTISLOJ,X,X,X,X
ZTISJLO,X,X,X,X
ZTISJOL,X,X,O,X
ZTISOLJ,X,X,X,X
ZTISOJL,X,X,O,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,O,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,O,X
ZTLIJSO,X,X,O,X
ZTLIJOS,X,X,O,X
ZTLISJO,X,X,O,X
ZTLISOJ,X,X,O,X
ZTLIOJS,X,X,O,X
ZTLIOSJ,X,X,O,X
ZTLJISO,X,X,O,X
ZTLJIOS,X,X,O,X
ZTLJSIO,X,X,O,X
ZTLJSOI,X,X,O,X
ZTLJOIS,X,X,O,X
ZTLJOSI,X,X,O,X
ZTLSIJO,X,X,O,X
ZTLSIOJ,X,X,O,X
ZTLSJIO,X,X,O,X
ZTLSJOI,X,X,O,X
ZTLSOIJ,X,X,O,X
ZTLSOJI,X,X,O,X
ZTLOIJS,X,X,O,X
ZTLOISJ,X,X,O,X
ZTLOJIS,X,X,O,X
ZTLOJSI,X,X,O,X
ZTLOSIJ,X,X,O,X
ZTLOSJI,X,X,O,X
ZTJILSO,X,X,X,X
ZTJILOS,X,X,X,X
ZTJISLO,X,X,X,X
ZTJISOL,X,X,O,X
ZTJIOLS,X,X,X,X
ZTJIOSL,X,X,O,X
ZTJLISO,X,X,O,X
ZTJLIOS,X,X,O,X
ZTJLSIO,X,X,O,X
ZTJLSOI,X,X,O,X
ZTJLOIS,X,X,O,X
ZTJLOSI,X,X,O,X
ZTJSILO,X,X,X,X
ZTJSIOL,X,X,O,X
ZTJSLIO,X,X,O,X
ZTJSLOI,X,X,O,X
ZTJSOIL,X,X,O,X
ZTJSOLI,X,X,O,X
ZTJOILS,X,X,X,X
ZTJOISL,X,X,O,X
ZTJOLIS,X,X,O,X
ZTJOLSI,X,X,O,X
ZTJOSIL,X,X,O,X
ZTJOSLI,X,X,O,X
ZTSILJO,X,X,X,X
ZTSILOJ,X,X,X,X
ZTSIJLO,X,X,X,X
ZTSIJOL,X,X,O,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,X,X,O,X
ZTSLIJO,X,X,O,X
ZTSLIOJ,X,X,O,X
ZTSLJIO,X,X,O,X
ZTSLJOI,X,X,O,X
ZTSLOIJ,X,X,O,X
ZTSLOJI,X,X,O,X
ZTSJILO,X,X,X,X
ZTSJIOL,X,X,O,X
ZTSJLIO,X,X,O,X
ZTSJLOI,X,X,O,X
ZTSJOIL,X,X,O,X
ZTSJOLI,X,X,O,X
ZTSOILJ,X,X,X,X
ZTSOIJL,X,X,O,X
ZTSOLIJ,X,X,O,X
ZTSOLJI,X,X,O,X
ZTSOJIL,X,X,O,X
ZTSOJLI,X,X,O,X
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,X,O,X
ZTOISLJ,X,X,X,X
ZTOISJL,X,X,O,X
ZTOLIJS,X,X,O,X
ZTOLISJ,X,X,O,X
ZTOLJIS,X,X,O,X
ZTOLJSI,X,X,O,X
ZTOLSIJ,X,X,O,X
ZTOLSJI,X,X,O,X
ZTOJILS,X,X,X,X
ZTOJISL,X,X,O,X
ZTOJLIS,X,X,O,X
ZTOJLSI,X,X,O,X
ZTOJSIL,X,X,O,X
ZTOJSLI,X,X,O,X
ZTOSILJ,X,X,X,X
ZTOSIJL,X,X,O,X
ZTOSLIJ,X,X,O,X
ZTOSLJI,X,X,O,X
ZTOSJIL,X,X,O,X
ZTOSJLI,X,X,O,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,X,X,X,X
ZITLSOJ,X,X,X,X
ZITLOJS,X,X,X,X
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,X,X,X,X
ZITJSLO,X,X,X,X
ZITJSOL,X,X,X,X
ZITJOLS,X,X,X,X
ZITJOSL,X,X,X,X
ZITSLJO,X,X,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,X,X,X,X
ZITSJOL,X,X,X,X
ZITSOLJ,X,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,X,X,X,X
ZILTJOS,X,X,X,X
ZILTSJO,X,X,X,X
ZILTSOJ,X,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,X,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,X,X,X,X
ZILJSTO,X,O,X,X
ZILJSOT,X,O,X,X
ZILJOTS,X,X,X,X
ZILJOST,X,O,X,X
ZILSTJO,X,X,X,X
ZILSTOJ,O,O,X,X
ZILSJTO,X,X,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,O,O,X,X
ZILSOJT,X,X,X,X
ZILOTJS,X,X,X,X
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,X,X
ZILOJST,X,O,X,X
ZILOSTJ,O,O,X,X
ZILOSJT,X,X,X,X
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,X
ZIJTSLO,X,X,X,X
ZIJTSOL,X,X,X,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,X,X,X
ZIJLTSO,X,X,X,X
ZIJLTOS,X,X,X,X
ZIJLSTO,X,O,X,X
ZIJLSOT,X,O,X,X
ZIJLOTS,X,X,X,X
ZIJLOST,X,O,X,X
ZIJSTLO,X,O,X,X
ZIJSTOL,X,O,X,X
ZIJSLTO,X,O,X,X
ZIJSLOT,X,O,X,X
ZIJSOTL,X,O,X,X
ZIJSOLT,X,O,X,X
ZIJOTLS,X,X,X,X
ZIJOTSL,X,X,X,X
ZIJOLTS,X,X,X,X
ZIJOLST,X,O,X,X
ZIJOSTL,X,O,X,X
ZIJOSLT,X,O,X,X
ZISTLJO,X,X,X,X
ZISTLOJ,O,O,X,X
ZISTJLO,X,X,X,X
ZISTJOL,X,X,X,X
ZISTOLJ,O,O,X,X
ZISTOJL,X,X,X,X
ZISLTJO,X,X,X,X
ZISLTOJ,O,O,X,X
ZISLJTO,X,X,X,X
ZISLJOT,X,X,X,X
ZISLOTJ,O,O,X,X
ZISLOJT,X,X,X,X
ZISJTLO,X,X,X,X
ZISJTOL,X,X,X,X
ZISJLTO,X,X,X,X
ZISJLOT,X,X,X,X
ZISJOTL,X,X,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,O,O,X,X
ZISOTJL,X,X,X,X
ZISOLTJ,O,O,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,X,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,X,X,X,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,X,X
ZIOLTJS,X,X,X,X
ZIOLTSJ,X,X,X,X
ZIOLJTS,X,X,X,X
ZIOLJST,X,O,X,X
ZIOLSTJ,O,O,X,X
ZIOLSJT,X,X,X,X
ZIOJTLS,X,X,X,X
ZIOJTSL,X,X,X,X
ZIOJLTS,X,X,X,X
ZIOJLST,X,O,X,X
ZIOJSTL,X,O,X,X
ZIOJSLT,X,O,X,X
ZIOSTLJ,O,O,X,X
ZIOSTJL,X,X,X,X
ZIOSLTJ,O,O,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,X,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,X,X,O,X
ZLTIJOS,X,X,O,X
ZLTISJO,X,X,O,X
ZLTISOJ,X,X,O,X
ZLTIOJS,X,X,O,X
ZLTIOSJ,X,X,O,X
ZLTJISO,X,X,O,X
ZLTJIOS,X,X,O,X
ZLTJSIO,X,X,O,X
ZLTJSOI,X,X,O,X
ZLTJOIS,X,X,O,X
ZLTJOSI,X,X,O,X
ZLTSIJO,X,X,O,X
ZLTSIOJ,X,X,O,X
ZLTSJIO,X,X,O,X
ZLTSJOI,X,X,O,X
ZLTSOIJ,X,X,O,X
ZLTSOJI,X,X,O,X
ZLTOIJS,X,X,O,X
ZLTOISJ,X,X,O,X
ZLTOJIS,X,X,O,X
ZLTOJSI,X,X,O,X
ZLTOSIJ,X,X,O,X
ZLTOSJI,X,X,O,X
ZLITJSO,X,X,X,X
ZLITJOS,X,X,X,X
ZLITSJO,X,X,X,X
ZLITSOJ,X,X,X,X
ZLITOJS,X,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,X,X,O,X
ZLIJTOS,X,X,O,X
ZLIJSTO,X,O,X,X
ZLIJSOT,X,O,O,X
ZLIJOTS,X,X,O,X
ZLIJOST,X,O,O,X
ZLISTJO,X,X,X,X
ZLISTOJ,O,O,X,X
ZLISJTO,X,X,X,X
ZLISJOT,X,X,O,X
ZLISOTJ,O,O,X,X
ZLISOJT,X,X,O,X
ZLIOTJS,X,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,X,X,O,X
ZLIOJST,X,O,O,X
ZLIOSTJ,O,O,X,X
ZLIOSJT,X,X,O,X
ZLJTISO,X,X,O,X
ZLJTIOS,X,X,O,X
ZLJTSIO,X,X,O,X
ZLJTSOI,X,X,O,X
ZLJTOIS,X,X,O,X
ZLJTOSI,X,X,O,X
ZLJITSO,X,X,O,X
ZLJITOS,X,X,O,X
ZLJISTO,X,O,X,X
ZLJISOT,X,O,O,X
ZLJIOTS,X,X,O,X
ZLJIOST,X,O,O,X
ZLJSTIO,X,O,O,X
ZLJSTOI,X,O,O,X
ZLJSITO,X,O,X,X
ZLJSIOT,X,O,O,X
ZLJSOTI,X,O,O,X
ZLJSOIT,X,O,O,X
ZLJOTIS,X,X,O,X
ZLJOTSI,X,X,O,X
ZLJOITS,X,X,O,X
ZLJOIST,X,O,O,X
ZLJOSTI,X,O,O,X
ZLJOSIT,X,O,O,X
ZLSTIJO,X,X,O,X
ZLSTIOJ,O,O,O,X
ZLSTJIO,X,X,O,X
ZLSTJOI,X,X,O,X
ZLSTOIJ,O,O,O,X
ZLSTOJI,X,X,O,X
ZLSITJO,X,X,X,X
ZLSITOJ,O,O,X,X
ZLSIJTO,X,X,X,X
ZLSIJOT,X,X,O,X
ZLSIOTJ,O,O,X,X
ZLSIOJT,X,X,O,X
ZLSJTIO,X,X,O,X
ZLSJTOI,X,X,O,X
ZLSJITO,X,X,X,X
ZLSJIOT,X,X,O,X
ZLSJOTI,X,X,O,X
ZLSJOIT,X,X,O,X
ZLSOTIJ,O,O,O,X
ZLSOTJI,X,X,O,X
ZLSOITJ,O,O,X,X
ZLSOIJT,X,X,O,X
ZLSOJTI,X,X,O,X
ZLSOJIT,X,X,O,X
ZLOTIJS,X,X,O,X
ZLOTISJ,X,X,O,X
ZLOTJIS,X,X,O,X
ZLOTJSI,X,X,O,X
ZLOTSIJ,X,X,O,X
ZLOTSJI,X,X,O,X
ZLOITJS,X,X,X,X
ZLOITSJ,X,X,X,X
ZLOIJTS,X,X,O,X
ZLOIJST,X,O,O,X
ZLOISTJ,O,O,X,X
ZLOISJT,X,X,O,X
ZLOJTIS,X,X,O,X
ZLOJTSI,X,X,O,X
ZLOJITS,X,X,O,X
ZLOJIST,X,O,O,X
ZLOJSTI,X,O,O,X
ZLOJSIT,X,O,O,X
ZLOSTIJ,O,O,O,X
ZLOSTJI,X,X,O,X
ZLOSITJ,O,O,X,X
ZLOSIJT,X,X,O,X
ZLOSJTI,X,X,O,X
ZLOSJIT,X,X,O,X
ZJTILSO,X,X,X,X
ZJTILOS,X,X,X,X
ZJTISLO,X,X,X,X
ZJTISOL,X,X,O,X
ZJTIOLS,X,X,X,X
ZJTIOSL,X,X,O,X
ZJTLISO,X,X,O,X
ZJTLIOS,X,X,O,X
ZJTLSIO,X,X,O,X
ZJTLSOI,X,X,O,X
ZJTLOIS,X,X,O,X
ZJTLOSI,X,X,O,X
ZJTSILO,X,X,X,X
ZJTSIOL,X,X,O,X
ZJTSLIO,X,X,O,X
ZJTSLOI,X,X,O,X
ZJTSOIL,X,X,O,X
ZJTSOLI,X,X,O,X
ZJTOILS,X,X,X,X
ZJTOISL,X,X,O,X
ZJTOLIS,X,X,O,X
ZJTOLSI,X,X,O,X
ZJTOSIL,X,X,O,X
ZJTOSLI,X,X,O,X
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,X
ZJITSLO,X,X,X,X
ZJITSOL,X,X,X,X
ZJITOLS,X,X,X,X
ZJITOSL,X,X,X,X
ZJILTSO,X,X,X,X
ZJILTOS,X,X,X,X
ZJILSTO,X,O,X,X
ZJILSOT,X,O,X,X
ZJILOTS,X,X,X,X
ZJILOST,X,O,X,X
ZJISTLO,X,O,X,X
ZJISTOL,X,O,X,X
ZJISLTO,X,O,X,X
ZJISLOT,X,O,X,X
ZJISOTL,X,O,X,X
ZJISOLT,X,O,X,X
ZJIOTLS,X,X,X,X
ZJIOTSL,X,X,X,X
ZJIOLTS,X,X,X,X
ZJIOLST,X,O,X,X
ZJIOSTL,X,O,X,X
ZJIOSLT,X,O,X,X
ZJLTISO,X,X,O,X
ZJLTIOS,X,X,O,X
ZJLTSIO,X,X,O,X
ZJLTSOI,X,X,O,X
ZJLTOIS,X,X,O,X
ZJLTOSI,X,X,O,X
ZJLITSO,X,X,O,X
ZJLITOS,X,X,O,X
ZJLISTO,X,O,X,X
ZJLISOT,X,O,O,X
ZJLIOTS,X,X,O,X
ZJLIOST,X,O,O,X
ZJLSTIO,X,O,O,X
ZJLSTOI,X,O,O,X
ZJLSITO,X,O,X,X
ZJLSIOT,X,O,O,X
ZJLSOTI,X,O,O,X
ZJLSOIT,X,O,O,X
ZJLOTIS,X,X,O,X
ZJLOTSI,X,X,O,X
ZJLOITS,X,X,O,X
ZJLOIST,X,O,O,X
ZJLOSTI,X,O,O,X
ZJLOSIT,X,O,O,X
ZJSTILO,X,O,X,X
ZJSTIOL,X,O,O,X
ZJSTLIO,X,O,O,X
ZJSTLOI,X,O,O,X
ZJSTOIL,X,O,O,X
ZJSTOLI,X,O,O,X
ZJSITLO,X,O,X,X
ZJSITOL,X,O,X,X
ZJSILTO,X,O,X,X
ZJSILOT,X,O,X,X
ZJSIOTL,X,O,X,X
ZJSIOLT,X,O,X,X
ZJSLTIO,X,O,O,X
ZJSLTOI,X,O,O,X
ZJSLITO,X,O,X,X
ZJSLIOT,X,O,O,X
ZJSLOTI,X,O,O,X
ZJSLOIT,X,O,O,X
ZJSOTIL,X,O,O,X
ZJSOTLI,X,O,O,X
ZJSOITL,X,O,X,X
ZJSOILT,X,O,X,X
ZJSOLTI,X,O,O,X
ZJSOLIT,X,O,O,X
ZJOTILS,X,X,X,X
ZJOTISL,X,X,O,X
ZJOTLIS,X,X,O,X
ZJOTLSI,X,X,O,X
ZJOTSIL,X,X,O,X
ZJOTSLI,X,X,O,X
ZJOITLS,X,X,X,X
ZJOITSL,X,X,X,X
ZJOILTS,X,X,X,X
ZJOILST,X,O,X,X
ZJOISTL,X,O,X,X
ZJOISLT,X,O,X,X
ZJOLTIS,X,X,O,X
ZJOLTSI,X,X,O,X
ZJOLITS,X,X,O,X
ZJOLIST,X,O,O,X
ZJOLSTI,X,O,O,X
ZJOLSIT,X,O,O,X
ZJOSTIL,X,O,O,X
ZJOSTLI,X,O,O,X
ZJOSITL,X,O,X,X
ZJOSILT,X,O,X,X
ZJOSLTI,X,O,O,X
ZJOSLIT,X,O,O,X
ZSTILJO,X,X,X,X
ZSTILOJ,O,O,X,X
ZSTIJLO,X,X,X,X
ZSTIJOL,X,X,O,X
ZSTIOLJ,O,O,X,X
ZSTIOJL,X,X,O,X
ZSTLIJO,X,X,O,X
ZSTLIOJ,O,O,O,X
ZSTLJIO,X,X,O,X
ZSTLJOI,X,X,O,X
ZSTLOIJ,O,O,O,X
ZSTLOJI,X,X,O,X
ZSTJILO,X,X,X,X
ZSTJIOL,X,X,O,X
ZSTJLIO,X,X,O,X
ZSTJLOI,X,X,O,X
ZSTJOIL,X,X,O,X
ZSTJOLI,X,X,O,X
ZSTOILJ,O,O,X,X
ZSTOIJL,X,X,O,X
ZSTOLIJ,O,O,O,X
ZSTOLJI,X,X,O,X
ZSTOJIL,X,X,O,X
ZSTOJLI,X,X,O,X
ZSITLJO,X,X,X,X
ZSITLOJ,O,O,X,X
ZSITJLO,X,X,X,X
ZSITJOL,X,X,X,X
ZSITOLJ,O,O,X,X
ZSITOJL,X,X,X,X
ZSILTJO,X,X,X,X
ZSILTOJ,O,O,X,X
ZSILJTO,X,X,X,X
ZSILJOT,X,X,X,X
ZSILOTJ,O,O,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,X,X,X,X
ZSIJTOL,X,X,X,X
ZSIJLTO,X,X,X,X
ZSIJLOT,X,X,X,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,O,O,X,X
ZSIOTJL,X,X,X,X
ZSIOLTJ,O,O,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,X,X,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,X,X,O,X
ZSLTIOJ,O,O,O,X
ZSLTJIO,X,X,O,X
ZSLTJOI,X,X,O,X
ZSLTOIJ,O,O,O,X
ZSLTOJI,X,X,O,X
ZSLITJO,X,X,X,X
ZSLITOJ,O,O,X,X
ZSLIJTO,X,X,X,X
ZSLIJOT,X,X,O,X
ZSLIOTJ,O,O,X,X
ZSLIOJT,X,X,O,X
ZSLJTIO,X,X,O,X
ZSLJTOI,X,X,O,X
ZSLJITO,X,X,X,X
ZSLJIOT,X,X,O,X
ZSLJOTI,X,X,O,X
ZSLJOIT,X,X,O,X
ZSLOTIJ,O,O,O,X
ZSLOTJI,X,X,O,X
ZSLOITJ,O,O,X,X
ZSLOIJT,X,X,O,X
ZSLOJTI,X,X,O,X
ZSLOJIT,X,X,O,X
ZSJTILO,X,X,X,X
ZSJTIOL,X,X,O,X
ZSJTLIO,X,X,O,X
ZSJTLOI,X,X,O,X
ZSJTOIL,X,X,O,X
ZSJTOLI,X,X,O,X
ZSJITLO,X,X,X,X
ZSJITOL,X,X,X,X
ZSJILTO,X,X,X,X
ZSJILOT,X,X,X,X
ZSJIOTL,X,X,X,X
ZSJIOLT,X,X,X,X
ZSJLTIO,X,X,O,X
ZSJLTOI,X,X,O,X
ZSJLITO,X,X,X,X
ZSJLIOT,X,X,O,X
ZSJLOTI,X,X,O,X
ZSJLOIT,X,X,O,X
ZSJOTIL,X,X,O,X
ZSJOTLI,X,X,O,X
ZSJOITL,X,X,X,X
ZSJOILT,X,X,X,X
ZSJOLTI,X,X,O,X
ZSJOLIT,X,X,O,X
ZSOTILJ,O,O,X,X
ZSOTIJL,X,X,O,X
ZSOTLIJ,O,O,O,X
ZSOTLJI,X,X,O,X
ZSOTJIL,X,X,O,X
ZSOTJLI,X,X,O,X
ZSOITLJ,O,O,X,X
ZSOITJL,X,X,X,X
ZSOILTJ,O,O,X,X
ZSOILJT,X,X,X,X
ZSOIJTL,X,X,X,X
ZSOIJLT,X,X,X,X
ZSOLTIJ,O,O,O,X
ZSOLTJI,X,X,O,X
ZSOLITJ,O,O,X,X
ZSOLIJT,X,X,O,X
ZSOLJTI,X,X,O,X
ZSOLJIT,X,X,O,X
ZSOJTIL,X,X,O,X
ZSOJTLI,X,X,O,X
ZSOJITL,X,X,X,X
ZSOJILT,X,X,X,X
ZSOJLTI,X,X,O,X
ZSOJLIT,X,X,O,X
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,X,X,O,X
ZOTISLJ,X,X,X,X
ZOTISJL,X,X,O,X
ZOTLIJS,X,X,O,X
ZOTLISJ,X,X,O,X
ZOTLJIS,X,X,O,X
ZOTLJSI,X,X,O,X
ZOTLSIJ,X,X,O,X
ZOTLSJI,X,X,O,X
ZOTJILS,X,X,X,X
ZOTJISL,X,X,O,X
ZOTJLIS,X,X,O,X
ZOTJLSI,X,X,O,X
ZOTJSIL,X,X,O,X
ZOTJSLI,X,X,O,X
ZOTSILJ,X,X,X,X
ZOTSIJL,X,X,O,X
ZOTSLIJ,X,X,O,X
ZOTSLJI,X,X,O,X
ZOTSJIL,X,X,O,X
ZOTSJLI,X,X,O,X
ZOITLJS,X,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,X,X,X,X
ZOITSLJ,X,X,X,X
ZOITSJL,X,X,X,X
ZOILTJS,X,X,X,X
ZOILTSJ,X,X,X,X
ZOILJTS,X,X,X,X
ZOILJST,X,O,X,X
ZOILSTJ,O,O,X,X
ZOILSJT,X,X,X,X
ZOIJTLS,X,X,X,X
ZOIJTSL,X,X,X,X
ZOIJLTS,X,X,X,X
ZOIJLST,X,O,X,X
ZOIJSTL,X,O,X,X
ZOIJSLT,X,O,X,X
ZOISTLJ,O,O,X,X
ZOISTJL,X,X,X,X
ZOISLTJ,O,O,X,X
ZOISLJT,X,X,X,X
ZOISJTL,X,X,X,X
ZOISJLT,X,X,X,X
ZOLTIJS,X,X,O,X
ZOLTISJ,X,X,O,X
ZOLTJIS,X,X,O,X
ZOLTJSI,X,X,O,X
ZOLTSIJ,X,X,O,X
ZOLTSJI,X,X,O,X
ZOLITJS,X,X,X,X
ZOLITSJ,X,X,X,X
ZOLIJTS,X,X,O,X
ZOLIJST,X,O,O,X
ZOLISTJ,O,O,X,X
ZOLISJT,X,X,O,X
ZOLJTIS,X,X,O,X
ZOLJTSI,X,X,O,X
ZOLJITS,X,X,O,X
ZOLJIST,X,O,O,X
ZOLJSTI,X,O,O,X
ZOLJSIT,X,O,O,X
ZOLSTIJ,O,O,O,X
ZOLSTJI,X,X,O,X
ZOLSITJ,O,O,X,X
ZOLSIJT,X,X,O,X
