sequence,v115@JhA8GeC8GeC8AeE8KeT/IvhFlgB3hBcnBeoB5oBCrB,v115@JhA8GeC8GeC8AeE8KeT/IvhFlgBumB3iB5oB8qByxB,v115@JhA8GeC8GeC8AeE8KeT/IvhFlgBCiBeoB5oB8qBXsB,v115@JhA8GeC8GeC8AeE8KeT/IvhFUiBGjBCmB/tBxrBlqB
SZJITLO,X,X,O,X
SZJITOL,X,X,O,X
SZJILTO,X,X,O,X
SZJILOT,X,X,O,X
SZJIOTL,X,X,O,X
SZJIOLT,X,X,O,X
SZJLTIO,X,X,O,X
SZJLTOI,X,X,O,X
SZJLITO,X,X,O,X
SZJLIOT,X,X,O,X
SZJLOTI,X,X,O,X
SZJLOIT,X,X,O,X
SZJOTIL,X,X,O,X
SZJOTLI,X,X,O,X
SZJOITL,X,X,O,X
SZJOILT,X,X,O,X
SZJOLTI,X,X,O,X
SZJOLIT,X,X,O,X
SZOTILJ,X,X,X,X
SZOTIJL,X,X,X,X
SZOTLIJ,X,X,X,X
SZOTLJI,X,X,O,X
SZOTJIL,X,X,O,X
SZOTJLI,X,X,O,X
SZOITLJ,X,X,X,X
SZOITJL,X,X,X,X
SZOILTJ,X,X,X,X
SZOILJT,X,X,X,X
SZOIJTL,X,X,X,X
SZOIJLT,X,X,X,X
SZOLTIJ,X,X,X,X
SZOLTJI,X,X,O,X
SZOLITJ,X,X,X,X
SZOLIJT,X,X,X,X
SZOLJTI,X,X,O,X
SZOLJIT,X,X,O,X
SZOJTIL,X,X,O,X
SZOJTLI,X,X,O,X
SZOJITL,X,X,O,X
SZOJILT,X,X,O,X
SZOJLTI,X,X,O,X
SZOJLIT,X,X,O,X
SOTILJZ,X,X,X,X
SOTILZJ,X,X,X,X
SOTIJLZ,X,X,X,X
SOTIJZL,X,X,X,X
SOTIZLJ,X,X,X,X
SOTIZJL,X,X,X,X
SOTLIJZ,X,X,X,X
SOTLIZJ,X,X,X,X
SOTLJIZ,X,X,X,X
SOTLJZI,X,X,X,X
SOTLZIJ,X,X,X,X
SOTLZJI,X,X,X,X
SOTJILZ,X,X,X,X
SOTJIZL,X,X,X,X
SOTJLIZ,X,X,X,X
SOTJLZI,X,X,X,X
SOTJZIL,X,X,X,X
SOTJZLI,X,X,X,X
SOTZILJ,X,X,X,X
SOTZIJL,X,X,X,X
SOTZLIJ,X,X,X,X
SOTZLJI,X,X,X,X
SOTZJIL,X,X,X,X
SOTZJLI,X,X,X,X
SOITLJZ,X,X,X,X
SOITLZJ,X,X,X,X
SOITJLZ,X,X,X,X
SOITJZL,X,X,X,X
SOITZLJ,X,X,X,X
SOITZJL,X,X,X,X
SOILTJZ,X,X,X,X
SOILTZJ,X,X,X,X
SOILJTZ,X,X,X,X
SOILJZT,X,X,X,O
SOILZTJ,X,X,X,X
SOILZJT,X,X,X,O
SOIJTLZ,X,X,X,X
SOIJTZL,X,X,X,X
SOIJLTZ,X,X,X,X
SOIJLZT,X,X,X,O
SOIJZTL,X,X,X,X
SOIJZLT,X,X,X,O
SOIZTLJ,X,X,X,X
SOIZTJL,X,X,X,X
SOIZLTJ,X,X,X,X
SOIZLJT,X,X,X,O
SOIZJTL,X,X,X,X
SOIZJLT,X,X,X,O
SOLTIJZ,X,X,X,X
SOLTIZJ,X,X,X,X
SOLTJIZ,X,X,X,X
SOLTJZI,X,X,X,X
SOLTZIJ,X,X,X,X
SOLTZJI,X,X,X,X
SOLITJZ,X,X,X,X
SOLITZJ,X,X,X,X
SOLIJTZ,X,X,X,X
SOLIJZT,X,X,X,X
SOLIZTJ,X,X,X,X
SOLIZJT,X,X,X,X
SOLJTIZ,X,X,X,X
SOLJTZI,X,X,X,X
SOLJITZ,X,X,X,X
SOLJIZT,X,X,O,X
SOLJZTI,X,X,O,X
SOLJZIT,X,X,O,X
SOLZTIJ,X,X,X,X
SOLZTJI,X,X,O,X
SOLZITJ,X,X,X,X
SOLZIJT,X,X,X,X
SOLZJTI,X,X,O,X
SOLZJIT,X,X,O,X
SOJTILZ,X,X,X,X
SOJTIZL,X,X,X,X
SOJTLIZ,X,X,X,X
SOJTLZI,X,X,X,X
SOJTZIL,X,X,X,X
SOJTZLI,X,X,X,X
SOJITLZ,X,X,X,X
SOJITZL,X,X,X,X
SOJILTZ,X,X,X,X
SOJILZT,X,X,O,O
SOJIZTL,X,X,O,X
SOJIZLT,X,X,O,O
SOJLTIZ,X,X,X,X
SOJLTZI,X,X,X,X
SOJLITZ,X,X,X,X
SOJLIZT,X,X,O,X
SOJLZTI,X,X,O,X
SOJLZIT,X,X,O,X
SOJZTIL,X,X,O,X
SOJZTLI,X,X,O,X
SOJZITL,X,X,O,X
SOJZILT,X,X,O,X
SOJZLTI,X,X,O,X
SOJZLIT,X,X,O,X
SOZTILJ,X,X,X,X
SOZTIJL,X,X,X,X
SOZTLIJ,X,X,X,X
SOZTLJI,X,X,O,X
SOZTJIL,X,X,O,X
SOZTJLI,X,X,O,X
SOZITLJ,X,X,X,X
SOZITJL,X,X,X,X
SOZILTJ,X,X,X,X
SOZILJT,X,X,X,X
SOZIJTL,X,X,X,X
SOZIJLT,X,X,X,X
SOZLTIJ,X,X,X,X
SOZLTJI,X,X,O,X
SOZLITJ,X,X,X,X
SOZLIJT,X,X,X,X
SOZLJTI,X,X,O,X
SOZLJIT,X,X,O,X
SOZJTIL,X,X,O,X
SOZJTLI,X,X,O,X
SOZJITL,X,X,O,X
SOZJILT,X,X,O,X
SOZJLTI,X,X,O,X
SOZJLIT,X,X,O,X
ZTILJSO,X,O,X,X
ZTILJOS,X,O,X,X
ZTILSJO,X,O,X,X
ZTILSOJ,X,O,X,X
ZTILOJS,X,O,X,X
ZTILOSJ,X,O,X,X
ZTIJLSO,X,O,X,X
ZTIJLOS,X,O,X,X
ZTIJSLO,X,X,O,X
ZTIJSOL,X,X,O,X
ZTIJOLS,X,O,X,X
ZTIJOSL,X,X,O,X
ZTISLJO,X,X,X,X
ZTISLOJ,X,X,X,X
ZTISJLO,X,X,X,X
ZTISJOL,X,X,X,X
ZTISOLJ,X,X,X,X
ZTISOJL,X,X,X,X
ZTIOLJS,X,O,X,X
ZTIOLSJ,X,O,X,X
ZTIOJLS,X,O,X,X
ZTIOJSL,X,X,O,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,X,X
ZTLIJSO,X,O,X,X
ZTLIJOS,X,O,X,X
ZTLISJO,X,O,X,X
ZTLISOJ,X,O,X,X
ZTLIOJS,X,O,X,X
ZTLIOSJ,X,O,X,X
ZTLJISO,X,O,X,X
ZTLJIOS,X,O,X,X
ZTLJSIO,X,O,X,X
ZTLJSOI,X,O,X,X
ZTLJOIS,X,O,X,X
ZTLJOSI,X,O,X,X
ZTLSIJO,X,O,X,X
ZTLSIOJ,X,O,X,X
ZTLSJIO,X,O,X,X
ZTLSJOI,X,O,X,X
ZTLSOIJ,X,O,X,X
ZTLSOJI,X,O,X,X
ZTLOIJS,X,O,X,X
ZTLOISJ,X,O,X,X
ZTLOJIS,X,O,X,X
ZTLOJSI,X,O,X,X
ZTLOSIJ,X,O,X,X
ZTLOSJI,X,O,X,X
ZTJILSO,X,O,X,X
ZTJILOS,X,O,X,X
ZTJISLO,X,X,O,X
ZTJISOL,O,X,O,X
ZTJIOLS,X,O,X,X
ZTJIOSL,O,X,O,X
ZTJLISO,X,O,X,X
ZTJLIOS,X,O,X,X
ZTJLSIO,X,O,X,X
ZTJLSOI,X,O,X,X
ZTJLOIS,X,O,X,X
ZTJLOSI,X,O,X,X
ZTJSILO,X,X,O,X
ZTJSIOL,O,X,O,X
ZTJSLIO,X,X,O,X
ZTJSLOI,X,X,O,X
ZTJSOIL,O,X,O,X
ZTJSOLI,X,X,O,X
ZTJOILS,X,O,X,X
ZTJOISL,O,X,O,X
ZTJOLIS,X,O,X,X
ZTJOLSI,X,O,X,X
ZTJOSIL,O,X,O,X
ZTJOSLI,X,X,O,X
ZTSILJO,X,X,X,X
ZTSILOJ,X,X,X,X
ZTSIJLO,X,X,X,X
ZTSIJOL,X,X,X,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,X,X,X,X
ZTSLIJO,X,X,X,X
ZTSLIOJ,X,X,X,X
ZTSLJIO,X,X,O,X
ZTSLJOI,X,X,O,X
ZTSLOIJ,X,X,X,X
ZTSLOJI,X,X,O,X
ZTSJILO,X,X,O,X
ZTSJIOL,O,X,O,X
ZTSJLIO,X,X,O,X
ZTSJLOI,X,X,O,X
ZTSJOIL,O,X,O,X
ZTSJOLI,X,X,O,X
ZTSOILJ,X,X,X,X
ZTSOIJL,X,X,X,X
ZTSOLIJ,X,X,X,X
ZTSOLJI,X,X,O,X
ZTSOJIL,O,X,O,X
ZTSOJLI,X,X,O,X
ZTOILJS,X,O,X,X
ZTOILSJ,X,O,X,X
ZTOIJLS,X,O,X,X
ZTOIJSL,X,X,O,X
ZTOISLJ,X,X,X,X
ZTOISJL,X,X,X,X
ZTOLIJS,X,O,X,X
ZTOLISJ,X,O,X,X
ZTOLJIS,X,O,X,X
ZTOLJSI,X,O,X,X
ZTOLSIJ,X,O,X,X
ZTOLSJI,X,O,X,X
ZTOJILS,X,O,X,X
ZTOJISL,O,X,O,X
ZTOJLIS,X,O,X,X
ZTOJLSI,X,O,X,X
ZTOJSIL,O,X,O,X
ZTOJSLI,X,X,O,X
ZTOSILJ,X,X,X,X
ZTOSIJL,X,X,X,X
ZTOSLIJ,X,X,X,X
ZTOSLJI,X,X,O,X
ZTOSJIL,O,X,O,X
ZTOSJLI,X,X,O,X
ZITLJSO,X,O,X,X
ZITLJOS,X,O,X,X
ZITLSJO,X,O,X,X
ZITLSOJ,X,O,X,X
ZITLOJS,X,O,X,X
ZITLOSJ,X,O,X,X
ZITJLSO,X,O,X,X
ZITJLOS,X,O,X,X
ZITJSLO,X,X,O,X
ZITJSOL,X,X,O,X
ZITJOLS,X,O,X,X
ZITJOSL,X,X,O,X
ZITSLJO,X,X,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,X,X,X,X
ZITSJOL,X,X,X,X
ZITSOLJ,X,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,X,O,X,X
ZITOLSJ,X,O,X,X
ZITOJLS,X,O,X,X
ZITOJSL,X,X,O,X
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,X,O,X,X
ZILTJOS,X,O,X,X
ZILTSJO,X,O,X,X
ZILTSOJ,X,O,X,X
ZILTOJS,X,O,X,X
ZILTOSJ,X,O,X,X
ZILJTSO,X,O,X,X
ZILJTOS,X,O,X,X
ZILJSTO,X,O,X,X
ZILJSOT,X,O,X,X
ZILJOTS,X,O,X,X
ZILJOST,X,O,X,X
ZILSTJO,X,O,X,X
ZILSTOJ,X,O,X,X
ZILSJTO,X,O,X,X
ZILSJOT,X,O,X,X
ZILSOTJ,X,O,X,X
ZILSOJT,X,O,X,X
ZILOTJS,X,O,X,X
ZILOTSJ,X,O,X,X
ZILOJTS,X,O,X,X
ZILOJST,X,O,X,X
ZILOSTJ,X,O,X,X
ZILOSJT,X,O,X,X
ZIJTLSO,X,O,X,X
ZIJTLOS,X,O,X,X
ZIJTSLO,X,X,O,X
ZIJTSOL,X,X,O,X
ZIJTOLS,X,O,X,X
ZIJTOSL,X,X,O,X
ZIJLTSO,X,O,X,X
ZIJLTOS,X,O,X,X
ZIJLSTO,X,O,X,X
ZIJLSOT,X,O,X,X
ZIJLOTS,X,O,X,X
ZIJLOST,X,O,X,X
ZIJSTLO,X,X,O,X
ZIJSTOL,X,X,O,X
ZIJSLTO,X,X,O,X
ZIJSLOT,X,X,O,X
ZIJSOTL,X,X,O,X
ZIJSOLT,X,X,O,X
ZIJOTLS,X,O,X,X
ZIJOTSL,X,X,O,X
ZIJOLTS,X,O,X,X
ZIJOLST,X,O,X,X
ZIJOSTL,X,X,O,X
ZIJOSLT,X,X,O,X
ZISTLJO,X,X,X,X
ZISTLOJ,X,X,X,X
ZISTJLO,X,X,X,X
ZISTJOL,X,X,X,X
ZISTOLJ,X,X,X,X
ZISTOJL,X,X,X,X
ZISLTJO,X,X,X,X
ZISLTOJ,X,X,X,X
ZISLJTO,X,X,X,X
ZISLJOT,X,X,X,X
ZISLOTJ,X,X,X,X
ZISLOJT,X,X,X,X
ZISJTLO,X,X,X,X
ZISJTOL,X,X,X,X
ZISJLTO,X,X,X,X
ZISJLOT,X,X,X,X
ZISJOTL,X,X,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,X,X,X,X
ZISOTJL,X,X,X,X
ZISOLTJ,X,X,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,X,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,X,O,X,X
ZIOTLSJ,X,O,X,X
ZIOTJLS,X,O,X,X
ZIOTJSL,X,X,O,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,X,X
ZIOLTJS,X,O,X,X
ZIOLTSJ,X,O,X,X
ZIOLJTS,X,O,X,X
ZIOLJST,X,O,X,X
ZIOLSTJ,X,O,X,X
ZIOLSJT,X,O,X,X
ZIOJTLS,X,O,X,X
ZIOJTSL,X,X,O,X
ZIOJLTS,X,O,X,X
ZIOJLST,X,O,X,X
ZIOJSTL,X,X,O,X
ZIOJSLT,X,X,O,X
ZIOSTLJ,X,X,X,X
ZIOSTJL,X,X,X,X
ZIOSLTJ,X,X,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,X,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,X,O,X,X
ZLTIJOS,X,O,X,X
ZLTISJO,X,O,X,X
ZLTISOJ,X,O,X,X
ZLTIOJS,X,O,X,X
ZLTIOSJ,X,O,X,X
ZLTJISO,O,O,X,X
ZLTJIOS,O,O,X,X
ZLTJSIO,O,O,X,X
ZLTJSOI,O,O,X,X
ZLTJOIS,O,O,X,X
ZLTJOSI,O,O,X,X
ZLTSIJO,X,O,X,X
ZLTSIOJ,X,O,X,X
ZLTSJIO,O,O,X,X
ZLTSJOI,O,O,X,X
ZLTSOIJ,X,O,X,X
ZLTSOJI,O,O,X,X
ZLTOIJS,X,O,X,X
ZLTOISJ,X,O,X,X
ZLTOJIS,O,O,X,X
ZLTOJSI,O,O,X,X
ZLTOSIJ,X,O,X,X
ZLTOSJI,O,O,X,X
ZLITJSO,X,O,X,X
ZLITJOS,X,O,X,X
ZLITSJO,X,O,X,X
ZLITSOJ,X,O,X,X
ZLITOJS,X,O,X,X
ZLITOSJ,X,O,X,X
ZLIJTSO,X,O,X,X
ZLIJTOS,X,O,X,X
ZLIJSTO,X,O,X,X
ZLIJSOT,X,O,X,X
ZLIJOTS,X,O,X,X
ZLIJOST,X,O,X,X
ZLISTJO,X,O,X,X
ZLISTOJ,X,O,X,X
ZLISJTO,X,O,X,X
ZLISJOT,X,O,X,X
ZLISOTJ,X,O,X,X
ZLISOJT,X,O,X,X
ZLIOTJS,X,O,X,X
ZLIOTSJ,X,O,X,X
ZLIOJTS,X,O,X,X
ZLIOJST,X,O,X,X
ZLIOSTJ,X,O,X,X
ZLIOSJT,X,O,X,X
ZLJTISO,O,O,X,X
ZLJTIOS,O,O,X,X
ZLJTSIO,O,O,X,X
ZLJTSOI,O,O,X,X
ZLJTOIS,O,O,X,X
ZLJTOSI,O,O,X,X
ZLJITSO,O,O,X,X
ZLJITOS,O,O,X,X
ZLJISTO,O,O,X,X
ZLJISOT,O,O,X,X
ZLJIOTS,O,O,X,X
ZLJIOST,O,O,X,X
ZLJSTIO,O,O,X,X
ZLJSTOI,O,O,X,X
ZLJSITO,O,O,X,X
ZLJSIOT,O,O,X,X
ZLJSOTI,O,O,X,X
ZLJSOIT,O,O,X,X
ZLJOTIS,O,O,X,X
ZLJOTSI,O,O,X,X
ZLJOITS,O,O,X,X
ZLJOIST,O,O,X,X
ZLJOSTI,O,O,X,X
ZLJOSIT,O,O,X,X
ZLSTIJO,X,O,X,X
ZLSTIOJ,X,O,X,X
ZLSTJIO,O,O,X,X
ZLSTJOI,O,O,X,X
ZLSTOIJ,X,O,X,X
ZLSTOJI,O,O,X,X
ZLSITJO,X,O,X,X
ZLSITOJ,X,O,X,X
ZLSIJTO,X,O,X,X
ZLSIJOT,X,O,X,X
ZLSIOTJ,X,O,X,X
ZLSIOJT,X,O,X,X
ZLSJTIO,O,O,X,X
ZLSJTOI,O,O,X,X
ZLSJITO,O,O,X,X
ZLSJIOT,O,O,X,X
ZLSJOTI,O,O,X,X
ZLSJOIT,O,O,X,X
ZLSOTIJ,X,O,X,X
ZLSOTJI,O,O,X,X
ZLSOITJ,X,O,X,X
ZLSOIJT,X,O,X,X
ZLSOJTI,O,O,X,X
ZLSOJIT,O,O,X,X
ZLOTIJS,X,O,X,X
ZLOTISJ,X,O,X,X
ZLOTJIS,O,O,X,X
ZLOTJSI,O,O,X,X
ZLOTSIJ,X,O,X,X
ZLOTSJI,O,O,X,X
ZLOITJS,X,O,X,X
ZLOITSJ,X,O,X,X
ZLOIJTS,X,O,X,X
ZLOIJST,X,O,X,X
ZLOISTJ,X,O,X,X
ZLOISJT,X,O,X,X
ZLOJTIS,O,O,X,X
ZLOJTSI,O,O,X,X
ZLOJITS,O,O,X,X
ZLOJIST,O,O,X,X
ZLOJSTI,O,O,X,X
ZLOJSIT,O,O,X,X
ZLOSTIJ,X,O,X,X
ZLOSTJI,O,O,X,X
ZLOSITJ,X,O,X,X
ZLOSIJT,X,O,X,X
ZLOSJTI,O,O,X,X
ZLOSJIT,O,O,X,X
ZJTILSO,X,O,X,X
ZJTILOS,X,O,X,X
ZJTISLO,X,X,O,X
ZJTISOL,O,X,O,X
ZJTIOLS,X,O,X,X
ZJTIOSL,O,X,O,X
ZJTLISO,X,O,X,X
ZJTLIOS,X,O,X,X
ZJTLSIO,X,O,X,X
ZJTLSOI,X,O,X,X
ZJTLOIS,X,O,X,X
ZJTLOSI,X,O,X,X
ZJTSILO,X,X,O,X
ZJTSIOL,O,X,O,X
ZJTSLIO,X,X,O,X
ZJTSLOI,X,X,O,X
ZJTSOIL,O,X,O,X
ZJTSOLI,X,X,O,X
ZJTOILS,X,O,X,X
ZJTOISL,O,X,O,X
ZJTOLIS,X,O,X,X
ZJTOLSI,X,O,X,X
ZJTOSIL,O,X,O,X
ZJTOSLI,X,X,O,X
ZJITLSO,X,O,X,X
ZJITLOS,X,O,X,X
ZJITSLO,X,X,O,X
ZJITSOL,O,X,O,X
ZJITOLS,X,O,X,X
ZJITOSL,O,X,O,X
ZJILTSO,O,O,X,X
ZJILTOS,O,O,X,X
ZJILSTO,O,O,X,X
ZJILSOT,O,O,X,X
ZJILOTS,O,O,X,X
ZJILOST,O,O,X,X
ZJISTLO,X,X,O,X
ZJISTOL,O,X,O,X
ZJISLTO,O,X,O,X
ZJISLOT,O,X,O,X
ZJISOTL,O,X,O,X
ZJISOLT,O,X,O,X
ZJIOTLS,X,O,X,X
ZJIOTSL,O,X,O,X
ZJIOLTS,O,O,X,X
ZJIOLST,O,O,X,X
ZJIOSTL,O,X,O,X
ZJIOSLT,O,X,O,X
ZJLTISO,O,O,X,X
ZJLTIOS,O,O,X,X
ZJLTSIO,O,O,X,X
ZJLTSOI,O,O,X,X
ZJLTOIS,O,O,X,X
ZJLTOSI,O,O,X,X
ZJLITSO,O,O,X,X
ZJLITOS,O,O,X,X
ZJLISTO,O,O,X,X
ZJLISOT,O,O,X,X
ZJLIOTS,O,O,X,X
ZJLIOST,O,O,X,X
ZJLSTIO,O,O,X,X
ZJLSTOI,O,O,X,X
ZJLSITO,O,O,X,X
ZJLSIOT,O,O,X,X
ZJLSOTI,O,O,X,X
ZJLSOIT,O,O,X,X
ZJLOTIS,O,O,X,X
ZJLOTSI,O,O,X,X
ZJLOITS,O,O,X,X
ZJLOIST,O,O,X,X
ZJLOSTI,O,O,X,X
ZJLOSIT,O,O,X,X
ZJSTILO,X,X,O,X
ZJSTIOL,O,X,O,X
ZJSTLIO,X,X,O,X
ZJSTLOI,X,X,O,X
ZJSTOIL,O,X,O,X
ZJSTOLI,X,X,O,X
ZJSITLO,X,X,O,X
ZJSITOL,O,X,O,X
ZJSILTO,O,X,O,X
ZJSILOT,O,X,O,X
ZJSIOTL,O,X,O,X
ZJSIOLT,O,X,O,X
ZJSLTIO,O,X,O,X
ZJSLTOI,O,X,O,X
ZJSLITO,O,X,O,X
ZJSLIOT,O,X,O,X
ZJSLOTI,O,X,O,X
ZJSLOIT,O,X,O,X
ZJSOTIL,O,X,O,X
ZJSOTLI,X,X,O,X
ZJSOITL,O,X,O,X
ZJSOILT,O,X,O,X
ZJSOLTI,O,X,O,X
ZJSOLIT,O,X,O,X
ZJOTILS,X,O,X,X
ZJOTISL,O,X,O,X
ZJOTLIS,X,O,X,X
ZJOTLSI,X,O,X,X
ZJOTSIL,O,X,O,X
ZJOTSLI,X,X,O,X
ZJOITLS,X,O,X,X
ZJOITSL,O,X,O,X
ZJOILTS,O,O,X,X
ZJOILST,O,O,X,X
ZJOISTL,O,X,O,X
ZJOISLT,O,X,O,X
ZJOLTIS,O,O,X,X
ZJOLTSI,O,O,X,X
ZJOLITS,O,O,X,X
ZJOLIST,O,O,X,X
ZJOLSTI,O,O,X,X
ZJOLSIT,O,O,X,X
ZJOSTIL,O,X,O,X
ZJOSTLI,X,X,O,X
ZJOSITL,O,X,O,X
ZJOSILT,O,X,O,X
ZJOSLTI,O,X,O,X
ZJOSLIT,O,X,O,X
ZSTILJO,X,X,X,X
ZSTILOJ,X,X,X,X
ZSTIJLO,X,X,X,X
ZSTIJOL,X,X,X,X
ZSTIOLJ,X,X,X,X
ZSTIOJL,X,X,X,X
ZSTLIJO,X,X,X,X
ZSTLIOJ,X,X,X,X
ZSTLJIO,X,X,O,X
ZSTLJOI,X,X,O,X
ZSTLOIJ,X,X,X,X
ZSTLOJI,X,X,O,X
ZSTJILO,X,X,O,X
ZSTJIOL,O,X,O,X
ZSTJLIO,X,X,O,X
ZSTJLOI,X,X,O,X
ZSTJOIL,O,X,O,X
ZSTJOLI,X,X,O,X
ZSTOILJ,X,X,X,X
ZSTOIJL,X,X,X,X
ZSTOLIJ,X,X,X,X
ZSTOLJI,X,X,O,X
ZSTOJIL,O,X,O,X
ZSTOJLI,X,X,O,X
ZSITLJO,X,X,X,X
ZSITLOJ,X,X,X,X
ZSITJLO,X,X,X,X
ZSITJOL,X,X,X,X
ZSITOLJ,X,X,X,X
ZSITOJL,X,X,X,X
ZSILTJO,X,X,X,X
ZSILTOJ,X,X,X,X
ZSILJTO,X,X,X,X
ZSILJOT,X,X,X,X
ZSILOTJ,X,X,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,X,X,X,X
ZSIJTOL,X,X,X,X
ZSIJLTO,X,X,X,X
ZSIJLOT,X,X,X,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,X,X,X,X
ZSIOTJL,X,X,X,X
ZSIOLTJ,X,X,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,X,X,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,X,X,X,X
ZSLTIOJ,X,X,X,X
ZSLTJIO,O,X,O,X
ZSLTJOI,O,X,O,X
ZSLTOIJ,X,X,X,X
ZSLTOJI,O,X,O,X
ZSLITJO,X,X,X,X
ZSLITOJ,X,X,X,X
ZSLIJTO,X,X,X,X
ZSLIJOT,X,X,X,X
ZSLIOTJ,X,X,X,X
ZSLIOJT,X,X,X,X
ZSLJTIO,O,X,O,X
ZSLJTOI,O,X,O,X
ZSLJITO,O,X,O,X
ZSLJIOT,O,X,O,X
ZSLJOTI,O,X,O,X
ZSLJOIT,O,X,O,X
ZSLOTIJ,X,X,X,X
ZSLOTJI,O,X,O,X
ZSLOITJ,X,X,X,X
ZSLOIJT,X,X,X,X
ZSLOJTI,O,X,O,X
ZSLOJIT,O,X,O,X
ZSJTILO,X,X,O,X
ZSJTIOL,O,X,O,X
ZSJTLIO,X,X,O,X
ZSJTLOI,X,X,O,X
ZSJTOIL,O,X,O,X
ZSJTOLI,X,X,O,X
ZSJITLO,X,X,O,X
ZSJITOL,O,X,O,X
ZSJILTO,O,X,O,X
ZSJILOT,O,X,O,X
ZSJIOTL,O,X,O,X
ZSJIOLT,O,X,O,X
ZSJLTIO,O,X,O,X
ZSJLTOI,O,X,O,X
ZSJLITO,O,X,O,X
ZSJLIOT,O,X,O,X
ZSJLOTI,O,X,O,X
ZSJLOIT,O,X,O,X
ZSJOTIL,O,X,O,X
ZSJOTLI,X,X,O,X
ZSJOITL,O,X,O,X
ZSJOILT,O,X,O,X
ZSJOLTI,O,X,O,X
ZSJOLIT,O,X,O,X
ZSOTILJ,X,X,X,X
ZSOTIJL,X,X,X,X
ZSOTLIJ,X,X,X,X
ZSOTLJI,X,X,O,X
ZSOTJIL,O,X,O,X
ZSOTJLI,X,X,O,X
ZSOITLJ,X,X,X,X
ZSOITJL,X,X,X,X
ZSOILTJ,X,X,X,X
ZSOILJT,X,X,X,X
ZSOIJTL,X,X,X,X
ZSOIJLT,X,X,X,X
ZSOLTIJ,X,X,X,X
ZSOLTJI,O,X,O,X
ZSOLITJ,X,X,X,X
ZSOLIJT,X,X,X,X
ZSOLJTI,O,X,O,X
ZSOLJIT,O,X,O,X
ZSOJTIL,O,X,O,X
ZSOJTLI,X,X,O,X
ZSOJITL,O,X,O,X
ZSOJILT,O,X,O,X
ZSOJLTI,O,X,O,X
ZSOJLIT,O,X,O,X
ZOTILJS,X,O,X,X
ZOTILSJ,X,O,X,X
ZOTIJLS,X,O,X,X
ZOTIJSL,X,X,O,X
ZOTISLJ,X,X,X,X
ZOTISJL,X,X,X,X
ZOTLIJS,X,O,X,X
ZOTLISJ,X,O,X,X
ZOTLJIS,X,O,X,X
ZOTLJSI,X,O,X,X
ZOTLSIJ,X,O,X,X
ZOTLSJI,X,O,X,X
ZOTJILS,X,O,X,X
ZOTJISL,O,X,O,X
ZOTJLIS,X,O,X,X
ZOTJLSI,X,O,X,X
ZOTJSIL,O,X,O,X
ZOTJSLI,X,X,O,X
ZOTSILJ,X,X,X,X
ZOTSIJL,X,X,X,X
ZOTSLIJ,X,X,X,X
ZOTSLJI,X,X,O,X
ZOTSJIL,O,X,O,X
ZOTSJLI,X,X,O,X
ZOITLJS,X,O,X,X
ZOITLSJ,X,O,X,X
ZOITJLS,X,O,X,X
ZOITJSL,X,X,O,X
ZOITSLJ,X,X,X,X
ZOITSJL,X,X,X,X
ZOILTJS,X,O,X,X
ZOILTSJ,X,O,X,X
ZOILJTS,X,O,X,X
ZOILJST,X,O,X,X
ZOILSTJ,X,O,X,X
ZOILSJT,X,O,X,X
ZOIJTLS,X,O,X,X
ZOIJTSL,X,X,O,X
ZOIJLTS,X,O,X,X
ZOIJLST,X,O,X,X
ZOIJSTL,X,X,O,X
ZOIJSLT,X,X,O,X
ZOISTLJ,X,X,X,X
ZOISTJL,X,X,X,X
ZOISLTJ,X,X,X,X
ZOISLJT,X,X,X,X
ZOISJTL,X,X,X,X
ZOISJLT,X,X,X,X
ZOLTIJS,X,O,X,X
ZOLTISJ,X,O,X,X
ZOLTJIS,O,O,X,X
ZOLTJSI,O,O,X,X
ZOLTSIJ,X,O,X,X
ZOLTSJI,O,O,X,X
ZOLITJS,X,O,X,X
ZOLITSJ,X,O,X,X
ZOLIJTS,X,O,X,X
ZOLIJST,X,O,X,X
ZOLISTJ,X,O,X,X
ZOLISJT,X,O,X,X
ZOLJTIS,O,O,X,X
ZOLJTSI,O,O,X,X
ZOLJITS,O,O,X,X
ZOLJIST,O,O,X,X
ZOLJSTI,O,O,X,X
ZOLJSIT,O,O,X,X
ZOLSTIJ,X,O,X,X
ZOLSTJI,O,O,X,X
ZOLSITJ,X,O,X,X
ZOLSIJT,X,O,X,X
