sequence,v115@QhB8CeA8DeF8BeC8Je2EJvhFRgB3hBFjBSqB0nBzrB,v115@QhB8CeA8DeF8BeC8Jex/IvhF6mBTiBOoB0kBllBXsB,v115@QhB8CeA8DeF8BeC8Jex/IvhF0hB6nBOoBlkB3lBzrB,v115@QhB8CeA8DeF8BeC8Jei/IvhFulBFiBXjBzkBRsB0rB,v115@QhB8CeA8DeF8BeC8Je/EJvhFRgBOoBTlBlmBcsBCsB
SILOJTZ,X,X,X,X,X
SILOJZT,X,X,X,X,X
SILOZTJ,X,X,X,X,X
SILOZJT,X,X,X,X,X
SIJTLZO,O,X,X,X,X
SIJTLOZ,X,X,X,O,X
SIJTZLO,O,X,X,X,X
SIJTZOL,X,X,X,X,X
SIJTOLZ,X,X,X,O,X
SIJTOZL,X,X,X,X,X
SIJLTZO,X,X,X,X,X
SIJLTOZ,X,X,X,O,X
SIJLZTO,X,X,O,X,X
SIJLZOT,X,X,X,X,X
SIJLOTZ,X,X,X,X,X
SIJLOZT,X,X,X,X,X
SIJZTLO,O,X,X,X,X
SIJZTOL,X,X,X,X,X
SIJZLTO,X,X,O,X,X
SIJZLOT,X,X,X,X,X
SIJZOTL,X,X,X,X,X
SIJZOLT,X,X,X,X,X
SIJOTLZ,X,X,X,O,X
SIJOTZL,X,X,X,X,X
SIJOLTZ,X,X,X,O,X
SIJOLZT,X,X,O,O,X
SIJOZTL,X,X,X,O,X
SIJOZLT,X,X,O,O,X
SIZTLJO,X,X,X,X,X
SIZTLOJ,X,X,X,X,X
SIZTJLO,O,X,X,X,X
SIZTJOL,X,X,X,X,X
SIZTOLJ,X,X,X,X,X
SIZTOJL,X,X,X,X,X
SIZLTJO,X,X,X,X,X
SIZLTOJ,X,X,X,X,X
SIZLJTO,X,X,O,X,X
SIZLJOT,X,X,X,X,X
SIZLOTJ,X,X,X,X,X
SIZLOJT,X,X,X,X,X
SIZJTLO,O,X,X,X,X
SIZJTOL,X,X,X,X,X
SIZJLTO,X,X,O,X,X
SIZJLOT,X,X,X,X,X
SIZJOTL,X,X,X,X,X
SIZJOLT,X,X,X,X,X
SIZOTLJ,X,X,X,X,X
SIZOTJL,X,X,X,X,X
SIZOLTJ,X,X,X,X,X
SIZOLJT,X,X,X,X,X
SIZOJTL,X,X,X,X,X
SIZOJLT,X,X,X,X,X
SIOTLJZ,X,X,X,O,X
SIOTLZJ,X,X,X,X,X
SIOTJLZ,X,X,X,O,X
SIOTJZL,X,X,X,X,X
SIOTZLJ,X,X,X,X,X
SIOTZJL,X,X,X,X,X
SIOLTJZ,X,X,X,O,X
SIOLTZJ,X,X,X,X,X
SIOLJTZ,X,X,X,O,X
SIOLJZT,X,X,O,O,X
SIOLZTJ,X,X,X,X,X
SIOLZJT,X,X,O,X,X
SIOJTLZ,X,X,X,O,X
SIOJTZL,X,X,X,X,X
SIOJLTZ,X,X,X,O,X
SIOJLZT,X,X,O,O,X
SIOJZTL,X,X,X,O,X
SIOJZLT,X,X,O,O,X
SIOZTLJ,X,X,X,X,X
SIOZTJL,X,X,X,X,X
SIOZLTJ,X,X,X,X,X
SIOZLJT,X,X,O,X,X
SIOZJTL,X,X,X,X,X
SIOZJLT,X,X,O,X,X
SLTIJZO,O,X,O,X,X
SLTIJOZ,X,O,X,X,X
SLTIZJO,X,X,O,X,X
SLTIZOJ,X,X,X,X,X
SLTIOJZ,X,O,X,X,X
SLTIOZJ,X,X,X,X,X
SLTJIZO,O,X,O,X,X
SLTJIOZ,X,O,X,O,X
SLTJZIO,X,O,O,X,X
SLTJZOI,X,O,X,X,X
SLTJOIZ,X,O,X,O,X
SLTJOZI,X,O,X,X,X
SLTZIJO,X,O,O,X,X
SLTZIOJ,X,O,X,X,X
SLTZJIO,X,O,O,X,X
SLTZJOI,X,O,X,X,X
SLTZOIJ,X,O,X,X,X
SLTZOJI,X,O,X,X,X
SLTOIJZ,X,O,X,X,X
SLTOIZJ,X,X,X,X,X
SLTOJIZ,X,O,X,X,X
SLTOJZI,X,O,X,X,X
SLTOZIJ,X,O,X,X,X
SLTOZJI,X,O,X,X,X
SLITJZO,O,X,X,X,X
SLITJOZ,X,X,X,O,X
SLITZJO,X,X,X,X,X
SLITZOJ,X,X,X,X,X
SLITOJZ,X,X,X,X,X
SLITOZJ,X,X,X,X,X
SLIJTZO,O,X,X,X,X
SLIJTOZ,X,X,X,O,X
SLIJZTO,O,X,O,X,X
SLIJZOT,X,X,X,X,X
SLIJOTZ,X,X,X,X,X
SLIJOZT,X,X,X,X,X
SLIZTJO,O,X,X,X,X
SLIZTOJ,X,X,X,X,X
SLIZJTO,O,X,O,X,X
SLIZJOT,X,X,X,X,X
SLIZOTJ,X,X,X,X,X
SLIZOJT,X,X,X,X,X
SLIOTJZ,X,X,X,X,X
SLIOTZJ,X,X,X,X,X
SLIOJTZ,X,X,X,X,X
SLIOJZT,X,X,X,X,X
SLIOZTJ,X,X,X,X,X
SLIOZJT,X,X,X,X,X
SLJTIZO,O,X,O,X,X
SLJTIOZ,X,O,X,O,X
SLJTZIO,X,O,O,X,X
SLJTZOI,X,O,X,X,X
SLJTOIZ,X,O,X,O,X
SLJTOZI,X,O,X,X,X
SLJITZO,O,X,X,X,X
SLJITOZ,X,X,X,O,X
SLJIZTO,O,X,O,X,X
SLJIZOT,X,X,X,X,X
SLJIOTZ,X,X,X,X,X
SLJIOZT,X,X,X,X,X
SLJZTIO,O,O,O,X,X
SLJZTOI,X,O,X,X,X
SLJZITO,O,X,O,X,X
SLJZIOT,X,O,X,X,X
SLJZOTI,X,O,X,X,X
SLJZOIT,X,O,X,X,X
SLJOTIZ,X,O,X,X,X
SLJOTZI,X,O,X,X,X
SLJOITZ,X,X,X,X,X
SLJOIZT,X,X,X,X,X
SLJOZTI,X,O,X,X,X
SLJOZIT,X,O,X,X,X
SLZTIJO,O,O,O,X,X
SLZTIOJ,X,O,X,X,X
SLZTJIO,O,O,O,X,X
SLZTJOI,X,O,X,X,X
SLZTOIJ,X,O,X,X,X
SLZTOJI,X,O,X,X,X
SLZITJO,O,X,X,X,X
SLZITOJ,X,X,X,X,X
SLZIJTO,O,X,O,X,X
SLZIJOT,X,O,X,X,X
SLZIOTJ,X,X,X,X,X
SLZIOJT,X,O,X,X,X
SLZJTIO,O,O,O,X,X
SLZJTOI,X,O,X,X,X
SLZJITO,O,X,O,X,X
SLZJIOT,X,O,X,X,X
SLZJOTI,X,O,X,X,X
SLZJOIT,X,O,X,X,X
SLZOTIJ,X,O,X,X,X
SLZOTJI,X,O,X,X,X
SLZOITJ,X,X,X,X,X
SLZOIJT,X,O,X,X,X
SLZOJTI,X,O,X,X,X
SLZOJIT,X,O,X,X,X
SLOTIJZ,X,O,X,X,X
SLOTIZJ,X,X,X,X,X
SLOTJIZ,X,O,X,X,X
SLOTJZI,X,O,X,X,X
SLOTZIJ,X,O,X,X,X
SLOTZJI,X,O,X,X,X
SLOITJZ,X,X,X,X,X
SLOITZJ,X,X,X,X,X
SLOIJTZ,X,X,X,X,X
SLOIJZT,X,X,X,X,X
SLOIZTJ,X,X,X,X,X
SLOIZJT,X,X,X,X,X
SLOJTIZ,X,O,X,X,X
SLOJTZI,X,O,X,X,X
SLOJITZ,X,X,X,X,X
SLOJIZT,X,X,X,X,X
SLOJZTI,X,O,X,X,X
SLOJZIT,X,O,X,X,X
SLOZTIJ,X,O,X,X,X
SLOZTJI,X,O,X,X,X
SLOZITJ,X,X,X,X,X
SLOZIJT,X,O,X,X,X
SLOZJTI,X,O,X,X,X
SLOZJIT,X,O,X,X,X
SJTILZO,O,X,O,X,X
SJTILOZ,X,O,X,X,X
SJTIZLO,O,X,O,X,X
SJTIZOL,X,X,X,X,X
SJTIOLZ,X,O,O,X,X
SJTIOZL,X,X,O,X,X
SJTLIZO,O,X,O,X,X
SJTLIOZ,X,O,X,O,X
SJTLZIO,X,O,O,X,X
SJTLZOI,X,O,X,X,X
SJTLOIZ,X,O,X,O,X
SJTLOZI,X,O,X,X,X
SJTZILO,X,O,O,X,X
SJTZIOL,X,O,X,X,X
SJTZLIO,X,O,O,X,X
SJTZLOI,X,O,X,X,X
SJTZOIL,X,O,X,X,X
SJTZOLI,X,O,X,X,X
SJTOILZ,X,O,O,X,X
SJTOIZL,X,X,O,X,X
SJTOLIZ,X,O,O,O,X
SJTOLZI,X,O,O,X,X
SJTOZIL,X,O,O,X,X
SJTOZLI,X,O,O,X,X
SJITLZO,O,X,X,X,X
SJITLOZ,X,X,X,O,X
SJITZLO,O,X,X,X,X
SJITZOL,X,X,X,X,X
SJITOLZ,X,X,X,O,X
SJITOZL,X,X,X,X,X
SJILTZO,X,X,X,X,X
SJILTOZ,X,X,X,O,X
SJILZTO,X,X,O,X,X
SJILZOT,X,X,X,X,X
SJILOTZ,X,X,X,X,X
SJILOZT,X,X,X,X,X
SJIZTLO,O,X,X,X,X
SJIZTOL,X,X,X,X,X
SJIZLTO,X,X,O,X,X
SJIZLOT,X,X,X,X,X
SJIZOTL,X,X,X,X,X
SJIZOLT,X,X,X,X,X
SJIOTLZ,X,X,X,O,X
SJIOTZL,X,X,X,X,X
SJIOLTZ,X,X,X,O,X
SJIOLZT,X,X,O,O,X
SJIOZTL,X,X,X,O,X
SJIOZLT,X,X,O,O,X
SJLTIZO,O,X,O,X,X
SJLTIOZ,X,O,X,O,X
SJLTZIO,X,O,O,X,X
SJLTZOI,X,O,X,X,X
SJLTOIZ,X,O,X,O,X
SJLTOZI,X,O,X,X,X
SJLITZO,O,X,X,X,X
SJLITOZ,X,X,X,O,X
SJLIZTO,O,X,O,X,X
SJLIZOT,X,X,X,X,X
SJLIOTZ,X,X,X,X,X
SJLIOZT,X,X,X,X,X
SJLZTIO,O,O,O,X,X
SJLZTOI,X,O,X,X,X
SJLZITO,O,X,O,X,X
SJLZIOT,X,O,X,X,X
SJLZOTI,X,O,X,X,X
SJLZOIT,X,O,X,X,X
SJLOTIZ,X,O,X,X,X
SJLOTZI,X,O,X,X,X
SJLOITZ,X,X,X,X,X
SJLOIZT,X,X,X,X,X
SJLOZTI,X,O,X,X,X
SJLOZIT,X,O,X,X,X
SJZTILO,O,O,O,X,X
SJZTIOL,X,O,X,X,X
SJZTLIO,O,O,O,X,X
SJZTLOI,X,O,X,X,X
SJZTOIL,X,O,X,X,O
SJZTOLI,X,O,X,X,O
SJZITLO,O,X,X,X,X
SJZITOL,X,X,X,X,X
SJZILTO,X,X,O,X,X
SJZILOT,X,O,X,X,X
SJZIOTL,X,O,X,X,X
SJZIOLT,X,O,X,X,X
SJZLTIO,O,O,O,X,X
SJZLTOI,X,O,X,X,X
SJZLITO,O,X,O,X,X
SJZLIOT,X,O,X,X,X
SJZLOTI,X,O,X,X,X
SJZLOIT,X,O,X,X,X
SJZOTIL,X,O,X,X,O
SJZOTLI,X,O,X,X,O
SJZOITL,X,O,X,X,O
SJZOILT,X,O,X,X,X
SJZOLTI,X,O,X,X,X
SJZOLIT,X,O,X,X,X
SJOTILZ,X,O,O,X,X
SJOTIZL,X,X,O,X,X
SJOTLIZ,X,O,O,O,X
SJOTLZI,X,O,O,X,X
SJOTZIL,X,O,O,X,X
SJOTZLI,X,O,O,X,X
SJOITLZ,X,X,X,O,X
SJOITZL,X,X,X,X,X
SJOILTZ,X,X,X,O,X
SJOILZT,X,X,O,O,X
SJOIZTL,X,X,X,O,O
SJOIZLT,X,X,O,O,X
SJOLTIZ,X,O,O,O,X
SJOLTZI,X,O,O,X,X
SJOLITZ,X,X,X,O,X
SJOLIZT,X,X,O,O,X
SJOLZTI,X,O,O,X,X
SJOLZIT,X,O,O,X,X
SJOZTIL,X,O,O,X,O
SJOZTLI,X,O,O,X,O
SJOZITL,X,O,X,X,O
SJOZILT,X,O,O,X,X
SJOZLTI,X,O,O,X,X
SJOZLIT,X,O,O,X,X
SZTILJO,X,O,O,X,X
SZTILOJ,X,O,X,X,X
SZTIJLO,O,O,O,X,X
SZTIJOL,X,O,X,X,X
SZTIOLJ,X,O,X,X,X
SZTIOJL,X,O,X,X,X
SZTLIJO,O,O,O,X,X
SZTLIOJ,X,O,X,X,X
SZTLJIO,O,O,O,X,X
SZTLJOI,X,O,X,X,X
SZTLOIJ,X,O,X,X,X
SZTLOJI,X,O,X,X,X
SZTJILO,O,O,O,X,X
SZTJIOL,X,O,X,X,X
SZTJLIO,O,O,O,X,X
SZTJLOI,X,O,X,X,X
SZTJOIL,X,O,X,X,O
SZTJOLI,X,O,X,X,O
SZTOILJ,X,O,X,X,X
SZTOIJL,X,O,X,X,O
SZTOLIJ,X,O,X,X,X
SZTOLJI,X,O,X,X,X
SZTOJIL,X,O,X,X,O
SZTOJLI,X,O,X,X,O
SZITLJO,X,X,X,X,X
SZITLOJ,X,X,X,X,X
SZITJLO,O,X,X,X,X
SZITJOL,X,X,X,X,X
SZITOLJ,X,X,X,X,X
SZITOJL,X,X,X,X,X
SZILTJO,X,X,X,X,X
SZILTOJ,X,X,X,X,X
SZILJTO,X,X,O,X,X
SZILJOT,X,O,X,X,X
SZILOTJ,X,X,X,X,X
SZILOJT,X,O,X,X,X
SZIJTLO,O,X,X,X,X
SZIJTOL,X,X,X,X,X
SZIJLTO,X,X,O,X,X
SZIJLOT,X,O,X,X,X
SZIJOTL,X,O,X,X,X
SZIJOLT,X,O,X,X,X
SZIOTLJ,X,O,X,X,X
SZIOTJL,X,O,X,X,X
SZIOLTJ,X,X,X,X,X
SZIOLJT,X,O,X,X,X
SZIOJTL,X,O,X,X,X
SZIOJLT,X,O,X,X,X
SZLTIJO,O,O,O,X,X
SZLTIOJ,X,O,X,X,X
SZLTJIO,O,O,O,X,X
SZLTJOI,X,O,X,X,X
SZLTOIJ,X,O,X,X,X
SZLTOJI,X,O,X,X,X
SZLITJO,O,X,X,X,X
SZLITOJ,X,X,X,X,X
SZLIJTO,O,X,O,X,X
SZLIJOT,X,O,X,X,X
SZLIOTJ,X,X,X,X,X
SZLIOJT,X,O,X,X,X
SZLJTIO,O,O,O,X,X
SZLJTOI,X,O,X,X,X
SZLJITO,O,X,O,X,X
SZLJIOT,X,O,X,X,X
SZLJOTI,X,O,X,X,X
SZLJOIT,X,O,X,X,X
SZLOTIJ,X,O,X,X,X
SZLOTJI,X,O,X,X,X
SZLOITJ,X,X,X,X,X
SZLOIJT,X,O,X,X,X
SZLOJTI,X,O,X,X,X
SZLOJIT,X,O,X,X,X
SZJTILO,O,O,O,X,X
SZJTIOL,X,O,X,X,X
SZJTLIO,O,O,O,X,X
SZJTLOI,X,O,X,X,X
SZJTOIL,X,O,X,X,O
SZJTOLI,X,O,X,X,O
SZJITLO,O,X,X,X,X
SZJITOL,X,X,X,X,X
SZJILTO,X,X,O,X,X
SZJILOT,X,O,X,X,X
SZJIOTL,X,O,X,X,X
SZJIOLT,X,O,X,X,X
SZJLTIO,O,O,O,X,X
SZJLTOI,X,O,X,X,X
SZJLITO,O,X,O,X,X
SZJLIOT,X,O,X,X,X
SZJLOTI,X,O,X,X,X
SZJLOIT,X,O,X,X,X
SZJOTIL,X,O,X,X,O
SZJOTLI,X,O,X,X,O
SZJOITL,X,O,X,X,O
SZJOILT,X,O,X,X,X
SZJOLTI,X,O,X,X,X
SZJOLIT,X,O,X,X,X
SZOTILJ,X,O,X,X,X
SZOTIJL,X,O,X,X,O
SZOTLIJ,X,O,X,X,X
SZOTLJI,X,O,X,X,X
SZOTJIL,X,O,X,X,O
SZOTJLI,X,O,X,X,O
SZOITLJ,X,O,X,X,X
SZOITJL,X,O,X,X,O
SZOILTJ,X,X,X,X,X
SZOILJT,X,O,X,X,X
SZOIJTL,X,O,X,X,O
SZOIJLT,X,O,X,X,X
SZOLTIJ,X,O,X,X,X
SZOLTJI,X,O,X,X,X
SZOLITJ,X,X,X,X,X
SZOLIJT,X,O,X,X,X
SZOLJTI,X,O,X,X,X
SZOLJIT,X,O,X,X,X
SZOJTIL,X,O,X,X,O
SZOJTLI,X,O,X,X,O
SZOJITL,X,O,X,X,O
SZOJILT,X,O,X,X,X
SZOJLTI,X,O,X,X,X
SZOJLIT,X,O,X,X,X
SOTILJZ,X,O,O,X,X
SOTILZJ,X,X,O,X,X
SOTIJLZ,X,O,O,X,X
SOTIJZL,X,X,O,X,X
SOTIZLJ,X,X,O,X,X
SOTIZJL,X,X,O,X,X
SOTLIJZ,X,O,O,X,X
SOTLIZJ,X,X,O,X,X
SOTLJIZ,X,O,O,O,X
SOTLJZI,X,O,O,X,X
SOTLZIJ,X,O,O,X,X
SOTLZJI,X,O,O,X,X
SOTJILZ,X,O,O,X,X
SOTJIZL,X,X,O,X,X
SOTJLIZ,X,O,O,O,X
SOTJLZI,X,O,O,X,X
SOTJZIL,X,O,O,X,X
SOTJZLI,X,O,O,X,X
SOTZILJ,X,O,O,X,X
SOTZIJL,X,O,O,X,X
SOTZLIJ,X,O,O,X,X
SOTZLJI,X,O,O,X,X
SOTZJIL,X,O,O,X,X
SOTZJLI,X,O,O,X,X
SOITLJZ,X,X,X,O,X
SOITLZJ,X,X,X,X,X
SOITJLZ,X,X,X,O,X
SOITJZL,X,X,X,X,X
SOITZLJ,X,X,X,X,X
SOITZJL,X,X,X,X,X
SOILTJZ,X,X,X,O,X
SOILTZJ,X,X,X,X,X
SOILJTZ,X,X,X,O,X
SOILJZT,X,X,O,O,X
SOILZTJ,X,X,X,X,X
SOILZJT,X,X,O,X,X
SOIJTLZ,X,X,X,O,X
SOIJTZL,X,X,X,X,X
SOIJLTZ,X,X,X,O,X
SOIJLZT,X,X,O,O,X
SOIJZTL,X,X,X,O,O
SOIJZLT,X,X,O,O,X
SOIZTLJ,X,X,X,X,X
SOIZTJL,X,X,X,X,O
SOIZLTJ,X,X,X,X,X
SOIZLJT,X,X,O,X,X
SOIZJTL,X,X,X,X,O
SOIZJLT,X,X,O,X,X
SOLTIJZ,X,O,O,X,X
SOLTIZJ,X,X,O,X,X
SOLTJIZ,X,O,O,O,X
SOLTJZI,X,O,O,X,X
SOLTZIJ,X,O,O,X,X
SOLTZJI,X,O,O,X,X
SOLITJZ,X,X,X,O,X
SOLITZJ,X,X,X,X,X
SOLIJTZ,X,X,X,O,X
SOLIJZT,X,X,O,O,X
SOLIZTJ,X,X,X,X,X
SOLIZJT,X,X,O,X,X
SOLJTIZ,X,O,O,O,X
SOLJTZI,X,O,O,X,X
SOLJITZ,X,X,X,O,X
SOLJIZT,X,X,O,O,X
SOLJZTI,X,O,O,X,X
SOLJZIT,X,O,O,X,X
SOLZTIJ,X,O,O,X,X
SOLZTJI,X,O,O,X,X
SOLZITJ,X,X,X,X,X
SOLZIJT,X,O,O,X,X
SOLZJTI,X,O,O,X,X
SOLZJIT,X,O,O,X,X
SOJTILZ,X,O,O,X,X
SOJTIZL,X,X,O,X,X
SOJTLIZ,X,O,O,O,X
SOJTLZI,X,O,O,X,X
SOJTZIL,X,O,O,X,X
SOJTZLI,X,O,O,X,X
SOJITLZ,X,X,X,O,X
SOJITZL,X,X,X,X,X
SOJILTZ,X,X,X,O,X
SOJILZT,X,X,O,O,X
SOJIZTL,X,X,X,O,O
SOJIZLT,X,X,O,O,X
SOJLTIZ,X,O,O,O,X
SOJLTZI,X,O,O,X,X
SOJLITZ,X,X,X,O,X
SOJLIZT,X,X,O,O,X
SOJLZTI,X,O,O,X,X
SOJLZIT,X,O,O,X,X
SOJZTIL,X,O,O,X,O
SOJZTLI,X,O,O,X,O
SOJZITL,X,O,X,X,O
SOJZILT,X,O,O,X,X
SOJZLTI,X,O,O,X,X
SOJZLIT,X,O,O,X,X
SOZTILJ,X,O,O,X,X
SOZTIJL,X,O,O,X,O
SOZTLIJ,X,O,O,X,X
SOZTLJI,X,O,O,X,X
SOZTJIL,X,O,O,X,O
SOZTJLI,X,O,O,X,O
SOZITLJ,X,O,X,X,X
SOZITJL,X,O,X,X,O
SOZILTJ,X,X,X,X,X
SOZILJT,X,O,O,X,X
SOZIJTL,X,O,X,X,O
SOZIJLT,X,O,O,X,X
SOZLTIJ,X,O,O,X,X
SOZLTJI,X,O,O,X,X
SOZLITJ,X,X,X,X,X
SOZLIJT,X,O,O,X,X
SOZLJTI,X,O,O,X,X
SOZLJIT,X,O,O,X,X
SOZJTIL,X,O,O,X,O
SOZJTLI,X,O,O,X,O
SOZJITL,X,O,X,X,O
SOZJILT,X,O,O,X,X
SOZJLTI,X,O,O,X,X
SOZJLIT,X,O,O,X,X
ZTILJSO,X,O,X,X,X
ZTILJOS,X,X,X,X,X
ZTILSJO,X,X,X,X,X
ZTILSOJ,X,X,X,X,X
ZTILOJS,X,X,X,X,X
ZTILOSJ,X,X,X,X,X
ZTIJLSO,X,O,X,X,X
ZTIJLOS,X,X,X,X,X
ZTIJSLO,X,O,X,X,X
ZTIJSOL,X,O,X,X,X
ZTIJOLS,X,X,X,X,X
ZTIJOSL,X,X,X,X,X
ZTISLJO,X,O,X,X,X
ZTISLOJ,X,O,X,X,X
ZTISJLO,X,O,X,X,X
ZTISJOL,X,O,X,X,X
ZTISOLJ,X,O,X,X,X
ZTISOJL,X,O,X,X,X
ZTIOLJS,X,X,X,X,X
ZTIOLSJ,X,X,X,X,X
ZTIOJLS,X,X,X,X,X
ZTIOJSL,X,X,X,X,X
ZTIOSLJ,X,X,X,X,X
ZTIOSJL,X,X,X,X,X
ZTLIJSO,O,O,X,X,X
ZTLIJOS,X,X,X,X,X
ZTLISJO,O,X,X,X,X
ZTLISOJ,X,X,X,X,X
ZTLIOJS,X,X,X,X,X
ZTLIOSJ,X,X,X,X,X
ZTLJISO,O,O,X,X,X
ZTLJIOS,X,X,X,X,X
ZTLJSIO,O,O,X,X,X
ZTLJSOI,X,O,X,X,X
ZTLJOIS,X,X,X,X,X
ZTLJOSI,X,X,X,X,X
ZTLSIJO,O,X,X,X,X
ZTLSIOJ,X,X,X,X,X
ZTLSJIO,O,X,X,X,X
ZTLSJOI,X,X,X,X,X
ZTLSOIJ,X,X,X,X,X
ZTLSOJI,X,X,X,X,X
ZTLOIJS,X,X,X,X,X
ZTLOISJ,X,X,X,X,X
ZTLOJIS,X,X,X,X,X
ZTLOJSI,X,X,X,X,X
ZTLOSIJ,X,X,X,X,X
ZTLOSJI,X,X,X,X,X
ZTJILSO,X,O,X,X,X
ZTJILOS,X,X,X,X,X
ZTJISLO,O,O,X,X,X
ZTJISOL,X,O,X,X,X
ZTJIOLS,X,X,X,X,X
ZTJIOSL,X,X,X,X,X
ZTJLISO,O,O,X,X,X
ZTJLIOS,X,X,X,X,X
ZTJLSIO,O,O,X,X,X
ZTJLSOI,X,O,X,X,X
ZTJLOIS,X,X,X,X,X
ZTJLOSI,X,X,X,X,X
ZTJSILO,O,O,X,X,X
ZTJSIOL,X,O,X,X,X
ZTJSLIO,O,O,X,X,X
ZTJSLOI,X,O,X,X,X
ZTJSOIL,X,O,X,X,O
ZTJSOLI,X,O,X,X,O
ZTJOILS,X,X,X,X,X
ZTJOISL,X,X,X,X,X
ZTJOLIS,X,X,X,X,X
ZTJOLSI,X,X,X,X,X
ZTJOSIL,X,X,X,X,O
ZTJOSLI,X,X,X,X,O
ZTSILJO,X,O,X,X,X
ZTSILOJ,X,O,X,X,X
ZTSIJLO,O,O,X,X,X
ZTSIJOL,X,O,X,X,X
ZTSIOLJ,X,O,X,X,X
ZTSIOJL,X,O,X,X,X
ZTSLIJO,O,O,X,X,X
ZTSLIOJ,X,O,X,X,X
ZTSLJIO,O,O,X,X,X
ZTSLJOI,X,O,X,X,X
ZTSLOIJ,X,O,X,X,X
ZTSLOJI,X,O,X,X,X
ZTSJILO,O,O,X,X,X
ZTSJIOL,X,O,X,X,X
ZTSJLIO,O,O,X,X,X
ZTSJLOI,X,O,X,X,X
ZTSJOIL,X,O,X,X,O
ZTSJOLI,X,O,X,X,O
ZTSOILJ,X,O,X,X,X
ZTSOIJL,X,O,X,X,O
ZTSOLIJ,X,O,X,X,X
ZTSOLJI,X,O,X,X,X
ZTSOJIL,X,O,X,X,O
ZTSOJLI,X,O,X,X,O
ZTOILJS,X,X,X,X,X
ZTOILSJ,X,X,X,X,X
ZTOIJLS,X,X,X,X,X
ZTOIJSL,X,X,X,X,X
ZTOISLJ,X,X,X,X,X
ZTOISJL,X,X,X,X,X
ZTOLIJS,X,X,X,X,X
ZTOLISJ,X,X,X,X,X
ZTOLJIS,X,X,X,X,X
ZTOLJSI,X,X,X,X,X
ZTOLSIJ,X,X,X,X,X
ZTOLSJI,X,X,X,X,X
ZTOJILS,X,X,X,X,X
ZTOJISL,X,X,X,X,X
ZTOJLIS,X,X,X,X,X
ZTOJLSI,X,X,X,X,X
ZTOJSIL,X,X,X,X,O
ZTOJSLI,X,X,X,X,O
ZTOSILJ,X,X,X,X,X
ZTOSIJL,X,X,X,X,O
ZTOSLIJ,X,X,X,X,X
ZTOSLJI,X,X,X,X,X
ZTOSJIL,X,X,X,X,O
ZTOSJLI,X,X,X,X,O
ZITLJSO,X,X,X,X,X
ZITLJOS,X,X,X,X,X
ZITLSJO,X,X,X,X,X
ZITLSOJ,X,X,X,X,X
ZITLOJS,X,X,X,X,X
ZITLOSJ,X,X,X,X,X
ZITJLSO,X,X,X,X,X
ZITJLOS,X,X,X,X,X
ZITJSLO,X,X,X,X,X
ZITJSOL,X,X,X,X,X
ZITJOLS,X,X,X,X,X
ZITJOSL,X,X,X,X,X
ZITSLJO,X,X,X,X,X
ZITSLOJ,X,X,X,X,X
ZITSJLO,X,X,X,X,X
ZITSJOL,X,X,X,X,X
ZITSOLJ,X,X,X,X,X
ZITSOJL,X,X,X,X,X
ZITOLJS,X,X,X,X,X
ZITOLSJ,X,X,X,X,X
ZITOJLS,X,X,X,X,X
ZITOJSL,X,X,X,X,X
ZITOSLJ,X,X,X,X,X
ZITOSJL,X,X,X,X,X
ZILTJSO,X,X,X,X,X
ZILTJOS,X,X,X,X,X
ZILTSJO,X,X,X,X,X
ZILTSOJ,X,X,X,X,X
ZILTOJS,X,X,X,X,X
ZILTOSJ,X,X,X,X,X
ZILJTSO,X,X,X,X,X
ZILJTOS,X,X,X,X,X
ZILJSTO,X,X,X,X,X
ZILJSOT,X,X,X,X,X
ZILJOTS,X,X,X,X,X
ZILJOST,X,X,X,X,X
ZILSTJO,X,X,X,X,X
ZILSTOJ,X,X,X,X,X
ZILSJTO,X,X,X,X,X
ZILSJOT,X,X,X,X,X
ZILSOTJ,X,X,X,X,X
ZILSOJT,X,X,X,X,X
ZILOTJS,X,X,X,X,X
ZILOTSJ,X,X,X,X,X
ZILOJTS,X,X,X,X,X
ZILOJST,X,X,X,X,X
ZILOSTJ,X,X,X,X,X
ZILOSJT,X,X,X,X,X
ZIJTLSO,X,X,X,X,X
ZIJTLOS,X,X,X,X,X
ZIJTSLO,X,X,X,X,X
ZIJTSOL,X,X,X,X,X
ZIJTOLS,X,X,X,X,X
ZIJTOSL,X,X,X,X,X
ZIJLTSO,X,X,X,X,X
ZIJLTOS,X,X,X,X,X
ZIJLSTO,X,X,X,X,X
ZIJLSOT,X,X,X,X,X
ZIJLOTS,X,X,X,X,X
ZIJLOST,X,X,X,X,X
ZIJSTLO,X,X,X,X,X
ZIJSTOL,X,X,X,X,X
ZIJSLTO,X,X,X,X,X
ZIJSLOT,X,O,X,X,X
ZIJSOTL,X,O,X,X,X
ZIJSOLT,X,O,X,X,X
ZIJOTLS,X,X,X,X,X
ZIJOTSL,X,X,X,X,X
ZIJOLTS,X,X,X,X,X
ZIJOLST,X,X,X,X,X
ZIJOSTL,X,X,X,X,X
ZIJOSLT,X,X,X,X,X
ZISTLJO,X,X,X,X,X
ZISTLOJ,X,X,X,X,X
ZISTJLO,X,X,X,X,X
ZISTJOL,X,X,X,X,X
ZISTOLJ,X,X,X,X,X
ZISTOJL,X,X,X,X,X
