sequence,v115@FhB8GeC8IeA8AeB8BeA8AeC8JeZEJvhFukBzgBFiB/?qBcrBisB,v115@FhB8GeC8IeA8AeB8BeA8AeC8JeZEJvhFukBUhBFiBT?lBXrBisB,v115@FhB8GeC8IeA8AeB8BeA8AeC8JeZEJvhFukB3gBFiBT?mB0qBisB,v115@FhB8GeC8IeA8AeB8BeA8AeC8JeZEJvhFukBclB/mBF?iBzqBisB
SZLOIJT,O,O,X,X
SZLOJTI,O,O,X,X
SZLOJIT,O,O,X,X
SZJTILO,X,X,X,O
SZJTIOL,O,O,X,O
SZJTLIO,X,X,X,X
SZJTLOI,X,X,X,X
SZJTOIL,O,X,X,X
SZJTOLI,X,X,X,X
SZJITLO,X,X,X,O
SZJITOL,O,O,X,O
SZJILTO,O,O,X,O
SZJILOT,O,X,X,X
SZJIOTL,O,X,X,X
SZJIOLT,O,X,X,X
SZJLTIO,O,O,X,O
SZJLTOI,O,X,X,X
SZJLITO,O,O,X,O
SZJLIOT,O,X,X,X
SZJLOTI,O,X,X,X
SZJLOIT,O,X,X,X
SZJOTIL,O,X,X,X
SZJOTLI,X,X,X,X
SZJOITL,O,X,X,X
SZJOILT,O,X,X,X
SZJOLTI,O,X,X,X
SZJOLIT,O,X,X,X
SZOTILJ,X,X,X,X
SZOTIJL,O,O,X,X
SZOTLIJ,X,X,X,X
SZOTLJI,X,X,X,X
SZOTJIL,O,O,X,X
SZOTJLI,X,X,X,X
SZOITLJ,X,X,X,X
SZOITJL,O,O,X,X
SZOILTJ,O,O,X,X
SZOILJT,O,O,X,X
SZOIJTL,O,O,X,X
SZOIJLT,O,O,X,X
SZOLTIJ,O,O,X,X
SZOLTJI,O,O,X,X
SZOLITJ,O,O,X,X
SZOLIJT,O,O,X,X
SZOLJTI,O,O,X,X
SZOLJIT,O,O,X,X
SZOJTIL,O,O,X,X
SZOJTLI,X,X,X,X
SZOJITL,O,O,X,X
SZOJILT,O,O,X,X
SZOJLTI,O,O,X,X
SZOJLIT,O,O,X,X
SOTILJZ,X,X,X,X
SOTILZJ,X,X,X,X
SOTIJLZ,X,X,X,X
SOTIJZL,X,O,X,X
SOTIZLJ,X,X,X,X
SOTIZJL,X,O,X,X
SOTLIJZ,X,X,X,X
SOTLIZJ,X,X,X,X
SOTLJIZ,X,X,X,X
SOTLJZI,X,X,X,X
SOTLZIJ,X,X,X,X
SOTLZJI,X,X,X,X
SOTJILZ,X,X,X,X
SOTJIZL,X,O,X,X
SOTJLIZ,X,X,X,X
SOTJLZI,X,X,X,X
SOTJZIL,X,O,X,X
SOTJZLI,X,X,X,X
SOTZILJ,X,X,X,X
SOTZIJL,X,O,X,X
SOTZLIJ,X,X,X,X
SOTZLJI,X,X,X,X
SOTZJIL,X,O,X,X
SOTZJLI,X,X,X,X
SOITLJZ,X,X,X,X
SOITLZJ,X,X,X,X
SOITJLZ,X,X,X,X
SOITJZL,X,O,X,X
SOITZLJ,X,X,X,X
SOITZJL,X,O,X,X
SOILTJZ,X,O,X,X
SOILTZJ,X,O,X,X
SOILJTZ,X,O,X,X
SOILJZT,X,O,X,X
SOILZTJ,X,O,X,X
SOILZJT,X,O,X,X
SOIJTLZ,X,X,X,X
SOIJTZL,X,O,X,X
SOIJLTZ,X,O,X,X
SOIJLZT,X,O,X,X
SOIJZTL,X,O,X,X
SOIJZLT,X,O,X,X
SOIZTLJ,X,X,X,X
SOIZTJL,X,O,X,X
SOIZLTJ,X,O,X,X
SOIZLJT,X,O,X,X
SOIZJTL,X,O,X,X
SOIZJLT,X,O,X,X
SOLTIJZ,X,O,X,X
SOLTIZJ,X,O,X,X
SOLTJIZ,X,O,X,X
SOLTJZI,X,O,X,X
SOLTZIJ,X,O,X,X
SOLTZJI,X,O,X,X
SOLITJZ,X,O,X,X
SOLITZJ,X,O,X,X
SOLIJTZ,X,O,X,X
SOLIJZT,X,O,X,X
SOLIZTJ,X,O,X,X
SOLIZJT,X,O,X,X
SOLJTIZ,X,O,X,X
SOLJTZI,X,O,X,X
SOLJITZ,X,O,X,X
SOLJIZT,X,O,X,X
SOLJZTI,X,O,X,X
SOLJZIT,X,O,X,X
SOLZTIJ,X,O,X,X
SOLZTJI,X,O,X,X
SOLZITJ,X,O,X,X
SOLZIJT,X,O,X,X
SOLZJTI,X,O,X,X
SOLZJIT,X,O,X,X
SOJTILZ,X,X,X,X
SOJTIZL,X,O,X,X
SOJTLIZ,X,X,X,X
SOJTLZI,X,X,X,X
SOJTZIL,X,O,X,X
SOJTZLI,X,X,X,X
SOJITLZ,X,X,X,X
SOJITZL,X,O,X,X
SOJILTZ,X,O,X,X
SOJILZT,X,O,X,X
SOJIZTL,X,O,X,X
SOJIZLT,X,O,X,X
SOJLTIZ,X,O,X,X
SOJLTZI,X,O,X,X
SOJLITZ,X,O,X,X
SOJLIZT,X,O,X,X
SOJLZTI,X,O,X,X
SOJLZIT,X,O,X,X
SOJZTIL,X,O,X,X
SOJZTLI,X,X,X,X
SOJZITL,X,O,X,X
SOJZILT,X,O,X,X
SOJZLTI,X,O,X,X
SOJZLIT,X,O,X,X
SOZTILJ,X,X,X,X
SOZTIJL,X,O,X,X
SOZTLIJ,X,X,X,X
SOZTLJI,X,X,X,X
SOZTJIL,X,O,X,X
SOZTJLI,X,X,X,X
SOZITLJ,X,X,X,X
SOZITJL,X,O,X,X
SOZILTJ,X,O,X,X
SOZILJT,X,O,X,X
SOZIJTL,X,O,X,X
SOZIJLT,X,O,X,X
SOZLTIJ,X,O,X,X
SOZLTJI,X,O,X,X
SOZLITJ,X,O,X,X
SOZLIJT,X,O,X,X
SOZLJTI,X,O,X,X
SOZLJIT,X,O,X,X
SOZJTIL,X,O,X,X
SOZJTLI,X,X,X,X
SOZJITL,X,O,X,X
SOZJILT,X,O,X,X
SOZJLTI,X,O,X,X
SOZJLIT,X,O,X,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,X,X,X,X
ZTILSOJ,X,X,X,X
ZTILOJS,X,X,X,X
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,X,X,X,X
ZTIJSOL,O,X,O,X
ZTIJOLS,X,X,X,X
ZTIJOSL,X,X,X,X
ZTISLJO,X,X,X,X
ZTISLOJ,X,X,X,X
ZTISJLO,X,X,X,X
ZTISJOL,O,X,O,X
ZTISOLJ,X,X,X,X
ZTISOJL,O,X,X,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,X,X
ZTLISJO,X,X,X,X
ZTLISOJ,X,X,X,X
ZTLIOJS,X,X,X,X
ZTLIOSJ,X,X,X,X
ZTLJISO,X,X,X,X
ZTLJIOS,X,X,X,X
ZTLJSIO,X,X,X,X
ZTLJSOI,X,X,X,X
ZTLJOIS,X,X,X,X
ZTLJOSI,X,X,X,X
ZTLSIJO,X,X,X,X
ZTLSIOJ,X,X,X,X
ZTLSJIO,X,X,X,X
ZTLSJOI,X,X,X,X
ZTLSOIJ,X,X,X,X
ZTLSOJI,X,X,X,X
ZTLOIJS,X,X,X,X
ZTLOISJ,X,X,X,X
ZTLOJIS,X,X,X,X
ZTLOJSI,X,X,X,X
ZTLOSIJ,X,X,X,X
ZTLOSJI,X,X,X,X
ZTJILSO,X,X,X,X
ZTJILOS,X,X,X,X
ZTJISLO,X,X,X,X
ZTJISOL,O,X,O,X
ZTJIOLS,X,X,X,X
ZTJIOSL,X,X,X,X
ZTJLISO,X,X,X,X
ZTJLIOS,X,X,X,X
ZTJLSIO,X,X,X,X
ZTJLSOI,X,X,X,X
ZTJLOIS,X,X,X,X
ZTJLOSI,X,X,X,X
ZTJSILO,X,X,X,X
ZTJSIOL,O,X,O,X
ZTJSLIO,X,X,X,X
ZTJSLOI,X,X,X,X
ZTJSOIL,O,X,X,X
ZTJSOLI,X,X,X,X
ZTJOILS,X,X,X,X
ZTJOISL,X,X,X,X
ZTJOLIS,X,X,X,X
ZTJOLSI,X,X,X,X
ZTJOSIL,X,X,X,X
ZTJOSLI,X,X,X,X
ZTSILJO,X,X,X,X
ZTSILOJ,X,X,X,X
ZTSIJLO,X,X,X,X
ZTSIJOL,O,X,O,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,O,X,X,X
ZTSLIJO,X,X,X,X
ZTSLIOJ,X,X,X,X
ZTSLJIO,X,X,X,X
ZTSLJOI,X,X,X,X
ZTSLOIJ,X,X,X,X
ZTSLOJI,X,X,X,X
ZTSJILO,X,X,X,X
ZTSJIOL,O,X,O,X
ZTSJLIO,X,X,X,X
ZTSJLOI,X,X,X,X
ZTSJOIL,O,X,X,X
ZTSJOLI,X,X,X,X
ZTSOILJ,X,X,X,X
ZTSOIJL,O,X,X,X
ZTSOLIJ,X,X,X,X
ZTSOLJI,X,X,X,X
ZTSOJIL,O,X,X,X
ZTSOJLI,X,X,X,X
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,X,X,X
ZTOISLJ,X,X,X,X
ZTOISJL,X,X,X,X
ZTOLIJS,X,X,X,X
ZTOLISJ,X,X,X,X
ZTOLJIS,X,X,X,X
ZTOLJSI,X,X,X,X
ZTOLSIJ,X,X,X,X
ZTOLSJI,X,X,X,X
ZTOJILS,X,X,X,X
ZTOJISL,X,X,X,X
ZTOJLIS,X,X,X,X
ZTOJLSI,X,X,X,X
ZTOJSIL,X,X,X,X
ZTOJSLI,X,X,X,X
ZTOSILJ,X,X,X,X
ZTOSIJL,X,X,X,X
ZTOSLIJ,X,X,X,X
ZTOSLJI,X,X,X,X
ZTOSJIL,X,X,X,X
ZTOSJLI,X,X,X,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,X,X,X,X
ZITLSOJ,X,X,X,X
ZITLOJS,X,X,X,X
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,X,X,X,X
ZITJSLO,X,X,X,X
ZITJSOL,O,X,O,X
ZITJOLS,X,X,X,X
ZITJOSL,X,X,X,X
ZITSLJO,X,X,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,X,X,X,X
ZITSJOL,O,X,O,X
ZITSOLJ,X,X,X,X
ZITSOJL,O,X,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,O,X,O,X
ZILTJOS,X,X,X,X
ZILTSJO,O,X,O,X
ZILTSOJ,O,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,X,X,X,X
ZILJTSO,O,X,O,X
ZILJTOS,X,X,X,X
ZILJSTO,O,X,O,O
ZILJSOT,O,X,X,X
ZILJOTS,X,X,O,X
ZILJOST,X,X,O,X
ZILSTJO,O,X,O,O
ZILSTOJ,O,X,X,X
ZILSJTO,O,X,O,O
ZILSJOT,O,X,X,X
ZILSOTJ,O,X,X,X
ZILSOJT,O,X,X,X
ZILOTJS,X,X,O,X
ZILOTSJ,X,X,O,X
ZILOJTS,X,X,O,X
ZILOJST,X,X,O,X
ZILOSTJ,X,X,O,X
ZILOSJT,X,X,O,X
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,X
ZIJTSLO,X,X,X,X
ZIJTSOL,O,X,O,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,X,X,X
ZIJLTSO,O,X,O,X
ZIJLTOS,X,X,X,X
ZIJLSTO,O,X,O,O
ZIJLSOT,O,X,X,X
ZIJLOTS,X,X,O,X
ZIJLOST,X,X,O,X
ZIJSTLO,X,X,X,O
ZIJSTOL,O,X,O,O
ZIJSLTO,O,X,O,O
ZIJSLOT,O,X,X,X
ZIJSOTL,O,X,O,X
ZIJSOLT,O,X,O,X
ZIJOTLS,X,X,X,X
ZIJOTSL,X,X,O,X
ZIJOLTS,X,X,O,X
ZIJOLST,X,X,O,X
ZIJOSTL,X,X,O,X
ZIJOSLT,X,X,O,X
ZISTLJO,X,X,X,X
ZISTLOJ,X,X,X,X
ZISTJLO,X,X,X,O
ZISTJOL,O,X,O,O
ZISTOLJ,X,X,X,X
ZISTOJL,O,X,X,X
ZISLTJO,O,X,O,O
ZISLTOJ,O,X,X,X
ZISLJTO,O,X,O,O
ZISLJOT,O,X,X,X
ZISLOTJ,O,X,X,X
ZISLOJT,O,X,X,X
ZISJTLO,X,X,X,O
ZISJTOL,O,X,O,O
ZISJLTO,O,X,O,O
ZISJLOT,O,X,X,X
ZISJOTL,O,X,O,X
ZISJOLT,O,X,O,X
ZISOTLJ,X,X,X,X
ZISOTJL,O,X,O,X
ZISOLTJ,O,X,O,X
ZISOLJT,O,X,O,X
ZISOJTL,O,X,O,X
ZISOJLT,O,X,O,X
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,X,X,O,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,O,X
ZIOLTJS,X,X,O,X
ZIOLTSJ,X,X,O,X
ZIOLJTS,X,X,O,X
ZIOLJST,X,X,O,X
ZIOLSTJ,X,X,O,X
ZIOLSJT,X,X,O,X
ZIOJTLS,X,X,X,X
ZIOJTSL,X,X,O,X
ZIOJLTS,X,X,O,X
ZIOJLST,X,X,O,X
ZIOJSTL,X,X,O,X
ZIOJSLT,X,X,O,X
ZIOSTLJ,X,X,X,X
ZIOSTJL,X,X,O,X
ZIOSLTJ,X,X,O,X
ZIOSLJT,X,X,O,X
ZIOSJTL,X,X,O,X
ZIOSJLT,X,X,O,X
ZLTIJSO,O,X,O,X
ZLTIJOS,X,X,X,X
ZLTISJO,O,X,O,X
ZLTISOJ,O,X,X,X
ZLTIOJS,X,X,X,X
ZLTIOSJ,X,X,X,X
ZLTJISO,O,X,O,X
ZLTJIOS,X,X,X,X
ZLTJSIO,O,X,O,X
ZLTJSOI,O,X,X,X
ZLTJOIS,X,X,X,X
ZLTJOSI,X,X,X,X
ZLTSIJO,O,X,O,X
ZLTSIOJ,O,X,X,X
ZLTSJIO,O,X,O,X
ZLTSJOI,O,X,X,X
ZLTSOIJ,O,X,X,X
ZLTSOJI,O,X,X,X
ZLTOIJS,X,X,X,X
ZLTOISJ,X,X,X,X
ZLTOJIS,X,X,X,X
ZLTOJSI,X,X,X,X
ZLTOSIJ,X,X,X,X
ZLTOSJI,X,X,X,X
ZLITJSO,O,X,O,X
ZLITJOS,X,X,X,X
ZLITSJO,O,X,O,X
ZLITSOJ,O,X,X,X
ZLITOJS,X,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,O,X,O,X
ZLIJTOS,X,X,X,X
ZLIJSTO,O,X,O,O
ZLIJSOT,O,X,X,X
ZLIJOTS,X,X,O,X
ZLIJOST,X,X,O,X
ZLISTJO,O,X,O,O
ZLISTOJ,O,X,X,X
ZLISJTO,O,X,O,O
ZLISJOT,O,X,X,X
ZLISOTJ,O,X,X,X
ZLISOJT,O,X,X,X
ZLIOTJS,X,X,O,X
ZLIOTSJ,X,X,O,X
ZLIOJTS,X,X,O,X
ZLIOJST,X,X,O,X
ZLIOSTJ,X,X,O,X
ZLIOSJT,X,X,O,X
ZLJTISO,O,X,O,X
ZLJTIOS,X,X,X,X
ZLJTSIO,O,X,O,X
ZLJTSOI,O,X,X,X
ZLJTOIS,X,X,X,X
ZLJTOSI,X,X,X,X
ZLJITSO,O,X,O,X
ZLJITOS,X,X,X,X
ZLJISTO,O,X,O,O
ZLJISOT,O,X,X,X
ZLJIOTS,X,X,O,X
ZLJIOST,X,X,O,X
ZLJSTIO,O,X,O,O
ZLJSTOI,O,X,X,X
ZLJSITO,O,X,O,O
ZLJSIOT,O,X,X,X
ZLJSOTI,O,X,X,X
ZLJSOIT,O,X,X,X
ZLJOTIS,X,X,O,X
ZLJOTSI,X,X,O,X
ZLJOITS,X,X,O,X
ZLJOIST,X,X,O,X
ZLJOSTI,X,X,O,X
ZLJOSIT,X,X,O,X
ZLSTIJO,O,X,O,O
ZLSTIOJ,O,X,X,X
ZLSTJIO,O,X,O,O
ZLSTJOI,O,X,X,X
ZLSTOIJ,O,X,X,X
ZLSTOJI,O,X,X,X
ZLSITJO,O,X,O,O
ZLSITOJ,O,X,X,X
ZLSIJTO,O,X,O,O
ZLSIJOT,O,X,X,X
ZLSIOTJ,O,X,X,X
ZLSIOJT,O,X,X,X
ZLSJTIO,O,X,O,O
ZLSJTOI,O,X,X,X
ZLSJITO,O,X,O,O
ZLSJIOT,O,X,X,X
ZLSJOTI,O,X,X,X
ZLSJOIT,O,X,X,X
ZLSOTIJ,O,X,X,X
ZLSOTJI,O,X,X,X
ZLSOITJ,O,X,X,X
ZLSOIJT,O,X,X,X
ZLSOJTI,O,X,X,X
ZLSOJIT,O,X,X,X
ZLOTIJS,X,X,O,X
ZLOTISJ,X,X,O,X
ZLOTJIS,X,X,O,X
ZLOTJSI,X,X,O,X
ZLOTSIJ,X,X,O,X
ZLOTSJI,X,X,O,X
ZLOITJS,X,X,O,X
ZLOITSJ,X,X,O,X
ZLOIJTS,X,X,O,X
ZLOIJST,X,X,O,X
ZLOISTJ,X,X,O,X
ZLOISJT,X,X,O,X
ZLOJTIS,X,X,O,X
ZLOJTSI,X,X,O,X
ZLOJITS,X,X,O,X
ZLOJIST,X,X,O,X
ZLOJSTI,X,X,O,X
ZLOJSIT,X,X,O,X
ZLOSTIJ,X,X,O,X
ZLOSTJI,X,X,O,X
ZLOSITJ,X,X,O,X
ZLOSIJT,X,X,O,X
ZLOSJTI,X,X,O,X
ZLOSJIT,X,X,O,X
ZJTILSO,X,X,X,X
ZJTILOS,X,X,X,X
ZJTISLO,X,X,X,X
ZJTISOL,O,X,O,X
ZJTIOLS,X,X,X,X
ZJTIOSL,X,X,X,X
ZJTLISO,X,X,X,X
ZJTLIOS,X,X,X,X
ZJTLSIO,X,X,X,X
ZJTLSOI,X,X,X,X
ZJTLOIS,X,X,X,X
ZJTLOSI,X,X,X,X
ZJTSILO,X,X,X,X
ZJTSIOL,O,X,O,X
ZJTSLIO,X,X,X,X
ZJTSLOI,X,X,X,X
ZJTSOIL,O,X,X,X
ZJTSOLI,X,X,X,X
ZJTOILS,X,X,X,X
ZJTOISL,X,X,X,X
ZJTOLIS,X,X,X,X
ZJTOLSI,X,X,X,X
ZJTOSIL,X,X,X,X
ZJTOSLI,X,X,X,X
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,X
ZJITSLO,X,X,X,X
ZJITSOL,O,X,O,X
ZJITOLS,X,X,X,X
ZJITOSL,X,X,X,X
ZJILTSO,O,X,O,X
ZJILTOS,X,X,X,X
ZJILSTO,O,X,O,O
ZJILSOT,O,X,X,X
ZJILOTS,X,X,O,X
ZJILOST,X,X,O,X
ZJISTLO,X,X,X,O
ZJISTOL,O,X,O,O
ZJISLTO,O,X,O,O
ZJISLOT,O,X,X,X
ZJISOTL,O,X,O,X
ZJISOLT,O,X,O,X
ZJIOTLS,X,X,X,X
ZJIOTSL,X,X,O,X
ZJIOLTS,X,X,O,X
ZJIOLST,X,X,O,X
ZJIOSTL,X,X,O,X
ZJIOSLT,X,X,O,X
ZJLTISO,O,X,O,X
ZJLTIOS,X,X,X,X
ZJLTSIO,O,X,O,X
ZJLTSOI,O,X,X,X
ZJLTOIS,X,X,X,X
ZJLTOSI,X,X,X,X
ZJLITSO,O,X,O,X
ZJLITOS,X,X,X,X
ZJLISTO,O,X,O,O
ZJLISOT,O,X,X,X
ZJLIOTS,X,X,O,X
ZJLIOST,X,X,O,X
ZJLSTIO,O,X,O,O
ZJLSTOI,O,X,X,X
ZJLSITO,O,X,O,O
ZJLSIOT,O,X,X,X
ZJLSOTI,O,X,X,X
ZJLSOIT,O,X,X,X
ZJLOTIS,X,X,O,X
ZJLOTSI,X,X,O,X
ZJLOITS,X,X,O,X
ZJLOIST,X,X,O,X
ZJLOSTI,X,X,O,X
ZJLOSIT,X,X,O,X
ZJSTILO,X,X,X,O
ZJSTIOL,O,X,O,O
ZJSTLIO,X,X,X,X
ZJSTLOI,X,X,X,X
ZJSTOIL,O,X,X,X
ZJSTOLI,X,X,X,X
ZJSITLO,X,X,X,O
ZJSITOL,O,X,O,O
ZJSILTO,O,X,O,O
ZJSILOT,O,X,X,X
ZJSIOTL,O,X,O,X
ZJSIOLT,O,X,O,X
ZJSLTIO,O,X,O,O
ZJSLTOI,O,X,X,X
ZJSLITO,O,X,O,O
ZJSLIOT,O,X,X,X
ZJSLOTI,O,X,X,X
ZJSLOIT,O,X,X,X
ZJSOTIL,O,X,O,X
ZJSOTLI,X,X,X,X
ZJSOITL,O,X,O,X
ZJSOILT,O,X,O,X
ZJSOLTI,O,X,O,X
ZJSOLIT,O,X,O,X
ZJOTILS,X,X,X,X
ZJOTISL,X,X,O,X
ZJOTLIS,X,X,X,X
ZJOTLSI,X,X,X,X
ZJOTSIL,X,X,O,X
ZJOTSLI,X,X,X,X
ZJOITLS,X,X,X,X
ZJOITSL,X,X,O,X
ZJOILTS,X,X,O,X
ZJOILST,X,X,O,X
ZJOISTL,X,X,O,X
ZJOISLT,X,X,O,X
ZJOLTIS,X,X,O,X
ZJOLTSI,X,X,O,X
ZJOLITS,X,X,O,X
ZJOLIST,X,X,O,X
ZJOLSTI,X,X,O,X
ZJOLSIT,X,X,O,X
ZJOSTIL,X,X,O,X
ZJOSTLI,X,X,X,X
ZJOSITL,X,X,O,X
ZJOSILT,X,X,O,X
ZJOSLTI,X,X,O,X
ZJOSLIT,X,X,O,X
ZSTILJO,X,X,X,X
ZSTILOJ,X,X,X,X
ZSTIJLO,X,X,X,O
ZSTIJOL,O,X,O,O
ZSTIOLJ,X,X,X,X
ZSTIOJL,O,X,X,X
ZSTLIJO,X,X,X,X
ZSTLIOJ,X,X,X,X
ZSTLJIO,X,X,X,X
ZSTLJOI,X,X,X,X
ZSTLOIJ,X,X,X,X
ZSTLOJI,X,X,X,X
ZSTJILO,X,X,X,O
ZSTJIOL,O,X,O,O
ZSTJLIO,X,X,X,X
ZSTJLOI,X,X,X,X
ZSTJOIL,O,X,X,X
ZSTJOLI,X,X,X,X
ZSTOILJ,X,X,X,X
ZSTOIJL,O,X,X,X
ZSTOLIJ,X,X,X,X
ZSTOLJI,X,X,X,X
ZSTOJIL,O,X,X,X
ZSTOJLI,X,X,X,X
ZSITLJO,X,X,X,X
ZSITLOJ,X,X,X,X
ZSITJLO,X,X,X,O
ZSITJOL,O,X,O,O
ZSITOLJ,X,X,X,X
ZSITOJL,O,X,X,X
ZSILTJO,O,X,O,O
ZSILTOJ,O,X,X,X
ZSILJTO,O,X,O,O
ZSILJOT,O,X,X,X
ZSILOTJ,O,X,X,X
ZSILOJT,O,X,X,X
ZSIJTLO,X,X,X,O
ZSIJTOL,O,X,O,O
ZSIJLTO,O,X,O,O
ZSIJLOT,O,X,X,X
ZSIJOTL,O,X,O,X
ZSIJOLT,O,X,O,X
ZSIOTLJ,X,X,X,X
ZSIOTJL,O,X,O,X
ZSIOLTJ,O,X,O,X
ZSIOLJT,O,X,O,X
ZSIOJTL,O,X,O,X
ZSIOJLT,O,X,O,X
ZSLTIJO,O,X,O,O
ZSLTIOJ,O,X,X,X
ZSLTJIO,O,X,O,O
ZSLTJOI,O,X,X,X
ZSLTOIJ,O,X,X,X
ZSLTOJI,O,X,X,X
ZSLITJO,O,X,O,O
ZSLITOJ,O,X,X,X
ZSLIJTO,O,X,O,O
ZSLIJOT,O,X,X,X
ZSLIOTJ,O,X,X,X
ZSLIOJT,O,X,X,X
ZSLJTIO,O,X,O,O
ZSLJTOI,O,X,X,X
ZSLJITO,O,X,O,O
ZSLJIOT,O,X,X,X
ZSLJOTI,O,X,X,X
ZSLJOIT,O,X,X,X
ZSLOTIJ,O,X,X,X
ZSLOTJI,O,X,X,X
ZSLOITJ,O,X,X,X
ZSLOIJT,O,X,X,X
ZSLOJTI,O,X,X,X
ZSLOJIT,O,X,X,X
ZSJTILO,X,X,X,O
ZSJTIOL,O,X,O,O
ZSJTLIO,X,X,X,X
ZSJTLOI,X,X,X,X
ZSJTOIL,O,X,X,X
ZSJTOLI,X,X,X,X
ZSJITLO,X,X,X,O
ZSJITOL,O,X,O,O
ZSJILTO,O,X,O,O
ZSJILOT,O,X,X,X
ZSJIOTL,O,X,O,X
ZSJIOLT,O,X,O,X
ZSJLTIO,O,X,O,O
ZSJLTOI,O,X,X,X
ZSJLITO,O,X,O,O
ZSJLIOT,O,X,X,X
ZSJLOTI,O,X,X,X
ZSJLOIT,O,X,X,X
ZSJOTIL,O,X,O,X
ZSJOTLI,X,X,X,X
ZSJOITL,O,X,O,X
ZSJOILT,O,X,O,X
ZSJOLTI,O,X,O,X
ZSJOLIT,O,X,O,X
ZSOTILJ,X,X,X,X
ZSOTIJL,O,X,O,X
ZSOTLIJ,X,X,X,X
ZSOTLJI,X,X,X,X
ZSOTJIL,O,X,O,X
ZSOTJLI,X,X,X,X
ZSOITLJ,X,X,X,X
ZSOITJL,O,X,O,X
ZSOILTJ,O,X,O,X
ZSOILJT,O,X,O,X
ZSOIJTL,O,X,O,X
ZSOIJLT,O,X,O,X
ZSOLTIJ,O,X,O,X
ZSOLTJI,O,X,O,X
ZSOLITJ,O,X,O,X
ZSOLIJT,O,X,O,X
ZSOLJTI,O,X,O,X
ZSOLJIT,O,X,O,X
ZSOJTIL,O,X,O,X
ZSOJTLI,X,X,X,X
ZSOJITL,O,X,O,X
ZSOJILT,O,X,O,X
ZSOJLTI,O,X,O,X
ZSOJLIT,O,X,O,X
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,X,X,O,X
ZOTISLJ,X,X,X,X
ZOTISJL,X,X,O,X
ZOTLIJS,X,X,X,X
ZOTLISJ,X,X,X,X
ZOTLJIS,X,X,X,X
ZOTLJSI,X,X,X,X
ZOTLSIJ,X,X,X,X
ZOTLSJI,X,X,X,X
ZOTJILS,X,X,X,X
ZOTJISL,X,X,O,X
ZOTJLIS,X,X,X,X
ZOTJLSI,X,X,X,X
ZOTJSIL,X,X,O,X
ZOTJSLI,X,X,X,X
ZOTSILJ,X,X,X,X
ZOTSIJL,X,X,O,X
ZOTSLIJ,X,X,X,X
ZOTSLJI,X,X,X,X
ZOTSJIL,X,X,O,X
ZOTSJLI,X,X,X,X
ZOITLJS,X,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,X,X,O,X
ZOITSLJ,X,X,X,X
ZOITSJL,X,X,O,X
ZOILTJS,X,X,O,X
ZOILTSJ,X,X,O,X
ZOILJTS,X,X,O,X
ZOILJST,X,X,O,X
ZOILSTJ,X,X,O,X
ZOILSJT,X,X,O,X
ZOIJTLS,X,X,X,X
ZOIJTSL,X,X,O,X
ZOIJLTS,X,X,O,X
ZOIJLST,X,X,O,X
ZOIJSTL,X,X,O,X
ZOIJSLT,X,X,O,X
ZOISTLJ,X,X,X,X
ZOISTJL,X,X,O,X
ZOISLTJ,X,X,O,X
ZOISLJT,X,X,O,X
ZOISJTL,X,X,O,X
ZOISJLT,X,X,O,X
ZOLTIJS,X,X,O,X
ZOLTISJ,X,X,O,X
ZOLTJIS,X,X,O,X
ZOLTJSI,X,X,O,X
ZOLTSIJ,X,X,O,X
ZOLTSJI,X,X,O,X
ZOLITJS,X,X,O,X
ZOLITSJ,X,X,O,X
ZOLIJTS,X,X,O,X
ZOLIJST,X,X,O,X
ZOLISTJ,X,X,O,X
