sequence,v115@HhA8GeA8AeA8GeE8CeD8Jex/IvhFThB/nBGjBClB0q?BlrB,v115@HhA8GeA8AeA8GeE8CeD8Jex/IvhFlhBGjBClB/rBTn?B0qB,v115@HhA8GeA8AeA8GeE8CeD8Jex/IvhF/nBGjBzkBCmB0m?BVwB,v115@HhA8GeA8AeA8GeE8CeD8Jex/IvhF8lBqmB/nBGjBzk?BVwB
JSIZOTL,X,X,X,X
JSIZOLT,X,X,X,X
JSIOTLZ,X,X,O,X
JSIOTZL,X,X,X,X
JSIOLTZ,X,X,X,X
JSIOLZT,X,X,X,X
JSIOZTL,X,X,X,X
JSIOZLT,X,X,X,X
JSLTIZO,X,X,X,X
JSLTIOZ,O,O,X,X
JSLTZIO,X,X,X,X
JSLTZOI,X,X,X,X
JSLTOIZ,O,X,X,X
JSLTOZI,X,X,X,X
JSLITZO,X,X,X,X
JSLITOZ,O,O,X,X
JSLIZTO,O,X,X,X
JSLIZOT,X,X,X,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,X,X,X
JSLZTIO,O,X,X,X
JSLZTOI,O,X,X,X
JSLZITO,O,X,X,X
JSLZIOT,X,X,X,X
JSLZOTI,X,X,X,X
JSLZOIT,X,X,X,X
JSLOTIZ,X,X,X,X
JSLOTZI,X,X,X,O
JSLOITZ,X,X,X,X
JSLOIZT,X,X,X,X
JSLOZTI,X,X,X,X
JSLOZIT,X,X,X,X
JSZTILO,O,X,X,X
JSZTIOL,O,X,X,X
JSZTLIO,O,X,X,X
JSZTLOI,O,X,X,X
JSZTOIL,O,X,X,X
JSZTOLI,O,X,X,X
JSZITLO,O,X,X,X
JSZITOL,O,X,X,X
JSZILTO,O,X,X,X
JSZILOT,X,X,X,X
JSZIOTL,X,X,X,X
JSZIOLT,X,X,X,X
JSZLTIO,O,X,X,X
JSZLTOI,O,X,X,X
JSZLITO,O,X,X,X
JSZLIOT,X,X,X,X
JSZLOTI,X,X,X,X
JSZLOIT,X,X,X,X
JSZOTIL,X,X,X,X
JSZOTLI,X,X,X,X
JSZOITL,X,X,X,X
JSZOILT,X,X,X,X
JSZOLTI,X,X,X,X
JSZOLIT,X,X,X,X
JSOTILZ,X,X,O,X
JSOTIZL,X,X,X,X
JSOTLIZ,X,X,O,X
JSOTLZI,X,X,O,O
JSOTZIL,X,X,X,X
JSOTZLI,X,X,X,X
JSOITLZ,X,X,O,X
JSOITZL,X,X,X,X
JSOILTZ,X,X,X,X
JSOILZT,X,X,X,X
JSOIZTL,X,X,X,X
JSOIZLT,X,X,X,X
JSOLTIZ,X,X,X,X
JSOLTZI,X,X,X,O
JSOLITZ,X,X,X,X
JSOLIZT,X,X,X,X
JSOLZTI,X,X,X,X
JSOLZIT,X,X,X,X
JSOZTIL,X,X,X,X
JSOZTLI,X,X,X,X
JSOZITL,X,X,X,X
JSOZILT,X,X,X,X
JSOZLTI,X,X,X,X
JSOZLIT,X,X,X,X
JZTILSO,X,X,X,X
JZTILOS,X,X,X,X
JZTISLO,X,X,X,X
JZTISOL,X,X,X,X
JZTIOLS,X,X,X,X
JZTIOSL,X,X,X,X
JZTLISO,X,X,X,X
JZTLIOS,X,X,X,X
JZTLSIO,X,X,X,X
JZTLSOI,X,X,X,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,X,X,X,X
JZTSIOL,X,X,X,X
JZTSLIO,X,X,X,X
JZTSLOI,X,X,X,X
JZTSOIL,X,X,X,X
JZTSOLI,X,X,X,X
JZTOILS,X,X,X,X
JZTOISL,X,X,X,X
JZTOLIS,X,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,X,X,X,X
JZTOSLI,X,X,X,X
JZITLSO,X,X,X,X
JZITLOS,X,X,X,X
JZITSLO,X,X,X,X
JZITSOL,X,X,X,X
JZITOLS,X,X,X,X
JZITOSL,X,X,X,X
JZILTSO,X,X,X,X
JZILTOS,X,X,X,X
JZILSTO,O,O,X,X
JZILSOT,X,X,X,X
JZILOTS,X,X,X,X
JZILOST,X,O,X,X
JZISTLO,O,O,X,X
JZISTOL,O,O,X,X
JZISLTO,O,X,X,X
JZISLOT,X,X,X,X
JZISOTL,X,X,X,X
JZISOLT,X,X,X,X
JZIOTLS,X,X,X,X
JZIOTSL,X,X,X,X
JZIOLTS,X,X,X,X
JZIOLST,X,O,X,X
JZIOSTL,X,O,X,X
JZIOSLT,X,X,X,X
JZLTISO,X,X,X,X
JZLTIOS,X,X,X,X
JZLTSIO,X,X,X,X
JZLTSOI,X,X,X,X
JZLTOIS,X,X,X,X
JZLTOSI,X,X,X,X
JZLITSO,X,X,X,X
JZLITOS,X,X,X,X
JZLISTO,O,O,X,X
JZLISOT,X,X,X,X
JZLIOTS,X,X,X,X
JZLIOST,X,O,X,X
JZLSTIO,O,O,X,X
JZLSTOI,O,X,X,X
JZLSITO,O,O,X,X
JZLSIOT,X,X,X,X
JZLSOTI,X,X,X,X
JZLSOIT,X,X,X,X
JZLOTIS,X,X,X,X
JZLOTSI,X,X,X,X
JZLOITS,X,X,X,X
JZLOIST,X,O,X,X
JZLOSTI,X,O,X,X
JZLOSIT,X,O,X,X
JZSTILO,O,O,X,X
JZSTIOL,O,O,X,X
JZSTLIO,O,O,X,X
JZSTLOI,O,X,X,X
JZSTOIL,O,X,X,X
JZSTOLI,O,X,X,X
JZSITLO,O,O,X,X
JZSITOL,O,O,X,X
JZSILTO,O,X,X,X
JZSILOT,X,X,X,X
JZSIOTL,X,X,X,X
JZSIOLT,X,X,X,X
JZSLTIO,O,O,X,X
JZSLTOI,O,X,X,X
JZSLITO,O,O,X,X
JZSLIOT,X,X,X,X
JZSLOTI,X,X,X,X
JZSLOIT,X,X,X,X
JZSOTIL,X,X,X,X
JZSOTLI,X,X,X,X
JZSOITL,X,X,X,X
JZSOILT,X,X,X,X
JZSOLTI,X,X,X,X
JZSOLIT,X,X,X,X
JZOTILS,X,X,X,X
JZOTISL,X,X,X,X
JZOTLIS,X,X,X,X
JZOTLSI,X,X,X,X
JZOTSIL,X,X,X,X
JZOTSLI,X,X,X,X
JZOITLS,X,X,X,X
JZOITSL,X,X,X,X
JZOILTS,X,X,X,X
JZOILST,X,O,X,X
JZOISTL,X,O,X,X
JZOISLT,X,X,X,X
JZOLTIS,X,X,X,X
JZOLTSI,X,X,X,X
JZOLITS,X,X,X,X
JZOLIST,X,O,X,X
JZOLSTI,X,O,X,X
JZOLSIT,X,O,X,X
JZOSTIL,X,O,X,X
JZOSTLI,X,O,X,X
JZOSITL,X,O,X,X
JZOSILT,X,X,X,X
JZOSLTI,X,O,X,X
JZOSLIT,X,O,X,X
JOTILSZ,X,X,O,X
JOTILZS,X,X,X,X
JOTISLZ,X,O,O,X
JOTISZL,X,X,X,X
JOTIZLS,X,X,X,X
JOTIZSL,X,X,X,X
JOTLISZ,X,X,O,X
JOTLIZS,X,X,X,X
JOTLSIZ,X,X,O,X
JOTLSZI,X,X,O,X
JOTLZIS,X,X,X,X
JOTLZSI,X,X,X,X
JOTSILZ,X,O,O,X
JOTSIZL,X,X,X,X
JOTSLIZ,X,O,O,X
JOTSLZI,X,X,O,O
JOTSZIL,X,X,X,X
JOTSZLI,X,X,X,X
JOTZILS,X,X,X,X
JOTZISL,X,X,X,X
JOTZLIS,X,X,X,X
JOTZLSI,X,X,X,X
JOTZSIL,X,X,X,X
JOTZSLI,X,X,X,X
JOITLSZ,X,X,O,X
JOITLZS,X,X,X,X
JOITSLZ,X,O,O,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,X,X,X
JOILTSZ,X,X,X,X
JOILTZS,X,X,X,X
JOILSTZ,X,O,X,X
JOILSZT,X,X,X,X
JOILZTS,X,X,X,X
JOILZST,X,O,X,X
JOISTLZ,X,O,O,X
JOISTZL,X,X,X,X
JOISLTZ,X,X,X,X
JOISLZT,X,X,X,X
JOISZTL,X,X,X,X
JOISZLT,X,X,X,X
JOIZTLS,X,X,X,X
JOIZTSL,X,X,X,X
JOIZLTS,X,X,X,X
JOIZLST,X,O,X,X
JOIZSTL,X,O,X,X
JOIZSLT,X,X,X,X
JOLTISZ,X,X,X,X
JOLTIZS,X,X,X,X
JOLTSIZ,X,X,X,X
JOLTSZI,X,X,X,X
JOLTZIS,X,X,X,X
JOLTZSI,X,X,X,X
JOLITSZ,X,X,X,X
JOLITZS,X,X,X,X
JOLISTZ,X,O,X,X
JOLISZT,X,X,X,X
JOLIZTS,X,X,X,X
JOLIZST,X,O,X,X
JOLSTIZ,X,O,X,X
JOLSTZI,X,X,X,X
JOLSITZ,X,O,X,X
JOLSIZT,X,X,X,X
JOLSZTI,X,X,X,X
JOLSZIT,X,X,X,X
JOLZTIS,X,X,X,X
JOLZTSI,X,X,X,X
JOLZITS,X,X,X,X
JOLZIST,X,O,X,X
JOLZSTI,X,O,X,X
JOLZSIT,X,O,X,X
JOSTILZ,X,O,O,X
JOSTIZL,X,X,X,X
JOSTLIZ,X,O,O,X
JOSTLZI,X,X,O,O
JOSTZIL,X,X,X,X
JOSTZLI,X,X,X,X
JOSITLZ,X,O,O,X
JOSITZL,X,X,X,X
JOSILTZ,X,X,X,X
JOSILZT,X,X,X,X
JOSIZTL,X,X,X,X
JOSIZLT,X,X,X,X
JOSLTIZ,X,O,X,X
JOSLTZI,X,X,X,O
JOSLITZ,X,O,X,X
JOSLIZT,X,X,X,X
JOSLZTI,X,X,X,X
JOSLZIT,X,X,X,X
JOSZTIL,X,X,X,X
JOSZTLI,X,X,X,X
JOSZITL,X,X,X,X
JOSZILT,X,X,X,X
JOSZLTI,X,X,X,X
JOSZLIT,X,X,X,X
JOZTILS,X,X,X,X
JOZTISL,X,X,X,X
JOZTLIS,X,X,X,X
JOZTLSI,X,X,X,X
JOZTSIL,X,X,X,X
JOZTSLI,X,X,X,X
JOZITLS,X,X,X,X
JOZITSL,X,X,X,X
JOZILTS,X,X,X,X
JOZILST,X,O,X,X
JOZISTL,X,O,X,X
JOZISLT,X,X,X,X
JOZLTIS,X,X,X,X
JOZLTSI,X,X,X,X
JOZLITS,X,X,X,X
JOZLIST,X,O,X,X
JOZLSTI,X,O,X,X
JOZLSIT,X,O,X,X
JOZSTIL,X,O,X,X
JOZSTLI,X,O,X,X
JOZSITL,X,O,X,X
JOZSILT,X,X,X,X
JOZSLTI,X,O,X,X
JOZSLIT,X,O,X,X
STILJZO,X,X,X,X
STILJOZ,O,X,X,X
STILZJO,X,X,X,X
STILZOJ,X,X,X,X
STILOJZ,O,X,X,X
STILOZJ,X,X,X,X
STIJLZO,X,X,X,X
STIJLOZ,O,O,X,X
STIJZLO,X,X,X,X
STIJZOL,X,X,X,X
STIJOLZ,O,O,X,X
STIJOZL,X,X,X,X
STIZLJO,X,X,X,X
STIZLOJ,X,X,X,X
STIZJLO,X,X,X,X
STIZJOL,X,X,X,X
STIZOLJ,X,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,X
STIOJLZ,O,X,X,X
STIOJZL,X,X,X,X
STIOZLJ,X,X,X,X
STIOZJL,X,X,X,X
STLIJZO,X,X,X,X
STLIJOZ,O,O,X,X
STLIZJO,X,X,X,X
STLIZOJ,X,X,X,X
STLIOJZ,O,X,X,X
STLIOZJ,X,X,X,X
STLJIZO,X,X,X,X
STLJIOZ,O,O,X,X
STLJZIO,X,X,X,O
STLJZOI,X,X,X,O
STLJOIZ,O,X,O,X
STLJOZI,X,X,O,O
STLZIJO,X,X,X,O
STLZIOJ,X,X,X,X
STLZJIO,X,X,X,O
STLZJOI,X,X,X,O
STLZOIJ,X,X,X,O
STLZOJI,X,X,X,O
STLOIJZ,O,X,O,X
STLOIZJ,X,X,X,X
STLOJIZ,O,X,O,X
STLOJZI,X,X,O,O
STLOZIJ,X,X,X,O
STLOZJI,X,X,X,O
STJILZO,X,X,X,X
STJILOZ,O,O,X,X
STJIZLO,X,X,X,X
STJIZOL,X,X,X,X
STJIOLZ,O,O,X,X
STJIOZL,X,X,X,X
STJLIZO,X,X,X,X
STJLIOZ,O,O,X,X
STJLZIO,X,X,X,O
STJLZOI,X,X,X,O
STJLOIZ,O,X,O,X
STJLOZI,X,X,O,O
STJZILO,O,X,X,X
STJZIOL,O,X,X,X
STJZLIO,O,X,X,X
STJZLOI,O,X,X,X
STJZOIL,O,X,X,X
STJZOLI,O,X,X,X
STJOILZ,O,X,O,X
STJOIZL,X,X,X,X
STJOLIZ,O,X,O,X
STJOLZI,X,X,O,O
STJOZIL,X,X,X,X
STJOZLI,X,X,X,X
STZILJO,O,X,X,X
STZILOJ,O,X,X,X
STZIJLO,O,X,X,X
STZIJOL,O,X,X,X
STZIOLJ,X,X,X,X
STZIOJL,O,X,X,X
STZLIJO,O,X,X,X
STZLIOJ,O,X,X,X
STZLJIO,O,X,X,X
STZLJOI,O,X,X,X
STZLOIJ,O,X,X,X
STZLOJI,O,X,X,X
STZJILO,O,X,X,X
STZJIOL,O,X,X,X
STZJLIO,O,X,X,X
STZJLOI,O,X,X,X
STZJOIL,O,X,X,X
STZJOLI,O,X,X,X
STZOILJ,X,X,X,X
STZOIJL,O,X,X,X
STZOLIJ,O,X,X,X
STZOLJI,O,X,X,X
STZOJIL,O,X,X,X
STZOJLI,O,X,X,X
STOILJZ,X,X,O,X
STOILZJ,X,X,X,X
STOIJLZ,O,X,O,X
STOIJZL,X,X,X,X
STOIZLJ,X,X,X,X
STOIZJL,X,X,X,X
STOLIJZ,O,X,O,X
STOLIZJ,X,X,X,X
STOLJIZ,O,X,O,X
STOLJZI,X,X,O,O
STOLZIJ,X,X,X,O
STOLZJI,X,X,X,O
STOJILZ,O,X,O,X
STOJIZL,X,X,X,X
STOJLIZ,O,X,O,X
STOJLZI,X,X,O,O
STOJZIL,X,X,X,X
STOJZLI,X,X,X,X
STOZILJ,X,X,X,X
STOZIJL,X,X,X,X
STOZLIJ,X,X,X,X
STOZLJI,X,X,X,X
STOZJIL,X,X,X,X
STOZJLI,X,X,X,X
SITLJZO,X,X,X,X
SITLJOZ,O,X,X,X
SITLZJO,X,X,X,X
SITLZOJ,X,X,X,X
SITLOJZ,O,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,X,X,X
SITJLOZ,O,O,X,X
SITJZLO,X,X,X,X
SITJZOL,X,X,X,X
SITJOLZ,O,O,X,X
SITJOZL,X,X,X,X
SITZLJO,X,X,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,X,X,X
SITZJOL,X,X,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,O,X,X,X
SITOJZL,X,X,X,X
SITOZLJ,X,X,X,X
SITOZJL,X,X,X,X
SILTJZO,X,X,X,X
SILTJOZ,O,X,X,X
SILTZJO,X,X,X,X
SILTZOJ,X,X,X,X
SILTOJZ,O,X,X,X
SILTOZJ,X,X,X,X
SILJTZO,X,X,X,X
SILJTOZ,O,X,X,X
SILJZTO,O,X,X,X
SILJZOT,X,X,X,X
SILJOTZ,X,X,X,X
SILJOZT,X,X,X,X
SILZTJO,O,X,X,X
SILZTOJ,O,X,X,X
SILZJTO,O,X,X,X
SILZJOT,X,X,X,X
SILZOTJ,X,X,X,X
SILZOJT,X,X,X,X
SILOTJZ,X,X,X,X
SILOTZJ,X,X,X,X
SILOJTZ,X,X,X,X
SILOJZT,X,X,X,X
SILOZTJ,X,X,X,X
SILOZJT,X,X,X,X
SIJTLZO,X,X,X,X
SIJTLOZ,O,O,X,X
SIJTZLO,X,X,X,X
SIJTZOL,X,X,X,X
SIJTOLZ,O,O,X,X
SIJTOZL,X,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,O,X,X,X
SIJLZTO,O,X,X,X
SIJLZOT,X,X,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,X,X,X,X
SIJZTLO,O,X,X,X
SIJZTOL,O,X,X,X
SIJZLTO,O,X,X,X
SIJZLOT,X,X,X,X
SIJZOTL,X,X,X,X
SIJZOLT,X,X,X,X
SIJOTLZ,X,X,O,X
SIJOTZL,X,X,X,X
SIJOLTZ,X,X,X,X
SIJOLZT,X,X,X,X
SIJOZTL,X,X,X,X
SIJOZLT,X,X,X,X
SIZTLJO,O,X,X,X
SIZTLOJ,O,X,X,X
SIZTJLO,O,X,X,X
SIZTJOL,O,X,X,X
SIZTOLJ,X,X,X,X
SIZTOJL,O,X,X,X
SIZLTJO,O,X,X,X
SIZLTOJ,O,X,X,X
SIZLJTO,O,X,X,X
SIZLJOT,X,X,X,X
SIZLOTJ,X,X,X,X
SIZLOJT,X,X,X,X
SIZJTLO,O,X,X,X
SIZJTOL,O,X,X,X
SIZJLTO,O,X,X,X
SIZJLOT,X,X,X,X
SIZJOTL,X,X,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,X,X,X,X
SIZOTJL,X,X,X,X
SIZOLTJ,X,X,X,X
SIZOLJT,X,X,X,X
SIZOJTL,X,X,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,X,X,O,X
SIOTLZJ,X,X,X,X
SIOTJLZ,X,O,O,X
SIOTJZL,X,X,X,X
SIOTZLJ,X,X,X,X
SIOTZJL,X,X,X,X
SIOLTJZ,X,X,X,X
SIOLTZJ,X,X,X,X
SIOLJTZ,X,X,X,X
SIOLJZT,X,X,X,X
SIOLZTJ,X,X,X,X
SIOLZJT,X,X,X,X
SIOJTLZ,X,O,O,X
SIOJTZL,X,X,X,X
SIOJLTZ,X,X,X,X
SIOJLZT,X,X,X,X
SIOJZTL,X,X,X,X
SIOJZLT,X,X,X,X
SIOZTLJ,X,X,X,X
SIOZTJL,X,X,X,X
SIOZLTJ,X,X,X,X
SIOZLJT,X,X,X,X
SIOZJTL,X,X,X,X
SIOZJLT,X,X,X,X
SLTIJZO,X,X,X,X
SLTIJOZ,O,O,X,X
SLTIZJO,X,X,X,X
SLTIZOJ,X,X,X,X
SLTIOJZ,O,X,X,X
SLTIOZJ,X,X,X,X
SLTJIZO,X,X,X,X
SLTJIOZ,O,O,X,X
SLTJZIO,X,X,X,X
SLTJZOI,X,X,X,X
SLTJOIZ,O,X,X,X
SLTJOZI,X,X,X,X
SLTZIJO,X,X,X,X
SLTZIOJ,X,X,X,X
SLTZJIO,X,X,X,X
SLTZJOI,X,X,X,X
SLTZOIJ,X,X,X,X
SLTZOJI,X,X,X,X
SLTOIJZ,O,X,X,X
SLTOIZJ,X,X,X,X
SLTOJIZ,O,X,X,X
SLTOJZI,X,X,X,X
SLTOZIJ,X,X,X,X
SLTOZJI,X,X,X,X
SLITJZO,X,X,X,X
SLITJOZ,O,O,X,X
SLITZJO,X,X,X,X
SLITZOJ,X,X,X,X
SLITOJZ,O,X,X,X
SLITOZJ,X,X,X,X
SLIJTZO,X,X,X,X
SLIJTOZ,O,O,X,X
SLIJZTO,O,X,X,X
SLIJZOT,X,X,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,X,X,X,X
SLIZTJO,O,X,X,X
SLIZTOJ,O,X,X,X
SLIZJTO,O,X,X,X
SLIZJOT,X,X,X,X
SLIZOTJ,X,X,X,X
SLIZOJT,X,X,X,X
SLIOTJZ,X,O,X,X
SLIOTZJ,X,X,X,X
SLIOJTZ,X,O,X,X
SLIOJZT,X,X,X,X
SLIOZTJ,X,X,X,X
SLIOZJT,X,X,X,X
SLJTIZO,X,X,X,X
SLJTIOZ,O,O,X,X
SLJTZIO,X,X,X,X
SLJTZOI,X,X,X,X
SLJTOIZ,O,X,X,X
SLJTOZI,X,X,X,X
SLJITZO,X,X,X,X
SLJITOZ,O,O,X,X
SLJIZTO,O,X,X,X
SLJIZOT,X,X,X,X
SLJIOTZ,X,X,X,X
SLJIOZT,X,X,X,X
SLJZTIO,O,X,X,X
SLJZTOI,O,X,X,X
SLJZITO,O,X,X,X
SLJZIOT,X,X,X,X
SLJZOTI,X,X,X,X
SLJZOIT,X,X,X,X
SLJOTIZ,X,X,X,X
SLJOTZI,X,X,X,O
SLJOITZ,X,X,X,X
SLJOIZT,X,X,X,X
SLJOZTI,X,X,X,X
SLJOZIT,X,X,X,X
SLZTIJO,O,X,X,X
SLZTIOJ,O,X,X,X
SLZTJIO,O,X,X,X
SLZTJOI,O,X,X,X
SLZTOIJ,O,X,X,X
SLZTOJI,O,X,X,X
SLZITJO,O,X,X,X
SLZITOJ,O,X,X,X
SLZIJTO,O,X,X,X
SLZIJOT,X,X,X,X
SLZIOTJ,X,X,X,X
SLZIOJT,X,X,X,X
SLZJTIO,O,X,X,X
SLZJTOI,O,X,X,X
SLZJITO,O,X,X,X
SLZJIOT,X,X,X,X
SLZJOTI,X,X,X,X
SLZJOIT,X,X,X,X
SLZOTIJ,X,X,X,X
SLZOTJI,X,X,X,X
SLZOITJ,X,X,X,X
SLZOIJT,X,X,X,X
SLZOJTI,X,X,X,X
SLZOJIT,X,X,X,X
SLOTIJZ,X,O,X,X
SLOTIZJ,X,X,X,X
SLOTJIZ,X,O,X,X
SLOTJZI,X,X,X,O
SLOTZIJ,X,X,X,O
SLOTZJI,X,X,X,O
SLOITJZ,X,O,X,X
SLOITZJ,X,X,X,X
SLOIJTZ,X,O,X,X
SLOIJZT,X,X,X,X
SLOIZTJ,X,X,X,X
SLOIZJT,X,X,X,X
SLOJTIZ,X,O,X,X
SLOJTZI,X,X,X,O
SLOJITZ,X,O,X,X
SLOJIZT,X,X,X,X
SLOJZTI,X,X,X,X
SLOJZIT,X,X,X,X
SLOZTIJ,X,X,X,X
SLOZTJI,X,X,X,X
SLOZITJ,X,X,X,X
SLOZIJT,X,X,X,X
SLOZJTI,X,X,X,X
SLOZJIT,X,X,X,X
SJTILZO,X,X,X,X
SJTILOZ,O,O,X,X
SJTIZLO,X,X,X,X
SJTIZOL,X,X,X,X
SJTIOLZ,O,O,X,X
SJTIOZL,X,X,X,X
SJTLIZO,X,X,X,X
SJTLIOZ,O,O,X,X
SJTLZIO,X,X,X,O
SJTLZOI,X,X,X,O
SJTLOIZ,O,X,O,X
SJTLOZI,X,X,O,O
SJTZILO,O,X,X,X
SJTZIOL,O,X,X,X
SJTZLIO,O,X,X,X
SJTZLOI,O,X,X,X
SJTZOIL,O,X,X,X
SJTZOLI,O,X,X,X
SJTOILZ,O,X,O,X
SJTOIZL,X,X,X,X
SJTOLIZ,O,X,O,X
SJTOLZI,X,X,O,O
SJTOZIL,X,X,X,X
SJTOZLI,X,X,X,X
SJITLZO,X,X,X,X
SJITLOZ,O,O,X,X
SJITZLO,X,X,X,X
SJITZOL,X,X,X,X
SJITOLZ,O,O,X,X
SJITOZL,X,X,X,X
SJILTZO,X,X,X,X
SJILTOZ,O,X,X,X
SJILZTO,O,X,X,X
SJILZOT,X,X,X,X
SJILOTZ,X,X,X,X
SJILOZT,X,X,X,X
SJIZTLO,O,X,X,X
SJIZTOL,O,X,X,X
SJIZLTO,O,X,X,X
SJIZLOT,X,X,X,X
SJIZOTL,X,X,X,X
SJIZOLT,X,X,X,X
SJIOTLZ,X,X,O,X
SJIOTZL,X,X,X,X
SJIOLTZ,X,X,X,X
SJIOLZT,X,X,X,X
SJIOZTL,X,X,X,X
SJIOZLT,X,X,X,X
SJLTIZO,X,X,X,X
SJLTIOZ,O,O,X,X
SJLTZIO,X,X,X,X
SJLTZOI,X,X,X,X
SJLTOIZ,O,X,X,X
SJLTOZI,X,X,X,X
SJLITZO,X,X,X,X
SJLITOZ,O,O,X,X
SJLIZTO,O,X,X,X
SJLIZOT,X,X,X,X
SJLIOTZ,X,X,X,X
SJLIOZT,X,X,X,X
SJLZTIO,O,X,X,X
SJLZTOI,O,X,X,X
SJLZITO,O,X,X,X
SJLZIOT,X,X,X,X
SJLZOTI,X,X,X,X
SJLZOIT,X,X,X,X
SJLOTIZ,X,X,X,X
SJLOTZI,X,X,X,O
SJLOITZ,X,X,X,X
SJLOIZT,X,X,X,X
SJLOZTI,X,X,X,X
SJLOZIT,X,X,X,X
SJZTILO,O,X,X,X
SJZTIOL,O,X,X,X
SJZTLIO,O,X,X,X
SJZTLOI,O,X,X,X
SJZTOIL,O,X,X,X
SJZTOLI,O,X,X,X
SJZITLO,O,X,X,X
SJZITOL,O,X,X,X
SJZILTO,O,X,X,X
SJZILOT,X,X,X,X
SJZIOTL,X,X,X,X
SJZIOLT,X,X,X,X
SJZLTIO,O,X,X,X
SJZLTOI,O,X,X,X
SJZLITO,O,X,X,X
SJZLIOT,X,X,X,X
SJZLOTI,X,X,X,X
SJZLOIT,X,X,X,X
SJZOTIL,X,X,X,X
SJZOTLI,X,X,X,X
SJZOITL,X,X,X,X
SJZOILT,X,X,X,X
SJZOLTI,X,X,X,X
SJZOLIT,X,X,X,X
SJOTILZ,X,X,O,X
SJOTIZL,X,X,X,X
SJOTLIZ,X,X,O,X
SJOTLZI,X,X,O,O
SJOTZIL,X,X,X,X
SJOTZLI,X,X,X,X
SJOITLZ,X,X,O,X
SJOITZL,X,X,X,X
SJOILTZ,X,X,X,X
SJOILZT,X,X,X,X
SJOIZTL,X,X,X,X
SJOIZLT,X,X,X,X
SJOLTIZ,X,X,X,X
SJOLTZI,X,X,X,O
SJOLITZ,X,X,X,X
SJOLIZT,X,X,X,X
SJOLZTI,X,X,X,X
SJOLZIT,X,X,X,X
SJOZTIL,X,X,X,X
SJOZTLI,X,X,X,X
SJOZITL,X,X,X,X
SJOZILT,X,X,X,X
SJOZLTI,X,X,X,X
SJOZLIT,X,X,X,X
SZTILJO,O,X,X,X
SZTILOJ,O,X,X,X
SZTIJLO,O,X,X,X
SZTIJOL,O,X,X,X
SZTIOLJ,X,X,X,X
SZTIOJL,O,X,X,X
SZTLIJO,O,X,X,X
SZTLIOJ,O,X,X,X
SZTLJIO,O,X,X,X
SZTLJOI,O,X,X,X
SZTLOIJ,O,X,X,X
SZTLOJI,O,X,X,X
SZTJILO,O,X,X,X
SZTJIOL,O,X,X,X
SZTJLIO,O,X,X,X
SZTJLOI,O,X,X,X
SZTJOIL,O,X,X,X
SZTJOLI,O,X,X,X
SZTOILJ,X,X,X,X
SZTOIJL,O,X,X,X
SZTOLIJ,O,X,X,X
SZTOLJI,O,X,X,X
SZTOJIL,O,X,X,X
SZTOJLI,O,X,X,X
SZITLJO,O,X,X,X
SZITLOJ,O,X,X,X
SZITJLO,O,X,X,X
SZITJOL,O,X,X,X
SZITOLJ,X,X,X,X
SZITOJL,O,X,X,X
SZILTJO,O,X,X,X
SZILTOJ,O,X,X,X
SZILJTO,O,X,X,X
SZILJOT,X,X,X,X
SZILOTJ,X,X,X,X
SZILOJT,X,X,X,X
SZIJTLO,O,X,X,X
SZIJTOL,O,X,X,X
SZIJLTO,O,X,X,X
SZIJLOT,X,X,X,X
SZIJOTL,X,X,X,X
SZIJOLT,X,X,X,X
SZIOTLJ,X,X,X,X
SZIOTJL,X,X,X,X
SZIOLTJ,X,X,X,X
SZIOLJT,X,X,X,X
SZIOJTL,X,X,X,X
SZIOJLT,X,X,X,X
SZLTIJO,O,X,X,X
SZLTIOJ,O,X,X,X
SZLTJIO,O,X,X,X
SZLTJOI,O,X,X,X
SZLTOIJ,O,X,X,X
SZLTOJI,O,X,X,X
SZLITJO,O,X,X,X
SZLITOJ,O,X,X,X
SZLIJTO,O,X,X,X
SZLIJOT,X,X,X,X
SZLIOTJ,X,X,X,X
SZLIOJT,X,X,X,X
SZLJTIO,O,X,X,X
SZLJTOI,O,X,X,X
SZLJITO,O,X,X,X
SZLJIOT,X,X,X,X
SZLJOTI,X,X,X,X
SZLJOIT,X,X,X,X
SZLOTIJ,X,X,X,X
SZLOTJI,X,X,X,X
SZLOITJ,X,X,X,X
SZLOIJT,X,X,X,X
SZLOJTI,X,X,X,X
SZLOJIT,X,X,X,X
SZJTILO,O,X,X,X
