sequence,v115@KhA8FeA8BeB8EeH8Le/EJvhFalBRhBGjB0mBlnBTtB,v115@KhA8FeA8BeB8EeH8Le/EJvhFalBFhB8mBziB5oBmsB,v115@KhA8FeA8BeB8EeH8LeT/IvhFelBFhB8mB5oBatB3sB,v115@KhA8FeA8BeB8EeH8LeyEJvhFFhBmiB5oBzmBftB0pB
SZJITOL,X,O,X,X
SZJILTO,X,O,X,X
SZJILOT,X,O,X,X
SZJIOTL,X,O,X,X
SZJIOLT,X,O,X,X
SZJLTIO,X,O,X,X
SZJLTOI,X,O,X,X
SZJLITO,X,O,X,X
SZJLIOT,X,O,X,X
SZJLOTI,X,O,X,X
SZJLOIT,X,O,X,X
SZJOTIL,X,O,X,X
SZJOTLI,X,O,X,X
SZJOITL,X,O,X,X
SZJOILT,X,O,X,X
SZJOLTI,X,O,X,X
SZJOLIT,X,O,X,X
SZOTILJ,O,X,X,X
SZOTIJL,O,X,X,X
SZOTLIJ,O,X,X,X
SZOTLJI,O,X,X,X
SZOTJIL,O,X,X,X
SZOTJLI,O,X,X,X
SZOITLJ,O,X,X,X
SZOITJL,O,X,X,X
SZOILTJ,O,X,X,X
SZOILJT,O,X,X,X
SZOIJTL,X,X,X,X
SZOIJLT,O,X,X,X
SZOLTIJ,O,X,X,X
SZOLTJI,O,X,X,X
SZOLITJ,O,X,X,X
SZOLIJT,O,X,X,X
SZOLJTI,X,X,X,X
SZOLJIT,O,X,X,X
SZOJTIL,X,X,X,X
SZOJTLI,X,X,X,X
SZOJITL,X,X,X,X
SZOJILT,O,X,X,X
SZOJLTI,X,X,X,X
SZOJLIT,O,X,X,X
SOTILJZ,O,X,X,O
SOTILZJ,X,X,X,X
SOTIJLZ,O,X,X,O
SOTIJZL,X,X,X,X
SOTIZLJ,X,X,X,X
SOTIZJL,X,X,X,X
SOTLIJZ,O,X,X,O
SOTLIZJ,X,X,X,X
SOTLJIZ,O,X,X,O
SOTLJZI,O,X,X,X
SOTLZIJ,O,X,X,X
SOTLZJI,O,X,X,X
SOTJILZ,O,X,X,O
SOTJIZL,X,X,X,X
SOTJLIZ,O,X,X,O
SOTJLZI,O,X,X,X
SOTJZIL,O,X,X,X
SOTJZLI,O,X,X,X
SOTZILJ,O,X,X,X
SOTZIJL,O,X,X,X
SOTZLIJ,O,X,X,X
SOTZLJI,O,X,X,X
SOTZJIL,O,X,X,X
SOTZJLI,O,X,X,X
SOITLJZ,O,X,X,O
SOITLZJ,X,X,X,X
SOITJLZ,O,X,X,O
SOITJZL,X,X,X,X
SOITZLJ,X,X,X,X
SOITZJL,X,X,X,X
SOILTJZ,O,X,X,O
SOILTZJ,X,X,X,X
SOILJTZ,O,X,X,O
SOILJZT,O,X,X,X
SOILZTJ,O,X,X,X
SOILZJT,O,X,X,X
SOIJTLZ,X,X,X,O
SOIJTZL,X,X,X,X
SOIJLTZ,O,X,X,O
SOIJLZT,O,X,X,X
SOIJZTL,X,X,X,X
SOIJZLT,X,X,X,X
SOIZTLJ,O,X,X,X
SOIZTJL,O,X,X,X
SOIZLTJ,O,X,X,X
SOIZLJT,O,X,X,X
SOIZJTL,X,X,X,X
SOIZJLT,O,X,X,X
SOLTIJZ,O,X,X,O
SOLTIZJ,X,X,X,X
SOLTJIZ,O,X,X,O
SOLTJZI,O,X,X,X
SOLTZIJ,O,X,X,X
SOLTZJI,O,X,X,X
SOLITJZ,O,X,X,O
SOLITZJ,X,X,X,X
SOLIJTZ,O,X,X,O
SOLIJZT,O,X,X,X
SOLIZTJ,O,X,X,X
SOLIZJT,O,X,X,X
SOLJTIZ,O,X,X,O
SOLJTZI,O,X,X,X
SOLJITZ,O,X,X,O
SOLJIZT,O,X,X,X
SOLJZTI,X,X,X,X
SOLJZIT,O,X,X,X
SOLZTIJ,O,X,X,X
SOLZTJI,O,X,X,X
SOLZITJ,O,X,X,X
SOLZIJT,O,X,X,X
SOLZJTI,X,X,X,X
SOLZJIT,O,X,X,X
SOJTILZ,O,X,X,O
SOJTIZL,X,X,X,X
SOJTLIZ,O,X,X,O
SOJTLZI,O,X,X,X
SOJTZIL,O,X,X,X
SOJTZLI,O,X,X,X
SOJITLZ,X,X,X,O
SOJITZL,X,X,X,X
SOJILTZ,O,X,X,O
SOJILZT,O,X,X,X
SOJIZTL,X,X,X,X
SOJIZLT,X,X,X,X
SOJLTIZ,O,X,X,O
SOJLTZI,O,X,X,X
SOJLITZ,O,X,X,O
SOJLIZT,O,X,X,X
SOJLZTI,X,X,X,X
SOJLZIT,O,X,X,X
SOJZTIL,X,X,X,X
SOJZTLI,X,X,X,X
SOJZITL,X,X,X,X
SOJZILT,O,X,X,X
SOJZLTI,X,X,X,X
SOJZLIT,O,X,X,X
SOZTILJ,O,X,X,X
SOZTIJL,O,X,X,X
SOZTLIJ,O,X,X,X
SOZTLJI,O,X,X,X
SOZTJIL,O,X,X,X
SOZTJLI,O,X,X,X
SOZITLJ,O,X,X,X
SOZITJL,O,X,X,X
SOZILTJ,O,X,X,X
SOZILJT,O,X,X,X
SOZIJTL,X,X,X,X
SOZIJLT,O,X,X,X
SOZLTIJ,O,X,X,X
SOZLTJI,O,X,X,X
SOZLITJ,O,X,X,X
SOZLIJT,O,X,X,X
SOZLJTI,X,X,X,X
SOZLJIT,O,X,X,X
SOZJTIL,X,X,X,X
SOZJTLI,X,X,X,X
SOZJITL,X,X,X,X
SOZJILT,O,X,X,X
SOZJLTI,X,X,X,X
SOZJLIT,O,X,X,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,O,X
ZTILSJO,X,X,X,X
ZTILSOJ,X,X,X,X
ZTILOJS,X,X,X,X
ZTILOSJ,X,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,O,X
ZTIJSLO,O,O,X,X
ZTIJSOL,X,O,X,X
ZTIJOLS,X,X,O,X
ZTIJOSL,X,O,X,X
ZTISLJO,O,O,X,X
ZTISLOJ,X,X,X,X
ZTISJLO,O,O,X,X
ZTISJOL,X,O,X,X
ZTISOLJ,X,X,X,X
ZTISOJL,X,X,X,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,X
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,O,X
ZTLISJO,X,X,X,X
ZTLISOJ,X,X,X,X
ZTLIOJS,X,X,X,X
ZTLIOSJ,X,X,X,X
ZTLJISO,X,X,X,X
ZTLJIOS,X,X,O,X
ZTLJSIO,X,X,X,X
ZTLJSOI,X,X,X,X
ZTLJOIS,X,X,O,X
ZTLJOSI,X,X,X,X
ZTLSIJO,X,X,X,X
ZTLSIOJ,X,X,X,X
ZTLSJIO,X,X,X,X
ZTLSJOI,X,X,X,X
ZTLSOIJ,X,X,X,X
ZTLSOJI,X,X,X,X
ZTLOIJS,X,X,X,X
ZTLOISJ,X,X,X,X
ZTLOJIS,X,X,X,X
ZTLOJSI,X,X,X,X
ZTLOSIJ,X,X,X,X
ZTLOSJI,X,X,X,X
ZTJILSO,X,X,X,X
ZTJILOS,X,X,O,X
ZTJISLO,O,O,X,X
ZTJISOL,X,O,X,X
ZTJIOLS,X,X,O,X
ZTJIOSL,X,O,X,X
ZTJLISO,X,X,X,X
ZTJLIOS,X,X,O,X
ZTJLSIO,X,X,X,X
ZTJLSOI,X,X,X,X
ZTJLOIS,X,X,O,X
ZTJLOSI,X,X,X,X
ZTJSILO,O,O,X,X
ZTJSIOL,X,O,X,X
ZTJSLIO,O,O,X,X
ZTJSLOI,X,O,X,X
ZTJSOIL,X,O,X,X
ZTJSOLI,X,O,X,X
ZTJOILS,X,X,O,X
ZTJOISL,X,O,X,X
ZTJOLIS,X,X,O,X
ZTJOLSI,X,X,X,X
ZTJOSIL,X,O,X,X
ZTJOSLI,X,O,X,X
ZTSILJO,O,O,X,X
ZTSILOJ,X,X,X,X
ZTSIJLO,O,O,X,X
ZTSIJOL,X,O,X,X
ZTSIOLJ,X,X,X,X
ZTSIOJL,X,X,X,X
ZTSLIJO,O,O,X,X
ZTSLIOJ,X,X,X,X
ZTSLJIO,O,O,X,X
ZTSLJOI,X,O,X,X
ZTSLOIJ,X,X,X,X
ZTSLOJI,X,X,X,X
ZTSJILO,O,O,X,X
ZTSJIOL,X,O,X,X
ZTSJLIO,O,O,X,X
ZTSJLOI,X,O,X,X
ZTSJOIL,X,O,X,X
ZTSJOLI,X,O,X,X
ZTSOILJ,X,X,X,X
ZTSOIJL,X,X,X,X
ZTSOLIJ,X,X,X,X
ZTSOLJI,X,X,X,X
ZTSOJIL,X,X,X,X
ZTSOJLI,X,X,X,X
ZTOILJS,X,X,X,X
ZTOILSJ,X,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,X,X,X
ZTOISLJ,X,X,X,X
ZTOISJL,X,X,X,X
ZTOLIJS,X,X,X,X
ZTOLISJ,X,X,X,X
ZTOLJIS,X,X,X,X
ZTOLJSI,X,X,X,X
ZTOLSIJ,X,X,X,X
ZTOLSJI,X,X,X,X
ZTOJILS,X,X,X,X
ZTOJISL,X,X,X,X
ZTOJLIS,X,X,X,X
ZTOJLSI,X,X,X,X
ZTOJSIL,X,X,X,X
ZTOJSLI,X,X,X,X
ZTOSILJ,X,X,X,X
ZTOSIJL,X,X,X,X
ZTOSLIJ,X,X,X,X
ZTOSLJI,X,X,X,X
ZTOSJIL,X,X,X,X
ZTOSJLI,X,X,X,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,O,X
ZITLSJO,X,X,X,X
ZITLSOJ,X,X,X,X
ZITLOJS,X,X,X,X
ZITLOSJ,X,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,X,X,O,X
ZITJSLO,O,O,X,X
ZITJSOL,X,O,X,X
ZITJOLS,X,X,O,X
ZITJOSL,X,O,X,X
ZITSLJO,O,O,X,X
ZITSLOJ,X,X,X,X
ZITSJLO,O,O,X,X
ZITSJOL,X,O,X,X
ZITSOLJ,X,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,X,X,X,X
ZILTJOS,X,X,O,X
ZILTSJO,X,X,X,X
ZILTSOJ,X,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,X,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,X,X,O,X
ZILJSTO,X,X,X,X
ZILJSOT,X,X,X,X
ZILJOTS,X,X,O,X
ZILJOST,X,X,X,X
ZILSTJO,X,X,X,X
ZILSTOJ,X,X,X,X
ZILSJTO,X,X,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,X,X,X,X
ZILSOJT,X,X,X,X
ZILOTJS,X,X,X,X
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,O,X
ZILOJST,X,X,X,X
ZILOSTJ,X,X,X,X
ZILOSJT,X,X,X,X
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,O,X
ZIJTSLO,X,O,X,X
ZIJTSOL,X,O,X,X
ZIJTOLS,X,X,O,X
ZIJTOSL,X,O,X,X
ZIJLTSO,X,X,X,X
ZIJLTOS,X,X,O,X
ZIJLSTO,X,X,X,X
ZIJLSOT,X,X,X,X
ZIJLOTS,X,X,O,X
ZIJLOST,X,X,X,X
ZIJSTLO,X,O,X,X
ZIJSTOL,X,O,X,X
ZIJSLTO,X,O,X,X
ZIJSLOT,X,O,X,X
ZIJSOTL,X,O,X,X
ZIJSOLT,X,O,X,X
ZIJOTLS,X,X,O,X
ZIJOTSL,X,O,X,X
ZIJOLTS,X,X,O,X
ZIJOLST,X,X,X,X
ZIJOSTL,X,O,X,X
ZIJOSLT,X,O,X,X
ZISTLJO,O,O,X,X
ZISTLOJ,X,X,X,X
ZISTJLO,O,O,X,X
ZISTJOL,X,O,X,X
ZISTOLJ,X,X,X,X
ZISTOJL,X,X,X,X
ZISLTJO,O,O,X,X
ZISLTOJ,X,X,X,X
ZISLJTO,X,O,X,X
ZISLJOT,X,O,X,X
ZISLOTJ,O,X,X,X
ZISLOJT,O,X,X,X
ZISJTLO,X,O,X,X
ZISJTOL,X,O,X,X
ZISJLTO,X,O,X,X
ZISJLOT,X,O,X,X
ZISJOTL,X,O,X,X
ZISJOLT,X,O,X,X
ZISOTLJ,O,X,X,X
ZISOTJL,O,X,X,X
ZISOLTJ,O,X,X,X
ZISOLJT,O,X,X,X
ZISOJTL,X,X,X,X
ZISOJLT,O,X,X,X
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,O,X,X,X
ZIOTSLJ,O,X,X,X
ZIOTSJL,O,X,X,X
ZIOLTJS,X,X,X,X
ZIOLTSJ,X,X,X,X
ZIOLJTS,X,X,O,X
ZIOLJST,X,X,X,X
ZIOLSTJ,X,X,X,X
ZIOLSJT,X,X,X,X
ZIOJTLS,X,X,O,X
ZIOJTSL,X,X,X,X
ZIOJLTS,X,X,O,X
ZIOJLST,X,X,X,X
ZIOJSTL,X,X,X,X
ZIOJSLT,O,X,X,X
ZIOSTLJ,O,X,X,X
ZIOSTJL,O,X,X,X
ZIOSLTJ,O,X,X,X
ZIOSLJT,O,X,X,X
ZIOSJTL,X,X,X,X
ZIOSJLT,O,X,X,X
ZLTIJSO,X,X,X,X
ZLTIJOS,X,X,O,X
ZLTISJO,X,X,X,X
ZLTISOJ,X,X,X,X
ZLTIOJS,X,X,X,X
ZLTIOSJ,X,X,X,X
ZLTJISO,X,X,X,X
ZLTJIOS,X,X,O,X
ZLTJSIO,X,X,X,X
ZLTJSOI,X,X,X,X
ZLTJOIS,X,X,O,X
ZLTJOSI,X,X,X,X
ZLTSIJO,X,X,X,X
ZLTSIOJ,X,X,X,X
ZLTSJIO,X,X,X,X
ZLTSJOI,X,X,X,X
ZLTSOIJ,X,X,X,X
ZLTSOJI,X,X,X,X
ZLTOIJS,X,X,X,X
ZLTOISJ,X,X,X,X
ZLTOJIS,X,X,X,X
ZLTOJSI,X,X,X,X
ZLTOSIJ,X,X,X,X
ZLTOSJI,X,X,X,X
ZLITJSO,X,X,X,X
ZLITJOS,X,X,O,X
ZLITSJO,X,X,X,X
ZLITSOJ,X,X,X,X
ZLITOJS,X,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,X,X,X,X
ZLIJTOS,X,X,O,X
ZLIJSTO,X,X,X,X
ZLIJSOT,X,X,X,X
ZLIJOTS,X,X,O,X
ZLIJOST,X,X,X,X
ZLISTJO,X,X,X,X
ZLISTOJ,X,X,X,X
ZLISJTO,X,X,X,X
ZLISJOT,X,X,X,X
ZLISOTJ,X,X,X,X
ZLISOJT,X,X,X,X
ZLIOTJS,X,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,X,X,O,X
ZLIOJST,X,X,X,X
ZLIOSTJ,X,X,X,X
ZLIOSJT,X,X,X,X
ZLJTISO,X,X,X,X
ZLJTIOS,X,X,O,X
ZLJTSIO,X,X,X,X
ZLJTSOI,X,X,X,X
ZLJTOIS,X,X,O,X
ZLJTOSI,X,X,X,X
ZLJITSO,X,X,X,X
ZLJITOS,X,X,O,X
ZLJISTO,X,X,X,X
ZLJISOT,X,X,X,X
ZLJIOTS,X,X,O,X
ZLJIOST,X,X,X,X
ZLJSTIO,X,X,X,X
ZLJSTOI,X,X,X,X
ZLJSITO,X,X,X,X
ZLJSIOT,X,X,X,X
ZLJSOTI,X,X,X,X
ZLJSOIT,X,X,X,X
ZLJOTIS,X,X,O,X
ZLJOTSI,X,X,X,X
ZLJOITS,X,X,O,X
ZLJOIST,X,X,X,X
ZLJOSTI,X,X,X,X
ZLJOSIT,X,X,X,X
ZLSTIJO,X,X,X,X
ZLSTIOJ,X,X,X,X
ZLSTJIO,X,X,X,X
ZLSTJOI,X,X,X,X
ZLSTOIJ,X,X,X,X
ZLSTOJI,X,X,X,X
ZLSITJO,X,X,X,X
ZLSITOJ,X,X,X,X
ZLSIJTO,X,X,X,X
ZLSIJOT,X,X,X,X
ZLSIOTJ,X,X,X,X
ZLSIOJT,X,X,X,X
ZLSJTIO,X,X,X,X
ZLSJTOI,X,X,X,X
ZLSJITO,X,X,X,X
ZLSJIOT,X,X,X,X
ZLSJOTI,X,X,X,X
ZLSJOIT,X,X,X,X
ZLSOTIJ,X,X,X,X
ZLSOTJI,X,X,X,X
ZLSOITJ,X,X,X,X
ZLSOIJT,X,X,X,X
ZLSOJTI,X,X,X,X
ZLSOJIT,X,X,X,X
ZLOTIJS,X,X,X,X
ZLOTISJ,X,X,X,X
ZLOTJIS,X,X,X,X
ZLOTJSI,X,X,X,X
ZLOTSIJ,X,X,X,X
ZLOTSJI,X,X,X,X
ZLOITJS,X,X,X,X
ZLOITSJ,X,X,X,X
ZLOIJTS,X,X,O,X
ZLOIJST,X,X,X,X
ZLOISTJ,X,X,X,X
ZLOISJT,X,X,X,X
ZLOJTIS,X,X,O,X
ZLOJTSI,X,X,X,X
ZLOJITS,X,X,O,X
ZLOJIST,X,X,X,X
ZLOJSTI,X,X,X,X
ZLOJSIT,X,X,X,X
ZLOSTIJ,X,X,X,X
ZLOSTJI,X,X,X,X
ZLOSITJ,X,X,X,X
ZLOSIJT,X,X,X,X
ZLOSJTI,X,X,X,X
ZLOSJIT,X,X,X,X
ZJTILSO,X,X,X,X
ZJTILOS,X,X,O,X
ZJTISLO,X,O,X,X
ZJTISOL,X,O,X,X
ZJTIOLS,X,X,O,X
ZJTIOSL,X,O,X,X
ZJTLISO,X,X,X,X
ZJTLIOS,X,X,O,X
ZJTLSIO,X,X,X,X
ZJTLSOI,X,X,X,X
ZJTLOIS,X,X,O,X
ZJTLOSI,X,X,X,X
ZJTSILO,X,O,X,X
ZJTSIOL,X,O,X,X
ZJTSLIO,X,O,X,X
ZJTSLOI,X,O,X,X
ZJTSOIL,X,O,X,X
ZJTSOLI,X,O,X,X
ZJTOILS,X,X,O,X
ZJTOISL,X,O,X,X
ZJTOLIS,X,X,O,X
ZJTOLSI,X,X,X,X
ZJTOSIL,X,O,X,X
ZJTOSLI,X,O,X,X
ZJITLSO,X,X,X,X
ZJITLOS,X,X,O,X
ZJITSLO,X,O,X,X
ZJITSOL,X,O,X,X
ZJITOLS,X,X,O,X
ZJITOSL,X,O,X,X
ZJILTSO,X,X,X,X
ZJILTOS,X,X,O,X
ZJILSTO,X,X,X,X
ZJILSOT,X,X,X,X
ZJILOTS,X,X,O,X
ZJILOST,X,X,X,X
ZJISTLO,X,O,X,X
ZJISTOL,X,O,X,X
ZJISLTO,X,O,X,X
ZJISLOT,X,O,X,X
ZJISOTL,X,O,X,X
ZJISOLT,X,O,X,X
ZJIOTLS,X,X,O,X
ZJIOTSL,X,O,X,X
ZJIOLTS,X,X,O,X
ZJIOLST,X,X,X,X
ZJIOSTL,X,O,X,X
ZJIOSLT,X,O,X,X
ZJLTISO,X,X,X,X
ZJLTIOS,X,X,O,X
ZJLTSIO,X,X,X,X
ZJLTSOI,X,X,X,X
ZJLTOIS,X,X,O,X
ZJLTOSI,X,X,X,X
ZJLITSO,X,X,X,X
ZJLITOS,X,X,O,X
ZJLISTO,X,X,X,X
ZJLISOT,X,X,X,X
ZJLIOTS,X,X,O,X
ZJLIOST,X,X,X,X
ZJLSTIO,X,X,X,X
ZJLSTOI,X,X,X,X
ZJLSITO,X,X,X,X
ZJLSIOT,X,X,X,X
ZJLSOTI,X,X,X,X
ZJLSOIT,X,X,X,X
ZJLOTIS,X,X,O,X
ZJLOTSI,X,X,X,X
ZJLOITS,X,X,O,X
ZJLOIST,X,X,X,X
ZJLOSTI,X,X,X,X
ZJLOSIT,X,X,X,X
ZJSTILO,X,O,X,X
ZJSTIOL,X,O,X,X
ZJSTLIO,X,O,X,X
ZJSTLOI,X,O,X,X
ZJSTOIL,X,O,X,X
ZJSTOLI,X,O,X,X
ZJSITLO,X,O,X,X
ZJSITOL,X,O,X,X
ZJSILTO,X,O,X,X
ZJSILOT,X,O,X,X
ZJSIOTL,X,O,X,X
ZJSIOLT,X,O,X,X
ZJSLTIO,X,O,X,X
ZJSLTOI,X,O,X,X
ZJSLITO,X,O,X,X
ZJSLIOT,X,O,X,X
ZJSLOTI,X,O,X,X
ZJSLOIT,X,O,X,X
ZJSOTIL,X,O,X,X
ZJSOTLI,X,O,X,X
ZJSOITL,X,O,X,X
ZJSOILT,X,O,X,X
ZJSOLTI,X,O,X,X
ZJSOLIT,X,O,X,X
ZJOTILS,X,X,O,X
ZJOTISL,X,O,X,X
ZJOTLIS,X,X,O,X
ZJOTLSI,X,X,X,X
ZJOTSIL,X,O,X,X
ZJOTSLI,X,O,X,X
ZJOITLS,X,X,O,X
ZJOITSL,X,O,X,X
ZJOILTS,X,X,O,X
ZJOILST,X,X,X,X
ZJOISTL,X,O,X,X
ZJOISLT,X,O,X,X
ZJOLTIS,X,X,O,X
ZJOLTSI,X,X,X,X
ZJOLITS,X,X,O,X
ZJOLIST,X,X,X,X
ZJOLSTI,X,X,X,X
ZJOLSIT,X,X,X,X
ZJOSTIL,X,O,X,X
ZJOSTLI,X,O,X,X
ZJOSITL,X,O,X,X
ZJOSILT,X,O,X,X
ZJOSLTI,X,O,X,X
ZJOSLIT,X,O,X,X
ZSTILJO,O,O,X,X
ZSTILOJ,X,X,X,X
ZSTIJLO,O,O,X,X
ZSTIJOL,X,O,X,X
ZSTIOLJ,X,X,X,X
ZSTIOJL,X,X,X,X
ZSTLIJO,O,O,X,X
ZSTLIOJ,X,X,X,X
ZSTLJIO,O,O,X,X
ZSTLJOI,X,O,X,X
ZSTLOIJ,X,X,X,X
ZSTLOJI,X,X,X,X
ZSTJILO,O,O,X,X
ZSTJIOL,X,O,X,X
ZSTJLIO,O,O,X,X
ZSTJLOI,X,O,X,X
ZSTJOIL,X,O,X,X
ZSTJOLI,X,O,X,X
ZSTOILJ,X,X,X,X
ZSTOIJL,X,X,X,X
ZSTOLIJ,X,X,X,X
ZSTOLJI,X,X,X,X
ZSTOJIL,X,X,X,X
ZSTOJLI,X,X,X,X
ZSITLJO,O,O,X,X
ZSITLOJ,X,X,X,X
ZSITJLO,O,O,X,X
ZSITJOL,X,O,X,X
ZSITOLJ,X,X,X,X
ZSITOJL,X,X,X,X
ZSILTJO,O,O,X,X
ZSILTOJ,X,X,X,X
ZSILJTO,X,O,X,X
ZSILJOT,X,O,X,X
ZSILOTJ,O,X,X,X
ZSILOJT,O,X,X,X
ZSIJTLO,X,O,X,X
ZSIJTOL,X,O,X,X
ZSIJLTO,X,O,X,X
ZSIJLOT,X,O,X,X
ZSIJOTL,X,O,X,X
ZSIJOLT,X,O,X,X
ZSIOTLJ,O,X,X,X
ZSIOTJL,O,X,X,X
ZSIOLTJ,O,X,X,X
ZSIOLJT,O,X,X,X
ZSIOJTL,X,X,X,X
ZSIOJLT,O,X,X,X
ZSLTIJO,O,O,X,X
ZSLTIOJ,X,X,X,X
ZSLTJIO,O,O,X,X
ZSLTJOI,X,O,X,X
ZSLTOIJ,X,X,X,X
ZSLTOJI,X,X,X,X
ZSLITJO,O,O,X,X
ZSLITOJ,X,X,X,X
ZSLIJTO,X,O,X,X
ZSLIJOT,X,O,X,X
ZSLIOTJ,O,X,X,X
ZSLIOJT,O,X,X,X
ZSLJTIO,X,O,X,X
ZSLJTOI,X,O,X,X
ZSLJITO,X,O,X,X
ZSLJIOT,X,O,X,X
ZSLJOTI,X,O,X,X
ZSLJOIT,X,O,X,X
ZSLOTIJ,O,X,X,X
ZSLOTJI,O,X,X,X
ZSLOITJ,O,X,X,X
ZSLOIJT,O,X,X,X
ZSLOJTI,X,X,X,X
ZSLOJIT,O,X,X,X
ZSJTILO,X,O,X,X
ZSJTIOL,X,O,X,X
ZSJTLIO,X,O,X,X
ZSJTLOI,X,O,X,X
ZSJTOIL,X,O,X,X
ZSJTOLI,X,O,X,X
ZSJITLO,X,O,X,X
ZSJITOL,X,O,X,X
ZSJILTO,X,O,X,X
ZSJILOT,X,O,X,X
ZSJIOTL,X,O,X,X
ZSJIOLT,X,O,X,X
ZSJLTIO,X,O,X,X
ZSJLTOI,X,O,X,X
ZSJLITO,X,O,X,X
ZSJLIOT,X,O,X,X
ZSJLOTI,X,O,X,X
ZSJLOIT,X,O,X,X
ZSJOTIL,X,O,X,X
ZSJOTLI,X,O,X,X
ZSJOITL,X,O,X,X
ZSJOILT,X,O,X,X
ZSJOLTI,X,O,X,X
ZSJOLIT,X,O,X,X
ZSOTILJ,O,X,X,X
ZSOTIJL,O,X,X,X
ZSOTLIJ,O,X,X,X
ZSOTLJI,O,X,X,X
ZSOTJIL,O,X,X,X
ZSOTJLI,O,X,X,X
ZSOITLJ,O,X,X,X
ZSOITJL,O,X,X,X
ZSOILTJ,O,X,X,X
ZSOILJT,O,X,X,X
ZSOIJTL,X,X,X,X
ZSOIJLT,O,X,X,X
ZSOLTIJ,O,X,X,X
ZSOLTJI,O,X,X,X
ZSOLITJ,O,X,X,X
ZSOLIJT,O,X,X,X
ZSOLJTI,X,X,X,X
ZSOLJIT,O,X,X,X
ZSOJTIL,X,X,X,X
ZSOJTLI,X,X,X,X
ZSOJITL,X,X,X,X
ZSOJILT,O,X,X,X
ZSOJLTI,X,X,X,X
ZSOJLIT,O,X,X,X
ZOTILJS,X,X,X,X
ZOTILSJ,X,X,X,X
ZOTIJLS,X,X,X,X
ZOTIJSL,O,X,X,X
ZOTISLJ,O,X,X,X
ZOTISJL,O,X,X,X
ZOTLIJS,X,X,X,X
ZOTLISJ,X,X,X,X
ZOTLJIS,X,X,X,X
ZOTLJSI,X,X,X,X
ZOTLSIJ,X,X,X,X
ZOTLSJI,X,X,X,X
ZOTJILS,X,X,X,X
ZOTJISL,O,X,X,X
ZOTJLIS,X,X,X,X
ZOTJLSI,X,X,X,X
ZOTJSIL,O,X,X,X
ZOTJSLI,O,X,X,X
ZOTSILJ,O,X,X,X
ZOTSIJL,O,X,X,X
ZOTSLIJ,O,X,X,X
ZOTSLJI,O,X,X,X
ZOTSJIL,O,X,X,X
ZOTSJLI,O,X,X,X
ZOITLJS,X,X,X,X
ZOITLSJ,X,X,X,X
ZOITJLS,X,X,X,X
ZOITJSL,O,X,X,X
ZOITSLJ,O,X,X,X
ZOITSJL,O,X,X,X
ZOILTJS,X,X,X,X
ZOILTSJ,X,X,X,X
ZOILJTS,X,X,O,X
ZOILJST,X,X,X,X
ZOILSTJ,X,X,X,X
ZOILSJT,X,X,X,X
ZOIJTLS,X,X,O,X
ZOIJTSL,X,X,X,X
ZOIJLTS,X,X,O,X
ZOIJLST,X,X,X,X
ZOIJSTL,X,X,X,X
ZOIJSLT,O,X,X,X
ZOISTLJ,O,X,X,X
ZOISTJL,O,X,X,X
ZOISLTJ,O,X,X,X
ZOISLJT,O,X,X,X
ZOISJTL,X,X,X,X
ZOISJLT,O,X,X,X
ZOLTIJS,X,X,X,X
ZOLTISJ,X,X,X,X
ZOLTJIS,X,X,X,X
ZOLTJSI,X,X,X,X
ZOLTSIJ,X,X,X,X
ZOLTSJI,X,X,X,X
ZOLITJS,X,X,X,X
ZOLITSJ,X,X,X,X
ZOLIJTS,X,X,O,X
ZOLIJST,X,X,X,X
ZOLISTJ,X,X,X,X
ZOLISJT,X,X,X,X
ZOLJTIS,X,X,O,X
ZOLJTSI,X,X,X,X
ZOLJITS,X,X,O,X
ZOLJIST,X,X,X,X
ZOLJSTI,X,X,X,X
ZOLJSIT,X,X,X,X
ZOLSTIJ,X,X,X,X
ZOLSTJI,X,X,X,X
ZOLSITJ,X,X,X,X
ZOLSIJT,X,X,X,X
ZOLSJTI,X,X,X,X
