sequence,v115@JhB8HeC8FeF8BeA8JeZEJvhFukBUhBFiBTjBSsBXtB,v115@JhB8HeC8FeF8BeA8JeZEJvhFukBFhB0iBzmBStBXtB,v115@JhB8HeC8FeF8BeA8JeRBJvhFGjBTkB0mBlnBXtBipB
OSZTJIL,X,X,O
OSZTJLI,X,X,O
OSZITLJ,X,X,X
OSZITJL,X,X,O
OSZILTJ,X,X,X
OSZILJT,X,X,X
OSZIJTL,X,X,X
OSZIJLT,X,X,X
OSZLTIJ,X,X,X
OSZLTJI,X,X,X
OSZLITJ,X,X,X
OSZLIJT,X,X,X
OSZLJTI,X,X,X
OSZLJIT,X,X,X
OSZJTIL,X,X,X
OSZJTLI,X,X,X
OSZJITL,X,X,X
OSZJILT,X,X,X
OSZJLTI,X,X,X
OSZJLIT,X,X,X
OZTILJS,X,O,X
OZTILSJ,X,X,X
OZTIJLS,X,O,X
OZTIJSL,X,X,X
OZTISLJ,X,X,X
OZTISJL,X,X,X
OZTLIJS,X,O,X
OZTLISJ,X,X,X
OZTLJIS,X,O,X
OZTLJSI,X,X,X
OZTLSIJ,X,X,X
OZTLSJI,X,X,X
OZTJILS,X,O,X
OZTJISL,X,X,X
OZTJLIS,X,O,X
OZTJLSI,X,X,X
OZTJSIL,X,X,X
OZTJSLI,X,X,X
OZTSILJ,X,X,X
OZTSIJL,X,X,X
OZTSLIJ,X,X,X
OZTSLJI,X,X,X
OZTSJIL,X,X,X
OZTSJLI,X,X,X
OZITLJS,X,O,X
OZITLSJ,X,X,X
OZITJLS,X,O,X
OZITJSL,X,X,X
OZITSLJ,X,X,X
OZITSJL,X,X,X
OZILTJS,X,O,X
OZILTSJ,X,X,X
OZILJTS,X,O,X
OZILJST,X,X,X
OZILSTJ,X,X,X
OZILSJT,X,X,X
OZIJTLS,X,O,X
OZIJTSL,X,X,X
OZIJLTS,X,O,X
OZIJLST,X,X,X
OZIJSTL,X,X,X
OZIJSLT,X,X,X
OZISTLJ,X,X,X
OZISTJL,X,X,O
OZISLTJ,X,X,X
OZISLJT,X,X,X
OZISJTL,X,X,X
OZISJLT,X,X,X
OZLTIJS,X,O,X
OZLTISJ,X,X,X
OZLTJIS,X,O,X
OZLTJSI,X,X,X
OZLTSIJ,X,X,X
OZLTSJI,X,X,X
OZLITJS,X,O,X
OZLITSJ,X,X,X
OZLIJTS,X,O,X
OZLIJST,X,X,X
OZLISTJ,X,X,X
OZLISJT,X,X,X
OZLJTIS,X,O,X
OZLJTSI,X,X,X
OZLJITS,X,O,X
OZLJIST,X,X,X
OZLJSTI,X,X,X
OZLJSIT,X,X,X
OZLSTIJ,X,X,X
OZLSTJI,X,X,X
OZLSITJ,X,X,X
OZLSIJT,X,X,X
OZLSJTI,X,X,X
OZLSJIT,X,X,X
OZJTILS,X,O,X
OZJTISL,X,X,X
OZJTLIS,X,O,X
OZJTLSI,X,X,X
OZJTSIL,X,X,X
OZJTSLI,X,X,X
OZJITLS,X,O,X
OZJITSL,X,X,X
OZJILTS,X,O,X
OZJILST,X,X,X
OZJISTL,X,X,X
OZJISLT,X,X,X
OZJLTIS,X,O,X
OZJLTSI,X,X,X
OZJLITS,X,O,X
OZJLIST,X,X,X
OZJLSTI,X,X,X
OZJLSIT,X,X,X
OZJSTIL,X,X,X
OZJSTLI,X,X,X
OZJSITL,X,X,X
OZJSILT,X,X,X
OZJSLTI,X,X,X
OZJSLIT,X,X,X
OZSTILJ,X,X,X
OZSTIJL,X,X,O
OZSTLIJ,X,X,X
OZSTLJI,X,X,X
OZSTJIL,X,X,O
OZSTJLI,X,X,O
OZSITLJ,X,X,X
OZSITJL,X,X,O
OZSILTJ,X,X,X
OZSILJT,X,X,X
OZSIJTL,X,X,X
OZSIJLT,X,X,X
OZSLTIJ,X,X,X
OZSLTJI,X,X,X
OZSLITJ,X,X,X
OZSLIJT,X,X,X
OZSLJTI,X,X,X
OZSLJIT,X,X,X
OZSJTIL,X,X,X
OZSJTLI,X,X,X
OZSJITL,X,X,X
OZSJILT,X,X,X
OZSJLTI,X,X,X
OZSJLIT,X,X,X
