sequence,v115@RhB8BeA8CeA8AeB8AeB8AeD8JeT/IvhFZlBulB3hBt?nB6oB8rB,v115@RhB8BeA8CeA8AeB8AeB8AeD8JeT/IvhF0gBxhB6oBN?qBurB3sB,v115@RhB8BeA8CeA8AeB8AeB8AeD8JeT/IvhFZlBulBUiB9?oB6rB3sB
STJOIZL,O,O,X
STJOLIZ,O,O,X
STJOLZI,O,O,X
STJOZIL,O,O,X
STJOZLI,O,O,X
STZILJO,O,O,X
STZILOJ,O,O,X
STZIJLO,O,O,X
STZIJOL,O,O,X
STZIOLJ,O,O,X
STZIOJL,O,O,X
STZLIJO,O,O,X
STZLIOJ,O,O,X
STZLJIO,O,O,X
STZLJOI,O,O,X
STZLOIJ,O,O,X
STZLOJI,O,O,X
STZJILO,O,O,X
STZJIOL,O,O,X
STZJLIO,O,O,X
STZJLOI,O,O,X
STZJOIL,O,O,X
STZJOLI,O,O,X
STZOILJ,O,O,X
STZOIJL,O,O,X
STZOLIJ,O,O,X
STZOLJI,O,O,X
STZOJIL,O,O,X
STZOJLI,O,O,X
STOILJZ,O,O,O
STOILZJ,O,O,O
STOIJLZ,O,O,X
STOIJZL,O,O,X
STOIZLJ,O,O,X
STOIZJL,O,O,X
STOLIJZ,O,O,O
STOLIZJ,O,O,O
STOLJIZ,O,O,O
STOLJZI,O,O,O
STOLZIJ,O,O,O
STOLZJI,O,O,O
STOJILZ,O,O,X
STOJIZL,O,O,X
STOJLIZ,O,O,X
STOJLZI,O,O,X
STOJZIL,O,O,X
STOJZLI,O,O,X
STOZILJ,O,O,X
STOZIJL,O,O,X
STOZLIJ,O,O,X
STOZLJI,O,O,X
STOZJIL,O,O,X
STOZJLI,O,O,X
SITLJZO,O,O,O
SITLJOZ,O,O,O
SITLZJO,O,O,O
SITLZOJ,O,O,O
SITLOJZ,O,O,O
SITLOZJ,O,O,O
SITJLZO,O,O,X
SITJLOZ,O,O,X
SITJZLO,O,O,X
SITJZOL,O,O,X
SITJOLZ,O,O,X
SITJOZL,O,O,X
SITZLJO,O,O,X
SITZLOJ,O,O,X
SITZJLO,O,O,X
SITZJOL,O,O,X
SITZOLJ,O,O,X
SITZOJL,O,O,X
SITOLJZ,O,O,O
SITOLZJ,O,O,O
SITOJLZ,O,O,X
SITOJZL,O,O,X
SITOZLJ,O,O,X
SITOZJL,O,O,X
SILTJZO,O,O,O
SILTJOZ,O,O,O
SILTZJO,O,O,O
SILTZOJ,O,O,O
SILTOJZ,O,O,O
SILTOZJ,O,O,O
SILJTZO,O,O,O
SILJTOZ,O,O,O
SILJZTO,X,O,O
SILJZOT,X,O,O
SILJOTZ,O,O,O
SILJOZT,X,O,O
SILZTJO,X,O,O
SILZTOJ,X,O,O
SILZJTO,X,X,O
SILZJOT,X,X,O
SILZOTJ,X,O,O
SILZOJT,X,X,O
SILOTJZ,O,O,O
SILOTZJ,O,O,O
SILOJTZ,O,O,O
SILOJZT,X,O,O
SILOZTJ,X,O,O
SILOZJT,X,X,O
SIJTLZO,O,O,X
SIJTLOZ,O,O,X
SIJTZLO,O,O,X
SIJTZOL,O,O,X
SIJTOLZ,O,O,X
SIJTOZL,O,O,X
SIJLTZO,O,O,X
SIJLTOZ,O,O,X
SIJLZTO,X,O,X
SIJLZOT,X,O,X
SIJLOTZ,O,O,X
SIJLOZT,X,O,X
SIJZTLO,O,O,X
SIJZTOL,O,O,X
SIJZLTO,O,O,X
SIJZLOT,O,O,X
SIJZOTL,O,O,X
SIJZOLT,O,O,X
SIJOTLZ,O,O,X
SIJOTZL,O,O,X
SIJOLTZ,O,O,X
SIJOLZT,X,O,X
SIJOZTL,O,O,X
SIJOZLT,O,O,X
SIZTLJO,O,O,X
SIZTLOJ,O,O,X
SIZTJLO,O,O,X
SIZTJOL,O,O,X
SIZTOLJ,O,O,X
SIZTOJL,O,O,X
SIZLTJO,O,O,X
SIZLTOJ,O,O,X
SIZLJTO,O,X,X
SIZLJOT,O,X,X
SIZLOTJ,O,O,X
SIZLOJT,O,X,X
SIZJTLO,O,X,X
SIZJTOL,O,X,X
SIZJLTO,O,X,X
SIZJLOT,O,X,X
SIZJOTL,O,X,X
SIZJOLT,O,X,X
SIZOTLJ,O,O,X
SIZOTJL,O,O,X
SIZOLTJ,O,O,X
SIZOLJT,O,X,X
SIZOJTL,O,X,X
SIZOJLT,O,X,X
SIOTLJZ,O,O,O
SIOTLZJ,O,O,O
SIOTJLZ,O,O,X
SIOTJZL,O,O,X
SIOTZLJ,O,O,X
SIOTZJL,O,O,X
SIOLTJZ,O,O,O
SIOLTZJ,O,O,O
SIOLJTZ,O,O,O
SIOLJZT,X,O,O
SIOLZTJ,X,O,O
SIOLZJT,X,X,O
SIOJTLZ,O,O,X
SIOJTZL,O,O,X
SIOJLTZ,O,O,X
SIOJLZT,X,O,X
SIOJZTL,O,O,X
SIOJZLT,O,O,X
SIOZTLJ,O,O,X
SIOZTJL,O,O,X
SIOZLTJ,O,O,X
SIOZLJT,O,X,X
SIOZJTL,O,X,X
SIOZJLT,O,X,X
SLTIJZO,O,O,O
SLTIJOZ,O,O,O
SLTIZJO,O,O,O
SLTIZOJ,O,O,O
SLTIOJZ,O,O,O
SLTIOZJ,O,O,O
SLTJIZO,O,O,O
SLTJIOZ,O,O,O
SLTJZIO,O,O,O
SLTJZOI,O,O,O
SLTJOIZ,O,O,O
SLTJOZI,O,O,O
SLTZIJO,O,O,O
SLTZIOJ,O,O,O
SLTZJIO,O,O,O
SLTZJOI,O,O,O
SLTZOIJ,O,O,O
SLTZOJI,O,O,O
SLTOIJZ,O,O,O
SLTOIZJ,O,O,O
SLTOJIZ,O,O,O
SLTOJZI,O,O,O
SLTOZIJ,O,O,O
SLTOZJI,O,O,O
SLITJZO,O,O,O
SLITJOZ,O,O,O
SLITZJO,O,O,O
SLITZOJ,O,O,O
SLITOJZ,O,O,O
SLITOZJ,O,O,O
SLIJTZO,O,O,O
SLIJTOZ,O,O,O
SLIJZTO,X,O,O
SLIJZOT,X,O,O
SLIJOTZ,O,O,O
SLIJOZT,X,O,O
SLIZTJO,X,O,O
SLIZTOJ,X,O,O
SLIZJTO,X,X,O
SLIZJOT,X,X,O
SLIZOTJ,X,O,O
SLIZOJT,X,X,O
SLIOTJZ,O,O,O
SLIOTZJ,O,O,O
SLIOJTZ,O,O,O
SLIOJZT,X,O,O
SLIOZTJ,X,O,O
SLIOZJT,X,X,O
SLJTIZO,O,O,O
SLJTIOZ,O,O,O
SLJTZIO,O,O,O
SLJTZOI,O,O,O
SLJTOIZ,O,O,O
SLJTOZI,O,O,O
SLJITZO,O,O,O
SLJITOZ,O,O,O
SLJIZTO,X,O,O
SLJIZOT,X,O,O
SLJIOTZ,O,O,O
SLJIOZT,X,O,O
SLJZTIO,X,O,O
SLJZTOI,X,O,O
SLJZITO,X,O,O
SLJZIOT,X,O,O
SLJZOTI,X,O,O
SLJZOIT,X,O,O
SLJOTIZ,O,O,O
SLJOTZI,O,O,O
SLJOITZ,O,O,O
SLJOIZT,X,O,O
SLJOZTI,X,O,O
SLJOZIT,X,O,O
SLZTIJO,X,O,O
SLZTIOJ,X,O,O
SLZTJIO,X,O,O
SLZTJOI,X,O,O
SLZTOIJ,X,O,O
SLZTOJI,X,O,O
SLZITJO,X,O,O
SLZITOJ,X,O,O
SLZIJTO,X,X,O
SLZIJOT,X,X,O
SLZIOTJ,X,O,O
SLZIOJT,X,X,O
SLZJTIO,X,O,O
SLZJTOI,X,O,O
SLZJITO,X,O,O
SLZJIOT,X,O,O
SLZJOTI,X,O,O
SLZJOIT,X,O,O
SLZOTIJ,X,O,O
SLZOTJI,X,O,O
SLZOITJ,X,O,O
SLZOIJT,X,X,O
SLZOJTI,X,O,O
SLZOJIT,X,O,O
SLOTIJZ,O,O,O
SLOTIZJ,O,O,O
SLOTJIZ,O,O,O
SLOTJZI,O,O,O
SLOTZIJ,O,O,O
SLOTZJI,O,O,O
SLOITJZ,O,O,O
SLOITZJ,O,O,O
SLOIJTZ,O,O,O
SLOIJZT,X,O,O
SLOIZTJ,X,O,O
SLOIZJT,X,X,O
SLOJTIZ,O,O,O
SLOJTZI,O,O,O
SLOJITZ,O,O,O
SLOJIZT,X,O,O
SLOJZTI,X,O,O
SLOJZIT,X,O,O
SLOZTIJ,X,O,O
SLOZTJI,X,O,O
SLOZITJ,X,O,O
SLOZIJT,X,X,O
SLOZJTI,X,O,O
SLOZJIT,X,O,O
SJTILZO,O,O,X
SJTILOZ,O,O,X
SJTIZLO,O,O,X
SJTIZOL,O,O,X
SJTIOLZ,O,O,X
SJTIOZL,O,O,X
SJTLIZO,O,O,X
SJTLIOZ,O,O,X
SJTLZIO,O,O,X
SJTLZOI,O,O,X
SJTLOIZ,O,O,X
SJTLOZI,O,O,X
SJTZILO,O,O,X
SJTZIOL,O,O,X
SJTZLIO,O,O,X
SJTZLOI,O,O,X
SJTZOIL,O,O,X
SJTZOLI,O,O,X
SJTOILZ,O,O,X
SJTOIZL,O,O,X
SJTOLIZ,O,O,X
SJTOLZI,O,O,X
SJTOZIL,O,O,X
SJTOZLI,O,O,X
SJITLZO,O,O,X
SJITLOZ,O,O,X
SJITZLO,O,O,X
SJITZOL,O,O,X
SJITOLZ,O,O,X
SJITOZL,O,O,X
SJILTZO,O,O,X
SJILTOZ,O,O,X
SJILZTO,X,O,X
SJILZOT,X,O,X
SJILOTZ,O,O,X
SJILOZT,X,O,X
SJIZTLO,O,O,X
SJIZTOL,O,O,X
SJIZLTO,O,O,X
SJIZLOT,O,O,X
SJIZOTL,O,O,X
SJIZOLT,O,O,X
SJIOTLZ,O,O,X
SJIOTZL,O,O,X
SJIOLTZ,O,O,X
SJIOLZT,X,O,X
SJIOZTL,O,O,X
SJIOZLT,O,O,X
SJLTIZO,O,O,X
SJLTIOZ,O,O,X
SJLTZIO,O,O,X
SJLTZOI,O,O,X
SJLTOIZ,O,O,X
SJLTOZI,O,O,X
SJLITZO,O,O,X
SJLITOZ,O,O,X
SJLIZTO,X,O,X
SJLIZOT,X,O,X
SJLIOTZ,O,O,X
SJLIOZT,X,O,X
SJLZTIO,X,O,X
SJLZTOI,X,O,X
SJLZITO,X,O,X
SJLZIOT,X,O,X
SJLZOTI,X,O,X
SJLZOIT,X,O,X
SJLOTIZ,O,O,X
SJLOTZI,O,O,X
SJLOITZ,O,O,X
SJLOIZT,X,O,X
SJLOZTI,X,O,X
SJLOZIT,X,O,X
SJZTILO,O,O,X
SJZTIOL,O,O,X
SJZTLIO,O,O,X
SJZTLOI,O,O,X
SJZTOIL,O,O,X
SJZTOLI,O,O,X
SJZITLO,O,O,X
SJZITOL,O,O,X
SJZILTO,O,O,X
SJZILOT,O,O,X
SJZIOTL,O,O,X
SJZIOLT,O,O,X
SJZLTIO,O,O,X
SJZLTOI,O,O,X
SJZLITO,O,O,X
SJZLIOT,O,O,X
SJZLOTI,O,O,X
SJZLOIT,O,O,X
SJZOTIL,O,O,X
SJZOTLI,O,O,X
SJZOITL,O,O,X
SJZOILT,O,O,X
SJZOLTI,O,O,X
SJZOLIT,O,O,X
SJOTILZ,O,O,X
SJOTIZL,O,O,X
SJOTLIZ,O,O,X
SJOTLZI,O,O,X
SJOTZIL,O,O,X
SJOTZLI,O,O,X
SJOITLZ,O,O,X
SJOITZL,O,O,X
SJOILTZ,O,O,X
SJOILZT,X,O,X
SJOIZTL,O,O,X
SJOIZLT,O,O,X
SJOLTIZ,O,O,X
SJOLTZI,O,O,X
SJOLITZ,O,O,X
SJOLIZT,X,O,X
SJOLZTI,X,O,X
SJOLZIT,X,O,X
SJOZTIL,O,O,X
SJOZTLI,O,O,X
SJOZITL,O,O,X
SJOZILT,O,O,X
SJOZLTI,O,O,X
SJOZLIT,O,O,X
SZTILJO,O,O,X
SZTILOJ,O,O,X
SZTIJLO,O,O,X
SZTIJOL,O,O,X
SZTIOLJ,O,O,X
SZTIOJL,O,O,X
SZTLIJO,O,O,X
SZTLIOJ,O,O,X
SZTLJIO,O,O,X
SZTLJOI,O,O,X
SZTLOIJ,O,O,X
SZTLOJI,O,O,X
SZTJILO,O,O,X
SZTJIOL,O,O,X
SZTJLIO,O,O,X
SZTJLOI,O,O,X
SZTJOIL,O,O,X
SZTJOLI,O,O,X
SZTOILJ,O,O,X
SZTOIJL,O,O,X
SZTOLIJ,O,O,X
SZTOLJI,O,O,X
SZTOJIL,O,O,X
SZTOJLI,O,O,X
SZITLJO,O,O,X
SZITLOJ,O,O,X
SZITJLO,O,O,X
SZITJOL,O,O,X
SZITOLJ,O,O,X
SZITOJL,O,O,X
SZILTJO,O,O,X
SZILTOJ,O,O,X
SZILJTO,O,X,X
SZILJOT,O,X,X
SZILOTJ,O,O,X
SZILOJT,O,X,X
SZIJTLO,O,X,X
SZIJTOL,O,X,X
SZIJLTO,O,X,X
SZIJLOT,O,X,X
SZIJOTL,O,X,X
SZIJOLT,O,X,X
SZIOTLJ,O,O,X
SZIOTJL,O,O,X
SZIOLTJ,O,O,X
SZIOLJT,O,X,X
SZIOJTL,O,X,X
SZIOJLT,O,X,X
SZLTIJO,O,O,X
SZLTIOJ,O,O,X
SZLTJIO,O,O,X
SZLTJOI,O,O,X
SZLTOIJ,O,O,X
SZLTOJI,O,O,X
SZLITJO,O,O,X
SZLITOJ,O,O,X
SZLIJTO,O,X,X
SZLIJOT,O,X,X
SZLIOTJ,O,O,X
SZLIOJT,O,X,X
SZLJTIO,O,O,X
SZLJTOI,O,O,X
SZLJITO,O,O,X
SZLJIOT,O,O,X
SZLJOTI,O,O,X
SZLJOIT,O,O,X
SZLOTIJ,O,O,X
SZLOTJI,O,O,X
SZLOITJ,O,O,X
SZLOIJT,O,X,X
SZLOJTI,O,O,X
SZLOJIT,O,O,X
SZJTILO,O,O,X
SZJTIOL,O,O,X
SZJTLIO,O,O,X
SZJTLOI,O,O,X
SZJTOIL,O,O,X
SZJTOLI,O,O,X
SZJITLO,O,O,X
SZJITOL,O,O,X
SZJILTO,O,O,X
SZJILOT,O,O,X
SZJIOTL,O,O,X
SZJIOLT,O,O,X
SZJLTIO,O,O,X
SZJLTOI,O,O,X
SZJLITO,O,O,X
SZJLIOT,O,O,X
SZJLOTI,O,O,X
SZJLOIT,O,O,X
SZJOTIL,O,O,X
SZJOTLI,O,O,X
SZJOITL,O,O,X
SZJOILT,O,O,X
SZJOLTI,O,O,X
SZJOLIT,O,O,X
SZOTILJ,O,O,X
SZOTIJL,O,O,X
SZOTLIJ,O,O,X
SZOTLJI,O,O,X
SZOTJIL,O,O,X
SZOTJLI,O,O,X
SZOITLJ,O,O,X
SZOITJL,O,O,X
SZOILTJ,O,O,X
SZOILJT,O,X,X
SZOIJTL,O,X,X
SZOIJLT,O,X,X
SZOLTIJ,O,O,X
SZOLTJI,O,O,X
SZOLITJ,O,O,X
SZOLIJT,O,X,X
SZOLJTI,O,O,X
SZOLJIT,O,O,X
SZOJTIL,O,O,X
SZOJTLI,O,O,X
SZOJITL,O,O,X
SZOJILT,O,O,X
SZOJLTI,O,O,X
SZOJLIT,O,O,X
SOTILJZ,O,O,O
SOTILZJ,O,O,O
SOTIJLZ,O,O,X
SOTIJZL,O,O,X
SOTIZLJ,O,O,X
SOTIZJL,O,O,X
SOTLIJZ,O,O,O
SOTLIZJ,O,O,O
SOTLJIZ,O,O,O
SOTLJZI,O,O,O
SOTLZIJ,O,O,O
SOTLZJI,O,O,O
SOTJILZ,O,O,X
SOTJIZL,O,O,X
SOTJLIZ,O,O,X
SOTJLZI,O,O,X
SOTJZIL,O,O,X
SOTJZLI,O,O,X
SOTZILJ,O,O,X
SOTZIJL,O,O,X
SOTZLIJ,O,O,X
SOTZLJI,O,O,X
SOTZJIL,O,O,X
SOTZJLI,O,O,X
SOITLJZ,O,O,O
SOITLZJ,O,O,O
SOITJLZ,O,O,X
SOITJZL,O,O,X
SOITZLJ,O,O,X
SOITZJL,O,O,X
SOILTJZ,O,O,O
SOILTZJ,O,O,O
SOILJTZ,O,O,O
SOILJZT,X,O,O
SOILZTJ,X,O,O
SOILZJT,X,X,O
SOIJTLZ,O,O,X
SOIJTZL,O,O,X
SOIJLTZ,O,O,X
SOIJLZT,X,O,X
SOIJZTL,O,O,X
SOIJZLT,O,O,X
SOIZTLJ,O,O,X
SOIZTJL,O,O,X
SOIZLTJ,O,O,X
SOIZLJT,O,X,X
SOIZJTL,O,X,X
SOIZJLT,O,X,X
SOLTIJZ,O,O,O
SOLTIZJ,O,O,O
SOLTJIZ,O,O,O
SOLTJZI,O,O,O
SOLTZIJ,O,O,O
SOLTZJI,O,O,O
SOLITJZ,O,O,O
SOLITZJ,O,O,O
SOLIJTZ,O,O,O
SOLIJZT,X,O,O
SOLIZTJ,X,O,O
SOLIZJT,X,X,O
SOLJTIZ,O,O,O
SOLJTZI,O,O,O
SOLJITZ,O,O,O
SOLJIZT,X,O,O
SOLJZTI,X,O,O
SOLJZIT,X,O,O
SOLZTIJ,X,O,O
SOLZTJI,X,O,O
SOLZITJ,X,O,O
SOLZIJT,X,X,O
SOLZJTI,X,O,O
SOLZJIT,X,O,O
SOJTILZ,O,O,X
SOJTIZL,O,O,X
SOJTLIZ,O,O,X
SOJTLZI,O,O,X
SOJTZIL,O,O,X
SOJTZLI,O,O,X
SOJITLZ,O,O,X
SOJITZL,O,O,X
SOJILTZ,O,O,X
SOJILZT,X,O,X
SOJIZTL,O,O,X
SOJIZLT,O,O,X
SOJLTIZ,O,O,X
SOJLTZI,O,O,X
SOJLITZ,O,O,X
SOJLIZT,X,O,X
SOJLZTI,X,O,X
SOJLZIT,X,O,X
SOJZTIL,O,O,X
SOJZTLI,O,O,X
SOJZITL,O,O,X
SOJZILT,O,O,X
SOJZLTI,O,O,X
SOJZLIT,O,O,X
SOZTILJ,O,O,X
SOZTIJL,O,O,X
SOZTLIJ,O,O,X
SOZTLJI,O,O,X
SOZTJIL,O,O,X
SOZTJLI,O,O,X
SOZITLJ,O,O,X
SOZITJL,O,O,X
SOZILTJ,O,O,X
SOZILJT,O,X,X
SOZIJTL,O,X,X
SOZIJLT,O,X,X
SOZLTIJ,O,O,X
SOZLTJI,O,O,X
SOZLITJ,O,O,X
SOZLIJT,O,X,X
SOZLJTI,O,O,X
SOZLJIT,O,O,X
SOZJTIL,O,O,X
SOZJTLI,O,O,X
SOZJITL,O,O,X
SOZJILT,O,O,X
SOZJLTI,O,O,X
SOZJLIT,O,O,X
ZTILJSO,O,O,O
ZTILJOS,O,O,O
ZTILSJO,O,O,O
ZTILSOJ,O,O,O
ZTILOJS,O,O,O
ZTILOSJ,O,O,O
ZTIJLSO,O,O,X
ZTIJLOS,O,O,X
ZTIJSLO,O,O,X
ZTIJSOL,O,O,X
ZTIJOLS,O,O,X
ZTIJOSL,O,O,X
ZTISLJO,O,O,X
ZTISLOJ,O,O,X
ZTISJLO,O,O,X
ZTISJOL,O,O,X
ZTISOLJ,O,O,X
ZTISOJL,O,O,X
ZTIOLJS,O,O,O
ZTIOLSJ,O,O,O
ZTIOJLS,O,O,X
ZTIOJSL,O,O,X
ZTIOSLJ,O,O,X
ZTIOSJL,O,O,X
ZTLIJSO,O,O,O
ZTLIJOS,O,O,O
ZTLISJO,O,O,O
ZTLISOJ,O,O,O
ZTLIOJS,O,O,O
ZTLIOSJ,O,O,O
ZTLJISO,O,O,O
ZTLJIOS,O,O,O
ZTLJSIO,O,O,O
ZTLJSOI,O,O,O
ZTLJOIS,O,O,O
ZTLJOSI,O,O,O
ZTLSIJO,O,O,O
ZTLSIOJ,O,O,O
ZTLSJIO,O,O,O
ZTLSJOI,O,O,O
ZTLSOIJ,O,O,O
ZTLSOJI,O,O,O
ZTLOIJS,O,O,O
ZTLOISJ,O,O,O
ZTLOJIS,O,O,O
ZTLOJSI,O,O,O
ZTLOSIJ,O,O,O
ZTLOSJI,O,O,O
ZTJILSO,O,O,X
ZTJILOS,O,O,X
ZTJISLO,O,O,X
ZTJISOL,O,O,X
ZTJIOLS,O,O,X
ZTJIOSL,O,O,X
ZTJLISO,O,O,X
ZTJLIOS,O,O,X
ZTJLSIO,O,O,X
ZTJLSOI,O,O,X
ZTJLOIS,O,O,X
ZTJLOSI,O,O,X
ZTJSILO,O,O,X
ZTJSIOL,O,O,X
ZTJSLIO,O,O,X
ZTJSLOI,O,O,X
ZTJSOIL,O,O,X
ZTJSOLI,O,O,X
ZTJOILS,O,O,X
ZTJOISL,O,O,X
ZTJOLIS,O,O,X
ZTJOLSI,O,O,X
ZTJOSIL,O,O,X
ZTJOSLI,O,O,X
ZTSILJO,O,O,X
ZTSILOJ,O,O,X
ZTSIJLO,O,O,X
ZTSIJOL,O,O,X
ZTSIOLJ,O,O,X
ZTSIOJL,O,O,X
ZTSLIJO,O,O,X
ZTSLIOJ,O,O,X
ZTSLJIO,O,O,X
ZTSLJOI,O,O,X
ZTSLOIJ,O,O,X
ZTSLOJI,O,O,X
ZTSJILO,O,O,X
ZTSJIOL,O,O,X
ZTSJLIO,O,O,X
ZTSJLOI,O,O,X
ZTSJOIL,O,O,X
ZTSJOLI,O,O,X
ZTSOILJ,O,O,X
ZTSOIJL,O,O,X
ZTSOLIJ,O,O,X
ZTSOLJI,O,O,X
ZTSOJIL,O,O,X
ZTSOJLI,O,O,X
ZTOILJS,O,O,O
ZTOILSJ,O,O,O
ZTOIJLS,O,O,X
ZTOIJSL,O,O,X
ZTOISLJ,O,O,X
ZTOISJL,O,O,X
ZTOLIJS,O,O,O
ZTOLISJ,O,O,O
ZTOLJIS,O,O,O
ZTOLJSI,O,O,O
ZTOLSIJ,O,O,O
ZTOLSJI,O,O,O
ZTOJILS,O,O,X
ZTOJISL,O,O,X
ZTOJLIS,O,O,X
ZTOJLSI,O,O,X
ZTOJSIL,O,O,X
ZTOJSLI,O,O,X
ZTOSILJ,O,O,X
ZTOSIJL,O,O,X
ZTOSLIJ,O,O,X
ZTOSLJI,O,O,X
ZTOSJIL,O,O,X
ZTOSJLI,O,O,X
ZITLJSO,O,X,O
ZITLJOS,O,X,O
ZITLSJO,O,X,O
ZITLSOJ,O,X,O
ZITLOJS,O,X,O
ZITLOSJ,O,X,O
ZITJLSO,O,X,X
ZITJLOS,O,X,X
ZITJSLO,O,X,X
ZITJSOL,O,X,X
ZITJOLS,O,X,X
ZITJOSL,O,X,X
ZITSLJO,O,X,X
ZITSLOJ,O,X,X
ZITSJLO,O,X,X
ZITSJOL,O,X,X
ZITSOLJ,O,X,X
ZITSOJL,O,X,X
ZITOLJS,O,X,O
ZITOLSJ,O,X,O
ZITOJLS,O,X,X
ZITOJSL,O,X,X
ZITOSLJ,O,X,X
ZITOSJL,O,X,X
ZILTJSO,O,X,O
ZILTJOS,O,X,O
ZILTSJO,O,X,O
ZILTSOJ,O,X,O
ZILTOJS,O,X,O
ZILTOSJ,O,X,O
ZILJTSO,O,X,O
ZILJTOS,O,X,O
ZILJSTO,O,X,O
ZILJSOT,O,X,O
ZILJOTS,O,X,O
ZILJOST,O,X,O
ZILSTJO,O,X,O
ZILSTOJ,O,X,O
ZILSJTO,O,X,O
ZILSJOT,O,X,O
ZILSOTJ,O,X,O
ZILSOJT,O,X,O
ZILOTJS,O,X,O
ZILOTSJ,O,X,O
ZILOJTS,O,X,O
ZILOJST,O,X,O
ZILOSTJ,O,X,O
ZILOSJT,O,X,O
ZIJTLSO,O,X,X
ZIJTLOS,O,X,X
ZIJTSLO,O,X,X
ZIJTSOL,O,X,X
ZIJTOLS,O,X,X
ZIJTOSL,O,X,X
ZIJLTSO,O,X,X
ZIJLTOS,O,X,X
ZIJLSTO,O,X,X
ZIJLSOT,O,X,X
ZIJLOTS,O,X,X
ZIJLOST,O,X,X
ZIJSTLO,O,X,X
ZIJSTOL,O,X,X
ZIJSLTO,O,X,X
ZIJSLOT,O,X,X
ZIJSOTL,O,X,X
ZIJSOLT,O,X,X
ZIJOTLS,O,X,X
ZIJOTSL,O,X,X
ZIJOLTS,O,X,X
ZIJOLST,O,X,X
ZIJOSTL,O,X,X
ZIJOSLT,O,X,X
ZISTLJO,O,X,X
ZISTLOJ,O,X,X
ZISTJLO,O,X,X
ZISTJOL,O,X,X
ZISTOLJ,O,X,X
ZISTOJL,O,X,X
ZISLTJO,O,X,X
ZISLTOJ,O,X,X
ZISLJTO,O,X,X
ZISLJOT,O,X,X
ZISLOTJ,O,X,X
ZISLOJT,O,X,X
ZISJTLO,O,X,X
ZISJTOL,O,X,X
ZISJLTO,O,X,X
ZISJLOT,O,X,X
ZISJOTL,O,X,X
ZISJOLT,O,X,X
ZISOTLJ,O,X,X
ZISOTJL,O,X,X
ZISOLTJ,O,X,X
ZISOLJT,O,X,X
ZISOJTL,O,X,X
ZISOJLT,O,X,X
ZIOTLJS,O,X,O
ZIOTLSJ,O,X,O
ZIOTJLS,O,X,X
ZIOTJSL,O,X,X
ZIOTSLJ,O,X,X
ZIOTSJL,O,X,X
ZIOLTJS,O,X,O
ZIOLTSJ,O,X,O
ZIOLJTS,O,X,O
ZIOLJST,O,X,O
ZIOLSTJ,O,X,O
ZIOLSJT,O,X,O
ZIOJTLS,O,X,X
ZIOJTSL,O,X,X
ZIOJLTS,O,X,X
ZIOJLST,O,X,X
ZIOJSTL,O,X,X
ZIOJSLT,O,X,X
ZIOSTLJ,O,X,X
ZIOSTJL,O,X,X
ZIOSLTJ,O,X,X
ZIOSLJT,O,X,X
ZIOSJTL,O,X,X
ZIOSJLT,O,X,X
ZLTIJSO,O,O,O
ZLTIJOS,O,O,O
ZLTISJO,O,O,O
ZLTISOJ,O,O,O
ZLTIOJS,O,O,O
ZLTIOSJ,O,O,O
ZLTJISO,O,O,O
ZLTJIOS,O,O,O
ZLTJSIO,O,O,O
ZLTJSOI,O,O,O
ZLTJOIS,O,O,O
ZLTJOSI,O,O,O
ZLTSIJO,O,O,O
ZLTSIOJ,O,O,O
ZLTSJIO,O,O,O
ZLTSJOI,O,O,O
ZLTSOIJ,O,O,O
ZLTSOJI,O,O,O
ZLTOIJS,O,O,O
ZLTOISJ,O,O,O
ZLTOJIS,O,O,O
ZLTOJSI,O,O,O
ZLTOSIJ,O,O,O
ZLTOSJI,O,O,O
ZLITJSO,O,X,O
ZLITJOS,O,X,O
ZLITSJO,O,X,O
ZLITSOJ,O,X,O
ZLITOJS,O,X,O
ZLITOSJ,O,X,O
ZLIJTSO,O,X,O
ZLIJTOS,O,X,O
ZLIJSTO,O,X,O
ZLIJSOT,O,X,O
ZLIJOTS,O,X,O
ZLIJOST,O,X,O
ZLISTJO,O,X,O
ZLISTOJ,O,X,O
ZLISJTO,O,X,O
ZLISJOT,O,X,O
ZLISOTJ,O,X,O
ZLISOJT,O,X,O
ZLIOTJS,O,X,O
ZLIOTSJ,O,X,O
ZLIOJTS,O,X,O
ZLIOJST,O,X,O
ZLIOSTJ,O,X,O
ZLIOSJT,O,X,O
ZLJTISO,O,O,O
ZLJTIOS,O,O,O
ZLJTSIO,O,O,O
ZLJTSOI,O,O,O
ZLJTOIS,O,O,O
ZLJTOSI,O,O,O
ZLJITSO,O,O,O
ZLJITOS,O,O,O
ZLJISTO,O,X,O
ZLJISOT,O,X,O
ZLJIOTS,O,O,O
ZLJIOST,O,X,O
ZLJSTIO,O,O,O
ZLJSTOI,O,O,O
ZLJSITO,O,O,O
ZLJSIOT,O,O,O
ZLJSOTI,O,O,O
ZLJSOIT,O,O,O
ZLJOTIS,O,O,O
ZLJOTSI,O,O,O
ZLJOITS,O,O,O
ZLJOIST,O,X,O
ZLJOSTI,O,O,O
ZLJOSIT,O,O,O
ZLSTIJO,O,O,O
ZLSTIOJ,O,O,O
ZLSTJIO,O,O,O
ZLSTJOI,O,O,O
ZLSTOIJ,O,O,O
ZLSTOJI,O,O,O
ZLSITJO,O,O,O
