sequence,v115@OhA8CeB8DeB8BeG8LeZEJvhFzfBulB3hB9oByrBUtB,v115@OhA8CeB8DeB8BeG8LeZEJvhFzfBChBenB9oBXmBUtB
OLTZJSI,O,X
OLTZSIJ,O,X
OLTZSJI,O,X
OLITJSZ,O,O
OLITJZS,O,X
OLITSJZ,O,O
OLITSZJ,O,O
OLITZJS,O,X
OLITZSJ,O,X
OLIJTSZ,O,O
OLIJTZS,O,X
OLIJSTZ,O,O
OLIJSZT,O,O
OLIJZTS,O,X
OLIJZST,O,X
OLISTJZ,O,O
OLISTZJ,O,O
OLISJTZ,O,O
OLISJZT,O,O
OLISZTJ,O,O
OLISZJT,O,O
OLIZTJS,O,X
OLIZTSJ,O,X
OLIZJTS,O,X
OLIZJST,O,X
OLIZSTJ,O,X
OLIZSJT,O,X
OLJTISZ,O,O
OLJTIZS,O,X
OLJTSIZ,O,O
OLJTSZI,O,O
OLJTZIS,O,X
OLJTZSI,O,X
OLJITSZ,O,O
OLJITZS,O,X
OLJISTZ,O,O
OLJISZT,O,O
OLJIZTS,O,X
OLJIZST,O,X
OLJSTIZ,O,O
OLJSTZI,O,O
OLJSITZ,O,O
OLJSIZT,O,O
OLJSZTI,O,O
OLJSZIT,O,O
OLJZTIS,O,X
OLJZTSI,O,X
OLJZITS,O,X
OLJZIST,O,X
OLJZSTI,O,X
OLJZSIT,O,X
OLSTIJZ,O,O
OLSTIZJ,O,O
OLSTJIZ,O,O
OLSTJZI,O,O
OLSTZIJ,O,O
OLSTZJI,O,O
OLSITJZ,O,O
OLSITZJ,O,O
OLSIJTZ,O,O
OLSIJZT,O,O
OLSIZTJ,O,O
OLSIZJT,O,O
OLSJTIZ,O,O
OLSJTZI,O,O
OLSJITZ,O,O
OLSJIZT,O,O
OLSJZTI,O,O
OLSJZIT,O,O
OLSZTIJ,O,O
OLSZTJI,O,O
OLSZITJ,O,O
OLSZIJT,O,O
OLSZJTI,O,O
OLSZJIT,O,O
OLZTIJS,O,X
OLZTISJ,O,X
OLZTJIS,O,X
OLZTJSI,O,X
OLZTSIJ,O,X
OLZTSJI,O,X
OLZITJS,O,X
OLZITSJ,O,X
OLZIJTS,O,X
OLZIJST,O,X
OLZISTJ,O,X
OLZISJT,O,X
OLZJTIS,O,X
OLZJTSI,O,X
OLZJITS,O,X
OLZJIST,O,X
OLZJSTI,O,X
OLZJSIT,O,X
OLZSTIJ,O,X
OLZSTJI,O,X
OLZSITJ,O,X
OLZSIJT,O,X
OLZSJTI,O,X
OLZSJIT,O,X
OJTILSZ,O,O
OJTILZS,O,X
OJTISLZ,O,O
OJTISZL,X,O
OJTIZLS,O,X
OJTIZSL,X,O
OJTLISZ,O,O
OJTLIZS,O,X
OJTLSIZ,O,O
OJTLSZI,O,O
OJTLZIS,O,X
OJTLZSI,O,X
OJTSILZ,O,O
OJTSIZL,X,O
OJTSLIZ,O,O
OJTSLZI,O,O
OJTSZIL,X,O
OJTSZLI,X,O
OJTZILS,O,X
OJTZISL,X,O
OJTZLIS,O,X
OJTZLSI,O,X
OJTZSIL,X,O
OJTZSLI,X,O
OJITLSZ,O,O
OJITLZS,O,X
OJITSLZ,O,O
OJITSZL,X,O
OJITZLS,O,X
OJITZSL,X,O
OJILTSZ,O,O
OJILTZS,O,X
OJILSTZ,O,O
OJILSZT,O,O
OJILZTS,O,X
OJILZST,O,X
OJISTLZ,O,O
OJISTZL,X,O
OJISLTZ,O,O
OJISLZT,O,O
OJISZTL,X,O
OJISZLT,X,O
OJIZTLS,O,X
OJIZTSL,X,O
OJIZLTS,O,X
OJIZLST,O,X
OJIZSTL,X,O
OJIZSLT,X,O
OJLTISZ,O,O
OJLTIZS,O,X
OJLTSIZ,O,O
OJLTSZI,O,O
OJLTZIS,O,X
OJLTZSI,O,X
OJLITSZ,O,O
OJLITZS,O,X
OJLISTZ,O,O
OJLISZT,O,O
OJLIZTS,O,X
OJLIZST,O,X
OJLSTIZ,O,O
OJLSTZI,O,O
OJLSITZ,O,O
OJLSIZT,O,O
OJLSZTI,O,O
OJLSZIT,O,O
OJLZTIS,O,X
OJLZTSI,O,X
OJLZITS,O,X
OJLZIST,O,X
OJLZSTI,O,X
OJLZSIT,O,X
OJSTILZ,O,O
OJSTIZL,X,O
OJSTLIZ,O,O
OJSTLZI,O,O
OJSTZIL,X,O
OJSTZLI,X,O
OJSITLZ,O,O
OJSITZL,X,O
OJSILTZ,O,O
OJSILZT,O,O
OJSIZTL,X,O
OJSIZLT,X,O
OJSLTIZ,O,O
OJSLTZI,O,O
OJSLITZ,O,O
OJSLIZT,O,O
OJSLZTI,O,O
OJSLZIT,O,O
OJSZTIL,X,O
OJSZTLI,X,O
OJSZITL,X,O
OJSZILT,X,O
OJSZLTI,X,O
OJSZLIT,X,O
OJZTILS,O,X
OJZTISL,X,O
OJZTLIS,O,X
OJZTLSI,O,X
OJZTSIL,X,O
OJZTSLI,X,O
OJZITLS,O,X
OJZITSL,X,O
OJZILTS,O,X
OJZILST,O,X
OJZISTL,X,O
OJZISLT,X,O
OJZLTIS,O,X
OJZLTSI,O,X
OJZLITS,O,X
OJZLIST,O,X
OJZLSTI,O,X
OJZLSIT,O,X
OJZSTIL,X,O
OJZSTLI,X,O
OJZSITL,X,O
OJZSILT,X,O
OJZSLTI,X,O
OJZSLIT,X,O
OSTILJZ,O,O
OSTILZJ,O,O
OSTIJLZ,O,O
OSTIJZL,X,O
OSTIZLJ,X,O
OSTIZJL,X,O
OSTLIJZ,O,O
OSTLIZJ,O,O
OSTLJIZ,O,O
OSTLJZI,O,O
OSTLZIJ,O,O
OSTLZJI,O,O
OSTJILZ,O,O
OSTJIZL,X,O
OSTJLIZ,O,O
OSTJLZI,O,O
OSTJZIL,X,O
OSTJZLI,X,O
OSTZILJ,X,O
OSTZIJL,X,O
OSTZLIJ,X,O
OSTZLJI,X,O
OSTZJIL,X,O
OSTZJLI,X,O
OSITLJZ,O,O
OSITLZJ,O,O
OSITJLZ,O,O
OSITJZL,X,O
OSITZLJ,X,O
OSITZJL,X,O
OSILTJZ,O,O
OSILTZJ,O,O
OSILJTZ,O,O
OSILJZT,O,O
OSILZTJ,O,O
OSILZJT,O,O
OSIJTLZ,O,O
OSIJTZL,X,O
OSIJLTZ,O,O
OSIJLZT,O,O
OSIJZTL,X,O
OSIJZLT,X,O
OSIZTLJ,X,O
OSIZTJL,X,O
OSIZLTJ,X,O
OSIZLJT,X,O
OSIZJTL,X,O
OSIZJLT,X,O
OSLTIJZ,O,O
OSLTIZJ,O,O
OSLTJIZ,O,O
OSLTJZI,O,O
OSLTZIJ,O,O
OSLTZJI,O,O
OSLITJZ,O,O
OSLITZJ,O,O
OSLIJTZ,O,O
OSLIJZT,O,O
OSLIZTJ,O,O
OSLIZJT,O,O
OSLJTIZ,O,O
OSLJTZI,O,O
OSLJITZ,O,O
OSLJIZT,O,O
OSLJZTI,O,O
OSLJZIT,O,O
OSLZTIJ,O,O
OSLZTJI,O,O
OSLZITJ,O,O
OSLZIJT,O,O
OSLZJTI,O,O
OSLZJIT,O,O
OSJTILZ,O,O
OSJTIZL,X,O
OSJTLIZ,O,O
OSJTLZI,O,O
OSJTZIL,X,O
OSJTZLI,X,O
OSJITLZ,O,O
OSJITZL,X,O
OSJILTZ,O,O
OSJILZT,O,O
OSJIZTL,X,O
OSJIZLT,X,O
OSJLTIZ,O,O
OSJLTZI,O,O
OSJLITZ,O,O
OSJLIZT,O,O
OSJLZTI,O,O
OSJLZIT,O,O
OSJZTIL,X,O
OSJZTLI,X,O
OSJZITL,X,O
OSJZILT,X,O
OSJZLTI,X,O
OSJZLIT,X,O
OSZTILJ,X,O
OSZTIJL,X,O
OSZTLIJ,X,O
OSZTLJI,X,O
OSZTJIL,X,O
OSZTJLI,X,O
OSZITLJ,X,O
OSZITJL,X,O
OSZILTJ,X,O
OSZILJT,X,O
OSZIJTL,X,O
OSZIJLT,X,O
OSZLTIJ,X,O
OSZLTJI,X,O
OSZLITJ,X,O
OSZLIJT,X,O
OSZLJTI,X,O
OSZLJIT,X,O
OSZJTIL,X,O
OSZJTLI,X,O
OSZJITL,X,O
OSZJILT,X,O
OSZJLTI,X,O
OSZJLIT,X,O
OZTILJS,O,X
OZTILSJ,O,X
OZTIJLS,O,X
OZTIJSL,X,O
OZTISLJ,X,O
OZTISJL,X,O
OZTLIJS,O,X
OZTLISJ,O,X
OZTLJIS,O,X
OZTLJSI,O,X
OZTLSIJ,O,X
OZTLSJI,O,X
OZTJILS,O,X
OZTJISL,X,O
OZTJLIS,O,X
OZTJLSI,O,X
OZTJSIL,X,O
OZTJSLI,X,O
OZTSILJ,X,O
OZTSIJL,X,O
OZTSLIJ,X,O
OZTSLJI,X,O
OZTSJIL,X,O
OZTSJLI,X,O
OZITLJS,O,X
OZITLSJ,O,X
OZITJLS,O,X
OZITJSL,X,O
OZITSLJ,X,O
OZITSJL,X,O
OZILTJS,O,X
OZILTSJ,O,X
OZILJTS,O,X
OZILJST,O,X
OZILSTJ,O,X
OZILSJT,O,X
OZIJTLS,O,X
OZIJTSL,X,O
OZIJLTS,O,X
OZIJLST,O,X
OZIJSTL,X,O
OZIJSLT,X,O
OZISTLJ,X,O
OZISTJL,X,O
OZISLTJ,X,O
OZISLJT,X,O
OZISJTL,X,O
OZISJLT,X,O
OZLTIJS,O,X
OZLTISJ,O,X
OZLTJIS,O,X
OZLTJSI,O,X
OZLTSIJ,O,X
OZLTSJI,O,X
OZLITJS,O,X
OZLITSJ,O,X
OZLIJTS,O,X
OZLIJST,O,X
OZLISTJ,O,X
OZLISJT,O,X
OZLJTIS,O,X
OZLJTSI,O,X
OZLJITS,O,X
OZLJIST,O,X
OZLJSTI,O,X
OZLJSIT,O,X
OZLSTIJ,O,X
OZLSTJI,O,X
OZLSITJ,O,X
OZLSIJT,O,X
OZLSJTI,O,X
OZLSJIT,O,X
OZJTILS,O,X
OZJTISL,X,O
OZJTLIS,O,X
OZJTLSI,O,X
OZJTSIL,X,O
OZJTSLI,X,O
OZJITLS,O,X
OZJITSL,X,O
OZJILTS,O,X
OZJILST,O,X
OZJISTL,X,O
OZJISLT,X,O
OZJLTIS,O,X
OZJLTSI,O,X
OZJLITS,O,X
OZJLIST,O,X
OZJLSTI,O,X
OZJLSIT,O,X
OZJSTIL,X,O
OZJSTLI,X,O
OZJSITL,X,O
OZJSILT,X,O
OZJSLTI,X,O
OZJSLIT,X,O
OZSTILJ,X,O
OZSTIJL,X,O
OZSTLIJ,X,O
OZSTLJI,X,O
OZSTJIL,X,O
OZSTJLI,X,O
OZSITLJ,X,O
OZSITJL,X,O
OZSILTJ,X,O
OZSILJT,X,O
OZSIJTL,X,O
OZSIJLT,X,O
OZSLTIJ,X,O
OZSLTJI,X,O
OZSLITJ,X,O
OZSLIJT,X,O
OZSLJTI,X,O
OZSLJIT,X,O
OZSJTIL,X,O
OZSJTLI,X,O
OZSJITL,X,O
OZSJILT,X,O
OZSJLTI,X,O
OZSJLIT,X,O
