sequence,v115@IhA8GeC8GeC8CeE8Jei/IvhFUhBFiBXjBOqBzqBRxB,v115@IhA8GeC8GeC8CeE8Jei/IvhF1lBxhBXjBcrB2sBTqB,v115@IhA8GeC8GeC8CeE8Jei/IvhFclBxhBXjBTmB2sB1vB,v115@IhA8GeC8GeC8CeE8Jei/IvhFfnBxiBllBznBUmB2vB
JSIOLTZ,X,X,X,X
JSIOLZT,X,X,X,X
JSIOZTL,X,X,X,X
JSIOZLT,X,X,X,X
JSLTIZO,O,X,X,X
JSLTIOZ,X,X,X,X
JSLTZIO,O,X,X,X
JSLTZOI,O,X,X,X
JSLTOIZ,X,X,X,O
JSLTOZI,X,X,X,O
JSLITZO,O,X,X,X
JSLITOZ,X,X,X,X
JSLIZTO,O,X,X,X
JSLIZOT,X,X,X,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,X,X,X
JSLZTIO,O,O,X,X
JSLZTOI,O,X,X,X
JSLZITO,O,X,X,X
JSLZIOT,X,X,X,X
JSLZOTI,X,X,X,X
JSLZOIT,X,X,X,X
JSLOTIZ,X,X,X,O
JSLOTZI,X,O,X,O
JSLOITZ,X,X,X,O
JSLOIZT,X,X,X,X
JSLOZTI,X,X,X,X
JSLOZIT,X,X,X,X
JSZTILO,X,O,X,X
JSZTIOL,X,X,X,X
JSZTLIO,O,O,X,X
JSZTLOI,O,X,X,X
JSZTOIL,X,X,X,X
JSZTOLI,X,X,X,X
JSZITLO,O,O,X,X
JSZITOL,X,X,X,X
JSZILTO,O,X,X,X
JSZILOT,X,X,X,X
JSZIOTL,X,X,X,X
JSZIOLT,X,X,X,X
JSZLTIO,O,O,X,X
JSZLTOI,O,X,X,X
JSZLITO,O,X,X,X
JSZLIOT,X,X,X,X
JSZLOTI,X,X,X,X
JSZLOIT,X,X,X,X
JSZOTIL,X,O,X,X
JSZOTLI,X,O,X,X
JSZOITL,X,X,X,X
JSZOILT,X,X,X,X
JSZOLTI,X,X,X,X
JSZOLIT,X,X,X,X
JSOTILZ,X,X,X,O
JSOTIZL,X,X,O,X
JSOTLIZ,X,X,X,O
JSOTLZI,X,O,X,O
JSOTZIL,X,O,O,X
JSOTZLI,X,O,O,X
JSOITLZ,X,X,X,O
JSOITZL,X,X,O,X
JSOILTZ,X,X,X,O
JSOILZT,X,X,X,X
JSOIZTL,X,X,X,X
JSOIZLT,X,X,X,X
JSOLTIZ,X,X,X,O
JSOLTZI,X,O,X,O
JSOLITZ,X,X,X,O
JSOLIZT,X,X,X,X
JSOLZTI,X,X,X,X
JSOLZIT,X,X,X,X
JSOZTIL,X,O,X,X
JSOZTLI,X,O,X,X
JSOZITL,X,X,X,X
JSOZILT,X,X,X,X
JSOZLTI,X,X,X,X
JSOZLIT,X,X,X,X
JZTILSO,O,O,X,X
JZTILOS,X,X,X,X
JZTISLO,O,O,X,X
JZTISOL,X,X,X,X
JZTIOLS,X,X,X,X
JZTIOSL,X,X,X,X
JZTLISO,O,O,X,X
JZTLIOS,X,X,X,X
JZTLSIO,O,O,X,X
JZTLSOI,O,X,X,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,X,O,X,X
JZTSIOL,X,X,X,X
JZTSLIO,O,O,X,X
JZTSLOI,O,X,X,X
JZTSOIL,X,X,X,X
JZTSOLI,X,X,X,X
JZTOILS,X,X,X,X
JZTOISL,X,X,X,X
JZTOLIS,X,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,X,X,X,X
JZTOSLI,X,X,X,X
JZITLSO,O,O,X,X
JZITLOS,X,X,X,X
JZITSLO,O,O,X,X
JZITSOL,X,X,X,X
JZITOLS,X,X,X,X
JZITOSL,X,X,X,X
JZILTSO,O,X,X,X
JZILTOS,X,X,X,X
JZILSTO,O,X,X,X
JZILSOT,X,X,X,X
JZILOTS,X,X,X,X
JZILOST,X,X,X,X
JZISTLO,O,O,X,X
JZISTOL,X,X,X,X
JZISLTO,O,X,X,X
JZISLOT,X,X,X,X
JZISOTL,X,X,X,X
JZISOLT,X,X,X,X
JZIOTLS,X,X,X,X
JZIOTSL,X,X,X,X
JZIOLTS,X,X,X,X
JZIOLST,X,X,X,X
JZIOSTL,X,X,X,X
JZIOSLT,X,X,X,X
JZLTISO,O,O,X,X
JZLTIOS,X,X,X,X
JZLTSIO,O,O,X,X
JZLTSOI,O,X,X,X
JZLTOIS,X,X,X,X
JZLTOSI,X,X,X,X
JZLITSO,O,X,X,X
JZLITOS,X,X,X,X
JZLISTO,O,X,X,X
JZLISOT,X,X,X,X
JZLIOTS,X,X,X,X
JZLIOST,X,X,X,X
JZLSTIO,O,O,X,X
JZLSTOI,O,X,X,X
JZLSITO,O,X,X,X
JZLSIOT,X,X,X,X
JZLSOTI,X,X,X,X
JZLSOIT,X,X,X,X
JZLOTIS,X,X,X,X
JZLOTSI,X,X,X,X
JZLOITS,X,X,X,X
JZLOIST,X,X,X,X
JZLOSTI,X,X,X,X
JZLOSIT,X,X,X,X
JZSTILO,X,O,X,X
JZSTIOL,X,X,X,X
JZSTLIO,O,O,X,X
JZSTLOI,O,X,X,X
JZSTOIL,X,X,X,X
JZSTOLI,X,X,X,X
JZSITLO,O,O,X,X
JZSITOL,X,X,X,X
JZSILTO,O,X,X,X
JZSILOT,X,X,X,X
JZSIOTL,X,X,X,X
JZSIOLT,X,X,X,X
JZSLTIO,O,O,X,X
JZSLTOI,O,X,X,X
JZSLITO,O,X,X,X
JZSLIOT,X,X,X,X
JZSLOTI,X,X,X,X
JZSLOIT,X,X,X,X
JZSOTIL,X,O,X,X
JZSOTLI,X,O,X,X
JZSOITL,X,X,X,X
JZSOILT,X,X,X,X
JZSOLTI,X,X,X,X
JZSOLIT,X,X,X,X
JZOTILS,X,O,X,X
JZOTISL,X,O,X,X
JZOTLIS,X,O,X,X
JZOTLSI,X,O,X,X
JZOTSIL,X,O,X,X
JZOTSLI,X,O,X,X
JZOITLS,X,X,X,X
JZOITSL,X,X,X,X
JZOILTS,X,X,X,X
JZOILST,X,X,X,X
JZOISTL,X,X,X,X
JZOISLT,X,X,X,X
JZOLTIS,X,X,X,X
JZOLTSI,X,X,X,X
JZOLITS,X,X,X,X
JZOLIST,X,X,X,X
JZOLSTI,X,X,X,X
JZOLSIT,X,X,X,X
JZOSTIL,X,O,X,X
JZOSTLI,X,O,X,X
JZOSITL,X,X,X,X
JZOSILT,X,X,X,X
JZOSLTI,X,X,X,X
JZOSLIT,X,X,X,X
JOTILSZ,X,X,X,O
JOTILZS,X,X,X,X
JOTISLZ,X,X,X,O
JOTISZL,X,X,O,X
JOTIZLS,X,X,O,X
JOTIZSL,X,X,O,X
JOTLISZ,X,X,X,O
JOTLIZS,X,X,X,X
JOTLSIZ,X,X,X,O
JOTLSZI,X,O,X,O
JOTLZIS,X,O,X,X
JOTLZSI,X,O,X,X
JOTSILZ,X,X,X,O
JOTSIZL,X,X,O,X
JOTSLIZ,X,X,X,O
JOTSLZI,X,O,X,O
JOTSZIL,X,O,O,X
JOTSZLI,X,O,O,X
JOTZILS,X,O,O,X
JOTZISL,X,O,O,X
JOTZLIS,X,O,O,X
JOTZLSI,X,O,O,X
JOTZSIL,X,O,O,X
JOTZSLI,X,O,O,X
JOITLSZ,X,X,X,O
JOITLZS,X,X,X,X
JOITSLZ,X,X,X,O
JOITSZL,X,X,O,X
JOITZLS,X,X,O,X
JOITZSL,X,X,O,X
JOILTSZ,X,X,X,O
JOILTZS,X,X,X,X
JOILSTZ,X,X,X,O
JOILSZT,X,X,X,X
JOILZTS,X,X,X,X
JOILZST,X,X,X,X
JOISTLZ,X,X,X,O
JOISTZL,X,X,O,X
JOISLTZ,X,X,X,O
JOISLZT,X,X,X,X
JOISZTL,X,X,X,X
JOISZLT,X,X,X,X
JOIZTLS,X,X,X,X
JOIZTSL,X,X,X,X
JOIZLTS,X,X,X,X
JOIZLST,X,X,X,X
JOIZSTL,X,X,X,X
JOIZSLT,X,X,X,X
JOLTISZ,X,X,X,O
JOLTIZS,X,X,X,X
JOLTSIZ,X,X,X,O
JOLTSZI,X,O,X,O
JOLTZIS,X,O,X,X
JOLTZSI,X,O,X,X
JOLITSZ,X,X,X,O
JOLITZS,X,X,X,X
JOLISTZ,X,X,X,O
JOLISZT,X,X,X,X
JOLIZTS,X,X,X,X
JOLIZST,X,X,X,X
JOLSTIZ,X,X,X,O
JOLSTZI,X,O,X,O
JOLSITZ,X,X,X,O
JOLSIZT,X,X,X,X
JOLSZTI,X,X,X,X
JOLSZIT,X,X,X,X
JOLZTIS,X,X,X,X
JOLZTSI,X,X,X,X
JOLZITS,X,X,X,X
JOLZIST,X,X,X,X
JOLZSTI,X,X,X,X
JOLZSIT,X,X,X,X
JOSTILZ,X,X,X,O
JOSTIZL,X,X,O,X
JOSTLIZ,X,X,X,O
JOSTLZI,X,O,X,O
JOSTZIL,X,O,O,X
JOSTZLI,X,O,O,X
JOSITLZ,X,X,X,O
JOSITZL,X,X,O,X
JOSILTZ,X,X,X,O
JOSILZT,X,X,X,X
JOSIZTL,X,X,X,X
JOSIZLT,X,X,X,X
JOSLTIZ,X,X,X,O
JOSLTZI,X,O,X,O
JOSLITZ,X,X,X,O
JOSLIZT,X,X,X,X
JOSLZTI,X,X,X,X
JOSLZIT,X,X,X,X
JOSZTIL,X,O,X,X
JOSZTLI,X,O,X,X
JOSZITL,X,X,X,X
JOSZILT,X,X,X,X
JOSZLTI,X,X,X,X
JOSZLIT,X,X,X,X
JOZTILS,X,O,X,X
JOZTISL,X,O,X,X
JOZTLIS,X,O,X,X
JOZTLSI,X,O,X,X
JOZTSIL,X,O,X,X
JOZTSLI,X,O,X,X
JOZITLS,X,X,X,X
JOZITSL,X,X,X,X
JOZILTS,X,X,X,X
JOZILST,X,X,X,X
JOZISTL,X,X,X,X
JOZISLT,X,X,X,X
JOZLTIS,X,X,X,X
JOZLTSI,X,X,X,X
JOZLITS,X,X,X,X
JOZLIST,X,X,X,X
JOZLSTI,X,X,X,X
JOZLSIT,X,X,X,X
JOZSTIL,X,O,X,X
JOZSTLI,X,O,X,X
JOZSITL,X,X,X,X
JOZSILT,X,X,X,X
JOZSLTI,X,X,X,X
JOZSLIT,X,X,X,X
STILJZO,O,X,X,X
STILJOZ,X,X,X,X
STILZJO,O,X,X,X
STILZOJ,O,X,X,X
STILOJZ,X,X,X,X
STILOZJ,O,X,X,X
STIJLZO,O,X,X,X
STIJLOZ,X,X,X,X
STIJZLO,O,X,O,X
STIJZOL,X,X,X,X
STIJOLZ,X,X,X,X
STIJOZL,X,X,X,X
STIZLJO,O,X,O,X
STIZLOJ,O,X,O,X
STIZJLO,X,X,X,X
STIZJOL,X,X,X,X
STIZOLJ,X,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,O,X,X,X
STIOJLZ,O,X,X,X
STIOJZL,O,X,X,X
STIOZLJ,O,X,X,X
STIOZJL,X,X,X,X
STLIJZO,O,X,X,X
STLIJOZ,X,X,X,X
STLIZJO,O,X,X,X
STLIZOJ,O,X,X,X
STLIOJZ,X,X,X,X
STLIOZJ,O,X,X,X
STLJIZO,O,X,X,X
STLJIOZ,X,X,X,X
STLJZIO,O,X,X,X
STLJZOI,O,X,X,X
STLJOIZ,X,X,X,X
STLJOZI,X,X,X,X
STLZIJO,X,X,X,X
STLZIOJ,X,X,X,X
STLZJIO,X,X,X,X
STLZJOI,X,X,X,X
STLZOIJ,X,X,X,X
STLZOJI,X,X,X,X
STLOIJZ,X,X,X,X
STLOIZJ,X,X,X,X
STLOJIZ,X,X,X,X
STLOJZI,X,X,X,X
STLOZIJ,X,X,X,X
STLOZJI,O,X,X,X
STJILZO,O,X,X,X
STJILOZ,X,X,X,X
STJIZLO,O,X,O,X
STJIZOL,X,X,X,X
STJIOLZ,X,X,X,X
STJIOZL,X,X,X,X
STJLIZO,O,X,X,X
STJLIOZ,X,X,X,X
STJLZIO,O,X,X,X
STJLZOI,O,X,X,X
STJLOIZ,X,X,X,X
STJLOZI,X,X,X,X
STJZILO,X,X,O,X
STJZIOL,X,X,X,X
STJZLIO,O,X,O,X
STJZLOI,O,X,O,X
STJZOIL,X,X,O,X
STJZOLI,X,X,O,X
STJOILZ,X,X,X,X
STJOIZL,X,X,O,X
STJOLIZ,X,X,X,X
STJOLZI,X,X,X,X
STJOZIL,X,X,O,X
STJOZLI,X,X,O,X
STZILJO,X,X,O,X
STZILOJ,X,X,O,X
STZIJLO,X,X,X,X
STZIJOL,X,X,X,X
STZIOLJ,X,X,X,X
STZIOJL,X,X,X,X
STZLIJO,X,X,O,X
STZLIOJ,X,X,O,X
STZLJIO,X,X,O,X
STZLJOI,X,X,O,X
STZLOIJ,X,X,O,X
STZLOJI,X,X,O,X
STZJILO,X,X,O,X
STZJIOL,X,X,X,X
STZJLIO,X,X,O,X
STZJLOI,X,X,O,X
STZJOIL,X,X,O,X
STZJOLI,X,X,O,X
STZOILJ,X,X,O,X
STZOIJL,X,X,X,X
STZOLIJ,X,X,O,X
STZOLJI,X,X,O,X
STZOJIL,X,X,O,X
STZOJLI,X,X,O,X
STOILJZ,X,X,X,X
STOILZJ,X,X,X,X
STOIJLZ,X,X,X,X
STOIJZL,X,X,X,X
STOIZLJ,X,X,O,X
STOIZJL,X,X,X,X
STOLIJZ,X,X,X,X
STOLIZJ,X,X,X,X
STOLJIZ,X,X,X,X
STOLJZI,X,X,X,X
STOLZIJ,X,X,X,X
STOLZJI,O,X,X,X
STOJILZ,X,X,X,X
STOJIZL,X,X,O,X
STOJLIZ,X,X,X,X
STOJLZI,O,X,X,X
STOJZIL,X,X,O,X
STOJZLI,O,X,O,X
STOZILJ,X,X,O,X
STOZIJL,X,X,X,X
STOZLIJ,X,X,O,X
STOZLJI,O,X,O,X
STOZJIL,X,X,O,X
STOZJLI,X,X,O,X
SITLJZO,O,X,X,X
SITLJOZ,X,X,X,X
SITLZJO,O,X,X,X
SITLZOJ,O,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,O,X,X,X
SITJLZO,O,X,X,X
SITJLOZ,X,X,X,X
SITJZLO,O,X,O,X
SITJZOL,X,X,X,X
SITJOLZ,X,X,X,X
SITJOZL,X,X,X,X
SITZLJO,O,X,O,X
SITZLOJ,O,X,O,X
SITZJLO,X,X,X,X
SITZJOL,X,X,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,O,X,X,X
SITOJLZ,O,X,X,X
SITOJZL,O,X,X,X
SITOZLJ,O,X,X,X
SITOZJL,X,X,X,X
SILTJZO,O,X,X,X
SILTJOZ,X,X,X,X
SILTZJO,O,X,X,X
SILTZOJ,O,X,X,X
SILTOJZ,X,X,X,X
SILTOZJ,O,X,X,X
SILJTZO,O,X,X,X
SILJTOZ,X,X,X,X
SILJZTO,O,X,X,X
SILJZOT,X,X,X,X
SILJOTZ,X,X,X,X
SILJOZT,X,X,X,X
SILZTJO,O,X,X,X
SILZTOJ,O,X,X,X
SILZJTO,X,X,X,X
SILZJOT,X,X,X,X
SILZOTJ,X,X,X,X
SILZOJT,X,X,X,X
SILOTJZ,X,X,X,X
SILOTZJ,O,X,X,X
SILOJTZ,X,X,X,X
SILOJZT,X,X,X,X
SILOZTJ,O,X,X,X
SILOZJT,X,X,X,X
SIJTLZO,O,X,X,X
SIJTLOZ,X,X,X,X
SIJTZLO,O,X,O,X
SIJTZOL,X,X,X,X
SIJTOLZ,X,X,X,X
SIJTOZL,X,X,X,X
SIJLTZO,O,X,X,X
SIJLTOZ,X,X,X,X
SIJLZTO,O,X,X,X
SIJLZOT,X,X,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,X,X,X,X
SIJZTLO,O,O,X,X
SIJZTOL,X,X,X,X
SIJZLTO,O,X,X,X
SIJZLOT,X,X,X,X
SIJZOTL,X,X,X,X
SIJZOLT,X,X,X,X
SIJOTLZ,X,X,X,X
SIJOTZL,X,X,O,X
SIJOLTZ,X,X,X,X
SIJOLZT,X,X,X,X
SIJOZTL,X,X,X,X
SIJOZLT,X,X,X,X
SIZTLJO,O,O,X,X
SIZTLOJ,O,X,X,X
SIZTJLO,X,X,X,X
SIZTJOL,X,X,X,X
SIZTOLJ,X,X,X,X
SIZTOJL,X,X,X,X
SIZLTJO,O,X,X,X
SIZLTOJ,O,X,X,X
SIZLJTO,X,X,X,X
SIZLJOT,X,X,X,X
SIZLOTJ,X,X,X,X
SIZLOJT,X,X,X,X
SIZJTLO,X,X,X,X
SIZJTOL,X,X,X,X
SIZJLTO,X,X,X,X
SIZJLOT,X,X,X,X
SIZJOTL,X,X,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,X,X,X,X
SIZOTJL,X,X,X,X
SIZOLTJ,X,X,X,X
SIZOLJT,X,X,X,X
SIZOJTL,X,X,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,X,X,X,X
SIOTLZJ,O,X,X,X
SIOTJLZ,O,X,X,X
SIOTJZL,O,X,X,X
SIOTZLJ,O,X,O,X
SIOTZJL,X,X,X,X
SIOLTJZ,X,X,X,X
SIOLTZJ,O,X,X,X
SIOLJTZ,X,X,X,X
SIOLJZT,X,X,X,X
SIOLZTJ,O,X,X,X
SIOLZJT,X,X,X,X
SIOJTLZ,O,X,X,X
SIOJTZL,O,X,X,X
SIOJLTZ,O,X,X,X
SIOJLZT,O,X,X,X
SIOJZTL,O,X,X,X
SIOJZLT,O,X,X,X
SIOZTLJ,O,X,X,X
SIOZTJL,X,X,X,X
SIOZLTJ,O,X,X,X
SIOZLJT,X,X,X,X
SIOZJTL,X,X,X,X
SIOZJLT,X,X,X,X
SLTIJZO,O,X,X,X
SLTIJOZ,X,X,X,X
SLTIZJO,O,X,X,X
SLTIZOJ,O,X,X,X
SLTIOJZ,X,X,X,X
SLTIOZJ,O,X,X,X
SLTJIZO,O,X,X,X
SLTJIOZ,X,X,X,X
SLTJZIO,O,X,X,X
SLTJZOI,O,X,X,X
SLTJOIZ,X,X,X,X
SLTJOZI,X,X,X,X
SLTZIJO,X,X,X,X
SLTZIOJ,X,X,X,X
SLTZJIO,X,X,X,X
SLTZJOI,X,X,X,X
SLTZOIJ,X,X,X,X
SLTZOJI,X,X,X,X
SLTOIJZ,X,X,X,X
SLTOIZJ,X,X,X,X
SLTOJIZ,X,X,X,X
SLTOJZI,X,X,X,X
SLTOZIJ,X,X,X,X
SLTOZJI,O,X,X,X
SLITJZO,O,X,X,X
SLITJOZ,X,X,X,X
SLITZJO,O,X,X,X
SLITZOJ,O,X,X,X
SLITOJZ,X,X,X,X
SLITOZJ,O,X,X,X
SLIJTZO,O,X,X,X
SLIJTOZ,X,X,X,X
SLIJZTO,O,X,X,X
SLIJZOT,X,X,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,X,X,X,X
SLIZTJO,O,X,X,X
SLIZTOJ,O,X,X,X
SLIZJTO,X,X,X,X
SLIZJOT,X,X,X,X
SLIZOTJ,X,X,X,X
SLIZOJT,X,X,X,X
SLIOTJZ,X,X,X,X
SLIOTZJ,O,X,X,X
SLIOJTZ,X,X,X,X
SLIOJZT,X,X,X,X
SLIOZTJ,O,X,X,X
SLIOZJT,X,X,X,X
SLJTIZO,O,X,X,X
SLJTIOZ,X,X,X,X
SLJTZIO,O,X,X,X
SLJTZOI,O,X,X,X
SLJTOIZ,X,X,X,O
SLJTOZI,X,X,X,O
SLJITZO,O,X,X,X
SLJITOZ,X,X,X,X
SLJIZTO,O,X,X,X
SLJIZOT,X,X,X,X
SLJIOTZ,X,X,X,X
SLJIOZT,X,X,X,X
SLJZTIO,O,O,X,X
SLJZTOI,O,X,X,X
SLJZITO,O,X,X,X
SLJZIOT,X,X,X,X
SLJZOTI,X,X,X,X
SLJZOIT,X,X,X,X
SLJOTIZ,X,X,X,O
SLJOTZI,X,O,X,O
SLJOITZ,X,X,X,O
SLJOIZT,X,X,X,X
SLJOZTI,X,X,X,X
SLJOZIT,X,X,X,X
SLZTIJO,X,O,X,X
SLZTIOJ,X,X,X,X
SLZTJIO,X,O,X,X
SLZTJOI,X,X,X,X
SLZTOIJ,X,X,X,X
SLZTOJI,X,X,X,X
SLZITJO,X,X,X,X
SLZITOJ,X,X,X,X
SLZIJTO,X,X,X,X
SLZIJOT,X,X,X,X
SLZIOTJ,X,X,X,X
SLZIOJT,X,X,X,X
SLZJTIO,X,O,X,X
SLZJTOI,X,X,X,X
SLZJITO,X,X,X,X
SLZJIOT,X,X,X,X
SLZJOTI,X,X,X,X
SLZJOIT,X,X,X,X
SLZOTIJ,X,X,X,X
SLZOTJI,X,X,X,X
SLZOITJ,X,X,X,X
SLZOIJT,X,X,X,X
SLZOJTI,X,X,X,X
SLZOJIT,X,X,X,X
SLOTIJZ,X,X,X,X
SLOTIZJ,X,X,X,X
SLOTJIZ,X,X,X,X
SLOTJZI,X,O,X,X
SLOTZIJ,X,O,X,X
SLOTZJI,O,O,X,X
SLOITJZ,X,X,X,X
SLOITZJ,X,X,X,X
SLOIJTZ,X,X,X,O
SLOIJZT,X,X,X,X
SLOIZTJ,X,X,X,X
SLOIZJT,X,X,X,X
SLOJTIZ,X,X,X,O
SLOJTZI,X,O,X,O
SLOJITZ,X,X,X,O
SLOJIZT,X,X,X,X
SLOJZTI,X,X,X,X
SLOJZIT,X,X,X,X
SLOZTIJ,X,X,X,X
SLOZTJI,O,X,X,X
SLOZITJ,X,X,X,X
SLOZIJT,X,X,X,X
SLOZJTI,X,X,X,X
SLOZJIT,X,X,X,X
SJTILZO,O,X,X,X
SJTILOZ,X,X,X,X
SJTIZLO,O,X,O,X
SJTIZOL,X,X,X,X
SJTIOLZ,X,X,X,X
SJTIOZL,X,X,X,X
SJTLIZO,O,X,X,X
SJTLIOZ,X,X,X,X
SJTLZIO,O,X,X,X
SJTLZOI,O,X,X,X
SJTLOIZ,X,X,X,O
SJTLOZI,X,X,X,O
SJTZILO,X,X,O,X
SJTZIOL,X,X,X,X
SJTZLIO,O,X,O,X
SJTZLOI,O,X,O,X
SJTZOIL,X,X,O,X
SJTZOLI,X,X,O,X
SJTOILZ,X,X,X,O
SJTOIZL,X,X,O,X
SJTOLIZ,X,X,X,O
SJTOLZI,X,X,X,O
SJTOZIL,X,X,O,X
SJTOZLI,X,X,O,X
SJITLZO,O,X,X,X
SJITLOZ,X,X,X,X
SJITZLO,O,X,O,X
SJITZOL,X,X,X,X
SJITOLZ,X,X,X,X
SJITOZL,X,X,X,X
SJILTZO,O,X,X,X
SJILTOZ,X,X,X,X
SJILZTO,O,X,X,X
SJILZOT,X,X,X,X
SJILOTZ,X,X,X,X
SJILOZT,X,X,X,X
SJIZTLO,O,O,X,X
SJIZTOL,X,X,X,X
SJIZLTO,O,X,X,X
SJIZLOT,X,X,X,X
SJIZOTL,X,X,X,X
SJIZOLT,X,X,X,X
SJIOTLZ,X,X,X,X
SJIOTZL,X,X,O,X
SJIOLTZ,X,X,X,X
SJIOLZT,X,X,X,X
SJIOZTL,X,X,X,X
SJIOZLT,X,X,X,X
SJLTIZO,O,X,X,X
SJLTIOZ,X,X,X,X
SJLTZIO,O,X,X,X
SJLTZOI,O,X,X,X
SJLTOIZ,X,X,X,O
SJLTOZI,X,X,X,O
SJLITZO,O,X,X,X
SJLITOZ,X,X,X,X
SJLIZTO,O,X,X,X
SJLIZOT,X,X,X,X
SJLIOTZ,X,X,X,X
SJLIOZT,X,X,X,X
SJLZTIO,O,O,X,X
SJLZTOI,O,X,X,X
SJLZITO,O,X,X,X
SJLZIOT,X,X,X,X
SJLZOTI,X,X,X,X
SJLZOIT,X,X,X,X
SJLOTIZ,X,X,X,O
SJLOTZI,X,O,X,O
SJLOITZ,X,X,X,O
SJLOIZT,X,X,X,X
SJLOZTI,X,X,X,X
SJLOZIT,X,X,X,X
SJZTILO,X,O,X,X
SJZTIOL,X,X,X,X
SJZTLIO,O,O,X,X
SJZTLOI,O,X,X,X
SJZTOIL,X,X,X,X
SJZTOLI,X,X,X,X
SJZITLO,O,O,X,X
SJZITOL,X,X,X,X
SJZILTO,O,X,X,X
SJZILOT,X,X,X,X
SJZIOTL,X,X,X,X
SJZIOLT,X,X,X,X
SJZLTIO,O,O,X,X
SJZLTOI,O,X,X,X
SJZLITO,O,X,X,X
SJZLIOT,X,X,X,X
SJZLOTI,X,X,X,X
SJZLOIT,X,X,X,X
SJZOTIL,X,O,X,X
SJZOTLI,X,O,X,X
SJZOITL,X,X,X,X
SJZOILT,X,X,X,X
SJZOLTI,X,X,X,X
SJZOLIT,X,X,X,X
SJOTILZ,X,X,X,O
SJOTIZL,X,X,O,X
SJOTLIZ,X,X,X,O
SJOTLZI,X,O,X,O
SJOTZIL,X,O,O,X
SJOTZLI,X,O,O,X
SJOITLZ,X,X,X,O
SJOITZL,X,X,O,X
SJOILTZ,X,X,X,O
SJOILZT,X,X,X,X
SJOIZTL,X,X,X,X
SJOIZLT,X,X,X,X
SJOLTIZ,X,X,X,O
SJOLTZI,X,O,X,O
SJOLITZ,X,X,X,O
SJOLIZT,X,X,X,X
SJOLZTI,X,X,X,X
SJOLZIT,X,X,X,X
SJOZTIL,X,O,X,X
SJOZTLI,X,O,X,X
SJOZITL,X,X,X,X
SJOZILT,X,X,X,X
SJOZLTI,X,X,X,X
SJOZLIT,X,X,X,X
SZTILJO,X,O,X,X
SZTILOJ,X,X,X,X
SZTIJLO,X,X,X,X
SZTIJOL,X,X,X,X
SZTIOLJ,X,X,X,X
SZTIOJL,X,X,X,X
SZTLIJO,X,O,X,X
SZTLIOJ,X,X,X,X
SZTLJIO,X,O,X,X
SZTLJOI,X,X,X,X
SZTLOIJ,X,X,X,X
SZTLOJI,X,X,X,X
SZTJILO,X,O,X,X
SZTJIOL,X,X,X,X
SZTJLIO,X,O,X,X
SZTJLOI,X,X,X,X
SZTJOIL,X,X,X,X
SZTJOLI,X,X,X,X
SZTOILJ,X,X,X,X
SZTOIJL,X,X,X,X
SZTOLIJ,X,X,X,X
SZTOLJI,X,X,X,X
SZTOJIL,X,X,X,X
SZTOJLI,X,X,X,X
SZITLJO,X,O,X,X
SZITLOJ,X,X,X,X
SZITJLO,X,X,X,X
SZITJOL,X,X,X,X
SZITOLJ,X,X,X,X
SZITOJL,X,X,X,X
SZILTJO,X,X,X,X
SZILTOJ,X,X,X,X
SZILJTO,X,X,X,X
SZILJOT,X,X,X,X
SZILOTJ,X,X,X,X
SZILOJT,X,X,X,X
SZIJTLO,X,X,X,X
SZIJTOL,X,X,X,X
SZIJLTO,X,X,X,X
SZIJLOT,X,X,X,X
SZIJOTL,X,X,X,X
SZIJOLT,X,X,X,X
SZIOTLJ,X,X,X,X
SZIOTJL,X,X,X,X
SZIOLTJ,X,X,X,X
SZIOLJT,X,X,X,X
SZIOJTL,X,X,X,X
SZIOJLT,X,X,X,X
SZLTIJO,X,O,X,X
SZLTIOJ,X,X,X,X
SZLTJIO,X,O,X,X
SZLTJOI,X,X,X,X
SZLTOIJ,X,X,X,X
SZLTOJI,X,X,X,X
SZLITJO,X,X,X,X
SZLITOJ,X,X,X,X
SZLIJTO,X,X,X,X
SZLIJOT,X,X,X,X
SZLIOTJ,X,X,X,X
SZLIOJT,X,X,X,X
SZLJTIO,X,O,X,X
SZLJTOI,X,X,X,X
SZLJITO,X,X,X,X
SZLJIOT,X,X,X,X
SZLJOTI,X,X,X,X
SZLJOIT,X,X,X,X
SZLOTIJ,X,X,X,X
SZLOTJI,X,X,X,X
SZLOITJ,X,X,X,X
SZLOIJT,X,X,X,X
SZLOJTI,X,X,X,X
SZLOJIT,X,X,X,X
SZJTILO,X,O,X,X
SZJTIOL,X,X,X,X
SZJTLIO,X,O,X,X
SZJTLOI,X,X,X,X
SZJTOIL,X,X,X,X
SZJTOLI,X,X,X,X
