sequence,v115@IhA8FeA8BeA8EeB8AeC8BeD8KeOEJvhFTgBihB3iB5?oB1rB0qB,v115@IhA8FeA8BeA8EeB8AeC8BeD8KeOEJvhFTgBKmBfnBl?iB5oB0qB,v115@IhA8FeA8BeA8EeB8AeC8BeD8KeOEJvhFihB3iB5oBT?lB1rB0qB
ZLSITOJ,X,O,X
ZLSIJTO,X,O,X
ZLSIJOT,O,O,X
ZLSIOTJ,O,O,X
ZLSIOJT,O,O,X
ZLSJTIO,X,O,X
ZLSJTOI,X,O,X
ZLSJITO,X,O,X
ZLSJIOT,O,O,X
ZLSJOTI,O,O,X
ZLSJOIT,O,O,X
ZLSOTIJ,O,O,X
ZLSOTJI,O,O,X
ZLSOITJ,O,O,X
ZLSOIJT,O,O,X
ZLSOJTI,O,O,X
ZLSOJIT,O,O,X
ZLOTIJS,O,O,X
ZLOTISJ,O,O,X
ZLOTJIS,O,O,X
ZLOTJSI,O,O,X
ZLOTSIJ,O,O,X
ZLOTSJI,O,O,X
ZLOITJS,O,O,X
ZLOITSJ,O,O,X
ZLOIJTS,O,O,X
ZLOIJST,O,O,X
ZLOISTJ,O,O,X
ZLOISJT,O,O,X
ZLOJTIS,O,O,X
ZLOJTSI,O,O,X
ZLOJITS,O,O,X
ZLOJIST,O,O,X
ZLOJSTI,O,O,X
ZLOJSIT,O,O,X
ZLOSTIJ,O,O,X
ZLOSTJI,O,O,X
ZLOSITJ,O,O,X
ZLOSIJT,O,O,X
ZLOSJTI,O,O,X
ZLOSJIT,O,O,X
ZJTILSO,O,O,O
ZJTILOS,O,O,O
ZJTISLO,O,O,O
ZJTISOL,O,O,O
ZJTIOLS,O,O,O
ZJTIOSL,O,O,O
ZJTLISO,O,O,O
ZJTLIOS,O,O,O
ZJTLSIO,O,O,O
ZJTLSOI,O,O,O
ZJTLOIS,O,O,O
ZJTLOSI,O,O,O
ZJTSILO,O,O,O
ZJTSIOL,O,O,O
ZJTSLIO,O,O,O
ZJTSLOI,O,O,O
ZJTSOIL,O,O,O
ZJTSOLI,O,O,O
ZJTOILS,O,O,O
ZJTOISL,O,O,O
ZJTOLIS,O,O,O
ZJTOLSI,O,O,O
ZJTOSIL,O,O,O
ZJTOSLI,O,O,O
ZJITLSO,O,O,O
ZJITLOS,O,O,O
ZJITSLO,O,O,O
ZJITSOL,O,O,O
ZJITOLS,O,O,O
ZJITOSL,O,O,O
ZJILTSO,O,O,X
ZJILTOS,O,O,X
ZJILSTO,X,O,X
ZJILSOT,O,O,X
ZJILOTS,O,O,X
ZJILOST,O,O,X
ZJISTLO,O,O,O
ZJISTOL,O,O,O
ZJISLTO,X,O,X
ZJISLOT,O,O,X
ZJISOTL,O,O,O
ZJISOLT,O,O,X
ZJIOTLS,O,O,O
ZJIOTSL,O,O,O
ZJIOLTS,O,O,X
ZJIOLST,O,O,X
ZJIOSTL,O,O,O
ZJIOSLT,O,O,X
ZJLTISO,O,O,X
ZJLTIOS,O,O,X
ZJLTSIO,O,O,X
ZJLTSOI,O,O,X
ZJLTOIS,O,O,X
ZJLTOSI,O,O,X
ZJLITSO,O,O,X
ZJLITOS,O,O,X
ZJLISTO,X,O,X
ZJLISOT,O,O,X
ZJLIOTS,O,O,X
ZJLIOST,O,O,X
ZJLSTIO,X,O,X
ZJLSTOI,X,O,X
ZJLSITO,X,O,X
ZJLSIOT,O,O,X
ZJLSOTI,O,O,X
ZJLSOIT,O,O,X
ZJLOTIS,O,O,X
ZJLOTSI,O,O,X
ZJLOITS,O,O,X
ZJLOIST,O,O,X
ZJLOSTI,O,O,X
ZJLOSIT,O,O,X
ZJSTILO,O,O,O
ZJSTIOL,O,O,O
ZJSTLIO,O,O,O
ZJSTLOI,O,O,O
ZJSTOIL,O,O,O
ZJSTOLI,O,O,O
ZJSITLO,O,O,O
ZJSITOL,O,O,O
ZJSILTO,X,O,X
ZJSILOT,O,O,X
ZJSIOTL,O,O,O
ZJSIOLT,O,O,X
ZJSLTIO,X,O,X
ZJSLTOI,X,O,X
ZJSLITO,X,O,X
ZJSLIOT,O,O,X
ZJSLOTI,O,O,X
ZJSLOIT,O,O,X
ZJSOTIL,O,O,O
ZJSOTLI,O,O,O
ZJSOITL,O,O,O
ZJSOILT,O,O,X
ZJSOLTI,O,O,X
ZJSOLIT,O,O,X
ZJOTILS,O,O,O
ZJOTISL,O,O,O
ZJOTLIS,O,O,O
ZJOTLSI,O,O,O
ZJOTSIL,O,O,O
ZJOTSLI,O,O,O
ZJOITLS,O,O,O
ZJOITSL,O,O,O
ZJOILTS,O,O,X
ZJOILST,O,O,X
ZJOISTL,O,O,O
ZJOISLT,O,O,X
ZJOLTIS,O,O,X
ZJOLTSI,O,O,X
ZJOLITS,O,O,X
ZJOLIST,O,O,X
ZJOLSTI,O,O,X
ZJOLSIT,O,O,X
ZJOSTIL,O,O,O
ZJOSTLI,O,O,O
ZJOSITL,O,O,O
ZJOSILT,O,O,X
ZJOSLTI,O,O,X
ZJOSLIT,O,O,X
ZSTILJO,O,O,O
ZSTILOJ,O,O,O
ZSTIJLO,O,O,O
ZSTIJOL,O,O,O
ZSTIOLJ,O,O,O
ZSTIOJL,O,O,O
ZSTLIJO,O,O,O
ZSTLIOJ,O,O,O
ZSTLJIO,O,O,O
ZSTLJOI,O,O,O
ZSTLOIJ,O,O,O
ZSTLOJI,O,O,O
ZSTJILO,O,O,O
ZSTJIOL,O,O,O
ZSTJLIO,O,O,O
ZSTJLOI,O,O,O
ZSTJOIL,O,O,O
ZSTJOLI,O,O,O
ZSTOILJ,O,O,O
ZSTOIJL,O,O,O
ZSTOLIJ,O,O,O
ZSTOLJI,O,O,O
ZSTOJIL,O,O,O
ZSTOJLI,O,O,O
ZSITLJO,O,O,O
ZSITLOJ,O,O,O
ZSITJLO,O,O,O
ZSITJOL,O,O,O
ZSITOLJ,O,O,O
ZSITOJL,O,O,O
ZSILTJO,X,O,X
ZSILTOJ,X,O,X
ZSILJTO,X,O,X
ZSILJOT,O,O,X
ZSILOTJ,O,O,X
ZSILOJT,O,O,X
ZSIJTLO,O,O,O
ZSIJTOL,O,O,O
ZSIJLTO,X,O,X
ZSIJLOT,O,O,X
ZSIJOTL,O,O,O
ZSIJOLT,O,O,X
ZSIOTLJ,O,O,O
ZSIOTJL,O,O,O
ZSIOLTJ,O,O,X
ZSIOLJT,O,O,X
ZSIOJTL,O,O,O
ZSIOJLT,O,O,X
ZSLTIJO,X,O,X
ZSLTIOJ,X,O,X
ZSLTJIO,X,O,X
ZSLTJOI,X,O,X
ZSLTOIJ,X,O,X
ZSLTOJI,X,O,X
ZSLITJO,X,O,X
ZSLITOJ,X,O,X
ZSLIJTO,X,O,X
ZSLIJOT,O,O,X
ZSLIOTJ,O,O,X
ZSLIOJT,O,O,X
ZSLJTIO,X,O,X
ZSLJTOI,X,O,X
ZSLJITO,X,O,X
ZSLJIOT,O,O,X
ZSLJOTI,O,O,X
ZSLJOIT,O,O,X
ZSLOTIJ,O,O,X
ZSLOTJI,O,O,X
ZSLOITJ,O,O,X
ZSLOIJT,O,O,X
ZSLOJTI,O,O,X
ZSLOJIT,O,O,X
ZSJTILO,O,O,O
ZSJTIOL,O,O,O
ZSJTLIO,O,O,O
ZSJTLOI,O,O,O
ZSJTOIL,O,O,O
ZSJTOLI,O,O,O
ZSJITLO,O,O,O
ZSJITOL,O,O,O
ZSJILTO,X,O,X
ZSJILOT,O,O,X
ZSJIOTL,O,O,O
ZSJIOLT,O,O,X
ZSJLTIO,X,O,X
ZSJLTOI,X,O,X
ZSJLITO,X,O,X
ZSJLIOT,O,O,X
ZSJLOTI,O,O,X
ZSJLOIT,O,O,X
ZSJOTIL,O,O,O
ZSJOTLI,O,O,O
ZSJOITL,O,O,O
ZSJOILT,O,O,X
ZSJOLTI,O,O,X
ZSJOLIT,O,O,X
ZSOTILJ,O,O,O
ZSOTIJL,O,O,O
ZSOTLIJ,O,O,O
ZSOTLJI,O,O,O
ZSOTJIL,O,O,O
ZSOTJLI,O,O,O
ZSOITLJ,O,O,O
ZSOITJL,O,O,O
ZSOILTJ,O,O,X
ZSOILJT,O,O,X
ZSOIJTL,O,O,O
ZSOIJLT,O,O,X
ZSOLTIJ,O,O,X
ZSOLTJI,O,O,X
ZSOLITJ,O,O,X
ZSOLIJT,O,O,X
ZSOLJTI,O,O,X
ZSOLJIT,O,O,X
ZSOJTIL,O,O,O
ZSOJTLI,O,O,O
ZSOJITL,O,O,O
ZSOJILT,O,O,X
ZSOJLTI,O,O,X
ZSOJLIT,O,O,X
ZOTILJS,O,O,O
ZOTILSJ,O,O,O
ZOTIJLS,O,O,O
ZOTIJSL,O,O,O
ZOTISLJ,O,O,O
ZOTISJL,O,O,O
ZOTLIJS,O,O,O
ZOTLISJ,O,O,O
ZOTLJIS,O,O,O
ZOTLJSI,O,O,O
ZOTLSIJ,O,O,O
ZOTLSJI,O,O,O
ZOTJILS,O,O,O
ZOTJISL,O,O,O
ZOTJLIS,O,O,O
ZOTJLSI,O,O,O
ZOTJSIL,O,O,O
ZOTJSLI,O,O,O
ZOTSILJ,O,O,O
ZOTSIJL,O,O,O
ZOTSLIJ,O,O,O
ZOTSLJI,O,O,O
ZOTSJIL,O,O,O
ZOTSJLI,O,O,O
ZOITLJS,O,O,O
ZOITLSJ,O,O,O
ZOITJLS,O,O,O
ZOITJSL,O,O,O
ZOITSLJ,O,O,O
ZOITSJL,O,O,O
ZOILTJS,O,O,X
ZOILTSJ,O,O,X
ZOILJTS,O,O,X
ZOILJST,O,O,X
ZOILSTJ,O,O,X
ZOILSJT,O,O,X
ZOIJTLS,O,O,O
ZOIJTSL,O,O,O
ZOIJLTS,O,O,X
ZOIJLST,O,O,X
ZOIJSTL,O,O,O
ZOIJSLT,O,O,X
ZOISTLJ,O,O,O
ZOISTJL,O,O,O
ZOISLTJ,O,O,X
ZOISLJT,O,O,X
ZOISJTL,O,O,O
ZOISJLT,O,O,X
ZOLTIJS,O,O,X
ZOLTISJ,O,O,X
ZOLTJIS,O,O,X
ZOLTJSI,O,O,X
ZOLTSIJ,O,O,X
ZOLTSJI,O,O,X
ZOLITJS,O,O,X
ZOLITSJ,O,O,X
ZOLIJTS,O,O,X
ZOLIJST,O,O,X
ZOLISTJ,O,O,X
ZOLISJT,O,O,X
ZOLJTIS,O,O,X
ZOLJTSI,O,O,X
ZOLJITS,O,O,X
ZOLJIST,O,O,X
ZOLJSTI,O,O,X
ZOLJSIT,O,O,X
ZOLSTIJ,O,O,X
ZOLSTJI,O,O,X
ZOLSITJ,O,O,X
ZOLSIJT,O,O,X
ZOLSJTI,O,O,X
ZOLSJIT,O,O,X
ZOJTILS,O,O,O
ZOJTISL,O,O,O
ZOJTLIS,O,O,O
ZOJTLSI,O,O,O
ZOJTSIL,O,O,O
ZOJTSLI,O,O,O
ZOJITLS,O,O,O
ZOJITSL,O,O,O
ZOJILTS,O,O,X
ZOJILST,O,O,X
ZOJISTL,O,O,O
ZOJISLT,O,O,X
ZOJLTIS,O,O,X
ZOJLTSI,O,O,X
ZOJLITS,O,O,X
ZOJLIST,O,O,X
ZOJLSTI,O,O,X
ZOJLSIT,O,O,X
ZOJSTIL,O,O,O
ZOJSTLI,O,O,O
ZOJSITL,O,O,O
ZOJSILT,O,O,X
ZOJSLTI,O,O,X
ZOJSLIT,O,O,X
ZOSTILJ,O,O,O
ZOSTIJL,O,O,O
ZOSTLIJ,O,O,O
ZOSTLJI,O,O,O
ZOSTJIL,O,O,O
ZOSTJLI,O,O,O
ZOSITLJ,O,O,O
ZOSITJL,O,O,O
ZOSILTJ,O,O,X
ZOSILJT,O,O,X
ZOSIJTL,O,O,O
ZOSIJLT,O,O,X
ZOSLTIJ,O,O,X
ZOSLTJI,O,O,X
ZOSLITJ,O,O,X
ZOSLIJT,O,O,X
ZOSLJTI,O,O,X
ZOSLJIT,O,O,X
ZOSJTIL,O,O,O
ZOSJTLI,O,O,O
ZOSJITL,O,O,O
ZOSJILT,O,O,X
ZOSJLTI,O,O,X
ZOSJLIT,O,O,X
OTILJSZ,O,X,O
OTILJZS,O,X,O
OTILSJZ,O,X,O
OTILSZJ,O,X,O
OTILZJS,O,X,O
OTILZSJ,O,X,O
OTIJLSZ,O,X,O
OTIJLZS,O,X,O
OTIJSLZ,O,O,O
OTIJSZL,O,O,O
OTIJZLS,O,X,O
OTIJZSL,O,O,O
OTISLJZ,O,O,O
OTISLZJ,O,O,O
OTISJLZ,O,O,O
OTISJZL,O,O,O
OTISZLJ,O,O,O
OTISZJL,O,O,O
OTIZLJS,O,X,O
OTIZLSJ,O,X,O
OTIZJLS,O,X,O
OTIZJSL,O,O,O
OTIZSLJ,O,O,O
OTIZSJL,O,O,O
OTLIJSZ,O,X,O
OTLIJZS,O,X,O
OTLISJZ,O,X,O
OTLISZJ,O,X,O
OTLIZJS,O,X,O
OTLIZSJ,O,X,O
OTLJISZ,O,X,O
OTLJIZS,O,X,O
OTLJSIZ,O,X,O
OTLJSZI,O,X,O
OTLJZIS,O,X,O
OTLJZSI,O,X,O
OTLSIJZ,O,X,O
OTLSIZJ,O,X,O
OTLSJIZ,O,X,O
OTLSJZI,O,X,O
OTLSZIJ,O,X,O
OTLSZJI,O,X,O
OTLZIJS,O,X,O
OTLZISJ,O,X,O
OTLZJIS,O,X,O
OTLZJSI,O,X,O
OTLZSIJ,O,X,O
OTLZSJI,O,X,O
OTJILSZ,O,X,O
OTJILZS,O,X,O
OTJISLZ,O,O,O
OTJISZL,O,O,O
OTJIZLS,O,X,O
OTJIZSL,O,O,O
OTJLISZ,O,X,O
OTJLIZS,O,X,O
OTJLSIZ,O,X,O
OTJLSZI,O,X,O
OTJLZIS,O,X,O
OTJLZSI,O,X,O
OTJSILZ,O,O,O
OTJSIZL,O,O,O
OTJSLIZ,O,O,O
OTJSLZI,O,O,O
OTJSZIL,O,O,O
OTJSZLI,O,O,O
OTJZILS,O,X,O
OTJZISL,O,O,O
OTJZLIS,O,X,O
OTJZLSI,O,X,O
OTJZSIL,O,O,O
OTJZSLI,O,O,O
OTSILJZ,O,O,O
OTSILZJ,O,O,O
OTSIJLZ,O,O,O
OTSIJZL,O,O,O
OTSIZLJ,O,O,O
OTSIZJL,O,O,O
OTSLIJZ,O,O,O
OTSLIZJ,O,O,O
OTSLJIZ,O,O,O
OTSLJZI,O,O,O
OTSLZIJ,O,O,O
OTSLZJI,O,O,O
OTSJILZ,O,O,O
OTSJIZL,O,O,O
OTSJLIZ,O,O,O
OTSJLZI,O,O,O
OTSJZIL,O,O,O
OTSJZLI,O,O,O
OTSZILJ,O,O,O
OTSZIJL,O,O,O
OTSZLIJ,O,O,O
OTSZLJI,O,O,O
OTSZJIL,O,O,O
OTSZJLI,O,O,O
OTZILJS,O,X,O
OTZILSJ,O,X,O
OTZIJLS,O,X,O
OTZIJSL,O,O,O
OTZISLJ,O,O,O
OTZISJL,O,O,O
OTZLIJS,O,X,O
OTZLISJ,O,X,O
OTZLJIS,O,X,O
OTZLJSI,O,X,O
OTZLSIJ,O,X,O
OTZLSJI,O,X,O
OTZJILS,O,X,O
OTZJISL,O,O,O
OTZJLIS,O,X,O
OTZJLSI,O,X,O
OTZJSIL,O,O,O
OTZJSLI,O,O,O
OTZSILJ,O,O,O
OTZSIJL,O,O,O
OTZSLIJ,O,O,O
OTZSLJI,O,O,O
OTZSJIL,O,O,O
OTZSJLI,O,O,O
OITLJSZ,O,X,O
OITLJZS,O,X,O
OITLSJZ,O,X,O
OITLSZJ,O,X,O
OITLZJS,O,X,O
OITLZSJ,O,X,O
OITJLSZ,O,X,O
OITJLZS,O,X,O
OITJSLZ,O,O,O
OITJSZL,O,O,O
OITJZLS,O,X,O
OITJZSL,O,O,O
OITSLJZ,O,O,O
OITSLZJ,O,O,O
OITSJLZ,O,O,O
OITSJZL,O,O,O
OITSZLJ,O,O,O
OITSZJL,O,O,O
OITZLJS,O,X,O
OITZLSJ,O,X,O
OITZJLS,O,X,O
OITZJSL,O,O,O
OITZSLJ,O,O,O
OITZSJL,O,O,O
OILTJSZ,X,X,O
OILTJZS,X,X,O
OILTSJZ,X,X,O
OILTSZJ,X,X,O
OILTZJS,X,X,O
OILTZSJ,X,X,O
OILJTSZ,X,X,O
OILJTZS,X,X,O
OILJSTZ,X,O,O
OILJSZT,X,O,X
OILJZTS,X,O,X
OILJZST,X,O,X
OILSTJZ,X,O,O
OILSTZJ,X,O,O
OILSJTZ,X,O,O
OILSJZT,X,O,X
OILSZTJ,X,O,X
OILSZJT,X,O,X
OILZTJS,X,O,X
OILZTSJ,X,O,X
OILZJTS,X,O,X
OILZJST,X,O,X
OILZSTJ,X,O,X
OILZSJT,X,O,X
OIJTLSZ,O,X,O
OIJTLZS,O,X,O
OIJTSLZ,O,O,O
OIJTSZL,O,O,O
OIJTZLS,O,X,O
OIJTZSL,O,O,O
OIJLTSZ,X,X,O
OIJLTZS,X,X,O
OIJLSTZ,X,O,O
OIJLSZT,X,O,X
OIJLZTS,X,O,X
OIJLZST,X,O,X
OIJSTLZ,O,O,O
OIJSTZL,O,O,O
OIJSLTZ,X,O,O
OIJSLZT,X,O,X
OIJSZTL,O,O,O
OIJSZLT,O,O,X
OIJZTLS,O,O,O
OIJZTSL,O,O,O
OIJZLTS,O,O,X
OIJZLST,O,O,X
OIJZSTL,O,O,O
OIJZSLT,O,O,X
OISTLJZ,O,O,O
OISTLZJ,O,O,O
OISTJLZ,O,O,O
OISTJZL,O,O,O
OISTZLJ,O,O,O
OISTZJL,O,O,O
OISLTJZ,X,O,O
OISLTZJ,X,O,O
OISLJTZ,X,O,O
OISLJZT,X,O,X
OISLZTJ,X,O,X
OISLZJT,X,O,X
OISJTLZ,O,O,O
OISJTZL,O,O,O
OISJLTZ,X,O,O
OISJLZT,X,O,X
OISJZTL,O,O,O
OISJZLT,O,O,X
OISZTLJ,O,O,O
OISZTJL,O,O,O
OISZLTJ,O,O,X
OISZLJT,O,O,X
OISZJTL,O,O,O
OISZJLT,O,O,X
OIZTLJS,O,O,O
OIZTLSJ,O,O,O
OIZTJLS,O,O,O
OIZTJSL,O,O,O
OIZTSLJ,O,O,O
OIZTSJL,O,O,O
OIZLTJS,O,O,X
OIZLTSJ,O,O,X
OIZLJTS,O,O,X
OIZLJST,O,O,X
OIZLSTJ,O,O,X
OIZLSJT,O,O,X
OIZJTLS,O,O,O
OIZJTSL,O,O,O
OIZJLTS,O,O,X
OIZJLST,O,O,X
OIZJSTL,O,O,O
OIZJSLT,O,O,X
OIZSTLJ,O,O,O
OIZSTJL,O,O,O
OIZSLTJ,O,O,X
OIZSLJT,O,O,X
OIZSJTL,O,O,O
OIZSJLT,O,O,X
OLTIJSZ,X,X,O
OLTIJZS,X,X,O
OLTISJZ,X,X,O
OLTISZJ,X,X,O
OLTIZJS,X,X,O
OLTIZSJ,X,X,O
OLTJISZ,X,X,O
OLTJIZS,X,X,O
OLTJSIZ,X,X,O
OLTJSZI,X,X,O
OLTJZIS,X,X,O
OLTJZSI,X,X,O
OLTSIJZ,X,X,O
OLTSIZJ,X,X,O
OLTSJIZ,X,X,O
OLTSJZI,X,X,O
OLTSZIJ,X,X,O
OLTSZJI,X,X,O
OLTZIJS,X,X,O
OLTZISJ,X,X,O
OLTZJIS,X,X,O
OLTZJSI,X,X,O
OLTZSIJ,X,X,O
OLTZSJI,X,X,O
OLITJSZ,X,X,O
OLITJZS,X,X,O
OLITSJZ,X,X,O
OLITSZJ,X,X,O
OLITZJS,X,X,O
OLITZSJ,X,X,O
OLIJTSZ,X,X,O
OLIJTZS,X,X,O
OLIJSTZ,X,O,O
OLIJSZT,X,O,X
OLIJZTS,X,O,X
OLIJZST,X,O,X
OLISTJZ,X,O,O
OLISTZJ,X,O,O
OLISJTZ,X,O,O
OLISJZT,X,O,X
OLISZTJ,X,O,X
OLISZJT,X,O,X
OLIZTJS,X,O,X
OLIZTSJ,X,O,X
OLIZJTS,X,O,X
OLIZJST,X,O,X
OLIZSTJ,X,O,X
OLIZSJT,X,O,X
OLJTISZ,X,X,O
OLJTIZS,X,X,O
OLJTSIZ,X,X,O
OLJTSZI,X,X,O
OLJTZIS,X,X,O
OLJTZSI,X,X,O
OLJITSZ,X,X,O
OLJITZS,X,X,O
OLJISTZ,X,O,O
OLJISZT,X,O,X
OLJIZTS,X,O,X
OLJIZST,X,O,X
OLJSTIZ,X,O,O
OLJSTZI,X,O,O
OLJSITZ,X,O,O
OLJSIZT,X,O,X
OLJSZTI,X,O,X
OLJSZIT,X,O,X
OLJZTIS,X,O,X
OLJZTSI,X,O,X
OLJZITS,X,O,X
OLJZIST,X,O,X
OLJZSTI,X,O,X
OLJZSIT,X,O,X
OLSTIJZ,X,O,O
OLSTIZJ,X,O,O
OLSTJIZ,X,O,O
OLSTJZI,X,O,O
OLSTZIJ,X,O,O
OLSTZJI,X,O,O
OLSITJZ,X,O,O
OLSITZJ,X,O,O
OLSIJTZ,X,O,O
OLSIJZT,X,O,X
OLSIZTJ,X,O,X
OLSIZJT,X,O,X
OLSJTIZ,X,O,O
OLSJTZI,X,O,O
OLSJITZ,X,O,O
OLSJIZT,X,O,X
OLSJZTI,X,O,X
OLSJZIT,X,O,X
OLSZTIJ,X,O,X
OLSZTJI,X,O,X
OLSZITJ,X,O,X
OLSZIJT,X,O,X
OLSZJTI,X,O,X
OLSZJIT,X,O,X
OLZTIJS,X,O,X
OLZTISJ,X,O,X
OLZTJIS,X,O,X
OLZTJSI,X,O,X
OLZTSIJ,X,O,X
OLZTSJI,X,O,X
OLZITJS,X,O,X
OLZITSJ,X,O,X
OLZIJTS,X,O,X
OLZIJST,X,O,X
OLZISTJ,X,O,X
OLZISJT,X,O,X
OLZJTIS,X,O,X
OLZJTSI,X,O,X
OLZJITS,X,O,X
OLZJIST,X,O,X
OLZJSTI,X,O,X
OLZJSIT,X,O,X
OLZSTIJ,X,O,X
OLZSTJI,X,O,X
OLZSITJ,X,O,X
OLZSIJT,X,O,X
OLZSJTI,X,O,X
OLZSJIT,X,O,X
OJTILSZ,O,X,O
OJTILZS,O,X,O
OJTISLZ,O,O,O
OJTISZL,O,O,O
OJTIZLS,O,X,O
OJTIZSL,O,O,O
OJTLISZ,O,X,O
OJTLIZS,O,X,O
OJTLSIZ,O,X,O
OJTLSZI,O,X,O
OJTLZIS,O,X,O
OJTLZSI,O,X,O
OJTSILZ,O,O,O
OJTSIZL,O,O,O
OJTSLIZ,O,O,O
OJTSLZI,O,O,O
OJTSZIL,O,O,O
OJTSZLI,O,O,O
OJTZILS,O,X,O
OJTZISL,O,O,O
OJTZLIS,O,X,O
OJTZLSI,O,X,O
OJTZSIL,O,O,O
OJTZSLI,O,O,O
OJITLSZ,O,X,O
OJITLZS,O,X,O
OJITSLZ,O,O,O
OJITSZL,O,O,O
OJITZLS,O,X,O
OJITZSL,O,O,O
OJILTSZ,X,X,O
OJILTZS,X,X,O
OJILSTZ,X,O,O
OJILSZT,X,O,X
OJILZTS,X,O,X
OJILZST,X,O,X
OJISTLZ,O,O,O
OJISTZL,O,O,O
OJISLTZ,X,O,O
OJISLZT,X,O,X
OJISZTL,O,O,O
OJISZLT,O,O,X
OJIZTLS,O,O,O
OJIZTSL,O,O,O
OJIZLTS,O,O,X
OJIZLST,O,O,X
OJIZSTL,O,O,O
OJIZSLT,O,O,X
OJLTISZ,X,X,O
OJLTIZS,X,X,O
OJLTSIZ,X,X,O
OJLTSZI,X,X,O
OJLTZIS,X,X,O
OJLTZSI,X,X,O
OJLITSZ,X,X,O
OJLITZS,X,X,O
OJLISTZ,X,O,O
OJLISZT,X,O,X
OJLIZTS,X,O,X
OJLIZST,X,O,X
OJLSTIZ,X,O,O
OJLSTZI,X,O,O
OJLSITZ,X,O,O
OJLSIZT,X,O,X
OJLSZTI,X,O,X
OJLSZIT,X,O,X
OJLZTIS,X,O,X
OJLZTSI,X,O,X
OJLZITS,X,O,X
OJLZIST,X,O,X
OJLZSTI,X,O,X
OJLZSIT,X,O,X
OJSTILZ,O,O,O
OJSTIZL,O,O,O
OJSTLIZ,O,O,O
OJSTLZI,O,O,O
OJSTZIL,O,O,O
OJSTZLI,O,O,O
OJSITLZ,O,O,O
OJSITZL,O,O,O
OJSILTZ,X,O,O
OJSILZT,X,O,X
OJSIZTL,O,O,O
OJSIZLT,O,O,X
OJSLTIZ,X,O,O
OJSLTZI,X,O,O
OJSLITZ,X,O,O
OJSLIZT,X,O,X
OJSLZTI,X,O,X
OJSLZIT,X,O,X
OJSZTIL,O,O,O
OJSZTLI,O,O,O
OJSZITL,O,O,O
OJSZILT,O,O,X
OJSZLTI,O,O,X
OJSZLIT,O,O,X
OJZTILS,O,O,O
OJZTISL,O,O,O
OJZTLIS,O,O,O
OJZTLSI,O,O,O
OJZTSIL,O,O,O
OJZTSLI,O,O,O
OJZITLS,O,O,O
OJZITSL,O,O,O
OJZILTS,O,O,X
OJZILST,O,O,X
OJZISTL,O,O,O
OJZISLT,O,O,X
OJZLTIS,O,O,X
OJZLTSI,O,O,X
OJZLITS,O,O,X
OJZLIST,O,O,X
OJZLSTI,O,O,X
OJZLSIT,O,O,X
OJZSTIL,O,O,O
OJZSTLI,O,O,O
OJZSITL,O,O,O
OJZSILT,O,O,X
OJZSLTI,O,O,X
OJZSLIT,O,O,X
OSTILJZ,O,O,O
OSTILZJ,O,O,O
OSTIJLZ,O,O,O
OSTIJZL,O,O,O
OSTIZLJ,O,O,O
OSTIZJL,O,O,O
OSTLIJZ,O,O,O
OSTLIZJ,O,O,O
OSTLJIZ,O,O,O
OSTLJZI,O,O,O
OSTLZIJ,O,O,O
OSTLZJI,O,O,O
OSTJILZ,O,O,O
OSTJIZL,O,O,O
OSTJLIZ,O,O,O
OSTJLZI,O,O,O
OSTJZIL,O,O,O
OSTJZLI,O,O,O
OSTZILJ,O,O,O
OSTZIJL,O,O,O
OSTZLIJ,O,O,O
OSTZLJI,O,O,O
OSTZJIL,O,O,O
OSTZJLI,O,O,O
OSITLJZ,O,O,O
OSITLZJ,O,O,O
OSITJLZ,O,O,O
OSITJZL,O,O,O
OSITZLJ,O,O,O
OSITZJL,O,O,O
OSILTJZ,X,O,O
OSILTZJ,X,O,O
OSILJTZ,X,O,O
OSILJZT,X,O,X
OSILZTJ,X,O,X
OSILZJT,X,O,X
OSIJTLZ,O,O,O
OSIJTZL,O,O,O
OSIJLTZ,X,O,O
OSIJLZT,X,O,X
OSIJZTL,O,O,O
OSIJZLT,O,O,X
OSIZTLJ,O,O,O
OSIZTJL,O,O,O
OSIZLTJ,O,O,X
OSIZLJT,O,O,X
OSIZJTL,O,O,O
OSIZJLT,O,O,X
OSLTIJZ,X,O,O
OSLTIZJ,X,O,O
OSLTJIZ,X,O,O
OSLTJZI,X,O,O
OSLTZIJ,X,O,O
OSLTZJI,X,O,O
OSLITJZ,X,O,O
OSLITZJ,X,O,O
OSLIJTZ,X,O,O
OSLIJZT,X,O,X
OSLIZTJ,X,O,X
OSLIZJT,X,O,X
OSLJTIZ,X,O,O
OSLJTZI,X,O,O
OSLJITZ,X,O,O
OSLJIZT,X,O,X
OSLJZTI,X,O,X
OSLJZIT,X,O,X
OSLZTIJ,X,O,X
OSLZTJI,X,O,X
OSLZITJ,X,O,X
OSLZIJT,X,O,X
OSLZJTI,X,O,X
OSLZJIT,X,O,X
OSJTILZ,O,O,O
OSJTIZL,O,O,O
OSJTLIZ,O,O,O
OSJTLZI,O,O,O
OSJTZIL,O,O,O
OSJTZLI,O,O,O
OSJITLZ,O,O,O
OSJITZL,O,O,O
OSJILTZ,X,O,O
OSJILZT,X,O,X
OSJIZTL,O,O,O
OSJIZLT,O,O,X
OSJLTIZ,X,O,O
OSJLTZI,X,O,O
OSJLITZ,X,O,O
OSJLIZT,X,O,X
