sequence,v115@JhA8IeA8AeA8CeB8AeD8BeC8JeZEJvhFukBtlBXiBT?jBcsB6rB,v115@JhA8IeA8AeA8CeB8AeD8BeC8JeZEJvhFukBtlBXiBT?jBSsB0rB
OLTSIJZ,X,O
OLTSIZJ,X,O
OLTSJIZ,X,O
OLTSJZI,X,O
OLTSZIJ,X,O
OLTSZJI,X,O
OLTZIJS,O,O
OLTZISJ,O,O
OLTZJIS,O,O
OLTZJSI,O,O
OLTZSIJ,O,O
OLTZSJI,O,O
OLITJSZ,X,O
OLITJZS,O,O
OLITSJZ,X,O
OLITSZJ,X,O
OLITZJS,O,O
OLITZSJ,O,O
OLIJTSZ,X,O
OLIJTZS,O,O
OLIJSTZ,X,O
OLIJSZT,X,O
OLIJZTS,O,O
OLIJZST,O,O
OLISTJZ,X,O
OLISTZJ,X,O
OLISJTZ,X,O
OLISJZT,X,O
OLISZTJ,X,O
OLISZJT,X,O
OLIZTJS,O,O
OLIZTSJ,O,O
OLIZJTS,O,O
OLIZJST,O,O
OLIZSTJ,O,O
OLIZSJT,O,O
OLJTISZ,X,O
OLJTIZS,O,O
OLJTSIZ,X,O
OLJTSZI,X,O
OLJTZIS,O,O
OLJTZSI,O,O
OLJITSZ,X,O
OLJITZS,O,O
OLJISTZ,X,O
OLJISZT,X,O
OLJIZTS,O,O
OLJIZST,O,O
OLJSTIZ,X,O
OLJSTZI,X,O
OLJSITZ,X,O
OLJSIZT,X,O
OLJSZTI,X,O
OLJSZIT,X,O
OLJZTIS,O,O
OLJZTSI,O,O
OLJZITS,O,O
OLJZIST,O,O
OLJZSTI,O,O
OLJZSIT,O,O
OLSTIJZ,X,O
OLSTIZJ,X,O
OLSTJIZ,X,O
OLSTJZI,X,O
OLSTZIJ,X,O
OLSTZJI,X,O
OLSITJZ,X,O
OLSITZJ,X,O
OLSIJTZ,X,O
OLSIJZT,X,O
OLSIZTJ,X,O
OLSIZJT,X,O
OLSJTIZ,X,O
OLSJTZI,X,O
OLSJITZ,X,O
OLSJIZT,X,O
OLSJZTI,X,O
OLSJZIT,X,O
OLSZTIJ,X,O
OLSZTJI,X,O
OLSZITJ,X,O
OLSZIJT,X,O
OLSZJTI,X,O
OLSZJIT,X,O
OLZTIJS,O,O
OLZTISJ,O,O
OLZTJIS,O,O
OLZTJSI,O,O
OLZTSIJ,O,O
OLZTSJI,O,O
OLZITJS,O,O
OLZITSJ,O,O
OLZIJTS,O,O
OLZIJST,O,O
OLZISTJ,O,O
OLZISJT,O,O
OLZJTIS,O,O
OLZJTSI,O,O
OLZJITS,O,O
OLZJIST,O,O
OLZJSTI,O,O
OLZJSIT,O,O
OLZSTIJ,O,O
OLZSTJI,O,O
OLZSITJ,O,O
OLZSIJT,O,O
OLZSJTI,O,O
OLZSJIT,O,O
OJTILSZ,X,O
OJTILZS,O,O
OJTISLZ,X,O
OJTISZL,O,X
OJTIZLS,O,O
OJTIZSL,O,X
OJTLISZ,X,O
OJTLIZS,O,O
OJTLSIZ,X,O
OJTLSZI,X,O
OJTLZIS,O,O
OJTLZSI,O,O
OJTSILZ,X,O
OJTSIZL,O,X
OJTSLIZ,X,O
OJTSLZI,X,O
OJTSZIL,O,X
OJTSZLI,O,X
OJTZILS,O,O
OJTZISL,O,X
OJTZLIS,O,O
OJTZLSI,O,O
OJTZSIL,O,X
OJTZSLI,O,X
OJITLSZ,X,O
OJITLZS,O,O
OJITSLZ,X,O
OJITSZL,O,X
OJITZLS,O,O
OJITZSL,O,X
OJILTSZ,X,O
OJILTZS,O,O
OJILSTZ,X,O
OJILSZT,X,O
OJILZTS,O,O
OJILZST,O,O
OJISTLZ,X,O
OJISTZL,O,X
OJISLTZ,X,O
OJISLZT,X,O
OJISZTL,O,X
OJISZLT,O,X
OJIZTLS,O,O
OJIZTSL,O,X
OJIZLTS,O,O
OJIZLST,O,O
OJIZSTL,O,X
OJIZSLT,O,X
OJLTISZ,X,O
OJLTIZS,O,O
OJLTSIZ,X,O
OJLTSZI,X,O
OJLTZIS,O,O
OJLTZSI,O,O
OJLITSZ,X,O
OJLITZS,O,O
OJLISTZ,X,O
OJLISZT,X,O
OJLIZTS,O,O
OJLIZST,O,O
OJLSTIZ,X,O
OJLSTZI,X,O
OJLSITZ,X,O
OJLSIZT,X,O
OJLSZTI,X,O
OJLSZIT,X,O
OJLZTIS,O,O
OJLZTSI,O,O
OJLZITS,O,O
OJLZIST,O,O
OJLZSTI,O,O
OJLZSIT,O,O
OJSTILZ,X,O
OJSTIZL,O,X
OJSTLIZ,X,O
OJSTLZI,X,O
OJSTZIL,O,X
OJSTZLI,O,X
OJSITLZ,X,O
OJSITZL,O,X
OJSILTZ,X,O
OJSILZT,X,O
OJSIZTL,O,X
OJSIZLT,O,X
OJSLTIZ,X,O
OJSLTZI,X,O
OJSLITZ,X,O
OJSLIZT,X,O
OJSLZTI,X,O
OJSLZIT,X,O
OJSZTIL,O,X
OJSZTLI,O,X
OJSZITL,O,X
OJSZILT,O,X
OJSZLTI,O,X
OJSZLIT,O,X
OJZTILS,O,O
OJZTISL,O,X
OJZTLIS,O,O
OJZTLSI,O,O
OJZTSIL,O,X
OJZTSLI,O,X
OJZITLS,O,O
OJZITSL,O,X
OJZILTS,O,O
OJZILST,O,O
OJZISTL,O,X
OJZISLT,O,X
OJZLTIS,O,O
OJZLTSI,O,O
OJZLITS,O,O
OJZLIST,O,O
OJZLSTI,O,O
OJZLSIT,O,O
OJZSTIL,O,X
OJZSTLI,O,X
OJZSITL,O,X
OJZSILT,O,X
OJZSLTI,O,X
OJZSLIT,O,X
OSTILJZ,X,O
OSTILZJ,X,O
OSTIJLZ,X,O
OSTIJZL,O,X
OSTIZLJ,O,X
OSTIZJL,O,X
OSTLIJZ,X,O
OSTLIZJ,X,O
OSTLJIZ,X,O
OSTLJZI,X,O
OSTLZIJ,X,O
OSTLZJI,X,O
OSTJILZ,X,O
OSTJIZL,O,X
OSTJLIZ,X,O
OSTJLZI,X,O
OSTJZIL,O,X
OSTJZLI,O,X
OSTZILJ,O,X
OSTZIJL,O,X
OSTZLIJ,O,X
OSTZLJI,O,X
OSTZJIL,O,X
OSTZJLI,O,X
OSITLJZ,X,O
OSITLZJ,X,O
OSITJLZ,X,O
OSITJZL,O,X
OSITZLJ,O,X
OSITZJL,O,X
OSILTJZ,X,O
OSILTZJ,X,O
OSILJTZ,X,O
OSILJZT,X,O
OSILZTJ,X,O
OSILZJT,X,O
OSIJTLZ,X,O
OSIJTZL,O,X
OSIJLTZ,X,O
OSIJLZT,X,O
OSIJZTL,O,X
OSIJZLT,O,X
OSIZTLJ,O,X
OSIZTJL,O,X
OSIZLTJ,O,X
OSIZLJT,O,X
OSIZJTL,O,X
OSIZJLT,O,X
OSLTIJZ,X,O
OSLTIZJ,X,O
OSLTJIZ,X,O
OSLTJZI,X,O
OSLTZIJ,X,O
OSLTZJI,X,O
OSLITJZ,X,O
OSLITZJ,X,O
OSLIJTZ,X,O
OSLIJZT,X,O
OSLIZTJ,X,O
OSLIZJT,X,O
OSLJTIZ,X,O
OSLJTZI,X,O
OSLJITZ,X,O
OSLJIZT,X,O
OSLJZTI,X,O
OSLJZIT,X,O
OSLZTIJ,X,O
OSLZTJI,X,O
OSLZITJ,X,O
OSLZIJT,X,O
OSLZJTI,X,O
OSLZJIT,X,O
OSJTILZ,X,O
OSJTIZL,O,X
OSJTLIZ,X,O
OSJTLZI,X,O
OSJTZIL,O,X
OSJTZLI,O,X
OSJITLZ,X,O
OSJITZL,O,X
OSJILTZ,X,O
OSJILZT,X,O
OSJIZTL,O,X
OSJIZLT,O,X
OSJLTIZ,X,O
OSJLTZI,X,O
OSJLITZ,X,O
OSJLIZT,X,O
OSJLZTI,X,O
OSJLZIT,X,O
OSJZTIL,O,X
OSJZTLI,O,X
OSJZITL,O,X
OSJZILT,O,X
OSJZLTI,O,X
OSJZLIT,O,X
OSZTILJ,O,X
OSZTIJL,O,X
OSZTLIJ,O,X
OSZTLJI,O,X
OSZTJIL,O,X
OSZTJLI,O,X
OSZITLJ,O,X
OSZITJL,O,X
OSZILTJ,O,X
OSZILJT,O,X
OSZIJTL,O,X
OSZIJLT,O,X
OSZLTIJ,O,X
OSZLTJI,O,X
OSZLITJ,O,X
OSZLIJT,O,X
OSZLJTI,O,X
OSZLJIT,O,X
OSZJTIL,O,X
OSZJTLI,O,X
OSZJITL,O,X
OSZJILT,O,X
OSZJLTI,O,X
OSZJLIT,O,X
OZTILJS,O,O
OZTILSJ,O,O
OZTIJLS,O,O
OZTIJSL,O,X
OZTISLJ,O,X
OZTISJL,O,X
OZTLIJS,O,O
OZTLISJ,O,O
OZTLJIS,O,O
OZTLJSI,O,O
OZTLSIJ,O,O
OZTLSJI,O,O
OZTJILS,O,O
OZTJISL,O,X
OZTJLIS,O,O
OZTJLSI,O,O
OZTJSIL,O,X
OZTJSLI,O,X
OZTSILJ,O,X
OZTSIJL,O,X
OZTSLIJ,O,X
OZTSLJI,O,X
OZTSJIL,O,X
OZTSJLI,O,X
OZITLJS,O,O
OZITLSJ,O,O
OZITJLS,O,O
OZITJSL,O,X
OZITSLJ,O,X
OZITSJL,O,X
OZILTJS,O,O
OZILTSJ,O,O
OZILJTS,O,O
OZILJST,O,O
OZILSTJ,O,O
OZILSJT,O,O
OZIJTLS,O,O
OZIJTSL,O,X
OZIJLTS,O,O
OZIJLST,O,O
OZIJSTL,O,X
OZIJSLT,O,X
OZISTLJ,O,X
OZISTJL,O,X
OZISLTJ,O,X
OZISLJT,O,X
OZISJTL,O,X
OZISJLT,O,X
OZLTIJS,O,O
OZLTISJ,O,O
OZLTJIS,O,O
OZLTJSI,O,O
OZLTSIJ,O,O
OZLTSJI,O,O
OZLITJS,O,O
OZLITSJ,O,O
OZLIJTS,O,O
OZLIJST,O,O
OZLISTJ,O,O
OZLISJT,O,O
OZLJTIS,O,O
OZLJTSI,O,O
OZLJITS,O,O
OZLJIST,O,O
OZLJSTI,O,O
OZLJSIT,O,O
OZLSTIJ,O,O
OZLSTJI,O,O
OZLSITJ,O,O
OZLSIJT,O,O
OZLSJTI,O,O
OZLSJIT,O,O
OZJTILS,O,O
OZJTISL,O,X
OZJTLIS,O,O
OZJTLSI,O,O
OZJTSIL,O,X
OZJTSLI,O,X
OZJITLS,O,O
OZJITSL,O,X
OZJILTS,O,O
OZJILST,O,O
OZJISTL,O,X
OZJISLT,O,X
OZJLTIS,O,O
OZJLTSI,O,O
OZJLITS,O,O
OZJLIST,O,O
OZJLSTI,O,O
OZJLSIT,O,O
OZJSTIL,O,X
OZJSTLI,O,X
OZJSITL,O,X
OZJSILT,O,X
OZJSLTI,O,X
OZJSLIT,O,X
OZSTILJ,O,X
OZSTIJL,O,X
OZSTLIJ,O,X
OZSTLJI,O,X
OZSTJIL,O,X
OZSTJLI,O,X
OZSITLJ,O,X
OZSITJL,O,X
OZSILTJ,O,X
OZSILJT,O,X
OZSIJTL,O,X
OZSIJLT,O,X
OZSLTIJ,O,X
OZSLTJI,O,X
OZSLITJ,O,X
OZSLIJT,O,X
OZSLJTI,O,X
OZSLJIT,O,X
OZSJTIL,O,X
OZSJTLI,O,X
OZSJITL,O,X
OZSJILT,O,X
OZSJLTI,O,X
OZSJLIT,O,X
