sequence,v115@OhA8DeA8DeC8AeD8BeC8JeZEJvhFtkB6lBXiBTjB2r?B0rB,v115@OhA8DeA8DeC8AeD8BeC8JeZEJvhFtkBXhBOnBTjBqr?B0qB,v115@OhA8DeA8DeC8AeD8BeC8Jei/IvhF3gBTjBcpBRrB9r?BOsB
STJOZIL,O,X,X
STJOZLI,O,X,X
STZILJO,O,X,O
STZILOJ,O,X,O
STZIJLO,O,X,O
STZIJOL,O,X,O
STZIOLJ,O,X,O
STZIOJL,O,X,O
STZLIJO,O,X,O
STZLIOJ,O,X,O
STZLJIO,O,X,X
STZLJOI,O,X,X
STZLOIJ,O,X,O
STZLOJI,O,X,X
STZJILO,O,X,X
STZJIOL,O,X,X
STZJLIO,O,X,X
STZJLOI,O,X,X
STZJOIL,O,X,X
STZJOLI,O,X,X
STZOILJ,O,X,O
STZOIJL,O,X,O
STZOLIJ,O,X,O
STZOLJI,O,X,X
STZOJIL,O,X,X
STZOJLI,O,X,X
STOILJZ,O,O,X
STOILZJ,O,O,X
STOIJLZ,O,O,X
STOIJZL,O,X,X
STOIZLJ,O,X,O
STOIZJL,O,X,O
STOLIJZ,O,O,X
STOLIZJ,O,O,X
STOLJIZ,O,O,X
STOLJZI,O,O,X
STOLZIJ,O,O,X
STOLZJI,O,O,X
STOJILZ,O,O,X
STOJIZL,O,X,X
STOJLIZ,O,O,X
STOJLZI,O,O,X
STOJZIL,O,X,X
STOJZLI,O,X,X
STOZILJ,O,X,O
STOZIJL,O,X,O
STOZLIJ,O,X,O
STOZLJI,O,X,X
STOZJIL,O,X,X
STOZJLI,O,X,X
SITLJZO,O,O,X
SITLJOZ,O,O,X
SITLZJO,O,O,X
SITLZOJ,O,O,X
SITLOJZ,O,O,X
SITLOZJ,O,O,X
SITJLZO,O,O,X
SITJLOZ,O,O,X
SITJZLO,O,X,X
SITJZOL,O,X,X
SITJOLZ,O,O,X
SITJOZL,O,X,X
SITZLJO,O,X,O
SITZLOJ,O,X,O
SITZJLO,O,X,O
SITZJOL,O,X,O
SITZOLJ,O,X,O
SITZOJL,O,X,O
SITOLJZ,O,O,X
SITOLZJ,O,O,X
SITOJLZ,O,O,X
SITOJZL,O,X,X
SITOZLJ,O,X,O
SITOZJL,O,X,O
SILTJZO,O,O,X
SILTJOZ,O,O,X
SILTZJO,O,O,X
SILTZOJ,O,O,X
SILTOJZ,O,O,X
SILTOZJ,O,O,X
SILJTZO,O,O,X
SILJTOZ,O,O,X
SILJZTO,X,O,X
SILJZOT,X,O,X
SILJOTZ,O,O,X
SILJOZT,X,O,X
SILZTJO,X,O,O
SILZTOJ,X,O,O
SILZJTO,X,O,O
SILZJOT,X,O,O
SILZOTJ,X,O,O
SILZOJT,X,O,O
SILOTJZ,O,O,X
SILOTZJ,O,O,X
SILOJTZ,O,O,X
SILOJZT,X,O,X
SILOZTJ,X,O,O
SILOZJT,X,O,O
SIJTLZO,O,O,X
SIJTLOZ,O,O,X
SIJTZLO,O,X,X
SIJTZOL,O,X,X
SIJTOLZ,O,O,X
SIJTOZL,O,X,X
SIJLTZO,O,O,X
SIJLTOZ,O,O,X
SIJLZTO,X,O,X
SIJLZOT,X,O,X
SIJLOTZ,O,O,X
SIJLOZT,X,O,X
SIJZTLO,O,X,O
SIJZTOL,O,X,O
SIJZLTO,X,X,O
SIJZLOT,X,X,O
SIJZOTL,O,X,O
SIJZOLT,X,X,O
SIJOTLZ,O,O,X
SIJOTZL,O,X,X
SIJOLTZ,O,O,X
SIJOLZT,X,O,X
SIJOZTL,O,X,O
SIJOZLT,X,X,O
SIZTLJO,O,X,O
SIZTLOJ,O,X,O
SIZTJLO,O,X,O
SIZTJOL,O,X,O
SIZTOLJ,O,X,O
SIZTOJL,O,X,O
SIZLTJO,X,X,O
SIZLTOJ,X,X,O
SIZLJTO,X,X,O
SIZLJOT,X,X,O
SIZLOTJ,X,X,O
SIZLOJT,X,X,O
SIZJTLO,O,X,O
SIZJTOL,O,X,O
SIZJLTO,X,X,O
SIZJLOT,X,X,O
SIZJOTL,O,X,O
SIZJOLT,X,X,O
SIZOTLJ,O,X,O
SIZOTJL,O,X,O
SIZOLTJ,X,X,O
SIZOLJT,X,X,O
SIZOJTL,O,X,O
SIZOJLT,X,X,O
SIOTLJZ,O,O,X
SIOTLZJ,O,O,X
SIOTJLZ,O,O,X
SIOTJZL,O,X,X
SIOTZLJ,O,X,O
SIOTZJL,O,X,O
SIOLTJZ,O,O,X
SIOLTZJ,O,O,X
SIOLJTZ,O,O,X
SIOLJZT,X,O,X
SIOLZTJ,X,O,O
SIOLZJT,X,O,O
SIOJTLZ,O,O,X
SIOJTZL,O,X,X
SIOJLTZ,O,O,X
SIOJLZT,X,O,X
SIOJZTL,O,X,O
SIOJZLT,X,X,O
SIOZTLJ,O,X,O
SIOZTJL,O,X,O
SIOZLTJ,X,X,O
SIOZLJT,X,X,O
SIOZJTL,O,X,O
SIOZJLT,X,X,O
SLTIJZO,O,O,X
SLTIJOZ,O,O,X
SLTIZJO,O,O,X
SLTIZOJ,O,O,X
SLTIOJZ,O,O,X
SLTIOZJ,O,O,X
SLTJIZO,O,O,X
SLTJIOZ,O,O,X
SLTJZIO,O,O,X
SLTJZOI,O,O,X
SLTJOIZ,O,O,X
SLTJOZI,O,O,X
SLTZIJO,O,O,X
SLTZIOJ,O,O,X
SLTZJIO,O,O,X
SLTZJOI,O,O,X
SLTZOIJ,O,O,X
SLTZOJI,O,O,X
SLTOIJZ,O,O,X
SLTOIZJ,O,O,X
SLTOJIZ,O,O,X
SLTOJZI,O,O,X
SLTOZIJ,O,O,X
SLTOZJI,O,O,X
SLITJZO,O,O,X
SLITJOZ,O,O,X
SLITZJO,O,O,X
SLITZOJ,O,O,X
SLITOJZ,O,O,X
SLITOZJ,O,O,X
SLIJTZO,O,O,X
SLIJTOZ,O,O,X
SLIJZTO,X,O,X
SLIJZOT,X,O,X
SLIJOTZ,O,O,X
SLIJOZT,X,O,X
SLIZTJO,X,O,O
SLIZTOJ,X,O,O
SLIZJTO,X,O,O
SLIZJOT,X,O,O
SLIZOTJ,X,O,O
SLIZOJT,X,O,O
SLIOTJZ,O,O,X
SLIOTZJ,O,O,X
SLIOJTZ,O,O,X
SLIOJZT,X,O,X
SLIOZTJ,X,O,O
SLIOZJT,X,O,O
SLJTIZO,O,O,X
SLJTIOZ,O,O,X
SLJTZIO,O,O,X
SLJTZOI,O,O,X
SLJTOIZ,O,O,X
SLJTOZI,O,O,X
SLJITZO,O,O,X
SLJITOZ,O,O,X
SLJIZTO,X,O,X
SLJIZOT,X,O,X
SLJIOTZ,O,O,X
SLJIOZT,X,O,X
SLJZTIO,O,O,X
SLJZTOI,O,O,X
SLJZITO,X,O,X
SLJZIOT,X,O,X
SLJZOTI,O,O,X
SLJZOIT,X,O,X
SLJOTIZ,O,O,X
SLJOTZI,O,O,X
SLJOITZ,O,O,X
SLJOIZT,X,O,X
SLJOZTI,O,O,X
SLJOZIT,X,O,X
SLZTIJO,O,O,O
SLZTIOJ,O,O,O
SLZTJIO,O,O,X
SLZTJOI,O,O,X
SLZTOIJ,O,O,O
SLZTOJI,O,O,X
SLZITJO,X,O,O
SLZITOJ,X,O,O
SLZIJTO,X,O,O
SLZIJOT,X,O,O
SLZIOTJ,X,O,O
SLZIOJT,X,O,O
SLZJTIO,O,O,X
SLZJTOI,O,O,X
SLZJITO,X,O,O
SLZJIOT,X,O,O
SLZJOTI,O,O,X
SLZJOIT,X,O,O
SLZOTIJ,O,O,O
SLZOTJI,O,O,X
SLZOITJ,X,O,O
SLZOIJT,X,O,O
SLZOJTI,O,O,X
SLZOJIT,X,O,O
SLOTIJZ,O,O,X
SLOTIZJ,O,O,X
SLOTJIZ,O,O,X
SLOTJZI,O,O,X
SLOTZIJ,O,O,X
SLOTZJI,O,O,X
SLOITJZ,O,O,X
SLOITZJ,O,O,X
SLOIJTZ,O,O,X
SLOIJZT,X,O,X
SLOIZTJ,X,O,O
SLOIZJT,X,O,O
SLOJTIZ,O,O,X
SLOJTZI,O,O,X
SLOJITZ,O,O,X
SLOJIZT,X,O,X
SLOJZTI,O,O,X
SLOJZIT,X,O,X
SLOZTIJ,O,O,O
SLOZTJI,O,O,X
SLOZITJ,X,O,O
SLOZIJT,X,O,O
SLOZJTI,O,O,X
SLOZJIT,X,O,O
SJTILZO,O,O,X
SJTILOZ,O,O,X
SJTIZLO,O,X,X
SJTIZOL,O,X,X
SJTIOLZ,O,O,X
SJTIOZL,O,X,X
SJTLIZO,O,O,X
SJTLIOZ,O,O,X
SJTLZIO,O,O,X
SJTLZOI,O,O,X
SJTLOIZ,O,O,X
SJTLOZI,O,O,X
SJTZILO,O,X,X
SJTZIOL,O,X,X
SJTZLIO,O,X,X
SJTZLOI,O,X,X
SJTZOIL,O,X,X
SJTZOLI,O,X,X
SJTOILZ,O,O,X
SJTOIZL,O,X,X
SJTOLIZ,O,O,X
SJTOLZI,O,O,X
SJTOZIL,O,X,X
SJTOZLI,O,X,X
SJITLZO,O,O,X
SJITLOZ,O,O,X
SJITZLO,O,X,X
SJITZOL,O,X,X
SJITOLZ,O,O,X
SJITOZL,O,X,X
SJILTZO,O,O,X
SJILTOZ,O,O,X
SJILZTO,X,O,X
SJILZOT,X,O,X
SJILOTZ,O,O,X
SJILOZT,X,O,X
SJIZTLO,O,X,O
SJIZTOL,O,X,O
SJIZLTO,X,X,O
SJIZLOT,X,X,O
SJIZOTL,O,X,O
SJIZOLT,X,X,O
SJIOTLZ,O,O,X
SJIOTZL,O,X,X
SJIOLTZ,O,O,X
SJIOLZT,X,O,X
SJIOZTL,O,X,O
SJIOZLT,X,X,O
SJLTIZO,O,O,X
SJLTIOZ,O,O,X
SJLTZIO,O,O,X
SJLTZOI,O,O,X
SJLTOIZ,O,O,X
SJLTOZI,O,O,X
SJLITZO,O,O,X
SJLITOZ,O,O,X
SJLIZTO,X,O,X
SJLIZOT,X,O,X
SJLIOTZ,O,O,X
SJLIOZT,X,O,X
SJLZTIO,O,O,X
SJLZTOI,O,O,X
SJLZITO,X,O,X
SJLZIOT,X,O,X
SJLZOTI,O,O,X
SJLZOIT,X,O,X
SJLOTIZ,O,O,X
SJLOTZI,O,O,X
SJLOITZ,O,O,X
SJLOIZT,X,O,X
SJLOZTI,O,O,X
SJLOZIT,X,O,X
SJZTILO,O,X,X
SJZTIOL,O,X,X
SJZTLIO,O,X,X
SJZTLOI,O,X,X
SJZTOIL,O,X,X
SJZTOLI,O,X,X
SJZITLO,O,X,O
SJZITOL,O,X,O
SJZILTO,X,X,O
SJZILOT,X,X,O
SJZIOTL,O,X,O
SJZIOLT,X,X,O
SJZLTIO,O,X,X
SJZLTOI,O,X,X
SJZLITO,X,X,O
SJZLIOT,X,X,O
SJZLOTI,O,X,X
SJZLOIT,X,X,O
SJZOTIL,O,X,X
SJZOTLI,O,X,X
SJZOITL,O,X,O
SJZOILT,X,X,O
SJZOLTI,O,X,X
SJZOLIT,X,X,O
SJOTILZ,O,O,X
SJOTIZL,O,X,X
SJOTLIZ,O,O,X
SJOTLZI,O,O,X
SJOTZIL,O,X,X
SJOTZLI,O,X,X
SJOITLZ,O,O,X
SJOITZL,O,X,X
SJOILTZ,O,O,X
SJOILZT,X,O,X
SJOIZTL,O,X,O
SJOIZLT,X,X,O
SJOLTIZ,O,O,X
SJOLTZI,O,O,X
SJOLITZ,O,O,X
SJOLIZT,X,O,X
SJOLZTI,O,O,X
SJOLZIT,X,O,X
SJOZTIL,O,X,X
SJOZTLI,O,X,X
SJOZITL,O,X,O
SJOZILT,X,X,O
SJOZLTI,O,X,X
SJOZLIT,X,X,O
SZTILJO,O,X,O
SZTILOJ,O,X,O
SZTIJLO,O,X,O
SZTIJOL,O,X,O
SZTIOLJ,O,X,O
SZTIOJL,O,X,O
SZTLIJO,O,X,O
SZTLIOJ,O,X,O
SZTLJIO,O,X,X
SZTLJOI,O,X,X
SZTLOIJ,O,X,O
SZTLOJI,O,X,X
SZTJILO,O,X,X
SZTJIOL,O,X,X
SZTJLIO,O,X,X
SZTJLOI,O,X,X
SZTJOIL,O,X,X
SZTJOLI,O,X,X
SZTOILJ,O,X,O
SZTOIJL,O,X,O
SZTOLIJ,O,X,O
SZTOLJI,O,X,X
SZTOJIL,O,X,X
SZTOJLI,O,X,X
SZITLJO,O,X,O
SZITLOJ,O,X,O
SZITJLO,O,X,O
SZITJOL,O,X,O
SZITOLJ,O,X,O
SZITOJL,O,X,O
SZILTJO,X,X,O
SZILTOJ,X,X,O
SZILJTO,X,X,O
SZILJOT,X,X,O
SZILOTJ,X,X,O
SZILOJT,X,X,O
SZIJTLO,O,X,O
SZIJTOL,O,X,O
SZIJLTO,X,X,O
SZIJLOT,X,X,O
SZIJOTL,O,X,O
SZIJOLT,X,X,O
SZIOTLJ,O,X,O
SZIOTJL,O,X,O
SZIOLTJ,X,X,O
SZIOLJT,X,X,O
SZIOJTL,O,X,O
SZIOJLT,X,X,O
SZLTIJO,O,X,O
SZLTIOJ,O,X,O
SZLTJIO,O,X,X
SZLTJOI,O,X,X
SZLTOIJ,O,X,O
SZLTOJI,O,X,X
SZLITJO,X,X,O
SZLITOJ,X,X,O
SZLIJTO,X,X,O
SZLIJOT,X,X,O
SZLIOTJ,X,X,O
SZLIOJT,X,X,O
SZLJTIO,O,X,X
SZLJTOI,O,X,X
SZLJITO,X,X,O
SZLJIOT,X,X,O
SZLJOTI,O,X,X
SZLJOIT,X,X,O
SZLOTIJ,O,X,O
SZLOTJI,O,X,X
SZLOITJ,X,X,O
SZLOIJT,X,X,O
SZLOJTI,O,X,X
SZLOJIT,X,X,O
SZJTILO,O,X,X
SZJTIOL,O,X,X
SZJTLIO,O,X,X
SZJTLOI,O,X,X
SZJTOIL,O,X,X
SZJTOLI,O,X,X
SZJITLO,O,X,O
SZJITOL,O,X,O
SZJILTO,X,X,O
SZJILOT,X,X,O
SZJIOTL,O,X,O
SZJIOLT,X,X,O
SZJLTIO,O,X,X
SZJLTOI,O,X,X
SZJLITO,X,X,O
SZJLIOT,X,X,O
SZJLOTI,O,X,X
SZJLOIT,X,X,O
SZJOTIL,O,X,X
SZJOTLI,O,X,X
SZJOITL,O,X,O
SZJOILT,X,X,O
SZJOLTI,O,X,X
SZJOLIT,X,X,O
SZOTILJ,O,X,O
SZOTIJL,O,X,O
SZOTLIJ,O,X,O
SZOTLJI,O,X,X
SZOTJIL,O,X,X
SZOTJLI,O,X,X
SZOITLJ,O,X,O
SZOITJL,O,X,O
SZOILTJ,X,X,O
SZOILJT,X,X,O
SZOIJTL,O,X,O
SZOIJLT,X,X,O
SZOLTIJ,O,X,O
SZOLTJI,O,X,X
SZOLITJ,X,X,O
SZOLIJT,X,X,O
SZOLJTI,O,X,X
SZOLJIT,X,X,O
SZOJTIL,O,X,X
SZOJTLI,O,X,X
SZOJITL,O,X,O
SZOJILT,X,X,O
SZOJLTI,O,X,X
SZOJLIT,X,X,O
SOTILJZ,O,O,X
SOTILZJ,O,O,X
SOTIJLZ,O,O,X
SOTIJZL,O,X,X
SOTIZLJ,O,X,O
SOTIZJL,O,X,O
SOTLIJZ,O,O,X
SOTLIZJ,O,O,X
SOTLJIZ,O,O,X
SOTLJZI,O,O,X
SOTLZIJ,O,O,X
SOTLZJI,O,O,X
SOTJILZ,O,O,X
SOTJIZL,O,X,X
SOTJLIZ,O,O,X
SOTJLZI,O,O,X
SOTJZIL,O,X,X
SOTJZLI,O,X,X
SOTZILJ,O,X,O
SOTZIJL,O,X,O
SOTZLIJ,O,X,O
SOTZLJI,O,X,X
SOTZJIL,O,X,X
SOTZJLI,O,X,X
SOITLJZ,O,O,X
SOITLZJ,O,O,X
SOITJLZ,O,O,X
SOITJZL,O,X,X
SOITZLJ,O,X,O
SOITZJL,O,X,O
SOILTJZ,O,O,X
SOILTZJ,O,O,X
SOILJTZ,O,O,X
SOILJZT,X,O,X
SOILZTJ,X,O,O
SOILZJT,X,O,O
SOIJTLZ,O,O,X
SOIJTZL,O,X,X
SOIJLTZ,O,O,X
SOIJLZT,X,O,X
SOIJZTL,O,X,O
SOIJZLT,X,X,O
SOIZTLJ,O,X,O
SOIZTJL,O,X,O
SOIZLTJ,X,X,O
SOIZLJT,X,X,O
SOIZJTL,O,X,O
SOIZJLT,X,X,O
SOLTIJZ,O,O,X
SOLTIZJ,O,O,X
SOLTJIZ,O,O,X
SOLTJZI,O,O,X
SOLTZIJ,O,O,X
SOLTZJI,O,O,X
SOLITJZ,O,O,X
SOLITZJ,O,O,X
SOLIJTZ,O,O,X
SOLIJZT,X,O,X
SOLIZTJ,X,O,O
SOLIZJT,X,O,O
SOLJTIZ,O,O,X
SOLJTZI,O,O,X
SOLJITZ,O,O,X
SOLJIZT,X,O,X
SOLJZTI,O,O,X
SOLJZIT,X,O,X
SOLZTIJ,O,O,O
SOLZTJI,O,O,X
SOLZITJ,X,O,O
SOLZIJT,X,O,O
SOLZJTI,O,O,X
SOLZJIT,X,O,O
SOJTILZ,O,O,X
SOJTIZL,O,X,X
SOJTLIZ,O,O,X
SOJTLZI,O,O,X
SOJTZIL,O,X,X
SOJTZLI,O,X,X
SOJITLZ,O,O,X
SOJITZL,O,X,X
SOJILTZ,O,O,X
SOJILZT,X,O,X
SOJIZTL,O,X,O
SOJIZLT,X,X,O
SOJLTIZ,O,O,X
SOJLTZI,O,O,X
SOJLITZ,O,O,X
SOJLIZT,X,O,X
SOJLZTI,O,O,X
SOJLZIT,X,O,X
SOJZTIL,O,X,X
SOJZTLI,O,X,X
SOJZITL,O,X,O
SOJZILT,X,X,O
SOJZLTI,O,X,X
SOJZLIT,X,X,O
SOZTILJ,O,X,O
SOZTIJL,O,X,O
SOZTLIJ,O,X,O
SOZTLJI,O,X,X
SOZTJIL,O,X,X
SOZTJLI,O,X,X
SOZITLJ,O,X,O
SOZITJL,O,X,O
SOZILTJ,X,X,O
SOZILJT,X,X,O
SOZIJTL,O,X,O
SOZIJLT,X,X,O
SOZLTIJ,O,X,O
SOZLTJI,O,X,X
SOZLITJ,X,X,O
SOZLIJT,X,X,O
SOZLJTI,O,X,X
SOZLJIT,X,X,O
SOZJTIL,O,X,X
SOZJTLI,O,X,X
SOZJITL,O,X,O
SOZJILT,X,X,O
SOZJLTI,O,X,X
SOZJLIT,X,X,O
ZTILJSO,O,O,O
ZTILJOS,O,O,O
ZTILSJO,O,O,O
ZTILSOJ,O,O,O
ZTILOJS,O,O,O
ZTILOSJ,O,O,O
ZTIJLSO,O,O,O
ZTIJLOS,O,O,O
ZTIJSLO,O,X,O
ZTIJSOL,O,X,O
ZTIJOLS,O,O,O
ZTIJOSL,O,X,O
ZTISLJO,O,X,O
ZTISLOJ,O,X,O
ZTISJLO,O,X,O
ZTISJOL,O,X,O
ZTISOLJ,O,X,O
ZTISOJL,O,X,O
ZTIOLJS,O,O,O
ZTIOLSJ,O,O,O
ZTIOJLS,O,O,O
ZTIOJSL,O,X,O
ZTIOSLJ,O,X,O
ZTIOSJL,O,X,O
ZTLIJSO,O,O,O
ZTLIJOS,O,O,O
ZTLISJO,O,O,O
ZTLISOJ,O,O,O
ZTLIOJS,O,O,O
ZTLIOSJ,O,O,O
ZTLJISO,O,O,X
ZTLJIOS,O,O,X
ZTLJSIO,O,O,X
ZTLJSOI,O,O,X
ZTLJOIS,O,O,X
ZTLJOSI,O,O,X
ZTLSIJO,O,O,O
ZTLSIOJ,O,O,O
ZTLSJIO,O,O,X
ZTLSJOI,O,O,X
ZTLSOIJ,O,O,O
ZTLSOJI,O,O,X
ZTLOIJS,O,O,O
ZTLOISJ,O,O,O
ZTLOJIS,O,O,X
ZTLOJSI,O,O,X
ZTLOSIJ,O,O,O
ZTLOSJI,O,O,X
ZTJILSO,O,O,X
ZTJILOS,O,O,X
ZTJISLO,O,X,X
ZTJISOL,O,X,X
ZTJIOLS,O,O,X
ZTJIOSL,O,X,X
ZTJLISO,O,O,X
ZTJLIOS,O,O,X
ZTJLSIO,O,O,X
ZTJLSOI,O,O,X
ZTJLOIS,O,O,X
ZTJLOSI,O,O,X
ZTJSILO,O,X,X
ZTJSIOL,O,X,X
ZTJSLIO,O,X,X
ZTJSLOI,O,X,X
ZTJSOIL,O,X,X
ZTJSOLI,O,X,X
ZTJOILS,O,O,X
ZTJOISL,O,X,X
ZTJOLIS,O,O,X
ZTJOLSI,O,O,X
ZTJOSIL,O,X,X
ZTJOSLI,O,X,X
ZTSILJO,O,X,O
ZTSILOJ,O,X,O
ZTSIJLO,O,X,O
ZTSIJOL,O,X,O
ZTSIOLJ,O,X,O
ZTSIOJL,O,X,O
ZTSLIJO,O,X,O
ZTSLIOJ,O,X,O
ZTSLJIO,O,X,X
ZTSLJOI,O,X,X
ZTSLOIJ,O,X,O
ZTSLOJI,O,X,X
ZTSJILO,O,X,X
ZTSJIOL,O,X,X
ZTSJLIO,O,X,X
ZTSJLOI,O,X,X
ZTSJOIL,O,X,X
ZTSJOLI,O,X,X
ZTSOILJ,O,X,O
ZTSOIJL,O,X,O
ZTSOLIJ,O,X,O
ZTSOLJI,O,X,X
ZTSOJIL,O,X,X
ZTSOJLI,O,X,X
ZTOILJS,O,O,O
ZTOILSJ,O,O,O
ZTOIJLS,O,O,O
ZTOIJSL,O,X,O
ZTOISLJ,O,X,O
ZTOISJL,O,X,O
ZTOLIJS,O,O,O
ZTOLISJ,O,O,O
ZTOLJIS,O,O,X
ZTOLJSI,O,O,X
ZTOLSIJ,O,O,O
ZTOLSJI,O,O,X
ZTOJILS,O,O,X
ZTOJISL,O,X,X
ZTOJLIS,O,O,X
ZTOJLSI,O,O,X
ZTOJSIL,O,X,X
ZTOJSLI,O,X,X
ZTOSILJ,O,X,O
ZTOSIJL,O,X,O
ZTOSLIJ,O,X,O
ZTOSLJI,O,X,X
ZTOSJIL,O,X,X
ZTOSJLI,O,X,X
ZITLJSO,O,O,O
ZITLJOS,O,O,O
ZITLSJO,O,O,O
ZITLSOJ,O,O,O
ZITLOJS,O,O,O
ZITLOSJ,O,O,O
ZITJLSO,O,O,O
ZITJLOS,O,O,O
ZITJSLO,O,X,O
ZITJSOL,O,X,O
ZITJOLS,O,O,O
ZITJOSL,O,X,O
ZITSLJO,O,X,O
ZITSLOJ,O,X,O
ZITSJLO,O,X,O
ZITSJOL,O,X,O
ZITSOLJ,O,X,O
ZITSOJL,O,X,O
ZITOLJS,O,O,O
ZITOLSJ,O,O,O
ZITOJLS,O,O,O
ZITOJSL,O,X,O
ZITOSLJ,O,X,O
ZITOSJL,O,X,O
ZILTJSO,X,O,O
ZILTJOS,X,O,O
ZILTSJO,X,O,O
ZILTSOJ,X,O,O
ZILTOJS,X,O,O
ZILTOSJ,X,O,O
ZILJTSO,X,O,O
ZILJTOS,X,O,O
ZILJSTO,X,O,O
ZILJSOT,X,O,O
ZILJOTS,X,O,O
ZILJOST,X,O,O
ZILSTJO,X,O,O
ZILSTOJ,X,O,O
ZILSJTO,X,O,O
ZILSJOT,X,O,O
ZILSOTJ,X,O,O
ZILSOJT,X,O,O
ZILOTJS,X,O,O
ZILOTSJ,X,O,O
ZILOJTS,X,O,O
ZILOJST,X,O,O
ZILOSTJ,X,O,O
ZILOSJT,X,O,O
ZIJTLSO,O,O,O
ZIJTLOS,O,O,O
ZIJTSLO,O,X,O
ZIJTSOL,O,X,O
ZIJTOLS,O,O,O
ZIJTOSL,O,X,O
ZIJLTSO,X,O,O
ZIJLTOS,X,O,O
ZIJLSTO,X,O,O
ZIJLSOT,X,O,O
ZIJLOTS,X,O,O
ZIJLOST,X,O,O
ZIJSTLO,O,X,O
ZIJSTOL,O,X,O
ZIJSLTO,X,X,O
ZIJSLOT,X,X,O
ZIJSOTL,O,X,O
ZIJSOLT,X,X,O
ZIJOTLS,O,O,O
ZIJOTSL,O,X,O
ZIJOLTS,X,O,O
ZIJOLST,X,O,O
ZIJOSTL,O,X,O
ZIJOSLT,X,X,O
ZISTLJO,O,X,O
ZISTLOJ,O,X,O
ZISTJLO,O,X,O
ZISTJOL,O,X,O
ZISTOLJ,O,X,O
ZISTOJL,O,X,O
ZISLTJO,X,X,O
ZISLTOJ,X,X,O
ZISLJTO,X,X,O
ZISLJOT,X,X,O
ZISLOTJ,X,X,O
ZISLOJT,X,X,O
ZISJTLO,O,X,O
ZISJTOL,O,X,O
ZISJLTO,X,X,O
ZISJLOT,X,X,O
ZISJOTL,O,X,O
ZISJOLT,X,X,O
ZISOTLJ,O,X,O
ZISOTJL,O,X,O
ZISOLTJ,X,X,O
ZISOLJT,X,X,O
ZISOJTL,O,X,O
ZISOJLT,X,X,O
ZIOTLJS,O,O,O
ZIOTLSJ,O,O,O
ZIOTJLS,O,O,O
ZIOTJSL,O,X,O
ZIOTSLJ,O,X,O
ZIOTSJL,O,X,O
ZIOLTJS,X,O,O
ZIOLTSJ,X,O,O
ZIOLJTS,X,O,O
ZIOLJST,X,O,O
ZIOLSTJ,X,O,O
ZIOLSJT,X,O,O
ZIOJTLS,O,O,O
ZIOJTSL,O,X,O
ZIOJLTS,X,O,O
ZIOJLST,X,O,O
ZIOJSTL,O,X,O
ZIOJSLT,X,X,O
ZIOSTLJ,O,X,O
ZIOSTJL,O,X,O
ZIOSLTJ,X,X,O
ZIOSLJT,X,X,O
ZIOSJTL,O,X,O
ZIOSJLT,X,X,O
ZLTIJSO,O,O,O
ZLTIJOS,O,O,O
ZLTISJO,O,O,O
ZLTISOJ,O,O,O
ZLTIOJS,O,O,O
ZLTIOSJ,O,O,O
ZLTJISO,O,O,X
ZLTJIOS,O,O,X
ZLTJSIO,O,O,X
ZLTJSOI,O,O,X
ZLTJOIS,O,O,X
ZLTJOSI,O,O,X
ZLTSIJO,O,O,O
ZLTSIOJ,O,O,O
ZLTSJIO,O,O,X
ZLTSJOI,O,O,X
ZLTSOIJ,O,O,O
ZLTSOJI,O,O,X
ZLTOIJS,O,O,O
ZLTOISJ,O,O,O
ZLTOJIS,O,O,X
ZLTOJSI,O,O,X
ZLTOSIJ,O,O,O
ZLTOSJI,O,O,X
ZLITJSO,X,O,O
ZLITJOS,X,O,O
ZLITSJO,X,O,O
ZLITSOJ,X,O,O
ZLITOJS,X,O,O
ZLITOSJ,X,O,O
ZLIJTSO,X,O,O
ZLIJTOS,X,O,O
ZLIJSTO,X,O,O
ZLIJSOT,X,O,O
ZLIJOTS,X,O,O
ZLIJOST,X,O,O
ZLISTJO,X,O,O
ZLISTOJ,X,O,O
ZLISJTO,X,O,O
ZLISJOT,X,O,O
ZLISOTJ,X,O,O
ZLISOJT,X,O,O
ZLIOTJS,X,O,O
ZLIOTSJ,X,O,O
ZLIOJTS,X,O,O
ZLIOJST,X,O,O
ZLIOSTJ,X,O,O
ZLIOSJT,X,O,O
ZLJTISO,O,O,X
ZLJTIOS,O,O,X
ZLJTSIO,O,O,X
ZLJTSOI,O,O,X
ZLJTOIS,O,O,X
ZLJTOSI,O,O,X
ZLJITSO,X,O,O
ZLJITOS,X,O,O
ZLJISTO,X,O,O
ZLJISOT,X,O,O
ZLJIOTS,X,O,O
ZLJIOST,X,O,O
ZLJSTIO,O,O,X
ZLJSTOI,O,O,X
ZLJSITO,X,O,O
ZLJSIOT,X,O,O
ZLJSOTI,O,O,X
ZLJSOIT,X,O,O
ZLJOTIS,O,O,X
ZLJOTSI,O,O,X
ZLJOITS,X,O,O
ZLJOIST,X,O,O
ZLJOSTI,O,O,X
ZLJOSIT,X,O,O
ZLSTIJO,O,O,O
ZLSTIOJ,O,O,O
ZLSTJIO,O,O,X
ZLSTJOI,O,O,X
ZLSTOIJ,O,O,O
ZLSTOJI,O,O,X
ZLSITJO,X,O,O
ZLSITOJ,X,O,O
ZLSIJTO,X,O,O
ZLSIJOT,X,O,O
