sequence,v115@UhC8AeB8AeA8BeF8Kel/IvhFUhBanBziB5oB/pBOqB,v115@UhC8AeB8AeA8BeF8KeUBJvhFanBziB5oB/pBFlBmpB,v115@UhC8AeB8AeA8BeF8KeOFJvhFXhBxiBTkBFnB6tB0pB,v115@UhC8AeB8AeA8BeF8KeT/IvhFOlBXhBxiBFnB6tB0pB
JSIOLTZ,O,X,X,X
JSIOLZT,O,X,X,X
JSIOZTL,O,X,X,X
JSIOZLT,O,X,X,X
JSLTIZO,O,X,X,X
JSLTIOZ,O,X,X,X
JSLTZIO,O,X,X,X
JSLTZOI,O,X,X,X
JSLTOIZ,O,X,X,X
JSLTOZI,O,X,X,X
JSLITZO,O,X,X,X
JSLITOZ,O,X,X,X
JSLIZTO,O,X,X,X
JSLIZOT,O,X,X,X
JSLIOTZ,O,X,X,X
JSLIOZT,O,X,X,X
JSLZTIO,O,X,X,X
JSLZTOI,O,X,X,X
JSLZITO,O,X,X,X
JSLZIOT,O,X,X,X
JSLZOTI,O,X,X,X
JSLZOIT,O,X,X,X
JSLOTIZ,O,X,X,X
JSLOTZI,O,X,X,X
JSLOITZ,O,X,X,X
JSLOIZT,O,X,X,X
JSLOZTI,O,X,X,X
JSLOZIT,O,X,X,X
JSZTILO,O,X,X,X
JSZTIOL,O,X,X,X
JSZTLIO,O,X,X,X
JSZTLOI,O,X,X,X
JSZTOIL,O,X,X,X
JSZTOLI,O,X,X,X
JSZITLO,O,X,X,X
JSZITOL,O,X,X,X
JSZILTO,O,X,X,X
JSZILOT,O,X,X,X
JSZIOTL,O,X,X,X
JSZIOLT,O,X,X,X
JSZLTIO,O,X,X,X
JSZLTOI,O,X,X,X
JSZLITO,O,X,X,X
JSZLIOT,O,X,X,X
JSZLOTI,O,X,X,X
JSZLOIT,O,X,X,X
JSZOTIL,O,X,X,X
JSZOTLI,O,X,X,X
JSZOITL,O,X,X,X
JSZOILT,O,X,X,X
JSZOLTI,O,X,X,X
JSZOLIT,O,X,X,X
JSOTILZ,O,X,X,X
JSOTIZL,O,X,X,X
JSOTLIZ,O,X,X,X
JSOTLZI,O,X,X,X
JSOTZIL,O,X,X,X
JSOTZLI,O,X,X,X
JSOITLZ,O,X,X,X
JSOITZL,O,X,X,X
JSOILTZ,O,X,X,X
JSOILZT,O,X,X,X
JSOIZTL,O,X,X,X
JSOIZLT,O,X,X,X
JSOLTIZ,O,X,X,X
JSOLTZI,O,X,X,X
JSOLITZ,O,X,X,X
JSOLIZT,O,X,X,X
JSOLZTI,O,X,X,X
JSOLZIT,O,X,X,X
JSOZTIL,O,X,X,X
JSOZTLI,O,X,X,X
JSOZITL,O,X,X,X
JSOZILT,O,X,X,X
JSOZLTI,O,X,X,X
JSOZLIT,O,X,X,X
JZTILSO,X,X,X,X
JZTILOS,X,X,X,X
JZTISLO,X,X,X,X
JZTISOL,X,X,X,X
JZTIOLS,X,X,X,X
JZTIOSL,X,X,X,X
JZTLISO,X,X,X,X
JZTLIOS,X,X,X,X
JZTLSIO,X,X,X,X
JZTLSOI,X,X,X,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,X,X,X,X
JZTSIOL,X,X,X,X
JZTSLIO,X,X,X,X
JZTSLOI,X,X,X,X
JZTSOIL,X,X,X,X
JZTSOLI,X,X,X,X
JZTOILS,X,X,X,X
JZTOISL,X,X,X,X
JZTOLIS,X,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,X,X,X,X
JZTOSLI,X,X,X,X
JZITLSO,X,X,X,X
JZITLOS,X,X,X,X
JZITSLO,X,X,X,X
JZITSOL,X,X,X,X
JZITOLS,X,X,X,X
JZITOSL,X,X,X,X
JZILTSO,X,X,X,X
JZILTOS,X,X,X,X
JZILSTO,O,X,X,X
JZILSOT,O,X,X,X
JZILOTS,X,X,X,X
JZILOST,O,X,X,X
JZISTLO,O,X,X,X
JZISTOL,O,X,X,X
JZISLTO,O,X,X,X
JZISLOT,O,X,X,X
JZISOTL,O,X,X,X
JZISOLT,O,X,X,X
JZIOTLS,X,X,X,X
JZIOTSL,X,X,X,X
JZIOLTS,X,X,X,X
JZIOLST,O,X,X,X
JZIOSTL,O,X,X,X
JZIOSLT,O,X,X,X
JZLTISO,X,X,X,X
JZLTIOS,X,X,X,X
JZLTSIO,X,X,X,X
JZLTSOI,X,X,X,X
JZLTOIS,X,X,X,X
JZLTOSI,X,X,X,X
JZLITSO,X,X,X,X
JZLITOS,X,X,X,X
JZLISTO,O,X,X,X
JZLISOT,O,X,X,X
JZLIOTS,X,X,X,X
JZLIOST,O,X,X,X
JZLSTIO,O,X,X,X
JZLSTOI,O,X,X,X
JZLSITO,O,X,X,X
JZLSIOT,O,X,X,X
JZLSOTI,O,X,X,X
JZLSOIT,O,X,X,X
JZLOTIS,X,X,X,X
JZLOTSI,X,X,X,X
JZLOITS,X,X,X,X
JZLOIST,O,X,X,X
JZLOSTI,O,X,X,X
JZLOSIT,O,X,X,X
JZSTILO,O,X,X,X
JZSTIOL,O,X,X,X
JZSTLIO,O,X,X,X
JZSTLOI,O,X,X,X
JZSTOIL,O,X,X,X
JZSTOLI,O,X,X,X
JZSITLO,O,X,X,X
JZSITOL,O,X,X,X
JZSILTO,O,X,X,X
JZSILOT,O,X,X,X
JZSIOTL,O,X,X,X
JZSIOLT,O,X,X,X
JZSLTIO,O,X,X,X
JZSLTOI,O,X,X,X
JZSLITO,O,X,X,X
JZSLIOT,O,X,X,X
JZSLOTI,O,X,X,X
JZSLOIT,O,X,X,X
JZSOTIL,O,X,X,X
JZSOTLI,O,X,X,X
JZSOITL,O,X,X,X
JZSOILT,O,X,X,X
JZSOLTI,O,X,X,X
JZSOLIT,O,X,X,X
JZOTILS,X,X,X,X
JZOTISL,X,X,X,X
JZOTLIS,X,X,X,X
JZOTLSI,X,X,X,X
JZOTSIL,X,X,X,X
JZOTSLI,X,X,X,X
JZOITLS,X,X,X,X
JZOITSL,X,X,X,X
JZOILTS,X,X,X,X
JZOILST,O,X,X,X
JZOISTL,O,X,X,X
JZOISLT,O,X,X,X
JZOLTIS,X,X,X,X
JZOLTSI,X,X,X,X
JZOLITS,X,X,X,X
JZOLIST,O,X,X,X
JZOLSTI,O,X,X,X
JZOLSIT,O,X,X,X
JZOSTIL,O,X,X,X
JZOSTLI,O,X,X,X
JZOSITL,O,X,X,X
JZOSILT,O,X,X,X
JZOSLTI,O,X,X,X
JZOSLIT,O,X,X,X
JOTILSZ,X,X,X,X
JOTILZS,X,X,X,X
JOTISLZ,X,X,X,X
JOTISZL,X,X,X,X
JOTIZLS,X,X,X,X
JOTIZSL,X,X,X,X
JOTLISZ,X,X,X,X
JOTLIZS,X,X,X,X
JOTLSIZ,X,X,X,X
JOTLSZI,X,X,X,X
JOTLZIS,X,X,X,X
JOTLZSI,X,X,X,X
JOTSILZ,X,X,X,X
JOTSIZL,X,X,X,X
JOTSLIZ,X,X,X,X
JOTSLZI,X,X,X,X
JOTSZIL,X,X,X,X
JOTSZLI,X,X,X,X
JOTZILS,X,X,X,X
JOTZISL,X,X,X,X
JOTZLIS,X,X,X,X
JOTZLSI,X,X,X,X
JOTZSIL,X,X,X,X
JOTZSLI,X,X,X,X
JOITLSZ,X,X,X,X
JOITLZS,X,X,X,X
JOITSLZ,X,X,X,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,X,X,X
JOILTSZ,X,X,X,X
JOILTZS,X,X,X,X
JOILSTZ,O,X,X,X
JOILSZT,O,X,X,X
JOILZTS,X,X,X,X
JOILZST,O,X,X,X
JOISTLZ,O,X,X,X
JOISTZL,O,X,X,X
JOISLTZ,O,X,X,X
JOISLZT,O,X,X,X
JOISZTL,O,X,X,X
JOISZLT,O,X,X,X
JOIZTLS,X,X,X,X
JOIZTSL,X,X,X,X
JOIZLTS,X,X,X,X
JOIZLST,O,X,X,X
JOIZSTL,O,X,X,X
JOIZSLT,O,X,X,X
JOLTISZ,X,X,X,X
JOLTIZS,X,X,X,X
JOLTSIZ,X,X,X,X
JOLTSZI,X,X,X,X
JOLTZIS,X,X,X,X
JOLTZSI,X,X,X,X
JOLITSZ,X,X,X,X
JOLITZS,X,X,X,X
JOLISTZ,O,X,X,X
JOLISZT,O,X,X,X
JOLIZTS,X,X,X,X
JOLIZST,O,X,X,X
JOLSTIZ,O,X,X,X
JOLSTZI,O,X,X,X
JOLSITZ,O,X,X,X
JOLSIZT,O,X,X,X
JOLSZTI,O,X,X,X
JOLSZIT,O,X,X,X
JOLZTIS,X,X,X,X
JOLZTSI,X,X,X,X
JOLZITS,X,X,X,X
JOLZIST,O,X,X,X
JOLZSTI,O,X,X,X
JOLZSIT,O,X,X,X
JOSTILZ,O,X,X,X
JOSTIZL,O,X,X,X
JOSTLIZ,O,X,X,X
JOSTLZI,O,X,X,X
JOSTZIL,O,X,X,X
JOSTZLI,O,X,X,X
JOSITLZ,O,X,X,X
JOSITZL,O,X,X,X
JOSILTZ,O,X,X,X
JOSILZT,O,X,X,X
JOSIZTL,O,X,X,X
JOSIZLT,O,X,X,X
JOSLTIZ,O,X,X,X
JOSLTZI,O,X,X,X
JOSLITZ,O,X,X,X
JOSLIZT,O,X,X,X
JOSLZTI,O,X,X,X
JOSLZIT,O,X,X,X
JOSZTIL,O,X,X,X
JOSZTLI,O,X,X,X
JOSZITL,O,X,X,X
JOSZILT,O,X,X,X
JOSZLTI,O,X,X,X
JOSZLIT,O,X,X,X
JOZTILS,X,X,X,X
JOZTISL,X,X,X,X
JOZTLIS,X,X,X,X
JOZTLSI,X,X,X,X
JOZTSIL,X,X,X,X
JOZTSLI,X,X,X,X
JOZITLS,X,X,X,X
JOZITSL,X,X,X,X
JOZILTS,X,X,X,X
JOZILST,O,X,X,X
JOZISTL,O,X,X,X
JOZISLT,O,X,X,X
JOZLTIS,X,X,X,X
JOZLTSI,X,X,X,X
JOZLITS,X,X,X,X
JOZLIST,O,X,X,X
JOZLSTI,O,X,X,X
JOZLSIT,O,X,X,X
JOZSTIL,O,X,X,X
JOZSTLI,O,X,X,X
JOZSITL,O,X,X,X
JOZSILT,O,X,X,X
JOZSLTI,O,X,X,X
JOZSLIT,O,X,X,X
STILJZO,X,X,X,X
STILJOZ,X,X,X,X
STILZJO,X,X,X,X
STILZOJ,O,O,X,X
STILOJZ,X,X,X,X
STILOZJ,O,O,X,X
STIJLZO,X,X,X,X
STIJLOZ,X,X,X,X
STIJZLO,X,X,X,X
STIJZOL,X,X,X,O
STIJOLZ,X,X,X,X
STIJOZL,X,X,X,X
STIZLJO,X,X,X,X
STIZLOJ,O,O,X,X
STIZJLO,X,X,X,X
STIZJOL,X,X,X,O
STIZOLJ,O,O,X,X
STIZOJL,X,X,X,O
STIOLJZ,X,X,X,X
STIOLZJ,O,O,X,X
STIOJLZ,X,X,X,X
STIOJZL,X,X,X,X
STIOZLJ,O,O,X,X
STIOZJL,X,X,X,X
STLIJZO,X,X,X,O
STLIJOZ,X,X,O,X
STLIZJO,X,X,X,O
STLIZOJ,O,O,X,O
STLIOJZ,X,X,O,X
STLIOZJ,O,O,X,X
STLJIZO,X,X,X,O
STLJIOZ,X,X,O,X
STLJZIO,X,X,X,O
STLJZOI,X,X,X,O
STLJOIZ,X,X,O,X
STLJOZI,X,X,O,X
STLZIJO,X,X,X,O
STLZIOJ,O,O,X,O
STLZJIO,X,X,X,O
STLZJOI,X,X,X,O
STLZOIJ,O,O,X,O
STLZOJI,X,X,X,O
STLOIJZ,X,X,O,X
STLOIZJ,O,O,X,X
STLOJIZ,X,X,O,X
STLOJZI,X,X,O,X
STLOZIJ,O,O,X,X
STLOZJI,X,X,X,X
STJILZO,X,X,X,X
STJILOZ,X,X,X,X
STJIZLO,X,X,X,X
STJIZOL,X,X,X,O
STJIOLZ,X,X,X,X
STJIOZL,X,X,X,X
STJLIZO,X,X,X,O
STJLIOZ,X,X,O,X
STJLZIO,X,X,X,O
STJLZOI,X,X,X,O
STJLOIZ,X,X,O,X
STJLOZI,X,X,O,X
STJZILO,X,X,X,X
STJZIOL,X,X,X,O
STJZLIO,X,X,X,O
STJZLOI,X,X,X,O
STJZOIL,X,X,X,O
STJZOLI,X,X,X,O
STJOILZ,X,X,X,X
STJOIZL,X,X,X,X
STJOLIZ,X,X,O,X
STJOLZI,X,X,O,X
STJOZIL,X,X,X,X
STJOZLI,X,X,X,X
STZILJO,X,X,X,X
STZILOJ,O,O,X,X
STZIJLO,X,X,X,X
STZIJOL,X,X,X,O
STZIOLJ,O,O,X,X
STZIOJL,X,X,X,O
STZLIJO,X,X,X,O
STZLIOJ,O,O,X,O
STZLJIO,X,X,X,O
STZLJOI,X,X,X,O
STZLOIJ,O,O,X,O
STZLOJI,X,X,X,O
STZJILO,X,X,X,X
STZJIOL,X,X,X,O
STZJLIO,X,X,X,O
STZJLOI,X,X,X,O
STZJOIL,X,X,X,O
STZJOLI,X,X,X,O
STZOILJ,O,O,X,X
STZOIJL,X,X,X,O
STZOLIJ,O,O,X,O
STZOLJI,X,X,X,O
STZOJIL,X,X,X,O
STZOJLI,X,X,X,O
STOILJZ,X,X,X,X
STOILZJ,O,O,X,X
STOIJLZ,X,X,X,X
STOIJZL,X,X,X,X
STOIZLJ,O,O,X,X
STOIZJL,X,X,X,X
STOLIJZ,X,X,O,X
STOLIZJ,O,O,X,X
STOLJIZ,X,X,O,X
STOLJZI,X,X,O,X
STOLZIJ,O,O,X,X
STOLZJI,X,X,X,X
STOJILZ,X,X,X,X
STOJIZL,X,X,X,X
STOJLIZ,X,X,O,X
STOJLZI,X,X,O,X
STOJZIL,X,X,X,X
STOJZLI,X,X,X,X
STOZILJ,O,O,X,X
STOZIJL,X,X,X,X
STOZLIJ,O,O,X,X
STOZLJI,X,X,X,X
STOZJIL,X,X,X,X
STOZJLI,X,X,X,X
SITLJZO,X,X,X,X
SITLJOZ,X,X,X,X
SITLZJO,X,X,X,X
SITLZOJ,O,O,X,X
SITLOJZ,X,X,X,X
SITLOZJ,O,O,X,X
SITJLZO,X,X,X,X
SITJLOZ,X,X,X,X
SITJZLO,X,X,X,X
SITJZOL,X,X,X,X
SITJOLZ,X,X,X,X
SITJOZL,X,X,X,X
SITZLJO,X,X,X,X
SITZLOJ,O,O,X,X
SITZJLO,X,X,X,X
SITZJOL,X,X,X,X
SITZOLJ,O,O,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,O,O,X,X
SITOJLZ,X,X,X,X
SITOJZL,X,X,X,X
SITOZLJ,O,O,X,X
SITOZJL,X,X,X,X
SILTJZO,X,X,X,X
SILTJOZ,X,X,X,X
SILTZJO,X,X,X,X
SILTZOJ,O,O,X,X
SILTOJZ,X,X,X,X
SILTOZJ,O,O,X,X
SILJTZO,O,X,X,X
SILJTOZ,O,X,X,X
SILJZTO,O,X,X,X
SILJZOT,O,X,X,X
SILJOTZ,O,X,X,X
SILJOZT,O,X,X,X
SILZTJO,X,X,X,X
SILZTOJ,O,O,X,X
SILZJTO,X,X,X,X
SILZJOT,X,X,X,X
SILZOTJ,O,O,X,X
SILZOJT,X,X,X,X
SILOTJZ,X,X,X,X
SILOTZJ,O,O,X,X
SILOJTZ,O,X,X,X
SILOJZT,O,X,X,X
SILOZTJ,O,O,X,X
SILOZJT,X,X,X,X
SIJTLZO,O,X,X,X
SIJTLOZ,O,X,X,X
SIJTZLO,O,X,X,X
SIJTZOL,O,X,X,X
SIJTOLZ,O,X,X,X
SIJTOZL,O,X,X,X
SIJLTZO,O,X,X,X
SIJLTOZ,O,X,X,X
SIJLZTO,O,X,X,X
SIJLZOT,O,X,X,X
SIJLOTZ,O,X,X,X
SIJLOZT,O,X,X,X
SIJZTLO,O,X,X,X
SIJZTOL,O,X,X,X
SIJZLTO,O,X,X,X
SIJZLOT,O,X,X,X
SIJZOTL,O,X,X,X
SIJZOLT,O,X,X,X
SIJOTLZ,O,X,X,X
SIJOTZL,O,X,X,X
SIJOLTZ,O,X,X,X
SIJOLZT,O,X,X,X
SIJOZTL,O,X,X,X
SIJOZLT,O,X,X,X
SIZTLJO,X,X,X,X
SIZTLOJ,O,O,X,X
SIZTJLO,X,X,X,X
SIZTJOL,X,X,X,X
SIZTOLJ,O,O,X,X
SIZTOJL,X,X,X,X
SIZLTJO,X,X,X,X
SIZLTOJ,O,O,X,X
SIZLJTO,X,X,X,X
SIZLJOT,X,X,X,X
SIZLOTJ,O,O,X,X
SIZLOJT,X,X,X,X
SIZJTLO,X,X,X,X
SIZJTOL,X,X,X,X
SIZJLTO,X,X,X,X
SIZJLOT,X,X,X,X
SIZJOTL,X,X,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,O,O,X,X
SIZOTJL,X,X,X,X
SIZOLTJ,O,O,X,X
SIZOLJT,X,X,X,X
SIZOJTL,X,X,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,X,X,X,X
SIOTLZJ,O,O,X,X
SIOTJLZ,X,X,X,X
SIOTJZL,X,X,X,X
SIOTZLJ,O,O,X,X
SIOTZJL,X,X,X,X
SIOLTJZ,X,X,X,X
SIOLTZJ,O,O,X,X
SIOLJTZ,O,X,X,X
SIOLJZT,O,X,X,X
SIOLZTJ,O,O,X,X
SIOLZJT,X,X,X,X
SIOJTLZ,O,X,X,X
SIOJTZL,O,X,X,X
SIOJLTZ,O,X,X,X
SIOJLZT,O,X,X,X
SIOJZTL,O,X,X,X
SIOJZLT,O,X,X,X
SIOZTLJ,O,O,X,X
SIOZTJL,X,X,X,X
SIOZLTJ,O,O,X,X
SIOZLJT,X,X,X,X
SIOZJTL,X,X,X,X
SIOZJLT,X,X,X,X
SLTIJZO,X,X,X,O
SLTIJOZ,X,X,O,X
SLTIZJO,X,X,X,O
SLTIZOJ,O,O,X,O
SLTIOJZ,X,X,O,X
SLTIOZJ,O,O,X,X
SLTJIZO,X,X,X,O
SLTJIOZ,X,X,O,X
SLTJZIO,X,X,X,O
SLTJZOI,X,X,X,O
SLTJOIZ,X,X,O,X
SLTJOZI,X,X,O,X
SLTZIJO,X,X,X,O
SLTZIOJ,O,O,X,O
SLTZJIO,X,X,X,O
SLTZJOI,X,X,X,O
SLTZOIJ,O,O,X,O
SLTZOJI,X,X,X,O
SLTOIJZ,X,X,O,X
SLTOIZJ,O,O,X,X
SLTOJIZ,X,X,O,X
SLTOJZI,X,X,O,X
SLTOZIJ,O,O,X,X
SLTOZJI,X,X,X,X
SLITJZO,X,X,X,X
SLITJOZ,X,X,X,X
SLITZJO,X,X,X,X
SLITZOJ,O,O,X,X
SLITOJZ,X,X,X,X
SLITOZJ,O,O,X,X
SLIJTZO,O,X,X,X
SLIJTOZ,O,X,X,X
SLIJZTO,O,X,X,X
SLIJZOT,O,X,X,O
SLIJOTZ,O,X,X,X
SLIJOZT,O,X,X,X
SLIZTJO,X,X,X,X
SLIZTOJ,O,O,X,X
SLIZJTO,X,X,X,X
SLIZJOT,X,X,X,O
SLIZOTJ,O,O,X,X
SLIZOJT,X,X,X,O
SLIOTJZ,X,X,X,X
SLIOTZJ,O,O,X,X
SLIOJTZ,O,X,X,X
SLIOJZT,O,X,X,X
SLIOZTJ,O,O,X,X
SLIOZJT,X,X,X,X
SLJTIZO,O,X,X,O
SLJTIOZ,O,X,O,X
SLJTZIO,O,X,X,O
SLJTZOI,O,X,X,O
SLJTOIZ,O,X,O,X
SLJTOZI,O,X,O,X
SLJITZO,O,X,X,X
SLJITOZ,O,X,X,X
SLJIZTO,O,X,X,X
SLJIZOT,O,X,X,O
SLJIOTZ,O,X,X,X
SLJIOZT,O,X,X,X
SLJZTIO,O,X,X,O
SLJZTOI,O,X,X,O
SLJZITO,O,X,X,X
SLJZIOT,O,X,X,O
SLJZOTI,O,X,X,O
SLJZOIT,O,X,X,O
SLJOTIZ,O,X,O,X
SLJOTZI,O,X,O,X
SLJOITZ,O,X,X,X
SLJOIZT,O,X,X,X
SLJOZTI,O,X,X,X
SLJOZIT,O,X,X,X
SLZTIJO,X,X,X,O
SLZTIOJ,O,O,X,O
SLZTJIO,X,X,X,O
SLZTJOI,X,X,X,O
SLZTOIJ,O,O,X,O
SLZTOJI,X,X,X,O
SLZITJO,X,X,X,X
SLZITOJ,O,O,X,X
SLZIJTO,X,X,X,X
SLZIJOT,X,X,X,O
SLZIOTJ,O,O,X,X
SLZIOJT,X,X,X,O
SLZJTIO,X,X,X,O
SLZJTOI,X,X,X,O
SLZJITO,X,X,X,X
SLZJIOT,X,X,X,O
SLZJOTI,X,X,X,O
SLZJOIT,X,X,X,O
SLZOTIJ,O,O,X,O
SLZOTJI,X,X,X,O
SLZOITJ,O,O,X,X
SLZOIJT,X,X,X,O
SLZOJTI,X,X,X,O
SLZOJIT,X,X,X,O
SLOTIJZ,X,X,O,X
SLOTIZJ,O,O,X,X
SLOTJIZ,X,X,O,X
SLOTJZI,X,X,O,X
SLOTZIJ,O,O,X,X
SLOTZJI,X,X,X,X
SLOITJZ,X,X,X,X
SLOITZJ,O,O,X,X
SLOIJTZ,O,X,X,X
SLOIJZT,O,X,X,X
SLOIZTJ,O,O,X,X
SLOIZJT,X,X,X,X
SLOJTIZ,O,X,O,X
SLOJTZI,O,X,O,X
SLOJITZ,O,X,X,X
SLOJIZT,O,X,X,X
SLOJZTI,O,X,X,X
SLOJZIT,O,X,X,X
SLOZTIJ,O,O,X,X
SLOZTJI,X,X,X,X
SLOZITJ,O,O,X,X
SLOZIJT,X,X,X,X
SLOZJTI,X,X,X,X
SLOZJIT,X,X,X,X
SJTILZO,O,X,X,X
SJTILOZ,O,X,X,X
SJTIZLO,O,X,X,X
SJTIZOL,O,X,X,O
SJTIOLZ,O,X,X,X
SJTIOZL,O,X,X,X
SJTLIZO,O,X,X,O
SJTLIOZ,O,X,O,X
SJTLZIO,O,X,X,O
SJTLZOI,O,X,X,O
SJTLOIZ,O,X,O,X
SJTLOZI,O,X,O,X
SJTZILO,O,X,X,X
SJTZIOL,O,X,X,O
SJTZLIO,O,X,X,O
SJTZLOI,O,X,X,O
SJTZOIL,O,X,X,O
SJTZOLI,O,X,X,O
SJTOILZ,O,X,X,X
SJTOIZL,O,X,X,X
SJTOLIZ,O,X,O,X
SJTOLZI,O,X,O,X
SJTOZIL,O,X,X,X
SJTOZLI,O,X,X,X
SJITLZO,O,X,X,X
SJITLOZ,O,X,X,X
SJITZLO,O,X,X,X
SJITZOL,O,X,X,X
SJITOLZ,O,X,X,X
SJITOZL,O,X,X,X
SJILTZO,O,X,X,X
SJILTOZ,O,X,X,X
SJILZTO,O,X,X,X
SJILZOT,O,X,X,X
SJILOTZ,O,X,X,X
SJILOZT,O,X,X,X
SJIZTLO,O,X,X,X
SJIZTOL,O,X,X,X
SJIZLTO,O,X,X,X
SJIZLOT,O,X,X,X
SJIZOTL,O,X,X,X
SJIZOLT,O,X,X,X
SJIOTLZ,O,X,X,X
SJIOTZL,O,X,X,X
SJIOLTZ,O,X,X,X
SJIOLZT,O,X,X,X
SJIOZTL,O,X,X,X
SJIOZLT,O,X,X,X
SJLTIZO,O,X,X,O
SJLTIOZ,O,X,O,X
SJLTZIO,O,X,X,O
SJLTZOI,O,X,X,O
SJLTOIZ,O,X,O,X
SJLTOZI,O,X,O,X
SJLITZO,O,X,X,X
SJLITOZ,O,X,X,X
SJLIZTO,O,X,X,X
SJLIZOT,O,X,X,O
SJLIOTZ,O,X,X,X
SJLIOZT,O,X,X,X
SJLZTIO,O,X,X,O
SJLZTOI,O,X,X,O
SJLZITO,O,X,X,X
SJLZIOT,O,X,X,O
SJLZOTI,O,X,X,O
SJLZOIT,O,X,X,O
SJLOTIZ,O,X,O,X
SJLOTZI,O,X,O,X
SJLOITZ,O,X,X,X
SJLOIZT,O,X,X,X
SJLOZTI,O,X,X,X
SJLOZIT,O,X,X,X
SJZTILO,O,X,X,X
SJZTIOL,O,X,X,O
SJZTLIO,O,X,X,O
SJZTLOI,O,X,X,O
SJZTOIL,O,X,X,O
SJZTOLI,O,X,X,O
SJZITLO,O,X,X,X
SJZITOL,O,X,X,X
SJZILTO,O,X,X,X
SJZILOT,O,X,X,X
SJZIOTL,O,X,X,X
SJZIOLT,O,X,X,X
SJZLTIO,O,X,X,O
SJZLTOI,O,X,X,O
SJZLITO,O,X,X,X
SJZLIOT,O,X,X,O
SJZLOTI,O,X,X,O
SJZLOIT,O,X,X,O
SJZOTIL,O,X,X,O
SJZOTLI,O,X,X,O
SJZOITL,O,X,X,X
SJZOILT,O,X,X,X
SJZOLTI,O,X,X,O
SJZOLIT,O,X,X,O
SJOTILZ,O,X,X,X
SJOTIZL,O,X,X,X
SJOTLIZ,O,X,O,X
SJOTLZI,O,X,O,X
SJOTZIL,O,X,X,X
SJOTZLI,O,X,X,X
SJOITLZ,O,X,X,X
SJOITZL,O,X,X,X
SJOILTZ,O,X,X,X
SJOILZT,O,X,X,X
SJOIZTL,O,X,X,X
SJOIZLT,O,X,X,X
SJOLTIZ,O,X,O,X
SJOLTZI,O,X,O,X
SJOLITZ,O,X,X,X
SJOLIZT,O,X,X,X
SJOLZTI,O,X,X,X
SJOLZIT,O,X,X,X
SJOZTIL,O,X,X,X
SJOZTLI,O,X,X,X
SJOZITL,O,X,X,X
SJOZILT,O,X,X,X
SJOZLTI,O,X,X,X
SJOZLIT,O,X,X,X
SZTILJO,X,X,X,X
SZTILOJ,O,O,X,X
SZTIJLO,X,X,X,X
SZTIJOL,X,X,X,O
SZTIOLJ,O,O,X,X
SZTIOJL,X,X,X,O
SZTLIJO,X,X,X,O
SZTLIOJ,O,O,X,O
SZTLJIO,X,X,X,O
SZTLJOI,X,X,X,O
SZTLOIJ,O,O,X,O
SZTLOJI,X,X,X,O
SZTJILO,X,X,X,X
SZTJIOL,X,X,X,O
SZTJLIO,X,X,X,O
SZTJLOI,X,X,X,O
SZTJOIL,X,X,X,O
SZTJOLI,X,X,X,O
SZTOILJ,O,O,X,X
SZTOIJL,X,X,X,O
SZTOLIJ,O,O,X,O
SZTOLJI,X,X,X,O
SZTOJIL,X,X,X,O
SZTOJLI,X,X,X,O
SZITLJO,X,X,X,X
SZITLOJ,O,O,X,X
SZITJLO,X,X,X,X
SZITJOL,X,X,X,X
SZITOLJ,O,O,X,X
SZITOJL,X,X,X,X
SZILTJO,X,X,X,X
SZILTOJ,O,O,X,X
SZILJTO,X,X,X,X
SZILJOT,X,X,X,X
SZILOTJ,O,O,X,X
SZILOJT,X,X,X,X
SZIJTLO,X,X,X,X
SZIJTOL,X,X,X,X
SZIJLTO,X,X,X,X
SZIJLOT,X,X,X,X
SZIJOTL,X,X,X,X
SZIJOLT,X,X,X,X
SZIOTLJ,O,O,X,X
SZIOTJL,X,X,X,X
SZIOLTJ,O,O,X,X
SZIOLJT,X,X,X,X
SZIOJTL,X,X,X,X
SZIOJLT,X,X,X,X
SZLTIJO,X,X,X,O
SZLTIOJ,O,O,X,O
SZLTJIO,X,X,X,O
SZLTJOI,X,X,X,O
SZLTOIJ,O,O,X,O
SZLTOJI,X,X,X,O
SZLITJO,X,X,X,X
SZLITOJ,O,O,X,X
SZLIJTO,X,X,X,X
SZLIJOT,X,X,X,O
SZLIOTJ,O,O,X,X
SZLIOJT,X,X,X,O
SZLJTIO,X,X,X,O
SZLJTOI,X,X,X,O
SZLJITO,X,X,X,X
SZLJIOT,X,X,X,O
SZLJOTI,X,X,X,O
SZLJOIT,X,X,X,O
SZLOTIJ,O,O,X,O
SZLOTJI,X,X,X,O
SZLOITJ,O,O,X,X
SZLOIJT,X,X,X,O
SZLOJTI,X,X,X,O
SZLOJIT,X,X,X,O
SZJTILO,X,X,X,X
SZJTIOL,X,X,X,O
SZJTLIO,X,X,X,O
SZJTLOI,X,X,X,O
SZJTOIL,X,X,X,O
SZJTOLI,X,X,X,O
