sequence,v115@ShB8AeC8DeF8BeA8JeZEJvhFzfBulB3hBFjB6sBctB,v115@ShB8AeC8DeF8BeA8JeZEJvhFzfBulB3hBlnBctBCtB,v115@ShB8AeC8DeF8BeA8Jex/IvhF0hB6nBOpBllBToBXtB,v115@ShB8AeC8DeF8BeA8Jex/IvhF0hB6nBTjBOpBllBXtB
ZOLSJIT,O,X,X,X
ZOJTILS,X,X,O,X
ZOJTISL,O,O,X,X
ZOJTLIS,X,X,O,X
ZOJTLSI,X,X,O,X
ZOJTSIL,O,O,X,X
ZOJTSLI,X,X,X,X
ZOJITLS,X,X,X,X
ZOJITSL,O,O,X,X
ZOJILTS,O,X,X,X
ZOJILST,O,X,X,X
ZOJISTL,O,O,X,X
ZOJISLT,X,X,X,X
ZOJLTIS,O,X,O,X
ZOJLTSI,O,X,O,X
ZOJLITS,O,X,X,X
ZOJLIST,O,X,X,X
ZOJLSTI,O,X,X,X
ZOJLSIT,O,X,X,X
ZOJSTIL,O,O,X,X
ZOJSTLI,X,X,X,X
ZOJSITL,O,O,X,X
ZOJSILT,X,X,X,X
ZOJSLTI,X,X,X,X
ZOJSLIT,X,X,X,X
ZOSTILJ,X,X,X,X
ZOSTIJL,O,O,X,X
ZOSTLIJ,X,X,X,X
ZOSTLJI,X,X,X,X
ZOSTJIL,O,O,X,X
ZOSTJLI,X,X,X,X
ZOSITLJ,X,X,X,X
ZOSITJL,O,O,X,X
ZOSILTJ,X,X,X,X
ZOSILJT,X,X,X,X
ZOSIJTL,O,O,X,X
ZOSIJLT,X,X,X,X
ZOSLTIJ,X,X,X,X
ZOSLTJI,X,X,X,X
ZOSLITJ,X,X,X,X
ZOSLIJT,X,X,X,X
ZOSLJTI,X,X,X,X
ZOSLJIT,X,X,X,X
ZOSJTIL,O,O,X,X
ZOSJTLI,X,X,X,X
ZOSJITL,O,O,X,X
ZOSJILT,X,X,X,X
ZOSJLTI,X,X,X,X
ZOSJLIT,X,X,X,X
OTILJSZ,X,X,X,X
OTILJZS,X,X,X,X
OTILSJZ,X,X,X,X
OTILSZJ,X,X,X,X
OTILZJS,X,X,X,X
OTILZSJ,X,X,X,X
OTIJLSZ,X,X,X,X
OTIJLZS,X,X,X,X
OTIJSLZ,X,X,X,X
OTIJSZL,X,X,X,X
OTIJZLS,X,X,X,X
OTIJZSL,X,X,X,X
OTISLJZ,X,X,X,X
OTISLZJ,X,X,X,X
OTISJLZ,X,X,X,X
OTISJZL,X,X,X,X
OTISZLJ,X,X,X,X
OTISZJL,X,X,X,X
OTIZLJS,X,X,X,X
OTIZLSJ,X,X,X,X
OTIZJLS,X,X,X,X
OTIZJSL,X,X,X,X
OTIZSLJ,X,X,X,X
OTIZSJL,X,X,X,X
OTLIJSZ,X,X,X,X
OTLIJZS,X,X,X,X
OTLISJZ,X,X,X,X
OTLISZJ,X,X,X,X
OTLIZJS,X,X,X,X
OTLIZSJ,X,X,X,X
OTLJISZ,X,X,X,X
OTLJIZS,X,X,X,X
OTLJSIZ,X,X,X,X
OTLJSZI,X,X,X,X
OTLJZIS,X,X,X,X
OTLJZSI,X,X,X,X
OTLSIJZ,X,X,X,X
OTLSIZJ,X,X,X,X
OTLSJIZ,X,X,X,X
OTLSJZI,X,X,X,X
OTLSZIJ,X,X,X,X
OTLSZJI,X,X,X,X
OTLZIJS,X,X,X,X
OTLZISJ,X,X,X,X
OTLZJIS,X,X,X,X
OTLZJSI,X,X,X,X
OTLZSIJ,X,X,X,X
OTLZSJI,X,X,X,X
OTJILSZ,X,X,X,X
OTJILZS,X,X,X,X
OTJISLZ,X,X,X,X
OTJISZL,X,X,X,X
OTJIZLS,X,X,O,X
OTJIZSL,X,X,X,X
OTJLISZ,X,X,X,X
OTJLIZS,X,X,X,X
OTJLSIZ,X,X,X,X
OTJLSZI,X,X,X,X
OTJLZIS,X,X,X,X
OTJLZSI,X,X,X,X
OTJSILZ,X,X,X,X
OTJSIZL,X,X,X,X
OTJSLIZ,X,X,X,X
OTJSLZI,X,X,X,X
OTJSZIL,X,X,X,X
OTJSZLI,X,X,X,X
OTJZILS,X,X,O,X
OTJZISL,X,X,X,X
OTJZLIS,X,X,O,X
OTJZLSI,X,X,O,X
OTJZSIL,X,X,X,X
OTJZSLI,X,X,X,X
OTSILJZ,X,X,X,X
OTSILZJ,X,X,X,X
OTSIJLZ,X,X,X,X
OTSIJZL,X,X,X,X
OTSIZLJ,X,X,X,X
OTSIZJL,X,X,X,X
OTSLIJZ,X,X,X,X
OTSLIZJ,X,X,X,X
OTSLJIZ,X,X,X,X
OTSLJZI,X,X,X,X
OTSLZIJ,X,X,X,X
OTSLZJI,X,X,X,X
OTSJILZ,X,X,X,X
OTSJIZL,X,X,X,X
OTSJLIZ,X,X,X,X
OTSJLZI,X,X,X,X
OTSJZIL,X,X,X,X
OTSJZLI,X,X,X,X
OTSZILJ,X,X,X,X
OTSZIJL,X,X,X,X
OTSZLIJ,X,X,X,X
OTSZLJI,X,X,X,X
OTSZJIL,X,X,X,X
OTSZJLI,X,X,X,X
OTZILJS,X,X,X,X
OTZILSJ,X,X,X,X
OTZIJLS,X,X,X,X
OTZIJSL,X,X,X,X
OTZISLJ,X,X,X,X
OTZISJL,X,X,X,X
OTZLIJS,X,X,X,X
OTZLISJ,X,X,X,X
OTZLJIS,X,X,O,X
OTZLJSI,X,X,O,X
OTZLSIJ,X,X,X,X
OTZLSJI,X,X,X,X
OTZJILS,X,X,O,X
OTZJISL,X,X,X,X
OTZJLIS,X,X,O,X
OTZJLSI,X,X,O,X
OTZJSIL,X,X,X,X
OTZJSLI,X,X,X,X
OTZSILJ,X,X,X,X
OTZSIJL,X,X,X,X
OTZSLIJ,X,X,X,X
OTZSLJI,X,X,X,X
OTZSJIL,X,X,X,X
OTZSJLI,X,X,X,X
OITLJSZ,X,X,X,X
OITLJZS,X,X,X,X
OITLSJZ,X,X,X,X
OITLSZJ,X,X,X,X
OITLZJS,X,X,X,X
OITLZSJ,X,X,X,X
OITJLSZ,X,X,X,X
OITJLZS,X,X,X,X
OITJSLZ,X,X,X,X
OITJSZL,X,X,X,X
OITJZLS,X,X,X,X
OITJZSL,X,X,X,X
OITSLJZ,X,X,X,X
OITSLZJ,X,X,X,X
OITSJLZ,X,X,X,X
OITSJZL,X,X,X,X
OITSZLJ,X,X,X,X
OITSZJL,X,X,X,X
OITZLJS,X,X,X,X
OITZLSJ,X,X,X,X
OITZJLS,X,X,X,X
OITZJSL,X,X,X,X
OITZSLJ,X,X,X,X
OITZSJL,X,X,X,X
OILTJSZ,X,X,X,X
OILTJZS,X,X,X,X
OILTSJZ,X,X,X,X
OILTSZJ,X,X,X,X
OILTZJS,X,X,X,X
OILTZSJ,X,X,X,X
OILJTSZ,X,X,X,X
OILJTZS,X,X,X,X
OILJSTZ,X,X,X,X
OILJSZT,O,X,X,X
OILJZTS,O,X,X,X
OILJZST,O,X,X,X
OILSTJZ,X,X,X,X
OILSTZJ,X,X,X,X
OILSJTZ,X,X,X,X
OILSJZT,O,X,X,X
OILSZTJ,O,X,X,X
OILSZJT,O,X,X,X
OILZTJS,O,X,X,X
OILZTSJ,O,X,X,X
OILZJTS,O,X,X,X
OILZJST,O,X,X,X
OILZSTJ,O,X,X,X
OILZSJT,O,X,X,X
OIJTLSZ,X,X,X,X
OIJTLZS,X,X,X,X
OIJTSLZ,X,X,X,X
OIJTSZL,X,X,X,X
OIJTZLS,X,X,X,X
OIJTZSL,X,X,X,X
OIJLTSZ,X,X,X,X
OIJLTZS,X,X,X,X
OIJLSTZ,X,X,X,X
OIJLSZT,O,X,X,X
OIJLZTS,O,X,X,X
OIJLZST,O,X,X,X
OIJSTLZ,X,X,X,X
OIJSTZL,X,X,X,X
OIJSLTZ,X,X,X,X
OIJSLZT,O,X,X,X
OIJSZTL,O,O,X,X
OIJSZLT,X,X,X,X
OIJZTLS,X,X,X,X
OIJZTSL,O,O,X,X
OIJZLTS,O,X,X,X
OIJZLST,O,X,X,X
OIJZSTL,O,O,X,X
OIJZSLT,X,X,X,X
OISTLJZ,X,X,X,X
OISTLZJ,X,X,X,X
OISTJLZ,X,X,X,X
OISTJZL,X,X,X,X
OISTZLJ,X,X,X,X
OISTZJL,X,X,X,X
OISLTJZ,X,X,X,X
OISLTZJ,X,X,X,X
OISLJTZ,X,X,X,X
OISLJZT,O,X,X,X
OISLZTJ,O,X,X,X
OISLZJT,O,X,X,X
OISJTLZ,X,X,X,X
OISJTZL,X,X,X,X
OISJLTZ,X,X,X,X
OISJLZT,O,X,X,X
OISJZTL,O,O,X,X
OISJZLT,X,X,X,X
OISZTLJ,X,X,X,X
OISZTJL,O,O,X,X
OISZLTJ,X,X,X,X
OISZLJT,X,X,X,X
OISZJTL,O,O,X,X
OISZJLT,X,X,X,X
OIZTLJS,X,X,X,X
OIZTLSJ,X,X,X,X
OIZTJLS,X,X,X,X
OIZTJSL,O,O,X,X
OIZTSLJ,X,X,X,X
OIZTSJL,O,O,X,X
OIZLTJS,O,X,X,X
OIZLTSJ,O,X,X,X
OIZLJTS,O,X,X,X
OIZLJST,O,X,X,X
OIZLSTJ,O,X,X,X
OIZLSJT,O,X,X,X
OIZJTLS,X,X,X,X
OIZJTSL,O,O,X,X
OIZJLTS,O,X,X,X
OIZJLST,O,X,X,X
OIZJSTL,O,O,X,X
OIZJSLT,X,X,X,X
OIZSTLJ,X,X,X,X
OIZSTJL,O,O,X,X
OIZSLTJ,X,X,X,X
OIZSLJT,X,X,X,X
OIZSJTL,O,O,X,X
OIZSJLT,X,X,X,X
OLTIJSZ,X,X,X,X
OLTIJZS,X,X,X,X
OLTISJZ,X,X,X,X
OLTISZJ,X,X,X,X
OLTIZJS,X,X,X,X
OLTIZSJ,X,X,X,X
OLTJISZ,X,X,X,X
OLTJIZS,X,X,X,X
OLTJSIZ,X,X,X,X
OLTJSZI,X,X,X,X
OLTJZIS,X,X,X,X
OLTJZSI,X,X,X,X
OLTSIJZ,X,X,X,X
OLTSIZJ,X,X,X,X
OLTSJIZ,X,X,X,X
OLTSJZI,X,X,X,X
OLTSZIJ,X,X,X,X
OLTSZJI,X,X,X,X
OLTZIJS,X,X,X,X
OLTZISJ,X,X,X,X
OLTZJIS,X,X,X,X
OLTZJSI,X,X,X,X
OLTZSIJ,X,X,X,X
OLTZSJI,X,X,X,X
OLITJSZ,X,X,X,X
OLITJZS,X,X,X,X
OLITSJZ,X,X,X,X
OLITSZJ,X,X,X,X
OLITZJS,X,X,X,X
OLITZSJ,X,X,X,X
OLIJTSZ,X,X,X,X
OLIJTZS,X,X,X,X
OLIJSTZ,X,X,X,X
OLIJSZT,O,X,X,X
OLIJZTS,O,X,X,X
OLIJZST,O,X,X,X
OLISTJZ,X,X,X,X
OLISTZJ,X,X,X,X
OLISJTZ,X,X,X,X
OLISJZT,O,X,X,X
OLISZTJ,O,X,X,X
OLISZJT,O,X,X,X
OLIZTJS,O,X,X,X
OLIZTSJ,O,X,X,X
OLIZJTS,O,X,X,X
OLIZJST,O,X,X,X
OLIZSTJ,O,X,X,X
OLIZSJT,O,X,X,X
OLJTISZ,X,X,X,X
OLJTIZS,X,X,X,X
OLJTSIZ,X,X,X,X
OLJTSZI,X,X,X,X
OLJTZIS,X,X,X,X
OLJTZSI,X,X,X,X
OLJITSZ,X,X,X,X
OLJITZS,X,X,X,X
OLJISTZ,X,X,X,X
OLJISZT,O,X,X,X
OLJIZTS,O,X,X,X
OLJIZST,O,X,X,X
OLJSTIZ,X,X,X,X
OLJSTZI,X,X,X,X
OLJSITZ,X,X,X,X
OLJSIZT,O,X,X,X
OLJSZTI,O,X,X,X
OLJSZIT,O,X,X,X
OLJZTIS,O,X,X,X
OLJZTSI,O,X,X,X
OLJZITS,O,X,X,X
OLJZIST,O,X,X,X
OLJZSTI,O,X,X,X
OLJZSIT,O,X,X,X
OLSTIJZ,X,X,X,X
OLSTIZJ,X,X,X,X
OLSTJIZ,X,X,X,X
OLSTJZI,X,X,X,X
OLSTZIJ,X,X,X,X
OLSTZJI,X,X,X,X
OLSITJZ,X,X,X,X
OLSITZJ,X,X,X,X
OLSIJTZ,X,X,X,X
OLSIJZT,O,X,X,X
OLSIZTJ,O,X,X,X
OLSIZJT,O,X,X,X
OLSJTIZ,X,X,X,X
OLSJTZI,X,X,X,X
OLSJITZ,X,X,X,X
OLSJIZT,O,X,X,X
OLSJZTI,O,X,X,X
OLSJZIT,O,X,X,X
OLSZTIJ,O,X,X,X
OLSZTJI,O,X,X,X
OLSZITJ,O,X,X,X
OLSZIJT,O,X,X,X
OLSZJTI,O,X,X,X
OLSZJIT,O,X,X,X
OLZTIJS,O,X,X,X
OLZTISJ,O,X,X,X
OLZTJIS,O,X,X,X
OLZTJSI,O,X,X,X
OLZTSIJ,O,X,X,X
OLZTSJI,O,X,X,X
OLZITJS,O,X,X,X
OLZITSJ,O,X,X,X
OLZIJTS,O,X,X,X
OLZIJST,O,X,X,X
OLZISTJ,O,X,X,X
OLZISJT,O,X,X,X
OLZJTIS,O,X,X,X
OLZJTSI,O,X,X,X
OLZJITS,O,X,X,X
OLZJIST,O,X,X,X
OLZJSTI,O,X,X,X
OLZJSIT,O,X,X,X
OLZSTIJ,O,X,X,X
OLZSTJI,O,X,X,X
OLZSITJ,O,X,X,X
OLZSIJT,O,X,X,X
OLZSJTI,O,X,X,X
OLZSJIT,O,X,X,X
OJTILSZ,X,X,X,X
OJTILZS,X,X,X,X
OJTISLZ,X,X,X,X
OJTISZL,X,X,X,X
OJTIZLS,X,X,O,X
OJTIZSL,X,X,X,X
OJTLISZ,X,X,X,X
OJTLIZS,X,X,X,X
OJTLSIZ,X,X,X,X
OJTLSZI,X,X,X,X
OJTLZIS,X,X,X,X
OJTLZSI,X,X,X,X
OJTSILZ,X,X,X,X
OJTSIZL,X,X,X,X
OJTSLIZ,X,X,X,X
OJTSLZI,X,X,X,X
OJTSZIL,X,X,X,X
OJTSZLI,X,X,X,X
OJTZILS,X,X,O,X
OJTZISL,X,X,X,X
OJTZLIS,X,X,O,X
OJTZLSI,X,X,O,X
OJTZSIL,X,X,X,X
OJTZSLI,X,X,X,X
OJITLSZ,X,X,X,X
OJITLZS,X,X,X,X
OJITSLZ,X,X,X,X
OJITSZL,X,X,X,X
OJITZLS,X,X,X,X
OJITZSL,X,X,X,X
OJILTSZ,X,X,X,X
OJILTZS,X,X,X,X
OJILSTZ,X,X,X,X
OJILSZT,O,X,X,X
OJILZTS,O,X,X,X
OJILZST,O,X,X,X
OJISTLZ,X,X,X,X
OJISTZL,X,X,X,X
OJISLTZ,X,X,X,X
OJISLZT,O,X,X,X
OJISZTL,O,O,X,X
OJISZLT,X,X,X,X
OJIZTLS,X,X,X,X
OJIZTSL,O,O,X,X
OJIZLTS,O,X,X,X
OJIZLST,O,X,X,X
OJIZSTL,O,O,X,X
OJIZSLT,X,X,X,X
OJLTISZ,X,X,X,X
OJLTIZS,X,X,X,X
OJLTSIZ,X,X,X,X
OJLTSZI,X,X,X,X
OJLTZIS,X,X,X,X
OJLTZSI,X,X,X,X
OJLITSZ,X,X,X,X
OJLITZS,X,X,X,X
OJLISTZ,X,X,X,X
OJLISZT,O,X,X,X
OJLIZTS,O,X,X,X
OJLIZST,O,X,X,X
OJLSTIZ,X,X,X,X
OJLSTZI,X,X,X,X
OJLSITZ,X,X,X,X
OJLSIZT,O,X,X,X
OJLSZTI,O,X,X,X
OJLSZIT,O,X,X,X
OJLZTIS,O,X,X,X
OJLZTSI,O,X,X,X
OJLZITS,O,X,X,X
OJLZIST,O,X,X,X
OJLZSTI,O,X,X,X
OJLZSIT,O,X,X,X
OJSTILZ,X,X,X,X
OJSTIZL,X,X,X,X
OJSTLIZ,X,X,X,X
OJSTLZI,X,X,X,X
OJSTZIL,X,X,X,X
OJSTZLI,X,X,X,X
OJSITLZ,X,X,X,X
OJSITZL,X,X,X,X
OJSILTZ,X,X,X,X
OJSILZT,O,X,X,X
OJSIZTL,O,O,X,X
OJSIZLT,X,X,X,X
OJSLTIZ,X,X,X,X
OJSLTZI,X,X,X,X
OJSLITZ,X,X,X,X
OJSLIZT,O,X,X,X
OJSLZTI,O,X,X,X
OJSLZIT,O,X,X,X
OJSZTIL,O,O,X,X
OJSZTLI,X,X,X,X
OJSZITL,O,O,X,X
OJSZILT,X,X,X,X
OJSZLTI,X,X,X,X
OJSZLIT,X,X,X,X
OJZTILS,X,X,O,X
OJZTISL,O,O,X,X
OJZTLIS,X,X,O,X
OJZTLSI,X,X,O,X
OJZTSIL,O,O,X,X
OJZTSLI,X,X,X,X
OJZITLS,X,X,X,X
OJZITSL,O,O,X,X
OJZILTS,O,X,X,X
OJZILST,O,X,X,X
OJZISTL,O,O,X,X
OJZISLT,X,X,X,X
OJZLTIS,O,X,O,X
OJZLTSI,O,X,O,X
OJZLITS,O,X,X,X
OJZLIST,O,X,X,X
OJZLSTI,O,X,X,X
OJZLSIT,O,X,X,X
OJZSTIL,O,O,X,X
OJZSTLI,X,X,X,X
OJZSITL,O,O,X,X
OJZSILT,X,X,X,X
OJZSLTI,X,X,X,X
OJZSLIT,X,X,X,X
OSTILJZ,X,X,X,X
OSTILZJ,X,X,X,X
OSTIJLZ,X,X,X,X
OSTIJZL,X,X,X,X
OSTIZLJ,X,X,X,X
OSTIZJL,X,X,X,X
OSTLIJZ,X,X,X,X
OSTLIZJ,X,X,X,X
OSTLJIZ,X,X,X,X
OSTLJZI,X,X,X,X
OSTLZIJ,X,X,X,X
OSTLZJI,X,X,X,X
OSTJILZ,X,X,X,X
OSTJIZL,X,X,X,X
OSTJLIZ,X,X,X,X
OSTJLZI,X,X,X,X
OSTJZIL,X,X,X,X
OSTJZLI,X,X,X,X
OSTZILJ,X,X,X,X
OSTZIJL,X,X,X,X
OSTZLIJ,X,X,X,X
OSTZLJI,X,X,X,X
OSTZJIL,X,X,X,X
OSTZJLI,X,X,X,X
OSITLJZ,X,X,X,X
OSITLZJ,X,X,X,X
OSITJLZ,X,X,X,X
OSITJZL,X,X,X,X
OSITZLJ,X,X,X,X
OSITZJL,X,X,X,X
OSILTJZ,X,X,X,X
OSILTZJ,X,X,X,X
OSILJTZ,X,X,X,X
OSILJZT,O,X,X,X
OSILZTJ,O,X,X,X
OSILZJT,O,X,X,X
OSIJTLZ,X,X,X,X
OSIJTZL,X,X,X,X
OSIJLTZ,X,X,X,X
OSIJLZT,O,X,X,X
OSIJZTL,O,O,X,X
OSIJZLT,X,X,X,X
OSIZTLJ,X,X,X,X
OSIZTJL,O,O,X,X
OSIZLTJ,X,X,X,X
OSIZLJT,X,X,X,X
OSIZJTL,O,O,X,X
OSIZJLT,X,X,X,X
OSLTIJZ,X,X,X,X
OSLTIZJ,X,X,X,X
OSLTJIZ,X,X,X,X
OSLTJZI,X,X,X,X
OSLTZIJ,X,X,X,X
OSLTZJI,X,X,X,X
OSLITJZ,X,X,X,X
OSLITZJ,X,X,X,X
OSLIJTZ,X,X,X,X
OSLIJZT,O,X,X,X
OSLIZTJ,O,X,X,X
OSLIZJT,O,X,X,X
OSLJTIZ,X,X,X,X
OSLJTZI,X,X,X,X
OSLJITZ,X,X,X,X
OSLJIZT,O,X,X,X
OSLJZTI,O,X,X,X
OSLJZIT,O,X,X,X
OSLZTIJ,O,X,X,X
OSLZTJI,O,X,X,X
OSLZITJ,O,X,X,X
OSLZIJT,O,X,X,X
OSLZJTI,O,X,X,X
OSLZJIT,O,X,X,X
OSJTILZ,X,X,X,X
OSJTIZL,X,X,X,X
OSJTLIZ,X,X,X,X
OSJTLZI,X,X,X,X
OSJTZIL,X,X,X,X
OSJTZLI,X,X,X,X
OSJITLZ,X,X,X,X
OSJITZL,X,X,X,X
OSJILTZ,X,X,X,X
OSJILZT,O,X,X,X
OSJIZTL,O,O,X,X
OSJIZLT,X,X,X,X
OSJLTIZ,X,X,X,X
OSJLTZI,X,X,X,X
OSJLITZ,X,X,X,X
OSJLIZT,O,X,X,X
OSJLZTI,O,X,X,X
OSJLZIT,O,X,X,X
OSJZTIL,O,O,X,X
OSJZTLI,X,X,X,X
OSJZITL,O,O,X,X
OSJZILT,X,X,X,X
OSJZLTI,X,X,X,X
OSJZLIT,X,X,X,X
OSZTILJ,X,X,X,X
OSZTIJL,O,O,X,X
OSZTLIJ,X,X,X,X
OSZTLJI,X,X,X,X
OSZTJIL,O,O,X,X
OSZTJLI,X,X,X,X
OSZITLJ,X,X,X,X
OSZITJL,O,O,X,X
OSZILTJ,X,X,X,X
OSZILJT,X,X,X,X
OSZIJTL,O,O,X,X
OSZIJLT,X,X,X,X
OSZLTIJ,X,X,X,X
OSZLTJI,X,X,X,X
OSZLITJ,X,X,X,X
OSZLIJT,X,X,X,X
OSZLJTI,X,X,X,X
OSZLJIT,X,X,X,X
OSZJTIL,O,O,X,X
OSZJTLI,X,X,X,X
OSZJITL,O,O,X,X
OSZJILT,X,X,X,X
OSZJLTI,X,X,X,X
OSZJLIT,X,X,X,X
OZTILJS,X,X,X,X
OZTILSJ,X,X,X,X
OZTIJLS,X,X,X,X
OZTIJSL,O,O,X,X
OZTISLJ,X,X,X,X
OZTISJL,O,O,X,X
OZTLIJS,X,X,X,X
OZTLISJ,X,X,X,X
OZTLJIS,X,X,O,X
OZTLJSI,X,X,O,X
OZTLSIJ,X,X,X,X
OZTLSJI,X,X,X,X
OZTJILS,X,X,O,X
OZTJISL,O,O,X,X
OZTJLIS,X,X,O,X
OZTJLSI,X,X,O,X
OZTJSIL,O,O,X,X
OZTJSLI,X,X,X,X
OZTSILJ,X,X,X,X
OZTSIJL,O,O,X,X
OZTSLIJ,X,X,X,X
OZTSLJI,X,X,X,X
OZTSJIL,O,O,X,X
OZTSJLI,X,X,X,X
OZITLJS,X,X,X,X
OZITLSJ,X,X,X,X
OZITJLS,X,X,X,X
OZITJSL,O,O,X,X
OZITSLJ,X,X,X,X
OZITSJL,O,O,X,X
OZILTJS,O,X,X,X
OZILTSJ,O,X,X,X
OZILJTS,O,X,X,X
OZILJST,O,X,X,X
OZILSTJ,O,X,X,X
OZILSJT,O,X,X,X
OZIJTLS,X,X,X,X
OZIJTSL,O,O,X,X
OZIJLTS,O,X,X,X
OZIJLST,O,X,X,X
OZIJSTL,O,O,X,X
OZIJSLT,X,X,X,X
OZISTLJ,X,X,X,X
OZISTJL,O,O,X,X
OZISLTJ,X,X,X,X
OZISLJT,X,X,X,X
OZISJTL,O,O,X,X
OZISJLT,X,X,X,X
OZLTIJS,O,X,X,X
OZLTISJ,O,X,X,X
OZLTJIS,O,X,O,X
OZLTJSI,O,X,O,X
OZLTSIJ,O,X,X,X
OZLTSJI,O,X,X,X
OZLITJS,O,X,X,X
OZLITSJ,O,X,X,X
OZLIJTS,O,X,X,X
OZLIJST,O,X,X,X
OZLISTJ,O,X,X,X
OZLISJT,O,X,X,X
OZLJTIS,O,X,O,X
OZLJTSI,O,X,O,X
OZLJITS,O,X,X,X
OZLJIST,O,X,X,X
OZLJSTI,O,X,X,X
OZLJSIT,O,X,X,X
OZLSTIJ,O,X,X,X
OZLSTJI,O,X,X,X
OZLSITJ,O,X,X,X
OZLSIJT,O,X,X,X
OZLSJTI,O,X,X,X
OZLSJIT,O,X,X,X
OZJTILS,X,X,O,X
OZJTISL,O,O,X,X
OZJTLIS,X,X,O,X
OZJTLSI,X,X,O,X
OZJTSIL,O,O,X,X
OZJTSLI,X,X,X,X
OZJITLS,X,X,X,X
OZJITSL,O,O,X,X
OZJILTS,O,X,X,X
OZJILST,O,X,X,X
OZJISTL,O,O,X,X
OZJISLT,X,X,X,X
OZJLTIS,O,X,O,X
OZJLTSI,O,X,O,X
OZJLITS,O,X,X,X
OZJLIST,O,X,X,X
OZJLSTI,O,X,X,X
OZJLSIT,O,X,X,X
OZJSTIL,O,O,X,X
OZJSTLI,X,X,X,X
OZJSITL,O,O,X,X
OZJSILT,X,X,X,X
OZJSLTI,X,X,X,X
OZJSLIT,X,X,X,X
OZSTILJ,X,X,X,X
OZSTIJL,O,O,X,X
OZSTLIJ,X,X,X,X
OZSTLJI,X,X,X,X
OZSTJIL,O,O,X,X
OZSTJLI,X,X,X,X
OZSITLJ,X,X,X,X
OZSITJL,O,O,X,X
OZSILTJ,X,X,X,X
OZSILJT,X,X,X,X
OZSIJTL,O,O,X,X
OZSIJLT,X,X,X,X
OZSLTIJ,X,X,X,X
OZSLTJI,X,X,X,X
OZSLITJ,X,X,X,X
OZSLIJT,X,X,X,X
OZSLJTI,X,X,X,X
OZSLJIT,X,X,X,X
OZSJTIL,O,O,X,X
OZSJTLI,X,X,X,X
OZSJITL,O,O,X,X
OZSJILT,X,X,X,X
OZSJLTI,X,X,X,X
OZSJLIT,X,X,X,X
