sequence,v115@KhB8HeC8DeA8BeF8KeT/IvhFOlBlhB3iB5oBysB0pB,v115@KhB8HeC8DeA8BeF8KeXAJvhFlhBaoB5oB2pBTnB0pB,v115@KhB8HeC8DeA8BeF8KeOEJvhFXgB0hBliB5oBysBzpB
OSZTLJI,X,X,X
OSZTJIL,X,X,O
OSZTJLI,X,X,X
OSZITLJ,X,X,X
OSZITJL,X,X,O
OSZILTJ,X,X,O
OSZILJT,X,X,O
OSZIJTL,X,X,O
OSZIJLT,X,X,O
OSZLTIJ,X,X,O
OSZLTJI,X,X,O
OSZLITJ,X,X,O
OSZLIJT,X,X,O
OSZLJTI,X,X,O
OSZLJIT,X,X,O
OSZJTIL,X,X,O
OSZJTLI,X,X,X
OSZJITL,X,X,O
OSZJILT,X,X,O
OSZJLTI,X,X,O
OSZJLIT,X,X,O
OZTILJS,X,X,X
OZTILSJ,X,X,X
OZTIJLS,X,X,X
OZTIJSL,X,X,O
OZTISLJ,X,X,X
OZTISJL,X,X,O
OZTLIJS,X,X,X
OZTLISJ,X,X,X
OZTLJIS,X,X,X
OZTLJSI,X,X,X
OZTLSIJ,X,X,X
OZTLSJI,X,X,X
OZTJILS,X,X,X
OZTJISL,X,X,O
OZTJLIS,X,X,X
OZTJLSI,X,X,X
OZTJSIL,X,X,O
OZTJSLI,X,X,X
OZTSILJ,X,X,X
OZTSIJL,X,X,O
OZTSLIJ,X,X,X
OZTSLJI,X,X,X
OZTSJIL,X,X,O
OZTSJLI,X,X,X
OZITLJS,X,X,X
OZITLSJ,X,X,X
OZITJLS,X,X,X
OZITJSL,X,X,O
OZITSLJ,X,X,X
OZITSJL,X,X,O
OZILTJS,X,X,O
OZILTSJ,X,X,O
OZILJTS,X,X,O
OZILJST,X,X,O
OZILSTJ,X,X,O
OZILSJT,X,X,O
OZIJTLS,X,X,X
OZIJTSL,X,X,O
OZIJLTS,X,X,O
OZIJLST,X,X,O
OZIJSTL,X,X,O
OZIJSLT,X,X,O
OZISTLJ,X,X,X
OZISTJL,X,X,O
OZISLTJ,X,X,O
OZISLJT,X,X,O
OZISJTL,X,X,O
OZISJLT,X,X,O
OZLTIJS,X,X,O
OZLTISJ,X,X,O
OZLTJIS,X,X,O
OZLTJSI,X,X,O
OZLTSIJ,X,X,O
OZLTSJI,X,X,O
OZLITJS,X,X,O
OZLITSJ,X,X,O
OZLIJTS,X,X,O
OZLIJST,X,X,O
OZLISTJ,X,X,O
OZLISJT,X,X,O
OZLJTIS,X,X,O
OZLJTSI,X,X,O
OZLJITS,X,X,O
OZLJIST,X,X,O
OZLJSTI,X,X,O
OZLJSIT,X,X,O
OZLSTIJ,X,X,O
OZLSTJI,X,X,O
OZLSITJ,X,X,O
OZLSIJT,X,X,O
OZLSJTI,X,X,O
OZLSJIT,X,X,O
OZJTILS,X,X,X
OZJTISL,X,X,O
OZJTLIS,X,X,X
OZJTLSI,X,X,X
OZJTSIL,X,X,O
OZJTSLI,X,X,X
OZJITLS,X,X,X
OZJITSL,X,X,O
OZJILTS,X,X,O
OZJILST,X,X,O
OZJISTL,X,X,O
OZJISLT,X,X,O
OZJLTIS,X,X,O
OZJLTSI,X,X,O
OZJLITS,X,X,O
OZJLIST,X,X,O
OZJLSTI,X,X,O
OZJLSIT,X,X,O
OZJSTIL,X,X,O
OZJSTLI,X,X,X
OZJSITL,X,X,O
OZJSILT,X,X,O
OZJSLTI,X,X,O
OZJSLIT,X,X,O
OZSTILJ,X,X,X
OZSTIJL,X,X,O
OZSTLIJ,X,X,X
OZSTLJI,X,X,X
OZSTJIL,X,X,O
OZSTJLI,X,X,X
OZSITLJ,X,X,X
OZSITJL,X,X,O
OZSILTJ,X,X,O
OZSILJT,X,X,O
OZSIJTL,X,X,O
OZSIJLT,X,X,O
OZSLTIJ,X,X,O
OZSLTJI,X,X,O
OZSLITJ,X,X,O
OZSLIJT,X,X,O
OZSLJTI,X,X,O
OZSLJIT,X,X,O
OZSJTIL,X,X,O
OZSJTLI,X,X,X
OZSJITL,X,X,O
OZSJILT,X,X,O
OZSJLTI,X,X,O
OZSJLIT,X,X,O
