sequence,v115@QhB8EeA8BeC8BeF8Jei/IvhFRhBFjBzkBGmB0nB3qB,v115@QhB8EeA8BeC8BeF8Jem/IvhFChBxiB0kBlmBznB3qB,v115@QhB8EeA8BeC8BeF8Je/EJvhFRgBumBFjBKqBzqB0sB,v115@QhB8EeA8BeC8BeF8JeT/IvhFigBumBFjB0nBRqB3qB
SZJITOL,O,X,X,X
SZJILTO,O,O,X,X
SZJILOT,X,O,X,X
SZJIOTL,O,X,X,X
SZJIOLT,O,X,X,X
SZJLTIO,O,X,O,X
SZJLTOI,X,X,O,X
SZJLITO,O,O,O,X
SZJLIOT,X,O,X,X
SZJLOTI,X,X,O,X
SZJLOIT,X,O,O,X
SZJOTIL,O,O,X,X
SZJOTLI,O,O,X,X
SZJOITL,O,O,X,X
SZJOILT,O,O,X,X
SZJOLTI,O,X,X,X
SZJOLIT,O,O,X,X
SZOTILJ,O,O,X,X
SZOTIJL,X,O,X,X
SZOTLIJ,O,O,X,X
SZOTLJI,O,O,X,X
SZOTJIL,O,O,X,X
SZOTJLI,O,O,X,X
SZOITLJ,O,O,X,X
SZOITJL,X,O,X,X
SZOILTJ,O,X,X,X
SZOILJT,X,O,X,X
SZOIJTL,X,O,X,X
SZOIJLT,X,O,X,X
SZOLTIJ,O,X,X,X
SZOLTJI,O,X,X,X
SZOLITJ,O,X,X,X
SZOLIJT,X,O,X,X
SZOLJTI,O,X,X,X
SZOLJIT,O,O,X,X
SZOJTIL,O,O,X,X
SZOJTLI,O,O,X,X
SZOJITL,O,O,X,X
SZOJILT,O,O,X,X
SZOJLTI,O,X,X,X
SZOJLIT,O,O,X,X
SOTILJZ,X,X,X,X
SOTILZJ,X,O,X,X
SOTIJLZ,X,X,X,X
SOTIJZL,X,X,X,X
SOTIZLJ,X,O,X,X
SOTIZJL,X,O,X,X
SOTLIJZ,X,X,X,X
SOTLIZJ,X,O,X,X
SOTLJIZ,O,X,X,X
SOTLJZI,X,X,X,X
SOTLZIJ,X,O,X,X
SOTLZJI,X,O,X,X
SOTJILZ,O,X,X,X
SOTJIZL,X,X,X,X
SOTJLIZ,O,X,X,X
SOTJLZI,X,X,X,X
SOTJZIL,X,X,X,X
SOTJZLI,X,X,X,X
SOTZILJ,X,O,X,X
SOTZIJL,X,O,X,X
SOTZLIJ,X,O,X,X
SOTZLJI,X,O,X,X
SOTZJIL,X,O,X,X
SOTZJLI,X,O,X,X
SOITLJZ,X,X,X,X
SOITLZJ,X,O,X,X
SOITJLZ,X,X,X,X
SOITJZL,X,X,X,X
SOITZLJ,X,O,X,X
SOITZJL,X,O,X,X
SOILTJZ,X,X,X,X
SOILTZJ,X,X,X,X
SOILJTZ,X,X,X,X
SOILJZT,X,X,X,X
SOILZTJ,X,X,X,X
SOILZJT,X,O,X,X
SOIJTLZ,X,X,X,X
SOIJTZL,X,X,X,X
SOIJLTZ,X,X,X,X
SOIJLZT,X,X,X,X
SOIJZTL,X,X,X,X
SOIJZLT,X,X,X,X
SOIZTLJ,X,O,X,X
SOIZTJL,X,O,X,X
SOIZLTJ,X,X,X,X
SOIZLJT,X,O,X,X
SOIZJTL,X,O,X,X
SOIZJLT,X,O,X,X
SOLTIJZ,X,X,X,X
SOLTIZJ,X,X,X,X
SOLTJIZ,O,X,X,X
SOLTJZI,X,X,X,X
SOLTZIJ,X,X,X,X
SOLTZJI,X,X,X,X
SOLITJZ,X,X,X,X
SOLITZJ,X,X,X,X
SOLIJTZ,X,X,X,X
SOLIJZT,X,X,X,X
SOLIZTJ,X,X,X,X
SOLIZJT,X,O,X,X
SOLJTIZ,O,X,X,X
SOLJTZI,X,X,X,X
SOLJITZ,O,X,X,X
SOLJIZT,O,X,X,X
SOLJZTI,O,X,X,X
SOLJZIT,O,X,X,X
SOLZTIJ,O,X,X,X
SOLZTJI,O,X,X,X
SOLZITJ,O,X,X,X
SOLZIJT,X,O,X,X
SOLZJTI,O,X,X,X
SOLZJIT,O,O,X,X
SOJTILZ,O,X,X,X
SOJTIZL,X,X,X,X
SOJTLIZ,O,X,X,X
SOJTLZI,X,X,X,X
SOJTZIL,X,X,X,X
SOJTZLI,X,X,X,X
SOJITLZ,O,X,X,X
SOJITZL,X,X,X,X
SOJILTZ,O,X,X,X
SOJILZT,O,X,X,X
SOJIZTL,O,X,X,X
SOJIZLT,O,X,X,X
SOJLTIZ,O,X,X,X
SOJLTZI,X,X,X,X
SOJLITZ,O,X,X,X
SOJLIZT,O,X,X,X
SOJLZTI,O,X,X,X
SOJLZIT,O,X,X,X
SOJZTIL,O,X,X,X
SOJZTLI,O,X,X,X
SOJZITL,O,X,X,X
SOJZILT,O,X,X,X
SOJZLTI,O,X,X,X
SOJZLIT,O,X,X,X
SOZTILJ,O,O,X,X
SOZTIJL,X,O,X,X
SOZTLIJ,O,O,X,X
SOZTLJI,O,O,X,X
SOZTJIL,O,O,X,X
SOZTJLI,O,O,X,X
SOZITLJ,O,O,X,X
SOZITJL,X,O,X,X
SOZILTJ,O,X,X,X
SOZILJT,X,O,X,X
SOZIJTL,X,O,X,X
SOZIJLT,X,O,X,X
SOZLTIJ,O,X,X,X
SOZLTJI,O,X,X,X
SOZLITJ,O,X,X,X
SOZLIJT,X,O,X,X
SOZLJTI,O,X,X,X
SOZLJIT,O,O,X,X
SOZJTIL,O,O,X,X
SOZJTLI,O,O,X,X
SOZJITL,O,O,X,X
SOZJILT,O,O,X,X
SOZJLTI,O,X,X,X
SOZJLIT,O,O,X,X
ZTILJSO,O,X,X,X
ZTILJOS,O,O,X,O
ZTILSJO,O,X,X,X
ZTILSOJ,O,X,X,X
ZTILOJS,O,X,X,O
ZTILOSJ,X,X,X,X
ZTIJLSO,O,X,X,X
ZTIJLOS,O,O,X,X
ZTIJSLO,O,X,X,O
ZTIJSOL,O,X,X,O
ZTIJOLS,O,X,X,X
ZTIJOSL,X,X,X,O
ZTISLJO,O,O,X,X
ZTISLOJ,O,X,X,X
ZTISJLO,O,O,X,X
ZTISJOL,O,X,X,X
ZTISOLJ,O,X,X,X
ZTISOJL,X,X,X,X
ZTIOLJS,O,X,X,O
ZTIOLSJ,X,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,O
ZTIOSLJ,X,X,X,X
ZTIOSJL,X,X,X,X
ZTLIJSO,O,X,X,X
ZTLIJOS,O,O,X,X
ZTLISJO,O,X,X,X
ZTLISOJ,O,X,X,X
ZTLIOJS,O,X,X,X
ZTLIOSJ,X,X,X,X
ZTLJISO,O,X,X,X
ZTLJIOS,O,O,X,X
ZTLJSIO,X,X,O,X
ZTLJSOI,X,X,O,X
ZTLJOIS,X,O,X,X
ZTLJOSI,X,X,O,X
ZTLSIJO,O,X,O,X
ZTLSIOJ,O,X,X,X
ZTLSJIO,O,X,O,X
ZTLSJOI,X,X,O,X
ZTLSOIJ,X,X,O,X
ZTLSOJI,X,X,O,X
ZTLOIJS,O,O,X,X
ZTLOISJ,X,X,X,X
ZTLOJIS,O,O,X,X
ZTLOJSI,X,X,O,X
ZTLOSIJ,X,X,O,X
ZTLOSJI,X,X,O,X
ZTJILSO,O,X,X,X
ZTJILOS,O,O,X,X
ZTJISLO,O,X,X,O
ZTJISOL,O,X,X,O
ZTJIOLS,O,X,X,X
ZTJIOSL,X,X,X,O
ZTJLISO,O,X,X,X
ZTJLIOS,O,O,X,X
ZTJLSIO,X,X,O,X
ZTJLSOI,X,X,O,X
ZTJLOIS,X,O,X,X
ZTJLOSI,X,X,O,X
ZTJSILO,O,X,O,X
ZTJSIOL,O,X,X,X
ZTJSLIO,O,X,O,X
ZTJSLOI,X,X,O,X
ZTJSOIL,O,X,X,X
ZTJSOLI,O,X,X,X
ZTJOILS,O,O,X,X
ZTJOISL,X,X,X,O
ZTJOLIS,O,O,X,X
ZTJOLSI,X,X,O,X
ZTJOSIL,X,X,X,X
ZTJOSLI,X,X,X,X
ZTSILJO,O,O,O,X
ZTSILOJ,O,X,X,X
ZTSIJLO,O,O,O,X
ZTSIJOL,O,X,X,X
ZTSIOLJ,O,X,X,X
ZTSIOJL,X,X,X,X
ZTSLIJO,O,O,O,X
ZTSLIOJ,O,X,X,X
ZTSLJIO,O,O,O,X
ZTSLJOI,X,O,O,X
ZTSLOIJ,X,O,O,X
ZTSLOJI,X,O,O,X
ZTSJILO,O,O,O,X
ZTSJIOL,O,X,X,X
ZTSJLIO,O,O,O,X
ZTSJLOI,X,O,O,X
ZTSJOIL,O,O,X,X
ZTSJOLI,O,O,X,X
ZTSOILJ,O,O,X,X
ZTSOIJL,X,O,X,X
ZTSOLIJ,O,O,X,X
ZTSOLJI,O,O,X,X
ZTSOJIL,O,O,X,X
ZTSOJLI,O,O,X,X
ZTOILJS,O,O,X,O
ZTOILSJ,X,X,X,X
ZTOIJLS,X,O,X,X
ZTOIJSL,X,X,X,O
ZTOISLJ,X,O,X,X
ZTOISJL,X,O,X,X
ZTOLIJS,O,O,X,X
ZTOLISJ,X,X,X,X
ZTOLJIS,O,O,X,X
ZTOLJSI,X,X,O,X
ZTOLSIJ,X,X,O,X
ZTOLSJI,X,X,O,X
ZTOJILS,O,O,X,X
ZTOJISL,X,X,X,O
ZTOJLIS,O,O,X,X
ZTOJLSI,X,X,O,X
ZTOJSIL,X,X,X,X
ZTOJSLI,X,X,X,X
ZTOSILJ,X,O,X,X
ZTOSIJL,X,O,X,X
ZTOSLIJ,X,O,X,X
ZTOSLJI,X,O,X,X
ZTOSJIL,X,O,X,X
ZTOSJLI,X,O,X,X
ZITLJSO,O,X,X,X
ZITLJOS,O,O,X,O
ZITLSJO,O,X,X,X
ZITLSOJ,O,X,X,X
ZITLOJS,O,X,X,O
ZITLOSJ,X,X,X,X
ZITJLSO,O,X,X,X
ZITJLOS,O,O,X,X
ZITJSLO,O,X,X,O
ZITJSOL,O,X,X,O
ZITJOLS,O,X,X,X
ZITJOSL,X,X,X,O
ZITSLJO,O,O,X,X
ZITSLOJ,O,X,X,X
ZITSJLO,O,O,X,X
ZITSJOL,O,X,X,X
ZITSOLJ,O,X,X,X
ZITSOJL,X,X,X,X
ZITOLJS,O,X,X,O
ZITOLSJ,X,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,O
ZITOSLJ,X,X,X,X
ZITOSJL,X,X,X,X
ZILTJSO,O,X,X,X
ZILTJOS,O,X,X,O
ZILTSJO,O,X,X,X
ZILTSOJ,O,X,X,X
ZILTOJS,O,X,X,O
ZILTOSJ,X,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,X,X,X,O
ZILJSTO,X,X,X,X
ZILJSOT,X,X,X,X
ZILJOTS,X,X,X,O
ZILJOST,X,X,X,X
ZILSTJO,X,X,X,X
ZILSTOJ,X,X,X,X
ZILSJTO,X,X,X,X
ZILSJOT,X,X,X,X
ZILSOTJ,X,X,X,X
ZILSOJT,X,X,X,X
ZILOTJS,X,X,X,O
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,X,O
ZILOJST,X,X,X,X
ZILOSTJ,X,X,X,X
ZILOSJT,X,X,X,X
ZIJTLSO,O,X,X,X
ZIJTLOS,O,O,X,X
ZIJTSLO,O,X,X,O
ZIJTSOL,O,X,X,O
ZIJTOLS,O,X,X,X
ZIJTOSL,X,X,X,O
ZIJLTSO,O,X,X,X
ZIJLTOS,O,X,X,X
ZIJLSTO,X,X,X,X
ZIJLSOT,X,X,X,X
ZIJLOTS,X,X,X,X
ZIJLOST,X,X,X,X
ZIJSTLO,O,X,X,O
ZIJSTOL,O,X,X,O
ZIJSLTO,O,X,X,O
ZIJSLOT,X,X,X,O
ZIJSOTL,O,X,X,O
ZIJSOLT,O,X,X,O
ZIJOTLS,O,X,X,X
ZIJOTSL,X,X,X,O
ZIJOLTS,O,X,X,X
ZIJOLST,X,X,X,X
ZIJOSTL,X,X,X,O
ZIJOSLT,X,X,X,O
ZISTLJO,O,O,X,X
ZISTLOJ,O,X,X,X
ZISTJLO,O,O,X,X
ZISTJOL,O,X,X,X
ZISTOLJ,O,X,X,X
ZISTOJL,X,X,X,X
ZISLTJO,O,X,X,X
ZISLTOJ,O,X,X,X
ZISLJTO,X,O,X,X
ZISLJOT,X,O,X,X
ZISLOTJ,X,X,X,X
ZISLOJT,X,X,X,X
ZISJTLO,O,O,X,X
ZISJTOL,O,X,X,X
ZISJLTO,O,O,X,X
ZISJLOT,X,O,X,X
ZISJOTL,O,X,X,X
ZISJOLT,O,X,X,X
ZISOTLJ,O,X,X,X
ZISOTJL,X,X,X,X
ZISOLTJ,O,X,X,X
ZISOLJT,X,X,X,X
ZISOJTL,X,X,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,O,X,X,O
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,X,X,X,O
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,X,X
ZIOLTJS,O,X,X,O
ZIOLTSJ,X,X,X,X
ZIOLJTS,X,X,X,O
ZIOLJST,X,X,X,X
ZIOLSTJ,X,X,X,X
ZIOLSJT,X,X,X,X
ZIOJTLS,X,X,X,X
ZIOJTSL,X,X,X,O
ZIOJLTS,X,X,X,X
ZIOJLST,X,X,X,X
ZIOJSTL,X,X,X,O
ZIOJSLT,X,X,X,O
ZIOSTLJ,X,X,X,X
ZIOSTJL,X,X,X,X
ZIOSLTJ,X,X,X,X
ZIOSLJT,X,X,X,X
ZIOSJTL,X,X,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,O,X,X,X
ZLTIJOS,O,X,X,X
ZLTISJO,O,X,X,X
ZLTISOJ,O,X,X,X
ZLTIOJS,O,X,X,X
ZLTIOSJ,X,X,X,X
ZLTJISO,O,X,X,X
ZLTJIOS,O,X,X,X
ZLTJSIO,X,X,O,X
ZLTJSOI,X,X,O,X
ZLTJOIS,X,X,X,X
ZLTJOSI,X,X,O,X
ZLTSIJO,O,X,O,X
ZLTSIOJ,O,X,X,X
ZLTSJIO,O,X,O,X
ZLTSJOI,X,X,O,X
ZLTSOIJ,X,X,O,X
ZLTSOJI,X,X,O,X
ZLTOIJS,O,X,X,X
ZLTOISJ,X,X,X,X
ZLTOJIS,O,X,X,X
ZLTOJSI,X,X,O,X
ZLTOSIJ,X,X,O,X
ZLTOSJI,X,X,O,X
ZLITJSO,O,X,X,X
ZLITJOS,O,X,X,X
ZLITSJO,O,X,X,X
ZLITSOJ,O,X,X,X
ZLITOJS,O,X,X,X
ZLITOSJ,X,X,X,X
ZLIJTSO,X,X,X,X
ZLIJTOS,X,X,X,X
ZLIJSTO,X,X,X,X
ZLIJSOT,X,X,X,X
ZLIJOTS,X,X,X,X
ZLIJOST,X,X,X,X
ZLISTJO,X,X,X,X
ZLISTOJ,X,X,X,X
ZLISJTO,X,X,X,X
ZLISJOT,X,X,X,X
ZLISOTJ,X,X,X,X
ZLISOJT,X,X,X,X
ZLIOTJS,X,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,X,X,X,X
ZLIOJST,X,X,X,X
ZLIOSTJ,X,X,X,X
ZLIOSJT,X,X,X,X
ZLJTISO,O,X,X,X
ZLJTIOS,O,X,X,X
ZLJTSIO,X,X,O,X
ZLJTSOI,X,X,O,X
ZLJTOIS,X,X,X,X
ZLJTOSI,X,X,O,X
ZLJITSO,O,X,X,X
ZLJITOS,O,X,X,X
ZLJISTO,X,X,X,X
ZLJISOT,X,X,X,X
ZLJIOTS,X,X,X,X
ZLJIOST,X,X,X,X
ZLJSTIO,X,X,O,X
ZLJSTOI,X,X,O,X
ZLJSITO,X,X,O,X
ZLJSIOT,X,X,X,X
ZLJSOTI,X,X,O,X
ZLJSOIT,X,X,O,X
ZLJOTIS,X,X,X,X
ZLJOTSI,X,X,O,X
ZLJOITS,X,X,X,X
ZLJOIST,X,X,X,X
ZLJOSTI,X,X,O,X
ZLJOSIT,X,X,O,X
ZLSTIJO,O,X,O,X
ZLSTIOJ,O,X,X,X
ZLSTJIO,O,X,O,X
ZLSTJOI,X,X,O,X
ZLSTOIJ,X,X,O,X
ZLSTOJI,X,X,O,X
ZLSITJO,O,X,O,X
ZLSITOJ,O,X,X,X
ZLSIJTO,X,X,O,X
ZLSIJOT,X,X,X,X
ZLSIOTJ,X,X,X,X
ZLSIOJT,X,X,X,X
ZLSJTIO,O,X,O,X
ZLSJTOI,X,X,O,X
ZLSJITO,O,X,O,X
ZLSJIOT,X,X,X,X
ZLSJOTI,X,X,O,X
ZLSJOIT,X,X,O,X
ZLSOTIJ,X,X,O,X
ZLSOTJI,X,X,O,X
ZLSOITJ,X,X,O,X
ZLSOIJT,X,X,O,X
ZLSOJTI,X,X,O,X
ZLSOJIT,X,X,O,X
ZLOTIJS,O,X,X,X
ZLOTISJ,X,X,X,X
ZLOTJIS,O,X,X,X
ZLOTJSI,X,X,O,X
ZLOTSIJ,X,X,O,X
ZLOTSJI,X,X,O,X
ZLOITJS,O,X,X,X
ZLOITSJ,X,X,X,X
ZLOIJTS,X,X,X,X
ZLOIJST,X,X,X,X
ZLOISTJ,X,X,X,X
ZLOISJT,X,X,X,X
ZLOJTIS,O,X,X,X
ZLOJTSI,X,X,O,X
ZLOJITS,O,X,X,X
ZLOJIST,X,X,X,X
ZLOJSTI,X,X,O,X
ZLOJSIT,X,X,O,X
ZLOSTIJ,X,X,O,X
ZLOSTJI,X,X,O,X
ZLOSITJ,X,X,O,X
ZLOSIJT,X,X,O,X
ZLOSJTI,X,X,O,X
ZLOSJIT,X,X,O,X
ZJTILSO,O,X,X,X
ZJTILOS,O,O,X,X
ZJTISLO,O,X,X,O
ZJTISOL,O,X,X,O
ZJTIOLS,O,X,X,X
ZJTIOSL,X,X,X,O
ZJTLISO,O,X,X,X
ZJTLIOS,O,O,X,X
ZJTLSIO,X,X,O,X
ZJTLSOI,X,X,O,X
ZJTLOIS,X,O,X,X
ZJTLOSI,X,X,O,X
ZJTSILO,O,X,O,X
ZJTSIOL,O,X,X,X
ZJTSLIO,O,X,O,X
ZJTSLOI,X,X,O,X
ZJTSOIL,O,X,X,X
ZJTSOLI,O,X,X,X
ZJTOILS,O,O,X,X
ZJTOISL,X,X,X,O
ZJTOLIS,O,O,X,X
ZJTOLSI,X,X,O,X
ZJTOSIL,X,X,X,X
ZJTOSLI,X,X,X,X
ZJITLSO,O,X,X,X
ZJITLOS,O,O,X,X
ZJITSLO,O,X,X,O
ZJITSOL,O,X,X,O
ZJITOLS,O,X,X,X
ZJITOSL,X,X,X,O
ZJILTSO,O,X,X,X
ZJILTOS,O,X,X,X
ZJILSTO,X,X,X,X
ZJILSOT,X,X,X,X
ZJILOTS,X,X,X,X
ZJILOST,X,X,X,X
ZJISTLO,O,X,X,O
ZJISTOL,O,X,X,O
ZJISLTO,O,X,X,O
ZJISLOT,X,X,X,O
ZJISOTL,O,X,X,O
ZJISOLT,O,X,X,O
ZJIOTLS,O,X,X,X
ZJIOTSL,X,X,X,O
ZJIOLTS,O,X,X,X
ZJIOLST,X,X,X,X
ZJIOSTL,X,X,X,O
ZJIOSLT,X,X,X,O
ZJLTISO,O,X,X,X
ZJLTIOS,O,X,X,X
ZJLTSIO,X,X,O,X
ZJLTSOI,X,X,O,X
ZJLTOIS,X,X,X,X
ZJLTOSI,X,X,O,X
ZJLITSO,O,X,X,X
ZJLITOS,O,X,X,X
ZJLISTO,X,X,X,X
ZJLISOT,X,X,X,X
ZJLIOTS,X,X,X,X
ZJLIOST,X,X,X,X
ZJLSTIO,X,X,O,X
ZJLSTOI,X,X,O,X
ZJLSITO,X,X,O,X
ZJLSIOT,X,X,X,X
ZJLSOTI,X,X,O,X
ZJLSOIT,X,X,O,X
ZJLOTIS,X,X,X,X
ZJLOTSI,X,X,O,X
ZJLOITS,X,X,X,X
ZJLOIST,X,X,X,X
ZJLOSTI,X,X,O,X
ZJLOSIT,X,X,O,X
ZJSTILO,O,X,O,X
ZJSTIOL,O,X,X,X
ZJSTLIO,O,X,O,X
ZJSTLOI,X,X,O,X
ZJSTOIL,O,X,X,X
ZJSTOLI,O,X,X,X
ZJSITLO,O,X,O,X
ZJSITOL,O,X,X,X
ZJSILTO,O,X,X,X
ZJSILOT,X,X,X,X
ZJSIOTL,O,X,X,X
ZJSIOLT,O,X,X,X
ZJSLTIO,O,X,O,X
ZJSLTOI,X,X,O,X
ZJSLITO,O,X,O,X
ZJSLIOT,X,X,X,X
ZJSLOTI,X,X,O,X
ZJSLOIT,X,X,O,X
ZJSOTIL,O,X,X,X
ZJSOTLI,O,X,X,X
ZJSOITL,O,X,X,X
ZJSOILT,O,X,X,X
ZJSOLTI,O,X,X,X
ZJSOLIT,O,X,X,X
ZJOTILS,O,O,X,X
ZJOTISL,X,X,X,O
ZJOTLIS,O,O,X,X
ZJOTLSI,X,X,O,X
ZJOTSIL,X,X,X,X
ZJOTSLI,X,X,X,X
ZJOITLS,O,O,X,X
ZJOITSL,X,X,X,O
ZJOILTS,O,X,X,X
ZJOILST,X,X,X,X
ZJOISTL,X,X,X,O
ZJOISLT,X,X,X,O
ZJOLTIS,O,X,X,X
ZJOLTSI,X,X,O,X
ZJOLITS,O,X,X,X
ZJOLIST,X,X,X,X
ZJOLSTI,X,X,O,X
ZJOLSIT,X,X,O,X
ZJOSTIL,X,X,X,X
ZJOSTLI,X,X,X,X
ZJOSITL,X,X,X,X
ZJOSILT,X,X,X,X
ZJOSLTI,X,X,X,X
ZJOSLIT,X,X,X,X
ZSTILJO,O,O,O,X
ZSTILOJ,O,X,X,X
ZSTIJLO,O,O,O,X
ZSTIJOL,O,X,X,X
ZSTIOLJ,O,X,X,X
ZSTIOJL,X,X,X,X
ZSTLIJO,O,O,O,X
ZSTLIOJ,O,X,X,X
ZSTLJIO,O,O,O,X
ZSTLJOI,X,O,O,X
ZSTLOIJ,X,O,O,X
ZSTLOJI,X,O,O,X
ZSTJILO,O,O,O,X
ZSTJIOL,O,X,X,X
ZSTJLIO,O,O,O,X
ZSTJLOI,X,O,O,X
ZSTJOIL,O,O,X,X
ZSTJOLI,O,O,X,X
ZSTOILJ,O,O,X,X
ZSTOIJL,X,O,X,X
ZSTOLIJ,O,O,X,X
ZSTOLJI,O,O,X,X
ZSTOJIL,O,O,X,X
ZSTOJLI,O,O,X,X
ZSITLJO,O,O,O,X
ZSITLOJ,O,X,X,X
ZSITJLO,O,O,O,X
ZSITJOL,O,X,X,X
ZSITOLJ,O,X,X,X
ZSITOJL,X,X,X,X
ZSILTJO,O,X,O,X
ZSILTOJ,O,X,X,X
ZSILJTO,X,O,O,X
ZSILJOT,X,O,X,X
ZSILOTJ,X,X,X,X
ZSILOJT,X,X,X,X
ZSIJTLO,O,O,O,X
ZSIJTOL,O,X,X,X
ZSIJLTO,O,O,X,X
ZSIJLOT,X,O,X,X
ZSIJOTL,O,X,X,X
ZSIJOLT,O,X,X,X
ZSIOTLJ,O,X,X,X
ZSIOTJL,X,X,X,X
ZSIOLTJ,O,X,X,X
ZSIOLJT,X,X,X,X
ZSIOJTL,X,X,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,O,X,O,X
ZSLTIOJ,O,X,X,X
ZSLTJIO,O,X,O,X
ZSLTJOI,X,X,O,X
ZSLTOIJ,X,X,O,X
ZSLTOJI,X,X,O,X
ZSLITJO,O,X,O,X
ZSLITOJ,O,X,X,X
ZSLIJTO,X,O,O,X
ZSLIJOT,X,O,X,X
ZSLIOTJ,X,X,X,X
ZSLIOJT,X,X,X,X
ZSLJTIO,O,X,O,X
ZSLJTOI,X,X,O,X
ZSLJITO,O,O,O,X
ZSLJIOT,X,O,X,X
ZSLJOTI,X,X,O,X
ZSLJOIT,X,O,O,X
ZSLOTIJ,X,X,O,X
ZSLOTJI,X,X,O,X
ZSLOITJ,X,X,O,X
ZSLOIJT,X,O,O,X
ZSLOJTI,X,X,O,X
ZSLOJIT,X,O,O,X
ZSJTILO,O,O,O,X
ZSJTIOL,O,X,X,X
ZSJTLIO,O,O,O,X
ZSJTLOI,X,O,O,X
ZSJTOIL,O,O,X,X
ZSJTOLI,O,O,X,X
ZSJITLO,O,O,O,X
ZSJITOL,O,X,X,X
ZSJILTO,O,O,X,X
ZSJILOT,X,O,X,X
ZSJIOTL,O,X,X,X
ZSJIOLT,O,X,X,X
ZSJLTIO,O,X,O,X
ZSJLTOI,X,X,O,X
ZSJLITO,O,O,O,X
ZSJLIOT,X,O,X,X
ZSJLOTI,X,X,O,X
ZSJLOIT,X,O,O,X
ZSJOTIL,O,O,X,X
ZSJOTLI,O,O,X,X
ZSJOITL,O,O,X,X
ZSJOILT,O,O,X,X
ZSJOLTI,O,X,X,X
ZSJOLIT,O,O,X,X
ZSOTILJ,O,O,X,X
ZSOTIJL,X,O,X,X
ZSOTLIJ,O,O,X,X
ZSOTLJI,O,O,X,X
ZSOTJIL,O,O,X,X
ZSOTJLI,O,O,X,X
ZSOITLJ,O,O,X,X
ZSOITJL,X,O,X,X
ZSOILTJ,O,X,X,X
ZSOILJT,X,O,X,X
ZSOIJTL,X,O,X,X
ZSOIJLT,X,O,X,X
ZSOLTIJ,O,X,X,X
ZSOLTJI,O,X,X,X
ZSOLITJ,O,X,X,X
ZSOLIJT,X,O,X,X
ZSOLJTI,O,X,X,X
ZSOLJIT,O,O,X,X
ZSOJTIL,O,O,X,X
ZSOJTLI,O,O,X,X
ZSOJITL,O,O,X,X
ZSOJILT,O,O,X,X
ZSOJLTI,O,X,X,X
ZSOJLIT,O,O,X,X
ZOTILJS,O,O,X,O
ZOTILSJ,X,X,X,X
ZOTIJLS,X,O,X,X
ZOTIJSL,X,X,X,O
ZOTISLJ,X,O,X,X
ZOTISJL,X,O,X,X
ZOTLIJS,O,O,X,X
ZOTLISJ,X,X,X,X
ZOTLJIS,O,O,X,X
ZOTLJSI,X,X,O,X
ZOTLSIJ,X,X,O,X
ZOTLSJI,X,X,O,X
ZOTJILS,O,O,X,X
ZOTJISL,X,X,X,O
ZOTJLIS,O,O,X,X
ZOTJLSI,X,X,O,X
ZOTJSIL,X,X,X,X
ZOTJSLI,X,X,X,X
ZOTSILJ,X,O,X,X
ZOTSIJL,X,O,X,X
ZOTSLIJ,X,O,X,X
ZOTSLJI,X,O,X,X
ZOTSJIL,X,O,X,X
ZOTSJLI,X,O,X,X
ZOITLJS,O,O,X,O
ZOITLSJ,X,X,X,X
ZOITJLS,X,O,X,X
ZOITJSL,X,X,X,O
ZOITSLJ,X,O,X,X
ZOITSJL,X,O,X,X
ZOILTJS,O,X,X,O
ZOILTSJ,X,X,X,X
ZOILJTS,X,X,X,O
ZOILJST,X,X,X,X
ZOILSTJ,X,X,X,X
ZOILSJT,X,X,X,X
ZOIJTLS,X,O,X,X
ZOIJTSL,X,X,X,O
ZOIJLTS,X,X,X,X
ZOIJLST,X,X,X,X
ZOIJSTL,X,X,X,O
ZOIJSLT,X,X,X,O
ZOISTLJ,X,O,X,X
ZOISTJL,X,O,X,X
ZOISLTJ,X,X,X,X
ZOISLJT,X,O,X,X
ZOISJTL,X,O,X,X
ZOISJLT,X,O,X,X
ZOLTIJS,O,X,X,X
ZOLTISJ,X,X,X,X
ZOLTJIS,O,X,X,X
ZOLTJSI,X,X,O,X
ZOLTSIJ,X,X,O,X
ZOLTSJI,X,X,O,X
ZOLITJS,O,X,X,X
ZOLITSJ,X,X,X,X
ZOLIJTS,X,X,X,X
ZOLIJST,X,X,X,X
ZOLISTJ,X,X,X,X
ZOLISJT,X,X,X,X
ZOLJTIS,O,X,X,X
ZOLJTSI,X,X,O,X
ZOLJITS,O,X,X,X
ZOLJIST,X,X,X,X
ZOLJSTI,X,X,O,X
ZOLJSIT,X,X,O,X
ZOLSTIJ,X,X,O,X
ZOLSTJI,X,X,O,X
ZOLSITJ,X,X,O,X
ZOLSIJT,X,X,O,X
ZOLSJTI,X,X,O,X
