sequence,v115@ShB8FeF8AeD8JeOEJvhFXgBxhBTjBCmB0nBlrB,v115@ShB8FeF8AeD8Jex/IvhF8lBzhBWoBikBXoBlrB,v115@ShB8FeF8AeD8JeOEJvhFXgB0hBxiBzlBFoBCsB
STZLIJO,X,X,X
STZLIOJ,X,X,X
STZLJIO,X,X,X
STZLJOI,X,X,X
STZLOIJ,X,X,X
STZLOJI,X,X,X
STZJILO,X,X,X
STZJIOL,O,X,X
STZJLIO,X,X,X
STZJLOI,X,X,X
STZJOIL,O,X,X
STZJOLI,X,X,X
STZOILJ,X,X,X
STZOIJL,O,X,X
STZOLIJ,X,X,X
STZOLJI,X,X,X
STZOJIL,O,X,X
STZOJLI,X,X,X
STOILJZ,X,X,O
STOILZJ,X,X,O
STOIJLZ,X,X,O
STOIJZL,X,X,O
STOIZLJ,X,X,X
STOIZJL,X,X,O
STOLIJZ,O,X,O
STOLIZJ,X,X,O
STOLJIZ,O,X,O
STOLJZI,X,X,O
STOLZIJ,X,X,O
STOLZJI,X,X,O
STOJILZ,X,X,O
STOJIZL,X,X,O
STOJLIZ,O,X,O
STOJLZI,X,X,O
STOJZIL,X,X,O
STOJZLI,X,X,X
STOZILJ,X,X,X
STOZIJL,X,X,O
STOZLIJ,X,X,X
STOZLJI,X,X,X
STOZJIL,X,X,O
STOZJLI,X,X,X
SITLJZO,X,X,X
SITLJOZ,X,X,X
SITLZJO,X,X,X
SITLZOJ,X,X,X
SITLOJZ,X,X,X
SITLOZJ,X,X,X
SITJLZO,X,X,X
SITJLOZ,X,X,X
SITJZLO,X,X,X
SITJZOL,X,X,X
SITJOLZ,X,X,X
SITJOZL,X,X,X
SITZLJO,X,X,X
SITZLOJ,X,X,X
SITZJLO,X,X,X
SITZJOL,X,X,X
SITZOLJ,X,X,X
SITZOJL,X,X,X
SITOLJZ,X,X,X
SITOLZJ,X,X,X
SITOJLZ,X,X,X
SITOJZL,X,X,X
SITOZLJ,X,X,X
SITOZJL,X,X,X
SILTJZO,X,X,X
SILTJOZ,X,X,X
SILTZJO,X,X,X
SILTZOJ,X,X,X
SILTOJZ,X,X,X
SILTOZJ,X,X,X
SILJTZO,X,X,X
SILJTOZ,X,X,X
SILJZTO,X,X,X
SILJZOT,X,X,X
SILJOTZ,X,X,X
SILJOZT,X,X,X
SILZTJO,X,X,X
SILZTOJ,X,X,X
SILZJTO,X,X,X
SILZJOT,X,X,X
SILZOTJ,X,X,X
SILZOJT,X,X,X
SILOTJZ,X,X,X
SILOTZJ,X,X,X
SILOJTZ,X,X,X
SILOJZT,X,X,X
SILOZTJ,X,X,X
SILOZJT,X,X,X
SIJTLZO,X,X,X
SIJTLOZ,X,X,X
SIJTZLO,X,X,X
SIJTZOL,X,X,X
SIJTOLZ,X,X,X
SIJTOZL,X,X,X
SIJLTZO,X,X,X
SIJLTOZ,X,X,X
SIJLZTO,X,X,X
SIJLZOT,X,X,X
SIJLOTZ,X,X,X
SIJLOZT,X,X,X
SIJZTLO,X,X,X
SIJZTOL,X,X,X
SIJZLTO,X,X,X
SIJZLOT,X,X,X
SIJZOTL,X,X,X
SIJZOLT,X,X,X
SIJOTLZ,X,X,X
SIJOTZL,X,X,X
SIJOLTZ,X,X,X
SIJOLZT,X,X,X
SIJOZTL,X,X,X
SIJOZLT,X,X,X
SIZTLJO,X,X,X
SIZTLOJ,X,X,X
SIZTJLO,X,X,X
SIZTJOL,X,X,X
SIZTOLJ,X,X,X
SIZTOJL,X,X,X
SIZLTJO,X,X,X
SIZLTOJ,X,X,X
SIZLJTO,X,X,X
SIZLJOT,X,X,X
SIZLOTJ,X,X,X
SIZLOJT,X,X,X
SIZJTLO,X,X,X
SIZJTOL,X,X,X
SIZJLTO,X,X,X
SIZJLOT,X,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,X,X,X
SIOTLZJ,X,X,X
SIOTJLZ,X,X,X
SIOTJZL,X,X,X
SIOTZLJ,X,X,X
SIOTZJL,X,X,X
SIOLTJZ,X,X,X
SIOLTZJ,X,X,X
SIOLJTZ,X,X,X
SIOLJZT,X,X,X
SIOLZTJ,X,X,X
SIOLZJT,X,X,X
SIOJTLZ,X,X,X
SIOJTZL,X,X,X
SIOJLTZ,X,X,X
SIOJLZT,X,X,X
SIOJZTL,X,X,X
SIOJZLT,X,X,X
SIOZTLJ,X,X,X
SIOZTJL,X,X,X
SIOZLTJ,X,X,X
SIOZLJT,X,X,X
SIOZJTL,X,X,X
SIOZJLT,X,X,X
SLTIJZO,X,X,O
SLTIJOZ,X,X,X
SLTIZJO,X,X,O
SLTIZOJ,X,X,X
SLTIOJZ,X,X,X
SLTIOZJ,X,X,X
SLTJIZO,X,X,O
SLTJIOZ,X,X,X
SLTJZIO,X,X,O
SLTJZOI,X,X,X
SLTJOIZ,X,X,X
SLTJOZI,X,X,X
SLTZIJO,X,X,O
SLTZIOJ,X,X,X
SLTZJIO,X,X,O
SLTZJOI,X,X,X
SLTZOIJ,X,X,X
SLTZOJI,X,X,X
SLTOIJZ,X,X,X
SLTOIZJ,X,X,X
SLTOJIZ,X,X,X
SLTOJZI,X,X,X
SLTOZIJ,X,X,X
SLTOZJI,X,X,X
SLITJZO,X,X,X
SLITJOZ,X,X,X
SLITZJO,X,X,X
SLITZOJ,X,X,X
SLITOJZ,X,X,X
SLITOZJ,X,X,X
SLIJTZO,X,X,X
SLIJTOZ,X,X,X
SLIJZTO,X,X,X
SLIJZOT,O,X,X
SLIJOTZ,O,X,X
SLIJOZT,O,X,X
SLIZTJO,X,X,X
SLIZTOJ,X,X,X
SLIZJTO,X,X,X
SLIZJOT,O,X,X
SLIZOTJ,X,X,X
SLIZOJT,O,X,X
SLIOTJZ,X,X,X
SLIOTZJ,X,X,X
SLIOJTZ,O,X,X
SLIOJZT,O,X,X
SLIOZTJ,X,X,X
SLIOZJT,X,X,X
SLJTIZO,X,X,O
SLJTIOZ,X,X,X
SLJTZIO,X,X,O
SLJTZOI,X,X,X
SLJTOIZ,X,X,X
SLJTOZI,X,X,X
SLJITZO,X,X,X
SLJITOZ,X,X,X
SLJIZTO,X,X,X
SLJIZOT,O,X,X
SLJIOTZ,O,X,X
SLJIOZT,O,X,X
SLJZTIO,X,X,O
SLJZTOI,X,X,X
SLJZITO,X,X,O
SLJZIOT,O,X,O
SLJZOTI,O,X,X
SLJZOIT,O,X,X
SLJOTIZ,O,X,X
SLJOTZI,X,X,X
SLJOITZ,O,X,X
SLJOIZT,O,X,X
SLJOZTI,O,X,X
SLJOZIT,O,X,X
SLZTIJO,X,X,O
SLZTIOJ,X,X,X
SLZTJIO,X,X,O
SLZTJOI,X,X,X
SLZTOIJ,X,X,X
SLZTOJI,X,X,X
SLZITJO,X,X,X
SLZITOJ,X,X,X
SLZIJTO,X,X,O
SLZIJOT,O,X,O
SLZIOTJ,X,X,X
SLZIOJT,O,X,X
SLZJTIO,X,X,O
SLZJTOI,X,X,X
SLZJITO,X,X,O
SLZJIOT,O,X,O
SLZJOTI,O,X,X
SLZJOIT,O,X,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,O,X,X
SLZOJTI,O,X,X
SLZOJIT,O,X,X
SLOTIJZ,O,X,X
SLOTIZJ,X,X,X
SLOTJIZ,O,X,X
SLOTJZI,X,X,X
SLOTZIJ,X,X,X
SLOTZJI,X,X,X
SLOITJZ,X,X,X
SLOITZJ,X,X,X
SLOIJTZ,O,X,X
SLOIJZT,O,X,X
SLOIZTJ,X,X,X
SLOIZJT,X,X,X
SLOJTIZ,O,X,X
SLOJTZI,X,X,X
SLOJITZ,O,X,X
SLOJIZT,O,X,X
SLOJZTI,O,X,X
SLOJZIT,O,X,X
SLOZTIJ,X,X,X
SLOZTJI,X,X,X
SLOZITJ,X,X,X
SLOZIJT,O,X,X
SLOZJTI,O,X,X
SLOZJIT,O,X,X
SJTILZO,X,X,X
SJTILOZ,X,X,X
SJTIZLO,X,X,X
SJTIZOL,X,X,X
SJTIOLZ,X,X,O
SJTIOZL,X,X,O
SJTLIZO,O,X,X
SJTLIOZ,O,X,X
SJTLZIO,O,X,X
SJTLZOI,O,X,X
SJTLOIZ,O,X,X
SJTLOZI,X,X,X
SJTZILO,X,X,X
SJTZIOL,O,X,X
SJTZLIO,X,X,X
SJTZLOI,X,X,X
SJTZOIL,O,X,X
SJTZOLI,X,X,X
SJTOILZ,X,X,O
SJTOIZL,X,X,O
SJTOLIZ,O,X,O
SJTOLZI,X,X,O
SJTOZIL,X,X,O
SJTOZLI,X,X,X
SJITLZO,X,X,X
SJITLOZ,X,X,X
SJITZLO,X,X,X
SJITZOL,X,X,X
SJITOLZ,X,X,X
SJITOZL,X,X,X
SJILTZO,X,X,X
SJILTOZ,X,X,X
SJILZTO,X,X,X
SJILZOT,X,X,X
SJILOTZ,X,X,X
SJILOZT,X,X,X
SJIZTLO,X,X,X
SJIZTOL,X,X,X
SJIZLTO,X,X,X
SJIZLOT,X,X,X
SJIZOTL,X,X,X
SJIZOLT,X,X,X
SJIOTLZ,X,X,X
SJIOTZL,X,X,X
SJIOLTZ,X,X,X
SJIOLZT,X,X,X
SJIOZTL,X,X,X
SJIOZLT,X,X,X
SJLTIZO,X,X,O
SJLTIOZ,X,X,X
SJLTZIO,X,X,O
SJLTZOI,X,X,X
SJLTOIZ,X,X,X
SJLTOZI,X,X,X
SJLITZO,X,X,X
SJLITOZ,X,X,X
SJLIZTO,X,X,X
SJLIZOT,O,X,X
SJLIOTZ,O,X,X
SJLIOZT,O,X,X
SJLZTIO,X,X,O
SJLZTOI,X,X,X
SJLZITO,X,X,O
SJLZIOT,O,X,O
SJLZOTI,O,X,X
SJLZOIT,O,X,X
SJLOTIZ,O,X,X
SJLOTZI,X,X,X
SJLOITZ,O,X,X
SJLOIZT,O,X,X
SJLOZTI,O,X,X
SJLOZIT,O,X,X
SJZTILO,X,X,X
SJZTIOL,O,X,X
SJZTLIO,X,X,X
SJZTLOI,X,X,X
SJZTOIL,O,X,X
SJZTOLI,X,X,X
SJZITLO,X,X,X
SJZITOL,X,X,X
SJZILTO,X,X,X
SJZILOT,X,X,X
SJZIOTL,O,X,X
SJZIOLT,O,X,X
SJZLTIO,X,X,X
SJZLTOI,X,X,X
SJZLITO,X,X,X
SJZLIOT,O,X,X
SJZLOTI,O,X,X
SJZLOIT,O,X,X
SJZOTIL,O,X,X
SJZOTLI,X,X,X
SJZOITL,O,X,X
SJZOILT,O,X,X
SJZOLTI,O,X,X
SJZOLIT,O,X,X
SJOTILZ,X,X,O
SJOTIZL,X,X,O
SJOTLIZ,O,X,O
SJOTLZI,X,X,O
SJOTZIL,X,X,O
SJOTZLI,X,X,X
SJOITLZ,X,X,X
SJOITZL,X,X,X
SJOILTZ,X,X,X
SJOILZT,X,X,X
SJOIZTL,X,X,X
SJOIZLT,X,X,X
SJOLTIZ,O,X,O
SJOLTZI,X,X,O
SJOLITZ,O,X,X
SJOLIZT,O,X,X
SJOLZTI,O,X,O
SJOLZIT,O,X,O
SJOZTIL,O,X,O
SJOZTLI,X,X,X
SJOZITL,O,X,O
SJOZILT,O,X,O
SJOZLTI,O,X,O
SJOZLIT,O,X,O
SZTILJO,X,X,X
SZTILOJ,X,X,X
SZTIJLO,X,X,X
SZTIJOL,O,X,X
SZTIOLJ,X,X,X
SZTIOJL,O,X,X
SZTLIJO,X,X,X
SZTLIOJ,X,X,X
SZTLJIO,X,X,X
SZTLJOI,X,X,X
SZTLOIJ,X,X,X
SZTLOJI,X,X,X
SZTJILO,X,X,X
SZTJIOL,O,X,X
SZTJLIO,X,X,X
SZTJLOI,X,X,X
SZTJOIL,O,X,X
SZTJOLI,X,X,X
SZTOILJ,X,X,X
SZTOIJL,O,X,X
SZTOLIJ,X,X,X
SZTOLJI,X,X,X
SZTOJIL,O,X,X
SZTOJLI,X,X,X
SZITLJO,X,X,X
SZITLOJ,X,X,X
SZITJLO,X,X,X
SZITJOL,X,X,X
SZITOLJ,X,X,X
SZITOJL,X,X,X
SZILTJO,X,X,X
SZILTOJ,X,X,X
SZILJTO,X,X,X
SZILJOT,X,X,X
SZILOTJ,X,X,X
SZILOJT,X,X,X
SZIJTLO,X,X,X
SZIJTOL,X,X,X
SZIJLTO,X,X,X
SZIJLOT,X,X,X
SZIJOTL,O,X,X
SZIJOLT,O,X,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,X,X
SZIOJTL,O,X,X
SZIOJLT,O,X,X
SZLTIJO,X,X,X
SZLTIOJ,X,X,X
SZLTJIO,X,X,X
SZLTJOI,X,X,X
SZLTOIJ,X,X,X
SZLTOJI,X,X,X
SZLITJO,X,X,X
SZLITOJ,X,X,X
SZLIJTO,X,X,X
SZLIJOT,O,X,X
SZLIOTJ,X,X,X
SZLIOJT,O,X,X
SZLJTIO,X,X,X
SZLJTOI,X,X,X
SZLJITO,X,X,X
SZLJIOT,O,X,X
SZLJOTI,O,X,X
SZLJOIT,O,X,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,O,X,X
SZLOJTI,O,X,X
SZLOJIT,O,X,X
SZJTILO,X,X,X
SZJTIOL,O,X,X
SZJTLIO,X,X,X
SZJTLOI,X,X,X
SZJTOIL,O,X,X
SZJTOLI,X,X,X
SZJITLO,X,X,X
SZJITOL,X,X,X
SZJILTO,X,X,X
SZJILOT,X,X,X
SZJIOTL,O,X,X
SZJIOLT,O,X,X
SZJLTIO,X,X,X
SZJLTOI,X,X,X
SZJLITO,X,X,X
SZJLIOT,O,X,X
SZJLOTI,O,X,X
SZJLOIT,O,X,X
SZJOTIL,O,X,X
SZJOTLI,X,X,X
SZJOITL,O,X,X
SZJOILT,O,X,X
SZJOLTI,O,X,X
SZJOLIT,O,X,X
SZOTILJ,X,X,X
SZOTIJL,O,X,X
SZOTLIJ,X,X,X
SZOTLJI,X,X,X
SZOTJIL,O,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,X
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,X,X
SZOIJTL,O,X,X
SZOIJLT,O,X,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,O,X,X
SZOLJTI,O,X,X
SZOLJIT,O,X,X
SZOJTIL,O,X,X
SZOJTLI,X,X,X
SZOJITL,O,X,X
SZOJILT,O,X,X
SZOJLTI,O,X,X
SZOJLIT,O,X,X
SOTILJZ,X,X,O
SOTILZJ,X,X,O
SOTIJLZ,X,X,O
SOTIJZL,X,X,O
SOTIZLJ,X,X,X
SOTIZJL,X,X,O
SOTLIJZ,O,X,O
SOTLIZJ,X,X,O
SOTLJIZ,O,X,O
SOTLJZI,X,X,O
SOTLZIJ,X,X,O
SOTLZJI,X,X,O
SOTJILZ,X,X,O
SOTJIZL,X,X,O
SOTJLIZ,O,X,O
SOTJLZI,X,X,O
SOTJZIL,X,X,O
SOTJZLI,X,X,X
SOTZILJ,X,X,X
SOTZIJL,X,X,O
SOTZLIJ,X,X,X
SOTZLJI,X,X,X
SOTZJIL,X,X,O
SOTZJLI,X,X,X
SOITLJZ,X,X,X
SOITLZJ,X,X,X
SOITJLZ,X,X,X
SOITJZL,X,X,X
SOITZLJ,X,X,X
SOITZJL,X,X,X
SOILTJZ,X,X,X
SOILTZJ,X,X,X
SOILJTZ,X,X,X
SOILJZT,X,X,X
SOILZTJ,X,X,X
SOILZJT,X,X,X
SOIJTLZ,X,X,X
SOIJTZL,X,X,X
SOIJLTZ,X,X,X
SOIJLZT,X,X,X
SOIJZTL,X,X,X
SOIJZLT,X,X,X
SOIZTLJ,X,X,X
SOIZTJL,X,X,X
SOIZLTJ,X,X,X
SOIZLJT,X,X,X
SOIZJTL,X,X,X
SOIZJLT,X,X,X
SOLTIJZ,O,X,O
SOLTIZJ,X,X,O
SOLTJIZ,O,X,O
SOLTJZI,X,X,O
SOLTZIJ,X,X,O
SOLTZJI,X,X,O
SOLITJZ,X,X,X
SOLITZJ,X,X,X
SOLIJTZ,O,X,X
SOLIJZT,O,X,X
SOLIZTJ,X,X,X
SOLIZJT,X,X,X
SOLJTIZ,O,X,O
SOLJTZI,X,X,O
SOLJITZ,O,X,X
SOLJIZT,O,X,X
SOLJZTI,O,X,O
SOLJZIT,O,X,O
SOLZTIJ,X,X,O
SOLZTJI,X,X,O
SOLZITJ,X,X,X
SOLZIJT,O,X,O
SOLZJTI,O,X,O
SOLZJIT,O,X,O
SOJTILZ,X,X,O
SOJTIZL,X,X,O
SOJTLIZ,O,X,O
SOJTLZI,X,X,O
SOJTZIL,X,X,O
SOJTZLI,X,X,X
SOJITLZ,X,X,X
SOJITZL,X,X,X
SOJILTZ,X,X,X
SOJILZT,X,X,X
SOJIZTL,X,X,X
SOJIZLT,X,X,X
SOJLTIZ,O,X,O
SOJLTZI,X,X,O
SOJLITZ,O,X,X
SOJLIZT,O,X,X
SOJLZTI,O,X,O
SOJLZIT,O,X,O
SOJZTIL,O,X,O
SOJZTLI,X,X,X
SOJZITL,O,X,O
SOJZILT,O,X,O
SOJZLTI,O,X,O
SOJZLIT,O,X,O
SOZTILJ,X,X,X
SOZTIJL,O,X,O
SOZTLIJ,X,X,X
SOZTLJI,X,X,X
SOZTJIL,O,X,O
SOZTJLI,X,X,X
SOZITLJ,X,X,X
SOZITJL,X,X,X
SOZILTJ,X,X,X
SOZILJT,X,X,X
SOZIJTL,O,X,O
SOZIJLT,O,X,O
SOZLTIJ,X,X,O
SOZLTJI,X,X,O
SOZLITJ,X,X,X
SOZLIJT,O,X,O
SOZLJTI,O,X,O
SOZLJIT,O,X,O
SOZJTIL,O,X,O
SOZJTLI,X,X,X
SOZJITL,O,X,O
SOZJILT,O,X,O
SOZJLTI,O,X,O
SOZJLIT,O,X,O
ZTILJSO,O,X,X
ZTILJOS,O,X,X
ZTILSJO,O,X,X
ZTILSOJ,O,X,X
ZTILOJS,O,X,X
ZTILOSJ,O,X,X
ZTIJLSO,O,X,X
ZTIJLOS,O,X,X
ZTIJSLO,X,X,X
ZTIJSOL,O,X,X
ZTIJOLS,O,X,X
ZTIJOSL,O,X,X
ZTISLJO,X,X,X
ZTISLOJ,X,X,X
ZTISJLO,X,X,X
ZTISJOL,O,X,X
ZTISOLJ,X,X,X
ZTISOJL,O,X,X
ZTIOLJS,O,X,X
ZTIOLSJ,O,X,X
ZTIOJLS,O,X,X
ZTIOJSL,O,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,O,X,X
ZTLIJSO,O,X,X
ZTLIJOS,O,O,X
ZTLISJO,O,X,X
ZTLISOJ,O,X,X
ZTLIOJS,O,O,X
ZTLIOSJ,O,X,X
ZTLJISO,O,X,X
ZTLJIOS,O,O,X
ZTLJSIO,O,X,X
ZTLJSOI,O,X,X
ZTLJOIS,O,O,X
ZTLJOSI,O,O,X
ZTLSIJO,O,X,X
ZTLSIOJ,O,X,X
ZTLSJIO,O,X,X
ZTLSJOI,O,X,X
ZTLSOIJ,O,X,X
ZTLSOJI,O,X,X
ZTLOIJS,O,O,X
ZTLOISJ,O,X,X
ZTLOJIS,O,O,X
ZTLOJSI,O,O,X
ZTLOSIJ,O,X,X
ZTLOSJI,O,X,X
ZTJILSO,O,X,X
ZTJILOS,O,X,X
ZTJISLO,X,X,X
ZTJISOL,O,X,X
ZTJIOLS,O,X,X
ZTJIOSL,O,X,X
ZTJLISO,O,X,X
ZTJLIOS,O,O,X
ZTJLSIO,O,X,X
ZTJLSOI,O,X,X
ZTJLOIS,O,O,X
ZTJLOSI,O,O,X
ZTJSILO,X,X,X
ZTJSIOL,O,X,X
ZTJSLIO,X,X,X
ZTJSLOI,X,X,X
ZTJSOIL,O,X,X
ZTJSOLI,X,X,X
ZTJOILS,O,X,X
ZTJOISL,O,X,X
ZTJOLIS,O,O,X
ZTJOLSI,O,O,X
ZTJOSIL,O,X,X
ZTJOSLI,X,X,X
ZTSILJO,X,X,X
ZTSILOJ,X,X,X
ZTSIJLO,X,X,X
ZTSIJOL,O,X,X
ZTSIOLJ,X,X,X
ZTSIOJL,O,X,X
ZTSLIJO,X,X,X
ZTSLIOJ,X,X,X
ZTSLJIO,X,X,X
ZTSLJOI,X,X,X
ZTSLOIJ,X,X,X
ZTSLOJI,X,X,X
ZTSJILO,X,X,X
ZTSJIOL,O,X,X
ZTSJLIO,X,X,X
ZTSJLOI,X,X,X
ZTSJOIL,O,X,X
ZTSJOLI,X,X,X
ZTSOILJ,X,X,X
ZTSOIJL,O,X,X
ZTSOLIJ,X,X,X
ZTSOLJI,X,X,X
ZTSOJIL,O,X,X
ZTSOJLI,X,X,X
ZTOILJS,O,X,X
ZTOILSJ,O,X,X
ZTOIJLS,O,X,X
ZTOIJSL,O,X,X
ZTOISLJ,X,X,X
ZTOISJL,O,X,X
ZTOLIJS,O,O,X
ZTOLISJ,O,X,X
ZTOLJIS,O,O,X
ZTOLJSI,O,O,X
ZTOLSIJ,O,X,X
ZTOLSJI,O,X,X
ZTOJILS,O,X,X
ZTOJISL,O,X,X
ZTOJLIS,O,O,X
ZTOJLSI,O,O,X
ZTOJSIL,O,X,X
ZTOJSLI,X,X,X
ZTOSILJ,X,X,X
ZTOSIJL,O,X,X
ZTOSLIJ,X,X,X
ZTOSLJI,X,X,X
ZTOSJIL,O,X,X
ZTOSJLI,X,X,X
ZITLJSO,O,X,X
ZITLJOS,O,X,X
ZITLSJO,O,X,X
ZITLSOJ,O,X,X
ZITLOJS,O,X,X
ZITLOSJ,O,X,X
ZITJLSO,O,X,X
ZITJLOS,O,X,X
ZITJSLO,X,X,X
ZITJSOL,O,X,X
ZITJOLS,O,X,X
ZITJOSL,O,X,X
ZITSLJO,X,X,X
ZITSLOJ,X,X,X
ZITSJLO,X,X,X
ZITSJOL,O,X,X
ZITSOLJ,X,X,X
ZITSOJL,O,X,X
ZITOLJS,O,X,X
ZITOLSJ,O,X,X
ZITOJLS,O,X,X
ZITOJSL,O,X,X
ZITOSLJ,X,X,X
ZITOSJL,O,X,X
ZILTJSO,X,X,X
ZILTJOS,X,X,X
ZILTSJO,X,X,X
ZILTSOJ,X,X,X
ZILTOJS,X,X,X
ZILTOSJ,X,X,X
ZILJTSO,X,X,X
ZILJTOS,X,X,X
ZILJSTO,X,X,X
ZILJSOT,O,X,X
ZILJOTS,X,X,X
ZILJOST,O,X,X
ZILSTJO,X,X,X
ZILSTOJ,X,X,X
ZILSJTO,X,X,X
ZILSJOT,O,X,X
ZILSOTJ,X,X,X
ZILSOJT,O,X,X
ZILOTJS,X,X,X
ZILOTSJ,X,X,X
ZILOJTS,X,X,X
ZILOJST,O,X,X
ZILOSTJ,X,X,X
ZILOSJT,O,X,X
ZIJTLSO,O,X,X
ZIJTLOS,O,X,X
ZIJTSLO,X,X,X
ZIJTSOL,O,X,X
ZIJTOLS,O,X,X
ZIJTOSL,O,X,X
ZIJLTSO,X,X,X
ZIJLTOS,X,X,X
ZIJLSTO,X,X,X
ZIJLSOT,O,X,X
ZIJLOTS,X,X,X
ZIJLOST,O,X,X
ZIJSTLO,X,X,X
ZIJSTOL,X,X,X
ZIJSLTO,X,X,X
ZIJSLOT,X,X,X
ZIJSOTL,O,X,X
ZIJSOLT,O,X,X
ZIJOTLS,O,X,X
ZIJOTSL,O,X,X
ZIJOLTS,X,X,X
ZIJOLST,O,X,X
ZIJOSTL,O,X,X
ZIJOSLT,O,X,X
ZISTLJO,X,X,X
ZISTLOJ,X,X,X
ZISTJLO,X,X,X
ZISTJOL,X,X,X
ZISTOLJ,X,X,X
ZISTOJL,X,X,X
ZISLTJO,X,X,X
ZISLTOJ,X,X,X
ZISLJTO,X,X,X
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,X,X,X
ZISJTOL,X,X,X
ZISJLTO,X,X,X
ZISJLOT,X,X,X
ZISJOTL,O,X,X
ZISJOLT,O,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,O,X,X
ZISOJLT,O,X,X
ZIOTLJS,O,X,X
ZIOTLSJ,O,X,X
ZIOTJLS,O,X,X
ZIOTJSL,O,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,O,X,X
ZIOLTJS,X,X,X
ZIOLTSJ,X,X,X
ZIOLJTS,X,X,X
ZIOLJST,O,X,X
ZIOLSTJ,X,X,X
ZIOLSJT,O,X,X
ZIOJTLS,O,X,X
ZIOJTSL,O,X,X
ZIOJLTS,X,X,X
ZIOJLST,O,X,X
ZIOJSTL,O,X,X
ZIOJSLT,O,X,X
ZIOSTLJ,X,X,X
ZIOSTJL,X,X,X
ZIOSLTJ,X,X,X
ZIOSLJT,X,X,X
ZIOSJTL,O,X,X
ZIOSJLT,O,X,X
ZLTIJSO,X,X,X
ZLTIJOS,X,O,X
ZLTISJO,X,X,X
ZLTISOJ,X,X,X
ZLTIOJS,X,O,X
ZLTIOSJ,X,X,X
ZLTJISO,X,X,X
ZLTJIOS,X,O,X
ZLTJSIO,X,X,X
ZLTJSOI,X,X,X
ZLTJOIS,X,O,X
ZLTJOSI,X,O,X
ZLTSIJO,X,X,X
ZLTSIOJ,X,X,X
ZLTSJIO,X,X,X
ZLTSJOI,X,X,X
ZLTSOIJ,X,X,X
ZLTSOJI,X,X,X
ZLTOIJS,X,O,X
ZLTOISJ,X,X,X
ZLTOJIS,X,O,X
ZLTOJSI,X,O,X
ZLTOSIJ,X,X,X
ZLTOSJI,X,X,X
ZLITJSO,X,X,X
ZLITJOS,X,O,X
ZLITSJO,X,X,X
ZLITSOJ,X,X,X
ZLITOJS,X,O,X
ZLITOSJ,X,X,X
ZLIJTSO,X,X,X
ZLIJTOS,X,O,X
ZLIJSTO,X,X,X
ZLIJSOT,O,X,X
ZLIJOTS,X,X,X
ZLIJOST,O,X,X
ZLISTJO,X,X,X
ZLISTOJ,X,X,X
ZLISJTO,X,X,X
ZLISJOT,O,X,X
ZLISOTJ,X,X,X
ZLISOJT,O,X,X
ZLIOTJS,X,X,X
ZLIOTSJ,X,X,X
ZLIOJTS,X,X,X
ZLIOJST,O,X,X
ZLIOSTJ,X,X,X
ZLIOSJT,O,X,X
ZLJTISO,X,X,X
ZLJTIOS,X,O,X
ZLJTSIO,X,X,X
ZLJTSOI,X,X,X
ZLJTOIS,X,O,X
ZLJTOSI,X,O,X
ZLJITSO,X,X,X
ZLJITOS,X,O,X
ZLJISTO,X,X,X
ZLJISOT,O,X,X
ZLJIOTS,X,X,X
ZLJIOST,O,X,X
ZLJSTIO,X,X,X
ZLJSTOI,X,X,X
ZLJSITO,X,X,X
ZLJSIOT,O,X,X
ZLJSOTI,O,X,X
ZLJSOIT,O,X,X
ZLJOTIS,X,X,X
ZLJOTSI,X,X,X
ZLJOITS,X,X,X
ZLJOIST,O,X,X
ZLJOSTI,O,X,X
ZLJOSIT,O,X,X
ZLSTIJO,X,X,X
ZLSTIOJ,X,X,X
ZLSTJIO,X,X,X
ZLSTJOI,X,X,X
ZLSTOIJ,X,X,X
ZLSTOJI,X,X,X
ZLSITJO,X,X,X
ZLSITOJ,X,X,X
ZLSIJTO,X,X,X
ZLSIJOT,O,X,X
ZLSIOTJ,X,X,X
ZLSIOJT,O,X,X
ZLSJTIO,X,X,X
ZLSJTOI,X,X,X
ZLSJITO,X,X,X
ZLSJIOT,O,X,X
ZLSJOTI,O,X,X
ZLSJOIT,O,X,X
ZLSOTIJ,X,X,X
