sequence,v115@IhA8GeC8GeE8CeC8Jei/IvhFclBThBxiBmnBFrBXsB,v115@IhA8GeC8GeE8CeC8Jei/IvhFFhBxiBTlBcrBmnBXsB,v115@IhA8GeC8GeE8CeC8Jei/IvhFclBxiBmmBznBXmB1wB
STZIOLJ,O,X,X
STZIOJL,X,X,X
STZLIJO,O,X,X
STZLIOJ,O,X,X
STZLJIO,O,X,X
STZLJOI,O,X,X
STZLOIJ,O,X,X
STZLOJI,O,X,X
STZJILO,O,X,X
STZJIOL,O,X,X
STZJLIO,O,X,X
STZJLOI,O,X,X
STZJOIL,O,X,X
STZJOLI,O,X,X
STZOILJ,O,X,X
STZOIJL,X,X,X
STZOLIJ,O,X,X
STZOLJI,O,X,X
STZOJIL,O,X,X
STZOJLI,O,X,X
STOILJZ,X,X,X
STOILZJ,X,X,X
STOIJLZ,X,X,X
STOIJZL,X,X,X
STOIZLJ,O,X,X
STOIZJL,X,X,X
STOLIJZ,X,X,X
STOLIZJ,X,X,X
STOLJIZ,X,X,X
STOLJZI,X,X,X
STOLZIJ,X,X,X
STOLZJI,X,X,X
STOJILZ,X,X,X
STOJIZL,O,X,X
STOJLIZ,X,X,X
STOJLZI,X,X,X
STOJZIL,O,X,X
STOJZLI,O,X,X
STOZILJ,O,X,X
STOZIJL,X,X,X
STOZLIJ,O,X,X
STOZLJI,O,X,X
STOZJIL,O,X,X
STOZJLI,O,X,X
SITLJZO,X,X,X
SITLJOZ,X,X,X
SITLZJO,X,X,X
SITLZOJ,X,X,X
SITLOJZ,X,X,X
SITLOZJ,X,X,X
SITJLZO,X,X,X
SITJLOZ,X,X,X
SITJZLO,O,X,X
SITJZOL,O,X,X
SITJOLZ,X,X,X
SITJOZL,O,X,X
SITZLJO,O,X,X
SITZLOJ,O,X,X
SITZJLO,O,X,X
SITZJOL,O,X,X
SITZOLJ,O,X,X
SITZOJL,X,X,X
SITOLJZ,X,X,X
SITOLZJ,X,X,X
SITOJLZ,X,X,X
SITOJZL,X,X,X
SITOZLJ,O,X,X
SITOZJL,X,X,X
SILTJZO,X,X,X
SILTJOZ,X,X,X
SILTZJO,X,X,X
SILTZOJ,X,X,X
SILTOJZ,X,X,X
SILTOZJ,X,X,X
SILJTZO,X,X,X
SILJTOZ,X,X,X
SILJZTO,O,O,X
SILJZOT,X,X,X
SILJOTZ,X,X,X
SILJOZT,X,O,X
SILZTJO,O,O,X
SILZTOJ,O,O,X
SILZJTO,O,X,X
SILZJOT,X,X,X
SILZOTJ,X,X,X
SILZOJT,X,X,X
SILOTJZ,X,X,X
SILOTZJ,X,X,X
SILOJTZ,X,X,X
SILOJZT,X,O,X
SILOZTJ,X,O,X
SILOZJT,X,X,X
SIJTLZO,X,X,X
SIJTLOZ,X,X,X
SIJTZLO,O,X,X
SIJTZOL,O,X,X
SIJTOLZ,X,X,X
SIJTOZL,O,X,X
SIJLTZO,X,X,X
SIJLTOZ,X,X,X
SIJLZTO,O,O,X
SIJLZOT,X,X,X
SIJLOTZ,X,X,X
SIJLOZT,X,O,X
SIJZTLO,O,O,X
SIJZTOL,O,X,X
SIJZLTO,O,O,X
SIJZLOT,X,X,X
SIJZOTL,X,O,X
SIJZOLT,X,O,X
SIJOTLZ,X,X,X
SIJOTZL,X,X,X
SIJOLTZ,X,X,X
SIJOLZT,X,O,X
SIJOZTL,X,O,X
SIJOZLT,X,O,X
SIZTLJO,O,O,X
SIZTLOJ,O,O,X
SIZTJLO,O,X,X
SIZTJOL,O,X,X
SIZTOLJ,O,X,X
SIZTOJL,X,X,X
SIZLTJO,O,O,X
SIZLTOJ,O,O,X
SIZLJTO,O,X,X
SIZLJOT,X,X,X
SIZLOTJ,X,X,X
SIZLOJT,X,X,X
SIZJTLO,O,X,X
SIZJTOL,O,X,X
SIZJLTO,O,X,X
SIZJLOT,X,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,O,X
SIZOTJL,X,X,X
SIZOLTJ,X,O,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,X,X,X
SIOTLZJ,X,X,X
SIOTJLZ,X,X,X
SIOTJZL,X,X,X
SIOTZLJ,X,X,X
SIOTZJL,X,X,X
SIOLTJZ,X,X,X
SIOLTZJ,X,X,X
SIOLJTZ,X,X,X
SIOLJZT,X,O,X
SIOLZTJ,X,O,X
SIOLZJT,X,X,X
SIOJTLZ,X,X,X
SIOJTZL,X,X,X
SIOJLTZ,X,X,X
SIOJLZT,X,O,X
SIOJZTL,X,O,X
SIOJZLT,X,O,X
SIOZTLJ,X,O,X
SIOZTJL,X,X,X
SIOZLTJ,X,O,X
SIOZLJT,X,X,X
SIOZJTL,X,X,X
SIOZJLT,X,X,X
SLTIJZO,X,X,X
SLTIJOZ,X,X,X
SLTIZJO,X,X,X
SLTIZOJ,X,X,X
SLTIOJZ,X,X,X
SLTIOZJ,X,X,X
SLTJIZO,X,X,X
SLTJIOZ,X,X,X
SLTJZIO,X,X,X
SLTJZOI,X,X,X
SLTJOIZ,X,X,X
SLTJOZI,X,X,X
SLTZIJO,X,X,X
SLTZIOJ,X,X,X
SLTZJIO,X,X,X
SLTZJOI,X,X,X
SLTZOIJ,X,X,X
SLTZOJI,X,X,X
SLTOIJZ,X,X,X
SLTOIZJ,X,X,X
SLTOJIZ,X,X,X
SLTOJZI,X,X,X
SLTOZIJ,X,X,X
SLTOZJI,X,X,X
SLITJZO,X,X,X
SLITJOZ,X,X,X
SLITZJO,X,X,X
SLITZOJ,X,X,X
SLITOJZ,X,X,X
SLITOZJ,X,X,X
SLIJTZO,X,X,X
SLIJTOZ,X,X,X
SLIJZTO,O,O,X
SLIJZOT,X,X,X
SLIJOTZ,X,X,X
SLIJOZT,X,O,X
SLIZTJO,O,O,X
SLIZTOJ,O,O,X
SLIZJTO,O,X,X
SLIZJOT,X,X,X
SLIZOTJ,X,X,X
SLIZOJT,X,X,X
SLIOTJZ,X,X,X
SLIOTZJ,X,X,X
SLIOJTZ,X,X,X
SLIOJZT,X,O,X
SLIOZTJ,X,O,X
SLIOZJT,X,X,X
SLJTIZO,X,X,X
SLJTIOZ,X,X,X
SLJTZIO,X,X,X
SLJTZOI,X,X,X
SLJTOIZ,X,X,X
SLJTOZI,X,X,X
SLJITZO,X,X,X
SLJITOZ,X,X,X
SLJIZTO,O,O,X
SLJIZOT,X,X,X
SLJIOTZ,X,X,X
SLJIOZT,X,O,X
SLJZTIO,O,O,X
SLJZTOI,O,X,X
SLJZITO,O,O,X
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,X,X
SLJOTIZ,X,X,X
SLJOTZI,X,X,X
SLJOITZ,X,X,X
SLJOIZT,X,O,X
SLJOZTI,X,O,X
SLJOZIT,X,O,X
SLZTIJO,O,O,X
SLZTIOJ,O,O,X
SLZTJIO,O,O,X
SLZTJOI,O,X,X
SLZTOIJ,O,X,X
SLZTOJI,O,X,X
SLZITJO,O,O,X
SLZITOJ,O,O,X
SLZIJTO,O,X,X
SLZIJOT,X,X,X
SLZIOTJ,X,X,X
SLZIOJT,X,X,X
SLZJTIO,O,O,X
SLZJTOI,O,X,X
SLZJITO,O,O,X
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,X,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,X,X,X
SLZOJTI,X,X,X
SLZOJIT,X,X,X
SLOTIJZ,X,X,X
SLOTIZJ,X,X,X
SLOTJIZ,X,X,X
SLOTJZI,X,X,X
SLOTZIJ,X,X,X
SLOTZJI,X,X,X
SLOITJZ,X,X,X
SLOITZJ,X,X,X
SLOIJTZ,X,X,X
SLOIJZT,X,O,X
SLOIZTJ,X,O,X
SLOIZJT,X,X,X
SLOJTIZ,X,X,X
SLOJTZI,X,X,X
SLOJITZ,X,X,X
SLOJIZT,X,O,X
SLOJZTI,X,O,X
SLOJZIT,X,O,X
SLOZTIJ,X,O,X
SLOZTJI,X,O,X
SLOZITJ,X,O,X
SLOZIJT,X,X,X
SLOZJTI,X,O,X
SLOZJIT,X,O,X
SJTILZO,X,X,X
SJTILOZ,X,X,X
SJTIZLO,O,X,X
SJTIZOL,O,X,X
SJTIOLZ,X,X,X
SJTIOZL,O,X,X
SJTLIZO,X,X,X
SJTLIOZ,X,X,X
SJTLZIO,X,X,X
SJTLZOI,X,X,X
SJTLOIZ,X,X,X
SJTLOZI,X,X,X
SJTZILO,O,X,X
SJTZIOL,O,X,X
SJTZLIO,O,X,X
SJTZLOI,O,X,X
SJTZOIL,O,X,X
SJTZOLI,O,X,X
SJTOILZ,X,X,X
SJTOIZL,O,X,X
SJTOLIZ,X,X,X
SJTOLZI,X,X,X
SJTOZIL,O,X,X
SJTOZLI,O,X,X
SJITLZO,X,X,X
SJITLOZ,X,X,X
SJITZLO,O,X,X
SJITZOL,O,X,X
SJITOLZ,X,X,X
SJITOZL,O,X,X
SJILTZO,X,X,X
SJILTOZ,X,X,X
SJILZTO,O,O,X
SJILZOT,X,X,X
SJILOTZ,X,X,X
SJILOZT,X,O,X
SJIZTLO,O,O,X
SJIZTOL,O,X,X
SJIZLTO,O,O,X
SJIZLOT,X,X,X
SJIZOTL,X,O,X
SJIZOLT,X,O,X
SJIOTLZ,X,X,X
SJIOTZL,X,X,X
SJIOLTZ,X,X,X
SJIOLZT,X,O,X
SJIOZTL,X,O,X
SJIOZLT,X,O,X
SJLTIZO,X,X,X
SJLTIOZ,X,X,X
SJLTZIO,X,X,X
SJLTZOI,X,X,X
SJLTOIZ,X,X,X
SJLTOZI,X,X,X
SJLITZO,X,X,X
SJLITOZ,X,X,X
SJLIZTO,O,O,X
SJLIZOT,X,X,X
SJLIOTZ,X,X,X
SJLIOZT,X,O,X
SJLZTIO,O,O,X
SJLZTOI,O,X,X
SJLZITO,O,O,X
SJLZIOT,X,X,X
SJLZOTI,X,X,X
SJLZOIT,X,X,X
SJLOTIZ,X,X,X
SJLOTZI,X,X,X
SJLOITZ,X,X,X
SJLOIZT,X,O,X
SJLOZTI,X,O,X
SJLOZIT,X,O,X
SJZTILO,O,O,X
SJZTIOL,O,X,X
SJZTLIO,O,O,X
SJZTLOI,O,X,X
SJZTOIL,O,X,X
SJZTOLI,O,X,X
SJZITLO,O,O,X
SJZITOL,O,X,X
SJZILTO,O,O,X
SJZILOT,X,X,X
SJZIOTL,X,O,X
SJZIOLT,X,O,X
SJZLTIO,O,O,X
SJZLTOI,O,X,X
SJZLITO,O,O,X
SJZLIOT,X,X,X
SJZLOTI,X,X,X
SJZLOIT,X,X,X
SJZOTIL,X,O,X
SJZOTLI,X,O,X
SJZOITL,X,O,X
SJZOILT,X,O,X
SJZOLTI,X,O,X
SJZOLIT,X,O,X
SJOTILZ,X,X,X
SJOTIZL,X,X,X
SJOTLIZ,X,X,X
SJOTLZI,X,X,X
SJOTZIL,X,X,X
SJOTZLI,X,X,X
SJOITLZ,X,X,X
SJOITZL,X,X,X
SJOILTZ,X,X,X
SJOILZT,X,O,X
SJOIZTL,X,O,X
SJOIZLT,X,O,X
SJOLTIZ,X,X,X
SJOLTZI,X,X,X
SJOLITZ,X,X,X
SJOLIZT,X,O,X
SJOLZTI,X,O,X
SJOLZIT,X,O,X
SJOZTIL,X,O,X
SJOZTLI,X,O,X
SJOZITL,X,O,X
SJOZILT,X,O,X
SJOZLTI,X,O,X
SJOZLIT,X,O,X
SZTILJO,O,O,X
SZTILOJ,O,O,X
SZTIJLO,O,X,X
SZTIJOL,O,X,X
SZTIOLJ,O,X,X
SZTIOJL,X,X,X
SZTLIJO,O,O,X
SZTLIOJ,O,O,X
SZTLJIO,O,O,X
SZTLJOI,O,X,X
SZTLOIJ,O,X,X
SZTLOJI,O,X,X
SZTJILO,O,O,X
SZTJIOL,O,X,X
SZTJLIO,O,O,X
SZTJLOI,O,X,X
SZTJOIL,O,X,X
SZTJOLI,O,X,X
SZTOILJ,O,X,X
SZTOIJL,X,X,X
SZTOLIJ,O,X,X
SZTOLJI,O,X,X
SZTOJIL,O,X,X
SZTOJLI,O,X,X
SZITLJO,O,O,X
SZITLOJ,O,O,X
SZITJLO,O,X,X
SZITJOL,O,X,X
SZITOLJ,O,X,X
SZITOJL,X,X,X
SZILTJO,O,O,X
SZILTOJ,O,O,X
SZILJTO,O,X,X
SZILJOT,X,X,X
SZILOTJ,X,X,X
SZILOJT,X,X,X
SZIJTLO,O,X,X
SZIJTOL,O,X,X
SZIJLTO,O,X,X
SZIJLOT,X,X,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,O,X
SZIOTJL,X,X,X
SZIOLTJ,X,O,X
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,O,O,X
SZLTIOJ,O,O,X
SZLTJIO,O,O,X
SZLTJOI,O,X,X
SZLTOIJ,O,X,X
SZLTOJI,O,X,X
SZLITJO,O,O,X
SZLITOJ,O,O,X
SZLIJTO,O,X,X
SZLIJOT,X,X,X
SZLIOTJ,X,X,X
SZLIOJT,X,X,X
SZLJTIO,O,O,X
SZLJTOI,O,X,X
SZLJITO,O,O,X
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,X,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,X,X,X
SZLOJTI,X,X,X
SZLOJIT,X,X,X
SZJTILO,O,O,X
SZJTIOL,O,X,X
SZJTLIO,O,O,X
SZJTLOI,O,X,X
SZJTOIL,O,X,X
SZJTOLI,O,X,X
SZJITLO,O,O,X
SZJITOL,O,X,X
SZJILTO,O,O,X
SZJILOT,X,X,X
SZJIOTL,X,O,X
SZJIOLT,X,O,X
SZJLTIO,O,O,X
SZJLTOI,O,X,X
SZJLITO,O,O,X
SZJLIOT,X,X,X
SZJLOTI,X,X,X
SZJLOIT,X,X,X
SZJOTIL,X,O,X
SZJOTLI,X,O,X
SZJOITL,X,O,X
SZJOILT,X,O,X
SZJOLTI,X,O,X
SZJOLIT,X,O,X
SZOTILJ,X,O,X
SZOTIJL,X,X,X
SZOTLIJ,X,O,X
SZOTLJI,X,O,X
SZOTJIL,X,O,X
SZOTJLI,X,O,X
SZOITLJ,X,O,X
SZOITJL,X,X,X
SZOILTJ,X,O,X
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,O,X
SZOLTJI,X,O,X
SZOLITJ,X,O,X
SZOLIJT,X,X,X
SZOLJTI,X,O,X
SZOLJIT,X,O,X
SZOJTIL,X,O,X
SZOJTLI,X,O,X
SZOJITL,X,O,X
SZOJILT,X,O,X
SZOJLTI,X,O,X
SZOJLIT,X,O,X
SOTILJZ,X,X,X
SOTILZJ,X,X,X
SOTIJLZ,X,X,X
SOTIJZL,X,X,X
SOTIZLJ,X,X,X
SOTIZJL,X,X,X
SOTLIJZ,X,X,X
SOTLIZJ,X,X,X
SOTLJIZ,X,X,X
SOTLJZI,X,X,X
SOTLZIJ,X,X,X
SOTLZJI,X,X,X
SOTJILZ,X,X,X
SOTJIZL,X,X,X
SOTJLIZ,X,X,X
SOTJLZI,X,X,X
SOTJZIL,X,X,X
SOTJZLI,X,X,X
SOTZILJ,X,X,X
SOTZIJL,X,X,X
SOTZLIJ,X,X,X
SOTZLJI,X,X,X
SOTZJIL,X,X,X
SOTZJLI,X,X,X
SOITLJZ,X,X,X
SOITLZJ,X,X,X
SOITJLZ,X,X,X
SOITJZL,X,X,X
SOITZLJ,X,X,X
SOITZJL,X,X,X
SOILTJZ,X,X,X
SOILTZJ,X,X,X
SOILJTZ,X,X,X
SOILJZT,X,O,X
SOILZTJ,X,O,X
SOILZJT,X,X,X
SOIJTLZ,X,X,X
SOIJTZL,X,X,X
SOIJLTZ,X,X,X
SOIJLZT,X,O,X
SOIJZTL,X,O,X
SOIJZLT,X,O,X
SOIZTLJ,X,O,X
SOIZTJL,X,X,X
SOIZLTJ,X,O,X
SOIZLJT,X,X,X
SOIZJTL,X,X,X
SOIZJLT,X,X,X
SOLTIJZ,X,X,X
SOLTIZJ,X,X,X
SOLTJIZ,X,X,X
SOLTJZI,X,X,X
SOLTZIJ,X,X,X
SOLTZJI,X,X,X
SOLITJZ,X,X,X
SOLITZJ,X,X,X
SOLIJTZ,X,X,X
SOLIJZT,X,O,X
SOLIZTJ,X,O,X
SOLIZJT,X,X,X
SOLJTIZ,X,X,X
SOLJTZI,X,X,X
SOLJITZ,X,X,X
SOLJIZT,X,O,X
SOLJZTI,X,O,X
SOLJZIT,X,O,X
SOLZTIJ,X,O,X
SOLZTJI,X,O,X
SOLZITJ,X,O,X
SOLZIJT,X,X,X
SOLZJTI,X,O,X
SOLZJIT,X,O,X
SOJTILZ,X,X,X
SOJTIZL,X,X,X
SOJTLIZ,X,X,X
SOJTLZI,X,X,X
SOJTZIL,X,X,X
SOJTZLI,X,X,X
SOJITLZ,X,X,X
SOJITZL,X,X,X
SOJILTZ,X,X,X
SOJILZT,X,O,X
SOJIZTL,X,O,X
SOJIZLT,X,O,X
SOJLTIZ,X,X,X
SOJLTZI,X,X,X
SOJLITZ,X,X,X
SOJLIZT,X,O,X
SOJLZTI,X,O,X
SOJLZIT,X,O,X
SOJZTIL,X,O,X
SOJZTLI,X,O,X
SOJZITL,X,O,X
SOJZILT,X,O,X
SOJZLTI,X,O,X
SOJZLIT,X,O,X
SOZTILJ,X,O,X
SOZTIJL,X,X,X
SOZTLIJ,X,O,X
SOZTLJI,X,O,X
SOZTJIL,X,O,X
SOZTJLI,X,O,X
SOZITLJ,X,O,X
SOZITJL,X,X,X
SOZILTJ,X,O,X
SOZILJT,X,X,X
SOZIJTL,X,X,X
SOZIJLT,X,X,X
SOZLTIJ,X,O,X
SOZLTJI,X,O,X
SOZLITJ,X,O,X
SOZLIJT,X,X,X
SOZLJTI,X,O,X
SOZLJIT,X,O,X
SOZJTIL,X,O,X
SOZJTLI,X,O,X
SOZJITL,X,O,X
SOZJILT,X,O,X
SOZJLTI,X,O,X
SOZJLIT,X,O,X
ZTILJSO,X,X,X
ZTILJOS,O,O,X
ZTILSJO,X,X,X
ZTILSOJ,X,X,X
ZTILOJS,O,O,X
ZTILOSJ,X,X,X
ZTIJLSO,X,X,X
ZTIJLOS,O,X,X
ZTIJSLO,X,X,X
ZTIJSOL,X,X,X
ZTIJOLS,O,X,X
ZTIJOSL,X,X,X
ZTISLJO,X,X,X
ZTISLOJ,X,X,X
ZTISJLO,X,X,X
ZTISJOL,X,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,O,X,X
ZTIOLSJ,X,X,X
ZTIOJLS,X,X,X
ZTIOJSL,X,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,X,X,X
ZTLIJSO,X,X,X
ZTLIJOS,O,O,X
ZTLISJO,X,X,X
ZTLISOJ,X,X,X
ZTLIOJS,O,O,X
ZTLIOSJ,X,X,X
ZTLJISO,X,X,X
ZTLJIOS,O,O,X
ZTLJSIO,X,X,X
ZTLJSOI,X,X,X
ZTLJOIS,O,X,O
ZTLJOSI,X,X,O
ZTLSIJO,O,X,X
ZTLSIOJ,O,X,X
ZTLSJIO,O,X,X
ZTLSJOI,O,X,X
ZTLSOIJ,O,X,X
ZTLSOJI,O,X,X
ZTLOIJS,O,X,O
ZTLOISJ,X,X,X
ZTLOJIS,O,X,O
ZTLOJSI,X,X,O
ZTLOSIJ,X,X,X
ZTLOSJI,X,X,X
ZTJILSO,X,X,X
ZTJILOS,O,O,X
ZTJISLO,X,X,X
ZTJISOL,X,X,X
ZTJIOLS,O,X,X
ZTJIOSL,X,X,X
ZTJLISO,X,X,X
ZTJLIOS,O,O,X
ZTJLSIO,X,X,X
ZTJLSOI,X,X,X
ZTJLOIS,O,X,O
ZTJLOSI,X,X,O
ZTJSILO,X,X,X
ZTJSIOL,X,X,X
ZTJSLIO,X,X,X
ZTJSLOI,X,X,X
ZTJSOIL,X,X,X
ZTJSOLI,X,X,X
ZTJOILS,O,X,O
ZTJOISL,X,X,X
ZTJOLIS,O,X,O
ZTJOLSI,X,X,O
ZTJOSIL,X,X,X
ZTJOSLI,X,X,X
ZTSILJO,O,X,X
ZTSILOJ,O,X,X
ZTSIJLO,O,X,X
ZTSIJOL,O,X,X
ZTSIOLJ,O,X,X
ZTSIOJL,X,X,X
ZTSLIJO,O,X,X
ZTSLIOJ,O,X,X
ZTSLJIO,O,X,X
ZTSLJOI,O,X,X
ZTSLOIJ,O,X,X
ZTSLOJI,O,X,X
ZTSJILO,O,X,X
ZTSJIOL,O,X,X
ZTSJLIO,O,X,X
ZTSJLOI,O,X,X
ZTSJOIL,O,X,X
ZTSJOLI,O,X,X
ZTSOILJ,O,X,X
ZTSOIJL,X,X,X
ZTSOLIJ,O,X,X
ZTSOLJI,O,X,X
ZTSOJIL,O,X,X
ZTSOJLI,O,X,X
ZTOILJS,O,X,O
ZTOILSJ,X,X,X
ZTOIJLS,X,X,O
ZTOIJSL,X,X,X
ZTOISLJ,X,X,X
ZTOISJL,X,X,X
ZTOLIJS,O,X,O
ZTOLISJ,X,X,X
ZTOLJIS,O,X,O
ZTOLJSI,X,X,O
ZTOLSIJ,X,X,X
ZTOLSJI,X,X,X
ZTOJILS,O,X,O
ZTOJISL,X,X,X
ZTOJLIS,O,X,O
ZTOJLSI,X,X,O
ZTOJSIL,X,X,X
ZTOJSLI,X,X,X
ZTOSILJ,X,X,X
ZTOSIJL,X,X,X
ZTOSLIJ,X,X,X
ZTOSLJI,X,X,X
ZTOSJIL,X,X,X
ZTOSJLI,X,X,X
ZITLJSO,X,X,X
ZITLJOS,O,O,X
ZITLSJO,X,X,X
ZITLSOJ,X,X,X
ZITLOJS,O,O,X
ZITLOSJ,X,X,X
ZITJLSO,X,X,X
ZITJLOS,O,X,X
ZITJSLO,X,X,X
ZITJSOL,X,X,X
ZITJOLS,O,X,X
ZITJOSL,X,X,X
ZITSLJO,X,X,X
ZITSLOJ,X,X,X
ZITSJLO,X,X,X
ZITSJOL,X,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,O,X,X
ZITOLSJ,X,X,X
ZITOJLS,X,X,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,X,X,X
ZILTJOS,O,O,X
ZILTSJO,X,X,X
ZILTSOJ,X,X,X
ZILTOJS,O,O,X
ZILTOSJ,X,X,X
ZILJTSO,X,X,X
ZILJTOS,O,X,X
ZILJSTO,O,X,X
ZILJSOT,X,X,X
ZILJOTS,X,X,X
ZILJOST,X,X,X
ZILSTJO,O,X,X
ZILSTOJ,O,X,X
ZILSJTO,O,X,X
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,X,X,O
ZILOTSJ,X,X,X
ZILOJTS,X,X,X
ZILOJST,X,X,X
ZILOSTJ,X,X,X
ZILOSJT,X,X,X
ZIJTLSO,X,X,X
ZIJTLOS,O,X,X
ZIJTSLO,X,X,X
ZIJTSOL,X,X,X
ZIJTOLS,O,X,X
ZIJTOSL,X,X,X
ZIJLTSO,X,X,X
ZIJLTOS,O,X,X
ZIJLSTO,O,X,X
ZIJLSOT,X,X,X
ZIJLOTS,X,X,X
ZIJLOST,X,X,X
ZIJSTLO,O,X,X
ZIJSTOL,O,X,X
ZIJSLTO,O,X,X
ZIJSLOT,X,X,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,X
ZIJOTSL,X,X,X
ZIJOLTS,X,X,X
ZIJOLST,X,X,X
ZIJOSTL,X,X,X
ZIJOSLT,X,X,X
ZISTLJO,O,X,X
ZISTLOJ,O,X,X
ZISTJLO,O,X,X
ZISTJOL,O,X,X
ZISTOLJ,O,X,X
ZISTOJL,X,X,X
ZISLTJO,O,X,X
ZISLTOJ,O,X,X
ZISLJTO,O,X,X
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,O,X,X
ZISJTOL,O,X,X
ZISJLTO,O,X,X
ZISJLOT,X,X,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,O,O
ZIOTLSJ,X,X,X
ZIOTJLS,X,X,O
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,X
ZIOTSJL,X,X,X
ZIOLTJS,X,O,O
ZIOLTSJ,X,X,X
ZIOLJTS,X,X,X
ZIOLJST,X,X,X
ZIOLSTJ,X,X,X
ZIOLSJT,X,X,X
ZIOJTLS,X,X,X
ZIOJTSL,X,X,X
ZIOJLTS,X,X,X
ZIOJLST,X,X,X
ZIOJSTL,X,X,X
ZIOJSLT,X,X,X
ZIOSTLJ,X,X,X
ZIOSTJL,X,X,X
ZIOSLTJ,X,X,X
ZIOSLJT,X,X,X
ZIOSJTL,X,X,X
ZIOSJLT,X,X,X
ZLTIJSO,X,X,X
ZLTIJOS,O,O,X
ZLTISJO,X,X,X
ZLTISOJ,X,X,X
ZLTIOJS,O,O,X
ZLTIOSJ,X,X,X
ZLTJISO,X,X,X
ZLTJIOS,O,O,X
ZLTJSIO,X,X,X
ZLTJSOI,X,X,X
ZLTJOIS,O,X,O
ZLTJOSI,X,X,O
ZLTSIJO,O,X,X
ZLTSIOJ,O,X,X
ZLTSJIO,O,X,X
ZLTSJOI,O,X,X
ZLTSOIJ,O,X,X
ZLTSOJI,O,X,X
ZLTOIJS,O,X,O
ZLTOISJ,X,X,X
ZLTOJIS,O,X,O
ZLTOJSI,X,X,O
ZLTOSIJ,X,X,X
ZLTOSJI,X,X,X
ZLITJSO,X,X,X
ZLITJOS,O,O,X
ZLITSJO,X,X,X
ZLITSOJ,X,X,X
ZLITOJS,O,O,X
ZLITOSJ,X,X,X
ZLIJTSO,X,X,X
ZLIJTOS,O,X,X
ZLIJSTO,O,X,X
ZLIJSOT,X,X,X
ZLIJOTS,X,X,X
ZLIJOST,X,X,X
ZLISTJO,O,X,X
ZLISTOJ,O,X,X
ZLISJTO,O,X,X
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,X,X,O
ZLIOTSJ,X,X,X
ZLIOJTS,X,X,X
ZLIOJST,X,X,X
ZLIOSTJ,X,X,X
ZLIOSJT,X,X,X
ZLJTISO,X,X,X
ZLJTIOS,O,O,X
ZLJTSIO,X,X,X
ZLJTSOI,X,X,X
ZLJTOIS,O,X,X
ZLJTOSI,X,X,X
ZLJITSO,X,X,X
ZLJITOS,O,O,X
ZLJISTO,O,X,X
ZLJISOT,X,X,X
ZLJIOTS,X,X,X
ZLJIOST,X,X,X
ZLJSTIO,O,X,X
ZLJSTOI,O,X,X
ZLJSITO,O,X,X
ZLJSIOT,X,X,X
ZLJSOTI,X,X,X
ZLJSOIT,X,X,X
ZLJOTIS,X,X,X
ZLJOTSI,X,X,X
ZLJOITS,X,X,X
ZLJOIST,X,X,X
ZLJOSTI,X,X,X
ZLJOSIT,X,X,X
ZLSTIJO,O,X,X
ZLSTIOJ,O,X,X
ZLSTJIO,O,X,X
ZLSTJOI,O,X,X
ZLSTOIJ,O,X,X
ZLSTOJI,O,X,X
ZLSITJO,O,X,X
ZLSITOJ,O,X,X
ZLSIJTO,O,X,X
ZLSIJOT,X,X,X
ZLSIOTJ,X,X,X
ZLSIOJT,X,X,X
ZLSJTIO,O,X,X
ZLSJTOI,O,X,X
ZLSJITO,O,X,X
ZLSJIOT,X,X,X
ZLSJOTI,X,X,X
