sequence,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFWhBxcBTeBXiBFo?B0sB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFWhBxcBTeBFnBXo?B0sB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFzbBWiBxdBUnBFo?BXtB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFzbBFdBfnB5nBco?BOtB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFzbBuhB3dBxnBls?BctB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFRcB1iBGhBcoBTn?BXtB,v115@+gB8GeE8EeF8CeH8BeA8Jei6IvhFWhBxcBTjBFnB0n?BXtB
JLSTOIZ,O,O,X,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X
JLSITZO,X,O,X,X,X,X,X
JLSITOZ,O,O,X,X,X,X,X
JLSIZTO,O,X,X,X,X,X,X
JLSIZOT,X,X,X,X,X,X,X
JLSIOTZ,X,O,X,X,X,X,X
JLSIOZT,X,X,X,X,X,X,X
JLSZTIO,O,X,X,X,X,X,X
JLSZTOI,O,X,X,X,X,X,X
JLSZITO,O,X,X,X,X,X,X
JLSZIOT,X,X,X,X,X,X,X
JLSZOTI,X,X,X,X,X,X,X
JLSZOIT,X,X,X,X,X,X,X
JLSOTIZ,X,O,X,X,X,X,X
JLSOTZI,X,X,X,X,X,X,X
JLSOITZ,X,O,X,X,X,X,X
JLSOIZT,X,X,X,X,X,X,X
JLSOZTI,X,X,X,X,X,X,X
JLSOZIT,X,X,X,X,X,X,X
JLZTISO,X,X,X,X,X,X,X
JLZTIOS,O,X,X,X,X,X,X
JLZTSIO,O,X,X,X,X,X,X
JLZTSOI,O,X,X,X,X,X,X
JLZTOIS,O,X,X,X,X,X,X
JLZTOSI,O,X,X,X,X,X,X
JLZITSO,X,X,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X
JLZISTO,O,X,X,X,X,X,X
JLZISOT,X,X,X,X,X,X,X
JLZIOTS,X,X,X,X,X,X,X
JLZIOST,X,X,X,X,X,X,X
JLZSTIO,O,X,X,X,X,X,X
JLZSTOI,O,X,X,X,X,X,X
JLZSITO,O,X,X,X,X,X,X
JLZSIOT,X,X,X,X,X,X,X
JLZSOTI,X,X,X,X,X,X,X
JLZSOIT,X,X,X,X,X,X,X
JLZOTIS,X,X,X,X,X,O,X
JLZOTSI,X,X,X,X,X,O,X
JLZOITS,X,X,X,X,X,O,X
JLZOIST,X,X,X,X,X,X,X
JLZOSTI,X,X,X,X,X,X,X
JLZOSIT,X,X,X,X,X,X,X
JLOTISZ,X,X,X,X,X,X,X
JLOTIZS,X,X,X,X,O,O,X
JLOTSIZ,X,X,X,X,X,X,X
JLOTSZI,X,X,X,X,X,X,X
JLOTZIS,X,X,X,X,X,O,O
JLOTZSI,X,X,X,X,X,O,O
JLOITSZ,X,X,X,X,X,X,X
JLOITZS,X,X,X,X,O,O,X
JLOISTZ,X,X,X,X,X,X,X
JLOISZT,X,X,X,X,X,X,X
JLOIZTS,X,X,X,X,X,O,X
JLOIZST,X,X,X,X,X,X,X
JLOSTIZ,X,X,X,X,X,X,X
JLOSTZI,X,X,X,X,X,X,X
JLOSITZ,X,X,X,X,X,X,X
JLOSIZT,X,X,X,X,X,X,X
JLOSZTI,X,X,X,X,X,X,X
JLOSZIT,X,X,X,X,X,X,X
JLOZTIS,X,X,X,X,X,O,X
JLOZTSI,X,X,X,X,X,O,X
JLOZITS,X,X,X,X,X,O,X
JLOZIST,X,X,X,X,X,X,X
JLOZSTI,X,X,X,X,X,X,X
JLOZSIT,X,X,X,X,X,X,X
JSTILZO,X,O,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X
JSTIZLO,X,O,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X
JSTIOZL,X,X,X,X,X,X,X
JSTLIZO,X,O,X,X,X,X,X
JSTLIOZ,O,O,X,X,X,X,X
JSTLZIO,X,O,X,X,X,X,X
JSTLZOI,X,O,X,X,X,X,X
JSTLOIZ,O,O,X,X,X,X,X
JSTLOZI,X,X,X,X,X,X,X
JSTZILO,X,O,X,X,X,X,X
JSTZIOL,X,O,X,X,X,X,X
JSTZLIO,X,O,X,X,X,X,X
JSTZLOI,X,O,X,X,X,X,X
JSTZOIL,X,O,X,X,X,X,X
JSTZOLI,X,O,X,X,X,X,X
JSTOILZ,O,O,X,X,X,X,X
JSTOIZL,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,X,X,X,X
JSTOLZI,X,X,X,X,X,X,X
JSTOZIL,X,X,X,X,X,X,X
JSTOZLI,X,X,X,X,X,X,X
JSITLZO,X,O,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X
JSITZLO,X,O,X,X,X,X,X
JSITZOL,X,O,X,X,X,X,X
JSITOLZ,O,O,X,X,X,X,X
JSITOZL,X,X,X,X,X,X,X
JSILTZO,X,O,X,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X
JSILZTO,O,X,X,X,X,X,X
JSILZOT,X,X,X,X,X,X,X
JSILOTZ,X,O,X,X,X,X,X
JSILOZT,X,X,X,X,X,X,X
JSIZTLO,O,X,X,X,X,X,X
JSIZTOL,O,X,X,X,X,X,X
JSIZLTO,O,X,X,X,X,X,X
JSIZLOT,X,X,X,X,X,X,X
JSIZOTL,X,X,X,X,X,X,X
JSIZOLT,X,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,X,X,X
JSIOTZL,X,X,X,X,X,X,X
JSIOLTZ,X,O,X,X,X,X,X
JSIOLZT,X,X,X,X,X,X,X
JSIOZTL,X,X,X,X,X,X,X
JSIOZLT,X,X,X,X,X,X,X
JSLTIZO,X,O,X,X,X,X,X
JSLTIOZ,O,O,X,X,X,X,X
JSLTZIO,X,O,X,X,X,X,X
JSLTZOI,X,O,X,X,X,X,X
JSLTOIZ,O,O,X,X,X,X,X
JSLTOZI,X,X,X,X,X,X,X
JSLITZO,X,O,X,X,X,X,X
JSLITOZ,O,O,X,X,X,X,X
JSLIZTO,O,X,X,X,X,X,X
JSLIZOT,X,X,X,X,X,X,X
JSLIOTZ,X,O,X,X,X,X,X
JSLIOZT,X,X,X,X,X,X,X
JSLZTIO,O,X,X,X,X,X,X
JSLZTOI,O,X,X,X,X,X,X
JSLZITO,O,X,X,X,X,X,X
JSLZIOT,X,X,X,X,X,X,X
JSLZOTI,X,X,X,X,X,X,X
JSLZOIT,X,X,X,X,X,X,X
JSLOTIZ,X,O,X,X,X,X,X
JSLOTZI,X,X,X,X,X,X,X
JSLOITZ,X,O,X,X,X,X,X
JSLOIZT,X,X,X,X,X,X,X
JSLOZTI,X,X,X,X,X,X,X
JSLOZIT,X,X,X,X,X,X,X
JSZTILO,O,X,X,X,X,X,X
JSZTIOL,O,X,X,X,X,X,X
JSZTLIO,O,X,X,X,X,X,X
JSZTLOI,O,X,X,X,X,X,X
JSZTOIL,O,X,X,X,X,X,X
JSZTOLI,O,X,X,X,X,X,X
JSZITLO,O,X,X,X,X,X,X
JSZITOL,O,X,X,X,X,X,X
JSZILTO,O,X,X,X,X,X,X
JSZILOT,X,X,X,X,X,X,X
JSZIOTL,X,X,X,X,X,X,X
JSZIOLT,X,X,X,X,X,X,X
JSZLTIO,O,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X
JSZLITO,O,X,X,X,X,X,X
JSZLIOT,X,X,X,X,X,X,X
JSZLOTI,X,X,X,X,X,X,X
JSZLOIT,X,X,X,X,X,X,X
JSZOTIL,X,X,X,X,X,X,X
JSZOTLI,X,X,X,X,X,X,X
JSZOITL,X,X,X,X,X,X,X
JSZOILT,X,X,X,X,X,X,X
JSZOLTI,X,X,X,X,X,X,X
JSZOLIT,X,X,X,X,X,X,X
JSOTILZ,X,O,X,X,X,X,X
JSOTIZL,X,X,X,X,X,X,X
JSOTLIZ,X,O,X,X,X,X,X
JSOTLZI,X,X,X,X,X,X,X
JSOTZIL,X,X,X,X,X,X,X
JSOTZLI,X,X,X,X,X,X,X
JSOITLZ,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,X,X,X
JSOILTZ,X,O,X,X,X,X,X
JSOILZT,X,X,X,X,X,X,X
JSOIZTL,X,X,X,X,X,X,X
JSOIZLT,X,X,X,X,X,X,X
JSOLTIZ,X,O,X,X,X,X,X
JSOLTZI,X,X,X,X,X,X,X
JSOLITZ,X,O,X,X,X,X,X
JSOLIZT,X,X,X,X,X,X,X
JSOLZTI,X,X,X,X,X,X,X
JSOLZIT,X,X,X,X,X,X,X
JSOZTIL,X,X,X,X,X,X,X
JSOZTLI,X,X,X,X,X,X,X
JSOZITL,X,X,X,X,X,X,X
JSOZILT,X,X,X,X,X,X,X
JSOZLTI,X,X,X,X,X,X,X
JSOZLIT,X,X,X,X,X,X,X
JZTILSO,X,X,X,X,X,X,X
JZTILOS,O,X,X,X,X,X,X
JZTISLO,X,X,X,X,X,X,X
JZTISOL,X,X,X,X,X,X,X
JZTIOLS,O,X,X,X,X,X,X
JZTIOSL,X,X,X,X,X,X,X
JZTLISO,X,X,X,X,X,X,X
JZTLIOS,O,X,X,X,X,X,X
JZTLSIO,O,X,X,X,X,X,X
JZTLSOI,O,X,X,X,X,X,X
JZTLOIS,O,X,X,X,X,X,X
JZTLOSI,O,X,X,X,X,X,X
JZTSILO,O,X,X,X,X,X,X
JZTSIOL,O,X,X,X,X,X,X
JZTSLIO,O,X,X,X,X,X,X
JZTSLOI,O,X,X,X,X,X,X
JZTSOIL,O,X,X,X,X,X,X
JZTSOLI,O,X,X,X,X,X,X
JZTOILS,O,X,X,X,X,X,X
JZTOISL,X,X,X,X,X,X,X
JZTOLIS,O,X,X,X,X,X,X
JZTOLSI,O,X,X,X,X,X,X
JZTOSIL,O,X,X,X,X,X,X
JZTOSLI,O,X,X,X,X,X,X
JZITLSO,X,X,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X
JZITSLO,X,X,X,X,X,X,X
JZITSOL,X,X,X,X,X,X,X
JZITOLS,O,X,X,X,X,X,X
JZITOSL,X,X,X,X,X,X,X
JZILTSO,X,X,X,X,X,X,X
JZILTOS,O,X,X,X,X,X,X
JZILSTO,O,X,X,X,X,X,X
JZILSOT,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,X,X,X
JZILOST,X,X,X,X,X,X,X
JZISTLO,O,X,X,X,X,X,X
JZISTOL,O,X,X,X,X,X,X
JZISLTO,O,X,X,X,X,X,X
JZISLOT,X,X,X,X,X,X,X
JZISOTL,X,X,X,X,X,X,X
JZISOLT,X,X,X,X,X,X,X
JZIOTLS,X,X,X,X,X,X,X
JZIOTSL,X,X,X,X,X,X,X
JZIOLTS,X,X,X,X,X,X,X
JZIOLST,X,X,X,X,X,X,X
JZIOSTL,X,X,X,X,X,X,X
JZIOSLT,X,X,X,X,X,X,X
JZLTISO,X,X,X,X,X,X,X
JZLTIOS,O,X,X,X,X,X,X
JZLTSIO,O,X,X,X,X,X,X
JZLTSOI,O,X,X,X,X,X,X
JZLTOIS,O,X,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X,X
JZLITSO,X,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X
JZLISTO,O,X,X,X,X,X,X
JZLISOT,X,X,X,X,X,X,X
JZLIOTS,X,X,X,X,X,X,X
JZLIOST,X,X,X,X,X,X,X
JZLSTIO,O,X,X,X,X,X,X
JZLSTOI,O,X,X,X,X,X,X
JZLSITO,O,X,X,X,X,X,X
JZLSIOT,X,X,X,X,X,X,X
JZLSOTI,X,X,X,X,X,X,X
JZLSOIT,X,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,O,X
JZLOTSI,X,X,X,X,X,O,X
JZLOITS,X,X,X,X,X,O,X
JZLOIST,X,X,X,X,X,X,X
JZLOSTI,X,X,X,X,X,X,X
JZLOSIT,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,X,X,X
JZSTIOL,O,X,X,X,X,X,X
JZSTLIO,O,X,X,X,X,X,X
JZSTLOI,O,X,X,X,X,X,X
JZSTOIL,O,X,X,X,X,X,X
JZSTOLI,O,X,X,X,X,X,X
JZSITLO,O,X,X,X,X,X,X
JZSITOL,O,X,X,X,X,X,X
JZSILTO,O,X,X,X,X,X,X
JZSILOT,X,X,X,X,X,X,X
JZSIOTL,X,X,X,X,X,X,X
JZSIOLT,X,X,X,X,X,X,X
JZSLTIO,O,X,X,X,X,X,X
JZSLTOI,O,X,X,X,X,X,X
JZSLITO,O,X,X,X,X,X,X
JZSLIOT,X,X,X,X,X,X,X
JZSLOTI,X,X,X,X,X,X,X
JZSLOIT,X,X,X,X,X,X,X
JZSOTIL,X,X,X,X,X,X,X
JZSOTLI,X,X,X,X,X,X,X
JZSOITL,X,X,X,X,X,X,X
JZSOILT,X,X,X,X,X,X,X
JZSOLTI,X,X,X,X,X,X,X
JZSOLIT,X,X,X,X,X,X,X
JZOTILS,X,X,X,X,X,O,X
JZOTISL,X,X,X,X,X,X,X
JZOTLIS,X,X,X,X,X,O,X
JZOTLSI,X,X,X,X,X,O,X
JZOTSIL,X,X,X,X,X,X,X
JZOTSLI,X,X,X,X,X,X,X
JZOITLS,X,X,X,X,X,O,X
JZOITSL,X,X,X,X,X,X,X
JZOILTS,X,X,X,X,X,O,X
JZOILST,X,X,X,X,X,X,X
JZOISTL,X,X,X,X,X,X,X
JZOISLT,X,X,X,X,X,X,X
JZOLTIS,X,X,X,X,X,O,X
JZOLTSI,X,X,X,X,X,O,X
JZOLITS,X,X,X,X,X,O,X
JZOLIST,X,X,X,X,X,X,X
JZOLSTI,X,X,X,X,X,X,X
JZOLSIT,X,X,X,X,X,X,X
JZOSTIL,X,X,X,X,X,X,X
JZOSTLI,X,X,X,X,X,X,X
JZOSITL,X,X,X,X,X,X,X
JZOSILT,X,X,X,X,X,X,X
JZOSLTI,X,X,X,X,X,X,X
JZOSLIT,X,X,X,X,X,X,X
JOTILSZ,X,X,X,X,X,X,X
JOTILZS,X,X,X,X,O,O,X
JOTISLZ,X,X,X,X,X,X,X
JOTISZL,X,X,X,X,X,X,X
JOTIZLS,X,X,X,X,O,O,X
JOTIZSL,X,X,X,X,O,X,X
JOTLISZ,X,X,X,X,X,X,X
JOTLIZS,X,X,X,X,O,O,X
JOTLSIZ,X,X,X,X,X,X,X
JOTLSZI,X,X,X,X,X,X,X
JOTLZIS,X,X,X,X,X,O,O
JOTLZSI,X,X,X,X,X,O,O
JOTSILZ,X,X,X,X,X,X,X
JOTSIZL,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,X,X,X,X
JOTSLZI,X,X,X,X,X,X,X
JOTSZIL,X,X,X,X,X,X,X
JOTSZLI,X,X,X,X,X,X,X
JOTZILS,X,X,X,X,X,O,O
JOTZISL,X,X,X,X,X,X,X
JOTZLIS,X,X,X,X,X,O,O
JOTZLSI,X,X,X,X,X,O,O
JOTZSIL,X,X,X,X,X,X,X
JOTZSLI,X,X,X,X,X,X,X
JOITLSZ,X,X,X,X,X,X,X
JOITLZS,X,X,X,X,O,O,X
JOITSLZ,X,X,X,X,X,X,X
JOITSZL,X,X,X,X,X,X,X
JOITZLS,X,X,X,X,O,O,X
JOITZSL,X,X,X,X,O,X,X
JOILTSZ,X,X,X,X,X,X,X
JOILTZS,X,X,X,X,O,O,X
JOILSTZ,X,X,X,X,X,X,X
JOILSZT,X,X,X,X,X,X,X
JOILZTS,X,X,X,X,X,O,X
JOILZST,X,X,X,X,X,X,X
JOISTLZ,X,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,X,X
JOISLTZ,X,X,X,X,X,X,X
JOISLZT,X,X,X,X,X,X,X
JOISZTL,X,X,X,X,X,X,X
JOISZLT,X,X,X,X,X,X,X
JOIZTLS,X,X,X,X,X,O,X
JOIZTSL,X,X,X,X,X,X,X
JOIZLTS,X,X,X,X,X,O,X
JOIZLST,X,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,X,X
JOIZSLT,X,X,X,X,X,X,X
JOLTISZ,X,X,X,X,X,X,X
JOLTIZS,X,X,X,X,O,O,X
JOLTSIZ,X,X,X,X,X,X,X
JOLTSZI,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,X,O,O
JOLTZSI,X,X,X,X,X,O,O
JOLITSZ,X,X,X,X,X,X,X
JOLITZS,X,X,X,X,O,O,X
JOLISTZ,X,X,X,X,X,X,X
JOLISZT,X,X,X,X,X,X,X
JOLIZTS,X,X,X,X,X,O,X
JOLIZST,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,X,X,X,X
JOLSTZI,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,X,X
JOLSIZT,X,X,X,X,X,X,X
JOLSZTI,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,O,X
JOLZTSI,X,X,X,X,X,O,X
JOLZITS,X,X,X,X,X,O,X
JOLZIST,X,X,X,X,X,X,X
JOLZSTI,X,X,X,X,X,X,X
JOLZSIT,X,X,X,X,X,X,X
JOSTILZ,X,X,X,X,X,X,X
JOSTIZL,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,X,X,X,X
JOSTLZI,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,X,X,X
JOSTZLI,X,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,X,X
JOSILTZ,X,X,X,X,X,X,X
JOSILZT,X,X,X,X,X,X,X
JOSIZTL,X,X,X,X,X,X,X
JOSIZLT,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,X
JOSLTZI,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,X,X
JOSLIZT,X,X,X,X,X,X,X
JOSLZTI,X,X,X,X,X,X,X
JOSLZIT,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,X,X,X
JOSZILT,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,X,X,X
JOSZLIT,X,X,X,X,X,X,X
JOZTILS,X,X,X,X,X,O,X
JOZTISL,X,X,X,X,X,X,X
JOZTLIS,X,X,X,X,X,O,X
JOZTLSI,X,X,X,X,X,O,X
JOZTSIL,X,X,X,X,X,X,X
JOZTSLI,X,X,X,X,X,X,X
JOZITLS,X,X,X,X,X,O,X
JOZITSL,X,X,X,X,X,X,X
JOZILTS,X,X,X,X,X,O,X
JOZILST,X,X,X,X,X,X,X
JOZISTL,X,X,X,X,X,X,X
JOZISLT,X,X,X,X,X,X,X
JOZLTIS,X,X,X,X,X,O,X
JOZLTSI,X,X,X,X,X,O,X
JOZLITS,X,X,X,X,X,O,X
JOZLIST,X,X,X,X,X,X,X
JOZLSTI,X,X,X,X,X,X,X
JOZLSIT,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X
JOZSILT,X,X,X,X,X,X,X
JOZSLTI,X,X,X,X,X,X,X
JOZSLIT,X,X,X,X,X,X,X
STILJZO,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X
STILZJO,X,X,X,O,X,X,X
STILZOJ,X,X,X,O,X,X,X
STILOJZ,O,X,X,X,X,X,X
STILOZJ,X,X,X,O,X,X,X
STIJLZO,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X
STIJZLO,X,X,X,X,X,X,X
STIJZOL,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,X,X,X
STIJOZL,X,X,X,X,X,X,X
STIZLJO,X,X,X,O,X,X,X
STIZLOJ,X,X,X,O,X,X,X
STIZJLO,X,X,X,O,X,X,X
STIZJOL,X,X,X,O,X,X,X
STIZOLJ,X,X,X,O,X,X,X
STIZOJL,X,X,X,O,X,X,X
STIOLJZ,O,X,X,X,X,X,X
STIOLZJ,X,X,X,O,X,X,X
STIOJLZ,O,X,X,X,X,X,X
STIOJZL,X,X,X,X,X,X,X
STIOZLJ,X,X,X,O,X,X,X
STIOZJL,X,X,X,O,X,X,X
STLIJZO,X,X,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X,X
STLIZJO,X,X,X,O,X,X,X
STLIZOJ,X,X,X,O,X,X,X
STLIOJZ,O,X,X,X,X,X,X
STLIOZJ,X,X,X,O,X,X,X
STLJIZO,X,O,X,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X
STLJZIO,X,O,X,X,X,X,X
STLJZOI,X,O,X,X,X,X,X
STLJOIZ,O,O,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,X
STLZIJO,X,O,X,X,X,X,X
STLZIOJ,X,O,X,X,X,X,X
STLZJIO,X,O,X,X,X,X,X
STLZJOI,X,O,X,X,X,X,X
STLZOIJ,X,O,X,X,X,X,X
STLZOJI,X,O,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,X
STLOIZJ,X,X,X,O,X,X,X
STLOJIZ,O,O,X,X,X,X,X
STLOJZI,X,X,X,X,X,X,X
STLOZIJ,X,X,X,X,X,X,X
STLOZJI,X,X,X,X,X,X,X
STJILZO,X,O,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X
STJIZLO,X,O,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,X
STJLIZO,X,O,X,X,X,X,X
STJLIOZ,O,O,X,X,X,X,X
STJLZIO,X,O,X,X,X,X,X
STJLZOI,X,O,X,X,X,X,X
STJLOIZ,O,O,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X
STJZILO,X,O,X,X,X,X,X
STJZIOL,X,O,X,X,X,X,X
STJZLIO,X,O,X,X,X,X,X
STJZLOI,X,O,X,X,X,X,X
STJZOIL,X,O,X,X,X,X,X
STJZOLI,X,O,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X
STJOIZL,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,X,X,X
STJOZLI,X,X,X,X,X,X,X
STZILJO,X,O,X,X,X,X,X
STZILOJ,X,O,X,X,X,X,X
STZIJLO,X,O,X,X,X,X,X
STZIJOL,X,O,X,X,X,X,X
STZIOLJ,X,O,X,X,X,X,X
STZIOJL,X,O,X,X,X,X,X
STZLIJO,X,O,X,X,X,X,X
STZLIOJ,X,O,X,X,X,X,X
STZLJIO,X,O,X,X,X,X,X
STZLJOI,X,O,X,X,X,X,X
STZLOIJ,X,O,X,X,X,X,X
STZLOJI,X,O,X,X,X,X,X
STZJILO,X,O,X,X,X,X,X
STZJIOL,X,O,X,X,X,X,X
STZJLIO,X,O,X,X,X,X,X
STZJLOI,X,O,X,X,X,X,X
STZJOIL,X,O,X,X,X,X,X
STZJOLI,X,O,X,X,X,X,X
STZOILJ,X,O,X,X,X,X,X
STZOIJL,X,O,X,X,X,X,X
STZOLIJ,X,O,X,X,X,X,X
STZOLJI,X,O,X,X,X,X,X
STZOJIL,X,O,X,X,X,X,X
STZOJLI,X,O,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X
STOILZJ,X,X,X,O,X,X,X
STOIJLZ,O,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,X,X
STOIZLJ,X,X,X,O,X,X,X
STOIZJL,X,X,X,O,X,X,X
STOLIJZ,O,X,X,X,X,X,X
STOLIZJ,X,X,X,O,X,X,X
STOLJIZ,O,O,X,X,X,X,X
STOLJZI,X,X,X,X,X,X,X
STOLZIJ,X,X,X,X,X,X,X
STOLZJI,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X
STOJIZL,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X
STOJLZI,X,X,X,X,X,X,X
STOJZIL,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,X,X,X
STOZILJ,X,X,X,X,X,X,X
STOZIJL,X,X,X,X,X,X,X
STOZLIJ,X,X,X,X,X,X,X
STOZLJI,X,X,X,X,X,X,X
STOZJIL,X,X,X,X,X,X,X
STOZJLI,X,X,X,X,X,X,X
SITLJZO,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X
SITLZJO,X,X,X,O,X,X,X
SITLZOJ,X,X,X,O,X,X,X
SITLOJZ,O,X,X,X,X,X,X
SITLOZJ,X,X,X,O,X,X,X
SITJLZO,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X
SITJZLO,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,X,X
SITJOZL,X,X,X,X,X,X,X
SITZLJO,X,X,X,O,X,X,X
SITZLOJ,X,X,X,O,X,X,X
SITZJLO,X,X,X,O,X,X,X
SITZJOL,X,X,X,O,X,X,X
SITZOLJ,X,X,X,O,X,X,X
SITZOJL,X,X,X,O,X,X,X
SITOLJZ,O,X,X,X,X,X,X
SITOLZJ,X,X,X,O,X,X,X
SITOJLZ,O,X,X,X,X,X,X
SITOJZL,X,X,X,X,X,X,X
SITOZLJ,X,X,X,O,X,X,X
SITOZJL,X,X,X,O,X,X,X
SILTJZO,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X
SILTZJO,X,X,X,O,X,X,X
SILTZOJ,X,X,X,O,X,X,X
SILTOJZ,O,X,X,X,X,X,X
SILTOZJ,X,X,X,O,X,X,X
SILJTZO,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X
SILZTJO,O,X,X,O,X,X,X
SILZTOJ,O,X,X,O,X,X,X
SILZJTO,O,X,X,O,X,X,X
SILZJOT,X,X,X,O,X,X,X
SILZOTJ,X,X,X,O,X,X,X
SILZOJT,X,X,X,O,X,X,X
SILOTJZ,X,X,X,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X
SILOJTZ,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,X,X,X
SILOZTJ,X,X,X,O,X,X,X
SILOZJT,X,X,X,O,X,X,X
SIJTLZO,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,X
SIJZTLO,O,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X
SIJZLTO,O,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X
SIZTLJO,O,X,X,O,X,X,X
SIZTLOJ,O,X,X,O,X,X,X
SIZTJLO,O,X,X,O,X,X,X
SIZTJOL,O,X,X,O,X,X,X
SIZTOLJ,O,X,X,O,X,X,X
SIZTOJL,O,X,X,O,X,X,X
SIZLTJO,O,X,X,O,X,X,X
SIZLTOJ,O,X,X,O,X,X,X
SIZLJTO,O,X,X,O,X,X,X
SIZLJOT,X,X,X,O,X,X,X
