sequence,v115@FhB8FeF8CeH8AeF8Jex6IvhFmcBCeBTfBlgBcmB/qB,v115@FhB8FeF8CeH8AeF8JeO/IvhF0bBxdBzfBCiBXhBlqB,v115@FhB8FeF8CeH8AeF8JeK/IvhFzaBWiBxdBUhB3gBlqB,v115@FhB8FeF8CeH8AeF8JeO/IvhF8fBxdBzgBCiB/qBFrB,v115@FhB8FeF8CeH8AeF8Jex6IvhFXcB8hBCeBTfB2lBlqB
OIZLTJS,X,X,X,X,X
OIZLTSJ,X,X,X,X,X
OIZLJTS,X,X,X,X,X
OIZLJST,O,O,X,X,X
OIZLSTJ,X,X,X,X,X
OIZLSJT,X,X,X,X,X
OIZJTLS,X,X,X,X,X
OIZJTSL,X,X,X,X,X
OIZJLTS,X,X,X,X,X
OIZJLST,O,O,X,X,X
OIZJSTL,X,X,X,X,X
OIZJSLT,X,X,X,X,X
OIZSTLJ,X,X,X,X,X
OIZSTJL,X,X,X,X,X
OIZSLTJ,X,X,X,X,X
OIZSLJT,X,X,X,X,X
OIZSJTL,X,X,X,X,X
OIZSJLT,X,X,X,X,X
OLTIJSZ,X,X,X,X,X
OLTIJZS,X,O,X,X,O
OLTISJZ,X,X,X,X,X
OLTISZJ,X,X,X,X,X
OLTIZJS,X,O,X,X,O
OLTIZSJ,X,X,X,X,O
OLTJISZ,X,X,X,X,X
OLTJIZS,X,O,X,X,O
OLTJSIZ,X,X,X,X,X
OLTJSZI,X,X,X,X,X
OLTJZIS,X,O,X,X,O
OLTJZSI,X,O,X,X,O
OLTSIJZ,X,X,X,X,X
OLTSIZJ,X,X,X,X,X
OLTSJIZ,X,X,X,X,X
OLTSJZI,X,X,X,X,X
OLTSZIJ,X,X,X,X,X
OLTSZJI,X,X,X,X,X
OLTZIJS,X,O,X,X,O
OLTZISJ,X,X,X,X,O
OLTZJIS,X,O,X,X,O
OLTZJSI,X,O,X,X,O
OLTZSIJ,X,X,X,X,O
OLTZSJI,X,X,X,X,O
OLITJSZ,X,X,X,X,X
OLITJZS,X,O,X,X,O
OLITSJZ,X,X,X,X,X
OLITSZJ,X,X,X,X,X
OLITZJS,X,O,X,X,O
OLITZSJ,X,X,X,X,O
OLIJTSZ,X,X,X,X,X
OLIJTZS,X,O,X,X,X
OLIJSTZ,X,X,X,X,X
OLIJSZT,O,X,X,X,X
OLIJZTS,X,X,X,X,X
OLIJZST,O,O,X,X,X
OLISTJZ,X,X,X,X,X
OLISTZJ,O,X,X,X,X
OLISJTZ,X,X,X,X,X
OLISJZT,O,X,X,X,X
OLISZTJ,X,X,X,X,X
OLISZJT,O,X,X,X,X
OLIZTJS,X,X,X,X,X
OLIZTSJ,X,X,X,X,X
OLIZJTS,X,X,X,X,X
OLIZJST,O,O,X,X,X
OLIZSTJ,X,X,X,X,X
OLIZSJT,X,X,X,X,X
OLJTISZ,X,X,X,X,X
OLJTIZS,X,O,X,X,X
OLJTSIZ,X,X,X,X,X
OLJTSZI,X,X,X,X,X
OLJTZIS,X,O,X,X,X
OLJTZSI,X,O,X,X,X
OLJITSZ,X,X,X,X,X
OLJITZS,X,O,X,X,X
OLJISTZ,X,X,X,X,X
OLJISZT,O,X,X,X,X
OLJIZTS,X,X,X,X,X
OLJIZST,O,O,X,X,X
OLJSTIZ,X,X,X,X,X
OLJSTZI,X,X,X,X,X
OLJSITZ,X,X,X,X,X
OLJSIZT,O,X,X,X,X
OLJSZTI,O,X,X,X,X
OLJSZIT,O,X,X,X,X
OLJZTIS,X,X,X,X,X
OLJZTSI,O,X,X,X,X
OLJZITS,X,X,X,X,X
OLJZIST,O,O,X,X,X
OLJZSTI,O,X,X,X,X
OLJZSIT,O,O,X,X,X
OLSTIJZ,X,X,X,X,X
OLSTIZJ,O,X,X,X,X
OLSTJIZ,X,X,X,X,X
OLSTJZI,X,X,X,X,X
OLSTZIJ,X,X,X,X,X
OLSTZJI,X,X,X,X,X
OLSITJZ,X,X,X,X,X
OLSITZJ,O,X,X,X,X
OLSIJTZ,X,X,X,X,X
OLSIJZT,O,X,X,X,X
OLSIZTJ,X,X,X,X,X
OLSIZJT,O,X,X,X,X
OLSJTIZ,X,X,X,X,X
OLSJTZI,X,X,X,X,X
OLSJITZ,X,X,X,X,X
OLSJIZT,O,X,X,X,X
OLSJZTI,O,X,X,X,X
OLSJZIT,O,X,X,X,X
OLSZTIJ,O,X,X,X,X
OLSZTJI,O,X,X,X,X
OLSZITJ,X,X,X,X,X
OLSZIJT,O,X,X,X,X
OLSZJTI,O,X,X,X,X
OLSZJIT,O,X,X,X,X
OLZTIJS,X,X,X,X,O
OLZTISJ,X,X,X,X,O
OLZTJIS,X,X,X,X,O
OLZTJSI,O,X,X,X,O
OLZTSIJ,X,X,X,X,O
OLZTSJI,X,X,X,X,O
OLZITJS,X,X,X,X,X
OLZITSJ,X,X,X,X,X
OLZIJTS,X,X,X,X,X
OLZIJST,O,O,X,X,X
OLZISTJ,X,X,X,X,X
OLZISJT,X,X,X,X,X
OLZJTIS,X,X,X,X,X
OLZJTSI,O,X,X,X,X
OLZJITS,X,X,X,X,X
OLZJIST,O,O,X,X,X
OLZJSTI,O,X,X,X,X
OLZJSIT,O,O,X,X,X
OLZSTIJ,O,X,X,X,X
OLZSTJI,O,X,X,X,X
OLZSITJ,X,X,X,X,X
OLZSIJT,O,X,X,X,X
OLZSJTI,O,X,X,X,X
OLZSJIT,O,X,X,X,X
OJTILSZ,X,X,X,X,X
OJTILZS,X,O,X,X,X
OJTISLZ,X,X,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,O,X,X,X
OJTIZSL,X,X,X,X,X
OJTLISZ,X,X,X,X,X
OJTLIZS,X,O,X,X,X
OJTLSIZ,X,X,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,O,X,X,X
OJTLZSI,X,O,X,X,X
OJTSILZ,X,X,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,X,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,X,O,X,X,X
OJTZISL,X,X,X,X,X
OJTZLIS,X,O,X,X,X
OJTZLSI,X,O,X,X,X
OJTZSIL,X,X,X,X,X
OJTZSLI,X,X,X,X,X
OJITLSZ,X,X,X,X,X
OJITLZS,X,O,X,X,X
OJITSLZ,X,X,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,X,O,X,X,X
OJITZSL,X,X,X,X,X
OJILTSZ,X,X,X,X,X
OJILTZS,X,O,X,X,X
OJILSTZ,X,X,X,X,X
OJILSZT,O,X,X,X,X
OJILZTS,X,X,X,X,X
OJILZST,O,O,X,X,X
OJISTLZ,X,X,X,X,X
OJISTZL,X,X,X,X,X
OJISLTZ,X,X,X,X,X
OJISLZT,X,X,X,X,X
OJISZTL,X,X,X,X,X
OJISZLT,X,X,X,X,X
OJIZTLS,X,X,X,X,X
OJIZTSL,X,X,X,X,X
OJIZLTS,X,X,X,X,X
OJIZLST,X,O,X,X,X
OJIZSTL,X,X,X,X,X
OJIZSLT,X,X,X,X,X
OJLTISZ,X,X,X,X,X
OJLTIZS,X,O,X,X,X
OJLTSIZ,X,X,X,X,X
OJLTSZI,X,X,X,X,X
OJLTZIS,X,O,X,X,X
OJLTZSI,X,O,X,X,X
OJLITSZ,X,X,X,X,X
OJLITZS,X,O,X,X,X
OJLISTZ,X,X,X,X,X
OJLISZT,O,X,X,X,X
OJLIZTS,X,X,X,X,X
OJLIZST,O,O,X,X,X
OJLSTIZ,X,X,X,X,X
OJLSTZI,X,X,X,X,X
OJLSITZ,X,X,X,X,X
OJLSIZT,O,X,X,X,X
OJLSZTI,O,X,X,X,X
OJLSZIT,O,X,X,X,X
OJLZTIS,X,X,X,X,X
OJLZTSI,O,X,X,X,X
OJLZITS,X,X,X,X,X
OJLZIST,O,O,X,X,X
OJLZSTI,O,X,X,X,X
OJLZSIT,O,O,X,X,X
OJSTILZ,X,X,X,X,X
OJSTIZL,X,X,X,X,X
OJSTLIZ,X,X,X,X,X
OJSTLZI,X,X,X,X,X
OJSTZIL,X,X,X,X,X
OJSTZLI,X,X,X,X,X
OJSITLZ,X,X,X,X,X
OJSITZL,X,X,X,X,X
OJSILTZ,X,X,X,X,X
OJSILZT,O,X,X,X,X
OJSIZTL,X,X,X,X,X
OJSIZLT,X,X,X,X,X
OJSLTIZ,X,X,X,X,X
OJSLTZI,X,X,X,X,X
OJSLITZ,X,X,X,X,X
OJSLIZT,O,X,X,X,X
OJSLZTI,O,X,X,X,X
OJSLZIT,O,X,X,X,X
OJSZTIL,O,X,X,X,X
OJSZTLI,O,X,X,X,X
OJSZITL,X,X,X,X,X
OJSZILT,O,X,X,X,X
OJSZLTI,O,X,X,X,X
OJSZLIT,O,X,X,X,X
OJZTILS,X,X,X,X,X
OJZTISL,X,X,X,X,X
OJZTLIS,X,X,X,X,X
OJZTLSI,O,X,X,X,X
OJZTSIL,X,X,X,X,X
OJZTSLI,X,X,X,X,X
OJZITLS,X,X,X,X,X
OJZITSL,X,X,X,X,X
OJZILTS,X,X,X,X,X
OJZILST,O,O,X,X,X
OJZISTL,X,X,X,X,X
OJZISLT,X,X,X,X,X
OJZLTIS,X,X,X,X,X
OJZLTSI,O,X,X,X,X
OJZLITS,X,X,X,X,X
OJZLIST,O,O,X,X,X
OJZLSTI,O,X,X,X,X
OJZLSIT,O,O,X,X,X
OJZSTIL,O,X,X,X,X
OJZSTLI,O,X,X,X,X
OJZSITL,X,X,X,X,X
OJZSILT,O,X,X,X,X
OJZSLTI,O,X,X,X,X
OJZSLIT,O,X,X,X,X
OSTILJZ,X,X,X,X,X
OSTILZJ,O,X,X,X,X
OSTIJLZ,X,X,X,X,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,O,X,X,X,X
OSTIZJL,O,X,X,X,X
OSTLIJZ,X,X,X,X,X
OSTLIZJ,O,X,X,X,X
OSTLJIZ,X,X,X,X,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,X,X,X,X,X
OSTLZJI,X,X,X,X,X
OSTJILZ,X,X,X,X,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,X,X,X,X,X
OSTJLZI,X,X,X,X,X
OSTJZIL,X,X,X,X,X
OSTJZLI,X,X,X,X,X
OSTZILJ,X,X,X,X,X
OSTZIJL,X,X,X,X,X
OSTZLIJ,X,X,X,X,X
OSTZLJI,X,X,X,X,X
OSTZJIL,X,X,X,X,X
OSTZJLI,X,X,X,X,X
OSITLJZ,X,X,X,X,X
OSITLZJ,O,X,X,X,X
OSITJLZ,X,X,X,X,X
OSITJZL,X,X,X,X,X
OSITZLJ,O,X,X,X,X
OSITZJL,O,X,X,X,X
OSILTJZ,X,X,X,X,X
OSILTZJ,O,X,X,X,X
OSILJTZ,X,X,X,X,X
OSILJZT,O,X,X,X,X
OSILZTJ,X,X,X,X,X
OSILZJT,O,X,X,X,X
OSIJTLZ,X,X,X,X,X
OSIJTZL,X,X,X,X,X
OSIJLTZ,X,X,X,X,X
OSIJLZT,O,X,X,X,X
OSIJZTL,X,X,X,X,X
OSIJZLT,X,X,X,X,X
OSIZTLJ,X,X,X,X,X
OSIZTJL,X,X,X,X,X
OSIZLTJ,X,X,X,X,X
OSIZLJT,O,X,X,X,X
OSIZJTL,X,X,X,X,X
OSIZJLT,O,X,X,X,X
OSLTIJZ,X,X,X,X,X
OSLTIZJ,O,X,X,X,X
OSLTJIZ,X,X,X,X,X
OSLTJZI,X,X,X,X,X
OSLTZIJ,X,X,X,X,X
OSLTZJI,X,X,X,X,X
OSLITJZ,X,X,X,X,X
OSLITZJ,O,X,X,X,X
OSLIJTZ,X,X,X,X,X
OSLIJZT,O,X,X,X,X
OSLIZTJ,X,X,X,X,X
OSLIZJT,O,X,X,X,X
OSLJTIZ,X,X,X,X,X
OSLJTZI,X,X,X,X,X
OSLJITZ,X,X,X,X,X
OSLJIZT,O,X,X,X,X
OSLJZTI,O,X,X,X,X
OSLJZIT,O,X,X,X,X
OSLZTIJ,O,X,X,X,X
OSLZTJI,O,X,X,X,X
OSLZITJ,X,X,X,X,X
OSLZIJT,O,X,X,X,X
OSLZJTI,O,X,X,X,X
OSLZJIT,O,X,X,X,X
OSJTILZ,X,X,X,X,X
OSJTIZL,X,X,X,X,X
OSJTLIZ,X,X,X,X,X
OSJTLZI,X,X,X,X,X
OSJTZIL,X,X,X,X,X
OSJTZLI,X,X,X,X,X
OSJITLZ,X,X,X,X,X
OSJITZL,X,X,X,X,X
OSJILTZ,X,X,X,X,X
OSJILZT,O,X,X,X,X
OSJIZTL,X,X,X,X,X
OSJIZLT,X,X,X,X,X
OSJLTIZ,X,X,X,X,X
OSJLTZI,X,X,X,X,X
OSJLITZ,X,X,X,X,X
OSJLIZT,O,X,X,X,X
OSJLZTI,O,X,X,X,X
OSJLZIT,O,X,X,X,X
OSJZTIL,O,X,X,X,X
OSJZTLI,O,X,X,X,X
OSJZITL,X,X,X,X,X
OSJZILT,O,X,X,X,X
OSJZLTI,O,X,X,X,X
OSJZLIT,O,X,X,X,X
OSZTILJ,O,X,X,X,X
OSZTIJL,O,X,X,X,X
OSZTLIJ,O,X,X,X,X
OSZTLJI,O,X,X,X,X
OSZTJIL,O,X,X,X,X
OSZTJLI,O,X,X,X,X
OSZITLJ,X,X,X,X,X
OSZITJL,X,X,X,X,X
OSZILTJ,X,X,X,X,X
OSZILJT,O,X,X,X,X
OSZIJTL,X,X,X,X,X
OSZIJLT,O,X,X,X,X
OSZLTIJ,O,X,X,X,X
OSZLTJI,O,X,X,X,X
OSZLITJ,X,X,X,X,X
OSZLIJT,O,X,X,X,X
OSZLJTI,O,X,X,X,X
OSZLJIT,O,X,X,X,X
OSZJTIL,O,X,X,X,X
OSZJTLI,O,X,X,X,X
OSZJITL,X,X,X,X,X
OSZJILT,O,X,X,X,X
OSZJLTI,O,X,X,X,X
OSZJLIT,O,X,X,X,X
OZTILJS,X,X,X,X,O
OZTILSJ,X,X,X,X,O
OZTIJLS,X,X,X,X,O
OZTIJSL,X,X,X,X,O
OZTISLJ,X,X,X,X,O
OZTISJL,X,X,X,X,X
OZTLIJS,X,X,X,X,O
OZTLISJ,X,X,X,X,O
OZTLJIS,X,X,X,X,O
OZTLJSI,O,X,X,X,O
OZTLSIJ,X,X,X,X,O
OZTLSJI,X,X,X,X,O
OZTJILS,X,X,X,X,O
OZTJISL,X,X,X,X,O
OZTJLIS,X,X,X,X,O
OZTJLSI,O,X,X,X,O
OZTJSIL,X,X,X,X,O
OZTJSLI,X,X,X,X,O
OZTSILJ,X,X,X,X,O
OZTSIJL,X,X,X,X,X
OZTSLIJ,X,X,X,X,O
OZTSLJI,X,X,X,X,O
OZTSJIL,X,X,X,X,O
OZTSJLI,X,X,X,X,O
OZITLJS,X,X,X,X,X
OZITLSJ,X,X,X,X,X
OZITJLS,X,X,X,X,X
OZITJSL,X,X,X,X,X
OZITSLJ,X,X,X,X,X
OZITSJL,X,X,X,X,X
OZILTJS,X,X,X,X,X
OZILTSJ,X,X,X,X,X
OZILJTS,X,X,X,X,X
OZILJST,O,O,X,X,X
OZILSTJ,X,X,X,X,X
OZILSJT,X,X,X,X,X
OZIJTLS,X,X,X,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,X,X,X,X,X
OZIJLST,O,O,X,X,X
OZIJSTL,X,X,X,X,X
OZIJSLT,X,X,X,X,X
OZISTLJ,X,X,X,X,X
OZISTJL,X,X,X,X,X
OZISLTJ,X,X,X,X,X
OZISLJT,X,X,X,X,X
OZISJTL,X,X,X,X,X
OZISJLT,X,X,X,X,X
OZLTIJS,X,X,X,X,O
OZLTISJ,X,X,X,X,O
OZLTJIS,X,X,X,X,O
OZLTJSI,O,X,X,X,O
OZLTSIJ,X,X,X,X,O
OZLTSJI,X,X,X,X,O
OZLITJS,X,X,X,X,X
OZLITSJ,X,X,X,X,X
OZLIJTS,X,X,X,X,X
OZLIJST,O,O,X,X,X
OZLISTJ,X,X,X,X,X
OZLISJT,X,X,X,X,X
OZLJTIS,X,X,X,X,X
OZLJTSI,O,X,X,X,X
OZLJITS,X,X,X,X,X
OZLJIST,O,O,X,X,X
OZLJSTI,O,X,X,X,X
OZLJSIT,O,O,X,X,X
OZLSTIJ,O,X,X,X,X
OZLSTJI,O,X,X,X,X
OZLSITJ,X,X,X,X,X
OZLSIJT,O,X,X,X,X
OZLSJTI,O,X,X,X,X
OZLSJIT,O,X,X,X,X
OZJTILS,X,X,X,X,X
OZJTISL,X,X,X,X,X
OZJTLIS,X,X,X,X,X
OZJTLSI,O,X,X,X,X
OZJTSIL,X,X,X,X,X
OZJTSLI,X,X,X,X,X
OZJITLS,X,X,X,X,X
OZJITSL,X,X,X,X,X
OZJILTS,X,X,X,X,X
OZJILST,O,O,X,X,X
OZJISTL,X,X,X,X,X
OZJISLT,X,X,X,X,X
OZJLTIS,X,X,X,X,X
OZJLTSI,O,X,X,X,X
OZJLITS,X,X,X,X,X
OZJLIST,O,O,X,X,X
OZJLSTI,O,X,X,X,X
OZJLSIT,O,O,X,X,X
OZJSTIL,O,X,X,X,X
OZJSTLI,O,X,X,X,X
OZJSITL,X,X,X,X,X
OZJSILT,O,X,X,X,X
OZJSLTI,O,X,X,X,X
OZJSLIT,O,X,X,X,X
OZSTILJ,O,X,X,X,X
OZSTIJL,O,X,X,X,X
OZSTLIJ,O,X,X,X,X
OZSTLJI,O,X,X,X,X
OZSTJIL,O,X,X,X,X
OZSTJLI,O,X,X,X,X
OZSITLJ,X,X,X,X,X
OZSITJL,X,X,X,X,X
OZSILTJ,X,X,X,X,X
OZSILJT,O,X,X,X,X
OZSIJTL,X,X,X,X,X
OZSIJLT,O,X,X,X,X
OZSLTIJ,O,X,X,X,X
OZSLTJI,O,X,X,X,X
OZSLITJ,X,X,X,X,X
OZSLIJT,O,X,X,X,X
OZSLJTI,O,X,X,X,X
OZSLJIT,O,X,X,X,X
OZSJTIL,O,X,X,X,X
OZSJTLI,O,X,X,X,X
OZSJITL,X,X,X,X,X
OZSJILT,O,X,X,X,X
OZSJLTI,O,X,X,X,X
OZSJLIT,O,X,X,X,X
